reward_terms/foot_ahead,reward_terms/air_time,reward_terms/vz,reward_terms/ang_xy,curriculum/cmd_track_err,reward_terms/clearance,curriculum/ent_coef,curriculum/stance_ratio,reward_terms/time,reward_terms/stop,reward_terms/stand,time/fps,ankle/ankle_spring_trq_peak,reward_terms/stand_drift,curriculum/swing_frac_min,reward_terms/track_yaw,reward_terms/action_rate,reward_terms/phase_contact,curriculum/ctrl_drop_prob,reward_terms/residual_rate,reward_terms/foot_slip,reward_terms/step_rate,time/iterations,reward_terms/residual,reward_terms/fwd_speed,reward_terms/overrun,reward_terms/angmom,curriculum/ctrl_jitter_ms,reward_terms/motor_vel,reward_terms/height,curriculum/eff_scale,est/vel_rmse,reward_terms/track_lin,ankle/ankle_defl_peak,reward_terms/lat_vel,curriculum/dr_scale,rollout/ep_len_mean,reward_terms/hip_roll,reward_terms/coef_rate,curriculum/swing_frac_mean,reward_terms/torque,reward_terms/upright,time/time_elapsed,reward_terms/stance,curriculum/cmd_scale,reward_terms/energy,ankle/ankle_spring_energy_peak,time/total_timesteps,reward_terms/alive,reward_terms/stance_time,rollout/ep_rew_mean,reward_terms/assist_pen,reward_terms/duty_sym,train/learning_rate,train/policy_gradient_loss,train/entropy_loss,train/clip_range,train/n_updates,train/clip_fraction,train/approx_kl,train/value_loss,train/explained_variance,train/loss,train/std,curriculum/ctrl_jitter_ms_progress,curriculum/eff_scale_progress,curriculum/dr_scale_progress,curriculum/ctrl_drop_prob_progress,curriculum/stance_ratio_progress
0.0,0.0,-0.21449431932096202,-0.21567367295378523,0.2578723590828087,0.0,0.0099778816,0.7,0.0,0.0,0.3467588467139794,7373,0.0,-0.08425381788965429,0.1845703125,1.9998883874716344,-0.1131314779379351,0.0,0.0,0.0,-0.4027483330407499,-0.005468750000000047,11,-0.09303224283534646,0.0,0.0,-0.3373662145344715,0.0,0.0,-0.03737182028401583,0.0,0.4238554246961453,0.5627340304777352,0.5049723365369342,-1.6188719157780682e-08,0.0,156.18,-0.12094977693568265,-0.7989483654847436,0.436767578125,0.0,-0.4940899918972989,27,-0.09083477322169882,0.0,0.0,0.0,202752,0.0,0.0,-75.02234011,0.0,-0.01405922224816565,0.0002995392,-0.006285581388510764,-36.89128494262695,0.2,21724,0.05526123046875,0.008493028,1528.0743408203125,0.9201988577842712,358.94793701171875,1.0001901388168335,,,,,
0.0,0.0,-0.21625152298092284,-0.20430497254194868,0.24454437373520452,0.0,0.009974195200000001,0.7,0.0,0.0,0.36427460899173597,7266,0.0,-0.08576775617743432,0.18489583333333334,1.999888490507898,-0.11276018359053813,0.0,0.0,0.0,-0.38574256649055105,-0.0050130208333333745,12,-0.0925803232256925,0.0,0.0,-0.3350561237757813,0.0,0.0,-0.03697831234365859,0.0,0.3799691776273542,0.572518540005262,0.5050275931785464,-1.4732255494505532e-08,0.0,159.52,-0.12352331774160172,-0.7889239603495015,0.438720703125,0.0,-0.5184131615741204,30,-0.089283022597064,0.0,0.0,0.0,221184,0.0,0.0,-71.63046822,0.0,-0.02305066512989888,0.00029949311999999997,-0.006489458552096039,-36.8921703338623,0.2,21728,0.04864501953125,0.0077221706,1403.1299713134765,0.8914454579353333,367.2778625488281,1.0001932382583618,,,,,
0.0,0.0,-0.19560205943482467,-0.21524102499034253,0.26262017158632345,0.0,0.0099705088,0.7,0.0,0.0,0.3534647870091937,7179,0.0,-0.08061681489059397,0.15901692708333334,1.9998809303917235,-0.10775356080360848,0.0,0.0,0.0,-0.3921819949575602,-0.005251736111111156,13,-0.09326928169854093,0.0,0.0,-0.31649282735737977,0.0,0.0,-0.03468974732900891,0.0,0.3766570831165549,0.5942027520660446,0.5050061245069791,-1.5837101753295097e-08,0.0,144.43,-0.11282248349126357,-0.7832952580666086,0.4254286024305556,0.0,-0.507323847803359,33,-0.06513506992492746,0.0,0.0,0.0,239616,0.0,0.0,-74.67168314999999,0.0,-0.017788716239002297,0.00029944704,-0.007023300661239773,-36.89359683990479,0.2,21732,0.064501953125,0.008678548,1095.865512084961,0.8572167754173279,276.49542236328125,1.000305414199829,,,,,
0.0,0.0,-0.1913337765875072,-0.19843451575751364,0.250227809816341,0.0,0.0099668224,0.7,0.0,0.0,0.39381062444384085,7114,0.0,-0.09091679410271108,0.1655815972222222,1.9998962497049766,-0.1078581945098573,0.0,0.0,0.0,-0.4159974269682805,-0.005175781250000043,14,-0.09313796239477397,0.0,0.0,-0.31429228047980023,0.0,0.0,-0.03379432511393119,0.0,0.3525811907252269,0.5918521673385663,0.5051724102762367,-1.5874331099955526e-08,0.0,158.75,-0.12457677207374915,-0.7630161960356433,0.4157172309027778,0.0,-0.48543270113891385,36,-0.07325474321098176,0.0,0.0,0.0,258048,0.0,0.0,-72.34060328,0.0,-0.020884005799986796,0.00029940095999999997,-0.00859006202663295,-36.8982027053833,0.2,21736,0.07724609375,0.010842509,758.125131225586,0.8442912101745605,202.84515380859375,1.0007762908935547,,,,,
0.0,0.0,-0.20160144218211334,-0.21067773990453292,0.27125174803427904,0.0,0.009963136000000001,0.7,0.0,0.0,0.3270208501857905,7060,0.0,-0.1042896412582727,0.20008680555555555,1.9998758736091615,-0.11139859200934987,0.0,0.0,0.0,-0.40217913729996224,-0.0052191840277778226,15,-0.09306331757419069,0.0,0.0,-0.33076645151503237,0.0,0.0,-0.03731407677144337,0.0,0.3866638183112028,0.5509569909403985,0.5051846601465508,-1.593063321342283e-08,0.0,165.66,-0.12976522354382836,-0.796344084178436,0.4310438368055556,0.0,-0.5089242567209045,39,-0.08147568663707189,0.0,0.0,0.0,276480,0.0,0.0,-70.94794526000001,0.0,-0.017241291969915043,0.00029935488,-0.01185560431331396,-36.90372295379639,0.2,21740,0.10030517578125,0.010275299,632.9594619750976,0.886437177658081,207.5675811767578,1.000977635383606,,,,,
0.0,0.0,-0.19005177550364316,-0.20552427914786697,0.24057566181399048,0.0,0.0099594496,0.7,0.0,0.0,0.36202698428181185,7003,0.0,-0.07756266925739416,0.1733940972222222,1.9998944786412831,-0.11594323612750822,0.0,0.0,0.0,-0.4229622471820228,-0.005121527777777821,16,-0.09226099379789675,0.0,0.0,-0.3133105197781403,0.0,0.0,-0.03252642393555273,0.0,0.34930551632998286,0.5575826397332632,0.5051997626203582,-1.3388774999395476e-08,0.0,155.4,-0.11282367851613974,-0.7778273751154552,0.4197319878472222,0.0,-0.4708855603000612,42,-0.08604716912591646,0.0,0.0,0.0,294912,0.0,0.0,-73.58437844,0.0,-0.011842240904783675,0.0002993088,-0.013124611481907777,-36.90439414978027,0.2,21744,0.125146484375,0.012061395,822.4191299438477,0.8070794343948364,283.5651550292969,1.001101016998291,,,,,
0.0,0.0,-0.20901931532176612,-0.22087396733773731,0.2519298320736413,0.0,0.0099557632,0.7,0.0,0.0,0.38362022297356174,6961,0.0,-0.0875195581631016,0.18961588541666666,1.9998517934816666,-0.11175016502285942,0.0,0.0,0.0,-0.43356807376088724,-0.005707465277777829,17,-0.09245494924205624,0.0,0.0,-0.3332030808746063,0.0,0.0,-0.03673915441124116,0.0,0.3545944024467702,0.5823519634914732,0.5050950359154314,-1.6039739243687246e-08,0.0,161.04,-0.11394745739352502,-0.7962675657517821,0.42179361979166663,0.0,-0.48736104945978526,45,-0.06667616167469047,0.0,0.0,0.0,313344,0.0,0.0,-72.22530099999999,0.0,-0.012955646183670937,0.00029926272,-0.020002786407712848,-36.90540256500244,0.2,21748,0.1441162109375,0.014893889,321.7137939453125,0.8242259621620178,109.95745849609375,1.0011143684387207,,,,,
0.0,0.0,-0.20819667445055912,-0.20267446774248357,0.24106046642665438,0.0,0.009952076800000001,0.7,0.0,0.0,0.3668340787367595,6921,0.0,-0.0963389040530507,0.16748046875,1.9998670964790992,-0.10762143095730492,0.0,0.0,0.0,-0.4108009910942351,-0.0052625868055556,18,-0.09371144078254484,0.0,0.0,-0.3481790622670484,0.0,0.0,-0.03869652342599205,0.0,0.32612550143126207,0.5616227111389597,0.5051016305667615,-1.7373524887878376e-08,0.0,162.63,-0.12606375378444393,-0.7609873053946202,0.420654296875,0.0,-0.5280417454426668,47,-0.06536248534529329,0.0,0.0,0.0,331776,0.0,0.0,-71.94851544000001,0.0,-0.015145940477356247,0.00029921664,-0.016647131845820694,-36.91035060882568,0.2,21752,0.20155029296875,0.017032126,363.8265014648438,0.791627049446106,139.95578002929688,1.0017226934432983,,,,,
0.0,0.0,-0.188355464196173,-0.1907531348413387,0.25712392272424733,0.0,0.0099483904,0.7,0.0,0.0,0.3796107006954432,6887,0.0,-0.09807199670647355,0.16194661458333334,1.9998787106807734,-0.10996374028168653,0.0,0.0,0.0,-0.4340964627702083,-0.0052408854166667105,19,-0.09268257595431814,0.0,0.0,-0.3216695321814643,0.0,0.0,-0.03418876570867139,0.0,0.3042272980345766,0.5621626346666452,0.5051754077906938,-1.6405218910060567e-08,0.0,164.06,-0.13562550056239275,-0.7559213654240614,0.41484917534722227,0.0,-0.47686465785760873,50,-0.07666027248869337,0.0,0.0,0.0,350208,0.0,0.0,-70.88035269999999,0.0,-0.013243611327242805,0.00029917056,-0.018749779008794577,-36.9173921585083,0.2,21756,0.1866943359375,0.017155845,272.3831359863281,0.8290877342224121,90.26039123535156,1.0021671056747437,,,,,
0.0,0.0,-0.2062326880608259,-0.1980214488665813,0.23687434620022385,0.0,0.009944704,0.7,0.0,0.0,0.3622923744878415,6849,0.0,-0.09745968507631134,0.17881944444444445,1.9998796744889127,-0.1120696285549286,0.0,0.0,0.0,-0.4093115408374707,-0.005110677083333376,20,-0.0926017567542598,0.0,0.0,-0.3349904298680355,0.0,0.0,-0.038458936635758244,0.0,0.31444069737109326,0.5897381137962343,0.5052193934227698,-1.5988489287342363e-08,0.0,163.48,-0.1129079150476625,-0.7755150396106376,0.41455078125,0.0,-0.5225153316496696,53,-0.0655275261215497,0.0,0.0,0.0,368640,0.0,0.0,-69.65627517000001,0.0,-0.014625020980962359,0.00029912448,-0.018737969594076274,-36.923790550231935,0.2,21760,0.19239501953125,0.018257992,253.74873809814454,0.8050628304481506,77.78547668457031,1.002703070640564,,,,,
0.0,0.0,-0.1895754692779591,-0.21950911382739716,0.24685133182763333,0.0,0.009941017600000001,0.7,0.0,0.0,0.36545771015147177,6804,0.0,-0.07740324443118186,0.17154947916666666,1.9998805943540932,-0.10701738722644993,0.0,0.0,0.0,-0.4162251470800286,-0.005566406250000048,21,-0.0932925844299011,0.0,0.0,-0.3054370409880074,0.0,0.0,-0.033072489899742374,0.0,0.32912654385709883,0.5914402744205711,0.5051600587778426,-1.4739076755840037e-08,0.0,148.7,-0.11376781199556343,-0.7694946414521981,0.4045138888888889,0.0,-0.468038156241678,56,-0.06485710073844755,0.0,0.0,0.0,387072,0.0,0.0,-74.47775040000002,0.0,-0.007062451749048324,0.0002990784,-0.02690086526563391,-36.93316841125488,0.2,21764,0.25318603515625,0.028620517,154.00236930847169,0.8148518204689026,51.272056579589844,1.0033257007598877,,,,,
0.0,0.0,-0.18733171925087305,-0.20613776232339007,0.2596729527466655,0.0,0.0099373312,0.7,0.0,0.0,0.3944429549504872,6773,0.0,-0.09401086452571139,0.16943359375,1.9998690781591368,-0.11078835980126417,0.0,0.0,0.0,-0.4179399463012972,-0.005609809027777827,22,-0.09293734575760032,0.0,0.0,-0.3212963581876267,0.0,0.0,-0.03412514342484051,0.0,0.2934508362685855,0.6019541777637043,0.5051836278522184,-1.63309050259115e-08,0.0,161.09,-0.12461897845406567,-0.7690856033378095,0.4100477430555556,0.0,-0.4771307491393803,59,-0.0486611346503604,0.0,0.0,0.0,405504,0.0,0.0,-69.31021695,0.0,-0.013082727793511793,0.00029903232,-0.017376203334424644,-36.92882595062256,0.2,21768,0.3243408203125,0.03310333,184.3954818725586,0.8332543969154358,69.9760513305664,1.0030877590179443,,,,,
0.0,0.0,-0.18817446303664867,-0.21958358406894268,0.2510005615656742,0.0,0.0099336448,0.7,0.0,0.0,0.3584349053877765,6733,0.0,-0.09936064220590766,0.20128038194444445,1.9998637573916318,-0.1170737542171782,0.0,0.0,0.0,-0.43215040835678675,-0.005696614583333384,23,-0.09229994913977797,0.0,0.0,-0.3294938595898441,0.0,0.0,-0.03464626559573952,0.0,0.3301580321069328,0.5630015313406986,0.5047202488177459,-1.4855969202244911e-08,0.0,159.81,-0.11202021852958473,-0.7955709120878562,0.4155544704861111,0.0,-0.4802979930420167,62,-0.05717703724552503,0.0,0.0,0.0,423936,0.0,0.0,-73.4419769,0.0,-0.013220187912234662,0.00029898624,-0.021978949883487076,-36.93926601409912,0.2,21772,0.274267578125,0.03143268,133.47858276367188,0.8533765077590942,46.512779235839844,1.0040589570999146,,,,,
0.0,0.0,-0.18230014179758106,-0.21764268757052693,0.25436282449108494,0.0,0.009929958400000001,0.7,0.0,0.0,0.4173033402938296,6702,0.0,-0.07273695197932119,0.1797417534722222,1.9998914523267517,-0.10997280900868253,0.0,0.0,0.0,-0.4333807506565597,-0.005794270833333386,24,-0.09293221634491267,0.0,0.0,-0.29841504734106,0.0,0.0,-0.02988425435294448,0.0,0.32162375829585205,0.6601319991081707,0.5052070629441622,-1.6088429238269438e-08,0.0,146.81,-0.11829240997974304,-0.7740977686139424,0.3994954427083333,0.0,-0.4424450419079717,65,-0.07183819319024703,0.0,0.0,0.0,442368,0.0,0.0,-70.38888117000002,0.0,-0.01096534238961295,0.00029894016,-0.021829495509155094,-36.938502883911134,0.2,21776,0.2912353515625,0.027678039,176.03094825744628,0.8412761688232422,61.47865295410156,1.0036300420761108,,,,,
0.0,0.0,-0.17128956300589976,-0.2034398620386931,0.24318549071462434,0.0,0.009926272,0.7,0.0,0.0,0.3649993761881052,6686,0.0,-0.0816122274028909,0.1921115451388889,1.9998896317047392,-0.11150560665547375,0.0,0.0,0.0,-0.45058226961197473,-0.005588107638888938,25,-0.093046881293533,0.0,0.0,-0.29202594689246836,0.0,0.0,-0.031098742278162856,0.0,0.29889589675624706,0.5887880538997652,0.5051687682413529,-1.39981581707183e-08,0.0,153.48,-0.10830747201377726,-0.779252344579838,0.3924696180555556,0.0,-0.45426282844104005,68,-0.05642130970758863,0.0,0.0,0.0,460800,0.0,0.0,-71.30645793,0.0,-0.009168964373243474,0.00029889407999999997,-0.020120630972087383,-36.92940731048584,0.2,21780,0.26124267578125,0.02652654,140.58327522277833,0.8945644497871399,42.56098937988281,1.0030378103256226,,,,,
0.0,0.0,-0.18059307834103777,-0.2224629388404339,0.23616858925119624,0.0,0.0099225856,0.7,0.0,0.0,0.3578572306277045,6672,0.0,-0.08617191180365517,0.18701171875,1.9998967149319584,-0.1085421383875399,0.0,0.0,0.0,-0.42507583841776564,-0.006130642361111168,26,-0.09326434862983354,0.0,0.0,-0.30809050087548473,0.0,0.0,-0.032445865618281146,0.0,0.3269370349675807,0.5884386697513707,0.5051772166852626,-1.6350301376502288e-08,0.0,149.89,-0.1278084387532377,-0.7806563386445086,0.41162109375,0.0,-0.45793414562014373,71,-0.07418003008279539,0.0,0.0,0.0,479232,0.0,0.0,-73.71582623,0.0,-0.008668126825460058,0.000298848,-0.020924213937380247,-36.930318196614586,0.2,21784,0.3167182074652778,0.043874826,94.69229507446289,0.862610936164856,35.166873931884766,1.002959966659546,,,,,
0.0,0.0,-0.18863393197618614,-0.21048802082986298,0.24727379206800437,0.0,0.009918899200000001,0.7,0.0,0.0,0.4432778547482213,6660,0.0,-0.08052672693125032,0.2287868923611111,1.9998945531628267,-0.1174048839685091,0.0,0.0,0.0,-0.46601746069606986,-0.006347656250000061,27,-0.09153670573779465,0.0,0.0,-0.30398609416294503,0.0,0.0,-0.03200738607164911,0.0,0.3485324298370429,0.6769786914453,0.5049918027082964,-1.5092322857569247e-08,0.0,149.88,-0.1079500675275334,-0.7888538710185977,0.4053819444444444,0.0,-0.43366215479157,74,-0.06617459492100053,0.0,0.0,0.0,497664,0.0,0.0,-71.33712284999999,0.0,-0.009211246934898984,0.00029880191999999997,-0.016105688642710447,-36.93139881557889,0.2,21788,0.3655056423611111,0.048363913,91.33291710747613,0.8462806344032288,33.27946472167969,1.003068447113037,,,,,
0.0,0.0,-0.15189889051726357,-0.20633848029836344,0.25005190140729167,0.0,0.0099152128,0.7,0.0,0.0,0.43936426448343896,6255,0.0,-0.07619258905287798,0.23225911458333334,1.9998986993083345,-0.12081469911673433,0.0,0.0,0.0,-0.4555313764759672,-0.005891927083333387,28,-0.09138929412469918,0.0,0.0,-0.27759228341669134,0.0,0.0,-0.026028049825509537,0.0,0.33130738508043034,0.6623491093986701,0.5052095740711376,-1.3995616532417203e-08,0.0,143.42,-0.1075523734079047,-0.8056495623984782,0.39729817708333337,0.0,-0.38497930626478644,82,-0.08428361032727848,0.0,0.0,0.0,516096,0.0,0.0,-68.64006598,0.0,-0.011959553698993612,0.00029875584,0.013197508524172008,-36.89908981323242,0.2,21789,0.26275634765625,0.026037147,208.06088638305664,0.8135121464729309,94.8026351928711,1.0005247592926025,,,,,
0.0,0.0,-0.17287585295981533,-0.20970222090219798,0.26656139941339596,0.0,0.0099115264,0.7,0.0,0.0,0.4865192962391833,6238,0.0,-0.06295416411041978,0.2598198784722222,1.9998672452110702,-0.1215674171789954,0.0,0.0,0.0,-0.4714037743681072,-0.006412760416666728,29,-0.09098502896797094,0.0,0.0,-0.2878183097611131,0.0,0.0,-0.02761374331897331,0.0,0.3411701996912616,0.7464223787921924,0.5052242055577395,-1.560302799967679e-08,0.0,136.7,-0.09116827913927918,-0.8290682739488298,0.3921712239583333,0.0,-0.40692341446081043,85,-0.051866686314931805,0.0,0.0,0.0,534528,0.0,0.0,-69.43060774,0.0,-0.005772181752615773,0.00029870976,-0.014253733959048987,-36.926252937316896,0.2,21793,0.2565673828125,0.021990057,204.77487258911134,0.8150551319122314,58.555946350097656,1.0026410818099976,,,,,
