reward_terms/motor_vel,reward_terms/angmom,curriculum/stance_ratio,reward_terms/stop,reward_terms/time,reward_terms/upright,reward_terms/alive,reward_terms/ang_xy,reward_terms/stance_time,time/time_elapsed,reward_terms/residual,reward_terms/vz,reward_terms/coef_rate,reward_terms/action_rate,rollout/ep_rew_mean,reward_terms/energy,reward_terms/torque,reward_terms/stance,time/fps,curriculum/eff_scale,reward_terms/fwd_speed,reward_terms/lat_vel,reward_terms/phase_contact,curriculum/ent_coef,reward_terms/foot_slip,time/total_timesteps,reward_terms/height,reward_terms/hip_roll,rollout/ep_len_mean,reward_terms/clearance,reward_terms/overrun,reward_terms/air_time,time/iterations,train/loss,train/n_updates,train/std,train/clip_range,train/policy_gradient_loss,train/explained_variance,train/approx_kl,train/learning_rate,train/clip_fraction,train/entropy_loss,train/value_loss
0.0,-0.2371098030484559,0.6492627200000001,0.0,0.0,-0.23301026752948412,0.5,-0.5727256078030529,-0.013414157069443414,107,-0.5076384818674886,-0.08540013068109858,-0.8678358815212466,-0.11582428385905758,-123.54445919,0.0,0.0,-0.0018619953814321038,2917,0.0049152,-0.09718304570949522,-3.508914892255051e-09,-0.39585203046734596,0.01,-0.7078163838006222,313344,-0.01304322312467829,-0.014161967236053159,24.6,0.040566603614275325,0.0,0.00010091137179794411,17,6.730469703674316,33469,1.000225305557251,0.2,0.010008548852056265,-5.7483229637146,0.023960218,0.0003,0.23876953125,-34.05710411071777,12.095454216003418
0.0,-0.24062402847282657,0.64921664,0.0,0.0,-0.220360689934564,0.5,-0.5697294857847454,-0.007510840842668485,113,-0.5070112890666959,-0.09132240578702026,-0.8435923996803072,-0.11549354369630611,-123.38112451,0.0,0.0,-0.0009774198885958959,2923,0.0052224,-0.09051787589222142,-3.2248915308488044e-09,-0.3852331426309863,0.01,-0.7099454552568009,331776,-0.012065203982659272,-0.013960590597008037,24.54,0.04281664503224324,0.0,4.882804933004081e-05,18,3.2321109771728516,33470,1.0004174709320068,0.2,0.02653904041896264,-6.37575626373291,0.049691815,0.0003,0.3499348958333333,-34.0594367980957,9.317429065704346
0.0,-0.23730182128526373,0.6491705600000001,0.0,0.0,-0.2206696433998163,0.5,-0.5524029084191273,-0.011063354075304233,119,-0.508464106395631,-0.08715788652750261,-0.8422194286355328,-0.1137749357300258,-122.74504824,0.0,0.0,-0.002637260029782154,2927,0.0055296,-0.1176140151456617,-3.4429037464181555e-09,-0.38599388391922645,0.01,-0.7126935408961068,350208,-0.012456114194161776,-0.014800550578145924,23.88,0.04006394586224169,0.0,3.1466958009534413e-05,19,4.422495365142822,33471,1.000868558883667,0.2,0.01712829191237688,-4.413115501403809,0.029685175,0.0003,0.3017578125,-34.06460876464844,8.581815719604492
0.0,-0.2321179365570929,0.64912448,0.0,0.0,-0.22932106459756646,0.5,-0.5514417193910616,-0.011381279667451357,125,-0.5085630188849615,-0.0888071066059672,-0.8529725557591308,-0.11574409773544911,-124.93837049000001,0.0,0.0,-0.003414239771113938,2931,0.0058368,-0.11410719349443199,-3.4694504557311548e-09,-0.38701279342687295,0.01,-0.7099408095399977,368640,-0.012429967588755447,-0.014689551021506733,26.13,0.041050855319122476,0.0,3.906243364326656e-05,20,6.501302719116211,33472,1.0004327297210693,0.2,0.008591276593506336,-4.827144622802734,0.023861513,0.0003,0.2542317708333333,-34.05966822306315,15.599690755208334
0.0,-0.23116070517196782,0.6490784,0.0,0.0,-0.2184603343883345,0.5,-0.5461821317289365,-0.015052067351967303,131,-0.5081287640025202,-0.08618430088256288,-0.847169766568497,-0.11581867731874272,-124.75264331000002,0.0,0.0,-0.0021710537128899966,2936,0.006144,-0.08354619745850339,-3.335729246582122e-09,-0.39132380235951497,0.01,-0.7260892603709832,387072,-0.012012782348468939,-0.014600867957223849,26.08,0.04023120431034418,0.0,7.92100003713535e-05,21,11.49912166595459,33473,1.0005334615707397,0.2,0.010735377785749733,-6.462533473968506,0.023195012,0.0003,0.2471923828125,-34.06108570098877,22.952664375305176
0.0,-0.22192124009203365,0.64903232,0.0,0.0,-0.2400080638187536,0.5,-0.5368026683613277,-0.018666970092453994,137,-0.5090382475361294,-0.08239420832529892,-0.8534970013748389,-0.11444648808271432,-126.04758243,0.0,0.0,-0.0023121342264758185,2939,0.0064512,-0.13017607732117675,-3.4101444325062903e-09,-0.40310057328764387,0.01,-0.7194161770675968,405504,-0.012048508414067594,-0.014155802305444538,27.47,0.037084482630174956,0.0,4.1232602800139124e-05,22,2.5440142154693604,33476,1.001754879951477,0.2,-0.005209271732548421,-5.661229133605957,0.047673427,0.0003,0.2797185724431818,-34.07450727982955,8.7835074338046
0.0,-0.22258669087233787,0.64898624,0.0,0.0,-0.23015679365824487,0.5,-0.5298551508680365,-0.01846677415273411,144,-0.5075297156373727,-0.0802456841845926,-0.8597053142658212,-0.11394313994124844,-125.02889419999998,0.0,0.0,-0.005906350488395892,2942,0.0067584,-0.1124569618997019,-3.2074874498457094e-09,-0.4019279135729438,0.01,-0.7170131057989905,423936,-0.012119075229274308,-0.014423335790391564,26.76,0.03727208591510553,0.0,4.340274285318123e-05,23,2.220142364501953,33478,1.0010535717010498,0.2,0.00829083837258319,-5.513886451721191,0.050619856,0.0003,0.2777099609375,-34.0670108795166,8.075366179148356
0.0,-0.22606246571961341,0.64894016,0.0,0.0,-0.25146764150059164,0.5,-0.5302695773162784,-0.019454731544505596,150,-0.5073145864898025,-0.07927321636032156,-0.8584909838068238,-0.11371194876011777,-130.3368064,0.0,0.0,-0.0022600493536680997,2945,0.0070656,-0.1266085716391896,-3.5593038124779003e-09,-0.40371922298556995,0.01,-0.7343569804393045,442368,-0.012854101007531472,-0.014372833591844263,32.15,0.03574522527334477,0.0,1.7361062216675942e-05,24,2.449439525604248,33480,1.001065969467163,0.2,0.008167786357392157,-5.020750522613525,0.03981377,0.0003,0.3250209263392857,-34.06712940761021,7.551795823233468
0.0,-0.2223635822587951,0.64889408,0.0,0.0,-0.2505703515168608,0.5,-0.5125861029341485,-0.023826471166103147,156,-0.5094605024956047,-0.080278807474761,-0.8510493726962208,-0.11316948288284842,-126.90227144999999,0.0,0.0,-0.007837381760166188,2948,0.0073728,-0.14072280632489775,-3.6169785285280382e-09,-0.4067003513754746,0.01,-0.7294077336852196,460800,-0.013722867020133108,-0.015733176888632357,28.3,0.03614886318156482,0.0,3.689232269405491e-05,25,2.609435558319092,33481,1.0004568099975586,0.2,0.01025710254907608,-5.418516159057617,0.028210022,0.0003,0.288330078125,-34.059370040893555,13.191865801811218
0.0,-0.2253615737475719,0.648848,0.0,0.0,-0.2553742956361378,0.5,-0.512730888742776,-0.021481094118725095,162,-0.5087241396652863,-0.07874358731097374,-0.8511848784423247,-0.11279966837760688,-127.87503778,0.0,0.0,-0.0029175554908392755,2951,0.00768,-0.0859567737279897,-3.4074174543550503e-09,-0.4103606285202797,0.01,-0.7383691539789354,479232,-0.012716910877610085,-0.0139847143489451,29.57,0.03692545548591855,0.0,4.231763887219131e-05,26,3.0904502868652344,33483,1.0012644529342651,0.2,0.0011136509128846228,-2.622421979904175,0.040505465,0.0003,0.2847900390625,-34.06872749328613,8.313916563987732
0.0,-0.22217097646863018,0.64880192,0.0,0.0,-0.2707404084916583,0.5,-0.5143706148099924,-0.02990176691835384,168,-0.5099579417397979,-0.07560310844050616,-0.8641330627205643,-0.11232684256027231,-127.06820703,0.0,0.0,-0.009263447436725029,2954,0.0079872,-0.15478295442273485,-3.370989547277729e-09,-0.4138644432517735,0.01,-0.7197469337874813,497664,-0.013919760966697262,-0.016212752840390116,28.89,0.03452428154070786,0.0,3.0381902534928588e-05,27,4.837321758270264,33484,1.0007224082946777,0.2,0.008389336057007313,-5.8306355476379395,0.025499236,0.0003,0.281494140625,-34.06220626831055,19.19027986526489
0.0,-0.22518425755670876,0.64875584,0.0,0.0,-0.27253478680197624,0.5,-0.5172188529618383,-0.02560923832222923,174,-0.5097802916165955,-0.08200420291432173,-0.8540678198122617,-0.11268829580999243,-127.01989482999997,0.0,0.0,-0.004209066056995797,2956,0.0082944,-0.15234825520947054,-3.80173921304075e-09,-0.40886017153998755,0.01,-0.7259663920472752,516096,-0.013786966698962854,-0.015171797144471592,28.77,0.03597983161290607,0.0,5.8593732925752796e-05,28,5.929071426391602,33485,1.0002965927124023,0.2,0.008131118956953287,-4.020101070404053,0.023838684,0.0003,0.24918619791666666,-34.05727513631185,11.327520688374838
0.0,-0.21920383132853571,0.64870976,0.0,0.0,-0.25295251300810506,0.5,-0.5086714994726113,-0.02293562666616506,180,-0.5101757520231245,-0.07188600046939338,-0.8602534822924821,-0.11227237315252664,-130.34820532,0.0,0.0,-0.0034553482121431472,2958,0.0086016,-0.1365672658068492,-3.1318741524073797e-09,-0.41515899891870167,0.01,-0.7064298202443461,534528,-0.0118471914574324,-0.014189672647966688,32.41,0.03341231725268279,0.0,3.363709806257652e-05,29,1.8338367938995361,33487,1.0009229183197021,0.2,0.006017784898479779,-5.393409729003906,0.062673345,0.0003,0.2891031901041667,-34.06499226888021,6.094700336456299
0.0,-0.22224870850895964,0.6486636800000001,0.0,0.0,-0.272306479673664,0.5,-0.5104229411795204,-0.026142549033263802,186,-0.5096885391117172,-0.07730822984896457,-0.8578426295893045,-0.11197308402442806,-127.11236749000001,0.0,0.0,-0.004064863708725018,2961,0.0089088,-0.15180531166683967,-3.229702875287445e-09,-0.41019380598219424,0.01,-0.7045778459241897,552960,-0.013093609801154501,-0.013924924901292534,29.27,0.033789787657310694,0.0,2.82117721831633e-05,30,9.132434844970703,33488,1.000350832939148,0.2,0.0085358500170211,-4.809996128082275,0.026428083,0.0003,0.2705891927083333,-34.05825932820638,11.079224904378256
