curriculum/ctrl_jitter_ms,reward_terms/clearance,reward_terms/residual,reward_terms/lat_vel,ankle/ankle_spring_energy_peak,reward_terms/ang_xy,reward_terms/alive,reward_terms/time,reward_terms/track_lin,reward_terms/stand,reward_terms/fwd_speed,rollout/ep_len_mean,curriculum/ctrl_drop_prob,ankle/ankle_defl_peak,reward_terms/energy,reward_terms/overrun,curriculum/cmd_scale,reward_terms/hip_roll,curriculum/dr_scale,time/time_elapsed,reward_terms/action_rate,reward_terms/torque,reward_terms/air_time,reward_terms/upright,time/iterations,reward_terms/coef_rate,rollout/ep_rew_mean,reward_terms/phase_contact,reward_terms/foot_slip,reward_terms/assist_pen,reward_terms/stance,reward_terms/residual_rate,reward_terms/stance_time,time/total_timesteps,curriculum/eff_scale,reward_terms/stop,reward_terms/step_rate,reward_terms/foot_ahead,reward_terms/stand_drift,curriculum/ent_coef,reward_terms/angmom,time/fps,curriculum/stance_ratio,reward_terms/vz,curriculum/swing_frac_mean,curriculum/cmd_track_err,curriculum/swing_frac_min,reward_terms/motor_vel,reward_terms/track_yaw,reward_terms/duty_sym,est/vel_rmse,reward_terms/height,ankle/ankle_spring_trq_peak,train/entropy_loss,train/n_updates,train/std,train/approx_kl,train/clip_range,train/policy_gradient_loss,train/explained_variance,train/clip_fraction,train/loss,train/learning_rate,train/value_loss,curriculum/stance_ratio_progress,curriculum/ctrl_jitter_ms_progress,curriculum/ctrl_drop_prob_progress,curriculum/dr_scale_progress,curriculum/eff_scale_progress
0.0027648,0.005255584958553482,-0.09580216511769644,-0.08920195071044106,0.0,-0.0648752170419915,0.0,0.0,1.4642093584307188,0.3934882818180466,0.0,686.27,3.456e-05,0.5047256060618389,-9.189061590244366e-07,0.0,0.1,-0.08792994765036044,0.0006912,28,-0.10386359396522006,-1.0127622267551338e-05,2.7669176536922652e-05,-0.04545524005161048,11,-0.6397080648793066,216.09873509999997,-0.03645757392706058,-0.49036055202369194,0.0,-0.09253410583277434,0.0,-0.00020358398129853109,202752,8.063999999999999e-05,0.0,-0.008506944444444426,0.0,-0.14466056601465974,0.0099778816,-0.0565223846257321,7059,0.699981568,-0.03285877390451204,0.2908257378472222,0.2673803617544269,0.1586371527777778,-1.4338476002729353e-07,1.999947698874462,-7.353816558947117e-06,0.4642026150267368,-0.00862023165956647,0.0,-36.90929641723633,38884,1.001673936843872,0.027769838,0.2,-0.02041592723107897,0.976797342300415,0.25767822265625,65.37921142578125,0.0002995392,183.6827423095703,0.0002304,0.0006912,0.0006912,0.0006912,0.0002304
0.0036864,0.003933087568449701,-0.09540699519960204,-0.09187309952977184,0.0,-0.0663189329783419,0.0,0.0,1.243393596853715,0.27325069146409775,0.0,679.3,4.608e-05,0.5051604931814864,-1.1955167066627119e-06,0.0,0.1,-0.07702828637779273,0.0009216,31,-0.10717186499233797,-1.3079032875603764e-05,1.0308101385210952e-05,-0.05989683164966386,12,-0.6439837921618327,211.29335985999995,-0.03391498557121962,-0.5010400352092653,0.0,-0.0888230233042352,0.0,-0.00012410450532721976,221184,0.00010751999999999999,0.0,-0.008637152777777752,0.0,-0.13929877098816149,0.009974195200000001,-0.059348575716334624,6956,0.6999754239999999,-0.03748958194687791,0.2941080729166667,0.1689013206604575,0.1952582465277778,-1.8798724856212092e-07,1.9999522692310738,-1.0863034789816898e-06,0.49643437263572765,-0.009793342856957985,0.0,-36.910823059082034,38888,1.0017216205596924,0.021986507,0.2,-0.021752306597772986,0.969603419303894,0.24476318359375,77.84879302978516,0.00029949311999999997,224.44168243408203,0.0003072,0.0009216,0.0009216,0.0009216,0.0003072
0.004608,0.003997894875988827,-0.09590504111961368,-0.09437918950009677,0.0,-0.06883730751096834,0.0,0.0,1.3828654485153402,0.32718997538951844,0.0,677.99,5.7600000000000004e-05,0.505161063788925,-1.6128625956054822e-06,0.0,0.1,-0.08611837261565569,0.001152,34,-0.10453385119845846,-1.8152650707632713e-05,1.0850654992585381e-05,-0.051584031004922266,13,-0.6441776073733904,214.32420589000006,-0.04172638390602468,-0.5047240728846965,0.0,-0.08404414893552616,0.0,-0.0007537124426259348,239616,0.0001344,0.0,-0.009407552083333263,0.0,-0.18445010325952504,0.0099705088,-0.05478736638407235,6891,0.6999692799999999,-0.03137299758034767,0.3091634114583333,0.24391674459539953,0.19059244791666666,-2.471582978565675e-07,1.9999453983550832,-1.8663436475220764e-06,0.47788500590604394,-0.00749717709761406,0.0,-36.91043243408203,38892,1.0016608238220215,0.024149323,0.2,-0.02434879170032218,0.9727115631103516,0.2318603515625,78.62847137451172,0.00029944704,215.31571502685546,0.000384,0.001152,0.001152,0.001152,0.000384
0.0055296,0.003828444935810139,-0.0959553545402077,-0.08354460226309456,0.0,-0.06433631178192663,0.0,0.0,1.3594275621326337,0.4086302412358041,0.0,700.17,6.912e-05,0.504498679450799,-1.810283711596384e-06,0.0,0.1,-0.08183447053169177,0.0013824,37,-0.1053837521227454,-1.915845755828903e-05,1.2478238204494119e-05,-0.056444492922797615,14,-0.6594528324013695,220.27617964,-0.03299928313682174,-0.5057748756955794,0.0,-0.08042432779351488,0.0,-0.00024007024088253578,258048,0.00016128,0.0,-0.008463541666666649,0.0,-0.15013414783931342,0.0099668224,-0.05870010512874773,6852,0.6999631359999999,-0.03896817071547701,0.3028700086805556,0.3014438805831731,0.19422743055555555,-2.8332111890666603e-07,1.9999499458432561,0.0,0.43202760015398023,-0.009281573701698777,0.0,-36.9121696472168,38896,1.0016793012619019,0.027697837,0.2,-0.02331891222856939,0.9703658819198608,0.25269775390625,75.64396667480469,0.00029940095999999997,217.43142700195312,0.00046080000000000003,0.0013824,0.0013824,0.0013824,0.00046080000000000003
0.0064512,0.0032099557993270165,-0.09619927454048144,-0.07346280549410995,0.0,-0.0696958871821715,0.0,0.0,1.2866084009332912,0.3633899315711354,0.0,715.92,8.064e-05,0.5047510639630312,-2.0731021887516e-06,0.0,0.1,-0.07819470778571426,0.0016128,40,-0.10787917262975026,-2.2571232285600932e-05,1.573344343341887e-05,-0.0681167345276439,15,-0.6542534502211783,235.62218707,-0.02949655605028754,-0.501013158276282,0.0,-0.08957496585243974,0.0,-0.00023491606892397007,276480,0.00018816000000000001,0.0,-0.008561197916666647,0.0,-0.10250337176358838,0.009963136000000001,-0.07240151832262184,6809,0.699956992,-0.04615713645591915,0.29329427083333337,0.22350448716392118,0.1814236111111111,-3.1670992979274363e-07,1.9999484662364932,-3.9406136835661246e-05,0.3677365074314703,-0.011324018698824313,0.0,-36.911836814880374,38900,1.0018404722213745,0.027376805,0.2,-0.022568776097614318,0.9719533920288086,0.27017822265625,76.14083862304688,0.00029935488,207.25938568115234,0.0005376000000000001,0.0016128,0.0016128,0.0016128,0.0005376000000000001
0.0073728,0.0035944578778511907,-0.09632177263276422,-0.08578945960619663,0.0,-0.07639718504619855,0.0,0.0,1.1760938138816008,0.2622268114585836,0.0,710.74,9.216e-05,0.5050049262855362,-2.5216669049860985e-06,0.0,0.1,-0.08931282237052991,0.0018432,43,-0.10113416208455324,-2.6355644484187915e-05,3.5264684508244194e-05,-0.07195780971153008,16,-0.6522282272128235,227.30687973,-0.03918238762971723,-0.47539470971075304,0.0,-0.06311633389643906,0.0,-6.306901923380792e-05,294912,0.00021504,0.0,-0.009385850694444378,0.0,-0.15535922591167303,0.0099594496,-0.08199480450227467,6768,0.699950848,-0.04652294671408088,0.3257107204861111,0.2622795123357292,0.22916666666666666,-4.0405630110871044e-07,1.9999431711499902,0.0,0.44241689925416106,-0.011369929440562183,0.0,-36.91434783935547,38904,1.0017930269241333,0.027355354,0.2,-0.02020786840002984,0.9699223041534424,0.24200439453125,79.0539779663086,0.0002993088,220.56712265014647,0.0006144000000000001,0.0018432,0.0018432,0.0018432,0.0006144000000000001
0.0082944,0.007411827194648361,-0.0964243360191528,-0.09264112511750894,0.0,-0.07164238408186491,0.0,0.0,1.1655294753844676,0.23707167673341223,0.0,706.24,0.00010368000000000001,0.5027718317564638,-2.8998582920590398e-06,0.0,0.1,-0.08845632927367661,0.0020736,46,-0.10140245434710837,-3.1390105881865195e-05,5.262568204974135e-05,-0.07174060856529302,17,-0.6401409394212842,224.38619758999997,-0.05231515248690611,-0.4886143254755986,0.0,-0.08714161010992166,0.0,-0.0008860915323667643,313344,0.00024192000000000001,0.0,-0.009049479166666615,0.0,-0.13818695457154528,0.0099557632,-0.07595503208461965,6749,0.699944704,-0.04198140578973407,0.3167860243055555,0.2927282500965722,0.19156901041666666,-4.6497034468235946e-07,1.9999409345854302,-0.0004764313266381523,0.3755367728918659,-0.010812071002484833,0.0,-36.92001171112061,38908,1.0023376941680908,0.030062567,0.2,-0.025140731100691482,0.9740987420082092,0.2658203125,68.599609375,0.00029926272,196.5485046386719,0.0006912000000000001,0.0020736,0.0020736,0.0020736,0.0006912000000000001
0.009216,0.004900533702043419,-0.09645961640601526,-0.11375048444170627,0.0,-0.06549653378089848,0.0,0.0,1.1947154327326908,0.24491243858103118,0.0,667.15,0.00011520000000000001,0.5042786434395088,-3.3281988201888084e-06,0.0,0.1,-0.12364253662733475,0.002304,49,-0.10158063876460226,-3.64769081017459e-05,3.634971411277851e-05,-0.054710293737029396,18,-0.6405735922025164,195.92547917,-0.04651852909296564,-0.5051532019400112,0.0,-0.13595653683926248,0.0,-0.00023844240543742976,331776,0.00026880000000000003,0.0,-0.008973524305555508,0.0,-0.15380035131719566,0.009952076800000001,-0.055809413364498704,6709,0.69993856,-0.031068292204934376,0.3107096354166667,0.27298503521040146,0.18619791666666666,-5.250924661247944e-07,1.9999439503908176,-6.919581184940671e-06,0.43439531553225164,-0.010299825579959489,0.0,-36.917312431335446,38912,1.0020142793655396,0.037525542,0.2,-0.019856768805766478,0.9744660258293152,0.28929443359375,65.57830810546875,0.00029921664,183.39481430053712,0.0007680000000000001,0.002304,0.002304,0.002304,0.0007680000000000001
0.0101376,0.004022962380262948,-0.09622558768477933,-0.08653307661743462,0.0,-0.06508952878161649,0.0,0.0,1.2632403103561098,0.3282420017721791,0.0,666.37,0.00012672,0.5048041452575609,-3.379538989287135e-06,0.0,0.1,-0.09624646308636182,0.0025344,52,-0.10090430984778226,-3.5984359172637534e-05,3.200945987676581e-05,-0.06921503032113024,19,-0.6418666304195165,185.79479860999996,-0.030516856669845573,-0.4613431424889719,0.0,-0.12307533883111693,0.0,-8.07013032802691e-05,350208,0.00029568000000000004,0.0,-0.009027777777777734,0.0,-0.11506737457277877,0.0099483904,-0.0673918415889362,6671,0.699932416,-0.046216365656107164,0.3107638888888889,0.24383764517957388,0.1851128472222222,-5.396696804256337e-07,1.9999524384200673,-0.00016354391695584124,0.35326878481389073,-0.011544039740619103,0.0,-36.91342182159424,38916,1.0019932985305786,0.030102527,0.2,-0.02020728401839733,0.9759913682937622,0.302587890625,67.47888946533203,0.00029917056,186.70175476074218,0.0008448000000000002,0.0025344,0.0025344,0.0025344,0.0008448000000000002
0.0110592,0.0056449245254013075,-0.09649363049521778,-0.08788421493879027,0.0,-0.06999166632835212,0.0,0.0,1.1433805441770808,0.2795094170987251,0.0,687.52,0.00013824,0.5050797447088263,-3.757731651944426e-06,0.0,0.1,-0.08776055618958638,0.0027648,55,-0.10066163355746047,-3.9831592621774006e-05,2.4956495811541874e-05,-0.062734758805221,20,-0.6459299194174134,190.59984441000003,-0.03345684648527475,-0.4780430362717855,0.0,-0.0798675265013525,0.0,-0.0008506908585938314,368640,0.00032256000000000006,0.0,-0.009223090277777717,0.0,-0.13134488682598358,0.009944704,-0.06846659361221469,6649,0.6999262719999999,-0.04502596434525827,0.3205837673611111,0.3628324069967818,0.2079535590277778,-5.958113430479538e-07,1.9999450444693363,0.0,0.36347074591129896,-0.010519416664338338,0.0,-36.92059516906738,38920,1.0024819374084473,0.029509123,0.2,-0.02406355004059151,0.9750586152076721,0.2727294921875,65.87052154541016,0.00029912448,168.8590072631836,0.0009216000000000002,0.0027648,0.0027648,0.0027648,0.0009216000000000002
0.0119808,0.003759965683863443,-0.0963808467078599,-0.10319002649481078,0.0,-0.06725694965769671,0.0,0.0,1.1584046405522566,0.2653259635849589,0.0,682.27,0.00014976,0.50402820576717,-4.113350124604907e-06,0.0,0.1,-0.10742378878941505,0.0029952,58,-0.10506497492641849,-4.640685196536156e-05,4.44877368863672e-05,-0.04974999518699117,21,-0.6587995628172607,183.65693369999997,-0.03369321733160482,-0.4900567604078038,0.0,-0.07076608355369225,0.0,-0.0003040887337798874,387072,0.00034944000000000007,0.0,-0.008528645833333312,0.0,-0.21461275830143908,0.009941017600000001,-0.06147020050227752,6628,0.6999201279999999,-0.030985695880470843,0.3056098090277778,0.262911261786605,0.1898871527777778,-6.379727172357018e-07,1.999948371813662,-0.0021668493370605264,0.38142605218736575,-0.007805669982919682,0.0,-36.92191371917725,38924,1.0025228261947632,0.030144691,0.2,-0.025817456492222845,0.9771948456764221,0.2561279296875,53.0123291015625,0.0002990784,157.5291316986084,0.0009984000000000002,0.0029952,0.0029952,0.0029952,0.0009984000000000002
0.0129024,0.004033988394740442,-0.09631940811386147,-0.103038979790237,0.0,-0.0758364169187388,0.0,0.0,1.0535989701499195,0.21993527582249828,0.0,695.63,0.00016128,0.5050167733554356,-4.448568132250678e-06,0.0,0.1,-0.11949095981898789,0.0032256,61,-0.10501256908331716,-5.0318992705706945e-05,4.991308216833406e-05,-0.08548102541923569,22,-0.6641887242349135,188.49439789999997,-0.03397871419148458,-0.48817966998034873,0.0,-0.10979280117372558,0.0,-0.0007938597603545835,405504,0.00037632000000000003,0.0,-0.009190538194444384,0.0,-0.23655790880853939,0.0099373312,-0.0796979757927187,6614,0.6999139839999999,-0.05330163676761793,0.3170844184027778,0.2698041224555443,0.2119140625,-6.86673828255878e-07,1.9999411537408025,-6.872099345460933e-05,0.3769755974430481,-0.013738472678353951,0.0,-36.917918586730956,38928,1.0019519329071045,0.026713043,0.2,-0.023698423069436102,0.9670231342315674,0.2586181640625,67.68975830078125,0.00029903232,188.43652801513673,0.0010752000000000001,0.0032256,0.0032256,0.0032256,0.0010752000000000001
0.013824,0.006368023569795509,-0.09658620542013692,-0.09588940870106977,0.0,-0.07105698389214493,0.0,0.0,1.178100304783913,0.2589251727208578,0.0,708.19,0.0001728,0.5049191673562156,-4.8040294908123886e-06,0.0,0.1,-0.09645589889470514,0.003456,64,-0.10245201462522696,-5.1624821586459434e-05,2.7669186238199472e-05,-0.07148729114004705,23,-0.6557759469431307,172.75646235,-0.038572352466504325,-0.480070115895619,0.0,-0.09697859087629714,0.0,-0.00011922076616125803,423936,0.0004032,0.0,-0.009266493055555495,0.0,-0.20296165341145528,0.0099336448,-0.0772448670866295,6602,0.69990784,-0.04579224967242927,0.3185763888888889,0.25961730768794683,0.2023654513888889,-7.600164567372307e-07,1.9999406523682326,-0.0001920351504126234,0.3266360583347667,-0.010771505427959115,0.0,-36.91743774414063,38932,1.0024234056472778,0.03563659,0.2,-0.021108807378914206,0.9784035682678223,0.310986328125,55.362648010253906,0.00029898624,149.32208175659179,0.001152,0.003456,0.003456,0.003456,0.001152
0.0147456,0.003806060838114437,-0.09623728623423167,-0.10167676605895187,0.0,-0.07657478284218741,0.0,0.0,1.1136140966031653,0.25318437760192036,0.0,710.25,0.00018432,0.5047244949221632,-5.185179834766742e-06,0.0,0.1,-0.11539936966435022,0.0036864,67,-0.10262883486384751,-5.77301866860992e-05,1.1393189197406173e-05,-0.08793743541580315,24,-0.6668126454530815,163.46435219999998,-0.04444676668640086,-0.48337176191964953,0.0,-0.1284708273096246,0.0,-0.00045830264571122825,442368,0.00043007999999999995,0.0,-0.009255642361111049,0.0,-0.17906737212769272,0.009929958400000001,-0.08159680443169494,6576,0.699901696,-0.05802359304097282,0.3033311631944444,0.2634510562153263,0.193359375,-8.087295644513577e-07,1.999947264126607,-0.0021965102632287713,0.33560349249878135,-0.015658149601153727,0.0,-36.91935806274414,38936,1.0020925998687744,0.030524155,0.2,-0.01796089702984318,0.9737117886543274,0.29124755859375,61.20310974121094,0.00029894016,171.17234077453614,0.0012288,0.0036864,0.0036864,0.0036864,0.0012288
0.0156672,0.0042943870124579845,-0.09662780092022125,-0.09926278016790813,0.0,-0.06556645579333042,0.0,0.0,1.2415503047498173,0.26584099032360325,0.0,678.77,0.00019584,0.504696006687394,-5.466007558739259e-06,0.0,0.1,-0.10709459775221102,0.0039168,70,-0.09894760630460187,-5.649256918134226e-05,1.7903589953978855e-05,-0.04952805104379033,25,-0.6525260557500475,150.42373463,-0.029830747239143158,-0.46574313116678134,0.0,-0.09716620363786099,0.0,-0.00022203078454670808,460800,0.0004569599999999999,0.0,-0.00932074652777771,0.0,-0.12524832458493923,0.009926272,-0.05567259289020517,6564,0.699895552,-0.0313619231385159,0.3237033420138889,0.24295586149763646,0.2170138888888889,-8.884517195829733e-07,1.9999416243974875,-4.1617961629562307e-07,0.30655998335883444,-0.00885343221510186,0.0,-36.916776466369626,38940,1.0021084547042847,0.027053291,0.2,-0.0249527508742176,0.9763747453689575,0.2540771484375,57.35563659667969,0.00029889407999999997,152.3172836303711,0.0013055999999999999,0.0039168,0.0039168,0.0039168,0.0013055999999999999
