reward_terms/torque,reward_terms/hip_roll,reward_terms/foot_slip,reward_terms/time,reward_terms/stance,reward_terms/height,reward_terms/fwd_speed,curriculum/stance_ratio,reward_terms/energy,reward_terms/lat_vel,time/iterations,curriculum/eff_scale,reward_terms/ang_xy,curriculum/ent_coef,reward_terms/clearance,time/total_timesteps,reward_terms/overrun,rollout/ep_rew_mean,curriculum/sprint_dist_m,time/fps,reward_terms/upright,reward_terms/action_rate,rollout/ep_len_mean,reward_terms/motor_vel,reward_terms/vz,time/time_elapsed,reward_terms/stance_time,reward_terms/alive,reward_terms/air_time,reward_terms/stop,reward_terms/residual,reward_terms/coef_rate,reward_terms/phase_contact,train/learning_rate,train/clip_range,train/loss,train/value_loss,train/entropy_loss,train/approx_kl,train/clip_fraction,train/n_updates,train/explained_variance,train/policy_gradient_loss,train/std
-0.0013761565552076196,-0.008005204725096953,-0.38532845110501085,-0.5,-0.0010796886616602917,-0.07213211476487046,-0.7046124634229007,0.6492149333333334,-6.233900717289696e-05,-3.003071211359528e-09,11,0.0034133333333333333,-1.3966631060542746e-06,0.01,0.018405068466157987,225280,0.0,-203.83942445,25.512,1165,-2.1054800855787789e-07,-0.13471338434596875,104.02,-9.491629788663634e-06,-0.16993160363663248,193,-0.3389695699312142,0.0,9.765586582943798e-07,0.0,-0.30720417105762454,-1.5746549372801226,-0.6213361979535155,0.0002998293333333333,0.2,458.83575439453125,943.7269104003906,-34.08350677490235,0.008101542,0.047314453125,40,0.6647834777832031,-0.014855934248771518,1.0026851892471313
-0.0017588152225523311,-0.008970565872008323,-0.43353641839202384,-0.5,-0.0004884791531737384,-0.07962949704495813,-0.5808039277782929,0.6491364266666667,-7.322792843281084e-05,-2.8602259493250203e-09,12,0.0037546666666666666,-1.3202525593091237e-06,0.01,0.016514613080918006,245760,0.0,-225.60886524999998,25.5632,1163,-2.430197223529909e-07,-0.13415664637628663,125.86,-1.0249634693047295e-05,-0.16051928542076746,211,-0.3423494576709345,0.0,0.0,0.0,-0.3076008100664943,-1.5797543699109144,-0.6313844711514783,0.00029981226666666666,0.2,442.72589111328125,906.115966796875,-34.08668041229248,0.0065884204,0.0342041015625,44,0.6456323266029358,-0.01227428442798555,1.0028523206710815
-0.001804466160210752,-0.008729085717336209,-0.41536816619252803,-0.5,-0.0010911154086188837,-0.07401556333223494,-0.5288909175104076,0.6490579200000001,-7.663006927806712e-05,-2.589602546126987e-09,13,0.004096,-1.2942024555962722e-06,0.01,0.015098717441364021,266240,0.0,-216.96249221999997,25.6144,1162,-2.3302121258050395e-07,-0.1347734300060163,117.21,-1.1155284136155609e-05,-0.14904689844507962,229,-0.3671262971722172,0.0,2.929684706032276e-06,0.0,-0.30738884010617856,-1.578048747267113,-0.6339919275209285,0.00029979519999999996,0.2,467.9662170410156,915.9175964355469,-34.09406661987305,0.0095596,0.06805419921875,48,0.6395522356033325,-0.01572897135047242,1.003664255142212
-0.00223012860939215,-0.008750117555017646,-0.47384780114970637,-0.5,-0.00020508702425303996,-0.07920708784745244,-0.3476866059382587,0.6489794133333333,-8.792023473471682e-05,-2.5287169822594568e-09,14,0.004437333333333333,-1.2639353055435007e-06,0.01,0.012773714014201626,286720,0.0,-239.04629830000002,25.6656,1159,-2.653739727563016e-07,-0.13490191557090042,139.48,-1.1748479773370399e-05,-0.1331947541224049,247,-0.3651277652243152,0.0,6.835936801508069e-06,0.0,-0.30796144665815695,-1.5724512902543257,-0.6384932279504776,0.0002997781333333333,0.2,389.1581115722656,853.0858032226563,-34.09602165222168,0.007693979,0.0432373046875,52,0.6158257722854614,-0.013072209717938677,1.0036247968673706
-0.002891585121226852,-0.009247852100630144,-0.5680796827860107,-0.5,-0.00024542253552576075,-0.08805501238885083,-0.08912398839168326,0.6489009066666667,-0.0001039888334554314,-2.0248091332812867e-09,15,0.004778666666666666,-1.1461590795558504e-06,0.01,0.008874470235052428,307200,0.0,-263.21376211,25.7168,1158,-3.2028689784689344e-07,-0.13541831780832647,163.97,-1.2240632350903094e-05,-0.10466951073217887,265,-0.45753450098418397,0.0,0.0,0.0,-0.3100355642338291,-1.575021797345566,-0.6583116136575212,0.00029976106666666666,0.2,408.468505859375,878.1353179931641,-34.092078018188474,0.009217292,0.06309814453125,56,0.5739760398864746,-0.014644206169759855,1.003188133239746
-0.0032843681468343587,-0.009630877593574833,-0.607086254109398,-0.5,-0.00029114210496549895,-0.08747979163389862,-0.08548862512864148,0.6488224,-0.00011717806920281897,-1.95056207485346e-09,16,0.00512,-1.1090813536062883e-06,0.01,0.008150212298145668,327680,0.0,-296.13883782,25.768,1156,-3.4307706626372505e-07,-0.13546780199745534,196.81,-1.2846727908578909e-05,-0.09800421857027572,283,-0.5108865779897315,0.0,0.0,0.0,-0.30876045162775173,-1.5787538169850561,-0.6654317400301525,0.000299744,0.2,253.07260131835938,661.270132446289,-34.07417449951172,0.00529019,0.02664794921875,60,0.49124133586883545,-0.005393615353386849,1.0015555620193481
-0.0035638555266397235,-0.009979740519779812,-0.6128804954824488,-0.5,-0.004571763197787921,-0.08675663715655643,-0.05073459310587157,0.6487438933333334,-0.00012793012376882332,-2.0675113087283503e-09,17,0.005461333333333334,-1.165556008617019e-06,0.01,0.008061619277895185,348160,0.0,-284.44253273000004,25.8192,1153,-3.493399645480123e-07,-0.13484739945922194,185.02,-1.3752568020020849e-05,-0.09555024733605928,301,-0.5055311146992608,0.0,0.0,0.0,-0.30919462741730247,-1.5739218731823832,-0.6632117825305576,0.0002997269333333333,0.2,210.6324005126953,494.9402160644531,-34.06590328216553,0.0018202445,0.00152587890625,64,0.38117480278015137,-0.003824897378217429,1.001015305519104
-0.0036422956879443662,-0.00935419254644949,-0.614982203151823,-0.5,-0.00040155912296282477,-0.07421112499974195,-0.10126810378726352,0.6486653866666667,-0.0001353636943850616,-2.213552540764578e-09,18,0.005802666666666667,-1.2105459014187355e-06,0.01,0.00832170048991188,368640,0.0,-306.03663161000003,25.8704,1155,-3.476814940909387e-07,-0.13486491657891728,206.72,-1.4616344325024616e-05,-0.09204396180992103,319,-0.5009476132676355,0.0,1.5624999650754035e-05,0.0,-0.3099474910117506,-1.5721227558012303,-0.6607637252119493,0.00029970986666666665,0.2,179.57049560546875,432.59999084472656,-34.06798763275147,0.0035898678,0.009375,68,0.07768863439559937,-0.006045635836198926,1.001297116279602
-0.0036150327183393045,-0.0080407609358779,-0.6154848096932055,-0.5,-0.0001882877683265212,-0.05673245117752822,-0.060188362860323696,0.64858688,-0.00014284079868890454,-1.732668836930754e-09,19,0.006144,-1.0730688525565858e-06,0.01,0.007648710165466366,389120,0.0,-352.04012545999996,25.9216,1153,-3.40913859194791e-07,-0.13555563033954993,252.96,-1.558826048884567e-05,-0.08710827740161223,337,-0.5139012320854818,0.0,0.0,0.0,-0.31042108133095675,-1.5742723468301192,-0.6630908448209338,0.0002996928,0.2,164.33749389648438,373.396533203125,-34.071621322631835,0.0036032214,0.00968017578125,72,-0.051130056381225586,-0.0064826927031390365,1.0014928579330444
-0.0038561118536667924,-0.009167034394573111,-0.6395028750424229,-0.5,-0.0007325196816049805,-0.05420613057014186,-0.057917677266004955,0.6485083733333333,-0.0001555597524954614,-2.0108635944590266e-09,20,0.006485333333333333,-1.0457415033878645e-06,0.01,0.007604238552386776,409600,0.0,-370.77850269999993,25.9728,1150,-3.496626205022641e-07,-0.13524953692326552,271.77,-1.6592322991285217e-05,-0.08811596384908639,355,-0.5123362909522257,0.0,0.0,0.0,-0.30920651454806664,-1.5781480346417642,-0.6629617822835324,0.0002996757333333333,0.2,134.96739196777344,313.21184692382815,-34.070776557922365,0.002959133,0.0053955078125,76,-0.054990172386169434,-0.007220243196934461,1.0014384984970093
-0.004596209503886543,-0.009189354445213337,-0.7161578992402264,-0.5,-0.00021401885068485278,-0.06134808641880381,0.11375228028244684,0.6484298666666667,-0.00017559716760829337,-1.9693331998166708e-09,21,0.006826666666666667,-1.0349162644776378e-06,0.01,0.005243518736055279,430080,0.0,-399.65934314000003,26.024,1150,-3.9170437859443924e-07,-0.13581657389722757,300.8,-1.707736682424503e-05,-0.06922411753796333,373,-0.5731927528628148,0.0,0.0,0.0,-0.3112630425036137,-1.5823276406457707,-0.6762167202627091,0.00029965866666666665,0.2,124.48078155517578,285.10049362182616,-34.069689178466795,0.0032717274,0.00626220703125,80,-0.13443291187286377,-0.007819448923692107,1.0013750791549683
-0.004692809570984659,-0.008560220649178496,-0.7163337094707338,-0.5,-0.0007064706123340544,-0.0508472456195159,0.0968105298263418,0.64835136,-0.0001845936894127685,-1.704111932617336e-09,22,0.007168,-9.160060435796195e-07,0.01,0.005264766727843144,450560,0.0,-434.92749948999995,26.0752,1148,-3.9275610087336775e-07,-0.13627639016100204,336.11,-1.7671855131735263e-05,-0.06821500124827862,392,-0.6022386507087504,0.0,0.0,0.0,-0.3103551876716324,-1.5764173351559547,-0.6762122141489172,0.0002996416,0.2,96.3870620727539,226.31418228149414,-34.070623779296874,0.003790748,0.00894775390625,84,-0.1319490671157837,-0.008086177601944656,1.0014705657958984
-0.005007425600684792,-0.009944933830588339,-0.6847023979912328,-0.5,-0.001683790720982816,-0.06288603354173891,0.04085324724061956,0.6482728533333334,-0.00018794041084590785,-1.6073118175394238e-09,23,0.007509333333333333,-9.97729480722004e-07,0.01,0.006095797109706148,471040,0.0,-508.05721344000006,26.1264,1147,-3.8284130198493855e-07,-0.1358139005078734,409.45,-1.8611970800238387e-05,-0.07342466454056953,410,-0.5592874670546735,0.0,0.0,0.0,-0.3104563907778212,-1.5783844435279772,-0.6685001204818418,0.00029962453333333335,0.2,82.1817855834961,196.8212448120117,-34.074016380310056,0.0037246502,0.00797119140625,88,-0.24554431438446045,-0.008870649954769761,1.0017776489257812
-0.004561419274864898,-0.010115533711231256,-0.6231210559689813,-0.5,-0.00142566121379854,-0.053157699186382044,-0.09387888900036198,0.6481943466666666,-0.0001854679347755202,-1.9923472188005737e-09,24,0.007850666666666667,-1.0386798681063345e-06,0.01,0.007661426744870416,491520,0.0,-447.14545412000007,26.177599999999998,1148,-3.4184235949588483e-07,-0.13498647512341017,348.24,-2.003277282170552e-05,-0.08915762669643824,427,-0.5220809221820673,0.0,0.0,0.0,-0.3110174972127445,-1.5766238948350215,-0.6650610775710889,0.00029960746666666665,0.2,83.4250259399414,196.26008224487305,-34.07670421600342,0.0036730208,0.0074951171875,92,-0.19065701961517334,-0.009002787715871818,1.001916527748108
-0.0048964117058994255,-0.009777743658564375,-0.6869251588853182,-0.5,-0.0002783466414130944,-0.04217568729419824,0.052675147905252725,0.64811584,-0.00020275971137330103,-1.6214941115091659e-09,25,0.008192,-9.494199540588648e-07,0.01,0.005236943885977637,512000,0.0,-441.78129499000005,26.2288,1146,-3.674449188904763e-07,-0.1350023719633359,343.91,-2.098933660621644e-05,-0.0663287186760763,446,-0.549761103374476,0.0,0.0,0.0,-0.30945389573280413,-1.575278150095549,-0.6732029616923304,0.0002995904,0.2,84.03038787841797,207.02389221191407,-34.07270336151123,0.0032718875,0.0060546875,96,-0.16463744640350342,-0.008632328733801842,1.0015627145767212
-0.004829323930421269,-0.009389064981372201,-0.6401908391285156,-0.5,-0.0012862676403863822,-0.041562426988734455,-0.04472060725095549,0.6480373333333334,-0.000203114712711304,-1.681486461564402e-09,26,0.008533333333333334,-9.741559845641772e-07,0.01,0.006098721062206098,532480,0.0,-489.9635290599999,26.28,1143,-3.4154396018426566e-07,-0.13694639736314407,392.34,-2.2300729168597027e-05,-0.07749313770161308,465,-0.5038050405186368,0.0,3.222656087018549e-05,0.0,-0.310735437223088,-1.5709293171895125,-0.6689402037368779,0.00029957333333333335,0.2,56.9635124206543,140.50825233459472,-34.074218559265134,0.004089593,0.0104736328125,100,-0.1280350685119629,-0.009206402185373008,1.0019701719284058
-0.004877259460255086,-0.00940839105578386,-0.6450335126274547,-0.5,-0.0012420491936021886,-0.034429198269471314,-0.012727796848181002,0.6479588266666667,-0.00021186493653652336,-1.5366295907760717e-09,27,0.008874666666666666,-9.560301883677996e-07,0.01,0.005852303742034102,552960,0.0,-526.73355324,26.3312,1144,-3.415594434950612e-07,-0.13565762695656394,429.41,-2.301526159091371e-05,-0.07323781896436528,483,-0.49640415133035276,0.0,0.0,0.0,-0.31027130595237684,-1.5731895201057955,-0.6748678753256008,0.00029955626666666664,0.2,61.16756057739258,143.60788269042968,-34.07874660491943,0.0041617528,0.0112548828125,104,-0.129632830619812,-0.01000741816824302,1.00209379196167
-0.005026583809942608,-0.01081656118308477,-0.6484707346156112,-0.5,-0.0009050672701520397,-0.035883722162884935,-0.04538985224884161,0.6478803200000001,-0.0002194841948689779,-1.775662189990385e-09,28,0.009216,-9.852654735105704e-07,0.01,0.006215642195075278,573440,0.0,-506.16737255,26.3824,1143,-3.419391875752303e-07,-0.13661067781850694,408.64,-2.4180850955667688e-05,-0.07596082224706445,501,-0.5122059089844697,0.0,0.0,0.0,-0.3112163116357322,-1.5738671113176925,-0.6703804212016473,0.0002995392,0.2,51.273258209228516,124.77419509887696,-34.07413578033447,0.00421516,0.0113037109375,108,-0.08557546138763428,-0.010088779212674126,1.0017660856246948
-0.0049533634913753715,-0.012136573459166152,-0.5978719113866958,-0.5,-0.002308015625012217,-0.039885083493987984,-0.1496064328745164,0.6478018133333333,-0.00021446434306128396,-2.0533906271015755e-09,29,0.009557333333333333,-1.0939656089642585e-06,0.01,0.007987402338781145,593920,0.0,-422.25990705,26.4336,1142,-3.116359342902288e-07,-0.13535598947932076,323.32,-2.5410004891811266e-05,-0.08753196549034971,519,-0.4827293464782997,0.0,9.765586582943798e-07,0.0,-0.3109321965246079,-1.5731372455478394,-0.6636349962611416,0.00029952213333333334,0.2,48.72269821166992,120.88049697875977,-34.07713737487793,0.0040931106,0.00985107421875,112,-0.06839406490325928,-0.00994628706248477,1.0021121501922607
-0.004843113638353312,-0.01061734399046798,-0.5990711363146632,-0.5,-0.0005031721126716954,-0.031031271653687853,-0.14637804171949825,0.6477233066666667,-0.00022356275860681459,-1.9733194886756664e-09,30,0.009898666666666667,-1.0464275959239146e-06,0.01,0.007521327684309249,614400,0.0,-435.0596482099999,26.4848,1143,-3.097538418385162e-07,-0.13582272559662742,336.23,-2.6538897885673295e-05,-0.08412315185605967,537,-0.4956653867600835,0.0,2.929684706032276e-06,0.0,-0.31171000110544067,-1.5717110917085118,-0.6646163718551328,0.00029950506666666664,0.2,50.30780792236328,122.7378143310547,-34.07929954528809,0.0048495196,0.01600341796875,116,-0.04615664482116699,-0.010385494164074771,1.0021673440933228
-0.004901859523946952,-0.013274578244760499,-0.5840578217540702,-0.5,-0.0034339478652715533,-0.030861496363548326,-0.17083981232728118,0.6476448,-0.00022827662015441748,-2.001540934676512e-09,31,0.01024,-1.0560058947217984e-06,0.01,0.0071493483367822495,634880,0.0,-431.74921878000004,26.536,1143,-3.008408479959495e-07,-0.13512106634605542,332.81,-2.776809465237664e-05,-0.08875447884508456,555,-0.43583334705181187,0.0,0.0,0.0,-0.3108988680966927,-1.5680711706953627,-0.6654639228915165,0.000299488,0.2,47.60955047607422,106.46199073791504,-34.07788524627686,0.004485567,0.0127685546875,120,-0.010534286499023438,-0.011002500334871,1.0022040605545044
-0.005059375751439818,-0.012819435693413919,-0.5800365059621401,-0.5,-0.0013862432112530917,-0.029936577473518945,-0.15118370003440987,0.6475662933333334,-0.00023588891675668078,-2.403945066035018e-09,32,0.010581333333333333,-1.103846162479971e-06,0.01,0.007359338409446667,655360,0.0,-419.68357839,26.5872,1143,-2.975543937630999e-07,-0.13630600621854652,320.79,-2.8724939763325326e-05,-0.08581705714238429,573,-0.41407893470459384,0.0,0.0,0.0,-0.3109469157213086,-1.5779871978797924,-0.6718632673120535,0.0002994709333333333,0.2,41.340450286865234,97.23937721252442,-34.08354778289795,0.0046491316,0.0143798828125,124,0.003155827522277832,-0.010864444368053228,1.0027703046798706
-0.005253600766959569,-0.011994870206345123,-0.5990596319311857,-0.5,-0.001902810801098388,-0.03257409182847611,-0.19707874137051504,0.6474877866666667,-0.00024493039190632746,-2.1502213768670906e-09,33,0.010922666666666667,-1.1191927278638269e-06,0.01,0.00811597417791057,675840,0.0,-414.14821974,26.6384,1143,-3.0212796898276845e-07,-0.136479150294926,315.12,-2.941121624455282e-05,-0.09264254023016669,590,-0.46576889370335267,0.0,0.0,0.0,-0.3109206090488934,-1.5703809315846091,-0.6617473213993952,0.00029945386666666664,0.2,36.7168083190918,90.43524856567383,-34.08205032348633,0.0048679886,0.01588134765625,128,0.00751042366027832,-0.011148904863512143,1.002457618713379
-0.005491359190327539,-0.012427875965045767,-0.5874568514753803,-0.5,-0.001371359691211798,-0.03303698309440027,-0.17593847116959777,0.64740928,-0.000249273503499169,-2.110485978432004e-09,34,0.011264,-1.1054837447057887e-06,0.01,0.007465663083072577,696320,0.0,-435.01436419999993,26.6896,1144,-3.055166132299395e-07,-0.13633196470021156,336.07,-3.0099313856387715e-05,-0.0881812805631804,608,-0.47398032288474495,0.0,0.0,0.0,-0.3116194644762843,-1.574850629837945,-0.6684853486018109,0.0002994368,0.2,35.3238525390625,85.32363548278809,-34.082959938049314,0.005262856,0.01925048828125,132,0.013465464115142822,-0.011219330586027355,1.0026068687438965
-0.005309991664271815,-0.013292911114655744,-0.5685893617446725,-0.5,-0.002378505368974304,-0.029169016178792872,-0.2126611091059413,0.6473307733333333,-0.0002520922438843062,-2.3020036332152986e-09,35,0.011605333333333334,-1.1360574473621819e-06,0.01,0.007836884717855715,716800,0.0,-437.74989088,26.7408,1145,-2.873955367661211e-07,-0.13545047275732944,338.75,-3.17479281316141e-05,-0.09137621782258719,626,-0.4376971240038984,0.0,9.765586582943798e-07,0.0,-0.31195858703298324,-1.5671431507256275,-0.6588234255694762,0.00029941973333333334,0.2,29.414011001586914,72.78851661682128,-34.0833818435669,0.005692437,0.021923828125,136,0.00482630729675293,-0.012232386029791088,1.0025492906570435
-0.005645019260106503,-0.012864107617024742,-0.5747068945627496,-0.5,-0.0027908997187047944,-0.03183543095048514,-0.1959392537201945,0.6472522666666667,-0.0002636426092240153,-2.0213804626548534e-09,36,0.011946666666666666,-1.0884323275319436e-06,0.01,0.007508494601028283,737280,0.0,-414.47682949,26.792,1143,-2.968001292028965e-07,-0.13526816038507564,315.5,-3.244214019213164e-05,-0.08799378476285687,644,-0.45995883980504004,0.0,0.0,0.0,-0.31000857643173446,-1.56867346275776,-0.6652556834485336,0.00029940266666666663,0.2,27.94620132446289,65.80902900695801,-34.082279205322266,0.0063391803,0.02611083984375,140,0.012382030487060547,-0.012807783600874246,1.0024487972259521
-0.005766511633586319,-0.011544054644274219,-0.5644369287345262,-0.5,-0.0001652124442425281,-0.0315325560089186,-0.20220524099004855,0.64717376,-0.00026813439775772113,-2.2075933222405776e-09,37,0.012288,-1.0695299122424528e-06,0.01,0.007471950125182878,757760,0.0,-405.69094492000005,26.8432,1143,-2.9322130812109374e-07,-0.1355469114473733,306.56,-3.328711262410341e-05,-0.08792440207852617,662,-0.45468246432137677,0.0,0.0,0.0,-0.3111709366891035,-1.5683654135132687,-0.6664971094264749,0.0002993856,0.2,26.10382652282715,61.39463653564453,-34.08447799682617,0.006771604,0.03436279296875,144,0.016282200813293457,-0.013584939809516073,1.0026631355285645
-0.005758791292950143,-0.011531750302847267,-0.5788941420579168,-0.5,-0.0016228830549962988,-0.029965263118187913,-0.21548078705234194,0.6470952533333334,-0.0002737444427425498,-2.3943008922208624e-09,38,0.012629333333333333,-1.238864548678531e-06,0.01,0.008184393126721477,778240,0.0,-416.07277692,26.8944,1142,-2.8719563010758537e-07,-0.13515365472835497,317.22,-3.445645426830866e-05,-0.09556703084426432,681,-0.4143675259736483,0.0,2.929684706032276e-06,0.0,-0.31225110153557956,-1.564337794668511,-0.66019044178233,0.00029936853333333333,0.2,21.4687442779541,51.0209997177124,-34.085477638244626,0.0066731474,0.03387451171875,148,0.05906468629837036,-0.013199255522340535,1.0027868747711182
