time/total_timesteps,curriculum/ctrl_drop_prob,reward_terms/phase_contact,reward_terms/lat_vel,reward_terms/energy,reward_terms/upright,ankle/ankle_defl_peak,curriculum/cmd_scale,time/time_elapsed,reward_terms/residual_rate,reward_terms/stance,reward_terms/fwd_speed,reward_terms/stand_drift,est/vel_rmse,reward_terms/track_yaw,reward_terms/time,rollout/ep_len_mean,curriculum/swing_frac_mean,curriculum/dr_scale,reward_terms/stop,reward_terms/vz,reward_terms/residual,reward_terms/coef_rate,rollout/ep_rew_mean,reward_terms/torque,reward_terms/stand,reward_terms/overrun,curriculum/eff_scale,curriculum/ent_coef,reward_terms/foot_ahead,reward_terms/motor_vel,curriculum/cmd_track_err,reward_terms/stance_time,curriculum/stance_ratio,curriculum/ctrl_jitter_ms,reward_terms/clearance,curriculum/swing_frac_min,reward_terms/alive,time/fps,reward_terms/angmom,reward_terms/height,ankle/ankle_spring_energy_peak,reward_terms/duty_sym,reward_terms/air_time,reward_terms/foot_slip,reward_terms/assist_pen,ankle/ankle_spring_trq_peak,time/iterations,reward_terms/hip_roll,reward_terms/action_rate,reward_terms/track_lin,reward_terms/step_rate,reward_terms/ang_xy,train/approx_kl,train/policy_gradient_loss,train/loss,train/n_updates,train/entropy_loss,train/explained_variance,train/std,train/value_loss,train/clip_fraction,train/clip_range,train/learning_rate,curriculum/stance_ratio_progress,curriculum/ctrl_jitter_ms_progress,curriculum/eff_scale_progress,curriculum/ctrl_drop_prob_progress,curriculum/dr_scale_progress
21712896,0.001140479999999999,-0.040107821882671646,-0.3046558526543533,-2.8933073438801348e-05,-0.21364437683102333,0.5046593452512973,0.1,3641,0.0,-0.12848760132026665,0.0,-0.036252673524612276,0.10597983347860647,1.8416142432962463,0.0,415.11,0.14124891493055555,0.02280959999999998,0.0,-0.1251397593851433,-0.10393217077097622,-0.46415327335327894,233.95432811999996,-0.0003106886153013511,0.8089395761529548,0.0,0.002661120000000003,0.005675852800000001,0.0,-4.33296524374181e-06,0.16183311347904497,-0.00813284908912869,0.6993917439999999,0.09123839999999991,0.0008682651567972954,0.1003146701388889,0.0,5962,-0.0638321583569888,-0.02870807371294851,0.0,0.0,0.0,-0.43270773579878885,0.0,0.0,1178,-0.06157134191397478,-0.06922391387306395,2.2897865332885217,-0.005512152777777825,-0.11512797455133633,0.011301772,-0.01856620193575509,34.50831604003906,60909,-36.88720588684082,0.9919948577880859,1.0000265836715698,90.24050788879394,0.1019775390625,0.2,0.00024576384,0.007603200000000009,0.02280959999999998,0.007603200000000009,0.02280959999999998,0.02280959999999998
21731328,0.001151999999999999,-0.044591848274822564,-0.2722428624577529,-2.957083261043047e-05,-0.18970175501600123,0.5051446339660688,0.1,3645,0.0,-0.12434981970112233,0.0,-0.03550728567591822,0.11222078672311965,1.8572249167784496,0.0,413.36,0.1378851996527778,0.023039999999999977,0.0,-0.11406993644129562,-0.10358522188407886,-0.48400273103442043,244.90050319000002,-0.00030606091212708527,0.8474111743889141,0.0,0.002688000000000003,0.0056721664,0.0,-4.45373163166688e-06,0.179615050831749,-0.006904961091802559,0.6993855999999999,0.09215999999999991,0.0008244186924070852,0.0959743923611111,0.0,5961,-0.05432473545446234,-0.025560289101304073,0.0,0.0,0.0,-0.4299716254231656,0.0,0.0,1179,-0.05937775832448336,-0.06684346605471338,2.3490060260658776,-0.005566406250000048,-0.11035198621796415,0.012031408,-0.016516385856084524,38.18447494506836,60913,-36.89008617401123,0.9925767183303833,1.0002198219299316,91.94009056091309,0.12236328125,0.2,0.00024571776,0.007680000000000009,0.023039999999999977,0.007680000000000009,0.023039999999999977,0.023039999999999977
21749760,0.0011635199999999988,-0.05029121694957531,-0.30132329975659883,-2.97814442992457e-05,-0.19924269246050294,0.504555200601654,0.1,3648,0.0,-0.13498284402270003,0.0,-0.046738617997663115,0.10916377430992931,1.8457951160188033,0.0,407.25,0.14640299479166669,0.023270399999999976,0.0,-0.11968750424250427,-0.10381606982142247,-0.4710202161614683,250.97431740999997,-0.0002986028656049934,0.7019135325295817,0.0,0.002714880000000003,0.00566848,0.0,-4.487257687321998e-06,0.26975516630678337,-0.008454566116496507,0.699379456,0.0930815999999999,0.001133040771875153,0.1123046875,0.0,5961,-0.06837603371918542,-0.024865523616518514,0.0,0.0,0.0,-0.43572651919846744,0.0,0.0,1180,-0.06688705004655958,-0.07091125108648488,2.1391150597207216,-0.005566406250000048,-0.12397113371343285,0.010627319,-0.014942168345442042,48.15053176879883,60917,-36.89091606140137,0.9911471009254456,1.000182032585144,113.70205612182617,0.09276123046875,0.2,0.00024567168,0.007756800000000009,0.023270399999999976,0.007756800000000009,0.023270399999999976,0.023270399999999976
21768192,0.0011750399999999987,-0.028367733203166774,-0.2584303499508801,-2.959912589762782e-05,-0.19499751755018974,0.5043654947388251,0.1,3651,0.0,-0.09319234998025326,0.0,-0.035316961529566065,0.10931233330834418,1.8367049569040992,0.0,398.83,0.13899739583333334,0.023500799999999974,0.0,-0.12369351631268424,-0.10342595785055576,-0.4774779189437457,223.40700574000002,-0.00031870929468636865,0.9244973510522486,0.0,0.002741760000000003,0.005664793600000001,0.0,-4.43670595993503e-06,0.40044438211008165,-0.011147297883225191,0.699373312,0.0940031999999999,0.0025843280386726743,0.11018880208333333,0.0,5961,-0.083278338313577,-0.026137370235844625,0.0,0.0,0.0,-0.44677628550433646,0.0,0.0,1181,-0.06256039804603648,-0.06934441089889803,2.294996346270456,-0.005447048611111158,-0.11521570803874034,0.013102651,-0.01711657498963177,37.66229248046875,60921,-36.89055824279785,0.9905385375022888,1.0001189708709717,99.29770622253417,0.12659912109375,0.2,0.0002456256,0.007833600000000008,0.023500799999999974,0.007833600000000008,0.023500799999999974,0.023500799999999974
21786624,0.0011750399999999987,-0.039839247303361046,-0.3095567553327674,-2.9610642112082306e-05,-0.21717779035582638,0.5050859129326908,0.1,3654,0.0,-0.15307409020993146,0.0,-0.049288734230549545,0.12400939065879152,1.833730296088502,0.0,401.7,0.1515570746527778,0.023500799999999974,0.0,-0.12998657120709464,-0.1038693008428117,-0.48340639206728675,227.56425442999998,-0.000310465283709069,0.7990495098711136,0.0,0.002741760000000003,0.0056611072,0.0,-4.495433492207593e-06,0.22092492348281673,-0.004849985914511813,0.699373312,0.0940031999999999,0.0009215845406259598,0.11615668402777778,0.0,5961,-0.07097735518066292,-0.02797479646995463,0.0,0.0,0.0,-0.43795578167565385,0.0,0.0,1182,-0.0659654231227228,-0.06978548272713367,2.2892637407477947,-0.005577256944444493,-0.12301065367529859,0.009008301,-0.0121112399850972,56.380496978759766,60925,-36.887619972229004,0.9897144436836243,0.9999846816062927,136.96840858459473,0.07364501953125,0.2,0.00024557952,0.007833600000000008,0.023500799999999974,0.007833600000000008,0.023500799999999974,0.023500799999999974
21805056,0.0011865599999999988,-0.04058207932090387,-0.2555406759347548,-2.9091665678659818e-05,-0.19539522881945792,0.5050615261915399,0.1,3657,0.0,-0.1001190688865235,0.0,-0.035150225472801416,0.11170247783065212,1.830749296205675,0.0,407.33,0.1286892361111111,0.023731199999999973,0.0,-0.10983089425154381,-0.10377337951974006,-0.4873204367477494,241.25986281,-0.0003139780461413303,0.8697053869202528,0.0,0.0027686400000000028,0.0056574208,0.0,-4.393906939041391e-06,0.24835917350341036,-0.006674788361932669,0.699367168,0.09492479999999989,0.0008090828955349176,0.0934787326388889,0.0,5961,-0.0664764391247273,-0.023955189585014233,0.0,0.0,0.0,-0.43795038316255774,0.0,0.0,1183,-0.06748701897032701,-0.06868484199255923,2.25197603630715,-0.004861111111111151,-0.11525531516081552,0.011139855,-0.015870330017060043,37.383949279785156,60929,-36.88780918121338,0.9909192323684692,1.0000560283660889,108.0500675201416,0.08948974609375,0.2,0.00024553343999999996,0.007910400000000008,0.023731199999999973,0.007910400000000008,0.023731199999999973,0.023731199999999973
21823488,0.0011980799999999987,-0.03818707855354973,-0.2817829133876938,-2.972126384010211e-05,-0.18662398700690253,0.5051820723165705,0.1,3661,0.0,-0.14505339141826443,0.0,-0.04438764407627237,0.10850913178040625,1.8594177307136956,0.0,419.23,0.134765625,0.023961599999999972,0.0,-0.11321380976753954,-0.10391367096437557,-0.47389696250490654,257.78597813000005,-0.00031066694406921833,1.0022402198140483,0.0,0.0027955200000000027,0.005653734400000001,0.0,-4.394717660358031e-06,0.2872507800075528,-0.005086925491923466,0.699361024,0.09584639999999989,0.0012902508999949021,0.09830729166666667,0.0,5960,-0.05479925443911858,-0.02490643922055862,0.0,0.0,0.0,-0.44651675660896284,0.0,0.0,1184,-0.06160962472031248,-0.0678331946321221,2.4993742931187004,-0.005360243055555601,-0.11248791394539209,0.012813176,-0.017551580583676694,41.30168151855469,60933,-36.88747653961182,0.9916696548461914,1.000053882598877,105.34660606384277,0.11053466796875,0.2,0.00024548736,0.007987200000000009,0.023961599999999972,0.007987200000000009,0.023961599999999972,0.023961599999999972
21841920,0.0012095999999999986,-0.043008969770994714,-0.29311685894358575,-3.084684593999465e-05,-0.20339778377934284,0.5051583463611129,0.1,3664,0.0,-0.1250380420819526,0.0,-0.0477111176532582,0.11491139862081934,1.8468736697668646,0.0,424.16,0.15025499131944445,0.02419199999999997,0.0,-0.11899815714217385,-0.10341681860735012,-0.47788853612181925,277.24221070000004,-0.00033991521627309816,0.827518661400144,0.0,0.0028224000000000027,0.005650048,0.0,-4.586027298121455e-06,0.1836040654089492,-0.008365190843404788,0.6993548799999999,0.09676799999999988,0.000686326463591066,0.1164279513888889,0.0,5960,-0.07714911351825732,-0.0254471899212094,0.0,0.0,0.0,-0.4214814707092611,0.0,0.0,1185,-0.06243475894034434,-0.06910057994250156,2.3243864089831705,-0.005631510416666717,-0.12086492258503156,0.011146085,-0.01520773086231202,51.14994812011719,60937,-36.887180709838866,0.9898930788040161,1.0001378059387207,128.3319347381592,0.09759521484375,0.2,0.00024544128,0.008064000000000009,0.02419199999999997,0.008064000000000009,0.02419199999999997,0.02419199999999997
21860352,0.0012211199999999985,-0.07757101862323686,-0.3024974840495361,-3.126208837607624e-05,-0.21433044562809556,0.505114319332262,0.1,3667,0.0,-0.12959582704505798,0.0,-0.04848260734789505,0.11616646693147284,1.8388701861630683,0.0,411.57,0.141845703125,0.02442239999999997,0.0,-0.12149792899792088,-0.10361492074324131,-0.49222024399484277,275.00887729,-0.0003212238899050842,0.7490789405478937,0.0,0.002849280000000003,0.0056463616,0.0,-4.788429213530643e-06,0.26733566960582394,-0.012037866693895517,0.6993487359999999,0.09768959999999988,0.002308337414142444,0.1110568576388889,0.0,5960,-0.06505899147455423,-0.02659366260504454,0.0,0.0,0.0,-0.45781306125150706,0.0,0.0,1186,-0.06985877494519704,-0.0707110419167877,2.1961812234631486,-0.005316840277777821,-0.12401171955581639,0.010288681,-0.015152240928728133,53.72903823852539,60941,-36.88978023529053,0.990299642086029,1.000121831893921,122.04814910888672,0.09144287109375,0.2,0.0002453952,0.008140800000000009,0.02442239999999997,0.008140800000000009,0.02442239999999997,0.02442239999999997
21878784,0.0012326399999999984,-0.06552352552785269,-0.248798145629247,-3.202955720196996e-05,-0.19106228596872935,0.5051871335054654,0.1,3670,0.0,-0.11093043743176123,0.0,-0.0337146771315812,0.1325175994304949,1.8491887337204587,0.0,400.13,0.1423611111111111,0.024652799999999968,0.0,-0.11020147534250833,-0.10396800138876348,-0.48408174348132565,228.5788754,-0.00032890105865500044,0.7844916791721104,0.0,0.002876160000000003,0.005642675200000001,0.0,-4.876832370545991e-06,0.338180662779404,-0.01380313598524986,0.6993425919999999,0.09861119999999987,0.0033014991497572516,0.0947265625,0.0,5960,-0.06918665690319825,-0.024214707976161515,0.0,0.0,1.0850674395139018e-05,-0.4667487201363511,0.0,0.0,1187,-0.05925429660685856,-0.06916686181643962,2.2526737220301993,-0.00552300347222227,-0.114314514651855,0.010889402,-0.014873962325509638,41.07728958129883,60945,-36.88651008605957,0.9910581111907959,0.9999491572380066,111.05148582458496,0.088720703125,0.2,0.00024534911999999997,0.008217600000000009,0.024652799999999968,0.008217600000000009,0.024652799999999968,0.024652799999999968
21897216,0.0012441599999999985,-0.03093375956217588,-0.3432239838725582,-3.225137079932294e-05,-0.2341511412164622,0.5052209220498309,0.1,3673,0.0,-0.15669765716334785,0.0,-0.045175561131353126,0.12792352850844682,1.82781700248068,0.0,406.87,0.15787760416666669,0.024883199999999966,0.0,-0.13456682937522868,-0.10317209017854624,-0.4863161845342519,217.41893558999996,-0.0003240676401619748,0.8003775529837618,0.0,0.002903040000000003,0.0056389888,0.0,-4.862021000420734e-06,0.30612537483752084,-0.011529529852042388,0.6993364479999999,0.09953279999999987,0.0014689661423836675,0.10828993055555555,0.0,5960,-0.056111255019576395,-0.029035384488104325,0.0,0.0,0.0,-0.44225470865400485,0.0,0.0,1188,-0.06409981288651731,-0.07186158135156014,2.299582493145066,-0.005837673611111163,-0.13422669402158463,0.009931014,-0.012578618549741804,48.61671829223633,60949,-36.885739135742185,0.9891037344932556,0.999997079372406,124.52783203125,0.071533203125,0.2,0.00024530304,0.008294400000000009,0.024883199999999966,0.008294400000000009,0.024883199999999966,0.024883199999999966
21915648,0.0012556799999999984,-0.03231296676431469,-0.28713617261517316,-3.20802398590737e-05,-0.2030646794781664,0.5045285284875823,0.1,3676,0.0,-0.10690101753374787,0.0,-0.04951943787610679,0.12617031249977323,1.8424198095640014,0.0,406.13,0.1486545138888889,0.025113599999999965,0.0,-0.1210751855382419,-0.10313500900844566,-0.500749954067087,226.22924464,-0.00034608638153973563,0.908795503252947,0.0,0.002929920000000003,0.005635302399999999,0.0,-4.760149005482923e-06,0.3245582239897172,-0.006128593053694608,0.699330304,0.10045439999999986,0.001878327006017955,0.10796440972222222,0.0,5960,-0.0759663327483429,-0.026011554418787664,0.0,0.0,0.0,-0.42214621044429834,0.0,0.0,1189,-0.06556404522894563,-0.07133854372646536,2.2926089265354506,-0.005490451388888935,-0.11820040571732493,0.009565705,-0.013919321139110253,41.82029342651367,60953,-36.885793685913086,0.989341139793396,0.9999768733978271,119.92763824462891,0.0771728515625,0.2,0.00024525695999999997,0.00837120000000001,0.025113599999999965,0.00837120000000001,0.025113599999999965,0.025113599999999965
21934080,0.0012671999999999983,-0.06678066341948759,-0.27911120722223187,-3.159785457649869e-05,-0.18289577450888278,0.5045593749837204,0.1,3679,0.0,-0.1000380264103461,0.0,-0.042571692666731456,0.11161045197281419,1.8682090576991877,0.0,401.7,0.12841796875,0.025343999999999964,0.0,-0.10483610117775957,-0.10407624082242146,-0.4875814712160721,250.41637932999998,-0.00032923293232693066,0.7902675970358737,0.0,0.002956800000000003,0.005631616,0.0,-4.758015139531347e-06,0.24701760622006627,-0.008788627698474253,0.69932416,0.10137599999999986,0.0019186568923734407,0.08241102430555555,0.0,5960,-0.05053213277267052,-0.02386691815516143,0.0,0.0,4.340263937289516e-06,-0.45194510170328933,0.0,0.0,1190,-0.05845877519852573,-0.07175042859514512,2.2736255250772226,-0.005132378472222264,-0.11148135291709618,0.008587474,-0.01422809624345973,48.612815856933594,60957,-36.88515148162842,0.9912509322166443,0.9998442530632019,124.89709548950195,0.07225341796875,0.2,0.00024521088,0.00844800000000001,0.025343999999999964,0.00844800000000001,0.025343999999999964,0.025343999999999964
21952512,0.0012787199999999982,-0.04591073006864075,-0.3178437234336354,-3.208561429445191e-05,-0.22267313222538643,0.5043726346509289,0.1,3682,0.0,-0.11681368561897935,0.0,-0.041060445789441326,0.11742121913927253,1.8175766170691976,0.0,409.16,0.1432562934027778,0.025574399999999962,0.0,-0.1402184055503487,-0.1031395207078163,-0.4844044086703392,247.99689605,-0.0003405884781354103,0.8277355571286864,0.0,0.0029836800000000033,0.0056279296,0.0,-4.841013943857326e-06,0.3139634638143383,-0.006520703299126278,0.699318016,0.10229759999999985,0.002986677367506306,0.10791015625,0.0,5960,-0.07091675032391306,-0.030678440607543735,0.0,0.0,0.0,-0.4531548208666535,0.0,0.0,1191,-0.06563232596558548,-0.07175612205159548,2.211395132795204,-0.005533854166666714,-0.12526221203259602,0.010703141,-0.016636404953897,37.76573944091797,60961,-36.88098411560058,0.991253137588501,0.9996547698974609,103.15471076965332,0.09244384765625,0.2,0.0002451648,0.00852480000000001,0.025574399999999962,0.00852480000000001,0.025574399999999962,0.025574399999999962
21970944,0.001290239999999998,-0.05704729585923867,-0.2731493533254792,-3.2021719713927924e-05,-0.19138636284504434,0.5052019622946927,0.1,3685,0.0,-0.10328080581723592,0.0,-0.04103455902709903,0.11557730467498634,1.8596026000297536,0.0,406.1,0.13609483506944445,0.02580479999999996,0.0,-0.1056328302575906,-0.10380514158962424,-0.48220628352718164,240.70272382,-0.0003386757900658066,0.7509573902658317,0.0,0.0030105600000000033,0.0056242432,0.0,-4.798392391822558e-06,0.3337001202396732,-0.010882135280149264,0.699311872,0.10321919999999984,0.0015588033671179032,0.1003689236111111,0.0,5960,-0.07123753565407948,-0.02371462062125279,0.0,0.0,0.0,-0.43986073233579054,0.0,0.0,1192,-0.06605208343211792,-0.06909417356646981,2.205967441016174,-0.005273437500000044,-0.11132090000204828,0.011034925,-0.01561773194698617,54.130531311035156,60965,-36.87815284729004,0.9902517199516296,0.9995782375335693,121.07438774108887,0.113037109375,0.2,0.00024511872,0.00860160000000001,0.02580479999999996,0.00860160000000001,0.02580479999999996,0.02580479999999996
21989376,0.0013017599999999982,-0.03509974604063229,-0.2923066414244287,-3.267855675803301e-05,-0.20225359521263508,0.5051710650919842,0.1,3689,0.0,-0.11512259942857694,0.0,-0.037866860596800306,0.1120150978822527,1.8402880057575,0.0,388.95,0.14634874131944445,0.02603519999999996,0.0,-0.12649711923593424,-0.10317563962958468,-0.48847524921048585,208.73435575,-0.00034679552221592936,0.8962014511806095,0.0,0.0030374400000000032,0.0056205568,0.0,-5.0393520073362505e-06,0.3563516023602258,-0.008240945840952918,0.6993057279999999,0.10414079999999984,0.0012102870668407274,0.1056857638888889,0.0,5960,-0.06299673608138065,-0.02787048646653007,0.0,0.0,0.0,-0.4280691768033398,0.0,0.0,1193,-0.06239423394076512,-0.07125002537583519,2.364936698126813,-0.0057291666666667174,-0.11562390285371658,0.010435427,-0.014285584515891969,43.86642074584961,60969,-36.87509956359863,0.9903950691223145,0.9994214177131653,107.18092727661133,0.0968994140625,0.2,0.00024507264,0.00867840000000001,0.02603519999999996,0.00867840000000001,0.02603519999999996,0.02603519999999996
