time/time_elapsed,reward_terms/fwd_speed,reward_terms/motor_vel,rollout/ep_len_mean,reward_terms/vz,reward_terms/hip_roll,curriculum/ent_coef,reward_terms/phase_contact,reward_terms/torque,time/fps,reward_terms/stance_time,time/iterations,reward_terms/height,reward_terms/foot_slip,reward_terms/coef_rate,curriculum/eff_scale,reward_terms/air_time,curriculum/stance_ratio,curriculum/ctrl_drop_prob,reward_terms/action_rate,reward_terms/residual,reward_terms/clearance,reward_terms/assist_pen,reward_terms/angmom,rollout/ep_rew_mean,reward_terms/alive,time/total_timesteps,reward_terms/overrun,curriculum/ctrl_jitter_ms,reward_terms/ang_xy,reward_terms/stop,curriculum/sprint_dist_m,reward_terms/lat_vel,reward_terms/stance,reward_terms/energy,reward_terms/foot_ahead,reward_terms/upright,reward_terms/time,train/policy_gradient_loss,train/learning_rate,train/entropy_loss,train/n_updates,train/clip_range,train/clip_fraction,train/approx_kl,train/std,train/loss,train/explained_variance,train/value_loss
443,-0.4917571020566069,-4.571686269088401e-05,272.46,-0.17990725815220185,-0.15061187392750686,0.01,-0.5124763182677339,-0.0034497417698278053,4446,-0.038849187633281365,107,-0.03769447928884753,-0.6405135430206698,-1.2338736158201336,0.0081408,0.00021918351800801852,0.648127616,0.0,-0.1313614649866886,-0.10093166147639447,0.0445294505320461,0.0,-0.1813846564487911,-167.30732040999996,0.0,1972224,0.0,0.0,-0.38259283559324514,0.0,26.22112,-2.2758836186060934e-08,-0.023915709929307485,-0.00033245766913409685,0.0,-0.5617504606412278,-0.5,-0.023046566104954657,0.00029511552,-34.0856554367963,7624,0.2,0.30965647977941174,0.046176903,1.0025627613067627,-0.31769147515296936,0.6880620718002319,0.16802444528130925
447,-0.5339149434533952,-4.504904072652988e-05,255.43,-0.19168415789185467,-0.14849747123633575,0.01,-0.5289406532503194,-0.0034621313731880935,4446,-0.04227895518286257,108,-0.04052356819307758,-0.6481844607628999,-1.258452557026079,0.0082176,0.00017849349468532536,0.648109952,0.0,-0.1339321411900275,-0.10072303225724376,0.043032726831521304,0.0,-0.2011412544954415,-162.87950967,0.0,1990656,0.0,0.0,-0.40682658169363095,0.0,26.23264,-2.224129846507156e-08,-0.022962298812247515,-0.0003358824727509304,0.0,-0.5828548233857543,-0.5,-0.02610747965518385,0.00029506944,-34.09803733825684,7628,0.2,0.32281494140625,0.041797675,1.0037059783935547,-0.3189992308616638,0.6629990339279175,0.16167481616139412
451,-0.553305784034024,-4.618275669222739e-05,244.88,-0.18115888418538972,-0.14672302316115562,0.01,-0.534801914672422,-0.0035621060433496626,4446,-0.045921389212404996,109,-0.036692176916743965,-0.6640900358952095,-1.2599117423303787,0.0082944,0.00015679213296001157,0.6480922880000001,0.0,-0.1330331556816883,-0.10083137453573138,0.043292230641100854,0.0,-0.19037602456436298,-160.52419408,0.0,2009088,0.0,0.0,-0.3994737625488224,0.0,26.24416,-2.1903851489152422e-08,-0.02023155484787721,-0.00034516990246502934,0.0,-0.550133070980803,-0.5,-0.023912873782683162,0.00029502335999999997,-34.09492073059082,7632,0.2,0.3396240234375,0.036885146,1.0033998489379883,-0.3185884356498718,0.6692490577697754,0.15748721212148667
456,-0.3851045975712825,-4.6296396553344976e-05,255.63,-0.1730707146085831,-0.14365008764162368,0.01,-0.5396242815294223,-0.003703496508984282,4446,-0.03832645137218707,110,-0.03736830049612136,-0.7066962754583972,-1.246005842693378,0.0083712,0.00023871472027773658,0.648074624,0.0,-0.13079289696071372,-0.10075802341113314,0.047597368487163415,0.0,-0.1877684606780249,-162.67339339000003,0.0,2027520,0.0,0.0,-0.40267821991007774,0.0,26.25568,-2.165047992052978e-08,-0.024514431470228467,-0.00034913440899241054,0.0,-0.5880289906043435,-0.5,-0.016177996585611254,0.00029497728,-34.086018562316895,7636,0.2,0.3435546875,0.0358932,1.0028681755065918,-0.318267822265625,0.5564581155776978,0.17237075455486775
460,-0.44961393286272267,-4.602056946055564e-05,248.21,-0.176757698678299,-0.14209574798017768,0.01,-0.5308630081764303,-0.0037435118939994744,4446,-0.044739619911221475,111,-0.038640350618061654,-0.6710330246590686,-1.2633118745916851,0.008448,0.00020453514621800018,0.64805696,0.0,-0.1320173837452273,-0.10046302431913019,0.04380436715485319,0.0,-0.19920063575085367,-160.93377218,0.0,2045952,0.0,0.0,-0.42153117698909015,0.0,26.2672,-2.22921274057106e-08,-0.027430374578634367,-0.0003493732866810439,0.0,-0.6218764798516708,-0.5,-0.026491941418498755,0.00029493119999999997,-34.086821937561034,7640,0.2,0.31214599609375,0.03591596,1.002871036529541,-0.31624433398246765,0.7366269826889038,0.182971952855587
464,-0.24447100112990652,-4.734873193361249e-05,225.75,-0.17965147847536378,-0.1465415178871096,0.01,-0.5224051052762139,-0.003981858913758971,4446,-0.03669275133708854,112,-0.03573849925000228,-0.7015518868390692,-1.2504712354530638,0.0085248,0.00027018181087138754,0.648039296,0.0,-0.1310393291179906,-0.10068067460140574,0.04676330377574493,0.0,-0.1967628549743491,-155.49948768,0.0,2064384,0.0,0.0,-0.4279033511591883,0.0,26.27872,-2.395768296923307e-08,-0.015828295250859284,-0.0003622724049143604,0.0,-0.6583403298556658,-0.5,-0.025887500238604845,0.00029488512,-34.09319534301758,7644,0.2,0.308740234375,0.038604457,1.0034737586975098,-0.31822746992111206,0.72164386510849,0.1622162528336048
468,-0.34569706032928604,-4.820987409708745e-05,242.64,-0.17517279947404008,-0.1408235431821424,0.01,-0.5373276830058981,-0.0038803733570036366,4446,-0.04406552820809237,113,-0.03689408507769328,-0.6856027284112902,-1.2505519052463412,0.0086016,0.00022460886975750327,0.6480216320000001,0.0,-0.1307711325101255,-0.10084741155909135,0.04541078961703949,0.0,-0.18833896886281387,-159.22645255,0.0,2082816,0.0,0.0,-0.41697422490587743,0.0,26.29024,-2.3047300181402334e-08,-0.020536017433855462,-0.00036376685367009334,0.0,-0.6006649338408936,-0.5,-0.02522415368584916,0.00029483904,-34.09727725982666,7648,0.2,0.31370849609375,0.038189393,1.0036232471466064,-0.3017560839653015,0.6920993328094482,0.21994473934173583
472,-0.35699963744148433,-4.7956800657629016e-05,250.3,-0.1717042991265123,-0.13826342667514915,0.01,-0.5361298380684931,-0.00398455136548993,4446,-0.04050757646392514,114,-0.039211786554758286,-0.6873145241863613,-1.2360202288590612,0.0086784,0.00023925725448255739,0.648003968,0.0,-0.12995789729648383,-0.1009522224024312,0.04495818615880372,0.0,-0.1868493997392175,-161.27649972999998,0.0,2101248,0.0,0.0,-0.40510382826148167,0.0,26.30176,-2.1853535867707095e-08,-0.01946670867060194,-0.0003624922840096732,0.0,-0.6084500653081563,-0.5,-0.027668350655585528,0.00029479296,-34.09038887023926,7652,0.2,0.30440673828125,0.037863888,1.0029219388961792,-0.3095671534538269,0.7574629187583923,0.1791900359094143
476,-0.36652388305182626,-4.739530427877069e-05,261.31,-0.17968693138657058,-0.13983432389190467,0.01,-0.5366212054217152,-0.0038260761042930203,4446,-0.04516008863801188,115,-0.03622849460751514,-0.6689759774974886,-1.2577798148275883,0.0087552,0.00019097172965606055,0.647986304,0.0,-0.1303103435443885,-0.10099615515565682,0.04683061052616494,0.0,-0.19315553643559713,-164.10172533000002,0.0,2119680,0.0,0.0,-0.42030239052542123,0.0,26.31328,-2.1793341630189163e-08,-0.01925875069183875,-0.0003605978761845869,0.0,-0.595840036398389,-0.5,-0.027632003591861576,0.00029474688,-34.08965702056885,7656,0.2,0.2877197265625,0.030670326,1.0031213760375977,-0.32207533717155457,0.7913585901260376,0.16394652277231217
480,-0.43672011327384286,-4.710568752531704e-05,246.73,-0.187984219609282,-0.13185548453553808,0.01,-0.5427505885356038,-0.003951039551097619,4446,-0.047465180690374434,116,-0.03691424533282065,-0.6676047278738515,-1.2894487560946912,0.008832,0.00016818535449500714,0.64796864,0.0,-0.129972250475213,-0.10093040011745652,0.040784445107513057,0.0,-0.2022652104738296,-160.14542031000002,0.0,2138112,0.0,0.0,-0.4279634704986488,0.0,26.3248,-2.1269702675826336e-08,-0.023340794173166427,-0.00036424251434188736,0.0,-0.6026605492809028,-0.5,-0.02520852277521044,0.0002947008,-34.09353084564209,7660,0.2,0.30472412109375,0.033643197,1.0033209323883057,-0.3196336030960083,0.7724722623825073,0.1646878384053707
485,-0.3669267665262655,-5.0315011920749e-05,261.04,-0.17347659923085398,-0.13154524512569654,0.01,-0.5329916549524109,-0.0041171492558352805,4446,-0.050300045039168455,117,-0.034604643201433596,-0.6799671956957927,-1.2525265005477149,0.0089088,0.0002989360849217822,0.6479509760000001,0.0,-0.129807222362046,-0.10113036911408112,0.04257191548435651,0.0,-0.18815498618655446,-163.69168768,0.0,2156544,0.0,0.0,-0.41566767731067045,0.0,26.33632,-2.2297590331220667e-08,-0.013981837363178444,-0.0003784166092308908,0.0,-0.5598867648345627,-0.5,-0.027170926332473755,0.00029465472,-34.08743743896484,7664,0.2,0.28505859375,0.033498228,1.0029945373535156,-0.3193313181400299,0.7570997476577759,0.17040516212582588
489,-0.25832997023099435,-4.751072508858594e-05,244.09,-0.18029775442239662,-0.12838851558060574,0.01,-0.5299436236317226,-0.004091944290778628,4446,-0.03063386524930441,118,-0.036972951164955886,-0.6794019034276388,-1.2549830912230522,0.0089856,0.0002842876581578619,0.647933312,0.0,-0.12996055640417675,-0.10115328659509505,0.048798978538987584,0.0,-0.20710291326480368,-159.43739802,0.0,2174976,0.0,0.0,-0.43246398084844034,0.0,26.34784,-2.126298037384597e-08,-0.010063446103444576,-0.0003673105551380644,0.0,-0.6510166874310231,-0.5,-0.027357144618872554,0.00029460864,-34.09165363311767,7668,0.2,0.28646240234375,0.032315746,1.0031603574752808,-0.3206290006637573,0.8342744708061218,0.16728657931089402
493,-0.11251147178105751,-5.198185730751378e-05,247.97,-0.16574067883780702,-0.13782978619115197,0.01,-0.5291520319850942,-0.004192557483927963,4446,-0.03736847476102412,119,-0.03513003979375603,-0.6938390837503585,-1.222476095203097,0.0090624,0.00033311558783882193,0.647915648,0.0,-0.12840537291583676,-0.1009696433184323,0.048553428587964007,0.0,-0.18658287436238463,-160.20329857000002,0.0,2193408,0.0,0.0,-0.41941519976303665,0.0,26.35936,-2.1140085011508418e-08,-0.013865954834937215,-0.0003909040485085545,0.0,-0.5605598433497425,-0.5,-0.02620764683233574,0.00029456256,-34.087157249450684,7672,0.2,0.28468017578125,0.03163268,1.00270414352417,-0.3123835623264313,0.8340091705322266,0.19575338065624237
497,-0.22625473882007338,-5.0198341490670895e-05,251.91,-0.18653160336586416,-0.14284842304064277,0.01,-0.5197597703761666,-0.004265904468039132,4446,-0.02869552982479541,120,-0.04098670658664979,-0.7106019323039479,-1.23924712962837,0.0091392,0.00025987352516191703,0.647897984,0.0,-0.12847885457135988,-0.10112189580532617,0.051562856856183586,0.0,-0.21549445791819719,-160.94555996,0.0,2211840,0.0,0.0,-0.4422979797762811,0.0,26.37088,-2.168112497807738e-08,-0.00954338598326663,-0.00038738854313017767,0.0,-0.61766019314965,-0.5,-0.026799370942171663,0.00029451647999999996,-34.085387802124025,7676,0.2,0.28707275390625,0.030785691,1.002629041671753,-0.30378562211990356,0.844456672668457,0.22202223315834999
501,0.00096097083818299,-5.220643615325229e-05,250.55,-0.1582294432608391,-0.1269695806920038,0.01,-0.5133100227856462,-0.0043287553884653164,4446,-0.04802263320662961,121,-0.03778279035915389,-0.6917511322028608,-1.2085990467877243,0.009216,0.00037923091440461576,0.6478803200000001,0.0,-0.1271005815140402,-0.10156647298604515,0.05110910846082805,0.0,-0.18879813956137295,-160.45005669,0.0,2230272,0.0,0.0,-0.41411487958727095,0.0,26.3824,-2.0761680662991877e-08,-0.011915739137362795,-0.00039376166061260586,0.0,-0.5989959160865788,-0.5,-0.026195787487085908,0.0002944704,-34.0841552734375,7680,0.2,0.26737060546875,0.02866919,1.002712368965149,-0.31191956996917725,0.8439329862594604,0.19013218134641646
505,-0.014044129781206751,-5.102559654585039e-05,249.96,-0.1661245417380404,-0.12609853026025653,0.01,-0.5277142653785817,-0.004396808254937444,4446,-0.038104833915389866,122,-0.036217911752870875,-0.741218233320448,-1.2080749600774818,0.0092928,0.00026584139818118676,0.647862656,0.0,-0.12742619042482492,-0.10092246914689616,0.04708708085696048,0.0,-0.19157200729961987,-160.19628911,0.0,2248704,0.0,0.0,-0.427741090445081,0.0,26.39392,-2.1946141188734272e-08,-0.01739538549124046,-0.0003946218019951207,0.0,-0.6409342023179956,-0.5,-0.023165961052291094,0.00029442431999999997,-34.08434085845947,7684,0.2,0.27872314453125,0.028117672,1.0024337768554688,-0.2852868139743805,0.8635367751121521,0.2233688324689865
509,-0.316039341478733,-5.230466676532206e-05,243.62,-0.16425512243586032,-0.1302371534868784,0.01,-0.5255033387896274,-0.004395059792534578,4446,-0.041297649064088345,123,-0.03414905492492003,-0.6957546798797926,-1.2190831229654913,0.0093696,0.0003477640501740906,0.647844992,0.0,-0.1285632185927451,-0.10126426037071071,0.04760577008554259,0.0,-0.1868940279989037,-159.24337845000002,0.0,2267136,0.0,0.0,-0.4247100966705836,0.0,26.40544,-2.2185252009965588e-08,-0.013335074128078786,-0.0003960581495780935,0.0,-0.5970720769133486,-0.5,-0.02868134775198996,0.00029437824,-34.07824573516846,7688,0.2,0.28323974609375,0.03180447,1.0021724700927734,-0.28711289167404175,0.847368597984314,0.24177044928073882
514,-0.1895689678147299,-5.407766105706059e-05,257.83,-0.16162099827402823,-0.12893269700351662,0.01,-0.5270733369208609,-0.004545378734679045,4446,-0.04358008822439135,124,-0.03661664344752649,-0.6999843999071446,-1.2236650053990938,0.0094464,0.00033691338224646944,0.647827328,0.0,-0.12815306477660704,-0.10088883963681369,0.04475709757502501,0.0,-0.19542599622233112,-162.44720008000002,0.0,2285568,0.0,0.0,-0.4335523111619661,0.0,26.41696,-2.2115243004683984e-08,-0.01098352240380868,-0.0004121429555438509,0.0,-0.5763011721605868,-0.5,-0.02646728599211201,0.00029433215999999997,-34.075829696655276,7692,0.2,0.27532958984375,0.030036652,1.002008318901062,-0.30364638566970825,0.8541805744171143,0.20564637333154678
518,-0.00027141595562761806,-5.400842557899263e-05,245.92,-0.15146780487311803,-0.12125394363824459,0.01,-0.5106198016299177,-0.004476276596923076,4446,-0.047649509157054126,125,-0.03342526246893075,-0.6862570582592897,-1.1981569252388276,0.0095232,0.0003873689501132402,0.6478096640000001,0.0,-0.1271474517838579,-0.10097125848703752,0.05014514788792215,0.0,-0.17350111482949482,-159.29359553,0.0,2304000,0.0,0.0,-0.4127523221059297,0.0,26.42848,-2.0213411586445715e-08,-0.01663443489406219,-0.0004046719841149667,0.0,-0.6049456840485256,-0.5,-0.026239485130645335,0.00029428608,-34.0731481552124,7696,0.2,0.25751953125,0.02528346,1.0017263889312744,-0.2982003092765808,0.8569546937942505,0.22391896396875383
522,0.20674094379456498,-5.3511243230733185e-05,238.91,-0.17603995974636114,-0.1309685915040102,0.01,-0.5057219298201618,-0.004614608390096467,4445,-0.03420591253638526,126,-0.04084917285753456,-0.6876056140019146,-1.1693921111643675,0.0096,0.00043999481001972326,0.647792,0.0,-0.12491351627157703,-0.10132497277680669,0.056399220583154636,0.0,-0.19354052155511717,-156.78055189000003,0.0,2322432,0.0,0.0,-0.42387185204908306,0.0,26.44,-2.1234573624839755e-08,-0.013778482414492822,-0.0004115623680803234,0.0,-0.6285400944103078,-0.5,-0.027001892449334264,0.00029424,-34.0774543762207,7700,0.2,0.25264892578125,0.027503368,1.0022637844085693,-0.2824847102165222,0.870348334312439,0.2567275814712048
526,0.06093143294896007,-5.39997037658676e-05,239.31,-0.1687938699752393,-0.13187153585151828,0.01,-0.5024065824132767,-0.004513556909488567,4445,-0.02728440192974328,127,-0.03888557944679752,-0.6751262420685565,-1.1865878903792983,0.0096768,0.0004768870551035636,0.647774336,0.0,-0.1259570619837664,-0.10143369940959984,0.05382635789123951,0.0,-0.18807873210467613,-156.98281753999999,0.0,2340864,0.0,0.0,-0.41645649052981293,0.0,26.45152,-2.0006113428763042e-08,-0.0045267692577143515,-0.00040787227559866833,0.0,-0.5980476512016115,-0.5,-0.02397844484075904,0.00029419392,-34.07830295562744,7704,0.2,0.2539306640625,0.026864782,1.0020756721496582,-0.2584485411643982,0.8550668954849243,0.2949124753475189
530,0.1803907320850212,-5.175994293624222e-05,232.96,-0.19422302530075575,-0.1248890306753468,0.01,-0.49940490584222563,-0.004559687159880728,4445,-0.034446534383783325,128,-0.04346121152584308,-0.689287475728815,-1.1658000635957209,0.0097536,0.0004139531164481822,0.647756672,0.0,-0.12469379219407235,-0.10152524969552701,0.059605059078853245,0.0,-0.2002791720534519,-155.67436978,0.0,2359296,0.0,0.0,-0.42170602697062465,0.0,26.46304,-2.106526882784672e-08,-0.00839247186191783,-0.0004013290294264129,0.0,-0.6975671579512049,-0.5,-0.02503334458451718,0.00029414784,-34.07910079956055,7708,0.2,0.25821533203125,0.026396006,1.0023212432861328,-0.2603650391101837,0.8585150241851807,0.3121093437075615
534,-0.05311167553274945,-5.3886686458012394e-05,223.55,-0.19321296018619138,-0.13654060215069957,0.01,-0.5104373947685175,-0.004587037756398089,4445,-0.03301505542347311,129,-0.044970202873344085,-0.7149585614091278,-1.1813981380088618,0.0098304,0.000357529604419445,0.6477390080000001,0.0,-0.12584158084661248,-0.10126592242188766,0.05371258576392657,0.0,-0.20333539859718797,-153.43399842,0.0,2377728,0.0,0.0,-0.4308395712522255,0.0,26.47456,-2.1549274197657932e-08,-0.007373866792530169,-0.00041174108873429636,0.0,-0.6304670960738419,-0.5,-0.024092572915833443,0.00029410175999999995,-34.0825288772583,7712,0.2,0.26341552734375,0.027779037,1.0023707151412964,-0.2583080232143402,0.864720344543457,0.293181112408638
539,0.1977439682447085,-5.450250387579411e-05,239.0,-0.17374517979498127,-0.1416643048751243,0.01,-0.5006482228702084,-0.004686318858579109,4445,-0.04773725750985452,130,-0.042066017291525655,-0.6698503909490432,-1.1324960524546501,0.0099072,0.00048176983384312026,0.647721344,0.0,-0.12534703197335417,-0.10209171375816163,0.054653944827000714,0.0,-0.18144434305225451,-156.86891832000003,0.0,2396160,0.0,0.0,-0.4129399101549074,0.0,26.48608,-2.171433457510942e-08,-0.005534307794027271,-0.0004191000521275651,0.0,-0.6022077829259419,-0.5,-0.025992241245694457,0.00029405568,-34.079931640625,7716,0.2,0.267236328125,0.028171727,1.002160906791687,-0.28491920232772827,0.884689211845398,0.24490511119365693
543,-0.06605309340370484,-5.2497611566877464e-05,249.85,-0.19929934627657092,-0.13124445570462762,0.01,-0.5007103073888155,-0.004494620208384426,4445,-0.03818649054382048,131,-0.04613391832659956,-0.6540694524058663,-1.184672356038122,0.009984,0.00040473008347261284,0.64770368,0.0,-0.127132013723408,-0.10169902881889904,0.057701186647169785,0.0,-0.2016719972417852,-159.68209396,0.0,2414592,0.0,0.0,-0.40255999847487917,0.0,26.4976,-1.985361782952333e-08,-0.004281033605471022,-0.0004053864171623576,0.0,-0.6065669218639331,-0.5,-0.02463744329288602,0.0002940096,-34.07061634063721,7720,0.2,0.26741943359375,0.027294094,1.0014057159423828,-0.26599425077438354,0.8823965191841125,0.3121959581971169
547,-0.1802106731430893,-5.521734820666122e-05,248.56,-0.19250308742629577,-0.13040094886608827,0.01,-0.49571257248119976,-0.004672399495367103,4445,-0.04258101573537311,132,-0.044457007343445494,-0.658927580956523,-1.1790308317360465,0.0100608,0.00045572824698562425,0.647686016,0.0,-0.1256571654230678,-0.10179043062458067,0.05589108391236354,0.0,-0.19474939578678307,-159.50183421999998,0.0,2433024,0.0,0.0,-0.40784543023094255,0.0,26.50912,-2.0660980371393536e-08,-0.006076743668611407,-0.00041792436117037444,0.0,-0.5848142050857755,-0.5,-0.024436199653428047,0.00029396352,-34.06980171203613,7724,0.2,0.25670166015625,0.026060825,1.0016894340515137,-0.25969821214675903,0.8907933235168457,0.2753667563199997
551,-0.09253032284465063,-5.6844378362047964e-05,254.18,-0.16485257912833648,-0.13296115242907314,0.01,-0.5206422988953405,-0.004890900201395142,4445,-0.04053375852850473,133,-0.04095941643420073,-0.6432648128518421,-1.1951134353096524,0.0101376,0.0005235450581595716,0.6476683520000001,0.0,-0.1255636884902288,-0.10142018295574325,0.05225183346633826,0.0,-0.19008506859881374,-160.50263387,0.0,2451456,0.0,0.0,-0.42359195997809473,0.0,26.52064,-2.2965822329363644e-08,-0.011306007568272354,-0.00043521826771235735,0.0,-0.5979329819175977,-0.5,-0.023786013899371027,0.00029391743999999996,-34.076535987854,7728,0.2,0.26400146484375,0.027111392,1.0021207332611084,-0.27914106845855713,0.8990083336830139,0.24477822929620743
555,0.23141111879265072,-5.454808784169518e-05,244.53,-0.1889030071638863,-0.13845386142586782,0.01,-0.46527556571802303,-0.004799340759211881,4445,-0.04780182802965606,134,-0.046631503959178366,-0.6455857333657476,-1.108906352543312,0.0102144,0.0006673164866192059,0.647650688,0.0,-0.12247196276435322,-0.10208952533071548,0.06277814060876545,0.0,-0.19526648222036458,-157.62259627,0.0,2469888,0.0,0.0,-0.4146531004397078,0.0,26.53216,-2.1077294772010616e-08,-0.004491378567070054,-0.00042385585075845083,0.0,-0.6278304109537268,-0.5,-0.025162571051623672,0.00029387136,-34.07478981018066,7732,0.2,0.23704833984375,0.025217365,1.0017461776733398,-0.26178890466690063,0.9045316576957703,0.28079015389084816
559,0.21229674775403967,-5.7953076674644036e-05,228.96,-0.16579701186139134,-0.11975067071110661,0.01,-0.5012839814907828,-0.004823455211695409,4445,-0.0492680298646317,135,-0.04057152348689042,-0.673766781928841,-1.1490880334183415,0.0102912,0.0005202897462166018,0.647633024,0.0,-0.123562265338895,-0.10175034896659828,0.056203092015284,0.0,-0.18836939907511774,-153.8244747,0.0,2488320,0.0,0.0,-0.41702384922733016,0.0,26.543680000000002,-2.060336071022821e-08,-0.013785898592685029,-0.0004326325857044882,0.0,-0.6246422380634914,-0.5,-0.020926470693666488,0.00029382527999999997,-34.065305519104,7736,0.2,0.25948486328125,0.02572761,1.0011175870895386,-0.22946131229400635,0.906265377998352,0.33342541605234144
563,0.26803281024545966,-5.553834141620948e-05,259.94,-0.1753513629127802,-0.13477363040290452,0.01,-0.46261521724840393,-0.0047102264100884195,4444,-0.042765338782272816,136,-0.046796457007113365,-0.6434149666653991,-1.0846675428374692,0.010368,0.0006580933727996631,0.64761536,0.0,-0.12153686773608047,-0.10252962749923769,0.0654074464011212,0.0,-0.18928353185679994,-160.88149740999998,0.0,2506752,0.0,0.0,-0.4045975574911447,0.0,26.5552,-1.9375037493985256e-08,-0.0027365395405089077,-0.0004201061218667335,0.0,-0.6013224261293364,-0.5,-0.02272698903689161,0.0002937792,-34.072639083862306,7740,0.2,0.2676513671875,0.025146943,1.0018723011016846,-0.2415143847465515,0.8971724510192871,0.3251929089426994
568,-0.08287738439400195,-5.766107410627219e-05,255.56,-0.1725780196045591,-0.1321240794115261,0.01,-0.47403018994908463,-0.00480649686766425,4444,-0.04553809425366732,137,-0.04099915118299354,-0.6658853581630538,-1.1518422899973795,0.0104448,0.000647785222908068,0.6475976960000001,0.0,-0.12653654064859754,-0.10189917053814632,0.05767718265131125,0.0,-0.18893769217518466,-160.09877557999997,0.0,2525184,0.0,0.0,-0.40169122157586323,0.0,26.56672,-2.0599763087261556e-08,-0.008824174622237111,-0.0004363745738835236,0.0,-0.5604895065888343,-0.5,-0.020915563334710896,0.00029373311999999997,-34.06887645721436,7744,0.2,0.232666015625,0.022436637,1.0014145374298096,-0.21720299124717712,0.9015803933143616,0.3801586925983429
572,0.3224337060463575,-5.572116872862843e-05,257.38,-0.17107773576978472,-0.13700976403398243,0.01,-0.4791077430823197,-0.004823167559107627,4444,-0.04208459563314035,138,-0.04181068961503886,-0.6423952979551564,-1.1157723429477469,0.0105216,0.0006857625461028268,0.647580032,0.0,-0.12325605655715759,-0.10219131603537564,0.06690293325377648,0.0,-0.18244252849337647,-160.22163265999998,0.0,2543616,0.0,0.0,-0.4051500306773683,0.0,26.57824,-1.8860419321706206e-08,-0.0037681233351806454,-0.00042785570625765765,0.0,-0.6013953865584974,-0.5,-0.02530613332055509,0.00029368704,-34.06652717590332,7748,0.2,0.21922607421875,0.023218941,1.0014374256134033,-0.23305873572826385,0.9164534211158752,0.3213404640555382
576,0.2031202193187854,-5.60559163744285e-05,256.22,-0.1797037317620642,-0.13816211321830452,0.01,-0.47019604042170887,-0.00485118278022935,4444,-0.04019521906674425,139,-0.04840172584149552,-0.6180253866438071,-1.1121479457780665,0.0105984,0.0008127155370958564,0.647562368,0.0,-0.123021741345774,-0.10200037191569646,0.06634600093944204,0.0,-0.19578720762478447,-159.50109184000002,0.0,2562048,0.0,0.0,-0.4109915743092369,0.0,26.58976,-2.0062486810502783e-08,-0.01153167343858998,-0.00043057643884077606,0.0,-0.6359475213150966,-0.5,-0.021467132808174937,0.00029364096,-34.062194633483884,7752,0.2,0.2330810546875,0.02197669,1.0010426044464111,-0.2000063955783844,0.9039719700813293,0.3957325056195259
580,0.34172907284152404,-5.576472570241833e-05,246.01,-0.18303010650436255,-0.1392330826257556,0.01,-0.4770651711543652,-0.004931907561022429,4445,-0.03435714964871295,140,-0.04830447207619451,-0.6689001199641321,-1.1160852062565683,0.0106752,0.0005772558021514366,0.647544704,0.0,-0.1225108122130596,-0.10187917799722906,0.06650191631507203,0.0,-0.19580368138369292,-157.14275636000005,0.0,2580480,0.0,0.0,-0.41414030620146397,0.0,26.60128,-1.9538839727523453e-08,-0.0024726743465294304,-0.0004357537355109611,0.0,-0.6323142120029555,-0.5,-0.023200993426144123,0.00029359488,-34.071220779418944,7756,0.2,0.21260986328125,0.021652404,1.0018506050109863,-0.23774710297584534,0.9303942918777466,0.3332466810941696
584,0.2925936450563688,-5.552620921954425e-05,240.62,-0.1682594937502043,-0.138876850850448,0.01,-0.4623031875828556,-0.004884194305242423,4444,-0.042852822668565854,141,-0.046379919314382796,-0.635278076266001,-1.1034767683181803,0.010752,0.0006553807050093181,0.64752704,0.0,-0.1223003160208462,-0.10200519179340711,0.06457053600299413,0.0,-0.18291726727767887,-155.37273249,0.0,2598912,0.0,0.0,-0.3959577903489623,0.0,26.6128,-1.8731366644838693e-08,-0.009679998254320756,-0.0004297407361380691,0.0,-0.6260509789712279,-0.5,-0.023835280491039158,0.0002935488,-34.07354469299317,7760,0.2,0.214697265625,0.021021897,1.0018123388290405,-0.20271867513656616,0.9083853363990784,0.4023261830210686
588,0.12348013056903406,-5.427597385858619e-05,242.86,-0.19256730460563604,-0.133721986795834,0.01,-0.47864838023638445,-0.004975464434060071,4444,-0.04089047423622105,142,-0.05194729777174704,-0.6342917076071964,-1.1234673271992408,0.0108288,0.0005284277754577084,0.647509376,0.0,-0.12243999498013745,-0.10184698500607164,0.06761051813870256,0.0,-0.19686639699305208,-156.48740412,0.0,2617344,0.0,0.0,-0.39551126090111505,0.0,26.62432,-1.994567911966274e-08,-0.0027140796760733764,-0.0004309674062061645,0.0,-0.6450609773758249,-0.5,-0.021411949396133424,0.00029350272,-34.07479820251465,7764,0.2,0.22181396484375,0.022139035,1.0019185543060303,-0.20544788241386414,0.9116991758346558,0.4100481986999512
