curriculum/eff_scale,rollout/ep_rew_mean,reward_terms/lat_vel,reward_terms/energy,reward_terms/angmom,reward_terms/overrun,curriculum/ctrl_drop_prob,reward_terms/coef_rate,reward_terms/ang_xy,curriculum/stance_ratio,reward_terms/alive,reward_terms/residual_rate,reward_terms/step_rate,reward_terms/action_rate,reward_terms/residual,reward_terms/clearance,reward_terms/phase_contact,reward_terms/upright,time/fps,reward_terms/time,reward_terms/foot_ahead,reward_terms/assist_pen,curriculum/ent_coef,reward_terms/vz,reward_terms/hip_roll,rollout/ep_len_mean,reward_terms/stop,reward_terms/fwd_speed,reward_terms/foot_slip,reward_terms/height,reward_terms/air_time,reward_terms/stance_time,time/iterations,reward_terms/stance,time/total_timesteps,curriculum/sprint_dist_m,reward_terms/torque,reward_terms/motor_vel,curriculum/ctrl_jitter_ms,time/time_elapsed,train/std,train/policy_gradient_loss,train/loss,train/value_loss,train/entropy_loss,train/clip_range,train/learning_rate,train/clip_fraction,train/approx_kl,train/explained_variance,train/n_updates
0.0009984,-147.35499312000002,-5.3973867060928514e-08,-3.691271472069857e-05,-0.08286283745900978,0.0,0.0,-1.2754700884011605,-0.32906766608911925,0.649770368,0.0,0.0,0.0,-0.13136602893159535,-0.06101449979370942,0.07241377566735033,-0.32076640438352017,-0.24752697351930453,4190,-0.5,0.0,0.0,0.01,-0.20051131586151377,-0.010254521650878834,190.58,0.0,-1.2358854816042313,-0.4035300062763871,-0.046984558814482255,7.92098871897906e-05,-1.966648980871671e-05,14,-0.00023495796976335636,258048,25.14976,-0.000317250894078853,-5.34076077052903e-06,0.0,61,1.0015194416046143,-0.0059781235875561835,164.16807556152344,389.3528625488281,-19.873977947235108,0.2,0.000299880192,0.00662841796875,0.00358704,0.42118126153945923,52
0.0010752,-145.64887609,-5.340543777224808e-08,-4.0022642599748814e-05,-0.076770619568684,0.0,0.0,-1.2691646209937921,-0.3307726263371341,0.6497527040000001,0.0,0.0,0.0,-0.13120860827588984,-0.06106139101085566,0.06557339018594759,-0.34415378767763616,-0.22968594460095584,4194,-0.5,0.0,0.0,0.01,-0.16927345062889881,-0.00897914694548263,183.88,0.0,-1.1677599364197482,-0.4209535544643429,-0.040075518926377,8.68053175508976e-05,-2.9703320857758324e-05,15,-0.00044165458108756466,276480,25.16128,-0.000349654189265782,-5.7690772043888875e-06,0.0,65,1.0016342401504517,-0.0050578445196151735,137.54901123046875,322.5743377685547,-19.87584981918335,0.2,0.000299870976,0.0042236328125,0.0024964479,0.3853054642677307,56
0.001152,-146.76250702000002,-5.653145532613693e-08,-4.1842663618822793e-05,-0.08657500797873387,0.0,0.0,-1.273116551529611,-0.2994096755979453,0.64973504,0.0,0.0,0.0,-0.1320594985954278,-0.0610713703177693,0.07228383743685148,-0.3183509614114456,-0.23920546843656545,4198,-0.5,0.0,0.0,0.01,-0.19906756614106558,-0.010053335079689647,188.35,0.0,-1.271891422673614,-0.41553065927867056,-0.04761040052711812,9.277325201158722e-05,-0.0004245309715366198,16,-0.0009295100671931426,294912,25.1728,-0.0003502384586294257,-6.079610475490387e-06,0.0,70,1.0016354322433472,-0.00473809220129624,120.14409637451172,276.4837196350098,-19.875778675079346,0.2,0.00029986176,0.0044677734375,0.0027954332,0.36774158477783203,60
0.0012288,-145.72346686999998,-5.3031128830304054e-08,-4.5312280016551785e-05,-0.07958484600069707,0.0,0.0,-1.2779096201673337,-0.33852276007997806,0.649717376,0.0,0.0,0.0,-0.1321813952584443,-0.06103786693276268,0.07021851565125468,-0.3279031682968969,-0.24985882401714005,4200,-0.5,0.0,0.0,0.01,-0.17873231026630587,-0.009576740595228712,184.13,0.0,-1.2042494080295987,-0.40353770022267993,-0.04239655578806739,5.0998147344216704e-05,-1.7632115890996323e-05,17,-0.00020438602117793474,313344,25.18432,-0.0003865083572248441,-6.5346568499604514e-06,0.0,74,1.0012773275375366,-0.004904009314486757,108.92362213134766,254.15588150024413,-19.87416296005249,0.2,0.000299852544,0.00355224609375,0.0026969719,0.2910062074661255,64
0.0013056,-145.60048125,-5.5146145314033144e-08,-4.779685274491554e-05,-0.079957819814562,0.0,0.0,-1.2623101169321083,-0.34848924779678603,0.649699712,0.0,0.0,0.0,-0.13176732408368041,-0.0610797089309179,0.07179993359307196,-0.33158316573908947,-0.25760535986836275,4202,-0.5,0.0,0.0,0.01,-0.18399061087982385,-0.009767077777488451,183.56,0.0,-1.104866251151413,-0.4188676524463552,-0.04122240053009615,7.107187411747873e-05,-9.439994270602862e-05,18,-0.000854602549448339,331776,25.19584,-0.0004202609646186937,-6.819556171618475e-06,0.0,78,1.0013893842697144,-0.005025431711692363,108.83624267578125,245.6354133605957,-19.873033046722412,0.2,0.000299843328,0.00458984375,0.0028684114,0.2555045485496521,68
0.0013824,-146.22324417,-5.069080659606103e-08,-5.159797418127784e-05,-0.07367187634085764,0.0,0.0,-1.2664389504129892,-0.35863854708354487,0.6496820480000001,0.0,0.0,0.0,-0.13243637692164006,-0.061015501588532556,0.07214094841161753,-0.34563395516720297,-0.23788186523581706,4205,-0.5,0.0,0.0,0.01,-0.17509355784561662,-0.008398163180132284,186.04,0.0,-1.090537218982731,-0.4139943701139704,-0.03918795949890389,9.385829131739835e-05,-0.00010904841797633303,19,-4.320176445461236e-05,350208,25.20736,-0.00045095968825502753,-7.353793683459464e-06,0.0,83,1.0012739896774292,-0.005411474057473243,117.94696807861328,222.86258544921876,-19.87305393218994,0.2,0.000299834112,0.00509033203125,0.003043744,0.22305631637573242,72
0.0014592,-149.24723676999997,-5.4482788686456085e-08,-5.189707040528147e-05,-0.0837063271528175,0.0,0.0,-1.273455339617374,-0.3122006639689792,0.649664384,0.0,0.0,0.0,-0.1309468434536015,-0.06105576635019695,0.07419155330034323,-0.32744538058458783,-0.24496225915994824,4208,-0.5,0.0,0.0,0.01,-0.20297050815890966,-0.010132653382782316,198.13,0.0,-1.2833573443791828,-0.4034385211277529,-0.05028248983684461,9.928367217071354e-05,-3.7976488884952332e-06,20,-5.924733730714521e-05,368640,25.21888,-0.00043351800642558384,-7.59406042401121e-06,0.0,87,1.0012367963790894,-0.00586061617359519,84.3396224975586,207.38728256225585,-19.87302646636963,0.2,0.00029982489599999996,0.00777587890625,0.0031066523,0.18579477071762085,76
0.001536,-145.45361168,-5.689024068258182e-08,-5.582809314385992e-05,-0.06971745922058431,0.0,0.0,-1.269614608275682,-0.3313957242932201,0.64964672,0.0,0.0,0.0,-0.13095495048792627,-0.06109997924190077,0.0726254791724359,-0.3295710061436046,-0.22554905120829163,4209,-0.5,0.0,0.0,0.01,-0.17542412709663988,-0.010322106414011455,183.03,0.0,-1.127158919586027,-0.4001505470762925,-0.040595713976436194,0.0001236976725825419,-1.5054987872847252e-05,21,-0.00031237278412081217,387072,25.2304,-0.000485400778236286,-8.022556297337163e-06,0.0,91,1.0012320280075073,-0.005566085304599256,90.64911651611328,185.87230224609374,-19.871610164642334,0.2,0.00029981568,0.00606689453125,0.0029659045,0.15476638078689575,80
0.0016128,-145.26065706,-5.333555264942429e-08,-5.920340381053398e-05,-0.07726721311279344,0.0,0.0,-1.2795339496401332,-0.3486361473702733,0.649629056,0.0,0.0,0.0,-0.13084745983539509,-0.06125400267882074,0.07219765825783911,-0.34264163302773976,-0.23267878828939445,4211,-0.5,0.0,0.0,0.01,-0.17319090058119213,-0.009284093487865176,182.24,0.0,-1.1368483563116103,-0.4102014318106962,-0.03820516527852613,0.000178493620801924,-0.0002204031237245848,22,-9.433446014719579e-05,405504,25.24192,-0.0005296854118622517,-8.340746443655982e-06,0.0,96,1.0020675659179688,-0.005807392869610339,81.44348907470703,181.43025131225585,-19.87669982910156,0.2,0.000299806464,0.00634765625,0.0032567005,0.1310330033302307,84
0.0016896,-144.18070933,-5.178027154058295e-08,-6.270349568579121e-05,-0.07183708237895224,0.0,0.0,-1.2668602554326611,-0.3535537409459997,0.6496113920000001,0.0,0.0,0.0,-0.13082798807703566,-0.06108761777987971,0.06868908922852666,-0.3500267914454916,-0.2248316730813662,4211,-0.5,0.0,0.0,0.01,-0.16988884763009685,-0.010279118478411373,177.88,0.0,-1.0925365215851754,-0.42548512891551055,-0.0367373908280992,6.944432324315939e-05,-0.00037461812866644724,23,-0.0005944759496463947,423936,25.25344,-0.0005422161569509611,-8.930521989569249e-06,0.0,100,1.0019078254699707,-0.006437372067011893,84.218994140625,168.19788284301757,-19.878239822387695,0.2,0.000299797248,0.0119384765625,0.0041846014,0.11633902788162231,88
0.0017664,-144.91449118,-5.406960733420811e-08,-6.647105002470669e-05,-0.07093597159219202,0.0,0.0,-1.2764748441625915,-0.368735559898187,0.649593728,0.0,0.0,0.0,-0.13161723216044052,-0.06129617905557155,0.06970891409239761,-0.3602450838470347,-0.2285203320419408,4212,-0.5,0.0,0.0,0.01,-0.1647858836116409,-0.011331013649869466,180.89,0.0,-1.0882485170062681,-0.4431765903221461,-0.035894353007390294,0.00013780358454419507,-0.0001847317455232971,24,-0.0005313884520121056,442368,25.26496,-0.0005853423388095295,-9.328241002359016e-06,0.0,105,1.001454472541809,-0.006541293323971331,75.63456726074219,167.61519546508788,-19.875354385375978,0.2,0.000299788032,0.01070556640625,0.004321867,0.0959656834602356,92
0.0018432,-147.21074668,-5.492733208241746e-08,-6.663442176591484e-05,-0.07853558012313427,0.0,0.0,-1.2699145985974667,-0.3434915709677945,0.649576064,0.0,0.0,0.0,-0.130942364055173,-0.061466609528662564,0.07241412970216628,-0.3307815560272302,-0.24649765073976068,4211,-0.5,0.0,0.0,0.01,-0.18359369095285555,-0.010237592326159357,190.15,0.0,-1.2197793721177417,-0.3929186785601442,-0.04465127655599853,1.6818521544337273e-05,-0.0002502425308597998,25,-0.0011423828906874942,460800,25.27648,-0.000586353117078397,-9.439425948337374e-06,0.0,109,1.00204598903656,-0.006774863979080692,67.9417724609375,147.9710220336914,-19.87685022354126,0.2,0.000299778816,0.01585693359375,0.004993501,0.09000211954116821,96
0.00192,-146.49362262,-5.421177626114786e-08,-6.993202067983791e-05,-0.08238655668366973,0.0,0.0,-1.2624072571031713,-0.332619265366129,0.6495584,0.0,0.0,0.0,-0.13252876565189034,-0.061418761955656556,0.07270494093040233,-0.32568891474728817,-0.24811474023769423,4212,-0.5,0.0,0.0,0.01,-0.18640456527172317,-0.00976850943481873,187.22,0.0,-1.21426993368441,-0.39891378589504156,-0.04382564572161775,5.371080866704384e-05,-7.730931328195664e-06,26,-0.0007355559596926073,479232,25.288,-0.000604129044319399,-9.925045217121652e-06,0.0,113,1.0025050640106201,-0.006835525983478874,58.48211669921875,136.07976417541505,-19.88159761428833,0.2,0.00029976959999999996,0.01343994140625,0.004595501,0.07903707027435303,100
0.0019968,-148.07377638999998,-5.0983009104624875e-08,-7.344103142671223e-05,-0.08327812092769929,0.0,0.0,-1.263705469899059,-0.33887912021293676,0.6495407360000001,0.0,0.0,0.0,-0.13002581128927404,-0.06149578693744547,0.07491725327538962,-0.331639202132259,-0.25357870915106717,4213,-0.5,0.0,0.0,0.01,-0.19442478315800932,-0.009766525063181365,193.44,0.0,-1.199672902359551,-0.4097208622038312,-0.04657277461531569,0.00015462221927009523,-0.00021416439429028996,27,-0.0003813968354772104,497664,25.29952,-0.0006283563503444679,-1.0500908084553143e-05,0.0,118,1.002455472946167,-0.006814870866946876,60.93023681640625,127.86387176513672,-19.88045425415039,0.2,0.000299760384,0.02021484375,0.005607837,0.0821678638458252,104
0.0020736,-146.63789658000002,-5.490023123372891e-08,-7.765140073530267e-05,-0.07466551580556491,0.0,0.0,-1.2613661765315571,-0.35581113006674003,0.649523072,0.0,0.0,0.0,-0.13112994587841512,-0.06142451059963902,0.07497330601284423,-0.3442697648806152,-0.26306980326645063,4213,-0.5,0.0,0.0,0.01,-0.18356114352528438,-0.010422469585870002,187.73,0.0,-1.1669406220915617,-0.4042287840462739,-0.04169029787992573,0.00011827233053433399,-0.00011650848318822682,28,-0.00038581086679322085,516096,25.31104,-0.0006906200398402624,-1.0801432192074591e-05,0.0,122,1.002619743347168,-0.0064927518018521365,59.40142822265625,113.53552551269532,-19.8826491355896,0.2,0.000299751168,0.0103759765625,0.004105715,0.08405393362045288,108
0.0021504,-144.29656654000001,-5.288606249574939e-08,-8.055503350108396e-05,-0.07578582102377363,0.0,0.0,-1.2623014814804558,-0.3263215731270442,0.649505408,0.0,0.0,0.0,-0.13136875916686,-0.061457616371781966,0.06638443138260172,-0.3522966862120104,-0.2129731805260307,4214,-0.5,0.0,0.0,0.01,-0.15778559891818647,-0.009824204799043187,178.38,0.0,-1.072792907305414,-0.4161056428176437,-0.03384609092956389,8.138003371035059e-05,-0.00019463325346199176,29,-0.00043806240019954784,534528,25.32256,-0.0006782065719645471,-1.152598437042488e-05,0.0,126,1.0026428699493408,-0.006659977155504748,52.022674560546875,114.7930793762207,-19.882756423950195,0.2,0.000299741952,0.01585693359375,0.0052517145,0.06786590814590454,112
0.0022272,-149.40902601000005,-5.107041617206846e-08,-8.050114846602521e-05,-0.07819803250275317,0.0,0.0,-1.2452417872300723,-0.3557903728624143,0.649487744,0.0,0.0,0.0,-0.13053704008898592,-0.06143620642225389,0.07435253546013912,-0.3329826768781828,-0.27116415457587884,4213,-0.5,0.0,0.0,0.01,-0.18209128774529396,-0.009534523715045132,198.85,0.0,-1.1993638347381796,-0.4007617305958,-0.04260128444423503,0.000106336662106009,-0.00048814286128617823,30,-9.677048177211052e-05,552960,25.33408,-0.0007211071971061253,-1.109576524726809e-05,0.0,131,1.0025948286056519,-0.008207887853495776,46.82157516479492,101.20998191833496,-19.88197832107544,0.2,0.000299732736,0.02244873046875,0.0062249913,0.0656394362449646,116
0.002304,-149.38319092999996,-5.1038701747217776e-08,-8.362739702513059e-05,-0.07684359717132674,0.0,0.0,-1.2579417958424968,-0.3435609568029373,0.6494700800000001,0.0,0.0,0.0,-0.13106013953376142,-0.06139031850266899,0.0774428518888753,-0.31972249944509373,-0.2622743092617238,4212,-0.5,0.0,0.0,0.01,-0.19686904377247866,-0.01018466875484802,198.7,0.0,-1.203027245345598,-0.38447663533894716,-0.04599658227966877,0.00013400592918818197,-0.001508784638847121,31,-0.0007679814616071726,571392,25.3456,-0.0007315117946351208,-1.1787923346339301e-05,0.0,135,1.0024248361587524,-0.008108188118785619,41.11332321166992,92.47127380371094,-19.88150224685669,0.2,0.00029972352,0.02437744140625,0.006071384,0.05419588088989258,120
0.0023808,-150.11083322000002,-5.085838108053247e-08,-8.63779902527282e-05,-0.07518359810974266,0.0,0.0,-1.2508540508275723,-0.34177485895218196,0.649452416,0.0,0.0,0.0,-0.1320801842582069,-0.061815752189377945,0.07441157325399454,-0.3312873711224532,-0.24401832890964373,4212,-0.5,0.0,0.0,0.01,-0.1871640807735247,-0.009991290108451898,201.67,0.0,-1.1700480373134488,-0.38534226890585227,-0.043505765583344194,0.0001361759398908665,-0.00134520884441574,32,-0.0003973450235005737,589824,25.35712,-0.0007587256861179731,-1.2228542307264346e-05,0.0,140,1.0027716159820557,-0.0099967886460945,36.98042297363281,77.96247711181641,-19.8813777923584,0.2,0.000299714304,0.03326416015625,0.0074110194,0.06145310401916504,124
0.0024576,-148.20125925,-5.247717498552588e-08,-9.088681654775653e-05,-0.06980310307543408,0.0,0.0,-1.2576535223684977,-0.3420464902999882,0.649434752,0.0,0.0,0.0,-0.13065271174805979,-0.06189824150931553,0.07023178403222932,-0.3478223134771811,-0.22564731020920392,4211,-0.5,0.0,0.0,0.01,-0.16507433290292203,-0.008602233926180501,194.03,0.0,-1.1480213040153844,-0.4135699848411338,-0.03797599895918651,7.595466255831222e-05,-0.0017957835047531666,33,-0.00020675208375718713,608256,25.36864,-0.0007938682725039778,-1.2706521155108335e-05,0.0,144,1.0030192136764526,-0.00840245031286031,30.771976470947266,75.7724739074707,-19.88508520126343,0.2,0.00029970508799999996,0.0276611328125,0.0064707473,0.06904709339141846,128
0.0025344,-149.98880548,-5.43154500136802e-08,-9.039373681985963e-05,-0.08052967803620353,0.0,0.0,-1.258775893545593,-0.3279995419441105,0.649417088,0.0,0.0,0.0,-0.13109008506397307,-0.06162493316196709,0.07689819471165825,-0.33780644603033816,-0.25733172829128537,4211,-0.5,0.0,0.0,0.01,-0.18716095530260501,-0.010134275314673327,201.07,0.0,-1.205825720849137,-0.39527601613823066,-0.046442135730222274,0.00014051624263326326,-0.00011962738224408693,34,-0.0007394370916805261,626688,25.38016,-0.0007882419876805798,-1.2946462825914798e-05,0.0,148,1.0029019117355347,-0.009644396940711886,28.836734771728516,70.30019435882568,-19.88368797302246,0.2,0.000299695872,0.0369873046875,0.0076654083,0.06015491485595703,132
