reward_terms/residual,reward_terms/fwd_speed,time/iterations,reward_terms/coef_rate,reward_terms/lat_vel,rollout/ep_rew_mean,reward_terms/stop,reward_terms/vz,reward_terms/upright,time/total_timesteps,reward_terms/alive,reward_terms/overrun,reward_terms/energy,reward_terms/stance,curriculum/stance_ratio,reward_terms/time,reward_terms/hip_roll,reward_terms/phase_contact,reward_terms/torque,reward_terms/motor_vel,reward_terms/air_time,reward_terms/clearance,time/fps,reward_terms/ang_xy,curriculum/eff_scale,reward_terms/stance_time,reward_terms/angmom,rollout/ep_len_mean,reward_terms/height,reward_terms/foot_slip,reward_terms/action_rate,curriculum/ent_coef,time/time_elapsed,train/std,train/policy_gradient_loss,train/entropy_loss,train/loss,train/value_loss,train/explained_variance,train/clip_fraction,train/approx_kl,train/clip_range,train/learning_rate,train/n_updates
-0.50792301364972,-0.09039626527201577,11,-0.9184925067853472,-3.755865750325678e-09,-126.25543914,0.0,-0.23265273722736066,-0.4365503108371836,202752,0.5,0.0,-0.0001109093473330566,-0.0048636035877264415,0.6496928000000001,0.0,-0.018032810630848033,-0.4354096565364937,-0.0011657223056077452,-2.7185816954250076e-05,3.47221826410128e-05,0.04324339932950498,2835,-0.6170575063887976,0.003072,-0.016237502141545217,-0.23888147565933476,27.1,-0.03694240361358593,-0.6940578463484847,-0.11017687911603616,0.01,71,1.000040054321289,0.012229609536007047,-34.05354309082031,14.501846313476562,30.70885181427002,-5.5381999015808105,0.2630615234375,0.035132173,0.2,0.0003,33462
-0.5073432700364527,-0.11648748154409912,12,-0.9212121308802396,-3.812821229652622e-09,-126.52355723999999,0.0,-0.2335334079846234,-0.42921338286319777,221184,0.5,0.0,-0.00012370025280379943,-0.006865668164859911,0.64966208,0.0,-0.01755180016860869,-0.43384596009076376,-0.0012922733547263672,-3.0233201295997998e-05,3.363710776385334e-05,0.04180190701477176,2845,-0.6166867330476491,0.0033792,-0.02081594957174578,-0.2368064797833377,27.27,-0.03921952842771754,-0.7078480735957876,-0.11143420378813396,0.01,77,1.0000243186950684,0.011186921037733555,-34.053239822387695,16.957759857177734,32.54348278045654,-8.419986724853516,0.2431640625,0.029267292,0.2,0.0003,33463
-0.5043842464645768,-0.05324778981738081,13,-0.9319829379069111,-3.4165538607518584e-09,-125.01457210999999,0.0,-0.23131234292892236,-0.41563960156950314,239616,0.5,0.0,-0.00013496294978319675,-0.0034866443842658463,0.64963136,0.0,-0.017343513480151524,-0.43258043374819405,-0.0013634034124137301,-3.375489360719992e-05,7.703990882469548e-05,0.045606561123104676,2854,-0.6096002812284925,0.0036864,-0.013830278702597652,-0.23294543930088527,25.84,-0.03506279890406645,-0.6945354865503819,-0.11195187197499425,0.01,83,1.0000104904174805,0.008193453308194876,-34.05301856994629,30.41201400756836,70.7039909362793,-5.9569244384765625,0.225341796875,0.025642818,0.2,0.0003,33464
-0.5043877563296031,-0.02159603892676543,14,-0.9288630797184313,-4.111084144103074e-09,-128.49561907,0.0,-0.25386897803542596,-0.4648463417050308,258048,0.5,0.0,-0.0001462105252361736,-0.007116449270869167,0.6496006400000001,0.0,-0.01958218140141607,-0.4279124147139949,-0.001493620499396944,-3.566170360841867e-05,7.921002947518395e-05,0.0507566000544982,2863,-0.6262943358106257,0.0039936,-0.012684446022224924,-0.25422250388502465,29.29,-0.039014750795489515,-0.7111934593640629,-0.11110160762224346,0.01,90,1.0001298189163208,0.014425222994759679,-34.05442555745443,25.28192901611328,36.95404497782389,-11.162339210510254,0.3304850260416667,0.051217537,0.2,0.0003,33465
-0.5034337700085812,0.0051642262824361206,15,-0.9369621884675579,-3.684322980883926e-09,-125.68429392,0.0,-0.2535376948582066,-0.4648374588797953,276480,0.5,0.0,-0.0001569969142962729,-0.0030678015747612926,0.64956992,0.0,-0.017706682126956436,-0.4319198505677035,-0.0016126116017538736,-3.794718133453471e-05,6.835930980741978e-05,0.0489164090961455,2870,-0.6380223998564989,0.0043008,-0.008146148040800149,-0.25573358783764916,26.42,-0.03760335331977513,-0.7167037631903596,-0.11201984958943541,0.01,96,1.000090479850769,0.009588204634686312,-34.05393727620443,20.985383987426758,43.92630132039388,-9.820821762084961,0.22900390625,0.022995165,0.2,0.0003,33466
-0.5033959100914708,-0.008583911217024055,16,-0.9322243368252203,-3.741026978583935e-09,-128.00553757,0.0,-0.25608551563736626,-0.47708699954713857,294912,0.5,0.0,-0.00016257740079458826,-0.004949091872678019,0.6495392,0.0,-0.01836148556692875,-0.4330520646281319,-0.0016775625317724118,-3.980788148452873e-05,4.014752792297966e-05,0.05023213421968695,2876,-0.6336431365254707,0.004608,-0.010124769857308516,-0.2576141899857674,28.7,-0.0380346366503624,-0.6976313152819267,-0.11082241420072529,0.01,102,1.0001553297042847,0.008468907966744155,-34.054752349853516,22.69435691833496,52.79158878326416,-9.423809051513672,0.225830078125,0.020660525,0.2,0.0003,33467
-0.5022327842626861,0.050350854103489044,17,-0.9344196809637917,-3.85162226722054e-09,-127.34081488,0.0,-0.2625784159141267,-0.4788000430243968,313344,0.5,0.0,-0.00017907368208313728,-0.004696806148055396,0.64950848,0.0,-0.017606677572947253,-0.42783504062047856,-0.001839908073232283,-4.348851477072684e-05,5.75086386460397e-05,0.053311959069224084,2878,-0.6384422235963673,0.0049152,-0.007266157620405365,-0.2631637661374937,28.14,-0.04094852044026567,-0.7284942298791948,-0.11197070626546675,0.01,108,1.0020959377288818,-0.008746758627239615,-34.07075309753418,8.223101615905762,29.089975357055664,-5.404989719390869,0.30465087890625,0.035525315,0.2,0.0003,33471
-0.5017818369095732,-0.001141192432618846,18,-0.9242389092446399,-3.952102819291372e-09,-126.86487656,0.0,-0.25730933273188233,-0.49148453372876955,331776,0.5,0.0,-0.00018828130105945208,-0.005635725949679437,0.64947776,0.0,-0.01915034287490761,-0.43446604163071184,-0.0019524746500010864,-4.5164194056593186e-05,3.3637117465130155e-05,0.04906366399438831,2883,-0.6448924355389235,0.0052224,-0.006932498731960853,-0.2683317300848597,27.68,-0.03717689686663342,-0.7271933571212943,-0.11080163607031154,0.01,115,1.0007266998291016,0.007570694480091333,-34.06332092285156,12.03348159790039,13.67090301513672,-6.192206382751465,0.25654296875,0.022603828,0.2,0.0003,33472
-0.5017760245647411,-0.036161316662636465,19,-0.9329989844596942,-3.9838230160735695e-09,-126.99957666,0.0,-0.2437819542815898,-0.46072545052962854,350208,0.5,0.0,-0.0001976550770453703,-0.006448065693239053,0.64944704,0.0,-0.01856825209489226,-0.43239702728174634,-0.002050756157720472,-4.8067604458066613e-05,3.255205228924751e-05,0.046297356267530704,2887,-0.6292352906092761,0.0055296,-0.011027004341788901,-0.24932097502682993,27.83,-0.03488628892423801,-0.7062826223934868,-0.11203731827854051,0.01,121,1.0009474754333496,0.002529154864272901,-34.06614739554269,12.285112380981445,24.69858510153634,-6.176945686340332,0.2216796875,0.037257314,0.2,0.0003,33474
-0.502874624930604,-0.001798811410185658,20,-0.9410103781844459,-4.2097909406646295e-09,-128.34902932,0.0,-0.2613720073445296,-0.49367703437914173,368640,0.5,0.0,-0.00021260930546360642,-0.004731321864442832,0.64941632,0.0,-0.01903151296373796,-0.43365091957412794,-0.0022069867965449257,-5.031906486689027e-05,5.5338479190443955e-05,0.051461659427267124,2892,-0.6322189027418771,0.0058368,-0.013091889504317401,-0.2674040846704371,29.17,-0.038505694106092885,-0.7225764615445814,-0.11128185419742964,0.01,127,1.0006670951843262,0.016386367194354535,-34.062312316894534,2.417170763015747,6.60631160736084,-9.131365776062012,0.26279296875,0.023794496,0.2,0.0003,33475
-0.5022852542367838,0.011847321151736286,21,-0.9433851281514725,-4.3027905134026444e-09,-127.24531827000001,0.0,-0.2609939492453377,-0.48404351626722647,387072,0.5,0.0,-0.00022618940766769608,-0.006217641356806312,0.6493856,0.0,-0.01946882382612615,-0.4360557393764999,-0.0023280304416105724,-5.3283718080948833e-05,5.4253414014561306e-05,0.04930712887702116,2896,-0.6330100461864588,0.006144,-0.011073662791103642,-0.26373217136443305,28.09,-0.03678276803897832,-0.7434588922777295,-0.11138527082481575,0.01,133,1.0001806020736694,0.008224971010349691,-34.05665588378906,7.950742721557617,17.984941482543945,-7.117402076721191,0.221923828125,0.02570111,0.2,0.0003,33476
-0.501805396833588,0.05426571322909092,22,-0.946231979257088,-4.354337024538979e-09,-127.25997943,0.0,-0.2720958132266514,-0.5146886391161078,405504,0.5,0.0,-0.0002368588024138939,-0.0069278448812121925,0.64935488,0.0,-0.02035372805828337,-0.4367724223075958,-0.0023973316024053,-5.569576443592502e-05,2.7126687604727016e-05,0.054067056723923895,2899,-0.6331523653959521,0.0064512,-0.007582454274395584,-0.26393031545047724,28.02,-0.041628395541581216,-0.7549314052969559,-0.11123048590755394,0.01,139,1.000320315361023,0.02246352704241872,-34.05829366048177,6.344315528869629,15.568270683288574,-6.232848644256592,0.341064453125,0.049786758,0.2,0.0003,33477
-0.5018249924680668,0.056025206794586696,23,-0.955463315239008,-4.161131565165725e-09,-127.41074616000002,0.0,-0.27313316449530045,-0.5003464323860994,423936,0.5,0.0,-0.00024830340810100363,-0.008768135895613424,0.64932416,0.0,-0.02207720022398937,-0.43711572580461194,-0.0025279551337588687,-5.754434813311191e-05,7.812493519547085e-05,0.05250100672503615,2903,-0.6388038013529047,0.0067584,-0.005778529223688465,-0.2670829065259026,28.17,-0.03929642661919938,-0.7826510351591385,-0.11061508438196417,0.01,146,1.0002715587615967,0.007907041969398657,-34.05749638875326,7.665523529052734,17.965748469034832,-7.955710411071777,0.241943359375,0.022587417,0.2,0.0003,33478
-0.5010331849949091,0.07913489349324913,24,-0.9521075094182814,-4.464752014988557e-09,-127.41826702000002,0.0,-0.27328456685443814,-0.5048686986990982,442368,0.5,0.0,-0.00025980159690862435,-0.00916132027272178,0.64929344,0.0,-0.022351620987654877,-0.44084151695380513,-0.0026228155066330477,-5.964328066828151e-05,4.7742993855434987e-05,0.05313023842296911,2903,-0.6572625769536196,0.0070656,-0.00615721775425805,-0.27912831594175774,28.29,-0.038255363795605984,-0.7763203812553934,-0.11081524844145284,0.01,152,1.0003489255905151,0.009370577288791537,-34.05844497680664,8.570353507995605,29.261555194854736,-6.994205951690674,0.227294921875,0.01998197,0.2,0.0003,33479
-0.5007013976001915,0.03928124602441484,25,-0.9593930375922385,-4.633256872441911e-09,-125.64374131000001,0.0,-0.2641859835695105,-0.5123548900143309,460800,0.5,0.0,-0.00026616164617046994,-0.011566528806848409,0.6492627200000001,0.0,-0.02365871428951137,-0.4425249709353408,-0.0026810314182490183,-6.085907908119909e-05,5.099821848691338e-05,0.05163836560730847,2905,-0.6296990674502596,0.0073728,-0.010323880788443299,-0.2636323004721448,26.38,-0.039460208858897755,-0.7818483455571158,-0.1096116310058136,0.01,158,1.0009849071502686,-0.001354958803858608,-34.06586837768555,9.262483596801758,26.999221420288087,-7.50596809387207,0.2924072265625,0.039316677,0.2,0.0003,33481
-0.500409192999611,0.06521709974564723,26,-0.9665180476662779,-4.82324810919258e-09,-127.09262434,0.0,-0.2805438212263483,-0.5334908391270202,479232,0.5,0.0,-0.0002805434097355819,-0.009414777888826,0.649232,0.0,-0.023159773756725253,-0.45446053050563795,-0.002882594315910842,-6.286448084524109e-05,2.604163213012119e-05,0.05417090644322477,2906,-0.636567961449176,0.00768,-0.00808321406333966,-0.27616951792992145,27.85,-0.040513463735326743,-0.7991320768896739,-0.10955372390958829,0.01,164,1.0015736818313599,-0.009797672175669245,-34.073020117623464,3.1840295791625977,13.641586746488299,-8.105749130249023,0.30599539620535715,0.037836283,0.2,0.0003,33484
-0.500279161383692,0.07540934337933558,27,-0.9641261282616443,-4.789900133612171e-09,-128.25498389,0.0,-0.2793478221157622,-0.5381072818134445,497664,0.5,0.0,-0.00028873972476625357,-0.012420322161089575,0.64920128,0.0,-0.02325110688806618,-0.44857563851559995,-0.0029804929904330003,-6.560514576548205e-05,6.184889934957027e-05,0.05520031341538933,2908,-0.6428068074034932,0.0079872,-0.00666557252245386,-0.26813808821361595,28.96,-0.04161782529044964,-0.7874773244935778,-0.10924782970488178,0.01,171,1.0010119676589966,0.008157559360067049,-34.065539042154946,2.282634973526001,6.852768739064534,-8.04433536529541,0.2763264973958333,0.05399804,0.2,0.0003,33486
-0.5001610831186685,0.10017796477245784,28,-0.95763992236165,-4.565821451041428e-09,-127.83677209,0.0,-0.2773257473609172,-0.5283096742358732,516096,0.5,0.0,-0.00030438867174989405,-0.009855628158095384,0.6491705600000001,0.0,-0.022620532353404263,-0.44323056902186453,-0.00309231127498648,-6.830446292023264e-05,2.3871472674525445e-05,0.05532463034501278,2910,-0.6408215936252157,0.0082944,-0.004650057728415252,-0.27597522068637126,28.72,-0.038919377705297596,-0.7979745318056016,-0.11031178637248361,0.01,177,1.000683307647705,0.01658849761588499,-34.06236553192139,3.584085702896118,8.833649277687073,-8.01708984375,0.310546875,0.02787517,0.2,0.0003,33487
-0.5017885597792447,0.05866817161677992,29,-0.964083789604865,-4.396937800666504e-09,-128.59164011999997,0.0,-0.27180165215805213,-0.5339634849931778,534528,0.5,0.0,-0.0003098699872722528,-0.011185211605462103,0.64913984,0.0,-0.022814059593096323,-0.45619851295377856,-0.003192082256367861,-6.992413055514955e-05,1.8446156496389045e-05,0.05203204060988482,2913,-0.6491986833233921,0.0086016,-0.007800010665151704,-0.27552823889452305,29.36,-0.0387796978524211,-0.7956028116910226,-0.10959538740950826,0.01,183,1.0006197690963745,0.007723876449745148,-34.06146717071533,8.96489429473877,13.390976309776306,-4.053433895111084,0.25927734375,0.025064278,0.2,0.0003,33488
-0.5019073261286896,0.03444851931107167,30,-0.9629290881234045,-4.49272670544877e-09,-130.46699221999998,0.0,-0.27231200236560593,-0.5168759845643227,552960,0.5,0.0,-0.0003256144945662975,-0.01282902390362365,0.64910912,0.0,-0.023171924304054566,-0.4523306091780823,-0.003325262803748854,-7.377933632100223e-05,3.3637117465130155e-05,0.051453562977111705,2915,-0.6416649068079026,0.0089088,-0.011046536137453385,-0.26696958458055003,31.25,-0.03778248549799935,-0.7977695330525189,-0.11000306056899672,0.01,189,1.000998616218567,0.005159647359202306,-34.065659840901695,4.833032608032227,10.546699603398642,-9.97854232788086,0.2237548828125,0.045632936,0.2,0.0003,33490
-0.5010465768374237,0.05790624554789392,31,-0.943090506600694,-4.8823930844046336e-09,-125.85312728000001,0.0,-0.26875301842394245,-0.5129239081480047,571392,0.5,0.0,-0.0003392825314882683,-0.012264027920646351,0.6490784,0.0,-0.023152192973474053,-0.44685259271157246,-0.0033755865835589562,-7.81247312428199e-05,4.231767767729858e-05,0.052599750466585014,2917,-0.6411382499632218,0.009216,-0.006399730789578623,-0.27044952081335244,26.6,-0.0374578399825001,-0.8289320650353895,-0.10980430408798664,0.01,195,1.0005879402160645,0.008339541614986956,-34.061405181884766,8.247529029846191,14.267287135124207,-7.1347455978393555,0.2525634765625,0.021007631,0.2,0.0003,33491
-0.5022491018005467,0.07920429758443488,32,-0.9587001404887732,-4.4464182579907185e-09,-127.58786986999999,0.0,-0.2707755154167593,-0.5311122052245467,589824,0.5,0.0,-0.0003498111537625,-0.011369187359158364,0.64904768,0.0,-0.022650002732220124,-0.45045704843828155,-0.0035725570138700705,-7.939493288187862e-05,3.689233239533173e-05,0.05146131394231835,2918,-0.6592789896097303,0.0095232,-0.006449101214659297,-0.276337790157341,28.4,-0.036992020165287604,-0.8222279018375755,-0.11110821398986291,0.01,202,1.0009483098983765,0.005839511790933709,-34.06542078653971,2.3189055919647217,7.19449249903361,-7.780632019042969,0.2103271484375,0.046393584,0.2,0.0003,33493
-0.5022834681014776,0.10311820968226462,33,-0.9571266125466781,-4.827134731281773e-09,-125.94570556,0.0,-0.2758091590273451,-0.5418633218886567,608256,0.5,0.0,-0.0003623154991101187,-0.009275957413162863,0.64901696,0.0,-0.023411210648538145,-0.4467476777722756,-0.00375481911403367,-8.198874500903056e-05,6.184889934957027e-05,0.055619810957612495,2919,-0.6369339436897177,0.0098304,-0.006566288494569663,-0.2737430815517603,26.75,-0.042525573705223106,-0.7908446507510614,-0.10964721606470756,0.01,208,1.000450849533081,0.01848045674463113,-34.06002426147461,2.82340931892395,9.18858257929484,-8.382513999938965,0.317626953125,0.036639605,0.2,0.0003,33494
-0.5022853309361683,0.055565978701477135,34,-0.9770349126302589,-4.5623462487875295e-09,-128.60544393,0.0,-0.26650523040695867,-0.5422401085263976,626688,0.5,0.0,-0.0003585702924744606,-0.012376692834161838,0.64898624,0.0,-0.0235303189354916,-0.4591858632174712,-0.0037532777688451834,-8.23874128553524e-05,3.3637117465130155e-05,0.05192437593397895,2920,-0.6149955553037475,0.0101376,-0.008784168103981452,-0.25481998601054384,29.33,-0.04165532414839643,-0.7822036836466091,-0.10862281913853583,0.01,214,1.0005545616149902,0.008720290148630738,-34.06124210357666,14.984857559204102,19.229440450668335,-2.8709118366241455,0.30645751953125,0.03308793,0.2,0.0003,33495
-0.5013453913990383,0.08597449999568893,35,-0.9649454293770793,-4.524920554013295e-09,-129.13861354000002,0.0,-0.2677816058806863,-0.5377908255707086,645120,0.5,0.0,-0.00037997506688250215,-0.013271452488976246,0.64895552,0.0,-0.02396426523905454,-0.4542872027360682,-0.0038704629384765724,-8.814352184195929e-05,3.2552023185417056e-05,0.05653703653673129,2922,-0.6244411572127047,0.0104448,-0.007407215619524423,-0.26863627805426427,30.02,-0.03961613850645394,-0.7914215043060833,-0.11027303518821256,0.01,220,1.0010201930999756,0.011323454479376474,-34.06623649597168,1.885209083557129,5.388718684514363,-7.930347442626953,0.3034261067708333,0.05926694,0.2,0.0003,33497
-0.5028910214751664,0.04224935626197829,36,-0.9633760512543635,-5.103722716978203e-09,-130.68281083,0.0,-0.26181825384915286,-0.5515576243744523,663552,0.5,0.0,-0.0003866988784916339,-0.01143042078984779,0.6489248,0.0,-0.02434047290115436,-0.4514414295985117,-0.004036078643373452,-8.849002672119103e-05,2.495654755168491e-05,0.05467111427119132,2924,-0.6278279945034773,0.010752,-0.009928914808875157,-0.26292148257944026,31.46,-0.04073212658153462,-0.7893035824403755,-0.10807340287044168,0.01,226,1.000347375869751,0.012167470762506127,-34.05819956461588,5.047635078430176,12.943164189656576,-9.245172500610352,0.2798665364583333,0.032915406,0.2,0.0003,33498
-0.5024385065828431,0.04654294483979828,37,-0.9491149802544621,-4.715218541637101e-09,-130.09008562,0.0,-0.2546468993936556,-0.5342512457842411,681984,0.5,0.0,-0.00040717936566688466,-0.012718140820671584,0.64889408,0.0,-0.023882328527827013,-0.45164963504886835,-0.004165628267311914,-9.332710875067467e-05,3.146697741208805e-05,0.05125377210946633,2926,-0.6195837229333737,0.0110592,-0.011877154988016829,-0.262412055769171,30.9,-0.03832103907975583,-0.7987023063556163,-0.10864772203599543,0.01,232,1.0005073547363281,0.012788110761903226,-34.059874534606934,4.05502462387085,14.059855461120605,-11.792974472045898,0.2857666015625,0.030699758,0.2,0.0003,33499
-0.5034898787445901,0.04185902836973376,38,-0.9517921120452968,-5.066953457045232e-09,-129.3790579,0.0,-0.24945944565790207,-0.5248996954621501,700416,0.5,0.0,-0.00041954543048341677,-0.013939666038597927,0.64886336,0.0,-0.024169735350665952,-0.44592555852694915,-0.0043254772747955885,-9.615582583401149e-05,3.6892303291501273e-05,0.053249552433522376,2928,-0.6117562499298556,0.0113664,-0.011273855990212824,-0.2542415572085775,30.25,-0.03812283686220802,-0.8030674164541811,-0.10921326266775262,0.01,239,1.0010173320770264,0.0015062082093209028,-34.06560277938843,2.033078193664551,6.36956250667572,-6.422459125518799,0.313934326171875,0.04470074,0.2,0.0003,33501
-0.5016829355823292,0.06333184473727153,39,-0.9490173487442518,-4.61036327348603e-09,-130.13303321,0.0,-0.2573435992520187,-0.5324628728482833,718848,0.5,0.0,-0.0004261933802786773,-0.008453687371831322,0.6488326400000001,0.0,-0.023315758116768615,-0.45203915059735006,-0.004409408396169359,-9.832653577641277e-05,2.929683735904594e-05,0.05400480945677691,2929,-0.6300789670901725,0.0116736,-0.009379870754653692,-0.2636744386340222,31.14,-0.038366150163376314,-0.7819155864632499,-0.1098514979588648,0.01,245,1.0003407001495361,0.009869116474874318,-34.05722618103027,2.682739734649658,6.325615286827087,-10.469738006591797,0.25372314453125,0.022947114,0.2,0.0003,33502
