reward_terms/stance,reward_terms/step_rate,time/fps,rollout/ep_len_mean,reward_terms/fwd_speed,curriculum/ent_coef,reward_terms/assist_pen,curriculum/eff_scale,reward_terms/stance_time,reward_terms/air_time,reward_terms/height,time/time_elapsed,time/total_timesteps,reward_terms/foot_ahead,rollout/ep_rew_mean,reward_terms/action_rate,reward_terms/time,reward_terms/clearance,curriculum/sprint_dist_m,reward_terms/angmom,reward_terms/coef_rate,reward_terms/energy,reward_terms/vz,reward_terms/ang_xy,reward_terms/stop,reward_terms/lat_vel,reward_terms/residual,reward_terms/phase_contact,reward_terms/torque,reward_terms/overrun,curriculum/ctrl_jitter_ms,reward_terms/motor_vel,reward_terms/alive,reward_terms/hip_roll,time/iterations,reward_terms/upright,curriculum/ctrl_drop_prob,curriculum/stance_ratio,reward_terms/foot_slip,train/policy_gradient_loss,train/learning_rate,train/clip_fraction,train/entropy_loss,train/std,train/n_updates,train/loss,train/approx_kl,train/explained_variance,train/clip_range,train/value_loss
-0.11209484717221528,0.0,4573,143.19,-0.5351497721724917,0.01,0.0,0.3159552,-0.00013115672562788759,0.0005788840030113028,-0.028913532993182927,16585,75847680,0.0,-134.60722786,-0.115468741588102,-0.5,0.11023339552831234,72.39328,-0.2879849280036775,-0.7316566620602726,-0.021233657035891015,-0.26686466407787945,-0.4813559153326271,0.0,-6.122760930815881e-08,-0.10402978161035002,-0.2581306081633114,-0.19081996588242864,0.0,0.0,-0.004426456689766974,0.0,-0.17711551280859797,4115,-0.3933099435996932,0.0,0.577330304,-0.23915017251607906,-0.014177142712287604,0.00011042688000000001,0.108056640625,-34.06002788543701,1.0006084442138672,33767,-0.362386554479599,0.014130359,0.9838908910751343,0.2,0.0028970984276384115
-0.1266299611115683,0.0,4573,138.4,-0.6014767187443029,0.01,0.0,0.316032,-0.00011962792551558878,0.00048285532587518293,-0.0329800334066375,16589,75866112,0.0,-133.46261941,-0.11550991572862546,-0.5,0.1102720372337952,72.4048,-0.3141967579978666,-0.7466998716535924,-0.0214324537359129,-0.28093493270581643,-0.4918396087274346,0.0,-7.182352801327775e-08,-0.10399059379372547,-0.25294919345659417,-0.19311089100402018,0.0,0.0,-0.004478288870591785,0.0,-0.19014802416677848,4116,-0.3811519137892251,0.0,0.57731264,-0.22982377024135797,-0.015634180407505482,0.0001103808,0.1080078125,-34.0577054977417,1.000531792640686,33771,-0.3650228977203369,0.013859088,0.9827632904052734,0.2,0.0033461397630162536
-0.1336304430417163,0.0,4573,139.56,-0.6470889674490117,0.01,0.0,0.3161088,-3.1331078692649804e-05,0.000593532116100606,-0.035109280696226194,16593,75884544,0.0,-133.77209591,-0.11633476722065085,-0.5,0.11724551350548235,72.41632000000001,-0.35037957132884917,-0.7588834277550562,-0.02245242024825005,-0.30340898000341077,-0.5235410197078331,0.0,-7.034262001935032e-08,-0.10397914713271356,-0.24872761793923134,-0.19510773411755306,0.0,0.0,-0.004749039226067118,0.0,-0.1938940603745928,4117,-0.4190363730485689,0.0,0.577294976,-0.21798908205491851,-0.01419355592224747,0.00011033472,0.117333984375,-34.05999526977539,1.0006513595581055,33775,-0.36563682556152344,0.014082199,0.9825642704963684,0.2,0.0032287865062244235
-0.10963218016935784,0.0,4573,137.42,-0.6660748584499283,0.01,0.0,0.3161856,-0.00021918244763380953,0.0006212015578057617,-0.033174143463100526,16597,75902976,0.0,-133.21660878,-0.11509536825523743,-0.5,0.1117471796154969,72.42784,-0.33665896298115155,-0.7334130158025443,-0.02144040848499927,-0.28144998877542415,-0.49033757525170135,0.0,-6.606632498991736e-08,-0.10403428277501663,-0.24423136791464758,-0.18895136636106474,0.0,0.0,-0.004448437653467666,0.0,-0.17189464315057887,4118,-0.37750539678603867,0.0,0.577277312,-0.2132035891497828,-0.015323867974802851,0.00011028864,0.11787109375,-34.06295108795166,1.0008186101913452,33779,-0.363476425409317,0.014377469,0.9763452410697937,0.2,0.004141981515567749
-0.14211412592393546,0.0,4573,132.02,-0.6711670949845396,0.01,0.0,0.3162624,-2.170105775197347e-05,0.00046006888603895076,-0.03999746717035479,16600,75921408,0.0,-131.84652778999998,-0.11512401104197341,-0.5,0.11458679226138949,72.43936,-0.34359869757734923,-0.716238274576046,-0.02092864113792952,-0.3083066558820658,-0.5053702754789247,0.0,-6.506617904508126e-08,-0.10378605203355723,-0.24486978109787735,-0.17973739691512688,0.0,0.0,-0.004431661683488186,0.0,-0.18859115523321826,4119,-0.4084127320501244,0.0,0.5772596480000001,-0.2029978265494944,-0.015185971301980317,0.00011024255999999999,0.10897216796875,-34.063743019104,1.0008472204208374,33783,-0.3715675175189972,0.013919848,0.986492395401001,0.2,0.0025324558839201925
-0.12192451475360115,0.0,4573,136.85,-0.5834890442086093,0.01,0.0,0.3163392,-1.3562837719089455e-06,0.0007259105170507812,-0.027970869408155574,16604,75939840,0.0,-133.06615268,-0.11642317344671417,-0.5,0.10736820252643295,72.45088,-0.32309273102231306,-0.7349298335555583,-0.02074332300559999,-0.26827899409310163,-0.4864655905161034,0.0,-5.7852704334434866e-08,-0.10378442341830665,-0.2558221616310451,-0.19400680534329945,0.0,0.0,-0.0042141259459732615,0.0,-0.17689821848893808,4120,-0.4194864933904802,0.0,0.577241984,-0.23402671473399042,-0.01473862408893183,0.00011019648,0.1120361328125,-34.06577262878418,1.0010366439819336,33787,-0.3652585744857788,0.013570165,0.9838384389877319,0.2,0.003145053971093148
-0.12615666269820788,0.0,4573,132.63,-0.6685578084022381,0.01,0.0,0.316416,-5.6558712256244486e-05,0.0005875644112368011,-0.0343580148145965,16608,75958272,0.0,-132.02342448000002,-0.11658153175299432,-0.5,0.11528703903258854,72.4624,-0.35832457530488104,-0.7332553804952799,-0.021281349319397447,-0.29392757610536324,-0.5014503600754073,0.0,-5.76021523098843e-08,-0.10389749786582975,-0.24292425646550303,-0.18081913416478487,0.0,0.0,-0.004486876720438291,0.0,-0.17058610470269725,4121,-0.392469133389544,0.0,0.57722432,-0.20433942218069232,-0.01597363401670009,0.00011015040000000001,0.12095947265625,-34.065520477294925,1.0010082721710205,33791,-0.3648720681667328,0.015934074,0.9829527735710144,0.2,0.003120501444209367
-0.12724763222397548,0.0,4573,129.19,-0.6706160944905626,0.01,0.0,0.3164928,-1.057926177357634e-05,0.0004220913720524146,-0.03684083415640436,16612,75976704,0.0,-131.19010099,-0.11357382632747143,-0.5,0.11633778628913378,72.47391999999999,-0.34524275675513144,-0.7256786041004865,-0.021478099947616965,-0.2841020805405144,-0.48989212600623167,0.0,-6.25303806624117e-08,-0.10387282574669778,-0.2456484547113078,-0.190502980663507,0.0,0.0,-0.004507723402038013,0.0,-0.19284186085496907,4122,-0.39230045708474054,0.0,0.577206656,-0.19861200346681526,-0.014846915833186359,0.00011010432000000001,0.1238525390625,-34.06334228515625,1.0007387399673462,33795,-0.36471229791641235,0.014751864,0.9867590069770813,0.2,0.002437035564798862
-0.10196397110970092,0.0,4573,134.3,-0.5741389441374596,0.01,0.0,0.3165696,-3.458603815589514e-05,0.0005615226982627064,-0.035916266245968075,16616,75995136,0.0,-132.41589699999997,-0.11534093692597677,-0.5,0.11444198215213938,72.48544000000001,-0.3368386842341534,-0.7452726096501051,-0.021518416264509867,-0.2916496309044232,-0.4767566541971232,0.0,-5.45697689442216e-08,-0.10401097425720542,-0.2522919911777153,-0.19206182147328166,0.0,0.0,-0.004435490346530697,0.0,-0.17875739320336972,4123,-0.4170583675017394,0.0,0.577188992,-0.2190407108436524,-0.01576058769132942,0.00011005824,0.1150634765625,-34.0613676071167,1.0006706714630127,33799,-0.36762407422065735,0.01295851,0.9874270558357239,0.2,0.002409771177917719
-0.12326485756683961,0.0,4573,134.78,-0.5574027224545346,0.01,0.0,0.3166464,-0.00012830878323357966,0.000607638031296018,-0.030776203449508783,16620,76013568,0.0,-132.47013267999998,-0.11574979620070619,-0.5,0.11154711569756522,72.49696,-0.31440523030873874,-0.7326702101766629,-0.020909395472581183,-0.2691237186110186,-0.4918614216530919,0.0,-5.622889234118683e-08,-0.10384157093177819,-0.2571513023574258,-0.19484539000294077,0.0,0.0,-0.00425130149375687,0.0,-0.16907890100384051,4124,-0.3800411354588047,0.0,0.577171328,-0.23195306627104095,-0.015235227718949317,0.00011001216,0.1165283203125,-34.06266746520996,1.0007575750350952,33803,-0.3650350272655487,0.014497968,0.9875493049621582,0.2,0.0023333314573392274
-0.11656640749356623,0.0,4573,130.05,-0.5586041569948246,0.01,0.0,0.3167232,-8.639787362578015e-05,0.0004969612184342825,-0.03085481875280338,16624,76032000,0.0,-131.38131368,-0.1132620584651993,-0.5,0.11167008050021503,72.50847999999999,-0.3451959499885679,-0.7263205868362002,-0.0206507820822151,-0.27276973047742875,-0.49442865047731893,0.0,-4.7998113197848815e-08,-0.1041745338849343,-0.253155027453215,-0.181698335733261,0.0,0.0,-0.004359120269610583,0.0,-0.15906714194092444,4125,-0.40149480447295915,0.0,0.577153664,-0.21468291192099193,-0.011682650458533317,0.00010996608000000002,0.123388671875,-34.066188430786134,1.0012232065200806,33807,-0.3580823540687561,0.016183944,0.9346759915351868,0.2,0.008608797262422741
-0.11243137258625409,0.0,4573,137.31,-0.6124435088717448,0.01,0.0,0.3168,-3.7705881469365624e-05,0.0006488706114598446,-0.032797419246410414,16628,76050432,0.0,-133.16917058,-0.11563709438801115,-0.5,0.11240982594199542,72.52000000000001,-0.3033914280750372,-0.7215900477471638,-0.021381157757857552,-0.2836855969701473,-0.47702021228520436,0.0,-6.262612474014427e-08,-0.10401523571512014,-0.2560361593255369,-0.19948770892219966,0.0,0.0,-0.004263343170475382,0.0,-0.1829568908731909,4126,-0.3818217707946938,0.0,0.577136,-0.24073854486774696,-0.016615607112180443,0.00010992,0.13009033203125,-34.0711030960083,1.0013949871063232,33811,-0.36836719512939453,0.015913524,0.9773555994033813,0.2,0.0035802061087451876
-0.1173820821527829,0.0,4573,134.16,-0.646526541274955,0.01,0.0,0.3168768,-0.00041273134734688536,0.0005864793007882932,-0.031627768771124526,16632,76068864,0.0,-132.37418725999999,-0.11639642612788098,-0.5,0.10868733321007343,72.53152,-0.3355647971307692,-0.7267946829914668,-0.020487265748672608,-0.25463906781181067,-0.505189633269987,0.0,-5.090550565871084e-08,-0.1037805336842606,-0.25701656940526024,-0.18436773366491327,0.0,0.0,-0.004210348765922375,0.0,-0.16310679692765281,4127,-0.38576397458720885,0.0,0.5771183360000001,-0.2399499635297516,-0.016368734161369504,0.00010987392,0.1179443359375,-34.066497039794925,1.000988483428955,33815,-0.3752533793449402,0.015429755,0.9837303757667542,0.2,0.0029128047870472075
-0.11934743342917573,0.0,4573,135.17,-0.5225480781029608,0.01,0.0,0.3169536,-2.57701289633082e-05,0.0005691181641951618,-0.031029926803509016,16636,76087296,0.0,-132.66886373,-0.11628379396756532,-0.5,0.1157440558839733,72.54303999999999,-0.31615465582062013,-0.7305453421944105,-0.021332589181569613,-0.2663552371668972,-0.5018470050983624,0.0,-5.696650235160255e-08,-0.10425373464802909,-0.25475251737904203,-0.18998731623740395,0.0,0.0,-0.004289660926073219,0.0,-0.16958754827341166,4128,-0.38446947342773286,0.0,0.577100672,-0.2279840018525361,-0.016240126779302956,0.00010982784000000001,0.1072021484375,-34.06331043243408,1.0007833242416382,33819,-0.37355127930641174,0.013833793,0.9858330488204956,0.2,0.0025981788174249234
-0.13008352398157982,0.0,4573,138.14,-0.5584464749912211,0.01,0.0,0.3170304,-0.00034667845627862133,0.0006618916943100177,-0.029625074566918028,16640,76105728,0.0,-133.40407355,-0.11450064645198148,-0.5,0.11132002993242869,72.55456,-0.3019565896323421,-0.7250822722892523,-0.021180541233061633,-0.26786167967699426,-0.48597158160322873,0.0,-5.745444543119713e-08,-0.10409997412761991,-0.2529294046142205,-0.19863943372763573,0.0,0.0,-0.004182472437348914,0.0,-0.17815482097062477,4129,-0.40304544640910706,0.0,0.577083008,-0.22454699967861316,-0.015596350718988105,0.00010978176,0.10849609375,-34.062734031677245,1.0007723569869995,33823,-0.3724747598171234,0.0148969125,0.9821727275848389,0.2,0.0031854794826358555
-0.13336564617525468,0.0,4573,133.85,-0.6077916825152438,0.01,0.0,0.3171072,-3.43150038841284e-05,0.0006521258651951535,-0.03205912817391604,16644,76124160,0.0,-132.37340282,-0.1150865868172896,-0.5,0.11561420780417657,72.56608,-0.29038177662592707,-0.7258626283692492,-0.022745872489780522,-0.29048613862412676,-0.4851235990608924,0.0,-7.092844858739387e-08,-0.10379529679823835,-0.23870667714167101,-0.20645725744514407,0.0,0.0,-0.004578434308994654,0.0,-0.20137775712384454,4130,-0.38364618948974283,0.0,0.577065344,-0.2082326059734014,-0.01622042474336922,0.00010973568000000001,0.11075439453125,-34.061768531799316,1.0007236003875732,33827,-0.3694838285446167,0.013977217,0.9783414602279663,0.2,0.003567237954121083
