reward_terms/action_rate,reward_terms/energy,reward_terms/alive,reward_terms/clearance,reward_terms/lat_vel,reward_terms/stop,reward_terms/foot_slip,time/iterations,reward_terms/height,reward_terms/coef_rate,reward_terms/air_time,reward_terms/residual,reward_terms/stance_time,time/total_timesteps,reward_terms/time,reward_terms/phase_contact,reward_terms/motor_vel,reward_terms/stance,time/fps,reward_terms/vz,curriculum/eff_scale,reward_terms/hip_roll,reward_terms/torque,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,reward_terms/ang_xy,curriculum/ent_coef,reward_terms/overrun,curriculum/stance_ratio,reward_terms/upright,reward_terms/angmom,reward_terms/fwd_speed,train/entropy_loss,train/n_updates,train/std,train/learning_rate,train/loss,train/explained_variance,train/clip_fraction,train/value_loss,train/approx_kl,train/clip_range,train/policy_gradient_loss
-0.17057341081384514,-0.00010825419594486748,0.5,0.04898192232893736,-5.836926468688164e-09,0.0,-0.7428882875117847,16,-0.014124185553271586,-0.955670448932831,0.00015082458331663575,-0.25552356128989473,-0.003596999517564351,294912,0.0,-0.4126324547688243,-2.773268636032224e-05,-0.006350992844646367,2921,-0.0915579013621533,0.0018432,-0.019203005360823987,-0.0010008863599379957,100,24.9,-123.3322904,-0.6742147218642663,0.01,0.0,0.6493088,-0.28324323067626417,-0.24766878867791872,-0.04785217179777724,-34.061561584472656,33468,1.0006022453308105,0.0003,14.427116394042969,-5.4217400550842285,0.2765625,30.000683212280272,0.024940938,0.2,0.007888705283403397
-0.17193770050552454,-0.00011660055762506749,0.5,0.047542111043883534,-5.668077245041379e-09,0.0,-0.7576096814057409,17,-0.01448725100889924,-0.9586494087048839,0.000250650954613876,-0.25561305139600105,-0.0035932019220328787,313344,0.0,-0.41582231227533195,-3.031624823511696e-05,-0.008527055029733228,2927,-0.08957683579691807,0.00196608,-0.017012733755297552,-0.0010616381252342164,107,25.45,-123.87361347000002,-0.6548881128514787,0.01,0.0,0.6492627200000001,-0.27063565957829994,-0.2369417253687571,-0.04722426720870457,-34.05930805206299,33469,1.0004395246505737,0.0003,2.6358823776245117,-4.989500522613525,0.23681640625,7.87422788143158,0.02177064,0.2,0.011733812396414578
-0.17328098456111,-0.00012445316665735709,0.5,0.04821874958118538,-6.056804193290655e-09,0.0,-0.7523240047495343,18,-0.014510198160018584,-0.9500322011674233,0.00021592871699896123,-0.255641849668033,-0.004095588742832963,331776,0.0,-0.4117097165847412,-3.2526245185718753e-05,-0.005840443121287446,2932,-0.0902282961452342,0.00208896,-0.01685386173370574,-0.00112954335718241,113,24.0,-122.51910644,-0.6512007390746426,0.01,0.0,0.64921664,-0.26647940334059333,-0.23616917763395506,-0.04429804559367867,-34.05758476257324,33470,1.0003306865692139,0.0003,7.410943031311035,-3.572584629058838,0.214599609375,19.280786752700806,0.01989318,0.2,0.004728681640699506
-0.17118962194254664,-0.0001311898408505375,0.5,0.04825440065632451,-5.905168500882044e-09,0.0,-0.7458137319509517,19,-0.015255817386499162,-0.9210261380051052,0.00021050335231444074,-0.2564419605786914,-0.005751402676752251,350208,0.0,-0.403508071056968,-3.464139219277402e-05,-0.006993727348208544,2937,-0.09401915549933298,0.00221184,-0.016668189984730877,-0.0011898745606004988,119,23.68,-121.92272915000001,-0.646080855859755,0.01,0.0,0.6491705600000001,-0.26246351470051205,-0.23562491115581766,-0.05949166680211651,-34.06123733520508,33472,1.000659704208374,0.0003,5.258147716522217,-5.421052932739258,0.2698974609375,31.226658940315247,0.04361677,0.2,0.0023493586922995746
-0.17651012899826857,-0.00014330764933371678,0.5,0.051649356800699625,-5.7459237647902684e-09,0.0,-0.7599396370525753,20,-0.014940501730757921,-0.9212057600839513,0.00021592865879130032,-0.25547522876111645,-0.0028765147354634893,368640,0.0,-0.393594546185531,-3.818553528044431e-05,-0.004154380542672126,2941,-0.09837836431931929,0.00233472,-0.01531731836575139,-0.0012751231861105614,125,22.19,-120.53070908,-0.6448935971566022,0.01,0.0,0.64912448,-0.24969203116095043,-0.2425764052629243,-0.02094598999685148,-34.05815811157227,33473,1.00048828125,0.0003,2.3653368949890137,-5.6802287101745605,0.283984375,5.849521350860596,0.025698062,0.2,0.016726738959550857
-0.17199829438325423,-0.00014521386890802067,0.5,0.04620693218946665,-5.5995378413870005e-09,0.0,-0.753870902750004,21,-0.013909986026712368,-0.9113582759049179,0.00025499121208364767,-0.25595042295580384,-0.003802620327203638,387072,0.0,-0.4030617839312205,-3.911331116038368e-05,-0.006107830226683511,2945,-0.08865059664236952,0.0024576,-0.015844532072158267,-0.0013104765482803143,131,23.21,-121.61848531,-0.6407367698222962,0.01,0.0,0.6490784,-0.25934196707471224,-0.2402367659198276,-0.061052799441343085,-34.05578867594401,33474,1.000225305557251,0.0003,10.780858039855957,-4.132837772369385,0.3329264322916667,24.367219924926758,0.044065285,0.2,0.012839918956160545
-0.1760957974975349,-0.00015683248846701985,0.5,0.04960921718493446,-5.712785541361805e-09,0.0,-0.7496414038768512,22,-0.014681463333614522,-0.911926990308722,0.00023220472374103137,-0.255452703122882,-0.0022813548437423175,405504,0.0,-0.39570483061372896,-4.217178230858805e-05,-0.0045705308862028894,2949,-0.09545154618239364,0.00258048,-0.016117303055220605,-0.0014031527009096744,137,21.97,-120.43578819999999,-0.6427751913508047,0.01,0.0,0.64903232,-0.2531071401069156,-0.24001080744742723,-0.03985189985820856,-34.05481465657552,33475,1.0001639127731323,0.0003,5.858112812042236,-5.033310890197754,0.21256510416666666,15.441160519917807,0.019558407,0.2,0.006336822950591643
-0.1766196398334354,-0.00016518652672884695,0.5,0.04939115363419925,-5.738712334533764e-09,0.0,-0.7466720348977309,23,-0.014596913366381338,-0.905148174129421,0.00025607629989584285,-0.255145345867565,-0.0028374523212227765,423936,0.0,-0.3960389364446633,-4.421654911148156e-05,-0.0022235408305210026,2953,-0.09681895853898856,0.00270336,-0.0147191182992902,-0.0014933651589096012,143,22.9,-121.26972473,-0.6556077479526388,0.01,0.0,0.64898624,-0.2640770093834115,-0.24581648529543568,-0.052156035048782974,-34.05623245239258,33476,1.0002930164337158,0.0003,2.780797004699707,-8.615180969238281,0.240234375,11.412916898727417,0.020991808,0.2,0.009489766671322286
-0.1773569023374609,-0.00017362049364914896,0.5,0.04826342287342986,-6.3816874664966236e-09,0.0,-0.7376594805936233,24,-0.014596213911048147,-0.9036460981074175,0.0002441404697795709,-0.25564090770230086,-0.003895936878204035,442368,0.0,-0.39486984035262723,-4.7256810383535e-05,-0.005259184456013708,2956,-0.0946174795230825,0.00282624,-0.015335779401900337,-0.0015481740364537968,149,24.53,-122.98293586,-0.6509206009869617,0.01,0.0,0.64894016,-0.2537250267397124,-0.24405370542419488,-0.06160742768658045,-34.060977935791016,33478,1.0006431341171265,0.0003,2.2064547538757324,-5.958826065063477,0.27880859375,9.193910053798131,0.046532113,0.2,0.005825982628656285
-0.1783722935998186,-0.00018012276879083262,0.5,0.04727684213290276,-5.806137435650219e-09,0.0,-0.73350051621316,25,-0.013217161662467745,-0.8829452285661705,0.00019097210153833858,-0.25577805922920216,-0.0019216546804980477,460800,0.0,-0.3878666930288285,-4.9088173491843946e-05,-0.003048310054389185,2959,-0.09055551501701462,0.00294912,-0.01430216176729391,-0.0015992244227302716,155,23.48,-121.79236857999999,-0.6456881705190506,0.01,0.0,0.64889408,-0.23700924719770317,-0.24126471960619492,-0.06094364561836369,-34.05781841278076,33479,1.0003471374511719,0.0003,4.968864917755127,-3.968984603881836,0.237060546875,8.471741557121277,0.020561017,0.2,0.005457963328808546
-0.1750475320629871,-0.00018413928732180293,0.5,0.04830887034541919,-6.4117062302649194e-09,0.0,-0.723199660814895,26,-0.014437901169230098,-0.8879228520354423,0.00020399296125914488,-0.25560580975577085,-0.0026388849057386527,479232,0.0,-0.3924799220377902,-4.9953946341639994e-05,-0.003085984747445055,2961,-0.09410634462106822,0.003072,-0.014324856971878257,-0.0016400426888763908,161,23.06,-121.24670485000003,-0.6354531856320438,0.01,0.0,0.648848,-0.26229970465747393,-0.23830199377975733,-0.06702100381719489,-34.05725574493408,33480,1.0003039836883545,0.0003,4.039792537689209,-7.136227607727051,0.216796875,11.099924564361572,0.020343333,0.2,0.007506180088967085
-0.17533373778138311,-0.00019398855571922267,0.5,0.04856200137901007,-5.925034725257874e-09,0.0,-0.7321545834897402,27,-0.014492048457002919,-0.8708469036812879,0.000211588436892877,-0.25590065369802745,-0.0016699187350847449,497664,0.0,-0.3836185469416895,-5.287445775280168e-05,-0.0029412385029327975,2963,-0.09438591777742208,0.00319488,-0.013453182778558203,-0.0017270344316237438,167,24.63,-122.75981792,-0.6289685502904587,0.01,0.0,0.64880192,-0.24670362546303926,-0.23945280875485725,-0.062431786908819405,-34.061041259765624,33481,1.000666856765747,0.0003,11.264122009277344,-6.94460391998291,0.29912109375,8.5084979057312,0.027236933,0.2,0.00952915740199387
-0.17438141928259154,-0.00020328678865091942,0.5,0.047745140630248754,-6.164411976560646e-09,0.0,-0.7343364431780739,28,-0.01415153761258603,-0.8800235058355698,0.00036349815329433314,-0.25523672550932647,-0.0036344346962222415,516096,0.0,-0.3850978131052755,-5.4369605582177226e-05,-0.0034152817584089984,2964,-0.09243217764603832,0.00331776,-0.014206872218435744,-0.0018538736814614353,174,22.92,-121.26090139,-0.6410437822151372,0.01,0.0,0.64875584,-0.25500800553542285,-0.24696360956205454,-0.07471967652994448,-34.06145763397217,33482,1.0006287097930908,0.0003,4.536797046661377,-6.131893157958984,0.2569580078125,7.877275228500366,0.025990708,0.2,0.011896257288753986
-0.17088644786608853,-0.00020460864200204552,0.5,0.04644797922395172,-6.3570039385898995e-09,0.0,-0.722920808265992,29,-0.013153213016737709,-0.8738490446550794,0.0001996526520492302,-0.25532113501096165,-0.0036941135784016093,534528,0.0,-0.39400952334080597,-5.48023850453238e-05,-0.004519659117100238,2967,-0.090030326918133,0.00344064,-0.014874952180953074,-0.0018281437194303187,180,24.66,-122.9027009,-0.6339720438100819,0.01,0.0,0.64870976,-0.26066917111572807,-0.24554865067769946,-0.0793464676832547,-34.06084442138672,33483,1.000554084777832,0.0003,3.044417142868042,-5.399352073669434,0.273681640625,9.899774312973022,0.028597655,0.2,0.011853645468363538
-0.17635731634974927,-0.0002187636295411833,0.5,0.04810590224047859,-6.118362946458069e-09,0.0,-0.7326393155246531,30,-0.013966123227075784,-0.8738200474970481,0.0002267793881603413,-0.25539514478417474,-0.004046218692868327,552960,0.0,-0.3835499221446517,-5.920779761093672e-05,-0.00397331415878096,2968,-0.09031873911648114,0.00356352,-0.015163008571213962,-0.001981081571863255,186,24.03,-121.98654988,-0.6450169873196046,0.01,0.0,0.6486636800000001,-0.24497597174038155,-0.24774555773224424,-0.04651629214597392,-34.06014156341553,33484,1.0005377531051636,0.0003,4.648130893707275,-8.500161170959473,0.1768798828125,9.553978383541107,0.017256975,0.2,0.007355503737926483
-0.17584963271716114,-0.00022393824601618786,0.5,0.050367833298862665,-6.369962268690466e-09,0.0,-0.720925303107548,31,-0.01444712408422505,-0.8764093764608418,0.0002853731598912014,-0.2550520522189165,-0.0027354557047753283,571392,0.0,-0.38229761771038856,-6.15123686059778e-05,-0.0043714354637520905,2970,-0.09483199703459355,0.0036864,-0.015553462717161258,-0.002003568855279766,192,24.89,-122.92578288,-0.6316415210296936,0.01,0.0,0.6486176,-0.25124755838782176,-0.24137479335900686,-0.05934552396363055,-34.05614471435547,33485,1.0001742839813232,0.0003,15.776009559631348,-6.432223796844482,0.2437744140625,30.54113483428955,0.026650432,0.2,0.007115436717867851
-0.17912907839288122,-0.00024188197184434778,0.5,0.05364290526904284,-6.700349443813731e-09,0.0,-0.7519137906973546,32,-0.015573363556858113,-0.8706441069930293,0.0002832029131241143,-0.25500778528877344,-0.0039859977195091136,589824,0.0,-0.36921139590610225,-6.527706318416934e-05,-0.004252383896574275,2972,-0.10495971974294731,0.00380928,-0.01674007659360527,-0.002141340422563529,198,24.79,-122.90578988000001,-0.632179839333484,0.01,0.0,0.6485715200000001,-0.25237686781133556,-0.25918592631639203,-0.04689981463438247,-34.05608940124512,33486,1.000171422958374,0.0003,3.1790828704833984,-4.98676061630249,0.2425537109375,6.093206167221069,0.023620304,0.2,0.00996212288737297
-0.18099887352886385,-0.0002576261624617824,0.5,0.05623477569991161,-6.60768814263314e-09,0.0,-0.7516145160241774,33,-0.01698173964918664,-0.8645978455324773,0.0005002167793766906,-0.2546889580950053,-0.0031749083993620137,608256,0.0,-0.36104832611759685,-6.919321613420382e-05,-0.004315952673333048,2973,-0.10424364467271857,0.00393216,-0.01665064566022913,-0.002304164003491546,204,24.73,-122.76450817000001,-0.6301936100066858,0.01,0.0,0.64852544,-0.252946177906904,-0.2648526361658701,-0.037516195574184424,-34.05839157104492,33487,1.0003646612167358,0.0003,2.7147583961486816,-5.751405715942383,0.3392740885416667,10.434743245442709,0.04037604,0.2,0.020738122363885243
-0.18246969459388798,-0.0002686759408084885,0.5,0.05840944557901617,-6.775696844995609e-09,0.0,-0.7471369805833283,34,-0.016244573025016244,-0.8554632009976524,0.0005381941510778335,-0.25472464715656107,-0.0019373882775350164,626688,0.0,-0.3510477550036157,-7.180358115633439e-05,-0.004977299580931103,2975,-0.10888738090867423,0.00405504,-0.017616741685005453,-0.0024009000063718224,210,23.65,-121.65352669999999,-0.6300429392188729,0.01,0.0,0.6484793600000001,-0.24937564895468828,-0.2764483302649785,-0.018132205008119684,-34.06029796600342,33488,1.000504970550537,0.0003,10.143851280212402,-2.1169979572296143,0.2510986328125,28.982173442840576,0.023330878,0.2,0.00639540865086019
-0.1812580839333484,-0.0002753865536871697,0.5,0.05792077285692322,-6.834089569812131e-09,0.0,-0.7515918040797737,35,-0.01590935842409761,-0.8524862886220828,0.0005685761441580123,-0.25514054501522476,-0.003411453608552822,645120,0.0,-0.3486738828564815,-7.287472115724154e-05,-0.002632135549911798,2975,-0.10889302528764565,0.00417792,-0.016030729377664227,-0.002475559692681629,216,26.0,-123.90128484,-0.6047624612874488,0.01,0.0,0.64843328,-0.2422519637432051,-0.2725384213079999,-0.029222737001020793,-34.071368824351914,33491,1.0014746189117432,0.0003,2.0626542568206787,-4.468071460723877,0.31312144886363635,9.154545047066428,0.046209224,0.2,-0.0009734155610203743
-0.1820271550432309,-0.0002856250326747045,0.5,0.05943828613385346,-7.081651416932753e-09,0.0,-0.7293541945521415,36,-0.015703944009432837,-0.8557035944305613,0.0005099823659596344,-0.2546941456796385,-0.0024348920786805037,663552,0.0,-0.3461956679111792,-7.638166442556462e-05,-0.0032061018342811943,2976,-0.11260926921564657,0.0043008,-0.01618347603635392,-0.002533954234643973,222,24.01,-121.60338634999998,-0.6038338656327383,0.01,0.0,0.6483872,-0.23869494443387027,-0.2708887015569576,-0.012521580251925502,-34.06472560337612,33493,1.0008354187011719,0.0003,3.3386828899383545,-8.541963577270508,0.30165318080357145,15.984072276524135,0.052297525,0.2,0.007463747003514852
-0.18146216942769697,-0.0002903588549993528,0.5,0.057989185073336294,-6.80130790250924e-09,0.0,-0.7279429913047897,37,-0.016401058318856535,-0.8551932916108891,0.0004915361835931739,-0.2546708172276955,-0.0019384732279124567,681984,0.0,-0.34771540663478917,-7.834889303703671e-05,-0.0034244621037352713,2977,-0.10939406862578555,0.00442368,-0.015146219101330134,-0.002583048788328865,229,24.28,-121.98373151999998,-0.6094738901139304,0.01,0.0,0.64834112,-0.2479079503765354,-0.2743399692969293,-0.013071018337976983,-34.05764389038086,33494,1.0002871751785278,0.0003,7.815365791320801,-0.5086386203765869,0.2877604166666667,13.485577901204428,0.03116771,0.2,0.01130874672283729
-0.1796129953051185,-0.0002913957924097414,0.5,0.058138723505876316,-6.953861134106497e-09,0.0,-0.7053898243523645,38,-0.016069972740883936,-0.8475704947838524,0.000286458118353039,-0.25402911095053393,-0.0016590682935202494,700416,0.0,-0.3456967212451484,-7.871539087981473e-05,-0.002473745404503397,2978,-0.11122319196271241,0.00454656,-0.01420587861462775,-0.002578503947755205,235,25.78,-123.41773556000003,-0.6149481267000244,0.01,0.0,0.64829504,-0.25333319774387153,-0.269010185670296,-0.018179501134236685,-34.05854797363281,33495,1.0003807544708252,0.0003,2.6751182079315186,-4.191402435302734,0.291259765625,12.33701241016388,0.029729985,0.2,0.00938570685684681
-0.17965911471840906,-0.0003042373377241525,0.5,0.05742563253916074,-7.061344080533518e-09,0.0,-0.7084267470714172,39,-0.016174598283677184,-0.8451247014252125,0.0004503035419879274,-0.25401403980815146,-0.0020540329925198522,718848,0.0,-0.3443617138011926,-7.9620176537079e-05,-0.0016467428352223224,2978,-0.10977623833478052,0.00466944,-0.013866847672496744,-0.0027458717054485177,241,23.51,-121.11097753,-0.6075790034044699,0.01,0.0,0.64824896,-0.2583548634962701,-0.2843832030555987,-0.02227932015557617,-34.06351743425642,33497,1.0008901357650757,0.0003,2.0203089714050293,-5.424172401428223,0.23625837053571427,8.076803071158272,0.039216325,0.2,0.0016454033487077271
