reward_terms/stop,curriculum/sprint_dist_m,curriculum/stance_ratio,reward_terms/residual,reward_terms/foot_ahead,reward_terms/foot_slip,reward_terms/duty_sym,reward_terms/torque,time/iterations,time/fps,reward_terms/stance_time,time/total_timesteps,reward_terms/overrun,reward_terms/upright,reward_terms/ang_xy,time/time_elapsed,rollout/ep_len_mean,reward_terms/vz,reward_terms/hip_roll,curriculum/ctrl_jitter_ms,curriculum/ctrl_drop_prob,reward_terms/time,reward_terms/step_rate,reward_terms/height,reward_terms/angmom,reward_terms/stance,reward_terms/lat_vel,reward_terms/alive,ankle/ankle_spring_trq_peak,reward_terms/clearance,reward_terms/motor_vel,curriculum/eff_scale,reward_terms/action_rate,curriculum/ent_coef,reward_terms/air_time,reward_terms/fwd_speed,reward_terms/coef_rate,ankle/ankle_spring_energy_peak,reward_terms/assist_pen,reward_terms/residual_rate,ankle/ankle_defl_peak,reward_terms/energy,reward_terms/phase_contact,rollout/ep_rew_mean,train/approx_kl,train/value_loss,train/policy_gradient_loss,train/clip_range,train/entropy_loss,train/std,train/learning_rate,train/loss,train/n_updates,train/explained_variance,train/clip_fraction
0.0,61.3648375,0.5942405825,-0.10584514554427438,0.0,-0.1348349591522173,-0.02908012344492009,-0.12500188654340202,11,3028,-0.013280643305430809,58202172,0.0,-0.20226190338732727,-0.16261845056549662,66,216.78,-0.09519489787825035,-0.003737242555459906,0.0,0.0,-0.5,-0.008626302083333315,-0.038872682534708276,-0.12169005249364398,-0.0008873052672846669,-1.8530823131474014e-08,0.0,0.0,0.09034800782222617,-0.0014318983022505337,0.24243225,-0.04557373351246873,0.01,0.0038210687149936953,1.3881599904278443,-0.27511190711010164,0.0,0.0,0.0,0.5193190286905806,-0.008766200395283419,-0.08064020971491814,-92.46929531000002,0.024191525,0.9900537699460983,-0.009681894246023148,0.2,-34.08332920074463,1.00270414352417,0.00027090813,-0.2033064365386963,12580,0.992641031742096,0.1833984375
0.0,61.3763575,0.5942229185,-0.10588883277174035,0.0,-0.13764729919288937,-0.0317868751642989,-0.12409670064240129,12,3033,-0.013518275392319387,58220604,0.0,-0.19853686804590076,-0.16602252480673615,72,217.18,-0.09249255874648193,-0.0037838628477273634,0.0,0.0,-0.5,-0.008680555555555533,-0.03689324280360317,-0.12130380095965809,-0.0011917486101518523,-1.8017223010063493e-08,0.0,0.0,0.09225273423774785,-0.0014592498030404012,0.24250905,-0.04630574814594345,0.01,0.003582353910638226,1.3438348451415985,-0.2870890641685444,0.0,0.0,0.0,0.5194146696232196,-0.008877244530241904,-0.08252392500508138,-92.71004262999999,0.02401091,0.10681127533316612,-0.018324247980490326,0.2,-34.08927059173584,1.002897024154663,0.000270898914,-0.32431885600090027,12584,0.9992140531539917,0.24229736328125
0.0,61.3878775,0.5942052545000001,-0.10568796818804434,0.0,-0.1400348635917558,-0.03657296447542965,-0.12691295643136258,13,3034,-0.014213122907676734,58239036,0.0,-0.20590710847423838,-0.16988853998860132,78,216.34,-0.09535954968951828,-0.0037069557423413738,0.0,0.0,-0.5,-0.008962673611111069,-0.03905438550623831,-0.12664787612941725,-0.0004888995137566523,-1.888546333665094e-08,0.0,0.0,0.09122956059256634,-0.0015042115647428403,0.24258585,-0.04626531357200467,0.01,0.0037738684558361354,1.378205305783829,-0.2912738624392157,0.0,0.0,0.0,0.5215686675219027,-0.009166328520097196,-0.08472867775761564,-93.27467291,0.034851708,0.13119092732667922,-0.015159865422174335,0.2,-34.08253421783447,1.0024220943450928,0.000270889698,-0.32548996806144714,12588,0.9989560842514038,0.3254150390625
0.0,61.3993975,0.5941875905,-0.10587070626006899,0.0,-0.13353670879570811,-0.02765213545283607,-0.1256056686885556,14,3041,-0.012128032436723717,58257468,0.0,-0.2052544688445489,-0.16810661097933596,84,213.69,-0.09662473554635632,-0.0038429431640011674,0.0,0.0,-0.5,-0.008582899305555542,-0.038027611312570986,-0.12424783991631203,-0.0009113802858275908,-1.8788262159382702e-08,0.0,0.0,0.09205496278414399,-0.0014734509083658618,0.24266265,-0.04626138123703419,0.01,0.003744571042867998,1.3794585241027235,-0.27979092830399105,0.0,0.0,0.0,0.518557611636966,-0.008999387626013426,-0.08350952492673218,-92.53014110999999,0.028130477,0.4409418642520905,-0.012122367369011044,0.2,-34.075533866882324,1.0019466876983643,0.000270880482,-0.20711863040924072,12592,0.9969623684883118,0.29423828125
0.0,61.4109175,0.5941699265,-0.1058642665310498,0.0,-0.13462077811368303,-0.02836369705297961,-0.12439721831522707,15,3044,-0.01273621182837006,58275900,0.0,-0.20440382522300435,-0.1676223464427965,90,214.91,-0.09490461932877957,-0.0035778343671840924,0.0,0.0,-0.5,-0.008615451388888869,-0.038347533874821066,-0.12251788211819499,-0.000398678723425568,-1.874849614290044e-08,0.0,0.0,0.09339632555124514,-0.001471676100337756,0.24273945,-0.04560790573304536,0.01,0.0037646450671470827,1.3750281768263886,-0.28334975457122874,0.0,0.0,0.0,0.5191605969668793,-0.008952885307350254,-0.08147949330262931,-92.11194138999997,0.02686837,0.3273658610880375,-0.012715955439489335,0.2,-34.08199634552002,1.0027108192443848,0.00027087126599999997,-0.20990979671478271,12596,0.9976357221603394,0.2577880859375
0.0,61.4224375,0.5941522625,-0.10591434146678082,0.0,-0.13498973989622162,-0.03181055731551578,-0.12709415813172975,16,3045,-0.01323480085314562,58294332,0.0,-0.201116774622128,-0.17422555140861806,96,215.7,-0.09494558535317994,-0.003672278083239241,0.0,0.0,-0.5,-0.008973524305555517,-0.038068579985422846,-0.12420486242788506,-0.0009352205281388506,-1.8777001855436897e-08,0.0,0.0,0.0910585190929422,-0.0015149916819058005,0.24281625,-0.04673419745596241,0.01,0.0036577659516802263,1.357440488922354,-0.2925799260418611,0.0,0.0,0.0,0.5194037305221125,-0.009204024719995419,-0.08309906114022006,-92.33775405999997,0.024289086,0.10854398533701896,-0.01788796510081738,0.2,-34.08463459014892,1.00246000289917,0.00027086205,-0.3279845118522644,12600,0.999156653881073,0.22933349609375
0.0,61.4339575,0.5941345985,-0.10597063693999999,0.0,-0.1411613023159656,-0.029943828991514612,-0.12815615285376394,17,3046,-0.013502403128465327,58312764,0.0,-0.20394061266278665,-0.17014887692800262,102,214.37,-0.09574247354473163,-0.003727525529711558,0.0,0.0,-0.5,-0.00896267361111108,-0.04014286524294524,-0.12634694422177994,-0.0005858573780308512,-1.9092323735505076e-08,0.0,0.0,0.09024049243485821,-0.0015018796104857718,0.24289305,-0.04660290153983562,0.01,0.0038525359058338734,1.4017919884028056,-0.28387523371001755,0.0,0.0,0.0,0.5183416928761407,-0.009170012559676513,-0.08417798757555221,-92.63225659999998,0.028749103,0.11106808371841907,-0.018162620719522238,0.2,-34.07916374206543,1.0021523237228394,0.000270852834,-0.33170822262763977,12604,0.9992272257804871,0.25406494140625
0.0,61.445477499999996,0.5941169345,-0.10596039140408059,0.0,-0.1299291549488731,-0.0314947762907594,-0.12677793329717793,18,3050,-0.013217438972787932,58331196,0.0,-0.20210739086422713,-0.16657956532212653,108,214.9,-0.09456625872594432,-0.003868911284038495,0.0,0.0,-0.5,-0.008691406249999976,-0.038668394998566426,-0.12348788920823038,-0.0007749658903606802,-1.910335085772107e-08,0.0,0.0,0.09036397849555743,-0.0014692091949968034,0.24296985,-0.04541822238946341,0.01,0.0037971973716695276,1.3886835400856492,-0.27818138644821366,0.0,0.0,0.0,0.5193455586525438,-0.008998973111193468,-0.08201793444496935,-92.22023526999998,0.029527003,1.1763501539826393,-0.005805901042185724,0.2,-34.08427219390869,1.0029466152191162,0.000270843618,-0.14253611862659454,12608,0.9927890300750732,0.242822265625
0.0,61.4569975,0.5940992705,-0.1060378390739494,0.0,-0.13213795308656268,-0.024334261530148085,-0.12684335054908202,19,3060,-0.011342987411707226,58349628,0.0,-0.20303259605736457,-0.1726884574313868,114,214.2,-0.09672653813307626,-0.003818597347813616,0.0,0.0,-0.5,-0.008734809027777747,-0.03840479769358749,-0.12449518484518524,-0.000746362881940681,-1.8958268517590434e-08,0.0,0.0,0.09217700495895442,-0.001483981002033021,0.24304665,-0.045390213278241685,0.01,0.003636064260111501,1.3771392649290959,-0.2878558698585348,0.0,0.0,0.0,0.519475062592597,-0.009046718104710258,-0.0811238962517506,-92.05049365999999,0.02684341,0.11409435532987118,-0.019067121273837983,0.2,-34.08480987548828,1.0023524761199951,0.000270834402,-0.3241744637489319,12612,0.9992417097091675,0.2392822265625
0.0,61.4685175,0.5940816065,-0.10606164065895818,0.0,-0.14106207903950577,-0.026535035007637348,-0.12799005274677497,20,3061,-0.012117995557168292,58368060,0.0,-0.20190034627905187,-0.1759467569578196,120,213.62,-0.09442747611076924,-0.0038408638428736757,0.0,0.0,-0.5,-0.009006076388888848,-0.03839968845139728,-0.12472840394515908,-0.0006441433191468831,-1.9232756292074694e-08,0.0,0.0,0.09250992922471611,-0.0015277918294824575,0.24312345,-0.04612268055740797,0.01,0.003619788392421065,1.3693900182550272,-0.2931332336882117,0.0,0.0,0.0,0.5194442183729528,-0.00929831599052839,-0.08404177150997667,-92.02967620000001,0.02751118,0.0923951506614685,-0.018560919247101994,0.2,-34.07354469299317,1.0017213821411133,0.000270825186,-0.3382565379142761,12616,0.9993827939033508,0.24822998046875
0.0,61.4800375,0.5940639425,-0.10594287301225669,0.0,-0.14729141577325866,-0.027459271542337862,-0.12953116855304803,21,3059,-0.011946420010644943,58386492,0.0,-0.20698387633133752,-0.18117237126401342,126,212.1,-0.09824678588786048,-0.004394081073055351,0.0,0.0,-0.5,-0.009038628472222188,-0.03866984231759882,-0.13103784080686312,-0.0009450736569302204,-1.8827946534563046e-08,0.0,0.0,0.09312445389986952,-0.0015321621496610877,0.24320025,-0.04623136158757952,0.01,0.003655053312993712,1.3773997449346393,-0.2954005657245895,0.0,0.0,0.0,0.5229557105080865,-0.009363753007175166,-0.08534938420992386,-92.68939791999998,0.029484168,0.11432346478104591,-0.01869185243267566,0.2,-34.07352867126465,1.002028465270996,0.00027081596999999996,-0.32624006271362305,12620,0.9991942644119263,0.26837158203125
0.0,61.4915575,0.5940462785,-0.10587605112198883,0.0,-0.1365524839373466,-0.030406797154555257,-0.12705379698865288,22,3061,-0.01300028934848443,58404924,0.0,-0.20299964906897355,-0.16753526686822362,132,215.34,-0.09618819245347755,-0.004079982382537706,0.0,0.0,-0.5,-0.008854166666666632,-0.04004877870712759,-0.12718191930096057,-0.001047066689720699,-1.8996878222423502e-08,0.0,0.0,0.09237235715434385,-0.0014595500424310404,0.24327705,-0.04577890828233752,0.01,0.003835174445864848,1.399967550680753,-0.2770148039856774,0.0,0.0,0.0,0.5186267029321627,-0.009036669202329392,-0.08268610841927536,-92.26248025,0.03677971,1.3907068490982055,-0.006399294477887452,0.2,-34.08033218383789,1.0025492906570435,0.000270806754,0.28627732396125793,12624,0.9910334944725037,0.28834228515625
0.0,61.5030775,0.5940286145,-0.1059137213684932,0.0,-0.13691489574843288,-0.03231629958025585,-0.12690412375524854,23,3059,-0.013296784813671062,58423356,0.0,-0.19744615757515585,-0.1714928313355023,138,216.82,-0.09418218881866894,-0.004060787344902394,0.0,0.0,-0.5,-0.008756510416666642,-0.03841708448874895,-0.12342867454353329,-0.0009522206858266749,-1.83764195225233e-08,0.0,0.0,0.08884598076827047,-0.001472919408237925,0.24335385,-0.04571165737122678,0.01,0.0037141895995268393,1.3653107333460308,-0.28352800046233373,0.0,0.0,0.0,0.5230801573126382,-0.009026579019841996,-0.08211426741515498,-92.64299108999995,0.031184215,0.2814955487847328,-0.012037562241312116,0.2,-34.082258796691896,1.0024250745773315,0.000270797538,-0.22104184329509735,12628,0.9982178807258606,0.2511962890625
0.0,61.5145975,0.5940109505,-0.10599647384645802,0.0,-0.13838186193445423,-0.03305017814319863,-0.12658139369011556,24,3057,-0.013136059933458455,58441788,0.0,-0.19763828446258522,-0.17094884651374986,144,215.59,-0.09360577250243934,-0.004185113649607195,0.0,0.0,-0.5,-0.008951822916666635,-0.03795447095229805,-0.12466045622246155,-0.00116725207897324,-1.8804563113096645e-08,0.0,0.0,0.09055974873535809,-0.0014802136873428697,0.24343065,-0.04585786194701244,0.01,0.0036583085893653333,1.3665280284908121,-0.28521178891441756,0.0,0.0,0.0,0.5200865650006421,-0.00905428603910861,-0.08255207419294612,-92.91723899,0.022867853,0.1754493661224842,-0.017038606875576078,0.2,-34.07845554351807,1.0020782947540283,0.000270788322,-0.2915498614311218,12632,0.998636782169342,0.22750244140625
0.0,61.5261175,0.5939932865,-0.10581011332473518,0.0,-0.13827064410460227,-0.03141918575114387,-0.1269946006410422,25,3060,-0.013213505679030076,58460220,0.0,-0.20224092109913452,-0.17103007162132888,150,208.62,-0.09565235672531892,-0.003889435214653031,0.0,0.0,-0.5,-0.00876736111111108,-0.0392671576194142,-0.1257976205738757,-0.0005170433857354347,-1.900173594853194e-08,0.0,0.0,0.09084107566255482,-0.0014953190360731533,0.24350745,-0.045851382250214644,0.01,0.0036713293003332284,1.3749754721597356,-0.2866252401341711,0.0,0.0,0.0,0.5191342973061088,-0.00912287466622633,-0.08168307404797223,-93.05392867999998,0.031044224,1.1044455513358116,-0.006837815174367279,0.2,-34.08032093048096,1.002231478691101,0.000270779106,-0.03502461314201355,12636,0.9923841953277588,0.28505859375
0.0,61.5376375,0.5939756225,-0.10597268182089344,0.0,-0.14355527333074983,-0.029666260901065857,-0.1261632522738832,26,3059,-0.013016837109009631,58478652,0.0,-0.20121878091577913,-0.1690380818825097,156,214.98,-0.09438427530123995,-0.004188717041668057,0.0,0.0,-0.5,-0.008713107638888868,-0.03865008676827895,-0.12515621444768335,-0.0008739449529453058,-1.8216871077611924e-08,0.0,0.0,0.09189268233846638,-0.0014683024418317963,0.24358425,-0.04530026997049886,0.01,0.003822153838377239,1.3768176221224366,-0.2796154663343908,0.0,0.0,0.0,0.520881042857235,-0.009067642521004803,-0.08307408935921813,-92.47898405000002,0.017524203,4.2252471327781675,-0.010135269502643495,0.2,-34.074884223937985,1.001739263534546,0.00027076989,2.1827890872955322,12640,0.9719048142433167,0.143896484375
0.0,61.5491575,0.5939579585,-0.1058658368820776,0.0,-0.1324218081304175,-0.03273846170342681,-0.12803614452577758,27,3062,-0.013764178095799353,58497084,0.0,-0.19994709174748565,-0.1708694277773476,162,215.7,-0.09586874949846304,-0.003977772052834232,0.0,0.0,-0.5,-0.008767361111111083,-0.03859315405872492,-0.1236856535024069,-0.0006522958400938336,-1.8604827976915396e-08,0.0,0.0,0.09223541722815687,-0.001478146699509459,0.24366105,-0.045994810795611275,0.01,0.003643660256380422,1.364152948387782,-0.28970076982874116,0.0,0.0,0.0,0.5189513452558767,-0.009100615408725143,-0.08239805309368374,-93.00666742,0.018456366,0.2873722448945045,-0.017371072620153426,0.2,-34.07200813293457,1.0015888214111328,0.000270760674,-0.2602608799934387,12644,0.9973039627075195,0.14605712890625
0.0,61.560677500000004,0.5939402945,-0.10616840571631553,0.0,-0.13921362777318658,-0.03260862429567918,-0.12794446639010087,28,3031,-0.012915926487443762,58515516,0.0,-0.19969227068916395,-0.17107252560852712,170,214.49,-0.0938584705398511,-0.00399605466836076,0.0,0.0,-0.5,-0.008799913194444418,-0.0385109830155436,-0.1249317844368666,-0.0011872207513629386,-1.8537693743394736e-08,0.0,0.0,0.09227500291223899,-0.0014864705342686605,0.24373785,-0.04586982806444533,0.01,0.0037060513245200533,1.3588646792492933,-0.28824832629828057,0.0,0.0,0.0,0.5192496900132835,-0.009141965141065897,-0.08040424564921538,-92.60036721000002,0.027607352,1.4954463124275208,-0.007963055791333318,0.2,-34.082583045959474,1.0026328563690186,0.00027075145799999997,0.7808287739753723,12648,0.9907283186912537,0.28231201171875
0.0,61.5721975,0.5939226305,-0.10595516685287663,0.0,-0.13860872445773162,-0.034814694715643954,-0.12876839902270262,29,3030,-0.014175281504220847,58533948,0.0,-0.19962709333958856,-0.17073063408281813,176,213.85,-0.0950713808862252,-0.004208904382450697,0.0,0.0,-0.5,-0.008789062499999972,-0.03938009522769003,-0.12400495816051081,-0.001271726490774316,-1.8644565125336133e-08,0.0,0.0,0.08988206433173357,-0.0014873250584042843,0.24381465,-0.045702139484958194,0.01,0.003838430168495203,1.3707044194829159,-0.28113682873120804,0.0,0.0,0.0,0.5194294737007721,-0.009115067820170936,-0.08361529453301181,-93.33275496,0.020457368,1.1780886322259903,-0.00932895760051906,0.2,-34.08234195709228,1.002541422843933,0.000270742242,0.26964718103408813,12652,0.9919807314872742,0.21309814453125
0.0,61.5837175,0.5939049665,-0.10598047250881606,0.0,-0.13938686155846142,-0.029315358385617496,-0.127143245545242,30,3030,-0.012764287743872652,58552380,0.0,-0.20116663306416624,-0.17062080713946373,182,216.1,-0.09623696241764129,-0.004079222887334328,0.0,0.0,-0.5,-0.008789062499999972,-0.03959793760342991,-0.1238340352224035,-0.001033038679051743,-1.873574302586119e-08,0.0,0.0,0.09121145656646037,-0.0014802512665471395,0.24389145,-0.045156009471183624,0.01,0.003746741755296373,1.3743260786146878,-0.2807531643401473,0.0,0.0,0.0,0.5192857153252691,-0.009054972460755293,-0.08127836555840623,-92.24368951999999,0.025588045,2.2018633782863617,-0.006751234293915331,0.2,-34.08295154571533,1.0023818016052246,0.000270733026,0.3692009747028351,12656,0.9848620295524597,0.21865234375
0.0,61.595237499999996,0.5938873025,-0.10569832850733457,0.0,-0.1399737429666012,-0.037736645374033234,-0.1271332561128999,31,3029,-0.014738024147744808,58570812,0.0,-0.19697074726782507,-0.1701226081635927,188,216.71,-0.09116352226162155,-0.003809103661432198,0.0,0.0,-0.5,-0.008865017361111076,-0.0384594805695025,-0.12424138133464285,-0.0005032104672785102,-1.8246543762271936e-08,0.0,0.0,0.08927590054034218,-0.001489752730940317,0.24396825,-0.04593219522234029,0.01,0.0037207004885810115,1.3533306574630122,-0.28462280692846237,0.0,0.0,0.0,0.5191136678612904,-0.009120708897617437,-0.08268007854693353,-93.14513105000002,0.02227669,0.1500182956457138,-0.01780664281686768,0.2,-34.07704849243164,1.002023458480835,0.00027072381,-0.3188570737838745,12660,0.9986984729766846,0.20537109375
