reward_terms/hip_roll,time/fps,curriculum/ctrl_drop_prob,reward_terms/ang_xy,reward_terms/lat_vel,curriculum/stance_ratio,reward_terms/assist_pen,reward_terms/action_rate,time/iterations,reward_terms/stance_time,reward_terms/stance,time/time_elapsed,reward_terms/stop,curriculum/ctrl_jitter_ms,reward_terms/energy,reward_terms/upright,reward_terms/foot_ahead,reward_terms/fwd_speed,reward_terms/height,rollout/ep_rew_mean,curriculum/eff_scale,reward_terms/clearance,reward_terms/time,reward_terms/alive,reward_terms/phase_contact,time/total_timesteps,reward_terms/residual,reward_terms/step_rate,reward_terms/vz,reward_terms/air_time,curriculum/sprint_dist_m,reward_terms/foot_slip,reward_terms/angmom,reward_terms/torque,rollout/ep_len_mean,reward_terms/coef_rate,reward_terms/motor_vel,curriculum/ent_coef,reward_terms/overrun,train/learning_rate,train/loss,train/clip_fraction,train/clip_range,train/approx_kl,train/explained_variance,train/n_updates,train/policy_gradient_loss,train/value_loss,train/entropy_loss,train/std
-0.3240252345232287,4524,0.0,-0.6154134995867563,-9.217772904661098e-08,0.6498233600000001,0.0,-0.1421859548728653,11,0.0,-0.4181234148487715,44,0.0,0.0,-7.24848796102951e-05,-0.7853301145286614,0.0,-0.02375332393482129,-0.014232492850050389,-121.74543903,0.000768,0.13848936178586646,-0.5,0.0,-0.249189594648923,202752,-0.09045099976792993,-0.00729980468750011,-0.3055881165315947,0.00029351064262704714,25.1152,-0.31244102660633044,-0.26381487000233356,-0.0006201140713345518,87.19,-0.9019902123892067,-1.4691171662825775e-05,0.01,0.0,0.0002995392,12.104352951049805,0.2762858072916667,0.2,0.028398579,-1.974510908126831,17779,0.021363265191515286,26.6998291015625,-34.06216557820638,1.000727653503418
-0.29222378399227816,4530,0.0,-0.5847218231456696,-9.853074579211063e-08,0.649805696,0.0,-0.1412196030472425,12,0.0,-0.3881364493390006,48,0.0,0.0,-7.883971421269924e-05,-0.7627768552652694,0.0,-0.07659847005398866,-0.017631511563826145,-121.10881140999999,0.0008448,0.1350954138666695,-0.5,0.0,-0.24052752510548162,221184,-0.09138813246246645,-0.007462565104166783,-0.3154736161754277,0.0002799472842727684,25.12672,-0.30965397334737993,-0.27602941963934113,-0.0006733716006824267,84.55,-0.9160857606228474,-1.621720126527978e-05,0.01,0.0,0.00029949311999999997,17.633718490600586,0.2410888671875,0.2,0.02189929,-1.8309571743011475,17780,0.013264805311337113,36.39068412780762,-34.06517219543457,1.0009708404541016
-0.28057393506791256,4535,0.0,-0.5728914951442751,-8.194702335146404e-08,0.649788032,0.0,-0.1401954832576763,13,0.0,-0.3869599167835889,52,0.0,0.0,-8.128790584204044e-05,-0.7844074017193869,0.0,-0.04827927451175934,-0.012043242005342104,-121.39533749,0.0009216,0.1373387107596772,-0.5,0.0,-0.2365397488536998,239616,-0.09133233437951176,-0.007226562500000104,-0.2996430602608883,0.0001432287972420454,25.13824,-0.3224900931750253,-0.2618011700497751,-0.0007141762260947774,85.67,-0.9079114029109251,-1.671086630259579e-05,0.01,0.0,0.00029944704,7.638084411621094,0.2830810546875,0.2,0.042856295,-2.901942491531372,17782,-0.0006699550431221724,21.046653509140015,-34.083961486816406,1.002730369567871
-0.2971105210616043,4542,0.0,-0.612798897405164,-1.084378839276486e-07,0.649770368,0.0,-0.1399332965536929,14,0.0,-0.40766458170388203,56,0.0,0.0,-9.390778270020182e-05,-0.7616011182320747,0.0,-0.06352867265479366,-0.017685210949818054,-121.67728619000002,0.0009984,0.13457691879454417,-0.5,0.0,-0.2448059917896284,258048,-0.09168024954993385,-0.00725097656250011,-0.32034739239766646,0.0002463101700413972,25.14976,-0.3207872195447906,-0.29615123864393683,-0.000822550210797406,86.82,-0.8935966336524827,-1.9189757746296115e-05,0.01,0.0,0.00029940095999999997,26.78666114807129,0.2451171875,0.2,0.02133698,-1.3904211521148682,17783,0.009765631053596735,50.120388984680176,-34.06916332244873,1.0012423992156982
-0.3174941747951692,4544,0.0,-0.5906070300764341,-1.031021144380569e-07,0.6497527040000001,0.0,-0.14047264072071305,15,0.0,-0.4091974377939889,60,0.0,0.0,-0.00010173770807171247,-0.7565327952397376,0.0,-0.07622400562249698,-0.01666301726090192,-121.53402025999999,0.0010752,0.13517675244522237,-0.5,0.0,-0.24204001392651853,276480,-0.09199103132272717,-0.007169596354166775,-0.32392741909842293,0.0003819435272210588,25.16128,-0.32066904352228903,-0.264915874095466,-0.00086860982888023,86.26,-0.9076639150965973,-2.1568876102229532e-05,0.01,0.0,0.00029935488,12.104047775268555,0.3037312825520833,0.2,0.041770402,-0.3745105266571045,17786,-0.002386498381383717,41.50790421168009,-34.09561252593994,1.003313422203064
-0.2873586648385517,4544,0.0,-0.6083758514438772,-9.575287074180327e-08,0.64973504,0.0,-0.14002533995569963,16,0.0,-0.3809856453264299,64,0.0,0.0,-0.00011153620879415605,-0.6965488214104238,0.0,-0.08902781439368082,-0.018576604240339537,-121.06992276000001,0.001152,0.13491619690905302,-0.5,0.0,-0.22702374379977833,294912,-0.09206340693949021,-0.007519531250000123,-0.3317785507733207,0.00033582831707058684,25.1728,-0.3141497511702656,-0.2730994717223203,-0.0009367001414965834,84.44,-0.8954154092308355,-2.3538270800538593e-05,0.01,0.0,0.0002993088,9.339836120605469,0.3305886008522727,0.2,0.049857814,-2.1911962032318115,17789,-0.0015754966403950345,27.04407345164906,-34.0888127413663,1.0031404495239258
-0.2911211239651653,4549,0.0,-0.6345009575153869,-8.98533996336183e-08,0.649717376,0.0,-0.14190535080648425,17,0.0,-0.3756940018815944,68,0.0,0.0,-0.00011807259782394797,-0.7192078287364522,0.0,-0.03976364112014307,-0.011810065622182616,-120.53691895,0.0012288,0.1353509281539937,-0.5,0.0,-0.2468672730680942,313344,-0.09142567201843989,-0.007088216145833435,-0.29062058074395236,0.0002251513651572168,25.18432,-0.3061809527997435,-0.2770148452390002,-0.0010058274460668568,82.27,-0.8882305045390252,-2.476442163212619e-05,0.01,0.0,0.00029926272,11.116142272949219,0.246533203125,0.2,0.021673102,-2.15753173828125,17790,0.010335285495966674,32.57682876586914,-34.06803436279297,1.0011886358261108
-0.28642418683240867,4550,0.0,-0.5997694290159499,-1.0102854706959004e-07,0.649699712,0.0,-0.14060110024848138,18,0.0,-0.37441587671377663,72,0.0,0.0,-0.00012980284536002765,-0.6922760613795841,0.0,-0.07238385218032856,-0.015793073133168512,-121.26069389000003,0.0013056,0.1355916046301521,-0.5,0.0,-0.22393647035759556,331776,-0.09184732644270727,-0.0073974609375001155,-0.3165695603694196,0.00029242561302251287,25.19584,-0.30814756841045843,-0.27079307823624926,-0.0011185860711082948,85.16,-0.8634186610791561,-2.7160814191697414e-05,0.01,0.0,0.00029921664,7.467315673828125,0.2711736505681818,0.2,0.052720588,-2.3725430965423584,17793,-0.009166926272552122,20.375877120278098,-34.0887600291859,1.0030741691589355
-0.2820644039878354,4553,0.0,-0.6082907732553786,-9.306549586661484e-08,0.6496820480000001,0.0,-0.13938171820579603,19,0.0,-0.382988525324149,76,0.0,0.0,-0.00013509288903336975,-0.7097296010362619,0.0,-0.11145024186555912,-0.01971537638426231,-121.36940466,0.0013824,0.136391516377636,-0.5,0.0,-0.23124349688974544,350208,-0.09217425480439118,-0.0073893229166667835,-0.3314650772619506,0.0003190096952797224,25.20736,-0.2963380171051504,-0.2890038157919909,-0.0011606874989319679,85.63,-0.8728214211745775,-2.910840081342286e-05,0.01,0.0,0.00029917056,9.066093444824219,0.27958984375,0.2,0.023868343,-2.7633893489837646,17794,0.011400581384077669,25.170882797241212,-34.07023315429687,1.0012855529785156
-0.2920454638719943,4552,0.0,-0.5881154785568365,-8.925441351798299e-08,0.649664384,0.0,-0.14170462799355024,20,0.0,-0.3879469329116126,80,0.0,0.0,-0.00014223135307845177,-0.6604316606644508,0.0,-0.0646313829103374,-0.01574746246622255,-121.43573861,0.0014592,0.13429740449603664,-0.5,0.0,-0.2250020560115382,368640,-0.09162328445138006,-0.007470703125000121,-0.3178948366754979,0.00027126673052811786,25.21888,-0.3071259076723065,-0.25339733351555993,-0.0012176670512139285,85.86,-0.8718140033685154,-3.0504220019295587e-05,0.01,0.0,0.00029912448,7.263217926025391,0.2900187174479167,0.2,0.047537934,-2.2251200675964355,17797,-0.012923698270848641,21.03495454788208,-34.090293884277344,1.0030248165130615
-0.3174193961509224,4545,0.0,-0.6351480773582763,-1.1600691659498045e-07,0.64964672,0.0,-0.1399746576069315,21,0.0,-0.36859259957812746,85,0.0,0.0,-0.00016009996758587178,-0.6401772818902042,0.0,-0.08072732366883742,-0.018263477869229897,-121.34773048999996,0.001536,0.13709611786739284,-0.5,0.0,-0.2227822166246637,387072,-0.09219429847056004,-0.0073974609375001155,-0.3355231421980765,0.0002832024798004164,25.2304,-0.3134764770229699,-0.2856694702793426,-0.0013336960205860592,85.99,-0.8517279869119072,-3.44945661683331e-05,0.01,0.0,0.0002990784,6.763840675354004,0.31204927884615385,0.2,0.038013488,-1.1174230575561523,17800,-0.004561486725623791,23.97194869701679,-34.09232623760517,1.0031378269195557
-0.3042974536348583,4543,0.0,-0.6200348868493422,-1.0529078932144828e-07,0.649629056,0.0,-0.13893098882873556,22,0.0,-0.3832325979032284,89,0.0,0.0,-0.00017030957186017634,-0.6438799893787901,0.0,-0.11508573333901712,-0.016024926060360833,-121.99378544999999,0.0016128,0.1307619528794074,-0.5,0.0,-0.22273566280316562,405504,-0.09242059413578975,-0.007796223958333463,-0.30752742548765677,0.00027994733601291146,25.24192,-0.32510676866061616,-0.2781898171993644,-0.0014520065387928788,88.1,-0.8445620029505316,-3.653582409387087e-05,0.01,0.0,0.00029903232,30.474899291992188,0.25327845982142855,0.2,0.041793343,0.4858223795890808,17802,0.0007733129230993134,68.08210808890206,-34.074491773332866,1.0016453266143799
-0.29052990750570507,4545,0.0,-0.5937376847731747,-1.0556265831770557e-07,0.6496113920000001,0.0,-0.1414921969904509,23,0.0,-0.3693971034293922,93,0.0,0.0,-0.00017402462349056527,-0.5993488943402935,0.0,-0.1108105589735822,-0.01583774326350549,-121.66292771,0.0016896,0.13055410920368038,-0.5,0.0,-0.2188101917675225,423936,-0.09197964705438298,-0.007885742187500131,-0.3216073729141121,0.0002408847956555999,25.25344,-0.3199438262364455,-0.24454783030134264,-0.0014903758765100038,86.8,-0.8606825267540285,-3.6522234381388755e-05,0.01,0.0,0.00029898624,5.861700534820557,0.28219168526785715,0.2,0.04012045,-2.3688502311706543,17805,-0.015458310322303857,19.25204059055873,-34.09249005998884,1.0032315254211426
-0.32237110049741746,4548,0.0,-0.60585068470565,-1.4237740480279558e-07,0.649593728,0.0,-0.13981070797364017,24,0.0,-0.352446127648106,97,0.0,0.0,-0.00019544428470318358,-0.5818300030566395,0.0,-0.16267516968265913,-0.01770504369349151,-122.68385837000001,0.0017664,0.13552173981302562,-0.5,0.0,-0.212898118153206,442368,-0.09272805260944024,-0.007568359375000121,-0.3368741447840447,0.00029622329101483856,25.26496,-0.3098384319844466,-0.2740388051112288,-0.0016296646985759977,90.85,-0.8435773995094297,-4.284146171571687e-05,0.01,0.0,0.00029894016,4.592840194702148,0.3086751302083333,0.2,0.05305792,-3.418367862701416,17807,0.008280140192558369,11.201073487599691,-34.07620811462402,1.0019621849060059
-0.3155484051996751,4552,0.0,-0.6363820915477566,-1.3032035534686289e-07,0.649576064,0.0,-0.14067018359551722,25,0.0,-0.36069145158632954,101,0.0,0.0,-0.0001943645526152475,-0.5865947060281198,0.0,-0.12135199257431352,-0.01949160956293193,-121.09911523000001,0.0018432,0.13179280865910564,-0.5,0.0,-0.21823252460839498,460800,-0.09212880295469887,-0.0073404947916667785,-0.3228353483571929,0.00023979977251858346,25.27648,-0.31002338039364796,-0.2555388138484608,-0.0016795073251847153,84.54,-0.8439915793961906,-4.1251036683988247e-05,0.01,0.0,0.00029889407999999997,6.327144622802734,0.3056640625,0.2,0.035073597,-3.2164993286132812,17808,0.022959463919202488,15.735883076985678,-34.06538391113281,1.0008907318115234
-0.32012898757861574,4555,0.0,-0.605829922760567,-1.2428323143955713e-07,0.6495584,0.0,-0.14116220982555217,26,0.0,-0.3714316961067128,105,0.0,0.0,-0.00021020361924506457,-0.5820371339131809,0.0,-0.19365385738974814,-0.02261058060863153,-122.72688031999998,0.00192,0.13434408488871383,-0.5,0.0,-0.20972502986231112,479232,-0.09285395371687839,-0.0073404947916667785,-0.3570905677279992,0.00040147485237361654,25.288,-0.3029257025502531,-0.27128367233086575,-0.0018089530876058987,91.03,-0.8386832290981369,-4.579358180104179e-05,0.01,0.0,0.000298848,10.783411026000977,0.307861328125,0.2,0.032456595,-1.5119421482086182,17809,0.015356226125732064,27.101276397705078,-34.068772315979004,1.0011682510375977
-0.3114406465068669,4556,0.0,-0.6120500017573218,-1.2141332929030623e-07,0.6495407360000001,0.0,-0.14198889382741958,27,0.0,-0.3397344349572367,109,0.0,0.0,-0.00021342701244057372,-0.5638454561935735,0.0,-0.1449564030186488,-0.01887023691052934,-122.03935658,0.0019968,0.13347987608701115,-0.5,0.0,-0.20622211549179328,497664,-0.09250772128954601,-0.007820638020833468,-0.3364713987478696,0.0002842875385087811,25.29952,-0.2979079533600537,-0.2524705371483154,-0.0017889184921862347,88.32,-0.8226101011870885,-4.695716269473724e-05,0.01,0.0,0.00029880191999999997,5.7283806800842285,0.296142578125,0.2,0.041440148,-2.8008079528808594,17811,-0.0017429906292818487,14.639099478721619,-34.083587646484375,1.0024861097335815
-0.34702342029827776,4556,0.0,-0.6088377486536535,-1.4434965959743264e-07,0.649523072,0.0,-0.14085536473059718,28,0.0,-0.3454687085698185,113,0.0,0.0,-0.00023886116977941033,-0.5491425126273463,0.0,-0.09671224850281412,-0.019960097586938997,-122.07201578,0.0020736,0.13464947167066296,-0.5,0.0,-0.21426995262769713,516096,-0.09224251956248015,-0.0077392578125001265,-0.3488676858576767,0.0002582458061321328,25.31104,-0.31316208122739836,-0.23910144400098174,-0.0020325585150260494,88.48,-0.8350067834424624,-5.20598713133518e-05,0.01,0.0,0.00029875584,7.204583644866943,0.2890625,0.2,0.04849834,-2.223879337310791,17813,0.007865998816365996,19.257807731628418,-34.07424100240072,1.0015672445297241
-0.31905519209022226,4556,0.0,-0.6068713380124815,-1.2474691137434888e-07,0.649505408,0.0,-0.142185562911162,29,0.0,-0.3334116491130842,117,0.0,0.0,-0.00023270017808281585,-0.5461776682364214,0.0,-0.13453238277271304,-0.020586332177461978,-122.37945738999998,0.0021504,0.13084053607600862,-0.5,0.0,-0.221218724110164,534528,-0.09232427377239566,-0.007796223958333463,-0.35123008527790334,0.0002761494542937726,25.32256,-0.3188892192460014,-0.2490250663018225,-0.001967452077668519,89.68,-0.8410675594391761,-5.077496544299117e-05,0.01,0.0,0.00029870976,5.962244510650635,0.2862752278645833,0.2,0.039961528,-3.084681510925293,17816,-0.009354766962739328,16.232885758082073,-34.09005928039551,1.0030207633972168
-0.34154663261253937,4557,0.0,-0.6356485104657781,-1.6077195710132767e-07,0.649487744,0.0,-0.13988515787940917,30,0.0,-0.3126424066540985,121,0.0,0.0,-0.0002585623598152251,-0.5943775647234233,0.0,-0.1237443919845763,-0.027952388835597024,-122.53965862999999,0.0022272,0.14067829301548074,-0.5,0.0,-0.2083499392391344,552960,-0.09246774679610847,-0.007568359375000119,-0.36365392706404076,0.00028808524560493726,25.33408,-0.28818839413567515,-0.256202611308734,-0.002291504335238057,90.36,-0.8276167054653681,-5.65044422274639e-05,0.01,0.0,0.00029866368,4.718758583068848,0.342138671875,0.2,0.042848345,-4.306832790374756,17818,0.002405826689209789,14.815433406829834,-34.08464431762695,1.0026509761810303
-0.33724296809553406,4559,0.0,-0.6362029404097618,-1.594348941254488e-07,0.6494700800000001,0.0,-0.1434572260706401,31,0.0,-0.3060455104066892,125,0.0,0.0,-0.0002593328047720993,-0.5574251433101334,0.0,-0.12952023528388834,-0.025170376447229213,-122.65196678000001,0.002304,0.13683417337846893,-0.5,0.0,-0.20349542401775278,571392,-0.09236203715972666,-0.007942708333333472,-0.38159557727703564,0.00040038973222383193,25.3456,-0.30450340959873434,-0.25662587494239886,-0.002303687071234687,90.76,-0.8390103374302199,-5.570476736592731e-05,0.01,0.0,0.0002986176,15.140922546386719,0.2564697265625,0.2,0.024700765,-1.396965503692627,17819,0.00899507338181138,31.637227058410645,-34.06723499298096,1.001044511795044
-0.3418135666163588,4560,0.0,-0.6551406112346665,-1.447203398481692e-07,0.649452416,0.0,-0.14230847702909827,32,0.0,-0.31397460135283023,129,0.0,0.0,-0.0002690572510249576,-0.5456993621037501,0.0,-0.057924457111484,-0.022127752781383417,-121.28761453000001,0.0023808,0.13120136947802521,-0.5,0.0,-0.2242271188232166,589824,-0.0923009310995036,-0.008032226562500135,-0.3359800893987656,0.000333115691319108,25.35712,-0.3453262962772754,-0.2598329752875888,-0.0022378653350062353,85.29,-0.8358626062319146,-6.016459942183392e-05,0.01,0.0,0.00029857152,5.155101299285889,0.24483235677083334,0.2,0.047188893,-5.1402506828308105,17821,0.0024804488833372793,11.832915782928467,-34.07293955485026,1.0016311407089233
-0.34529573302575856,4562,0.0,-0.6322260667206855,-1.4290613433414545e-07,0.649434752,0.0,-0.14345260899310783,33,0.0,-0.3553329717841221,133,0.0,0.0,-0.00026587616672794266,-0.5752590689780305,0.0,-0.08220401067833595,-0.0218803954427805,-121.18273931,0.0024576,0.13560229887298467,-0.5,0.0,-0.21194717337420438,608256,-0.09228360288171195,-0.00761718750000012,-0.3572396734232289,0.00023437439813278615,25.36864,-0.3121251751588626,-0.2605910730217873,-0.0022735763303135346,84.86,-0.8495025271899485,-5.841885524849052e-05,0.01,0.0,0.00029852544,19.310964584350586,0.2633056640625,0.2,0.026254058,-0.34129250049591064,17822,0.008960809791460633,44.4810094833374,-34.06649208068848,1.0010013580322266
-0.3110714264951977,4563,0.0,-0.6474171569354915,-1.2477715481670433e-07,0.649417088,0.0,-0.14631903751892367,34,0.0,-0.2935362968333385,137,0.0,0.0,-0.0002728217254093667,-0.5411099625597285,0.0,-0.11207394924167086,-0.021263557899339102,-122.03434693,0.0025344,0.1311103009855066,-0.5,0.0,-0.2202421824551048,626688,-0.09248893460579423,-0.007845052083333462,-0.3278613870297806,0.00026855408537408546,25.38016,-0.3090574672182029,-0.2617869174684164,-0.0022576519939392814,88.27,-0.856573518475567,-5.988276934734122e-05,0.01,0.0,0.00029847935999999996,3.8175997734069824,0.2750244140625,0.2,0.061591044,-4.247278690338135,17824,0.006247780790242056,9.735211531321207,-34.07550493876139,1.0018470287322998
-0.36153524640475054,4564,0.0,-0.62438461440674,-1.600774251162855e-07,0.6493994240000001,0.0,-0.1447579376854563,35,0.0,-0.33509902903042166,141,0.0,0.0,-0.00029604727583359237,-0.5109834451710736,0.0,-0.11821506306577964,-0.02133940572079868,-122.19104172000002,0.0026112,0.1318295367709312,-0.5,0.0,-0.21027275535962167,645120,-0.09200710031743675,-0.00804850260416681,-0.357703199074359,0.0002810323429811332,25.39168,-0.3080187524787508,-0.24276834487651364,-0.0024053822967419662,88.91,-0.8360504530747204,-6.643166912018974e-05,0.01,0.0,0.00029843328,9.299394607543945,0.2906494140625,0.2,0.027743196,-0.5492454767227173,17825,0.008451085770502687,24.877774715423584,-34.066612243652344,1.0010000467300415
