time/iterations,reward_terms/vz,reward_terms/assist_pen,curriculum/ctrl_jitter_ms,reward_terms/action_rate,time/time_elapsed,reward_terms/foot_slip,time/total_timesteps,reward_terms/fwd_speed,reward_terms/upright,reward_terms/step_rate,reward_terms/time,reward_terms/angmom,reward_terms/stop,reward_terms/alive,reward_terms/energy,reward_terms/ang_xy,curriculum/eff_scale,curriculum/ctrl_drop_prob,reward_terms/height,rollout/ep_len_mean,reward_terms/clearance,reward_terms/air_time,reward_terms/hip_roll,reward_terms/stance_time,reward_terms/foot_ahead,reward_terms/overrun,curriculum/sprint_dist_m,reward_terms/stance,reward_terms/residual,reward_terms/coef_rate,curriculum/ent_coef,reward_terms/torque,reward_terms/lat_vel,reward_terms/phase_contact,time/fps,rollout/ep_rew_mean,curriculum/stance_ratio,reward_terms/motor_vel,train/clip_range,train/approx_kl,train/policy_gradient_loss,train/learning_rate,train/loss,train/explained_variance,train/std,train/entropy_loss,train/value_loss,train/clip_fraction,train/n_updates
1538,-0.14708530959323995,0.0,0.0,-0.11278483277253534,6371,-0.6828975126663326,28348416,2.9516744240680155,-0.17073743096384852,0.0,-0.5,-0.10792763961843044,0.0,0.0,-0.010786177120318602,-0.45379790823195276,0.1180416,0.0,-0.06398702122115774,405.5,0.15615368374842364,0.000680337520962995,-0.3957726244343228,0.0,0.0,0.0,42.70624,-0.0017683605230733482,-0.10772565193489342,-0.6839303855837249,0.01,-0.08212868033300043,-0.09640479470472464,-0.23600259332809573,4449,-86.2976826,0.622850432,-0.001774427292767641,0.2,0.021283653,-0.019561298075132072,0.000290556672,16.037689208984375,0.9392329454421997,1.0016320943832397,-34.06895008087158,36.15017795562744,0.19732666015625,30066
1539,-0.13351227778094807,0.0,0.0,-0.11308614434174036,6375,-0.6892226179066689,28366848,2.972117253203154,-0.13947090335171153,0.0,-0.5,-0.10318169023318134,0.0,0.0,-0.010854351601959555,-0.45441345963688273,0.1181184,0.0,-0.06230463666115719,416.36,0.15946924707759338,0.0008398426386217276,-0.39539570012738445,0.0,0.0,0.0,42.71776,-0.001112290189259616,-0.10783569515025987,-0.6935094573105984,0.01,-0.08279486725551394,-0.06557713648223563,-0.24392472996985795,4449,-80.41728645999999,0.622832768,-0.0017770878328932228,0.2,0.023259591,-0.019497879222035407,0.000290550528,17.810667037963867,0.9486953020095825,1.0018681287765503,-34.076324462890625,31.019197082519533,0.23330078125,30070
1540,-0.1404949406446091,0.0,0.0,-0.11255130786660761,6379,-0.6859176662447922,28385280,2.9048303112724465,-0.15662315820791026,0.0,-0.5,-0.10049738815628731,0.0,0.0,-0.010447472567835828,-0.45299840022755894,0.1181952,0.0,-0.06114546636311916,415.69,0.15290606352824548,0.0006456152316079371,-0.3899882089171966,-0.00011121899458683199,0.0,0.0,42.72928,-0.0035703816161406065,-0.10772470189902662,-0.6966322096185067,0.01,-0.07942223344097105,-0.08090138560087044,-0.23729291981696582,4449,-79.06343863,0.6228151040000001,-0.0017284013776233719,0.2,0.02361989,-0.018440335360355675,0.000290544384,14.625239372253418,0.9417785406112671,1.0017197132110596,-34.074367713928225,32.47800188064575,0.23353271484375,30074
1541,-0.1338276269608543,0.0,0.0,-0.11158305894612108,6384,-0.6723566195934408,28403712,2.951047289238125,-0.14258688935883634,0.0,-0.5,-0.1010607845004711,0.0,0.0,-0.010559947176896907,-0.4568159489736962,0.118272,0.0,-0.06198249978871917,415.65,0.15275573063967252,0.000438367200937743,-0.3931679484530729,0.0,0.0,0.0,42.7408,-0.0010538503222755557,-0.10768601506364313,-0.6853544643986531,0.01,-0.08165222034201997,-0.04898722988676918,-0.2455092700128675,4449,-80.20186885000001,0.62279744,-0.0017229788650818803,0.2,0.030623522,-0.024658211669884623,0.00029053824,13.474575996398926,0.9517313241958618,1.0022177696228027,-34.07771377563476,26.60475606918335,0.2424072265625,30078
1542,-0.1423968251103516,0.0,0.0,-0.11265262204580512,6388,-0.6785365496597877,28422144,2.8791455482424504,-0.14594525109587117,0.0,-0.5,-0.10272172432893972,0.0,0.0,-0.010405017401570016,-0.4451256501377009,0.1183488,0.0,-0.061153372667870735,404.49,0.152506149165346,0.0005316830874006781,-0.38916479765335016,-1.8445956003334788e-05,0.0,0.0,42.75232,-0.0029726523013501004,-0.10744297495119876,-0.6926867290597009,0.01,-0.08045994938939867,-0.05901977584519548,-0.2461902074646318,4449,-78.57421171,0.622779776,-0.001692008914953704,0.2,0.023202607,-0.01789724978443701,0.00029053209599999997,15.30413818359375,0.9395899176597595,1.0016722679138184,-34.07351512908936,31.868958950042725,0.2216796875,30082
1543,-0.12418882434627473,0.0,0.0,-0.11210264314812009,6392,-0.6563913693775789,28440576,2.9234580521728137,-0.1402519007586408,0.0,-0.5,-0.09425139931080567,0.0,0.0,-0.010691990053694339,-0.4468832765528565,0.1184256,0.0,-0.05793893970849689,411.65,0.15159454320056265,0.0006000424295456873,-0.39786773848149415,0.0,0.0,0.0,42.76384,-0.0015196931220071415,-0.10773505122911384,-0.6797766465115784,0.01,-0.08219853081232605,-0.07949200911338147,-0.23699666366110725,4449,-79.36358756999999,0.622762112,-0.0017447152214715915,0.2,0.02719698,-0.021250370948109776,0.00029052595199999996,15.225142478942871,0.9414631128311157,1.0016335248947144,-34.06772232055664,31.431937313079835,0.23516845703125,30086
1544,-0.13554355359500844,0.0,0.0,-0.11197992890131997,6396,-0.6826730628281358,28459008,2.8537641451211924,-0.14440347440920073,0.0,-0.5,-0.1060966834289037,0.0,0.0,-0.010625894809663297,-0.4576871237351796,0.1185024,0.0,-0.06462654181903789,397.66,0.15625278875141502,0.0006776248337700963,-0.3921632401093518,0.0,0.0,0.0,42.77536,-0.0015378087476052066,-0.10746309526739921,-0.700471030376208,0.01,-0.08204602167095094,-0.06861006093806245,-0.24515425661788093,4449,-83.32412852000002,0.6227444480000001,-0.0017401920114973328,0.2,0.02362761,-0.01900830278173089,0.00029051980799999996,12.836906433105469,0.9419872164726257,1.0021536350250244,-34.07649803161621,29.203348064422606,0.22645263671875,30090
1545,-0.1206719461380405,0.0,0.0,-0.11156105222035372,6400,-0.672826643379171,28477440,2.920585983927232,-0.12761939979351944,0.0,-0.5,-0.10084270357415771,0.0,0.0,-0.010625238735559296,-0.44796205766858815,0.1185792,0.0,-0.055959701876529766,380.4,0.15128538938685993,0.0004980459828705838,-0.3960603269051016,0.0,0.0,0.0,42.78688,-0.000832154162288525,-0.10743508479384162,-0.7039854578499665,0.01,-0.08169683134609818,-0.04459510132142468,-0.23838986833052886,4449,-84.02589026999998,0.622726784,-0.001738196425915677,0.2,0.021585776,-0.019181235623545945,0.000290513664,17.011064529418945,0.9311102628707886,1.002065896987915,-34.07895298004151,35.7532919883728,0.23336181640625,30094
1546,-0.12218608831432258,0.0,0.0,-0.1125431633858098,6404,-0.689267053555782,28495872,2.940063883911413,-0.13563356071294957,0.0,-0.5,-0.09882630975452421,0.0,0.0,-0.010705398406630477,-0.444831137954539,0.118656,0.0,-0.05758615208631953,411.81,0.1556514852161848,0.0005430764124159598,-0.3951791774742659,0.0,0.0,0.0,42.7984,-0.0015227544067694587,-0.10746464048517101,-0.6900904542274494,0.01,-0.08162732724560588,-0.05193628201242948,-0.24689170666993596,4449,-79.77014048000001,0.62270912,-0.0017764585372602487,0.2,0.023335079,-0.021463743411004543,0.00029050752,14.71705436706543,0.922430157661438,1.0017026662826538,-34.073425102233884,38.16060905456543,0.22119140625,30098
1547,-0.1339944346812976,0.0,0.0,-0.11238481071845907,6408,-0.6484771586212228,28514304,2.9238111338778396,-0.1435421080702902,0.0,-0.5,-0.10283986493334885,0.0,0.0,-0.010823367114093041,-0.46432713090193,0.1187328,0.0,-0.0607458557614761,406.54,0.15896940632812265,0.000778536121490308,-0.3940178677278945,0.0,0.0,0.0,42.80992,-0.0016637680020092453,-0.10750140241019314,-0.6956140644951692,0.01,-0.08310782376734928,-0.06537600697982897,-0.23808529381852608,4449,-80.27026491,0.622691456,-0.0017839665749615717,0.2,0.019454429,-0.01983850230462849,0.000290501376,18.576345443725586,0.9241634607315063,1.0012919902801514,-34.068688774108885,40.19217491149902,0.19830322265625,30102
1548,-0.11493764371071993,0.0,0.0,-0.11348674894488536,6413,-0.6635535336923628,28532736,2.8911938735409657,-0.12874355784201788,0.0,-0.5,-0.09448109357473311,0.0,0.0,-0.010909554642868625,-0.44458686390081237,0.1188096,0.0,-0.05244370061271739,398.78,0.15598956593679122,0.0008279066662200623,-0.39418129545053543,0.0,0.0,0.0,42.821439999999996,-0.0019251379611306813,-0.10751874771059809,-0.7050715104620137,0.01,-0.08360690924374661,-0.0624720899749192,-0.22858997429528166,4449,-79.87748692999999,0.6226737920000001,-0.0017968845119078064,0.2,0.023705307,-0.021487187937600537,0.000290495232,20.793622970581055,0.9185794591903687,1.0016469955444336,-34.071987342834475,45.6339111328125,0.21888427734375,30106
1549,-0.1253044788910162,0.0,0.0,-0.11221446662087813,6417,-0.689225921145732,28551168,2.9894734041972906,-0.1517837803939994,0.0,-0.5,-0.10641494126025103,0.0,0.0,-0.010985972307886664,-0.4578619637313419,0.1188864,0.0,-0.05926710287694312,402.58,0.15371244687826538,0.0005962445801641378,-0.400615170797663,0.0,0.0,0.0,42.83296,-0.0012063884282738915,-0.1076455111004278,-0.6904085819166597,0.01,-0.08323483389428725,-0.10165425468766057,-0.2369360659635666,4449,-80.45336732000001,0.622656128,-0.0017936561170484723,0.2,0.021627482,-0.02104707541875541,0.000290489088,18.659204483032227,0.9180817008018494,1.0014543533325195,-34.06916446685791,41.40505142211914,0.20128173828125,30110
1550,-0.13295583319069648,0.0,0.0,-0.1142105492956263,6421,-0.6538406908561833,28569600,2.795498869746596,-0.15419689733976708,0.0,-0.5,-0.10586453769702427,0.0,0.0,-0.01074296886674209,-0.44791728699038824,0.1189632,0.0,-0.05814910685161004,409.98,0.15314764986657423,0.0008783624281123695,-0.39097952648746254,0.0,0.0,0.0,42.844480000000004,-0.0013637439476583803,-0.10740160144644391,-0.7118224872356858,0.01,-0.08248077259094695,-0.08878680758109375,-0.23741927026579587,4449,-81.77082728,0.622638464,-0.0017510937563249057,0.2,0.020832602,-0.019279129279311746,0.000290482944,16.812345504760742,0.9300217628479004,1.0017460584640503,-34.07329387664795,41.56747837066651,0.2169677734375,30114
1551,-0.1367247502096588,0.0,0.0,-0.11272014362271277,6425,-0.6681923768581992,28588032,3.117922804158563,-0.1576810993618343,0.0,-0.5,-0.10476291052634837,0.0,0.0,-0.011109416385261167,-0.4384782163998784,0.11904,0.0,-0.06210782737108275,429.14,0.161232186121513,0.0008620867188761218,-0.4023475700511715,0.0,0.0,0.0,42.856,-0.0015111658591849164,-0.10789378207794344,-0.6778041672710375,0.01,-0.08529598032916041,-0.1077903316319594,-0.23070883485740204,4449,-82.56814167,0.6226208,-0.0017908400384311208,0.2,0.024569374,-0.022795349080115556,0.00029047679999999996,15.515714645385742,0.9365836381912231,1.0017025470733643,-34.072780799865725,36.119290351867676,0.23021240234375,30118
1552,-0.1433496903160957,0.0,0.0,-0.11141708234142494,6429,-0.665646612588866,28606464,2.9389582204447433,-0.1592034105164871,0.0,-0.5,-0.11095037236912829,0.0,0.0,-0.010928937137671698,-0.45660836115735637,0.1191168,0.0,-0.06450119079204406,430.63,0.15263005538281377,0.0007074643023467312,-0.3954084345959695,0.0,0.0,0.0,42.86752,-0.0017839134429833436,-0.10746093675253138,-0.6918419395522728,0.01,-0.08466274841860316,-0.10043275441166861,-0.22560774932464675,4449,-76.38845814,0.6226031360000001,-0.0017742052752358459,0.2,0.020020029,-0.019129938795231283,0.00029047065599999996,11.86949634552002,0.9573019742965698,1.0014604330062866,-34.07018871307373,26.239084720611572,0.1764892578125,30122
1553,-0.13443258722682028,0.0,0.0,-0.11261522704906388,6433,-0.6746675157252461,28624896,2.93458580531248,-0.1555677009625691,0.0,-0.5,-0.10341121316280345,0.0,0.0,-0.011177529854567811,-0.4622583216629131,0.1191936,0.0,-0.06437803017254107,388.98,0.16090831253958016,0.0007411011675786641,-0.3954037187171891,0.0,0.0,0.0,42.87904,-0.0018545111822184284,-0.10769086040034423,-0.7074767942833562,0.01,-0.08614265135778543,-0.11123968835060194,-0.23033472682503733,4449,-78.94475633999998,0.622585472,-0.0018264273071276714,0.2,0.022315625,-0.020789441815577448,0.000290464512,15.38884162902832,0.9432724118232727,1.001533031463623,-34.069664764404294,33.48761520385742,0.20877685546875,30126
1554,-0.12172870649853523,0.0,0.0,-0.11166266035781341,6437,-0.6853165160495613,28643328,2.924724612062752,-0.14461552993620702,0.0,-0.5,-0.1023405276340899,0.0,0.0,-0.010949047364182488,-0.4364369329561629,0.1192704,0.0,-0.0578074527880385,414.08,0.15001694543260632,0.0007796212804451999,-0.40033151141845197,0.0,0.0,0.0,42.89056,-0.0019514749046270511,-0.10756383613388516,-0.6851824105727435,0.01,-0.08333225642121342,-0.10372127290742054,-0.22653396624151073,4449,-82.57193557999999,0.622567808,-0.001791875526811679,0.2,0.023688264,-0.022454822319559753,0.000290458368,16.01348876953125,0.9374309182167053,1.0014175176620483,-34.06870079040527,36.00793895721436,0.2284423828125,30130
1555,-0.14400754632717563,0.0,0.0,-0.11201683832864348,6441,-0.6924869243092562,28661760,2.9629237401958255,-0.168534544858226,0.0,-0.5,-0.10667445839028461,0.0,0.0,-0.01110306994304678,-0.450754735217281,0.1193472,0.0,-0.06585258826695241,423.39,0.1511176634030199,0.0008094606487753077,-0.39918074588542374,0.0,0.0,0.0,42.90208,-0.0013146106929763015,-0.10757231870254234,-0.6917393804101858,0.01,-0.08535576586553625,-0.1456178006274032,-0.22885107547534622,4449,-84.91959142000002,0.622550144,-0.0018005136611114103,0.2,0.021570602,-0.02099582042428665,0.000290452224,15.589944839477539,0.9350658655166626,1.0017404556274414,-34.072611808776855,34.880761528015135,0.21617431640625,30134
1556,-0.1516198949859032,0.0,0.0,-0.11232445763244277,6446,-0.6800397279556344,28680192,2.9440032887463055,-0.16485583474298726,0.0,-0.5,-0.10742500503508898,0.0,0.0,-0.01092603595581553,-0.45111449995235336,0.119424,0.0,-0.06966997903011102,423.1,0.15931849804712128,0.0010340696963895527,-0.3988805446781272,-6.917254197307759e-05,0.0,0.0,42.9136,-0.001163734084280202,-0.10767735013354911,-0.6941239730690758,0.01,-0.08421027181080115,-0.11215196674680764,-0.2253784134601049,4449,-87.94098698999998,0.62253248,-0.0017876490247315455,0.2,0.022564238,-0.018709746818058193,0.00029044608,18.44081687927246,0.9428101181983948,1.0014524459838867,-34.07127285003662,36.19414682388306,0.22640380859375,30138
1557,-0.13402954337927064,0.0,0.0,-0.11243356649647235,6450,-0.6849859077504292,28698624,2.974760083904054,-0.15210782824912664,0.0,-0.5,-0.10337924738471012,0.0,0.0,-0.010989615171642807,-0.4436903352008328,0.1195008,0.0,-0.060711323517815864,411.63,0.1571272004315671,0.0008767346993813084,-0.3964944146004874,0.0,0.0,0.0,42.92512,-0.0017757291733103116,-0.1077147807706684,-0.6848517083745302,0.01,-0.08450347121533029,-0.1112025526079983,-0.2339138931842332,4449,-83.7777089,0.622514816,-0.0017912756693542892,0.2,0.020998789,-0.02103786197840236,0.000290439936,14.164690017700195,0.950117290019989,1.001196265220642,-34.067155265808104,30.450413322448732,0.20189208984375,30142
1558,-0.14656172850913662,0.0,0.0,-0.11221379590790496,6454,-0.6945752174890095,28717056,2.9108282281246236,-0.19191483292156306,0.0,-0.5,-0.1063744496852364,0.0,0.0,-0.011140849471428313,-0.4506356176818833,0.1195776,0.0,-0.06531313588992661,411.19,0.14644853448782216,0.000857746254445778,-0.4021448796860135,-2.170105775197347e-05,0.0,0.0,42.93664,-0.0017741672305038808,-0.10778546660289395,-0.6947117351866227,0.01,-0.08550330456487153,-0.20131172620412352,-0.22248508275091958,4449,-84.99348507999999,0.622497152,-0.001822688410874282,0.2,0.023300497,-0.02042478765361011,0.00029043379199999997,18.90830421447754,0.938156008720398,1.0013962984085083,-34.06753559112549,37.25187377929687,0.24185791015625,30146
1559,-0.13504390312329742,0.0,0.0,-0.11203954587046436,6458,-0.6911681991870876,28735488,2.9328996840154895,-0.17178882534549375,0.0,-0.5,-0.10872994098692995,0.0,0.0,-0.011093937638929425,-0.4542529315688582,0.1196544,0.0,-0.0621945822790282,399.92,0.1487428078199043,0.000800237690176194,-0.40284782324810914,0.0,0.0,0.0,42.94816,-0.0011644970312501765,-0.10776709586029395,-0.6805510551503549,0.01,-0.08464041029387838,-0.1528270210947246,-0.22358466004438382,4449,-88.45467966999996,0.622479488,-0.0018114133244692525,0.2,0.024531068,-0.02348175022052601,0.000290427648,16.85281753540039,0.9480798244476318,1.0014482736587524,-34.069313621521,38.09867897033691,0.21219482421875,30150
1560,-0.14352025336387003,0.0,0.0,-0.11311020664553986,6462,-0.6743067929051798,28753920,2.943709342465005,-0.16781625991313273,0.0,-0.5,-0.10519872675397275,0.0,0.0,-0.011071797279910055,-0.4473869640947787,0.1197312,0.0,-0.06528803499938889,392.91,0.15736813065395544,0.0007666005500747511,-0.3935522908886495,0.0,0.0,0.0,42.95968,-0.0025339931823001216,-0.1076135667943122,-0.7025137119014527,0.01,-0.08518839309689687,-0.12504244732421377,-0.23463946487094386,4449,-85.47186517999998,0.622461824,-0.0018012336271724788,0.2,0.021899048,-0.021821854496374728,0.000290421504,15.172032356262207,0.9463288187980652,1.0014991760253906,-34.06996574401855,33.93084850311279,0.21470947265625,30154
1561,-0.15831042051646113,0.0,0.0,-0.1118622003821114,6466,-0.6678984606185129,28772352,2.9972776903592346,-0.18296145781734052,0.0,-0.5,-0.11365158664903305,0.0,0.0,-0.010932672792610988,-0.45647427660061,0.119808,0.0,-0.070414643451369,375.9,0.1634889114772291,0.0008919258737781396,-0.39385664459484665,0.0,0.0,0.0,42.971199999999996,-0.001783236386072088,-0.10779663052387331,-0.6944499300496283,0.01,-0.08546545492272778,-0.12607277022347885,-0.22350034298606644,4449,-84.14989855999998,0.62244416,-0.0017816148415190011,0.2,0.022730345,-0.02026868148241192,0.00029041536,17.141332626342773,0.9356660842895508,1.001732587814331,-34.073194694519046,41.37821273803711,0.205419921875,30158
1562,-0.14171420688406847,0.0,0.0,-0.11345657168168738,6470,-0.6722831756055136,28790784,2.945792575551801,-0.16090972912672286,0.0,-0.5,-0.10818272180778882,0.0,0.0,-0.011237393454929998,-0.4616010467866615,0.1198848,0.0,-0.06303286384408315,398.33,0.15321964086055384,0.0007546646843871309,-0.39476811417498486,0.0,0.0,0.0,42.98272,-0.0019394341421022023,-0.10756723386404987,-0.6973980568276568,0.01,-0.08544555101027716,-0.13096268465082617,-0.2202325910063626,4449,-79.7274652,0.622426496,-0.001856403443843191,0.2,0.015969459,-0.019698059232905508,0.000290409216,14.881488800048828,0.9444493055343628,1.0009989738464355,-34.064989471435545,38.59239263534546,0.14698486328125,30162
1563,-0.12445540423399143,0.0,0.0,-0.11227107170792539,6474,-0.676693566774807,28809216,2.97302590754441,-0.13983442365151852,0.0,-0.5,-0.10444116863515956,0.0,0.0,-0.011056890130350982,-0.43117025229047046,0.1199616,0.0,-0.05701580889174218,423.61,0.15620245733619592,0.000637477182964277,-0.39785417812570184,0.0,0.0,0.0,42.994240000000005,-0.0018629283863504315,-0.10756664674679933,-0.6923212059459867,0.01,-0.0843085356267829,-0.09907278248301693,-0.23169175529225022,4449,-78.40090013999999,0.622408832,-0.0018061870344273977,0.2,0.01696764,-0.015188064833637327,0.000290403072,20.074817657470703,0.9308618903160095,1.001108169555664,-34.06496887207031,43.08892402648926,0.183154296875,30166
1564,-0.12926986817101085,0.0,0.0,-0.11118517197864189,6478,-0.6781999782987046,28827648,2.9569551337843083,-0.14364072621474355,0.0,-0.5,-0.10205568785339446,0.0,0.0,-0.01101299119455802,-0.4469323184180987,0.1200384,0.0,-0.05956269237040254,422.47,0.15305264508703603,0.0007421864429488778,-0.39468451105863966,0.0,0.0,0.0,43.00576,-0.0018083347712863787,-0.10761397863285546,-0.6920382009889259,0.01,-0.08429201326076945,-0.08577978059973677,-0.23062842954776352,4449,-77.64967972,0.622391168,-0.0018053793930947668,0.2,0.021472862,-0.024085258843842893,0.000290396928,15.785743713378906,0.9339237809181213,1.0013312101364136,-34.069767761230466,39.17558479309082,0.19951171875,30170
1565,-0.13342231693478612,0.0,0.0,-0.11214965220300711,6483,-0.6844073682020649,28846080,2.9635440408009783,-0.15020227897775518,0.0,-0.5,-0.0997512972813406,0.0,0.0,-0.011043863318070333,-0.4406964232146064,0.1201152,0.0,-0.062426447563322225,432.02,0.15399658159129254,0.0007872166105597797,-0.3975572228216838,0.0,0.0,0.0,43.01728,-0.0020488200436924635,-0.10758984286032766,-0.6933004379288552,0.01,-0.08508065301438225,-0.09647156424907413,-0.23011020665371845,4449,-76.10965379999999,0.622373504,-0.001791687452048617,0.2,0.023347301,-0.01987919504754245,0.000290390784,17.031166076660156,0.9306007623672485,1.0016299486160278,-34.072072219848636,41.237358474731444,0.22459716796875,30174
1566,-0.12584500288513611,0.0,0.0,-0.11198308990109987,6487,-0.6850116418565743,28864512,2.991607733882552,-0.14942459392692128,0.0,-0.5,-0.10527297938458133,0.0,0.0,-0.011057852230726748,-0.44173833970297927,0.120192,0.0,-0.057119269551049436,428.55,0.1565972363661688,0.000755749778666844,-0.40185121335380414,-1.8445956003334788e-05,0.0,0.0,43.028800000000004,-0.0015605114770275126,-0.1075875365788228,-0.6927320146783527,0.01,-0.08408209639190903,-0.09449578847382045,-0.22727218682200767,4449,-79.3531851,0.62235584,-0.0018147532096604467,0.2,0.018879466,-0.016511384036857635,0.00029038463999999997,20.682605743408203,0.9423606991767883,1.0022135972976685,-34.077946472167966,39.65745391845703,0.20025634765625,30178
1567,-0.11907868448562968,0.0,0.0,-0.11237897231562129,6491,-0.6778107712570621,28882944,2.941923730910583,-0.14393786717793036,0.0,-0.5,-0.10196889106578749,0.0,0.0,-0.011221719321014697,-0.4403767257717148,0.1202688,0.0,-0.056152111191770625,417.21,0.1622202264664986,0.0006277116416539582,-0.3954341875557661,0.0,0.0,0.0,43.040319999999994,-0.0017244274091359154,-0.10742836856472907,-0.6925699710982076,0.01,-0.0852770653894323,-0.08879116738637086,-0.23006514144127488,4449,-77.4241637,0.622338176,-0.0018426265311207975,0.2,0.026769912,-0.01902653891593218,0.000290378496,21.763065338134766,0.932652473449707,1.0019336938858032,-34.078196907043456,40.48682327270508,0.23201904296875,30182
1568,-0.13222546128300552,0.0,0.0,-0.11165675094689988,6495,-0.6806645583112876,28901376,3.028411342196736,-0.1376084517793358,0.0,-0.5,-0.0993483631179248,0.0,0.0,-0.010951047862454679,-0.43262238169657613,0.1203456,0.0,-0.05966487498070378,417.51,0.15414332241995365,0.0008094605938014057,-0.3976716249705029,0.0,0.0,0.0,43.05184,-0.0010644762385221206,-0.10744696864946467,-0.6819233726229982,0.01,-0.0829170151414918,-0.05930431514057696,-0.23740880964877942,4449,-78.47541855000001,0.622320512,-0.0018048555299208116,0.2,0.02337763,-0.02062658459180966,0.000290372352,18.320110321044922,0.9308988451957703,1.0018579959869385,-34.07478084564209,41.24738712310791,0.22734375,30186
1569,-0.13522286761128227,0.0,0.0,-0.1127249706455224,6499,-0.6745918288669789,28919808,2.9615988609341803,-0.14979656029746344,0.0,-0.5,-0.10272101118482833,0.0,0.0,-0.01094388354336778,-0.4409433703650152,0.1204224,0.0,-0.06191936244941603,434.35,0.15383598056659364,0.0007373035251576868,-0.39709385844629796,0.0,0.0,0.0,43.06336,-0.0007364764288136499,-0.10774249454110779,-0.6932020311879511,0.01,-0.08433656977205951,-0.0886982650772094,-0.2287321195024747,4449,-76.66322817000001,0.622302848,-0.0017826930271584206,0.2,0.02246519,-0.01850906901527196,0.000290366208,16.18263816833496,0.9389888048171997,1.001623511314392,-34.07441806793213,36.64848709106445,0.217578125,30190
1570,-0.1255085666269186,0.0,0.0,-0.1130341937557593,6503,-0.6527445259013628,28938240,2.8509765335535886,-0.14341496098222054,0.0,-0.5,-0.10004117844902652,0.0,0.0,-0.011189851746850209,-0.46032445134004796,0.1204992,0.0,-0.059376015126656655,424.05,0.15716544532228982,0.0007698555871482111,-0.3945448815204362,0.0,0.0,0.0,43.07488,-0.0007855958175897848,-0.10758888129558251,-0.7025407632022362,0.01,-0.08496206308642847,-0.09293093079015925,-0.23331197242562723,4449,-80.3063827,0.622285184,-0.0018591403432948366,0.2,0.023660935,-0.02045170885976404,0.000290360064,15.248276710510254,0.9472894668579102,1.0017502307891846,-34.07196674346924,34.02003993988037,0.232275390625,30194
1571,-0.13357667172514773,0.0,0.0,-0.112444766220928,6507,-0.6732980323275765,28956672,2.995395493744228,-0.14772730866227862,0.0,-0.5,-0.10063940615848742,0.0,0.0,-0.011120866117065083,-0.44862427671392463,0.120576,0.0,-0.061434815236144164,410.71,0.15530202561428286,0.0009391263916364147,-0.39476123209409514,-2.57701289633082e-05,0.0,0.0,43.0864,-0.001285550850060299,-0.1075259205297505,-0.6969396483815472,0.01,-0.08480781031596457,-0.08775869592387675,-0.23024504517480063,4449,-81.04711774,0.6222675200000001,-0.001831042014396866,0.2,0.017614326,-0.015235983743332326,0.00029035392,22.851072311401367,0.9242056608200073,1.0016887187957764,-34.07403373718262,45.59453868865967,0.1951171875,30198
1572,-0.131642941525062,0.0,0.0,-0.11091301742696558,6512,-0.6625529916383335,28975104,3.101926734835817,-0.14271827793765493,0.0,-0.5,-0.09754511506891543,0.0,0.0,-0.01128718660841762,-0.43576860613848056,0.1206528,0.0,-0.0599620293774625,422.81,0.15992925570789784,0.0011138223732511203,-0.3979054448336608,0.0,0.0,0.0,43.09792,-0.0010305450544161915,-0.10779052668273564,-0.6819996122708262,0.01,-0.08549595570550989,-0.09299839586690467,-0.22088929960227363,4449,-71.57537294999999,0.622249856,-0.0018646652367109837,0.2,0.025768291,-0.02401686101220548,0.000290347776,13.939516067504883,0.9447242617607117,1.0018022060394287,-34.07452907562256,32.549149131774904,0.24393310546875,30202
1573,-0.12820234513224152,0.0,0.0,-0.1128657073209008,6516,-0.6686828055247199,28993536,3.0192179528514806,-0.1490987473098897,0.0,-0.5,-0.0974445835265572,0.0,0.0,-0.01123454473389049,-0.445655023838152,0.1207296,0.0,-0.0593805765240316,431.65,0.15618268952943734,0.0009157972979462809,-0.40439605271065815,0.0,0.0,0.0,43.10944,-0.0013672138082054409,-0.10769742082592994,-0.6864650262643108,0.01,-0.08653441787789773,-0.09053382138810973,-0.2301502528187762,4449,-70.14908256000001,0.622232192,-0.0018416167953137002,0.2,0.019678215,-0.01655758799170144,0.00029034163199999997,19.296571731567383,0.9254764318466187,1.001457691192627,-34.070672035217285,44.946170806884766,0.20228271484375,30206
1574,-0.13747367789646167,0.0,0.0,-0.11145851721347937,6520,-0.6771160410426571,29011968,3.0339621867685747,-0.163260809439866,0.0,-0.5,-0.10234059824561678,0.0,0.0,-0.011316653302105784,-0.44685861814376504,0.1208064,0.0,-0.062271715807320854,428.51,0.15973252694079573,0.0006982411238520095,-0.4018168441550951,0.0,0.0,0.0,43.12096,-0.0016449418206870283,-0.10783535393250754,-0.6864529556117778,0.01,-0.08563250989914722,-0.12908000123972102,-0.2279057697922645,4449,-72.55587922,0.622214528,-0.0018656801889093298,0.2,0.021150624,-0.017242705979151653,0.00029033548799999997,17.378877639770508,0.9260602593421936,1.0016367435455322,-34.07079906463623,45.73675308227539,0.2291015625,30210
