reward_terms/air_time,reward_terms/stance_time,curriculum/stance_ratio,reward_terms/assist_pen,reward_terms/time,reward_terms/hip_roll,reward_terms/step_rate,reward_terms/upright,reward_terms/coef_rate,curriculum/swing_frac_min,reward_terms/action_rate,curriculum/cmd_track_err,ankle/ankle_spring_energy_peak,rollout/ep_rew_mean,reward_terms/track_yaw,reward_terms/clearance,reward_terms/angmom,reward_terms/stance,ankle/ankle_defl_peak,time/iterations,reward_terms/motor_vel,curriculum/cmd_scale,reward_terms/height,time/fps,curriculum/dr_scale,reward_terms/stand,reward_terms/vz,reward_terms/residual,reward_terms/alive,reward_terms/overrun,est/vel_rmse,reward_terms/phase_contact,curriculum/ent_coef,curriculum/ctrl_jitter_ms,rollout/ep_len_mean,reward_terms/foot_slip,curriculum/swing_frac_mean,reward_terms/stand_drift,time/total_timesteps,reward_terms/ang_xy,reward_terms/torque,ankle/ankle_spring_trq_peak,reward_terms/lat_vel,reward_terms/track_lin,reward_terms/foot_ahead,reward_terms/imp_rate,reward_terms/energy,reward_terms/residual_rate,reward_terms/fwd_speed,reward_terms/stop,curriculum/ctrl_drop_prob,reward_terms/duty_sym,curriculum/eff_scale,time/time_elapsed,train/loss,train/entropy_loss,train/policy_gradient_loss,train/n_updates,train/learning_rate,train/clip_range,train/clip_fraction,train/explained_variance,train/std,train/approx_kl,train/value_loss,curriculum/ctrl_jitter_ms_progress,curriculum/dr_scale_progress,curriculum/ctrl_drop_prob_progress,curriculum/stance_ratio_progress,curriculum/eff_scale_progress
1.0850654992585381e-05,-0.0023092944288186524,0.7,0.0,0.0,-0.05260584869821684,-0.016319444444444,-1.6117918934429712e-07,-1.583107833380606,0.2819010416666667,-0.24812364709911572,0.8301990897358137,0.0,-91.2345823,1.9998204943797855,0.006811645148564103,-0.08120237918204232,-0.007000287213874791,0.5051693262173935,11,0.0,0.0,-0.004176935165504391,6896,0.0,0.41602069725622737,-0.02980270615636814,-0.062127132966461746,0.0,0.0,0.6959218344875867,-0.09917869327789439,0.009982305280000001,0.0,299.66,-0.8730208357991575,0.28323025173611116,-0.09224993634129622,202752,-1.4316711718727305e-05,0.0,0.0,-3.719051581949413e-08,0.690270184378329,0.0,-0.040852004550107485,0.0,0.0,0.0,0.0,0.0,-1.719845621585676e-06,0.0,29,125.29779052734375,-42.58327083587646,-0.011525021295528858,40,0.00029963136,0.2,0.00443115234375,0.7518920302391052,1.0012644529342651,0.0030415133,260.23544998168944,,,,,
3.7977297324687243e-06,-0.0008642552469003325,0.7,0.0,0.0,-0.0535965674205225,-0.015798611111110694,-1.5892782520303132e-07,-1.6004438833084125,0.2497287326388889,-0.2461123595139516,0.8021923802669587,0.0,-74.18858601,1.9998290817480309,0.008385291452546217,-0.07254667459748614,-0.013312813474228484,0.5049298539500573,12,0.0,0.0,-0.0036759951296575716,6827,0.0,0.4743692259118586,-0.025977235872189898,-0.061938784434282516,0.0,0.0,0.6447967907070818,-0.11688212490166043,0.00997935616,0.0,318.13,-0.9038760449284641,0.2754991319444444,-0.09011951036890244,221184,-1.4400193529382482e-05,0.0,0.0,-3.5193801445710024e-08,0.7915028999963957,0.0,-0.04119193864083976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,126.10626220703125,-42.589723777771,-0.014421388576738536,44,0.000299594496,0.2,0.01011962890625,0.7622777223587036,1.001695156097412,0.004255434,237.35417556762695,,,,,
2.1701309985170763e-05,-0.004153227360802703,0.7,0.0,0.0,-0.05562590064452828,-0.015907118055555138,-1.6461002493168552e-07,-1.595903033275917,0.2532552083333333,-0.24839728072842554,0.8318329796246013,0.0,-66.55304182,1.9998127772540322,0.008693961008728662,-0.0778408526658117,-0.005260412375815982,0.5050385748304262,13,0.0,0.0,-0.004002772634716169,6775,0.0,0.40373598543198447,-0.026012387320865676,-0.06195093610787149,0.0,0.0,0.6679554541976729,-0.16237452223605867,0.00997640704,0.0,362.1,-0.9118167437440741,0.2693142361111111,-0.09934278108325968,239616,-1.4718051272515839e-05,0.0,0.0,-3.641405365054781e-08,0.6635963420587232,0.0,-0.04068346749805151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,100.27474975585938,-42.58677787780762,-0.014252221083734185,48,0.000299557632,0.2,0.00914306640625,0.7990586161613464,1.0014373064041138,0.0040128576,210.61465377807616,,,,,
2.0616280380636454e-05,-0.0033346803199189403,0.7,0.0,0.0,-0.05867202180094063,-0.015592447916666268,-1.6719792913521652e-07,-1.597916247281354,0.2567274305555556,-0.2474563952944869,0.8267918715343501,0.0,-61.13795505,1.9998157508690388,0.008153232166928691,-0.07606116236447573,-0.010690629513664885,0.5049959338696673,14,0.0,0.0,-0.0034809508489073346,6728,0.0,0.4855917752737056,-0.026475944324526327,-0.06202380605832709,0.0,0.0,0.6835483426953275,-0.1267504402992217,0.00997345792,0.0,375.03,-0.9080001992928187,0.2749565972222222,-0.13520564747362154,258048,-1.4898155322591688e-05,0.0,0.0,-3.757633958423335e-08,0.8214864988660211,0.0,-0.04087514812962474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,102.40528106689453,-42.58698921203613,-0.01579765150381718,52,0.00029952076799999997,0.2,0.01171875,0.8113788366317749,1.0016710758209229,0.004604033,211.34914779663086,,,,,
1.4648365322500467e-05,-0.0002425113796359963,0.7,0.0,0.0,-0.05375569880958759,-0.015549045138888502,-1.7238142212012876e-07,-1.5946146822237823,0.2644314236111111,-0.24690914569071276,0.8963557908573468,0.0,-50.352820650000005,1.9998214980805546,0.007143648027223484,-0.07621384041276005,-0.014798844318538543,0.5048386513493603,15,0.0,0.0,-0.0035812076898264957,6688,0.0,0.44839232441444005,-0.02481625487521657,-0.06213904878543752,0.0,0.0,0.6575844004529768,-0.11771324746425033,0.0099705088,0.0,418.67,-0.9037285111057144,0.2705349392361111,-0.10988760058144621,276480,-1.4796202999006809e-05,0.0,0.0,-3.6795571649627836e-08,0.814708902729951,0.0,-0.04140981523051998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,83.99535369873047,-42.59161491394043,-0.017006658989703282,56,0.000299483904,0.2,0.01778564453125,0.8371770977973938,1.0019010305404663,0.0055865017,185.7188949584961,,,,,
0.0,0.0,0.7,0.0,0.0,-0.05737926128554824,-0.015266927083332946,-1.6351393644629155e-07,-1.5958458779959104,0.2569986979166667,-0.24532046891234024,0.7671310162895595,0.0,-48.357462219999995,1.999829770568512,0.006439976850025193,-0.0726346383058868,-0.01851407640252754,0.5047712966843727,16,0.0,0.0,-0.003580571151150057,6617,0.0,0.5220886328156358,-0.022844506954971918,-0.0621046850342584,0.0,0.0,0.645590380121727,-0.08309651242601104,0.00996755968,0.0,473.32,-0.8980727141992975,0.26790364583333337,-0.12709863810550528,294912,-1.4437235879809692e-05,0.0,0.0,-3.517142759228393e-08,0.9096726373874318,0.0,-0.04096663710185049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,83.86085510253906,-42.59370803833008,-0.018173606938216836,60,0.00029944704,0.2,0.0230712890625,0.840755045413971,1.0018149614334106,0.0064313128,188.8156997680664,,,,,
5.967856850475073e-06,-0.0004184280179389235,0.7,0.0,0.0,-0.05370050553664521,-0.015277777777777397,-1.6694319610773564e-07,-1.5973452416876628,0.2640516493055556,-0.24795330446666236,0.5687823110266873,0.0,-37.27953274000001,1.999829943810498,0.0065112090518681205,-0.07819279297619543,-0.01032792518063246,0.5050035675423477,17,0.0,0.0,-0.003132289142131583,6579,0.0,0.605771256979289,-0.021716118680792706,-0.062245681595550315,0.0,0.0,0.6206156732063911,-0.09969864363893982,0.00996461056,0.0,452.33,-0.9175421746321315,0.26882595486111116,-0.12729507735510345,313344,-1.4677497202849115e-05,0.0,0.0,-3.4217285023013855e-08,1.0208712914400708,0.0,-0.04142004566493695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,93.59318542480469,-42.59089260101318,-0.01866606194525957,64,0.00029941017599999996,0.2,0.02337646484375,0.8438014984130859,1.0017584562301636,0.0064251707,198.67842636108398,,,,,
1.898865836362044e-05,-0.00027275777150255937,0.7,0.0,0.0,-0.05447139537289059,-0.01528862847222184,-1.7031200132515406e-07,-1.5951081741883981,0.2695855034722222,-0.24533906078209344,0.6445944922880006,0.0,-36.00355274,1.9998336335189646,0.0053585968924398176,-0.08001836201818914,-0.009707657494055501,0.5050368912461114,18,0.0,0.0,-0.002868630228475146,6557,0.0,0.5134135598882057,-0.024215928994547938,-0.06185244861293233,0.0,0.0,0.6531927329173093,-0.1174486376901423,0.00996166144,0.0,456.85,-0.8924787009271896,0.270751953125,-0.12430938182749908,331776,-1.4697385321957284e-05,0.0,0.0,-3.515207618989909e-08,0.9677175022963466,0.0,-0.04064099238612959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,84.25532531738281,-42.58941173553467,-0.016060155304148793,68,0.00029937331199999997,0.2,0.01434326171875,0.8609837889671326,1.0014063119888306,0.0049480028,193.53804702758788,,,,,
2.495652491537233e-05,-0.000712887565087941,0.7,0.0,0.0,-0.05565711690593046,-0.014746093749999642,-1.7125841998674626e-07,-1.592612596797663,0.2532552083333333,-0.24632018537310355,0.6656841322027375,0.0,-22.13159334,1.9998346804534322,0.005123162535962374,-0.07060920199606131,-0.008768435445007057,0.5050099456143639,19,0.0,0.0,-0.002635045841477662,6535,0.0,0.5435871564007141,-0.02288037917457173,-0.06190045613018656,0.0,0.0,0.6252441644575478,-0.12478965173553386,0.00995871232,0.0,498.85,-0.9165305395550555,0.2682562934027778,-0.09438563266486326,350208,-1.5228115269320856e-05,0.0,0.0,-3.6897575870055194e-08,1.0549643158800635,0.0,-0.04111269253177021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,80.24974822998047,-42.58355026245117,-0.019867640861775726,72,0.000299336448,0.2,0.02265625,0.8563866019248962,1.0012396574020386,0.006373112,184.40845108032227,,,,,
4.123256076127291e-05,-0.005030100767423089,0.699993856,0.0,0.0,-0.05422283744294422,-0.014062499999999672,-1.8677862865992902e-07,-1.5859308784443213,0.2365451388888889,-0.2463944865998203,0.6432148553970147,0.0,-22.333360149999997,1.999818561594151,0.005167116988400115,-0.06409631357284999,-0.013768377456367399,0.5048702458245958,20,-5.583941773384919e-08,0.0,-0.0026513844408253846,6512,0.0002304,0.4883896283053903,-0.021500259542446644,-0.062061208924316054,0.0,0.0,0.6641927927886265,-0.12299326227643667,0.0099557632,0.0009216,521.78,-0.963923041796595,0.2387152777777778,-0.14523476087868178,368640,-1.6382751629392176e-05,-7.884927526801381e-06,0.0,-3.518735344877128e-08,1.0652146343978326,0.0,-0.04117041893821926,-5.813202690762531e-07,0.0,0.0,0.0,1.152e-05,-2.0601007430971333e-05,2.6879999999999997e-05,56,84.52265930175781,-42.58497295379639,-0.02083679543575272,76,0.000299299584,0.2,0.036181640625,0.8687782883644104,1.0016579627990723,0.008190131,176.55853729248048,0.0002304,0.0002304,0.0002304,7.68e-05,7.68e-05
8.680527874579033e-06,-0.0033053906566541023,0.699987712,0.0,0.0,-0.056262104876098645,-0.012413194444444213,-2.057816626564699e-07,-1.5766694565464858,0.20985243055555555,-0.24644356665303324,0.5168647649512077,0.0,-11.36109373,1.9998215805021,0.003090195351076478,-0.056664301853488315,-0.00876276731717849,0.5044733096292227,21,-1.0757631257977227e-07,0.0,-0.003111800677939536,6489,0.0004608,0.34789505419155037,-0.01892797408964112,-0.06262135431919195,0.0,0.0,0.6400562878905004,-0.11616958033856778,0.00995281408,0.0018432,616.51,-0.9834345536485704,0.219482421875,-0.20789480298536828,387072,-1.777238213459051e-05,-1.681378098812985e-05,0.0,-3.4029628571723775e-08,0.8819296226846643,0.0,-0.04108505212556065,-1.1479846739193419e-06,0.0,0.0,0.0,2.304e-05,0.0,5.3759999999999994e-05,59,73.56243896484375,-42.592270851135254,-0.023244875523960217,80,0.00029926272,0.2,0.058154296875,0.8812364935874939,1.0020558834075928,0.010886004,159.16451568603514,0.0004608,0.0004608,0.0004608,0.0001536,0.0001536
4.882798142110308e-06,-0.005138878671762844,0.699981568,0.0,0.0,-0.05316512033546562,-0.012207031249999785,-2.108007636278739e-07,-1.5851828884333583,0.18565538194444445,-0.24466655819604835,0.32558062684943634,0.0,-12.525401320000006,1.999820204466641,0.002001990314120982,-0.055321901597103,-0.008941269452116806,0.5048878343794458,22,-1.5348805537008716e-07,0.0,-0.004412666293857048,6463,0.0006912,0.4821390830734102,-0.01875630214320861,-0.06246715524287702,0.0,0.0,0.6107322055255887,-0.10954630620444394,0.00994986496,0.0027648,602.43,-1.0121014411933915,0.19297960069444445,-0.2392591360812686,405504,-1.7583576905595775e-05,-2.7678801704702873e-05,0.0,-3.1490620516231964e-08,1.0305354220658276,0.0,-0.0411883112861723,-1.67216902604755e-06,0.0,0.0,0.0,3.456e-05,0.0,8.063999999999999e-05,62,69.73106384277344,-42.610225677490234,-0.02684646945563145,84,0.00029922585599999996,0.2,0.09910888671875,0.8431030511856079,1.003041386604309,0.013461967,164.56928634643555,0.0006912,0.0006912,0.0006912,0.0002304,0.0002304
3.255201348414024e-05,-0.016301785899688385,0.6999754239999999,0.0,0.0,-0.05054474807637789,-0.011914062499999788,-2.140021173432654e-07,-1.595109988050193,0.18055555555555555,-0.2456868968283382,0.4762194095166896,0.0,6.934744580000003,1.9998215251543212,0.0033181443221330805,-0.0553742780792738,-0.009218479828504104,0.504596988629959,23,-2.0441780643851087e-07,0.0,-0.003861928264523396,6447,0.0009216,0.4021200044207749,-0.018052273296653307,-0.06246835474328716,0.0,0.0,0.5930037828633554,-0.1382571572804615,0.00994691584,0.0036864,660.67,-1.0019585642793531,0.1930609809027778,-0.24631333701211514,423936,-1.777126806108769e-05,-3.676283431687753e-05,0.0,-3.146873296553109e-08,0.9235411807835937,0.0,-0.04108979960000016,-2.2777455453822966e-06,0.0,0.0,0.0,4.608e-05,0.0,0.00010751999999999999,65,145.17044067382812,-42.61194343566895,-0.02633622194407508,88,0.000299188992,0.2,0.0971923828125,0.7879433035850525,1.0030629634857178,0.012808909,260.3143020629883,0.0009216,0.0009216,0.0009216,0.0003072,0.0003072
7.5954594649374485e-06,-0.0065874396596983485,0.6999692799999999,0.0,0.0,-0.051943925028834805,-0.012272135416666448,-2.1989903333615994e-07,-1.5805343907996314,0.19222005208333334,-0.2478985025628411,0.3400317853493553,0.0,14.719972520000004,1.9998132371986337,0.002630640989380884,-0.05976962243243064,-0.008540701886942661,0.5049774084766455,24,-2.6464910967872335e-07,0.0,-0.003387652588638922,6434,0.001152,0.31131246560870873,-0.018479575023666414,-0.06254218383878084,0.0,0.0,0.5959267118504687,-0.1377869550289023,0.00994396672,0.004608,681.21,-1.0416048500677464,0.1929253472222222,-0.23820939432900237,442368,-1.867138220301774e-05,-4.5582886939301705e-05,0.0,-3.290055722467775e-08,0.9661232863132988,0.0,-0.041271711379301614,-2.9010066825675656e-06,0.0,0.0,0.0,5.7600000000000004e-05,0.0,0.0001344,68,108.76084899902344,-42.601246452331544,-0.02461093042511493,92,0.000299152128,0.2,0.09383544921875,0.8158063888549805,1.002282738685608,0.012271095,240.70727081298827,0.001152,0.001152,0.001152,0.000384,0.000384
0.0,-0.004497463911926995,0.6999631359999999,0.0,0.0,-0.04808586361137259,-0.011154513888888731,-2.3044825209937445e-07,-1.5888575730292376,0.1560329861111111,-0.24502687983559668,0.3722534380249335,0.0,-11.962541100000001,1.9998120804240562,0.0020601593569128966,-0.051833797017978384,-0.011509551262478894,0.5050442407802178,25,-2.8428118308489124e-07,0.0,-0.0051617211351782,6413,0.0013824,0.419374537647762,-0.01779499204132644,-0.06250862390177646,0.0,0.0,0.5817009929740973,-0.1262104179017742,0.009941017600000001,0.0055296,652.53,-1.0263502571469705,0.16861979166666666,-0.26877936471969877,460800,-1.857705547107029e-05,-5.866833257303439e-05,0.0,-3.055717468669949e-08,1.1249529748537717,0.0,-0.04130688740685437,-3.2666288191005795e-06,0.0,0.0,0.0,6.912e-05,0.0,0.00016128,71,78.37818908691406,-42.597276306152345,-0.023035540792625396,96,0.000299115264,0.2,0.0698974609375,0.8310843706130981,1.0023815631866455,0.010979538,163.51545639038085,0.0013824,0.0013824,0.0013824,0.00046080000000000003,0.00046080000000000003
