reward_terms/step_rate,rollout/ep_len_mean,reward_terms/energy,curriculum/ctrl_drop_prob,reward_terms/air_time,reward_terms/upright,curriculum/ent_coef,reward_terms/foot_slip,reward_terms/clearance,reward_terms/motor_vel,curriculum/ctrl_jitter_ms,reward_terms/torque,reward_terms/angmom,reward_terms/assist_pen,reward_terms/foot_ahead,curriculum/sprint_dist_m,curriculum/eff_scale,reward_terms/stance,time/fps,time/total_timesteps,reward_terms/alive,reward_terms/residual_rate,reward_terms/vz,reward_terms/overrun,time/iterations,curriculum/stance_ratio,reward_terms/hip_roll,reward_terms/stop,reward_terms/time,reward_terms/phase_contact,reward_terms/height,time/time_elapsed,reward_terms/lat_vel,rollout/ep_rew_mean,reward_terms/coef_rate,reward_terms/ang_xy,reward_terms/action_rate,reward_terms/residual,reward_terms/fwd_speed,reward_terms/stance_time,train/clip_range,train/approx_kl,train/entropy_loss,train/learning_rate,train/explained_variance,train/std,train/clip_fraction,train/n_updates,train/loss,train/value_loss,train/policy_gradient_loss
0.0,223.57,-2.418535110994823e-05,0.0,0.0022265619546588925,-0.8362672683638085,0.01,-0.18737574604563415,0.06717525674258491,-3.5933831251115914e-06,0.0,-0.00044984308974171244,-0.24741314110267398,0.0,0.0,25.1152,0.000768,-0.0002688157461637107,3902,202752,0.0,0.0,-0.18630149443059243,0.0,11,0.6498233600000001,-0.16527603191700813,0.0,-0.5,-0.14676777033274174,-0.038217593371351014,51,-8.046777750330953e-08,-155.19486240000003,-0.19828761660319158,-0.31941615388096056,-0.030057241334342344,-0.10517296502690184,-0.963347357600318,-0.006759282043074361,0.2,0.022918163,-19.866874313354494,0.00029990784,0.5753790140151978,1.0003228187561035,0.242236328125,15258,6.05033540725708,14.955640983581542,0.011043862206861377
0.0,221.44,-2.5381874613659924e-05,0.0,0.0019140620942279282,-0.8590804081066721,0.01,-0.20840769337373818,0.06279579643381071,-3.795069943088955e-06,0.0,-0.0004887104126362877,-0.25839969261986817,0.0,0.0,25.12672,0.0008448,-0.00035035991622462786,3931,221184,0.0,0.0,-0.19150943984775914,0.0,12,0.649805696,-0.1530423722763049,0.0,-0.5,-0.1627154525683826,-0.04188620820638405,56,-7.999114072451783e-08,-154.80989444,-0.19965406610171985,-0.3180787809089123,-0.02972469894254138,-0.10547161431457726,-1.0868891738412634,-0.013162941151272712,0.2,0.027745718,-19.878223609924316,0.000299898624,0.5061097741127014,1.0022871494293213,0.22159423828125,15262,1.8401528596878052,6.8312339067459105,-0.017096539190970362
0.0,234.79,-2.6715599427096173e-05,0.0,0.0019959849822852346,-0.9027741394308434,0.01,-0.2015119094319417,0.0608564462635817,-4.015555601009831e-06,0.0,-0.0005288295668912172,-0.24390883532912133,0.0,0.0,25.13824,0.0009216,-0.0011302100195411822,3960,239616,0.0,0.0,-0.20266060043504522,0.0,13,0.649788032,-0.13890731320949973,0.0,-0.5,-0.17378195869651306,-0.045680695707208875,60,-6.448225098820855e-08,-158.12786376,-0.19759588533083958,-0.29734152527675817,-0.02928579891979631,-0.10576887683781473,-1.0647555928455903,-0.011454232897247292,0.2,0.026342899,-19.867716598510743,0.00029988940799999996,0.41143137216567993,1.0004329681396484,0.277734375,15263,2.881840467453003,9.482379150390624,0.013855306711047888
0.0,229.7,-2.791846895637433e-05,0.0,0.0013400603331521982,-0.9106282838511986,0.01,-0.18943999134328338,0.06053838378079221,-4.127829363824233e-06,0.0,-0.0005769523400881382,-0.23870040799298872,0.0,0.0,25.14976,0.0009984,-0.00045700471532321494,3983,258048,0.0,0.0,-0.19398218860141175,0.0,14,0.649770368,-0.13912871309960814,0.0,-0.5,-0.16694738427453287,-0.048143853899003525,64,-6.592616049597899e-08,-156.70456742,-0.197108361315136,-0.27290893761776336,-0.027491573414242167,-0.10634673794638727,-1.0129625078386768,-0.013512327993844843,0.2,0.022026127,-19.879787731170655,0.000299880192,0.4025506377220154,1.002381682395935,0.2114501953125,15267,1.7256615161895752,7.149594664573669,-0.015510222804732621
0.0,230.81,-2.8821130244648333e-05,0.0,0.0016975905002456987,-0.9217830667197214,0.01,-0.16906730350824498,0.06117294482746358,-4.277273178571928e-06,0.0,-0.0005853194745839772,-0.23588938083369085,0.0,0.0,25.16128,0.0010752,-9.141027945593915e-05,4004,276480,0.0,0.0,-0.19985830694893955,0.0,15,0.6497527040000001,-0.12933025484501615,0.0,-0.5,-0.17271237731453926,-0.04651048144087741,69,-6.008727485917722e-08,-156.94539136999998,-0.18967940296793492,-0.25366577458703343,-0.02743582112039438,-0.10605460825611723,-1.0802202850588765,-0.019041287842103176,0.2,0.03019905,-19.881404876708984,0.000299870976,0.6593610048294067,1.0024957656860352,0.3215576171875,15271,1.8428082466125488,6.503178668022156,-0.0063991342962253835
0.0,232.36,-3.205308293228287e-05,0.0,0.0014784069434325728,-0.9312979639433652,0.01,-0.18899410286035775,0.057595849814500846,-4.7148903422011215e-06,0.0,-0.0006709718962474925,-0.23359150365626308,0.0,0.0,25.1728,0.001152,-0.0003701845159438159,4022,294912,0.0,0.0,-0.19866489171757232,0.0,16,0.64973504,-0.14824291159254044,0.0,-0.5,-0.16867084879455607,-0.04376957692276268,73,-6.609048337290183e-08,-157.50207792999998,-0.1877364895154818,-0.28334577277991524,-0.027563643652002895,-0.10623228321455375,-1.0407807195259662,-0.019863903431946203,0.2,0.022580326,-19.884279632568358,0.00029986176,0.4772789478302002,1.003123164176941,0.2469970703125,15275,1.4221792221069336,5.283133494853973,-0.01207050746306777
0.0,231.5,-3.4973182822788774e-05,0.0,0.001342230486140276,-0.9141968586824744,0.01,-0.205314715959889,0.057623970732023286,-5.179465037465225e-06,0.0,-0.0007172051884284233,-0.25391326691258176,0.0,0.0,25.18432,0.0012288,-0.0005178065245414185,4034,313344,0.0,0.0,-0.20515842924387345,0.0,17,0.649717376,-0.14880706142977396,0.0,-0.5,-0.18017556107514004,-0.04380592155854671,77,-6.767442928042099e-08,-157.02113101999998,-0.19137201645978053,-0.2959681438663511,-0.02878879418967752,-0.10584345347808481,-0.9354273119485769,-0.012126153210475523,0.2,0.03366504,-19.889829635620117,0.000299852544,0.6370044946670532,1.0038137435913086,0.2790283203125,15279,1.1745076179504395,3.772961127758026,-0.01470970781520009
0.0,224.78,-4.170439240377232e-05,0.0,0.001611327551977916,-0.8497646554945738,0.01,-0.21398325362607093,0.06499062478104972,-6.259491234980643e-06,0.0,-0.0007880676415426606,-0.26312854960610976,0.0,0.0,25.19584,0.0013056,-0.000197639332975104,4051,331776,0.0,0.0,-0.22738588681658978,0.0,18,0.649699712,-0.16598547482288756,0.0,-0.5,-0.17247812003921076,-0.04538650425570071,81,-8.67032387492052e-08,-155.51998411,-0.20818385365524483,-0.33558176830658604,-0.028103036251796124,-0.10608257232081549,-0.9795391321190381,-0.00877343814580753,0.2,0.046683397,-19.871775309244793,0.000299843328,0.48263251781463623,1.0009140968322754,0.23482259114583334,15281,6.596096038818359,15.789189179738363,0.004062251459496717
0.0,235.11,-4.239349654454175e-05,0.0,0.001692707770012526,-0.8411042852781851,0.01,-0.22697475574002068,0.06490356008706363,-6.336024154236085e-06,0.0,-0.0008170464376563638,-0.27080117096925505,0.0,0.0,25.20736,0.0013824,-0.000171705403642594,4062,350208,0.0,0.0,-0.20089190952743907,0.0,19,0.6496820480000001,-0.1635800275362899,0.0,-0.5,-0.18206722211208357,-0.04074813878482959,86,-8.087207971797249e-08,-158.10228803,-0.21051966354631577,-0.32608254536435405,-0.029078570533306498,-0.1059468640569946,-0.914709107634461,-0.008983261616473706,0.2,0.019503137,-19.8849835395813,0.000299834112,0.3910493850708008,1.0030180215835571,0.18099365234375,15285,2.3056044578552246,6.42923778295517,-0.014480454300064593
0.0,240.82,-4.588277598977018e-05,0.0,0.001956921911591457,-0.8052599901323952,0.01,-0.21799478309608888,0.06535987958260797,-6.918772772339483e-06,0.0,-0.0008411568583788409,-0.26767728817147585,0.0,0.0,25.21888,0.0014592,-0.0001637530528891322,4073,368640,0.0,0.0,-0.202415411166111,0.0,20,0.649664384,-0.1719759494428744,0.0,-0.5,-0.17836838445945158,-0.04595426161324119,90,-8.441552515544183e-08,-159.64758919,-0.20620121713259054,-0.3386712233431184,-0.02932208039523139,-0.10587220496111407,-1.0409641669202594,-0.00635062092785827,0.2,0.028430268,-19.885706424713135,0.00029982489599999996,0.5352916717529297,1.0032719373703003,0.24617919921875,15289,1.2376164197921753,5.441224694252014,-0.01590042804600671
0.0,231.42,-5.165094400215945e-05,0.0,0.0019373909938925256,-0.7667984463920903,0.01,-0.22896792274510508,0.0655942258559744,-7.793305871821704e-06,0.0,-0.0009126171257185201,-0.302660221011354,0.0,0.0,25.2304,0.001536,-0.0004838237720764515,4083,387072,0.0,0.0,-0.22192330910531577,0.0,21,0.64964672,-0.1727584376224926,0.0,-0.5,-0.18217565513092013,-0.04206764820066074,94,-9.287421618085551e-08,-157.31123467999998,-0.20951160470747945,-0.3720224691240435,-0.030359240608435763,-0.10567109138629552,-1.0289153652714378,-0.0029696883381499597,0.2,0.042540614,-19.889284234297904,0.00029981568,-0.4896507263183594,1.0040358304977417,0.33587325246710525,15293,0.7137455344200134,3.245489992593464,-0.00649565036751722
0.0,223.15,-5.596640101638561e-05,0.0,0.00199435711126878,-0.7439223754987113,0.01,-0.19558445973682673,0.07054462154197927,-8.535832834471125e-06,0.0,-0.0009669548219510769,-0.28981430501733796,0.0,0.0,25.24192,0.0016128,-0.0005202368448849718,4092,405504,0.0,0.0,-0.20542113187573485,0.0,22,0.649629056,-0.16620005583322833,0.0,-0.5,-0.1672439871543625,-0.03862983859893759,99,-8.647754691558186e-08,-155.1890355,-0.21993254866166626,-0.3696559393589794,-0.030614367495863565,-0.10551188472910035,-0.8309797701147145,-0.0021873575622319346,0.2,0.043137956,-19.886919021606445,0.000299806464,0.2391539216041565,1.0030797719955444,0.336669921875,15296,0.704922080039978,2.2270180995647726,-0.006568346208391281
0.0,229.09,-5.7811124330318535e-05,0.0,0.0019080938331575857,-0.7159479412139693,0.01,-0.2583737436410718,0.06663797165434968,-8.758711915641721e-06,0.0,-0.001001101662225684,-0.2682113653092124,0.0,0.0,25.25344,0.0016896,-8.227834656420823e-05,4103,423936,0.0,0.0,-0.1927287688125502,0.0,23,0.6496113920000001,-0.18078457102446494,0.0,-0.5,-0.17847558632542657,-0.03552203427454112,103,-1.110423606844949e-07,-156.5003323,-0.21883913652475712,-0.3680870464757729,-0.02995463197591315,-0.10575867994968549,-0.864689890903112,-0.009389623283318037,0.2,0.026832938,-19.869814300537108,0.000299797248,0.4580831527709961,1.000726342201233,0.27763671875,15297,5.165271282196045,12.126513481140137,0.010722664929926396
