reward_terms/ang_xy,reward_terms/air_time,reward_terms/angmom,curriculum/stance_ratio,reward_terms/assist_pen,reward_terms/energy,reward_terms/residual,reward_terms/stance,rollout/ep_rew_mean,reward_terms/height,reward_terms/fwd_speed,reward_terms/coef_rate,reward_terms/time,curriculum/ctrl_jitter_ms,rollout/ep_len_mean,time/iterations,reward_terms/phase_contact,reward_terms/hip_roll,reward_terms/overrun,reward_terms/alive,reward_terms/action_rate,reward_terms/lat_vel,time/fps,reward_terms/stance_time,reward_terms/clearance,reward_terms/motor_vel,reward_terms/foot_ahead,time/total_timesteps,curriculum/ctrl_drop_prob,reward_terms/stop,reward_terms/upright,reward_terms/foot_slip,curriculum/sprint_dist_m,curriculum/ent_coef,reward_terms/torque,time/time_elapsed,curriculum/eff_scale,reward_terms/vz,train/entropy_loss,train/learning_rate,train/explained_variance,train/value_loss,train/policy_gradient_loss,train/std,train/clip_range,train/clip_fraction,train/loss,train/approx_kl,train/n_updates
-0.286943356864335,4.123255105999609e-05,-0.1345339780216056,0.6498233600000001,0.0,-2.8473750493744146e-05,-0.10218260461652402,-0.012041963769507249,-166.82646674,-0.03681188355427133,-0.050201589391728994,-1.344959203298293,-0.5,0.0,270.23,11,-0.5831412969456924,-0.10056175911376627,0.0,0.0,-0.13193956426729045,-1.549525493916144e-08,4404,-0.10620912092821931,0.02656821060598024,-3.7932435553500237e-06,0.0003855431707058528,202752,0.0,0.0,-0.38222926346510244,-0.7606276177473565,25.1152,0.01,-0.0003172212053052889,46,0.000768,-0.13779310326133842,-34.072642135620114,0.0002995392,0.8757374286651611,23.86081027984619,-0.012943766871467232,1.0016878843307495,0.2,0.2199951171875,7.929062843322754,0.01890561,7412
-0.31175082064839893,5.967856850475073e-06,-0.14373741840890591,0.649805696,0.0,-3.326318754684406e-05,-0.10173071140767931,-0.004720432524393311,-166.86911681,-0.041434947218339215,0.13069117700872526,-1.2837471806781504,-0.5,0.0,271.91,12,-0.5542925356875824,-0.10541533943033782,0.0,0.0,-0.13101920117806437,-1.701215077374458e-08,4406,-0.08983733907128529,0.03573376950137438,-4.57231578896301e-06,0.0002718547337767056,221184,0.0,0.0,-0.38481265043009766,-0.7544285170297608,25.12672,0.01,-0.00035538975979765004,50,0.0008448,-0.13824318043511713,-34.07420711517334,0.00029949311999999997,0.8664237856864929,19.13550567626953,-0.01587962067569606,1.0019563436508179,0.2,0.22440185546875,5.919425010681152,0.025543267,7416
-0.3046263069187678,3.2551858263711133e-06,-0.12342449455679654,0.649788032,0.0,-3.6534395261847774e-05,-0.10133705751138299,-0.007280123381390312,-164.91257127,-0.030826133692725133,0.0268651123544637,-1.286377698925431,-0.5,0.0,263.29,13,-0.5760446240324215,-0.10401152508370265,0.0,0.0,-0.13138594166980208,-1.648378587517283e-08,4411,-0.09317228507037119,0.0267224834362023,-5.137802437978124e-06,0.000579142126376144,239616,0.0,0.0,-0.3537177707102964,-0.7349053399575702,25.13824,0.01,-0.00038078825261132673,54,0.0009216,-0.10839667768023321,-34.07868709564209,0.00029944704,0.8799713850021362,14.062638282775879,-0.01509244788903743,1.0023479461669922,0.2,0.30152587890625,4.6025004386901855,0.029418185,7420
-0.2971173175213617,3.7977200311919055e-06,-0.12666463339409798,0.649770368,0.0,-3.879794290536493e-05,-0.10170167330458876,-0.006618589935379419,-166.05247533,-0.03549997527152151,-0.0752184569122897,-1.2803408799376068,-0.5,0.0,267.01,14,-0.5740381003447131,-0.09950946662724197,0.0,0.0,-0.13106145137812797,-1.738554556328747e-08,4415,-0.10748922114726156,0.027249514287489812,-5.272884356203609e-06,0.0005456057032526571,258048,0.0,0.0,-0.37833677876395044,-0.7185160914774209,25.14976,0.01,-0.00040577357428502807,58,0.0009984,-0.11070375656092812,-34.081978988647464,0.00029940095999999997,0.859925389289856,12.012104749679565,-0.012449062359519304,1.0025988817214966,0.2,0.345947265625,3.7891721725463867,0.035114065,7424
-0.2975950122437474,6.510381354019046e-06,-0.12289290412257664,0.6497527040000001,0.0,-4.165731101938202e-05,-0.10132584921733574,-0.004881477357851625,-167.31408252,-0.03217990532998374,-0.2699594155727108,-1.3192662710852654,-0.5,0.0,271.87,15,-0.6020007192124548,-0.08043315700441718,0.0,0.0,-0.13363643976376294,-1.572867225449115e-08,4417,-0.1208103107217337,0.020403463673021524,-5.736408662695248e-06,0.0005065150771370169,276480,0.0,0.0,-0.3694122771990005,-0.7333786640908793,25.16128,0.01,-0.0004467765916590383,62,0.0010752,-0.11893508634979415,-34.076273918151855,0.00029935488,0.8821414113044739,9.490718603134155,0.0010403340274933726,1.0020711421966553,0.2,0.3841552734375,3.2124977111816406,0.046479188,7428
-0.3155737131451186,2.224387329382201e-05,-0.12840830636141148,0.64973504,0.0,-4.704352907822862e-05,-0.10165029186916742,-0.00818841635104315,-170.80480337000006,-0.03610422859635083,-0.07921877601677205,-1.2702888622725408,-0.5,0.0,287.2,16,-0.5635372093667006,-0.09820229344121274,0.0,0.0,-0.13452167496111256,-1.631830825407298e-08,4426,-0.11944394803302,0.028746561919247928,-6.501469198731111e-06,0.00042014274848149936,294912,0.0,0.0,-0.3406401203029634,-0.7485583619598359,25.1728,0.01,-0.00048430576702633836,66,0.001152,-0.11884361868716264,-34.05952262878418,0.0002993088,0.8431462645530701,12.502349138259888,0.017710246262140572,1.0004929304122925,0.2,0.2535400390625,5.364561080932617,0.02193686,7429
-0.30336905698489536,4.882798142110308e-06,-0.12517695630118453,0.649717376,0.0,-4.907954777182638e-05,-0.1014142496888853,-0.0023549759047479238,-167.38729107999995,-0.030398982252887778,-0.31921469008705544,-1.3190562396684964,-0.5,0.0,272.34,17,-0.5933397840215884,-0.08116266292359066,0.0,0.0,-0.13442529434725298,-1.5766389125855605e-08,4427,-0.12364545478097473,0.022664961645048685,-6.864257700014523e-06,0.00032379758033954754,313344,0.0,0.0,-0.35677566830724633,-0.7380412559792278,25.18432,0.01,-0.0005080607241730838,70,0.0012288,-0.11055824919076435,-34.09144344329834,0.00029926272,0.8620588183403015,7.645954322814942,-0.02310968830715865,1.0033783912658691,0.2,0.282763671875,2.5196189880371094,0.03741204,7433
-0.30657643239185894,1.5190938332428535e-05,-0.12078003986061876,0.649699712,0.0,-5.377197419130273e-05,-0.10150725720936435,-0.0039922945101685935,-169.28147354000004,-0.032752309190560276,-0.3256920785556829,-1.254977288952445,-0.5,0.0,279.95,18,-0.5751211543663213,-0.11559252736476439,0.0,0.0,-0.13383441245365912,-1.875252934950234e-08,4432,-0.13636030124649146,0.019699922762908943,-7.519947138965312e-06,0.0006481696203688931,331776,0.0,0.0,-0.3322086291369126,-0.7396676613344277,25.19584,0.01,-0.0005452105118933313,74,0.0013056,-0.10005417303367675,-34.06817436218262,0.00029921664,0.8754897117614746,6.559506595134735,0.014041095040738583,1.0012903213500977,0.2,0.35357666015625,2.747641086578369,0.04417642,7435
-0.29013284030083325,0.0,-0.13195638177785626,0.6496820480000001,0.0,-5.26108410207257e-05,-0.10273367048373336,-0.022536712918625284,-170.21026295000004,-0.03370106668429193,-0.20938662871745192,-1.2629423593361002,-0.5,0.0,284.14,19,-0.5781004216422178,-0.09159399897700467,0.0,0.0,-0.12810533825710993,-1.3740987765209243e-08,4433,-0.12800837468401166,0.022170490902442382,-7.39966507042801e-06,0.00034385356401027303,350208,0.0,0.0,-0.3455585086194976,-0.6959697091103851,25.20736,0.01,-0.0005213235160373205,78,0.0013824,-0.10771735300371407,-34.09130859375,0.00029917056,0.8408423662185669,6.06895387172699,-0.01527326152427122,1.0031709671020508,0.2,0.3617919921875,1.8626765012741089,0.041402176,7439
-0.3030726106842679,1.3563316315412521e-05,-0.1246529027850652,0.649664384,0.0,-5.750435119151344e-05,-0.10275792668989457,-0.027942686716190084,-170.02528033000002,-0.03032535563005753,-0.32343236221182076,-1.244501678879293,-0.5,0.0,283.51,20,-0.584659676726941,-0.10223263468955125,0.0,0.0,-0.12958523033075,-1.3195148721986607e-08,4439,-0.16170248431768008,0.01728422412189716,-8.156315188938994e-06,0.00040334952139066464,368640,0.0,0.0,-0.35181713405339027,-0.6823800314753291,25.21888,0.01,-0.0005599907469199174,83,0.0014592,-0.09553642719791737,-34.05651346842448,0.00029912448,0.8539419174194336,5.520711898803711,0.02609581345071395,1.0002466440200806,0.2,0.3077799479166667,2.215181827545166,0.03361432,7440
-0.2909976377533307,3.200949868187308e-05,-0.12777651614339708,0.64964672,0.0,-5.846195296052748e-05,-0.10223802700819878,-0.012853137412316893,-168.79729788999998,-0.029502453108941434,-0.3915570319521025,-1.276809210544231,-0.5,0.0,278.8,21,-0.5947783735079967,-0.08760773369069065,0.0,0.0,-0.1321040016804259,-1.3965884818280077e-08,4441,-0.1391880986080246,0.017200108862802585,-8.180486015350554e-06,0.0005892626683293914,387072,0.0,0.0,-0.3778560459696612,-0.6854270261356981,25.2304,0.01,-0.0005847943603641575,87,0.001536,-0.11161766986891249,-34.092172384262085,0.0002990784,0.8315345644950867,4.321115106344223,-0.009495857142610475,1.0035589933395386,0.2,0.339141845703125,1.3602416515350342,0.046929307,7444
-0.28519136399441075,2.4414019814381998e-05,-0.11886693599993851,0.649629056,0.0,-6.215738620782297e-05,-0.10254174328989434,-0.012821341465574405,-171.64116775000002,-0.029105124261497566,-0.422426961557802,-1.2132766213323565,-0.5,0.0,289.85,22,-0.5792491849402099,-0.08553608832337703,0.0,0.0,-0.13194210255117939,-1.4003886747775086e-08,4443,-0.17878511910546674,0.018161170055559027,-8.89799766561222e-06,0.0006666255148144658,405504,0.0,0.0,-0.38749090900160754,-0.6967703949381954,25.24192,0.01,-0.0006082899997182726,91,0.0016128,-0.10485088866978551,-34.10120282854353,0.00029903232,0.854482889175415,3.406871897833688,-0.0056708595948293805,1.0039098262786865,0.2,0.34061104910714285,1.0752732753753662,0.03989745,7447
-0.30340265455034204,1.6275929131855567e-06,-0.12510069502915547,0.6496113920000001,0.0,-6.745669704007641e-05,-0.10215990722669073,-0.012861638902560018,-174.88322909,-0.030832527904561344,-0.48979024331794196,-1.1623181865449885,-0.5,0.0,303.26,23,-0.5546338517557028,-0.09090689725319429,0.0,0.0,-0.13247258997653732,-1.4656546862338809e-08,4448,-0.16727511079483925,0.016045557879997993,-9.839861727895336e-06,0.0008839539383242027,423936,0.0,0.0,-0.368861878942353,-0.650794602614206,25.25344,0.01,-0.0006422716144287693,95,0.0016896,-0.1154183019778169,-34.07132148742676,0.00029898624,0.8656491041183472,3.1411216259002686,0.015703012157852452,1.0014227628707886,0.2,0.3129475911458333,1.052865743637085,0.060808472,7449
-0.2925086486877888,1.8988687467450898e-05,-0.13331826068904065,0.649593728,0.0,-6.916247473443849e-05,-0.10234118034891376,-0.012140226825673917,-173.29944204000003,-0.03313811750688921,-0.7317125159028811,-1.2422223474214362,-0.5,0.0,294.98,24,-0.5867202954863948,-0.09445109099495025,0.0,0.0,-0.13251339777793797,-1.5679006309310558e-08,4451,-0.15459634116753782,0.016441161924366683,-9.877423773192365e-06,0.0006848525879064291,442368,0.0,0.0,-0.37659827318901146,-0.6398893389588654,25.26496,0.01,-0.0006887657538992782,99,0.0017664,-0.13639287576863227,-34.06428909301758,0.00029894016,0.8302305936813354,2.950656533241272,0.017139692907221615,1.000892162322998,0.2,0.2489013671875,1.0623600482940674,0.023651518,7450
-0.2911818858569378,5.42524503543973e-07,-0.14617939172743186,0.649576064,0.0,-7.104568294435692e-05,-0.10290755398048956,-0.013144317716425059,-175.34378118,-0.03495714072843562,-0.7224522074766975,-1.270315231860679,-0.5,0.0,302.75,25,-0.5894466131173371,-0.09144059709820612,0.0,0.0,-0.1308250682440712,-1.5882865281189723e-08,4456,-0.16102442799213654,0.019872310233691154,-9.990294443869452e-06,0.00046284743074328724,460800,0.0,0.0,-0.35812009482558,-0.6705910511994113,25.27648,0.01,-0.0007225695464364108,103,0.0018432,-0.14283067954903647,-34.05786895751953,0.00029889407999999997,0.7589701414108276,3.3096699714660645,0.027925100177526474,1.0003104209899902,0.2,0.274658203125,1.1087684631347656,0.041309487,7451
-0.28739379907432566,0.0,-0.13522606670040213,0.6495584,0.0,-7.091681468713891e-05,-0.10237776875638119,-0.023920046528997478,-175.66982872,-0.02529406023124292,-0.7122078072608443,-1.3108869671321122,-0.5,0.0,303.62,26,-0.6210400829746218,-0.07593085338512988,0.0,0.0,-0.13059785344410127,-1.546619849896943e-08,4462,-0.18724252522871312,0.013402904230493186,-1.0086322704308721e-05,0.00048771786273010646,479232,0.0,0.0,-0.367331772284082,-0.6137820364920067,25.288,0.01,-0.0007221089720821834,107,0.00192,-0.11244695422503558,-34.057722091674805,0.000298848,0.7502641677856445,3.0011731386184692,0.023218316724523902,1.000302791595459,0.2,0.2723388671875,1.050004243850708,0.036454152,7452
-0.3110666268278798,0.0,-0.14239710465506436,0.6495407360000001,0.0,-7.730404728351001e-05,-0.10157768568896026,-0.011781365064240256,-173.53123821999998,-0.026002408938403807,-0.8583853448016966,-1.3316529329213436,-0.5,0.0,294.77,27,-0.6248269369852677,-0.0862745780658455,0.0,0.0,-0.13373390439617713,-1.8486479410767895e-08,4466,-0.17242740531057482,0.01373718601890815,-1.0949936901687494e-05,0.0006871632141395347,497664,0.0,0.0,-0.33679772908915206,-0.6079236598378278,25.29952,0.01,-0.0008015259112180925,111,0.0019968,-0.12270304237542032,-34.05742263793945,0.00029880191999999997,0.70931077003479,2.9829041957855225,0.018628584395628422,1.0002802610397339,0.2,0.2484130859375,1.056316614151001,0.027938746,7453
-0.3186920014829636,7.595469166214268e-06,-0.15620838617148744,0.649523072,0.0,-8.161848148020205e-05,-0.10134877888097273,-0.01352860677489929,-172.69910724000002,-0.029661806663639847,-0.8636338896145803,-1.334952077838751,-0.5,0.0,291.13,28,-0.6233637289272543,-0.07758362319914959,0.0,0.0,-0.13757115549597004,-1.93666896634301e-08,4468,-0.144016249860417,0.012578776630117604,-1.1584233422238525e-05,0.0007294365501595383,516096,0.0,0.0,-0.311133037810434,-0.6299563292457173,25.31104,0.01,-0.0008502406523091187,115,0.0020736,-0.11371247387195435,-34.06142934163412,0.00029875584,0.6133226156234741,3.6495625178019204,0.02088646947716673,1.0006173849105835,0.2,0.3155110677083333,1.6064410209655762,0.03588556,7454
-0.31625412798371744,0.0,-0.1425095705246275,0.649505408,0.0,-8.322543825843345e-05,-0.10094249328184575,-0.019709279013202876,-172.32190613,-0.024249853093946797,-0.5831781740430677,-1.3681694946554266,-0.5,0.0,289.69,29,-0.6379249920498186,-0.07970754794273745,0.0,0.0,-0.13664275469488305,-1.995976286596565e-08,4469,-0.14144072816998232,0.012412172504954827,-1.1530134013102281e-05,0.000661061475124688,534528,0.0,0.0,-0.33759978744180064,-0.6772349748577353,25.32256,0.01,-0.0008968367201638416,119,0.0021504,-0.10917906031899088,-34.108779191970825,0.00029870976,0.4500262141227722,2.997819423675537,-0.01180950234993361,1.0044775009155273,0.2,0.3527984619140625,0.6181830167770386,0.045527734,7458
-0.3093555215745153,0.0,-0.15105009595912677,0.649487744,0.0,-8.533004233326788e-05,-0.10142232992105482,-0.012694879636212998,-170.75132171,-0.021965456208082698,-0.7845363441824579,-1.4139087398417902,-0.5,0.0,283.49,30,-0.6624147270930627,-0.06492068367194613,0.0,0.0,-0.13692084781928343,-1.633356791163801e-08,4470,-0.1393542472910162,0.011943816044496982,-1.1936740724118707e-05,0.0005708964593636253,552960,0.0,0.0,-0.31830666020661647,-0.6522987058844958,25.33408,0.01,-0.0008946046734010608,123,0.0022272,-0.11078174788384844,-34.088019053141274,0.00029866368,0.47034138441085815,2.437730312347412,-0.00013257532070080438,1.0029394626617432,0.2,0.3714192708333333,0.6544564962387085,0.047171023,7460
-0.2963510769571631,0.0,-0.1449570241124898,0.6494700800000001,0.0,-8.780503638444715e-05,-0.1014354666986348,-0.02561162030877774,-170.45508589000002,-0.025255028039808187,-0.7630730639603033,-1.3824103334536908,-0.5,0.0,282.23,31,-0.6336147157942045,-0.0756577444655607,0.0,0.0,-0.1379437373762834,-1.8835155644059007e-08,4473,-0.1627295015948928,0.014358645992631666,-1.2179574327858241e-05,0.0006615812488310405,571392,0.0,0.0,-0.3430384910607617,-0.6264610166592378,25.3456,0.01,-0.0009263811916019641,127,0.002304,-0.12312311436513257,-34.07538986206055,0.0002986176,0.6308873891830444,1.7004499435424805,0.02535689454525709,1.0017882585525513,0.2,0.35810546875,0.4367044270038605,0.03261716,7461
-0.31339608585183454,0.0,-0.14639120979837886,0.649452416,0.0,-9.317028225853762e-05,-0.10128415526647033,-0.019801443338501232,-172.23651631,-0.023979669289991408,-0.7828641808475196,-1.3722195773827766,-0.5,0.0,289.26,32,-0.6228917378651206,-0.07525943332192918,0.0,0.0,-0.13962181972721377,-1.7731661023476432e-08,4475,-0.1447250805536492,0.013493728621818952,-1.2995978153433337e-05,0.0005884027005392494,589824,0.0,0.0,-0.32524847728762196,-0.6656032417711525,25.35712,0.01,-0.0009651880063229828,131,0.0023808,-0.12101829134687721,-34.077337900797524,0.00029857152,0.5730595588684082,1.543581783771515,0.011921145720407367,1.0019001960754395,0.2,0.3392740885416667,0.3464210629463196,0.050558217,7463
-0.3281124950973982,0.0,-0.16336780406181067,0.649434752,0.0,-9.735486292478999e-05,-0.10107462641584862,-0.007095219802091264,-167.60944789999996,-0.03404737523346314,-0.966935184019666,-1.3384635099017306,-0.5,0.0,270.67,33,-0.6114089799873003,-0.07281995013601802,0.0,0.0,-0.1382014841863185,-2.1139800185362316e-08,4477,-0.11304771468308496,0.015586664390500306,-1.375069107689742e-05,0.0012376978187299515,608256,0.0,0.0,-0.32861702918324065,-0.63154502080578,25.36864,0.01,-0.0010120245706778561,135,0.0024576,-0.156063074795433,-34.07709948221842,0.00029852544,0.5060380697250366,1.5086169640223186,0.01581608271226287,1.0020055770874023,0.2,0.345703125,0.3147594928741455,0.06836767,7465
-0.28656566204802714,0.0,-0.14080850958231872,0.649417088,0.0,-9.509103733804282e-05,-0.10225266301543684,-0.03388619397110019,-172.54718918000003,-0.02291442241004762,-0.7014111660460017,-1.3596084550219572,-0.5,0.0,290.51,34,-0.6310248480937085,-0.06695460571682306,0.0,0.0,-0.13701300853342013,-1.7012150925104568e-08,4479,-0.17519691684477343,0.012215814480291671,-1.3493072126534969e-05,0.0005857609886628309,626688,0.0,0.0,-0.31981892903557,-0.6056875498946258,25.38016,0.01,-0.0010047686332227575,139,0.0025344,-0.1083851343341768,-34.07445297241211,0.00029847935999999996,0.24631571769714355,1.6796284675598145,0.01557541247457266,1.0017668008804321,0.2,0.31552734375,0.5950350761413574,0.02621628,7466
-0.3023980821998718,0.0,-0.15511438623223064,0.6493994240000001,0.0,-9.760625448669588e-05,-0.10202030919048256,-0.04837274193038773,-175.71895704,-0.024278476895181676,-0.8617436767335936,-1.381962333192712,-0.5,0.0,303.14,35,-0.6357882097220204,-0.06892860807960399,0.0,0.0,-0.134930833000662,-1.6263359435235102e-08,4482,-0.17638884691566797,0.010779316909112723,-1.3680726450648147e-05,0.000860595387419952,645120,0.0,0.0,-0.3437011911433369,-0.6559322634812844,25.39168,0.01,-0.001011619302748171,143,0.0026112,-0.12140169333847381,-34.08008880615235,0.00029843328,0.3974367380142212,1.0975964784622192,0.019910961203277112,1.0021779537200928,0.2,0.33359375,0.1637750267982483,0.029622981,7467
