reward_terms/time,curriculum/stance_ratio,reward_terms/clearance,reward_terms/motor_vel,time/iterations,reward_terms/alive,reward_terms/overrun,reward_terms/upright,reward_terms/fwd_speed,reward_terms/ang_xy,curriculum/ctrl_jitter_ms,reward_terms/coef_rate,reward_terms/air_time,reward_terms/residual,reward_terms/stance_time,curriculum/ctrl_drop_prob,rollout/ep_rew_mean,reward_terms/hip_roll,reward_terms/lat_vel,reward_terms/energy,reward_terms/stance,time/total_timesteps,reward_terms/action_rate,reward_terms/phase_contact,reward_terms/stop,reward_terms/assist_pen,reward_terms/torque,rollout/ep_len_mean,reward_terms/foot_slip,time/fps,time/time_elapsed,curriculum/sprint_dist_m,curriculum/eff_scale,reward_terms/height,curriculum/ent_coef,reward_terms/angmom,reward_terms/vz,train/clip_fraction,train/n_updates,train/explained_variance,train/approx_kl,train/std,train/learning_rate,train/value_loss,train/policy_gradient_loss,train/entropy_loss,train/loss,train/clip_range
-0.5,0.648834176,0.02029747039668488,-2.789896947253047e-05,67,0.0,0.0,-0.3538089489955354,-0.07219595559938925,-0.29058957658316925,0.0,-1.3894447957687335,5.42524503543973e-07,-0.09818472675798537,-0.0793280234324306,0.0,-156.82568381,-0.09640025196397033,-2.426946414498066e-08,-0.00022074756564373485,-0.007725411500268818,1234944,-0.13738724721003026,-0.659629668832442,0.0,0.0,-0.0024403772250387846,231.71,-0.7065200386925975,4445,277,25.76032,0.0050688,-0.02826477577950402,0.01,-0.18895686264020123,-0.11697361423082654,0.3575032552083333,6455,0.04196363687515259,0.04281894,1.002870798110962,0.000299695872,0.681452473004659,-0.002655852379070388,-34.08848317464193,-0.06159237027168274,0.2
-0.5,0.648816512,0.019388426816233942,-2.741259697936279e-05,68,0.0,0.0,-0.3657926998783092,-0.16122587231579005,-0.26986394270153646,0.0,-1.3982163020798803,0.0,-0.09841491849684321,-0.09443868226339368,0.0,-157.44502536,-0.10421542582431526,-2.54709171860687e-08,-0.00021738336491261784,-0.0011966661795649045,1253376,-0.13512361905550796,-0.6561849928315148,0.0,0.0,-0.0024051628575887216,233.83,-0.6783568872062196,4447,281,25.77184,0.0051456,-0.02934406616493725,0.01,-0.17186180360897174,-0.10850157485127464,0.32386997767857145,6457,-0.06303966045379639,0.043340385,1.0022855997085571,0.00029969126399999996,0.6014783297266278,0.005109606576817376,-34.08240836007254,-0.07495895028114319,0.2
-0.5,0.648798848,0.01922952701615917,-2.8219812561249374e-05,69,0.0,0.0,-0.3278880171122376,-0.20691539572660214,-0.27535236680492303,0.0,-1.403020513898665,1.0850674395139018e-05,-0.0980329008977473,-0.09430292311299127,0.0,-160.79447399,-0.11055942037303736,-2.6359797462675843e-08,-0.00022511093110971113,-0.004323979846368474,1271808,-0.13689111188911388,-0.6583003844525478,0.0,0.0,-0.0025538148547029358,246.73,-0.7005812893305982,4448,285,25.783360000000002,0.0052224,-0.0329546949134512,0.01,-0.17203624694436045,-0.13289911806609342,0.3174641927083333,6459,0.06882625818252563,0.05107162,1.001870036125183,0.000299686656,0.5491470197836558,0.010839498834684491,-34.076887130737305,-0.08729365468025208,0.2
-0.5,0.6487811840000001,0.01949266503804738,-2.76247624945872e-05,70,0.0,0.0,-0.3909024875095334,-0.25221066201983866,-0.26525699362014904,0.0,-1.3835209733705673,0.0,-0.09901100369525984,-0.07317541092763552,0.0,-161.98937039999998,-0.0970341941295145,-2.439964016166367e-08,-0.00021830528191693545,-0.007856275780414663,1290240,-0.1357084532087499,-0.6612237016063931,0.0,0.0,-0.0024251664383485782,252.47,-0.6372402766679472,4449,289,25.79488,0.0052992,-0.028345589463658907,0.01,-0.17370332657474383,-0.12525500392193714,0.33831787109375,6461,-0.12835144996643066,0.04083475,1.0026068687438965,0.000299682048,0.5463844537734985,0.0003672766615636647,-34.086328983306885,-0.10555368661880493,0.2
-0.5,0.64876352,0.020208688177944262,-2.742614181009449e-05,71,0.0,0.0,-0.4074481360348686,-0.04336065033911937,-0.2850275328075386,0.0,-1.3850495201000812,5.4253323469311e-06,-0.09791438048743425,-0.07987583987091461,0.0,-159.54273896,-0.1019315423945754,-2.4586188180947205e-08,-0.00022173983629845712,-0.004977673414606439,1308672,-0.13602206775188272,-0.660037072920026,0.0,0.0,-0.0025070303940950417,242.27,-0.6803081026110966,4450,294,25.8064,0.005376,-0.03586783242854726,0.01,-0.1873653558795101,-0.12202490600578694,0.36669921875,6464,-0.048548221588134766,0.0504132,1.0034563541412354,0.00029967744,0.49971812150695105,-0.007222006436098705,-34.0976527820934,-0.1692509949207306,0.2
-0.5,0.648745856,0.016229535101064903,-2.701008996712377e-05,72,0.0,0.0,-0.3599124270554759,-0.1075852361348448,-0.2707426625466185,0.0,-1.399797771078233,0.0,-0.09822138804214489,-0.09569328608954998,0.0,-160.8888176,-0.09578651716962193,-2.2812155252146395e-08,-0.00021874676995132188,-0.0015505993374051428,1327104,-0.13778823383710248,-0.6679936702166545,0.0,0.0,-0.002492309908688799,248.23,-0.6371388209337016,4451,298,25.81792,0.0054528,-0.02837514598648943,0.01,-0.1823128658828671,-0.10975583510650067,0.338592529296875,6466,0.13177776336669922,0.041667473,1.0021815299987793,0.000299672832,0.4725780002772808,0.0020103114657104015,-34.07943630218506,-0.1469733715057373,0.2
-0.5,0.648728192,0.01517805418111816,-2.6853627272458973e-05,73,0.0,0.0,-0.4071330847950916,-0.43923625917570663,-0.27221241214403885,0.0,-1.4174299896605351,0.0,-0.09831004537961248,-0.12047772448568139,0.0,-164.54126476000002,-0.10296625550106747,-2.8486225452140622e-08,-0.00022226483812267745,-0.005563880601231575,1345536,-0.1364596066919734,-0.6811456492397991,0.0,0.0,-0.0026297974703974845,261.85,-0.711736601528356,4452,302,25.829439999999998,0.0055296,-0.026664075757458,0.01,-0.17416855142788606,-0.11761286518060683,0.3311631944444444,6468,0.17013150453567505,0.04013195,1.0026017427444458,0.000299668224,0.42193250854810077,-0.0033791718176669544,-34.085424211290146,-0.16334415972232819,0.2
-0.5,0.6487105280000001,0.017390081154331268,-2.6470657633793304e-05,74,0.0,0.0,-0.467540444908109,-0.4537848858284559,-0.2961972037403544,0.0,-1.4239071306507718,1.7361075151711702e-05,-0.09780647660467179,-0.09971847930703209,0.0,-165.27155424999998,-0.08787691306605144,-2.7177899892343202e-08,-0.00022306359848484202,-0.005925806897849756,1363968,-0.14087661949743513,-0.6699608728530102,0.0,0.0,-0.002728269523860301,263.01,-0.6866293324331597,4453,306,25.84096,0.0056064,-0.02987846641849938,0.01,-0.20450329572078474,-0.14482480206634743,0.3620383522727273,6471,-0.06904280185699463,0.04654222,1.0030219554901123,0.000299663616,0.4191300462592732,-0.004569881087677045,-34.09142442183061,-0.18259871006011963,0.2
-0.5,0.648692864,0.016485179561714414,-2.7783209422091723e-05,75,0.0,0.0,-0.3810856709485872,-0.5871372680491178,-0.2789283367663949,0.0,-1.4237390964379157,0.0,-0.09770352078613907,-0.12410335751903606,0.0,-168.29308206999997,-0.08854288637910751,-2.8567088294533322e-08,-0.0002312178045305062,-0.00928477967884854,1382400,-0.14199112322854682,-0.670407246680869,0.0,0.0,-0.0027482440340016014,274.7,-0.7206784389308024,4454,310,25.85248,0.0056832,-0.031212933357596062,0.01,-0.20144266959704438,-0.14234263861845645,0.3418532151442308,6474,-0.3240623474121094,0.044427365,1.0033982992172241,0.000299659008,0.410381922355065,-0.01606135034503845,-34.09524946946364,-0.2135295271873474,0.2
-0.5,0.6486752,0.01436563696153779,-2.8321452363026993e-05,76,0.0,0.0,-0.37627875940685496,-0.44554469533576607,-0.27662406641390347,0.0,-1.4169874814299503,0.0,-0.09742620940753477,-0.10860205294253926,0.0,-165.57915128000002,-0.08234098623750091,-2.566022083368701e-08,-0.00023095056180083895,-0.002746886863447562,1400832,-0.1423512994918271,-0.6817894451086217,0.0,0.0,-0.002721184151082429,264.78,-0.6918918839093394,4455,314,25.864,0.00576,-0.025369935569814782,0.01,-0.19011749802751476,-0.12001887538446539,0.3349831321022727,6477,-0.2829169034957886,0.0458893,1.0025925636291504,0.0002996544,0.36464397473768756,-0.009170760569924658,-34.08330085060813,-0.2183995246887207,0.2
-0.5,0.648657536,0.013829712363219107,-2.7180984647948792e-05,77,0.0,0.0,-0.3941023327689368,-0.5019659267238405,-0.26667219670609393,0.0,-1.4109695826985382,1.085058708364765e-06,-0.0978645285239575,-0.11100684362140277,0.0,-165.6115767,-0.08160809067897587,-2.7355055005855595e-08,-0.00022641918736276783,-0.007342507062600895,1419264,-0.13781623921425182,-0.6825122667974578,0.0,0.0,-0.0026982297168866624,265.48,-0.6955996001935274,4455,318,25.87552,0.0058368,-0.02670977933176877,0.01,-0.1906520545050708,-0.13005033370778624,0.3476969401041667,6480,-0.19620466232299805,0.046054803,1.0036396980285645,0.00029964979199999996,0.33530692259470624,-0.013111085436927775,-34.09793249766032,-0.24318882822990417,0.2
-0.5,0.6486398720000001,0.014894085714762017,-2.872800403447481e-05,78,0.0,0.0,-0.41957573284342803,-0.30078186618656955,-0.2874177785247254,0.0,-1.4112883337914097,0.0,-0.09705020793865861,-0.11068402890749793,0.0,-162.25977103000002,-0.0763452745333375,-2.3566702952837414e-08,-0.00023752470889679678,-0.003709709228906092,1437696,-0.14322150811948162,-0.688143604208221,0.0,0.0,-0.00286335480150785,251.87,-0.7033595978077123,4456,322,25.88704,0.0059136,-0.024412075194601097,0.01,-0.1952524922096784,-0.1110499738996836,0.3299763997395833,6483,0.02798217535018921,0.044544827,1.0024417638778687,0.000299645184,0.34211748590071994,-0.014269084009962777,-34.08495648701986,-0.23584669828414917,0.2
-0.5,0.648622208,0.016536191337303316,-3.1703973375699823e-05,79,0.0,0.0,-0.3249270882242122,-0.06922135809692563,-0.2758572951259295,0.0,-1.402205030700742,0.0,-0.09706391501869754,-0.09562371364962827,0.0,-162.11330832000002,-0.09753983118547396,-2.4579634901761422e-08,-0.0002535150936040218,-0.004786380844627859,1456128,-0.14097071319067495,-0.6714530145310511,0.0,0.0,-0.0028995099062521725,251.87,-0.7101469287318256,4457,326,25.89856,0.0059904,-0.028282785248042515,0.01,-0.17268159682857534,-0.10628279706234542,0.34525923295454547,6486,-0.05068802833557129,0.05157111,1.0023298263549805,0.00029964057599999997,0.313949165019122,-0.00954194165850905,-34.08095273104581,-0.23185929656028748,0.2
-0.5,0.648604544,0.017602265544807302,-3.2493770911678944e-05,80,0.0,0.0,-0.3155726078371007,0.07794499819374175,-0.2967097730923933,0.0,-1.3970722492467087,0.0,-0.09656348385249805,-0.11969880442322595,0.0,-161.93687934000002,-0.09814367403578678,-2.4268718009747288e-08,-0.0002608001221506983,-0.0051432233748792645,1474560,-0.14276257313722437,-0.6762854330008871,0.0,0.0,-0.002963244668061314,252.12,-0.6921739403699964,4457,330,25.91008,0.0060672,-0.028402526958034587,0.01,-0.19050702603956127,-0.09377695003939474,0.34521484375,6490,0.05636405944824219,0.048339896,1.003717064857483,0.000299635968,0.32592830806970596,-0.02572461692034267,-34.10047149658203,-0.26527994871139526,0.2
-0.5,0.64858688,0.02098062548561345,-3.2806216510140346e-05,81,0.0,0.0,-0.3130024639418641,0.12746716540235126,-0.3028005242037792,0.0,-1.3942898406666326,4.882788440833489e-06,-0.09636363457000834,-0.09356900154509479,0.0,-162.14197890000003,-0.0968568002415333,-2.4720148202083698e-08,-0.0002661380307727662,-0.003982308324742565,1492992,-0.1412088495953362,-0.6713197925117833,0.0,0.0,-0.002990267208393619,253.5,-0.7049500293333636,4457,334,25.9216,0.006144,-0.03304871053003572,0.01,-0.20703613989829858,-0.11252397262026065,0.3592681884765625,6494,0.20965266227722168,0.047635097,1.00294828414917,0.00029963136,0.3047763630747795,-0.022265750536462292,-34.090496301651,-0.269820898771286,0.2
-0.5,0.6485692160000001,0.019407641983112824,-3.1080387405076755e-05,82,0.0,0.0,-0.3575521021313865,-0.15826122543532356,-0.28666033242496264,0.0,-1.4023010426238331,9.765596284220615e-06,-0.0963689821768757,-0.09740634733073723,0.0,-161.98925334,-0.09236362510076031,-2.509461680415114e-08,-0.0002556719445182112,-0.012880734683751175,1511424,-0.1431557617321476,-0.6711456777703003,0.0,0.0,-0.0029831728428696565,251.67,-0.706198258264056,4457,339,25.93312,0.0062208,-0.026896804072558074,0.01,-0.19744082956484302,-0.10961632854045254,0.34020278033088236,6498,0.35447806119918823,0.043779634,1.0036934614181519,0.00029962675199999997,0.270505643066238,-0.025086026857880986,-34.095105563893036,-0.29113197326660156,0.2
-0.5,0.648551552,0.018370055529090105,-3.369045393982558e-05,83,0.0,0.0,-0.34244179493091503,0.029598331886289877,-0.3040831675766596,0.0,-1.4011313660533302,3.2551955276479325e-06,-0.09586115926642608,-0.09452848800477416,0.0,-162.38272528000002,-0.09475853838294979,-2.6818943469936746e-08,-0.0002747180172238788,-0.0035115168235348593,1529856,-0.14505101411771157,-0.6628197101595262,0.0,0.0,-0.0031949976725909935,252.99,-0.7218318183722662,4457,343,25.94464,0.0062976,-0.027600965493393585,0.01,-0.1975856035897167,-0.10561226234257595,0.352691650390625,6502,0.15820330381393433,0.050553285,1.0037378072738647,0.000299622144,0.3109128139913082,-0.022127315343823284,-34.101550579071045,-0.26460254192352295,0.2
-0.5,0.648533888,0.02074143705607821,-3.4994497759954827e-05,84,0.0,0.0,-0.3654567569450784,-0.03209664360871748,-0.3190483383070649,0.0,-1.3973852327759961,0.0,-0.09578402314514722,-0.09098965669949798,0.0,-160.34724143,-0.08808522979104966,-2.641643202978478e-08,-0.00028349509976026996,-0.009181188415145322,1548288,-0.14586776107688834,-0.6653467231099337,0.0,0.0,-0.0033321409360972886,244.54,-0.7368428615950362,4458,347,25.95616,0.0063744,-0.02573693735662194,0.01,-0.20728364483565984,-0.10454866966959635,0.352783203125,6506,0.28426456451416016,0.045447797,1.0026817321777344,0.000299617536,0.2590992617256501,-0.025500413139953333,-34.0881908641142,-0.28458529710769653,0.2
-0.5,0.648516224,0.01681558783056004,-3.5322395355831615e-05,85,0.0,0.0,-0.3293920574404112,-0.10263035857866569,-0.3034161933330161,0.0,-1.3964023600932884,0.0,-0.09580381248389064,-0.06810543368434689,0.0,-159.24330334,-0.09787291210461968,-2.7251065697245045e-08,-0.00028664405001116336,-0.005381026614129866,1566720,-0.14310170968024505,-0.6697601813527703,0.0,0.0,-0.0033715474441551735,240.9,-0.7632672375773112,4458,351,25.96768,0.0064512,-0.026002590142564532,0.01,-0.19953958760140247,-0.1104578100688299,0.3468170166015625,6510,0.16192340850830078,0.04742695,1.0034384727478027,0.00029961292799999997,0.2617844436317682,-0.023617268932866864,-34.0937442779541,-0.29226577281951904,0.2
-0.5,0.6484985600000001,0.02114729650101974,-3.5904811695869386e-05,86,0.0,0.0,-0.31947651045363895,0.17067638192221238,-0.3144081582943085,0.0,-1.375696833768291,5.42524503543973e-07,-0.09524709413533852,-0.07541309635174305,0.0,-159.28920491,-0.10266681068947105,-2.5768237784294536e-08,-0.0002887485472822691,-0.006299312577721836,1585152,-0.14466628813556057,-0.6510077478177018,0.0,0.0,-0.003276702218802042,241.74,-0.7777307787000018,4458,355,25.9792,0.006528,-0.029134166931222498,0.01,-0.20298254801428917,-0.09993126459347952,0.34856100643382354,6514,0.3270459771156311,0.045818824,1.0035427808761597,0.00029960832,0.23563762973336613,-0.02671059822280179,-34.09675598144531,-0.29632893204689026,0.2
-0.5,0.648480896,0.021297841697095993,-3.553695995475308e-05,87,0.0,0.0,-0.32385631917726326,-0.04159765479383825,-0.2975917656141691,0.0,-1.3863888728376383,7.052915558839838e-06,-0.09586919677729669,-0.09756397722069071,0.0,-158.98909327000004,-0.10385709659547776,-2.6729740909156516e-08,-0.0002893628372843248,-0.001675642016446326,1603584,-0.14417013967799835,-0.6539406923444101,0.0,0.0,-0.0033475134006900544,240.52,-0.7296635009044778,4459,359,25.99072,0.0066048,-0.027511749581455334,0.01,-0.19209920088290666,-0.10799228989632903,0.3498670789930556,6518,0.36918550729751587,0.044990417,1.0039615631103516,0.000299603712,0.2360764874352349,-0.02825911092157993,-34.10295719570584,-0.30012020468711853,0.2
-0.5,0.648463232,0.01600520237104635,-3.50495929667434e-05,88,0.0,0.0,-0.34176519469427125,-0.14359220231598047,-0.2905452725585242,0.0,-1.3765836580714632,5.42524503543973e-07,-0.096317323758555,-0.1070269625941162,0.0,-162.27340282,-0.09643394360387647,-2.7216657435514664e-08,-0.00028639540246298595,-0.0009536514200588417,1622016,-0.14243219577214752,-0.6599162855736013,0.0,0.0,-0.003307426113294578,252.63,-0.7314114082042441,4459,363,26.00224,0.0066816,-0.02516949212471018,0.01,-0.18631759174696985,-0.1117174608640069,0.3382432725694444,6522,0.3707183003425598,0.043373108,1.0031861066818237,0.00029959910399999997,0.2369057834148407,-0.02904012760457893,-34.09460809495714,-0.3014226257801056,0.2
-0.5,0.648445568,0.01912719200998507,-3.566570327535051e-05,89,0.0,0.0,-0.3429921573998815,0.02284235121017898,-0.3201021903194957,0.0,-1.3660771230276259,1.0308120787764588e-05,-0.09551805661229855,-0.08148377368343063,0.0,-160.51689974,-0.1089798906971526,-2.4862615392708312e-08,-0.0002910996977656349,-0.002120830083449469,1640448,-0.14346800060836526,-0.6580665990439171,0.0,0.0,-0.003405315589634788,246.0,-0.7229826697195813,4458,367,26.01376,0.0067584,-0.03014424520473903,0.01,-0.21049524137865527,-0.1113786483627208,0.33604736328125,6526,0.388075053691864,0.040049694,1.0036334991455078,0.000299594496,0.21842315495014192,-0.032946978439576925,-34.09553890228271,-0.32109853625297546,0.2
-0.5,0.648427904,0.018380767911025112,-3.491056118192453e-05,90,0.0,0.0,-0.31248944333116513,-0.0800639814705811,-0.280834602229499,0.0,-1.3584363591163697,3.7977297324687243e-06,-0.09610690792026946,-0.10425392252444807,0.0,-163.55019872,-0.1014936574298755,-2.582016355267014e-08,-0.00028613404200059805,-0.008890007382637713,1658880,-0.14345481831522805,-0.6550398221534209,0.0,0.0,-0.0033426994044625257,260.13,-0.7191265762030308,4458,372,26.02528,0.0068352,-0.02972240978241689,0.01,-0.18719221274347003,-0.10281934994705627,0.3287353515625,6530,0.4039057493209839,0.042823017,1.0025938749313354,0.000299589888,0.22755572696526846,-0.027813513556288347,-34.0842399597168,-0.30101555585861206,0.2
-0.5,0.64841024,0.017857467059756996,-3.4588229653788867e-05,91,0.0,0.0,-0.35021329745766633,-0.337530525666348,-0.2867506810580312,0.0,-1.391366874866257,3.7977103299150863e-06,-0.09699778915481852,-0.13113975423362312,0.0,-168.75426696000002,-0.10767948924803811,-2.6282367952534757e-08,-0.0002883983386736191,-0.0030336303076838418,1677312,-0.1402799214027142,-0.6584612516391011,0.0,0.0,-0.003525950184178245,279.65,-0.7549278411910081,4458,376,26.0368,0.006912,-0.027895630584814677,0.01,-0.18961013693581316,-0.1203039086207314,0.3204345703125,6534,0.563557505607605,0.038071774,1.0032997131347656,0.00029958527999999996,0.21203108951449395,-0.031404525728430596,-34.09295425415039,-0.31233352422714233,0.2
-0.5,0.648392576,0.017701598569208565,-3.3867762843801094e-05,92,0.0,0.0,-0.35839422243137764,0.07486203862516683,-0.2825548610625408,0.0,-1.34528669212936,2.7126613228271403e-06,-0.09636575107622602,-0.12425664782414161,0.0,-167.07435160999998,-0.11769164950790574,-2.5790379005716367e-08,-0.0002872101434966389,-0.004102418579369173,1695744,-0.14113382755789716,-0.6551366072001643,0.0,0.0,-0.0034180521132103326,272.9,-0.7206267146748007,4458,380,26.04832,0.0069888,-0.03159729347599162,0.01,-0.19242526767309687,-0.10691229024910866,0.344091796875,6538,0.5171109437942505,0.041899048,1.003659725189209,0.000299580672,0.18970611467957496,-0.034126620145980266,-34.0941240310669,-0.3196042776107788,0.2
-0.5,0.648374912,0.020034817779239118,-3.352883037554214e-05,93,0.0,0.0,-0.3779189593340544,-0.27952049859757466,-0.28141929333676463,0.0,-1.3854211946497506,0.0,-0.0963126143452883,-0.09996791859965823,0.0,-162.11531177,-0.09481184435629204,-2.4552437692046833e-08,-0.000288684982955442,-0.004255287895205895,1714176,-0.14448712121318263,-0.6516248486744936,0.0,0.0,-0.003556348878752622,252.81,-0.7525008333153873,4458,384,26.05984,0.0070656,-0.027476432991747332,0.01,-0.19522174455815108,-0.12010126223908897,0.326513671875,6542,0.5607031583786011,0.034685988,1.0031554698944092,0.000299576064,0.20385288447141647,-0.02888570334762335,-34.091821098327635,-0.31724703311920166,0.2
-0.5,0.648357248,0.0212867690948094,-3.6474396557660905e-05,94,0.0,0.0,-0.32505591192092215,0.06259942334454546,-0.27963163411938546,0.0,-1.354399121321956,1.1935723402226964e-05,-0.09649186680691191,-0.07974726876515585,0.0,-158.82423425,-0.11902169447498695,-2.5545027773769898e-08,-0.0003045881214199823,-0.0031150688458913976,1732608,-0.14030560288488642,-0.6522773894191256,0.0,0.0,-0.0036157414497456036,241.81,-0.6898210167069271,4458,388,26.07136,0.0071424,-0.038203384496178,0.01,-0.18014308649642824,-0.10848247652719503,0.31295166015625,6546,0.5193840265274048,0.03976363,1.003360629081726,0.00029957145599999996,0.2150475911796093,-0.03390672747627832,-34.09131393432617,-0.31452327966690063,0.2
-0.5,0.648339584,0.01759891214824439,-3.658017314227499e-05,95,0.0,0.0,-0.32712414095282594,-0.09061305495056514,-0.28577132824596596,0.0,-1.3583165355923261,3.7977103299150863e-06,-0.0972154020740919,-0.1235955587973068,0.0,-162.49986255000002,-0.11686661440489282,-2.5670086160026396e-08,-0.00030431786325805404,-0.006828470546729145,1751040,-0.1394424396233817,-0.6465398064563179,0.0,0.0,-0.0035329899722900365,255.94,-0.7347233551296316,4458,392,26.08288,0.0072192,-0.03349311820949316,0.01,-0.19299655750430622,-0.11789875673748834,0.30662841796875,6550,0.6382200717926025,0.03595163,1.0035524368286133,0.000299566848,0.25104000642895696,-0.028916703350842,-34.09519462585449,-0.29838377237319946,0.2
-0.5,0.64832192,0.018993780227385113,-3.689246808429901e-05,96,0.0,0.0,-0.35725045439156855,0.019853270506060835,-0.30045982336528015,0.0,-1.3547084739947346,1.1935723402226964e-05,-0.09620098233327146,-0.08686382098272184,0.0,-160.98530074,-0.11746207775615836,-2.4368831916975052e-08,-0.0003055349561988905,-0.00884546807387842,1769472,-0.14114658418509848,-0.6502826562032311,0.0,0.0,-0.003590214179433417,250.34,-0.7477534834108055,4458,396,26.0944,0.007296,-0.03185297541877194,0.01,-0.19355967934662616,-0.11323106015605272,0.30028076171875,6554,0.7452826499938965,0.03505679,1.002771019935608,0.00029956224,0.19536070227622987,-0.032846426463220266,-34.08709983825683,-0.3163507282733917,0.2
-0.5,0.648304256,0.01932909857949263,-3.7723424929941065e-05,97,0.0,0.0,-0.3473795459452484,0.11440129361900994,-0.2885573517818727,0.0,-1.339938581448784,5.425322645654281e-06,-0.09666079220710824,-0.11023960570067477,0.0,-158.91062340999997,-0.11729077609901295,-2.5761992274010007e-08,-0.00031339891017581476,-0.0060435970530200635,1787904,-0.14158672766510302,-0.6384335870303327,0.0,0.0,-0.003648608778621849,242.03,-0.7531138967196331,4458,401,26.10592,0.0073728,-0.03548919468071085,0.01,-0.18578486821175388,-0.10737756820515305,0.3010986328125,6558,0.7437789440155029,0.03503626,1.0028108358383179,0.000299557632,0.20564862042665483,-0.0326007638592273,-34.08505382537842,-0.3158901035785675,0.2
-0.5,0.648286592,0.020654814754580756,-3.826944335425642e-05,98,0.0,0.0,-0.3299491954619216,0.18277439941404688,-0.2764985835274856,0.0,-1.3434005591768345,5.967856850475073e-06,-0.09716293784063436,-0.10330019743802647,0.0,-157.61879904,-0.13252938362134015,-2.573780752376692e-08,-0.00031275786092351633,-0.005963407817208399,1806336,-0.1389267982626316,-0.6456165744096212,0.0,0.0,-0.003607370566564903,236.92,-0.7182507314245373,4457,405,26.11744,0.0074496,-0.0366756328165221,0.01,-0.17742547500602107,-0.10206150472893151,0.31109619140625,6562,0.7397303581237793,0.035895307,1.0029306411743164,0.000299553024,0.20661854445934297,-0.03180466911289841,-34.08788642883301,-0.3196997046470642,0.2
-0.5,0.648268928,0.023566140694042916,-3.941047087421322e-05,99,0.0,0.0,-0.3670434091682581,0.25186015587885413,-0.31765373845836997,0.0,-1.3295745318623995,0.0,-0.09618519931336461,-0.08199392272864417,0.0,-154.87450010999999,-0.12044707340611208,-2.3394145881058966e-08,-0.0003184154951551205,-0.009667386290899502,1824768,-0.14102338440005963,-0.6384500674160005,0.0,0.0,-0.003627793064980969,226.56,-0.7203238216187836,4457,409,26.12896,0.0075264,-0.03893453311520621,0.01,-0.2067018473646122,-0.10683057400299119,0.3009033203125,6566,0.7234687805175781,0.033259075,1.0025978088378906,0.000299548416,0.2488539069890976,-0.02878066012635827,-34.08616428375244,-0.290744423866272,0.2
-0.5,0.648251264,0.022954278378520095,-4.0799408416185176e-05,100,0.0,0.0,-0.2890256263562536,0.211464153003121,-0.2927552182089419,0.0,-1.3459718698433905,2.7126516215503216e-06,-0.09694797136195704,-0.08626432847813703,0.0,-157.4911437,-0.13007084652405823,-2.4837029556263244e-08,-0.00032890520573256206,-0.003305761378968244,1843200,-0.1391620336776757,-0.6384542845015386,0.0,0.0,-0.0037764553974413586,237.91,-0.703840624856769,4457,413,26.14048,0.0076032,-0.035588600081115564,0.01,-0.18311484782208634,-0.1056242231022908,0.29879150390625,6570,0.7453471422195435,0.033508528,1.0023361444473267,0.000299543808,0.2222872868180275,-0.03262683994835243,-34.080820655822755,-0.30752742290496826,0.2
-0.5,0.6482336000000001,0.02350192521301167,-4.158478435045711e-05,101,0.0,0.0,-0.3187943603678918,0.32878932131182714,-0.29510851206686706,0.0,-1.3287078401496961,6.510381354019046e-06,-0.096402549723585,-0.08657385513005364,0.0,-156.73017168,-0.13208581141407444,-2.3096877744962012e-08,-0.00033274394855425704,-0.00588613611327476,1861632,-0.13972846064003422,-0.6324852035896271,0.0,0.0,-0.003707161630465004,236.21,-0.7063327915865839,4457,417,26.152,0.00768,-0.03534389335815558,0.01,-0.18846044823709585,-0.10091016214251985,0.29261474609375,6574,0.7757530212402344,0.029485371,1.0023760795593262,0.0002995392,0.22544112280011178,-0.027059325331356375,-34.078861999511716,-0.3023233711719513,0.2
-0.5,0.648215936,0.022281969507651628,-4.155731555258244e-05,102,0.0,0.0,-0.2843420465532279,0.26390244205844904,-0.289978119975509,0.0,-1.3336541173048877,4.88277873955667e-06,-0.09670878833927289,-0.08261782174748886,0.0,-155.41896778,-0.12918904698086228,-2.401725643427093e-08,-0.00033523960396663954,-0.002749647453114411,1880064,-0.1401963881031205,-0.640063849080699,0.0,0.0,-0.003758103749323288,231.49,-0.701460738144053,4457,421,26.16352,0.0077568,-0.03515511933069359,0.01,-0.1702445858991932,-0.09339650282641129,0.28360595703125,6578,0.805752694606781,0.029777575,1.0027499198913574,0.000299534592,0.2300172008574009,-0.027975914208218454,-34.0834415435791,-0.2886178195476532,0.2
-0.5,0.648198272,0.02056887527629611,-3.7127578437301853e-05,103,0.0,0.0,-0.3167479415436595,0.031172408017660955,-0.27757516303774193,0.0,-1.3403747591927624,9.765567180390159e-06,-0.09656948303558133,-0.10699862735863361,0.0,-161.32030971,-0.11377111447255718,-2.463909704377491e-08,-0.00031390416257958597,-0.0037599694343592996,1898496,-0.14119176647729703,-0.6401399629582964,0.0,0.0,-0.003788908734860448,252.99,-0.7112526721986749,4457,425,26.17504,0.0078336,-0.03237575159898619,0.01,-0.18486117415377645,-0.10531379117213491,0.27940673828125,6582,0.7946943044662476,0.029626418,1.0022119283676147,0.00029952998399999996,0.23067275658249856,-0.028218448197003455,-34.07741432189941,-0.29982560873031616,0.2
