reward_terms/time,curriculum/stance_ratio,reward_terms/clearance,reward_terms/motor_vel,time/iterations,reward_terms/alive,reward_terms/overrun,reward_terms/upright,reward_terms/fwd_speed,reward_terms/ang_xy,curriculum/ctrl_jitter_ms,reward_terms/coef_rate,reward_terms/air_time,reward_terms/residual,reward_terms/stance_time,curriculum/ctrl_drop_prob,rollout/ep_rew_mean,reward_terms/hip_roll,reward_terms/lat_vel,reward_terms/energy,reward_terms/stance,time/total_timesteps,reward_terms/action_rate,reward_terms/phase_contact,reward_terms/stop,reward_terms/assist_pen,reward_terms/torque,rollout/ep_len_mean,reward_terms/foot_slip,time/fps,time/time_elapsed,curriculum/sprint_dist_m,curriculum/eff_scale,reward_terms/height,curriculum/ent_coef,reward_terms/angmom,reward_terms/vz,train/clip_fraction,train/n_updates,train/explained_variance,train/approx_kl,train/std,train/learning_rate,train/value_loss,train/policy_gradient_loss,train/entropy_loss,train/loss,train/clip_range
-0.5,0.649805696,0.007219540534874576,-3.4654671244359e-06,12,0.0,0.0,-0.35731811494304283,-0.6580160585865513,-0.20488656397894325,0.0,-1.4793106132785538,2.4414029515658815e-05,-0.102349843768267,-0.16685355033162827,0.0,-170.46440111999996,-0.0671754599378268,-1.9035239756981293e-08,-2.6548289257130883e-05,-0.0016237891436786036,221184,-0.1301468838024747,-0.6835916542837325,0.0,0.0,-0.0002950326283529404,282.66,-0.6294813235756656,4157,53,25.12672,0.0008448,-0.017779376956375794,0.01,-0.1568948873576778,-0.10608826912147684,0.2573974609375,6336,0.9003592133522034,0.020511013,1.0017070770263672,0.000299949312,21.31365294456482,-0.009038512810366228,-34.07324485778808,5.850557804107666,0.2
-0.5,0.649788032,0.008229001002387501,-3.886143716180249e-06,13,0.0,0.0,-0.3475438528735412,-0.5296256158079349,-0.22082747768159083,0.0,-1.4217694334328412,4.340254236012697e-06,-0.10118239874138908,-0.14429196613976578,0.0,-170.72600663,-0.06944556007157396,-2.1660766227978398e-08,-2.9132832055337036e-05,-0.002937828083484774,239616,-0.13093751781715285,-0.6673975920387929,0.0,0.0,-0.00031377475892893067,284.26,-0.6182109638881275,4175,57,25.13824,0.0009216,-0.021121037399593298,0.01,-0.16964572539356726,-0.10697765617680677,0.317822265625,6340,0.910149335861206,0.024709648,1.0022095441818237,0.00029994470399999997,15.882119464874268,-0.004673208366148174,-34.07459678649902,4.412700176239014,0.2
-0.5,0.649770368,0.006908531555070892,-4.20478517058837e-06,14,0.0,0.0,-0.33083918369653165,-0.7448528333582363,-0.2144118238007697,0.0,-1.4551725437888128,0.0,-0.10227443670807955,-0.1585078627799198,0.0,-169.65004060000004,-0.06940372269935627,-1.9995234578424685e-08,-3.178550031005671e-05,-0.005278576603830236,258048,-0.12911013488069134,-0.6726975070992052,0.0,0.0,-0.0003383539942300848,280.04,-0.6114546504582681,4193,61,25.14976,0.0009984,-0.01560593113500625,0.01,-0.16379757870664224,-0.09763335021528609,0.32879638671875,6344,0.9199403524398804,0.027027214,1.0023657083511353,0.000299940096,12.851606225967407,-0.008576250297483056,-34.08267364501953,4.000701427459717,0.2
-0.5,0.6497527040000001,0.006171751046732167,-4.5804459985951995e-06,15,0.0,0.0,-0.3695465449099339,-0.8513038393032824,-0.2120544386980798,0.0,-1.4119017655321853,0.0,-0.10159369824414097,-0.15433767325238376,0.0,-169.26914396,-0.07534759068665221,-2.1712135159574657e-08,-3.406744143459005e-05,-0.007183142578957282,276480,-0.1274640907744612,-0.6629658822975417,0.0,0.0,-0.0003587591127545261,277.43,-0.5815613281949256,4210,65,25.16128,0.0010752,-0.01642935982200024,0.01,-0.1633323721755544,-0.09826767842952266,0.30975341796875,6348,0.9065609574317932,0.033249103,1.0028480291366577,0.000299935488,11.608046054840088,-0.012135966419009492,-34.082899284362796,3.762876033782959,0.2
-0.5,0.64973504,0.006465257513860951,-4.862167628460006e-06,16,0.0,0.0,-0.3523735963547293,-0.8033197097088942,-0.2219361724177249,0.0,-1.3937393718525815,0.0,-0.10108737191971584,-0.1402231064777071,0.0,-168.06659740999999,-0.06960132184739119,-2.2303587538030828e-08,-3.649369868921132e-05,-0.0006133144285519282,294912,-0.1295050327469045,-0.6664051505318088,0.0,0.0,-0.00038690384089486575,272.55,-0.5968842547496688,4231,69,25.1728,0.001152,-0.017930762259189287,0.01,-0.17920721153067593,-0.10069487096011896,0.288134765625,6349,0.915184497833252,0.025984555,1.0006169080734253,0.00029993088,13.300040817260742,0.017312172800302505,-34.06095733642578,4.302249908447266,0.2
-0.5,0.649717376,0.006984885767990192,-5.22313607917736e-06,17,0.0,0.0,-0.3817208315624411,-0.7637357078242771,-0.22419812090805058,0.0,-1.3881151822237663,0.0,-0.10128881286419905,-0.1258696660936241,0.0,-164.63622798,-0.07705422151546819,-2.0750831521900096e-08,-3.850652118229558e-05,-0.004065199644039045,313344,-0.12808093484399288,-0.6582581013596304,0.0,0.0,-0.0003975235617110866,259.23,-0.6038115546087703,4244,73,25.18432,0.0012288,-0.016838476256862293,0.01,-0.18587292993657656,-0.1054005906142373,0.20821533203125,6353,0.9055166840553284,0.017090488,1.0021528005599976,0.000299926272,11.0195876121521,-0.013772669271565974,-34.08002872467041,3.5051164627075195,0.2
-0.5,0.649699712,0.007567547032119626,-5.526068970247011e-06,18,0.0,0.0,-0.33879891826638614,-0.7578639129787037,-0.23363290793637878,0.0,-1.4228270536146033,0.0,-0.1018568499455548,-0.14193765087596452,0.0,-167.38518122000002,-0.0764285762904895,-1.8860782235586107e-08,-4.129969099589245e-05,-0.009672464872664398,331776,-0.1295830005763931,-0.6589974705265855,0.0,0.0,-0.0004325308970140022,270.5,-0.6034296685814345,4255,77,25.19584,0.0013056,-0.017014515874009525,0.01,-0.1894810276439307,-0.1140466315730693,0.18798828125,6357,0.9057862162590027,0.01940313,1.0020418167114258,0.000299921664,8.44412395954132,-0.020808236952871085,-34.07534656524658,2.8162691593170166,0.2
-0.5,0.6496820480000001,0.006623617951825389,-5.9323997571454415e-06,19,0.0,0.0,-0.2972096505674482,-0.8873169076642736,-0.221556172329155,0.0,-1.3676597965005273,1.085058708364765e-06,-0.10158014469904957,-0.14878754050328602,0.0,-167.50619254,-0.07238885806156937,-2.2487727691428328e-08,-4.3871383128512274e-05,-0.00033775191265476633,350208,-0.1294734513406283,-0.6525088292002237,0.0,0.0,-0.0004655608423903547,270.92,-0.5781525232955055,4267,82,25.20736,0.0013824,-0.019268085262704206,0.01,-0.1885751056120566,-0.11827083594439919,0.27215576171875,6361,0.8830043077468872,0.02266664,1.0021806955337524,0.000299917056,7.147230768203736,-0.018551186425611377,-34.07825946807861,2.037031412124634,0.2
-0.5,0.649664384,0.005498684183905683,-6.273434812985067e-06,20,0.0,0.0,-0.3124047579370106,-0.7621781594909277,-0.22604442754242443,0.0,-1.36190930746344,0.0,-0.10075421527812096,-0.12472981853837457,0.0,-166.23668421000002,-0.07542505471959762,-2.3743769022935435e-08,-4.632392411271575e-05,-0.004414188310444018,368640,-0.12964815464492765,-0.6467212794549655,0.0,0.0,-0.00048379061230515135,265.88,-0.5498563615617417,4275,86,25.21888,0.0014592,-0.016495301662311865,0.01,-0.18514442727339084,-0.09267935655042908,0.296435546875,6365,0.8843350410461426,0.029294392,1.0022685527801514,0.000299912448,5.35440024137497,-0.01639051609672606,-34.07491664886474,1.383467674255371,0.2
-0.5,0.64964672,0.005788946878250145,-6.2297586504134975e-06,21,0.0,0.0,-0.39876454839476744,-0.835505547518951,-0.2171833890388539,0.0,-1.4401092538352547,0.0,-0.10044337031722453,-0.1502047875886395,0.0,-166.75616434,-0.06693834319416649,-2.182081712600248e-08,-4.705865771523871e-05,-0.006023305728983106,387072,-0.13303012607624454,-0.688825591290402,0.0,0.0,-0.0004945046575923514,267.26,-0.5280116818518442,4286,90,25.2304,0.001536,-0.015272531587435276,0.01,-0.1775071201744651,-0.10572105620907973,0.3557942708333333,6366,0.871976912021637,0.056480974,1.0001581907272339,0.00029990784,7.250150044759114,0.03673579543828964,-34.054762522379555,2.5988118648529053,0.2
-0.5,0.649629056,0.0038611775854971234,-6.67664088358648e-06,22,0.0,0.0,-0.31585522653605874,-0.8459623734743079,-0.22912054908924714,0.0,-1.4157757233238286,0.0,-0.09998194914643575,-0.14284841635768922,0.0,-167.78221947000003,-0.05854030791007449,-2.3573390843784153e-08,-5.0228037284578705e-05,-0.0015401146736482981,405504,-0.1324106197802166,-0.6801225103795466,0.0,0.0,-0.0005254883538876534,271.41,-0.5347207456017863,4295,94,25.24192,0.0016128,-0.01686705696603657,0.01,-0.1812152825623003,-0.09915822442311996,0.3265380859375,6368,0.8733830451965332,0.045142762,1.0005460977554321,0.00029990323199999996,5.583056290944417,0.01866183414434393,-34.0597718556722,2.268528699874878,0.2
-0.5,0.6496113920000001,0.005140996297939931,-7.0586676541446805e-06,23,0.0,0.0,-0.3263602656954325,-0.9130589538725045,-0.2195455021606021,0.0,-1.4386103373651082,1.085058708364765e-06,-0.0999418662574394,-0.1465739767154446,0.0,-166.04107599,-0.0521009124884458,-2.395418741976384e-08,-5.346854486947832e-05,-0.0009610788919205016,423936,-0.13420878055293484,-0.6814884988735914,0.0,0.0,-0.0005671735207038457,264.65,-0.5499320059436915,4300,98,25.25344,0.0016896,-0.01857128457193329,0.01,-0.17706735955643038,-0.10847228053300907,0.30126953125,6372,0.7901912927627563,0.0361353,1.0029094219207764,0.000299898624,4.369594871997833,-0.017514580278657377,-34.08376216888428,1.06392240524292,0.2
-0.5,0.649593728,0.004135831650855499,-7.182109259932346e-06,24,0.0,0.0,-0.3800154809168767,-1.0069350608812053,-0.2159391532152141,0.0,-1.422406866875214,0.0,-0.09945884743025558,-0.1304116554787874,0.0,-164.39893456000001,-0.055914078955984055,-2.4988964580298528e-08,-5.4088971933606305e-05,-0.0016929640256781442,442368,-0.1352277584265829,-0.6789508492436008,0.0,0.0,-0.0005793560103826965,257.9,-0.5220470075768485,4303,102,25.26496,0.0017664,-0.01779452112488588,0.01,-0.1863440713833979,-0.11278541394050207,0.3388815487132353,6376,0.807555079460144,0.04981272,1.0039305686950684,0.000299894016,3.1604976373560287,-0.012505373698385322,-34.09818043428309,0.7779295444488525,0.2
-0.5,0.649576064,0.0035550223442946446,-7.659036496661327e-06,25,0.0,0.0,-0.31866505983310384,-1.037889745348255,-0.22602435822306668,0.0,-1.402013428254615,0.0,-0.09947622537718476,-0.15929996011739908,0.0,-165.92883350000002,-0.05546085265376735,-2.4658352713764887e-08,-5.752408843195078e-05,-0.002298912421668024,460800,-0.13577940946114658,-0.665027734473727,0.0,0.0,-0.0006293222286253625,263.87,-0.53251327441479,4310,106,25.27648,0.0018432,-0.01746624270260453,0.01,-0.1819459942961541,-0.10702619022225236,0.3114501953125,6378,0.7846339344978333,0.036198728,1.0023393630981445,0.00029988940799999996,2.5931536197662353,0.0034626719076186418,-34.081644439697264,0.7819321155548096,0.2
-0.5,0.6495584,0.005174909107829812,-8.245458383653337e-06,26,0.0,0.0,-0.3178017331260346,-1.0034220680934647,-0.2326682974199551,0.0,-1.3622892687830956,2.1701271180063486e-06,-0.09944414862427599,-0.1326783362375055,0.0,-164.06294683,-0.05696719130245996,-2.4663774024873787e-08,-6.147121189841066e-05,-0.003365534355518836,479232,-0.13543045104230245,-0.6445507895698461,0.0,0.0,-0.000673134980542036,256.37,-0.5037667545117068,4316,111,25.288,0.00192,-0.018124611530769063,0.01,-0.19272881696610175,-0.11054533254428273,0.3378018465909091,6381,0.7541763782501221,0.052773397,1.002701759338379,0.0002998848,2.6608868945728648,0.001055978788909587,-34.08560839566317,0.6506611108779907,0.2
-0.5,0.6495407360000001,0.005232574930834138,-8.21952046796926e-06,27,0.0,0.0,-0.3569884931890503,-0.9152972456192104,-0.22123902456490882,0.0,-1.3788129689932007,0.0,-0.09950087135763604,-0.1073386043475087,0.0,-160.97394674999998,-0.044672741978456235,-2.2195865242866877e-08,-6.158887258420119e-05,-0.003000132298056505,497664,-0.13607545506804267,-0.6530807172337405,0.0,0.0,-0.0006622431012894901,244.02,-0.49833898469255467,4321,115,25.29952,0.0019968,-0.01533143348921532,0.01,-0.18157036521169417,-0.09770452975967747,0.3162286931818182,6384,0.7107062935829163,0.054524377,1.0025674104690552,0.000299880192,2.4801259365948765,-0.0031959146515212274,-34.085850802334875,0.6691772937774658,0.2
-0.5,0.649523072,0.003946427110438664,-8.997050440247962e-06,28,0.0,0.0,-0.2964043982495559,-0.9528697795077926,-0.24284460357266915,0.0,-1.396755497753656,0.0,-0.09964013630333285,-0.14180322915975316,0.0,-164.18807528999997,-0.0569642622091292,-2.3340920086977854e-08,-6.720139329455416e-05,-0.0026970795931248247,516096,-0.13501942754014898,-0.6577060975089837,0.0,0.0,-0.0007197020458101719,256.87,-0.5249808819535863,4324,119,25.31104,0.0020736,-0.0157330745425888,0.01,-0.19521230242966142,-0.10440005873398667,0.2889811197916667,6386,0.6782450675964355,0.038666464,1.0020365715026855,0.000299875584,2.02597353193495,-0.0013816666323691607,-34.07800632052951,0.5282871127128601,0.2
-0.5,0.649505408,0.006732965679040174,-9.150642198342399e-06,29,0.0,0.0,-0.32139861934987707,-0.8679420431211475,-0.24092684014935883,0.0,-1.4285936949061244,0.0,-0.09948792328332214,-0.1290336047451193,0.0,-164.72024918,-0.06325046078116604,-2.6179071017739906e-08,-7.076006670302023e-05,-0.007701109708139172,534528,-0.13638069155593208,-0.6774710469416964,0.0,0.0,-0.0007977227307519564,259.08,-0.5400535197568062,4331,123,25.32256,0.0021504,-0.018698281336111212,0.01,-0.18410213843660914,-0.11419597703607115,0.3323567708333333,6387,0.6390074491500854,0.042932022,1.0004576444625854,0.000299870976,2.308725674947103,0.029788449872285128,-34.05948003133138,0.856323778629303,0.2
-0.5,0.649487744,0.005998497011911564,-9.90122409223378e-06,30,0.0,0.0,-0.3290211011816359,-0.8827978716758796,-0.23713929447533358,0.0,-1.4453162054348327,0.0,-0.0983049378946508,-0.0967867414114557,0.0,-163.81990571,-0.0598191978772534,-2.76630970134142e-08,-7.519028837041652e-05,-0.0007923982676520648,552960,-0.14119660644397186,-0.6899088906408501,0.0,0.0,-0.000836666305246632,255.41,-0.5119995222722361,4336,127,25.33408,0.0022272,-0.01634689483679128,0.01,-0.17837980921364713,-0.10490807300473036,0.3302951388888889,6389,0.5697535276412964,0.039523937,1.0029104948043823,0.00029986636799999997,2.3984604676564536,0.0014741234998736116,-34.08535597059462,0.6864819526672363,0.2
-0.5,0.6494700800000001,0.0059913210861988605,-9.58185815919628e-06,31,0.0,0.0,-0.36816926497639674,-0.8632357453597472,-0.2390558731116534,0.0,-1.4763889777725172,1.6275929131855567e-06,-0.09882415014196956,-0.12436306955189341,0.0,-166.54376238,-0.060056490541965574,-2.5420514316869672e-08,-7.509496078520625e-05,-0.0034043415114387732,571392,-0.14172444048505417,-0.6886256480658298,0.0,0.0,-0.0008606163936985714,266.28,-0.5329064294902839,4341,131,25.3456,0.002304,-0.01644735041915647,0.01,-0.20000078248971187,-0.11155977786965238,0.334912109375,6391,0.5004876852035522,0.03877919,1.0038038492202759,0.00029986176,2.1592916011810304,0.0006989404791966081,-34.09923782348633,0.550322413444519,0.2
-0.5,0.649452416,0.008044092314510882,-1.070151879155183e-05,32,0.0,0.0,-0.30122867457875824,-1.0900710997673475,-0.24711585344468462,0.0,-1.431594898580643,9.765596284220615e-06,-0.09809156959069042,-0.10254316546747254,0.0,-166.27391954000004,-0.08208120008345343,-3.013251070097569e-08,-8.171384277534368e-05,-0.0004111997680066482,589824,-0.14064970978794245,-0.6561466788588173,0.0,0.0,-0.0009206329483916577,265.2,-0.5209649684312616,4346,135,25.35712,0.0023808,-0.022973428740602,0.01,-0.1927738575025228,-0.15203101705300714,0.328759765625,6393,0.4715688228607178,0.043799035,1.0036580562591553,0.000299857152,1.8054356217384337,-0.005606857780367136,-34.09909324645996,0.4168175458908081,0.2
-0.5,0.649434752,0.00638726030668016,-1.0791636704149965e-05,33,0.0,0.0,-0.35129309564379935,-0.9845107473230075,-0.25215546740578265,0.0,-1.4824364179780296,2.7126613228271403e-06,-0.09822020614079967,-0.12860393812782908,0.0,-167.8501704,-0.07809960139604276,-3.282082329574255e-08,-8.353883039390725e-05,-0.0007023222926681894,608256,-0.14317578004525347,-0.6901210819359513,0.0,0.0,-0.000957302854325776,271.51,-0.5450249682327692,4352,139,25.36864,0.0024576,-0.019987856604176756,0.01,-0.19307739250837325,-0.1337502553151467,0.309765625,6394,0.39491158723831177,0.026046421,1.001516342163086,0.000299852544,1.690049958229065,0.019002025295048953,-34.07236785888672,0.5004297494888306,0.2
-0.5,0.649417088,0.00884409934584525,-1.1505720529945444e-05,34,0.0,0.0,-0.3357858131466232,-0.8464426285965069,-0.23643384901926184,0.0,-1.4308658736691928,0.0,-0.0975481039750241,-0.09777211960560332,0.0,-165.75806395,-0.06902612677521525,-3.183549143881116e-08,-8.87863698497627e-05,-0.001984522065264663,626688,-0.1436510551510007,-0.6687466606638585,0.0,0.0,-0.001025708798839859,263.13,-0.513514340344804,4358,143,25.38016,0.0025344,-0.02033108030686134,0.01,-0.1763692548762805,-0.11809123172894304,0.249609375,6395,-0.08821845054626465,0.02162383,1.001839518547058,0.000299847936,1.9251378297805786,0.01554861580953002,-34.075740051269534,0.5712846517562866,0.2
-0.5,0.6493994240000001,0.010023334785853613,-1.1312538637760747e-05,35,0.0,0.0,-0.28988360239414424,-1.0004510142200291,-0.24460823147626293,0.0,-1.4230299909771593,0.0,-0.09779720569006992,-0.10694367268459043,0.0,-164.63374518,-0.06385886401355048,-3.160019641464227e-08,-8.975763864871589e-05,-0.001005775978882416,645120,-0.13727943384015712,-0.6655651696144068,0.0,0.0,-0.0010377310937286696,258.67,-0.4497138324076888,4364,147,25.39168,0.0026112,-0.025490565783212307,0.01,-0.1749091676989299,-0.13717645188783148,0.3565150669642857,6397,-0.3238176107406616,0.0505374,1.0027482509613037,0.000299843328,1.5729449135916573,0.008910713052111012,-34.08707809448242,0.3582713305950165,0.2
-0.5,0.64938176,0.011842196633498593,-1.225646325737937e-05,36,0.0,0.0,-0.31501197607027515,-0.9141446245280093,-0.24622915018560296,0.0,-1.4353765715192852,4.340263937289516e-06,-0.09812377908215154,-0.07637920019300913,0.0,-164.92337957,-0.0928525055451052,-3.534011385754037e-08,-9.551358285577294e-05,-0.0009129796153324056,663552,-0.1393659924699779,-0.6515347259875512,0.0,0.0,-0.0011303894774582974,259.83,-0.5097187065306543,4369,151,25.4032,0.002688,-0.026801708472159166,0.01,-0.16390855902015197,-0.1554540733621823,0.31884765625,6398,-0.7547235488891602,0.026242897,1.0019097328186035,0.00029983871999999997,1.1616329669952392,0.01969318278133869,-34.07731170654297,0.27028197050094604,0.2
