reward_terms/time,reward_terms/angmom,reward_terms/upright,reward_terms/foot_slip,reward_terms/height,reward_terms/hip_roll,reward_terms/clearance,curriculum/ent_coef,reward_terms/overrun,reward_terms/ang_xy,curriculum/stance_ratio,reward_terms/air_time,reward_terms/motor_vel,reward_terms/stance,reward_terms/alive,reward_terms/action_rate,time/fps,rollout/ep_len_mean,time/time_elapsed,curriculum/pitch_assist,time/iterations,reward_terms/stop,reward_terms/energy,curriculum/eff_scale,reward_terms/coef_rate,reward_terms/vz,reward_terms/phase_contact,rollout/ep_rew_mean,reward_terms/fwd_speed,time/total_timesteps,reward_terms/lat_vel,reward_terms/stance_time,reward_terms/residual,reward_terms/torque,train/loss,train/entropy_loss,train/n_updates,train/std,train/learning_rate,train/clip_fraction,train/clip_range,train/policy_gradient_loss,train/value_loss,train/explained_variance,train/approx_kl
0.0,-0.1537630891863148,-0.08616279648272065,-0.7487244032058986,-0.025598657132876644,-0.028738144162824917,0.06383024767233178,0.01,0.0,-0.28878773595824175,0.6496928000000001,0.0001410588027081556,-1.097532271993554e-05,-0.00379413539271368,0.5,-0.12274350706364065,2883,45.23,70,0.995392,11,0.0,-5.3389280239494865e-05,0.0012288,-0.8395951975290391,-0.09346362180330034,-0.49098084519760465,-134.25017182,0.8519009067253017,202752,-3.537960839773811e-09,-0.007768543857511961,-0.5193626215795043,-0.0005168428205190608,13.9567232131958,-34.060872077941895,33462,1.0005158185958862,0.0003,0.26629638671875,0.2,0.012818227987736464,35.788414001464844,-0.7411361932754517,0.02511713
0.0,-0.1583338494585539,-0.09192982752419183,-0.7451324571755147,-0.026823126308645244,-0.029050817061404832,0.06267046925873145,0.01,0.0,-0.3000087600832318,0.64966208,0.00013454834374392198,-1.2076871733352886e-05,-0.003749261967324402,0.5,-0.12485268066620793,2896,41.13,76,0.9949312,12,0.0,-5.9469844061431435e-05,0.00135168,-0.8367264024212816,-0.0946125397305749,-0.4949314748571084,-131.18535693,0.8692223349058866,221184,-4.1142314765850735e-09,-0.00589354611454635,-0.5181822910251228,-0.0005728452054417411,9.166702270507812,-34.08055771721734,33466,1.0022410154342651,0.0003,0.3484700520833333,0.2,-0.004556712422830363,30.05732864803738,-1.1475262641906738,0.043183345
0.0,-0.1604824519140228,-0.0875599759116736,-0.7344697259571891,-0.024522897051692517,-0.028519264685076016,0.06462926334050904,0.01,0.0,-0.29960270030534514,0.64963136,0.00010959174768585298,-1.341470331374887e-05,-0.0027782425645425496,0.5,-0.12535541638602446,2907,41.29,82,0.9944704,13,0.0,-6.558384959483346e-05,0.00147456,-0.8304763814909004,-0.09314767768505572,-0.4936646086049501,-131.2761151,0.8746946634299628,239616,-4.462239183246336e-09,-0.007051857236850386,-0.5194372211824975,-0.0006231775818675029,6.914444446563721,-34.06936373029436,33468,1.001278281211853,0.0003,0.2894810267857143,0.2,0.006304069289139339,15.152443204607282,-0.10112464427947998,0.043189764
0.0,-0.15987716478765157,-0.11191765870768504,-0.7522915995837395,-0.03253057517823021,-0.03084524820357526,0.06381756089714108,0.01,0.0,-0.30134940736509913,0.6496006400000001,0.0001638451617004143,-1.4121310952450304e-05,-0.0027636909057126816,0.5,-0.1226774923558515,2914,44.27,88,0.9940096,14,0.0,-7.072146394852893e-05,0.00159744,-0.825230104920821,-0.09922543649243504,-0.503934707508257,-134.15095299000004,0.9489414674465676,258048,-3.9547024289928955e-09,-0.006484365173188659,-0.5204241234683044,-0.0007080101883072428,8.850056648254395,-34.059441884358726,33469,1.000404715538025,0.0003,0.23291015625,0.2,0.0165908127091825,18.20228894551595,-0.3346848487854004,0.025588004
0.0,-0.16262492490014965,-0.08689434992839393,-0.712634305626638,-0.022980919465539654,-0.02675537670470316,0.0661981047920144,0.01,0.0,-0.3040481344399606,0.64956992,0.00014539901490530206,-1.563512913436252e-05,-0.0029044321913687682,0.5,-0.12423050383856801,2923,41.76,94,0.9935488,15,0.0,-7.66020539992966e-05,0.00172032,-0.8292336598659052,-0.09306763640052143,-0.4917411765758631,-131.72407091,0.9035658003736285,276480,-4.241112249685486e-09,-0.007133236627042707,-0.5190628429636491,-0.0007281823727707991,6.622763156890869,-34.06592814127604,33471,1.001032829284668,0.0003,0.271484375,0.2,0.0072143048358460264,16.369727611541748,-0.10458076000213623,0.058113668
0.0,-0.16475962028447944,-0.09805919909403422,-0.717854718325269,-0.026136641651336126,-0.029466465386532525,0.06660502076929684,0.01,0.0,-0.3058439456170363,0.6495392,0.00012044243824978669,-1.670715834518016e-05,-0.002513806274986294,0.5,-0.12422806849860166,2933,44.35,100,0.993088,16,0.0,-8.302148700652895e-05,0.0018432,-0.822775272493765,-0.09510828680203129,-0.4976709509526219,-132.18352331,0.9376665179133669,294912,-4.120696317127511e-09,-0.005227314211272945,-0.5181440784912252,-0.000805541811980695,7.825762748718262,-34.06302356719971,33472,1.000697374343872,0.0003,0.31036376953125,0.2,0.02086243557278067,20.84212589263916,-0.4177666902542114,0.0320419
0.0,-0.1621644713708874,-0.10017079012074483,-0.7049746381872924,-0.02653877635258139,-0.02859844272631516,0.06331878228419213,0.01,0.0,-0.30377529634938605,0.64950848,0.00015299450024031103,-1.771137164487059e-05,-0.0019082547568183433,0.5,-0.12349157800196231,2940,45.38,106,0.9926272,17,0.0,-8.74455709428535e-05,0.00196608,-0.8152084177301236,-0.0992173165390815,-0.5011604467387292,-133.93741573,0.9248690313208786,313344,-4.365366577752229e-09,-0.004048930280583186,-0.5187709932350208,-0.0008498345543293468,6.504848957061768,-34.07889799638228,33475,1.0021213293075562,0.0003,0.31043590198863635,0.2,0.00034392599693753505,17.26056081598455,-0.2695072889328003,0.053326234
0.0,-0.16158011176206913,-0.10186725811320385,-0.6947707149428389,-0.02504413395359019,-0.028619826627643577,0.0649464050172674,0.01,0.0,-0.2983062253525242,0.64947776,0.00011501711237037348,-1.901398294490151e-05,-0.0036591536017105734,0.5,-0.12289157803577025,2948,42.79,112,0.9921664,18,0.0,-9.324160917109749e-05,0.00208896,-0.8044373872485227,-0.0984430325523998,-0.5017590065195584,-132.33504825,0.938733134924273,331776,-4.396672664459925e-09,-0.0036957412214380586,-0.5194393060934893,-0.000898302410395731,5.466497421264648,-34.07034556070963,33477,1.00137197971344,0.0003,0.3177490234375,0.2,0.011883550245935718,12.071626822153727,0.056767284870147705,0.062159188
0.0,-0.16365737142000247,-0.09320070784808238,-0.6902506044622142,-0.023628237242110044,-0.026481251849617294,0.06099724586813798,0.01,0.0,-0.2977471127741987,0.64944704,9.44008061196655e-05,-2.030523397261651e-05,-0.0008907860345119231,0.5,-0.12429209594353091,2953,40.97,118,0.9917056,19,0.0,-9.842647875481396e-05,0.00221184,-0.8054882105423058,-0.09554361636273462,-0.49946680498190676,-130.7701632,0.8975820045359425,350208,-5.096843030454659e-09,-0.005190965582086291,-0.5186144537535828,-0.000940687187351411,8.978577613830566,-34.06109619140625,33478,1.0005433559417725,0.0003,0.244140625,0.2,0.010823858280976614,19.8975346883138,-0.16328692436218262,0.022020822
0.0,-0.16284911084925127,-0.09558049640922951,-0.6760549962340948,-0.023509585032381035,-0.02703990218064472,0.06285915809324166,0.01,0.0,-0.29318588676375823,0.64941632,9.33157603463365e-05,-2.1431030733705686e-05,-0.001045363005893165,0.5,-0.12376605550573877,2959,38.16,124,0.9912448,20,0.0,-0.00010345030166931023,0.00233472,-0.8060592826729449,-0.09769665378652022,-0.49822288245189955,-128.80043981999998,0.8998273820461424,368640,-4.504652015907288e-09,-0.004163405636467764,-0.5195614005819712,-0.0009881665694339112,5.196824073791504,-34.0724857875279,33480,1.001556158065796,0.0003,0.3096400669642857,0.2,0.010141515106494938,14.277846472603935,-0.12469732761383057,0.045444958
0.0,-0.16673164433943516,-0.09002133627364425,-0.6816201035655025,-0.021515816931082857,-0.025531502872808382,0.06228407824767909,0.01,0.0,-0.3018849674611026,0.6493856,9.114558148818712e-05,-2.294331264841584e-05,-0.0010610508967586099,0.5,-0.12463705507537624,2965,38.18,130,0.990784,21,0.0,-0.00011056931791654341,0.0024576,-0.7994160314519235,-0.09638007956660417,-0.5047039849854278,-129.20443114999998,0.9166672904281421,387072,-5.035886851102371e-09,-0.0029242576856631786,-0.5185508317364962,-0.0010454651682608484,5.574704170227051,-34.06521224975586,33481,1.0009126663208008,0.0003,0.29443359375,0.2,0.01893107662908733,11.777506589889526,0.05592954158782959,0.026102856
0.0,-0.16548141263960192,-0.11288227414173385,-0.6727195321335597,-0.02848425837628756,-0.029099427276851622,0.06190057387127052,0.01,0.0,-0.30176431773576357,0.64935488,9.114558148818712e-05,-2.3502304043959415e-05,-0.0010699118525210921,0.5,-0.12197180732984732,2970,43.14,136,0.9903232,22,0.0,-0.00011309961554750004,0.00258048,-0.7992068125763925,-0.10410236364311357,-0.5088796698743878,-132.07779424999998,0.9654971239858136,405504,-4.699580777221348e-09,-0.0030213712679041135,-0.51803449438655,-0.0011089296669511588,5.479012489318848,-34.072820390973774,33483,1.0014805793762207,0.0003,0.29258510044642855,0.2,0.008062507657866393,14.047588620867048,-0.09168863296508789,0.046759374
0.0,-0.1631069417253869,-0.11273316353477789,-0.6600083448448103,-0.027257495058329376,-0.027535405813813182,0.06371073376913941,0.01,0.0,-0.2960989544697259,0.64932416,9.874108622574972e-05,-2.4493839118044977e-05,-0.002601508845269577,0.5,-0.11942420195544318,2976,42.96,142,0.9898624,23,0.0,-0.00011739541912165663,0.00270336,-0.7921378592486703,-0.10248625326542077,-0.5083569033944227,-131.1027682,0.9530618154181529,423936,-4.141262976162542e-09,-0.006359583628687283,-0.5198364290247944,-0.0011561996023631781,5.147038459777832,-34.06230926513672,33484,1.0006682872772217,0.0003,0.2872314453125,0.2,0.016924505645874888,11.027866840362549,0.12132787704467773,0.026778754
0.0,-0.16453527706272836,-0.11165170575608446,-0.6629299599875412,-0.026686049386148165,-0.028137651970125726,0.06599730850529156,0.01,0.0,-0.30335959762208015,0.64929344,0.00013129305120350586,-2.500274526109988e-05,-0.0010580358201604243,0.5,-0.11917050518492761,2981,46.92,148,0.9894016,24,0.0,-0.00012291800912178467,0.00282624,-0.8150100254283972,-0.10346393117117123,-0.5154976833680381,-133.24572796000004,0.9929260899426046,442368,-3.753965209006342e-09,-0.006305330052984775,-0.5197991377542435,-0.0012204974123640896,7.471648693084717,-34.06004333496094,33485,1.0004853010177612,0.0003,0.2490234375,0.2,0.018607893958687782,14.336985270182291,0.05784064531326294,0.02883447
0.0,-0.16464232768958942,-0.1166071080422233,-0.6608256857419179,-0.028210080962799772,-0.027117174929096943,0.06585803757505435,0.01,0.0,-0.30042150844529725,0.6492627200000001,0.00013888861414872937,-2.6459564183497275e-05,-0.0007803397873174945,0.5,-0.11882662407778392,2985,46.73,154,0.9889408,25,0.0,-0.00012855021568807881,0.00294912,-0.8062843500323998,-0.10457720971164657,-0.5073269210917503,-134.60411581,1.0061661753908717,460800,-3.896965257045339e-09,-0.004133023517270986,-0.5195195006056285,-0.0012865229901955133,5.698513984680176,-34.06617279052735,33486,1.0009803771972656,0.0003,0.261572265625,0.2,0.013891494320705532,13.156427955627441,0.14229506254196167,0.022849847
0.0,-0.16329004724065144,-0.11294181137522576,-0.6564520036149732,-0.026728769618546054,-0.027799859980821764,0.06759042289308231,0.01,0.0,-0.2974745293433562,0.649232,0.00014648399276969334,-2.724997476150612e-05,-0.0009064083475844679,0.5,-0.11788627491692871,2989,47.45,160,0.98848,26,0.0,-0.00013204637036798642,0.003072,-0.8038766208762025,-0.10491973319126004,-0.5175280690571635,-135.19737883,1.0172924538774089,479232,-3.869759874054465e-09,-0.005998798460091671,-0.5181236315097129,-0.0013393383585434274,5.955451965332031,-34.068321228027344,33488,1.001175880432129,0.0003,0.3236083984375,0.2,0.011906446578601996,13.07917865117391,0.08688634634017944,0.064859256
0.0,-0.16928282708297082,-0.12054751740641859,-0.6673558164803806,-0.029029197564814146,-0.028356907097840903,0.06871782526539931,0.01,0.0,-0.3106453685641304,0.64920128,0.0001312930123983986,-2.808858201031793e-05,-0.0008134332069545766,0.5,-0.11751093734150787,2993,46.25,166,0.9880192,27,0.0,-0.00013873004588284502,0.00319488,-0.8110196660033463,-0.10910071098205326,-0.5202752367044101,-133.2101868,1.0665709919399449,497664,-3.5823288171450023e-09,-0.007426205346645374,-0.519315648394389,-0.0014132524723705735,8.131882667541504,-34.06234073638916,33489,1.0006356239318848,0.0003,0.24029541015625,0.2,0.01032407977618277,17.6474666595459,-0.11036133766174316,0.021245115
