reward_terms/alive,time/iterations,reward_terms/phase_contact,reward_terms/ang_xy,time/time_elapsed,reward_terms/foot_ahead,curriculum/ent_coef,curriculum/ctrl_jitter_ms,reward_terms/air_time,reward_terms/energy,reward_terms/foot_slip,curriculum/ctrl_drop_prob,reward_terms/hip_roll,reward_terms/residual_rate,reward_terms/torque,reward_terms/residual,reward_terms/stance_time,reward_terms/coef_rate,reward_terms/step_rate,reward_terms/height,time/fps,curriculum/sprint_dist_m,reward_terms/motor_vel,reward_terms/overrun,reward_terms/stance,reward_terms/duty_sym,reward_terms/fwd_speed,reward_terms/time,reward_terms/vz,time/total_timesteps,reward_terms/angmom,rollout/ep_rew_mean,reward_terms/assist_pen,ankle/ankle_defl_peak,reward_terms/lat_vel,curriculum/eff_scale,reward_terms/stop,reward_terms/upright,ankle/ankle_spring_trq_peak,reward_terms/clearance,curriculum/stance_ratio,rollout/ep_len_mean,ankle/ankle_spring_energy_peak,reward_terms/action_rate,train/policy_gradient_loss,train/entropy_loss,train/explained_variance,train/n_updates,train/std,train/learning_rate,train/clip_fraction,train/approx_kl,train/value_loss,train/clip_range,train/loss
0.0,11,-0.6311684513258161,-0.0415426748513434,48,0.0,0.01,0.0,0.0,-8.350571896884825e-07,-0.028721191676944147,0.0,-0.0020582681001677936,0.0,-3.6381358354022654e-05,-0.06034186685756801,-0.002505943334350983,-1.5888550889902031,-0.0023003472222222253,-0.02016905047889352,4149,25.1152,-7.774100026538992e-08,0.0,0.0,0.0,-1.4527054618482043,-0.5,-0.08617142675659063,202752,-0.09951475718679988,-138.81536546000004,0.0,0.6956841868505946,-1.6788000547898446e-09,0.000768,0.0,-0.08989113770737679,19.931351953269534,0.006734944336038355,0.6498233600000001,156.19,11.918472119852078,-0.21300930386051337,-0.010575647233054042,-34.07627849578857,0.6872759461402893,40,1.0019893646240234,0.00029990784,0.0301025390625,0.0065343813,523.1600845336914,0.2,255.10134887695312
0.0,12,-0.6218046380520622,-0.04993837913138578,53,0.0,0.01,0.0,0.0,-1.00367102740016e-06,-0.042187046470304884,0.0,-0.0020814740653558378,0.0,-4.327763440315025e-05,-0.06049204600768326,-0.0030985220639397288,-1.5895871135389974,-0.002593315972222229,-0.022611024180742584,4148,25.12672,-8.929264699534475e-08,0.0,0.0,0.0,-1.467986500977059,-0.5,-0.09572352952453379,221184,-0.10699228653136425,-138.80166265,0.0,0.6722089739079966,-1.658872591825855e-09,0.0008448,0.0,-0.10170942915396079,19.2587871024641,0.0072478841851930115,0.649805696,156.04,12.058792474126236,-0.21119259356548511,-0.011181467189453542,-34.076588249206544,0.6237907409667969,44,1.0019197463989258,0.000299898624,0.03597412109375,0.007457167,495.0957717895508,0.2,215.7683868408203
0.0,13,-0.6242279779877138,-0.04577715392381707,57,0.0,0.01,0.0,0.0,-1.1775897797536531e-06,-0.035602194096225,0.0,-0.0017730882464516216,0.0,-4.791532101658105e-05,-0.0602872059647506,-0.002569962991401553,-1.588851523378281,-0.0025499131944444506,-0.018794349256377976,4144,25.13824,-1.0011681096011352e-07,0.0,0.0,0.0,-1.4032086328911744,-0.5,-0.08262204301503488,239616,-0.08848131687675707,-138.83748254,0.0,0.6752939722510876,-1.6305752745154828e-09,0.0009216,0.0,-0.07693713417834122,19.34717230499366,0.006234873519750743,0.649788032,156.27,12.142906898981959,-0.2092222146237132,-0.00903902460122481,-34.06955699920654,0.6208491325378418,48,1.0013803243637085,0.00029988940799999996,0.0202392578125,0.005520259,456.4445541381836,0.2,181.6310272216797
0.0,14,-0.6225486822754346,-0.04213573326369862,62,0.0,0.01,0.0,0.0,-1.1161236349941539e-06,-0.030909084608018254,0.0,-0.0019730936748977817,0.0,-4.81688937504364e-05,-0.06053883879136349,-0.002502416396358361,-1.5913172799882402,-0.0023980034722222263,-0.02058225225346298,4147,25.14976,-1.0210036586580994e-07,0.0,0.0,0.0,-1.4590831014834433,-0.5,-0.08934772684292051,258048,-0.09881797709073664,-139.1772996,0.0,0.6671655881670903,-1.5465008318347914e-09,0.0009984,0.0,-0.08850502611500105,19.114294100987134,0.007102417916150048,0.649770368,157.66,11.997481123136462,-0.21146056354533405,-0.007740004826337099,-34.06942157745361,0.6073870062828064,52,1.0013511180877686,0.000299880192,0.01368408203125,0.0045157485,411.36804656982423,0.2,175.29115295410156
0.0,15,-0.6283071753057369,-0.04081360616518501,66,0.0,0.01,0.0,0.0,-1.317785690223824e-06,-0.03535578400084776,0.0,-0.001959847927912921,0.0,-5.246716780839383e-05,-0.060236822385403954,-0.0017248343695731212,-1.598176680746078,-0.002582465277777785,-0.017841251906795932,4149,25.16128,-1.1734122009258203e-07,0.0,0.0,0.0,-1.3950507592101213,-0.5,-0.07866924094108532,276480,-0.08252027071422968,-138.26764757,0.0,0.6781954767478442,-1.5478036866213556e-09,0.0010752,0.0,-0.07210072549197101,19.430300408825737,0.005920006874595152,0.6497527040000001,153.96,11.942309832650414,-0.21121569367700319,-0.007035197969526052,-34.06969680786133,0.5754716992378235,56,1.0014283657073975,0.000299870976,0.0081787109375,0.0035548178,355.6911193847656,0.2,158.64187622070312
0.0,16,-0.6261212600353137,-0.036498556911360606,71,0.0,0.01,0.0,0.0,-1.3461807767980597e-06,-0.03891449216401969,0.0,-0.0020262334512197553,0.0,-5.8534857339970595e-05,-0.0602368448450999,-0.0017954974060153796,-1.5915221394934538,-0.00257161458333334,-0.019263553442420096,4152,25.1728,-1.2149720754883992e-07,0.0,0.0,0.0,-1.429977857422363,-0.5,-0.08097710770273113,294912,-0.08716057139268128,-138.62018186,0.0,0.6688712609654586,-1.6952850548529728e-09,0.001152,0.0,-0.07212049696932814,19.163161626660386,0.006220863906413101,0.64973504,155.35,12.453968116807296,-0.2124703752582967,-0.00737245351774618,-34.069627952575686,0.5404925346374512,60,1.001413345336914,0.00029986176,0.00926513671875,0.0036941983,334.1574172973633,0.2,153.04110717773438
0.0,17,-0.6219868342339862,-0.037174773485566685,75,0.0,0.01,0.0,0.0,-1.3927357636762976e-06,-0.03085784217189332,0.0,-0.001879928359965752,0.0,-5.474645037501128e-05,-0.06038024429433427,-0.001959207555046305,-1.599785809347799,-0.002680121527777786,-0.018290678998607774,4153,25.18432,-1.2992398623312813e-07,0.0,0.0,0.0,-1.4036841837855423,-0.5,-0.0785853287717773,313344,-0.08196954273469874,-138.73457253000004,0.0,0.6985363713180425,-1.3966672767622234e-09,0.0012288,0.0,-0.06701239122493924,20.013067038261916,0.0063235268143309285,0.649717376,155.8,11.881074665343132,-0.21111561694142217,-0.0076029780087992545,-34.07310333251953,0.471113920211792,64,1.001781940460205,0.000299852544,0.0093017578125,0.0038706958,309.6057891845703,0.2,140.9076690673828
0.0,18,-0.6232282030497703,-0.04786980041991759,79,0.0,0.01,0.0,0.0,-1.4833268065083145e-06,-0.035265543401755084,0.0,-0.0020687616440631796,0.0,-6.02364685070245e-05,-0.06044853107147915,-0.00283919327517247,-1.5982619291763425,-0.002777777777777787,-0.021682708306198294,4156,25.19584,-1.4353012481790316e-07,0.0,0.0,0.0,-1.486021434297402,-0.5,-0.09451889481718437,331776,-0.10354571558555653,-139.48689184,0.0,0.6753804265964879,-1.6716428390719845e-09,0.0013056,0.0,-0.09982061719163714,19.349649221989377,0.0070924132906093834,0.649699712,158.8,12.028499588524875,-0.21164134832791787,-0.008071679435670377,-34.074726295471194,0.4145156145095825,68,1.0017414093017578,0.000299843328,0.0135986328125,0.004608703,284.3963752746582,0.2,130.82142639160156
0.0,19,-0.622955010158195,-0.041742717501203626,84,0.0,0.01,0.0,0.0,-1.6886783922585576e-06,-0.027266932608165338,0.0,-0.0020558585783665767,0.0,-6.687045087856085e-05,-0.06013751266523103,-0.0016098169499956486,-1.594876122703693,-0.0027235243055555645,-0.01912424447948123,4155,25.20736,-1.5103236687108382e-07,0.0,0.0,0.0,-1.414885188756149,-0.5,-0.08265433534875066,350208,-0.08546180849759084,-138.39446402,0.0,0.6706658135914857,-1.501306455901844e-09,0.0013824,0.0,-0.07363338246686765,19.214575559396064,0.006550968023657443,0.6496820480000001,154.46,11.999412717811506,-0.210002118320329,-0.008453505055513233,-34.07257633209228,0.34906935691833496,72,1.0015668869018555,0.000299834112,0.01375732421875,0.0045296736,262.63562469482423,0.2,120.21299743652344
0.0,20,-0.6243982777257868,-0.03696788556436872,88,0.0,0.01,0.0,0.0,-1.6271472038021422e-06,-0.03223590827670645,0.0,-0.0017693736916075348,0.0,-6.700306130244836e-05,-0.06029712572726934,-0.001759554088089822,-1.6008859696762432,-0.0025716145833333402,-0.019270779371185834,4154,25.21888,-1.5549146369020941e-07,0.0,0.0,0.0,-1.4487795959100636,-0.5,-0.08206701223314954,368640,-0.0878041039726272,-138.27841681,0.0,0.6684513388539268,-1.5840882259697625e-09,0.0014592,0.0,-0.07166340318585983,19.151130858165004,0.006912120899575246,0.649664384,153.97,12.08171212663051,-0.21132244612654089,-0.008640475774882361,-34.07159862518311,0.3253990411758423,76,1.0016230344772339,0.00029982489599999996,0.01697998046875,0.0050574644,255.36778717041017,0.2,125.52474975585938
0.0,21,-0.6133269924161812,-0.04471527135378678,93,0.0,0.01,0.0,0.0,-1.6356818418273656e-06,-0.026671199303968232,0.0,-0.0018022457454715647,0.0,-6.308452470485493e-05,-0.060266189800710954,-0.0023043918125848803,-1.5974223636093825,-0.002658420138888897,-0.023488887140778916,4155,25.2304,-1.5642996969671371e-07,0.0,0.0,0.0,-1.4972555154333826,-0.5,-0.09955894491339828,387072,-0.10573786019417802,-139.67889467,0.0,0.6641186777325087,-1.6074962748345557e-09,0.001536,0.0,-0.09927937913889369,19.027000117036373,0.009006722851136116,0.64964672,159.66,11.979803647749968,-0.21053723758000337,-0.008986222883686423,-34.07735958099365,0.27591753005981445,80,1.0020089149475098,0.00029981568,0.01942138671875,0.0053053866,234.59931259155275,0.2,113.71458435058594
0.0,22,-0.616974987843165,-0.04371610394125046,97,0.0,0.01,0.0,0.0,-1.8245341406203847e-06,-0.03399777620084294,0.0,-0.002050902467839952,0.0,-7.004797965292837e-05,-0.06019456217423164,-0.002314428785919315,-1.5941593714805635,-0.002734375000000009,-0.02267360664412816,4157,25.24192,-1.7082271727153076e-07,0.0,0.0,0.0,-1.496491585562699,-0.5,-0.09702424715873621,405504,-0.10214730143805968,-139.38540808999997,0.0,0.6646116532742378,-1.68130234763082e-09,0.0016128,0.0,-0.09780773651493914,19.04112386630691,0.008704598980157734,0.649629056,158.46,11.981720324852361,-0.2103020913053536,-0.010020081617403776,-34.07723560333252,0.24280697107315063,84,1.0020490884780884,0.000299806464,0.02587890625,0.006056197,214.8283905029297,0.2,111.61983489990234
0.0,23,-0.6245733741235441,-0.03185513903780415,101,0.0,0.01,0.0,0.0,-1.9879211706481415e-06,-0.030058051154443863,0.0,-0.0021644608000198264,0.0,-7.846687000005627e-05,-0.06037713332427487,-0.001338008969065009,-1.5976400797192378,-0.0027560763888888973,-0.01543518593051399,4160,25.25344,-1.8726940925960264e-07,0.0,0.0,0.0,-1.3886089841034324,-0.5,-0.06968196157127415,423936,-0.06741670353383261,-138.04842238,0.0,0.6638524103864281,-1.4485639932899432e-09,0.0016896,0.0,-0.04689527430326393,19.019371557571162,0.005673502191000679,0.6496113920000001,153.08,11.986605795516883,-0.21032915433670932,-0.00945007501868531,-34.075874710083006,0.22346997261047363,88,1.001865029335022,0.000299797248,0.0194091796875,0.0054421797,209.26837539672852,0.2,98.81320190429688
0.0,24,-0.6123683368584429,-0.041670477904485054,106,0.0,0.01,0.0,0.0,-1.9350592534441386e-06,-0.023893313683815767,0.0,-0.0020163167023328236,0.0,-6.690976775244648e-05,-0.06035596696407962,-0.0019171609472121215,-1.598054757524789,-0.0027452256944444538,-0.02108223150468609,4162,25.26496,-1.9280643584457145e-07,0.0,0.0,0.0,-1.4763619118241513,-0.5,-0.09216241796775608,442368,-0.09562544426451498,-139.35958945,0.0,0.6651839921692763,-1.5142719744479392e-09,0.0017664,0.0,-0.08770358568241249,19.057521375649763,0.008206213591028041,0.649593728,158.33,11.81997234341776,-0.21153961088219767,-0.009808223857544363,-34.072178268432616,0.21390289068222046,92,1.0015363693237305,0.000299788032,0.020458984375,0.0055180266,195.2438865661621,0.2,89.30323791503906
0.0,25,-0.613950304356839,-0.03854154673616056,110,0.0,0.01,0.0,0.0,-2.009322302278115e-06,-0.030393464951426388,0.0,-0.0019455897077299633,0.0,-7.349560537803825e-05,-0.060512360271104466,-0.0020194277134982664,-1.6071990023675768,-0.0027235243055555637,-0.019822880779157715,4164,25.27648,-1.9975682431236535e-07,0.0,0.0,0.0,-1.46633912038439,-0.5,-0.08812793134787136,460800,-0.09000628990907197,-139.0006351,0.0,0.6653566834121362,-1.574201129080367e-09,0.0018432,0.0,-0.08310186935565209,19.0624689797577,0.007535466104782724,0.649576064,156.91,12.161325405961469,-0.2116359908805348,-0.010047116782516241,-34.07664451599121,0.18080133199691772,96,1.002172589302063,0.000299778816,0.02742919921875,0.006233525,179.3868537902832,0.2,79.7713394165039
0.0,26,-0.6108548242151223,-0.039969074172428946,115,0.0,0.01,0.0,0.0,-2.0858014357871217e-06,-0.03883743595145457,0.0,-0.0019714996973428933,0.0,-7.81289916746137e-05,-0.06045197976716986,-0.0017134396378727008,-1.5972256135227452,-0.0027235243055555637,-0.02225460861705243,4163,25.288,-2.047161091915453e-07,0.0,0.0,0.0,-1.4943915731142208,-0.5,-0.0965759523475474,479232,-0.09725577687505278,-138.87926028,0.0,0.6690748842652148,-1.6463153666251745e-09,0.00192,0.0,-0.09490953857918688,19.168995434198404,0.008952337686285462,0.6495584,156.41,11.802813919897869,-0.2105108867611348,-0.010469794843811542,-34.079630851745605,0.15776866674423218,100,1.0021952390670776,0.00029976959999999996,0.03037109375,0.0062327213,166.24175949096679,0.2,78.4121322631836
0.0,27,-0.6173831882976198,-0.04162734151961708,119,0.0,0.01,0.0,0.0,-2.1552354550168666e-06,-0.034639312919509994,0.0,-0.001744271807121737,0.0,-7.350526436908166e-05,-0.060265380325724115,-0.0022209787437330103,-1.594076571502522,-0.0028428819444444543,-0.02228584486219392,4164,25.29952,-2.1880642359689346e-07,0.0,0.0,0.0,-1.4773573379203553,-0.5,-0.09553236117789306,497664,-0.09653322370595935,-139.57399109000002,0.0,0.6672608965184317,-1.4822461875010972e-09,0.0019968,0.0,-0.0916100103955326,19.117024685253067,0.00906539881116416,0.6495407360000001,159.15,12.076775311966323,-0.20866290829714754,-0.01039880431490019,-34.077687644958495,0.14476752281188965,104,1.0020962953567505,0.000299760384,0.03424072265625,0.006590736,154.8314308166504,0.2,66.6544418334961
0.0,28,-0.6083000607063503,-0.0484215122889843,125,0.0,0.01,0.0,0.0,-2.40906425474171e-06,-0.02927875182681982,0.0,-0.0018332902175664666,0.0,-8.17150448619869e-05,-0.060787942158208264,-0.0022183998436149624,-1.592944035179545,-0.002701822916666676,-0.024958015431445844,4117,25.31104,-2.354101955475615e-07,0.0,0.0,0.0,-1.5265348191726005,-0.5,-0.10767475262365066,516096,-0.11120365324830647,-139.98173110000002,0.0,0.6719338385909202,-1.6327734632922928e-09,0.0020736,0.0,-0.12025899499207214,19.250904475629863,0.010409713607915733,0.649523072,160.79,11.900730874530158,-0.21040738141327353,-0.010299174510873855,-34.07798519134521,0.12296640872955322,108,1.0021053552627563,0.000299751168,0.027294921875,0.00596624,143.25227584838868,0.2,66.86990356445312
0.0,29,-0.6129368366974569,-0.042431865967039316,129,0.0,0.01,0.0,0.0,-2.441746543792353e-06,-0.03545325328116475,0.0,-0.0019265520089206817,0.0,-8.482857483024244e-05,-0.060473583724569825,-0.001531148934090096,-1.6004942383914718,-0.0028320312500000086,-0.020970974794637113,4119,25.32256,-2.3822478810935468e-07,0.0,0.0,0.0,-1.4734419786287347,-0.5,-0.09119378402056062,534528,-0.09368614648921197,-139.20669755999998,0.0,0.6679724961520035,-1.5642901625502204e-09,0.0021504,0.0,-0.08663759488279993,19.1374120147549,0.008137505260225811,0.649505408,157.74,12.189892300974407,-0.21076180899907973,-0.0113399330759421,-34.07869606018066,0.12431067228317261,112,1.002219557762146,0.000299741952,0.0335693359375,0.0062479875,134.90037384033204,0.2,64.29490661621094
0.0,30,-0.6098918952369876,-0.044708408601071455,134,0.0,0.01,0.0,0.0,-2.2786369016104575e-06,-0.038153452432689694,0.0,-0.0019171537291975366,0.0,-7.867931767728146e-05,-0.06033615706596995,-0.002330975251324061,-1.6032347083039822,-0.0027018229166666757,-0.024541780397879666,4121,25.33408,-2.38977147349617e-07,0.0,0.0,0.0,-1.559905369584041,-0.5,-0.1063926435926379,552960,-0.11288302013363312,-140.45081121,0.0,0.6856379479300144,-1.654336147302852e-09,0.0022272,0.0,-0.1103670903022391,19.64352720819491,0.010199444072594169,0.649487744,162.71,11.934039981653878,-0.2091291755684323,-0.010887000034563244,-34.0769437789917,0.11673980951309204,116,1.0021147727966309,0.000299732736,0.02923583984375,0.0065915165,124.2072135925293,0.2,54.05467987060547
0.0,31,-0.6026267019993643,-0.04756661608173856,138,0.0,0.01,0.0,0.0,-2.4058888471327584e-06,-0.025419300465475313,0.0,-0.0020299474879040373,0.0,-8.348768045961813e-05,-0.06061088977945528,-0.002163876578884406,-1.5889943912767932,-0.002907986111111123,-0.024858796017458572,4124,25.3456,-2.422759884570544e-07,0.0,0.0,0.0,-1.5310072372827512,-0.5,-0.10720410343062002,571392,-0.11132877707716839,-140.21668620999998,0.0,0.6840109787979421,-1.5805695981363692e-09,0.002304,0.0,-0.11274774701916414,19.59691454256104,0.010323351027677187,0.6494700800000001,161.73,12.023219157230145,-0.2104367091321084,-0.011612477293238044,-34.07724227905273,0.10352104902267456,120,1.002091407775879,0.00029972352,0.030029296875,0.00693651,114.61747322082519,0.2,48.017921447753906
0.0,32,-0.6095786295955115,-0.04391804564877483,142,0.0,0.01,0.0,0.0,-2.6411237974395028e-06,-0.028691657241765787,0.0,-0.0022599429195061084,0.0,-9.160434930327688e-05,-0.06065699843254489,-0.0016368067590519786,-1.598615491363873,-0.00281032986111112,-0.0222892358766092,4125,25.35712,-2.6009518370359946e-07,0.0,0.0,0.0,-1.5046690563354468,-0.5,-0.09714933590999383,589824,-0.10117206934684209,-139.71602554,0.0,0.669885015428761,-1.7086092173151403e-09,0.0023808,0.0,-0.10364428448978012,19.192205692034,0.009288659238766971,0.649452416,159.75,12.005800978550441,-0.21097127765822415,-0.012681810115464032,-34.08139419555664,0.11582696437835693,124,1.0024042129516602,0.000299714304,0.04266357421875,0.007523461,102.44283828735351,0.2,47.87926483154297
