time/iterations,reward_terms/time,time/fps,curriculum/eff_scale,reward_terms/height,reward_terms/vz,reward_terms/hip_roll,curriculum/ctrl_drop_prob,reward_terms/step_rate,reward_terms/coef_rate,reward_terms/stance,reward_terms/fwd_speed,curriculum/ent_coef,time/time_elapsed,reward_terms/residual_rate,reward_terms/upright,reward_terms/duty_sym,time/total_timesteps,reward_terms/stop,reward_terms/assist_pen,rollout/ep_len_mean,reward_terms/foot_ahead,reward_terms/clearance,reward_terms/overrun,reward_terms/phase_contact,curriculum/ctrl_jitter_ms,reward_terms/stance_time,reward_terms/motor_vel,rollout/ep_rew_mean,curriculum/stance_ratio,reward_terms/alive,reward_terms/action_rate,reward_terms/residual,reward_terms/energy,reward_terms/angmom,reward_terms/foot_slip,reward_terms/ang_xy,reward_terms/lat_vel,reward_terms/air_time,reward_terms/torque,curriculum/sprint_dist_m,train/learning_rate,train/value_loss,train/std,train/clip_range,train/n_updates,train/explained_variance,train/clip_fraction,train/loss,train/entropy_loss,train/approx_kl,train/policy_gradient_loss
1528,-0.5,4331,0.1172736,-0.07772718891055125,-0.31905840547078934,-0.04036421335759541,0.0,-0.00660807291666673,-0.27097819845449067,-4.571702412667053e-05,1.4638850681655349,0.01,6502,0.0,-0.2424048909469526,-0.11076567676076099,28164096,0.0,0.0,232.87,0.0,0.06326226397712727,0.0,-0.08511205297821137,0.0,-0.005264179237807791,-0.0009563108148994801,-99.21011048,0.623027072,0.0,-0.030606308410251984,-0.11300281698726361,-0.00543833458244176,-0.19235552991421728,-0.19247626749666882,-0.39555234170114884,-0.05581526203848697,0.0,-0.036124457230049214,42.59104,0.00026872704,0.2214957561932112,1.002641201019287,0.2,175077,0.9989026188850403,0.2689273231907895,-0.29122430086135864,-34.085853375886614,0.044385724,-0.01844743864708825
1529,-0.5,4331,0.1173504,-0.07415716937618871,-0.3055791231337788,-0.039838710298200936,0.0,-0.006217447916666725,-0.25557668636900993,-3.64961866455726e-05,1.4812855346367373,0.01,6506,0.0,-0.23143843089109703,-0.10353217535344199,28182528,0.0,0.0,231.51,0.0,0.06504188658247743,0.0,-0.07604538980985467,0.0,-0.004614089929317642,-0.0008834205012309903,-99.86429754999999,0.623009408,0.0,-0.029290195390890696,-0.11308217869902279,-0.00504643310401876,-0.17719583906454772,-0.17664194037513056,-0.36897585501704383,-0.06094353125130833,4.882812370649642e-05,-0.03407765818813825,42.60256,0.00026870656,0.16957927534454748,1.002310037612915,0.2,175081,0.9992778301239014,0.2702765213815789,-0.30162620544433594,-34.08151104575709,0.04320885,-0.01802819607607824
1530,-0.5,4331,0.1174272,-0.08108711312241829,-0.33254754500436684,-0.03879292620093102,0.0,-0.006467013888888951,-0.26404837597997416,-5.1807622570783846e-05,1.5197422180978526,0.01,6510,0.0,-0.23905729817325966,-0.11102862993922098,28200960,0.0,0.0,229.91,0.0,0.060683262404843306,0.0,-0.08234726194073899,0.0,-0.00519581889319751,-0.0009313221638334318,-99.23937567000002,0.622991744,0.0,-0.030414984341194336,-0.11283723455622112,-0.005303246941123114,-0.18852682152418918,-0.1896582938706879,-0.38531075828815325,-0.0638370261522217,0.0,-0.03506802624854284,42.61408,0.00026868608,0.24080599708990616,1.0017799139022827,0.2,175084,0.9989798069000244,0.2688654119318182,-0.2505824565887451,-34.07450069080699,0.048596743,-0.0052233770997686816
1531,-0.5,4331,0.117504,-0.07541311152960273,-0.3103851831797878,-0.039894506810866696,0.0,-0.006401909722222283,-0.26727226941271925,-5.50882268497608e-05,1.4706023064725293,0.01,6514,0.0,-0.23862255348676037,-0.10591988049290384,28219392,0.0,0.0,232.18,0.0,0.06493981163276236,0.0,-0.07843096151622832,0.0,-0.004992913183135291,-0.0009140830403889487,-99.20867996000001,0.62297408,0.0,-0.029838130401941457,-0.11320027244141317,-0.005241895124089912,-0.18241817623482465,-0.18140110714114233,-0.3831221024235641,-0.05221703899454799,0.0,-0.03512936631673603,42.6256,0.0002686656,0.4835989615983433,1.0024704933166504,0.2,175088,0.9969973564147949,0.2991400824652778,-0.17270854115486145,-34.08519087897407,0.044319674,-0.006093139313937475
1532,-0.5,4331,0.1175808,-0.07836088654615349,-0.3207312155834715,-0.03970181040199352,0.0,-0.006141493055555611,-0.2529846555969936,-8.103586906138743e-05,1.5249082670963714,0.01,6518,0.0,-0.243753102927664,-0.10954103771645576,28237824,0.0,0.0,232.08,0.0,0.06262004561658767,0.0,-0.0800349050558335,0.0,-0.005136683492714332,-0.0009050350624491803,-99.40427446000001,0.6229564160000001,0.0,-0.0297982117058695,-0.11295882171369288,-0.005158297521643663,-0.180189222157691,-0.1810340820267062,-0.37230182685688173,-0.05800285541038443,2.82117721831633e-05,-0.03465873545573214,42.637119999999996,0.00026864512,0.2853927978060462,1.0013351440429688,0.2,175091,0.9988183379173279,0.21739612926136365,-0.2179444134235382,-34.069819710471414,0.07722263,-0.0063171672888777475
1533,-0.5,4331,0.1176576,-0.07706234333194321,-0.3175887390893276,-0.03966637562853483,0.0,-0.0065972222222222855,-0.2704698890142529,-1.0500851413115858e-05,1.4820844558767519,0.01,6522,0.0,-0.24281230510099883,-0.11007030008912266,28256256,0.0,0.0,231.52,0.0,0.06294505053325289,0.0,-0.082556749224907,0.0,-0.005239357741730701,-0.0009327139875543056,-98.99425968000001,0.622938752,0.0,-0.030112678180578487,-0.11294794812436611,-0.005358401327002212,-0.18554217465477973,-0.1906457072486562,-0.3848486083479876,-0.052719369437548826,0.0,-0.0357597857050944,42.64864,0.00026862463999999996,0.16479714338978133,1.0013316869735718,0.2,175094,0.999334454536438,0.2593994140625,-0.2958482503890991,-34.06993897755941,0.04242783,-0.008112870428400734
1534,-0.5,4331,0.1177344,-0.0764891294178517,-0.3132426838747529,-0.03945662174202111,0.0,-0.006195746527777834,-0.2541733521435998,-7.14663686626139e-05,1.494345480628606,0.01,6527,0.0,-0.23654569016750646,-0.10664972495605238,28274688,0.0,0.0,232.55,0.0,0.06378426225228401,0.0,-0.07674355726594247,0.0,-0.005077276372402493,-0.0008845206707734957,-99.17297489,0.622921088,0.0,-0.029487152376992967,-0.11301221969016807,-0.005111580112163873,-0.17850748689363236,-0.1760344498546943,-0.3695604919714592,-0.05451891044007531,0.0,-0.03413953243245216,42.660160000000005,0.00026860416,0.1627697158190939,1.0020902156829834,0.2,175098,0.9992960691452026,0.3263753255208333,-0.29466691613197327,-34.078958087497284,0.044152528,-0.012233554592563046
1535,-0.5,4331,0.1178112,-0.07885333103507321,-0.32326896939395294,-0.038446554360373524,0.0,-0.00632595486111117,-0.2585073283158806,-1.7685600105152197e-05,1.50519275742323,0.01,6531,0.0,-0.24175452223621374,-0.11678081094995346,28293120,0.0,0.0,233.22,0.0,0.06071063137569045,0.0,-0.08061656094950244,0.0,-0.005813628595205955,-0.000915650571422339,-99.4534835,0.622903424,0.0,-0.030243276525781706,-0.11282860576100541,-0.005268392271386309,-0.18521629100794904,-0.1823935337540996,-0.381316281777575,-0.058969521542616934,4.882812370649642e-05,-0.035105483856678395,42.67168,0.00026858368,0.11959320920355179,1.0015294551849365,0.2,175102,0.9995266795158386,0.2835477941176471,-0.3191702365875244,-34.07362702313591,0.045508407,-0.015758857897975865
1536,-0.5,4331,0.117888,-0.07491528317976867,-0.307560647862968,-0.04010285359847486,0.0,-0.006618923611111175,-0.2691000597206246,-9.973611148400281e-05,1.4509544156101148,0.01,6535,0.0,-0.23694092474530704,-0.10781904419801636,28311552,0.0,0.0,228.5,0.0,0.063950248177902,0.0,-0.08188537472561867,0.0,-0.005225659485505376,-0.0009258619765774127,-99.78084548999998,0.6228857600000001,0.0,-0.030385299103246517,-0.11304524348877933,-0.005327823736355351,-0.1837205427671179,-0.1873167667275509,-0.3852237954441297,-0.0544973900024199,3.743485366511676e-05,-0.03556408232731535,42.6832,0.0002685632,0.1986326366662979,1.0020055770874023,0.2,175106,0.9991177320480347,0.2931884765625,-0.289193719625473,-34.07630310058594,0.035581686,-0.016959106491412967
1537,-0.5,4332,0.1179648,-0.07768110157850217,-0.3188745766992028,-0.039917101021512545,0.0,-0.006282552083333392,-0.2584967549608316,-0.001665850432961322,1.510226528487827,0.01,6539,0.0,-0.2390232770797861,-0.10909148182661736,28329984,0.0,0.0,227.68,0.0,0.06392290815347303,0.0,-0.08014765370698088,0.0,-0.005066290313455586,-0.0008929090296170247,-100.25680283000001,0.622868096,0.0,-0.02981066461225188,-0.11287140902469561,-0.005167219326992548,-0.17984112253515205,-0.18662975884570732,-0.3753809716406184,-0.06725050704291972,8.409284055233002e-05,-0.03510095328500475,42.694720000000004,0.00026854272,2.018496499342077,1.0019116401672363,0.2,175110,0.9919483065605164,0.23407341452205882,0.7025910019874573,-34.075835059670844,0.044792127,-0.008829364696901073
1538,-0.5,4332,0.1180416,-0.07832399997978345,-0.31963499871337053,-0.03924960634468086,0.0,-0.006477864583333395,-0.26562634302600585,-3.0063985821058104e-05,1.4804962573908107,0.01,6543,0.0,-0.24202488847256573,-0.10581183453833458,28348416,0.0,0.0,231.36,0.0,0.06435956395805222,0.0,-0.08318460998241116,0.0,-0.004840732739669167,-0.000902546790478493,-100.42302045000001,0.622850432,0.0,-0.030461879932525755,-0.11306059123306474,-0.005182297259240357,-0.17772464383714606,-0.1857187268548558,-0.38273580716949884,-0.07264241199240422,1.4105869922786951e-05,-0.03475858823513986,42.70624,0.00026852224,0.739969165623188,1.0022430419921875,0.2,175114,0.9964370131492615,0.2450439453125,0.07385241985321045,-34.08089199066162,0.037272684,-0.014489227382000536
1539,-0.5,4332,0.1181184,-0.07421900906687912,-0.30452240973864597,-0.03958107723106444,0.0,-0.0063042534722222805,-0.25964075741940873,-0.0006945180568390616,1.4817375734822564,0.01,6548,0.0,-0.2339949853523416,-0.1044600906827476,28366848,0.0,0.0,231.6,0.0,0.06395059020260796,0.0,-0.07935846615793023,0.0,-0.004787835693504248,-0.0008988809666946092,-99.70642153999998,0.622832768,0.0,-0.02979804460521022,-0.11317083469652865,-0.005192348061441652,-0.1760460840563657,-0.1832666349357361,-0.3698708156867843,-0.054606371295620966,9.494352464874585e-05,-0.035078444232443634,42.71776,0.00026850176,0.5272746026515961,1.002061128616333,0.2,175118,0.9972238540649414,0.26883544921875,-0.16182821989059448,-34.07887783050537,0.040984612,-0.01865208416711539
1540,-0.5,4332,0.1181952,-0.07780632583176715,-0.3202521177273487,-0.039357348554967586,0.0,-0.006315104166666725,-0.2627213693060963,-2.1738951653652028e-05,1.5029103363103742,0.01,6552,0.0,-0.23930401109568378,-0.11549683368792521,28385280,0.0,0.0,233.02,0.0,0.06240226985008347,0.0,-0.08272716278396006,0.0,-0.0057093267678283155,-0.0009124718307877019,-99.33981427,0.6228151040000001,0.0,-0.030300042672228442,-0.11301974112505622,-0.005220968997147902,-0.18179546683521766,-0.1835283913760626,-0.3782645128973383,-0.05958470229666801,0.0,-0.03466524146893258,42.72928,0.00026848128,0.3325202235808739,1.001244068145752,0.2,175121,0.9985329508781433,0.2035193810096154,-0.2195056527853012,-34.06947972224309,0.040677406,-0.012645345736438265
1541,-0.5,4332,0.118272,-0.07403554817045944,-0.3034718449809437,-0.040292237774566184,0.0,-0.006445312500000061,-0.2652464414520261,-0.0036543565717906262,1.4503839871701993,0.01,6556,0.0,-0.2418445025438977,-0.10566264094230235,28403712,0.0,0.0,232.1,0.0,0.06469104836409524,0.0,-0.08141696849194113,0.0,-0.005138583203208529,-0.0009075162810261348,-99.91589061999998,0.62279744,0.0,-0.03016916714997525,-0.11307801172140951,-0.005241496507573183,-0.1813700974620695,-0.17892399638979806,-0.3796588169704302,-0.04773306223306003,0.0001432291141504215,-0.03516791216245433,42.7408,0.0002684608,0.19122219532728196,1.0018213987350464,0.2,175125,0.9991649389266968,0.271484375,-0.29080063104629517,-34.07546062469483,0.037949614,-0.017303421196993442
1542,-0.5,4332,0.1183488,-0.07677030761653275,-0.31530833385664403,-0.03946978245922557,0.0,-0.006098090277777833,-0.25357770954260705,-0.0003240966367586949,1.5165383153753316,0.01,6560,0.0,-0.24337912540689155,-0.11257983374163115,28422144,0.0,0.0,231.65,0.0,0.06231295636749928,0.0,-0.07850232364994328,0.0,-0.005193378084287461,-0.0008889727756941416,-99.95592820000002,0.622779776,0.0,-0.02946776148081348,-0.11310039394727481,-0.005119116316454916,-0.17715772523118758,-0.1767666254592559,-0.36579351539712873,-0.047502589188724326,9.060325101017952e-05,-0.0341483987942475,42.75232,0.00026844031999999997,0.32172965407371523,1.0020132064819336,0.2,175129,0.998492419719696,0.29747314453125,-0.24228844046592712,-34.077153015136716,0.041817658,-0.019047513231635095
1543,-0.5,4332,0.1184256,-0.07552260857882609,-0.31009345414090533,-0.04061510242983082,0.0,-0.006673177083333396,-0.27575796513083994,-4.1172780085233156e-05,1.4516083327003495,0.01,6564,0.0,-0.24918186863644662,-0.11436188569072067,28440576,0.0,0.0,232.44,0.0,0.06178193941852338,0.0,-0.08479664913546217,0.0,-0.0056310665580288815,-0.0009655417429587338,-99.74360877999999,0.622762112,0.0,-0.03083886633097581,-0.11291938184689859,-0.00552901859623491,-0.19182977173708016,-0.19393787136600746,-0.3998108417130515,-0.04864618243040717,4.6657935147070224e-05,-0.03677626856159727,42.76384,0.00026841984,0.5691261470317841,1.0020413398742676,0.2,175133,0.9969516396522522,0.289306640625,-0.15752625465393066,-34.077484893798825,0.03917318,-0.014925105415750295
1544,-0.5,4332,0.1185024,-0.0708471836694168,-0.29161146850456254,-0.04076564696123141,0.0,-0.006098090277777834,-0.2614480931155708,-3.8976530035690517e-05,1.4537556436105588,0.01,6568,0.0,-0.23675857554950674,-0.10781774874606376,28459008,0.0,0.0,233.55,0.0,0.06566589315442323,0.0,-0.07892791552878636,0.0,-0.00533511603781436,-0.0008963689098431769,-100.21306693000001,0.6227444480000001,0.0,-0.029672749316770528,-0.1130974086434626,-0.0051679878664914955,-0.1798010546982262,-0.1789580234364714,-0.3681778746675613,-0.051493622288970003,0.0,-0.034807901543365424,42.77536,0.00026839936,0.44392056465148927,1.0021731853485107,0.2,175137,0.9977824091911316,0.25963134765625,-0.21620163321495056,-34.0783748626709,0.03621789,-0.017344460322055964
1545,-0.5,4332,0.1185792,-0.07908217611763026,-0.3248029186272344,-0.03817123808251149,0.0,-0.006184895833333391,-0.24995358347142707,-3.4570229553798756e-05,1.5305541412029418,0.01,6573,0.0,-0.24692172560595152,-0.12279776202982691,28477440,0.0,0.0,234.23,0.0,0.05960601586925052,0.0,-0.08195657458785727,0.0,-0.006006633597684817,-0.0009219897771091316,-99.98649467999998,0.622726784,0.0,-0.03016462301301509,-0.112949665516481,-0.005288598001530341,-0.18536034829001355,-0.18212888209310474,-0.3777507026973239,-0.054881868503858705,0.0,-0.03497689907359217,42.78688,0.00026837887999999995,0.4843227669596672,1.0025548934936523,0.2,175141,0.9974373579025269,0.24981689453125,-0.16994750499725342,-34.08116569519043,0.030902524,-0.01252541528083384
1546,-0.5,4332,0.118656,-0.07471674354381648,-0.30562911971157763,-0.040733102611885647,0.0,-0.006542968750000063,-0.27674273089822504,-5.399104487102816e-05,1.4389481285822197,0.01,6577,0.0,-0.24868344124424654,-0.1062771507265407,28495872,0.0,0.0,232.94,0.0,0.06535698542859353,0.0,-0.08249671047340895,0.0,-0.005206942202575091,-0.0009479400531467849,-99.17682123000003,0.62270912,0.0,-0.0302146886274295,-0.11308216007859781,-0.0054494461289151955,-0.19056113869893102,-0.1900034178778118,-0.3931611219177162,-0.04669006619579628,0.0,-0.036390416102619984,42.7984,0.0002683584,0.2077754189570745,1.0017842054367065,0.2,175144,0.9991860389709473,0.2398681640625,-0.27973413467407227,-34.07581361134847,0.043960754,-0.010722988285124302
1547,-0.5,4331,0.1187328,-0.07499154105826758,-0.308721530400059,-0.03901280973207348,0.0,-0.00592447916666672,-0.24596326227330978,-1.2551503289090356e-05,1.5153681384455555,0.01,6582,0.0,-0.24159227560986352,-0.11007811151115393,28514304,0.0,0.0,232.6,0.0,0.06243821885837289,0.0,-0.07318190577361554,0.0,-0.00530174945985588,-0.0008792803946238147,-99.28517424000002,0.622691456,0.0,-0.029126975727657156,-0.11317603826826288,-0.00507179402007824,-0.17600599988206156,-0.16718501036470101,-0.3591565680522538,-0.045384826376603585,0.0,-0.0339861007200816,42.80992,0.00026833792,0.18006748878038847,1.0018861293792725,0.2,175147,0.9992068409919739,0.2800105168269231,-0.2798650860786438,-34.077048961932846,0.04463342,-0.008635128310953196
1548,-0.5,4331,0.1188096,-0.07997972337162051,-0.32690040973101925,-0.039834269355187774,0.0,-0.006553819444444506,-0.2701003385266674,-0.00013848884206497838,1.4913334285030737,0.01,6587,0.0,-0.2543480762945518,-0.11724651791073937,28532736,0.0,0.0,232.85,0.0,0.061140931548910205,0.0,-0.0853593918898588,0.0,-0.0058373639088434475,-0.0009669731135764198,-99.54604109999998,0.6226737920000001,0.0,-0.03109687754347988,-0.11292942918620491,-0.0055497805580557395,-0.19561816206811886,-0.19617091788372665,-0.39779803030166055,-0.05372247010967093,0.0,-0.03644015759907329,42.821439999999996,0.00026831744,0.20827294364571572,1.002752423286438,0.2,175151,0.9990599751472473,0.30386962890625,-0.2855817675590515,-34.086367797851565,0.040906955,-0.013330207485705615
1549,-0.5,4331,0.1188864,-0.07204076441258805,-0.2987677246029822,-0.03975417147673864,0.0,-0.006293402777777835,-0.2585058847862294,-1.2264128682971195e-05,1.4848653111464232,0.01,6591,0.0,-0.2429300297971844,-0.09970478357467841,28551168,0.0,0.0,230.53,0.0,0.06576553393730851,0.0,-0.07515568337527596,0.0,-0.004603646689146344,-0.0008935142102339074,-99.17135492,0.622656128,0.0,-0.0292644123017106,-0.11309450336808194,-0.005147362792445761,-0.1760805921256987,-0.17929141194443016,-0.3670606300386852,-0.0408908960163908,4.6657935147070224e-05,-0.03437805948462325,42.83296,0.00026829696,0.24640019237995148,1.001413345336914,0.2,175154,0.9990060329437256,0.2798739346590909,-0.24130138754844666,-34.07126166603782,0.047993977,-0.005749046040529554
1550,-0.5,4331,0.1189632,-0.07856575550125298,-0.3241312008856204,-0.03872895832447742,0.0,-0.0063910590277778375,-0.25800159485190277,-4.3139138626405224e-05,1.5175431427154895,0.01,6595,0.0,-0.2512649789061861,-0.11501628988308998,28569600,0.0,0.0,230.45,0.0,0.06160115185588712,0.0,-0.0809553497612679,0.0,-0.005545481528517687,-0.0009398701132010805,-99.21050866000002,0.622638464,0.0,-0.02997224153297791,-0.1129187875024022,-0.005409416560781494,-0.18736692223390855,-0.18325376648920855,-0.384122114304752,-0.04613228915944102,4.2860195713324676e-05,-0.03585446894141149,42.844480000000004,0.00026827648,0.21036749556660653,1.0025662183761597,0.2,175158,0.9989081025123596,0.349365234375,-0.2790079712867737,-34.084356689453124,0.039511833,-0.009989570511970669
1551,-0.5,4331,0.11904,-0.07473640361948387,-0.30700006190367785,-0.03974807143877445,0.0,-0.006369357638888947,-0.27126857497225965,-1.289585323920671e-05,1.4742375496507385,0.01,6599,0.0,-0.2430443575989775,-0.10366889586662288,28588032,0.0,0.0,231.42,0.0,0.06586119725048631,0.0,-0.07833350533200395,0.0,-0.004934997501550242,-0.0009279491738371637,-98.93137186000001,0.6226208,0.0,-0.030228712772826367,-0.11309765197034315,-0.0053276812985084045,-0.18295010065733933,-0.18220079304585443,-0.37882352918522855,-0.04646951465979554,4.394526412296626e-05,-0.03534067978809577,42.856,0.000268256,0.21061754375696182,1.0022140741348267,0.2,175162,0.9989749193191528,0.27821044921875,-0.2886224389076233,-34.0805549621582,0.037235692,-0.013719512813258916
1552,-0.5,4331,0.1191168,-0.07996656788430298,-0.3282024215060882,-0.03901921755425967,0.0,-0.0064778645833333945,-0.261471716954185,-1.5054799275820929e-05,1.5210192355081102,0.01,6603,0.0,-0.24485228176264442,-0.10701906480537764,28606464,0.0,0.0,227.12,0.0,0.06210147754367913,0.0,-0.07764423766075185,0.0,-0.004536642240256899,-0.0009324659005495994,-98.96265578000002,0.6226031360000001,0.0,-0.030141867490449073,-0.11270461523015449,-0.005371738266022667,-0.1823862592119816,-0.18076281654794257,-0.38419703279349754,-0.05063806840934199,4.17751273036831e-05,-0.03561316206199053,42.86752,0.00026823552,0.22431248519569635,1.0016555786132812,0.2,175166,0.9990331530570984,0.275482177734375,-0.27008217573165894,-34.073922872543335,0.045055702,-0.011805058136815205
1553,-0.5,4331,0.1191936,-0.07419735785775751,-0.3037067483547895,-0.03968447668499528,0.0,-0.006456163194444506,-0.26137778123742256,-0.0020226250810744407,1.4716995879840542,0.01,6607,0.0,-0.2412261294097947,-0.10441531749460504,28624896,0.0,0.0,231.74,0.0,0.06485200784566683,0.0,-0.07963513181582291,0.0,-0.005003356953643056,-0.0009198206501315783,-99.37705948000001,0.622585472,0.0,-0.030132918799449324,-0.11306693801582623,-0.0053079141008433315,-0.18362204110978742,-0.18500237234334133,-0.37780165833052526,-0.052246316009377056,4.611540094224943e-05,-0.035240160029355344,42.87904,0.00026821504,1.1559529289603234,1.001528024673462,0.2,175170,0.9956731796264648,0.24571533203125,0.3978551924228668,-34.07293071746826,0.03690325,-0.004906109347939491
1554,-0.5,4331,0.1192704,-0.077520739531228,-0.3184955013283211,-0.04106385161766012,0.0,-0.006195746527777834,-0.25794105035575277,-0.0028707629846139167,1.4997212539297888,0.01,6612,0.0,-0.24613494422499116,-0.10936339147252751,28643328,0.0,0.0,232.95,0.0,0.06309653462075235,0.0,-0.08383490513804263,0.0,-0.004992641139930735,-0.0009163842621004671,-99.9078235,0.622567808,0.0,-0.03007510209144824,-0.11282942318736172,-0.005303391417251124,-0.18607788520470492,-0.17867876592903967,-0.3743983906721235,-0.06038580569856581,8.463532301700777e-05,-0.03583018062781826,42.89056,0.00026819455999999996,0.2637241080403328,1.001283884048462,0.2,175174,0.9988852143287659,0.214794921875,-0.24720998108386993,-34.068348503112794,0.02946875,-0.01692966662812978
1555,-0.5,4331,0.1193472,-0.07594856427727782,-0.3119409341901601,-0.03948574284678534,0.0,-0.006673177083333397,-0.26994721734084604,-2.289000543788058e-05,1.4601433595894353,0.01,6616,0.0,-0.2449769161321967,-0.10412725481673092,28661760,0.0,0.0,228.43,0.0,0.06386397244673901,0.0,-0.08179055757375839,0.0,-0.0049294367199763656,-0.0009447375015560953,-100.18800927000001,0.622550144,0.0,-0.03077077369047216,-0.11298620521384119,-0.0054708502959509376,-0.18631067608305787,-0.19083569165912861,-0.3879535179144904,-0.053469565783307395,0.0,-0.03699127102906832,42.90208,0.00026817408,0.35058345244481015,1.0006473064422607,0.2,175177,0.9985244870185852,0.1566443810096154,-0.21043479442596436,-34.06100229116586,0.033638332,-0.009860021241295796
1556,-0.5,4331,0.119424,-0.07652799080698182,-0.3134655799259627,-0.0393667600014155,0.0,-0.006174045138888947,-0.2557945402954086,-3.030978697580363e-05,1.5013853890433857,0.01,6620,0.0,-0.24070606505852732,-0.11057994216405588,28680192,0.0,0.0,233.15,0.0,0.06306475860835582,0.0,-0.07721922452525071,0.0,-0.00531992400647141,-0.0009170202569662747,-99.34412216999999,0.62253248,0.0,-0.02987480945149325,-0.1128969842741653,-0.005286259099540652,-0.18239644178711267,-0.17733510868886407,-0.37436248398507666,-0.05416772626744973,0.0,-0.03537056751615278,42.9136,0.00026815359999999997,2.0796094715595244,1.001362919807434,0.2,175181,0.9901374578475952,0.20162353515625,0.5877822637557983,-34.06790027618408,0.027482804,-0.012554129713680594
1557,-0.5,4332,0.1195008,-0.07834381225670922,-0.3204387551858526,-0.03914941323516321,0.0,-0.006336805555555615,-0.26297846542606523,-7.318822632757529e-06,1.5062198814012868,0.01,6624,0.0,-0.24701028782874784,-0.10944987470996378,28698624,0.0,0.0,232.37,0.0,0.06233909401450851,0.0,-0.0817434075744993,0.0,-0.005225794464220396,-0.0009493376961212811,-99.04934778,0.622514816,0.0,-0.030598179013909137,-0.11293322024723423,-0.0054565813830107675,-0.18650411538063538,-0.18716565089678727,-0.3863997943647863,-0.04703555952244111,0.0,-0.036331235439751836,42.92512,0.00026813312,0.4141426458954811,1.000989317893982,0.2,175185,0.9971896409988403,0.1687744140625,-0.2148035764694214,-34.06589336395264,0.024106476,-0.016976264165714385
1558,-0.5,4332,0.1195776,-0.07477873666373143,-0.3072063749974189,-0.039401096569167314,0.0,-0.006380208333333393,-0.2645561992068832,-7.572236272572698e-05,1.4795674471981866,0.01,6628,0.0,-0.23542153837312163,-0.11059327023574851,28717056,0.0,0.0,233.26,0.0,0.06424681753824192,0.0,-0.07821795520759606,0.0,-0.005474003655965337,-0.0009247715469762898,-99.11063906999999,0.622497152,0.0,-0.03014391731753395,-0.11314713152183711,-0.005315454866480107,-0.1851714687864522,-0.17805958473826725,-0.37735446770691833,-0.05438698948301728,0.0,-0.03541870790451514,42.93664,0.00026811264000000003,0.21663867086172103,1.0008013248443604,0.2,175189,0.999157190322876,0.1620849609375,-0.26693809032440186,-34.06339931488037,0.02183487,-0.015917339955922215
1559,-0.5,4332,0.1196544,-0.07927714755517758,-0.3235505355732271,-0.03857748102023681,0.0,-0.006174045138888946,-0.2560626379963394,-1.0113302475556003e-06,1.5214490044330082,0.01,6633,0.0,-0.24010052579135766,-0.1077481613675515,28735488,0.0,0.0,231.92,0.0,0.06240377902459457,0.0,-0.0784424599001102,0.0,-0.004968091518902738,-0.0009252300113150051,-99.24933135,0.622479488,0.0,-0.030079400653733504,-0.11296741647316397,-0.00535809091342534,-0.18303638379221143,-0.1844703947735108,-0.3787479445086862,-0.05647794499441518,4.340272991814547e-05,-0.035895486226168206,42.94816,0.00026809216,0.18574313595890998,1.0008296966552734,0.2,175193,0.9992497563362122,0.24342041015625,-0.24886849522590637,-34.06216106414795,0.03509433,-0.014703014027327299
1560,-0.5,4332,0.1197312,-0.07828658814692835,-0.322178450284362,-0.039924319372891835,0.0,-0.006499565972222284,-0.27155092766328226,-3.409781353792579e-05,1.4888949526623494,0.01,6637,0.0,-0.24653776203390634,-0.1044330509397218,28753920,0.0,0.0,230.48,0.0,0.06462598410024836,0.0,-0.08048030370121245,0.0,-0.004507210264111766,-0.0009378511311422858,-99.14772461000001,0.622461824,0.0,-0.03059941485062821,-0.11303513096198355,-0.0054300193546725235,-0.183627208892654,-0.18599551833622793,-0.388097664634105,-0.05230522816748338,0.0,-0.03646430731919948,42.95968,0.00026807168,0.16271676495671272,1.001277208328247,0.2,175197,0.9991790652275085,0.28984375,-0.30307674407958984,-34.066200256347656,0.040353965,-0.016048528871033342
1561,-0.5,4332,0.119808,-0.0767465621790231,-0.3157176381107761,-0.04165853510084523,0.0,-0.006293402777777837,-0.2678974029111471,-0.001177434342604293,1.4910563910913912,0.01,6641,0.0,-0.24232441631684265,-0.10809841366622468,28772352,0.0,0.0,228.9,0.0,0.06445903741067753,0.0,-0.07783964322156534,0.0,-0.0048605348888991606,-0.0009509332749562681,-99.94086456999999,0.62244416,0.0,-0.029974743919296307,-0.11297190445352978,-0.005442408919006342,-0.18524502303023146,-0.18504177495654964,-0.38600305723506756,-0.05319704435150203,0.0,-0.03668109533164224,42.971199999999996,0.0002680512,0.6605874642729759,1.000786542892456,0.2,175199,0.9972253441810608,0.1891845703125,-0.22440865635871887,-34.06145401000977,0.038294308,-0.004504608293063939
