time/iterations,reward_terms/time,time/fps,curriculum/eff_scale,reward_terms/height,reward_terms/vz,reward_terms/hip_roll,curriculum/ctrl_drop_prob,reward_terms/step_rate,reward_terms/coef_rate,reward_terms/stance,reward_terms/fwd_speed,curriculum/ent_coef,time/time_elapsed,reward_terms/residual_rate,reward_terms/upright,reward_terms/duty_sym,time/total_timesteps,reward_terms/stop,reward_terms/assist_pen,rollout/ep_len_mean,reward_terms/foot_ahead,reward_terms/clearance,reward_terms/overrun,reward_terms/phase_contact,curriculum/ctrl_jitter_ms,reward_terms/stance_time,reward_terms/motor_vel,rollout/ep_rew_mean,curriculum/stance_ratio,reward_terms/alive,reward_terms/action_rate,reward_terms/residual,reward_terms/energy,reward_terms/angmom,reward_terms/foot_slip,reward_terms/ang_xy,reward_terms/lat_vel,reward_terms/air_time,reward_terms/torque,curriculum/sprint_dist_m,train/learning_rate,train/value_loss,train/std,train/clip_range,train/n_updates,train/explained_variance,train/clip_fraction,train/loss,train/entropy_loss,train/approx_kl,train/policy_gradient_loss
11,-0.5,4290,0.000768,-0.03867726599887582,-0.2399391445063054,-0.14685725192288002,0.0,-0.013281249999999724,-0.8287747087225976,-0.2780857112512205,-0.6243146226807014,0.01,47,0.0,-0.4784991195652872,-0.0006599703362195964,202752,0.0,0.0,137.24,0.0,0.07380715161268703,0.0,-0.3051445242194021,0.0,0.0,-8.680345872580385e-06,-134.18445849999998,0.6498233600000001,0.0,-0.07909758639268856,-0.10682420336924627,-5.1769417020579634e-05,-0.16568170154680356,-0.5970476732159722,-0.5760101539962748,-0.3214282756264665,0.0001535370150425782,-0.0004070732112621373,25.1152,0.00029979519999999996,4.144816777285407,1.0008938312530518,0.2,169950,-5.114530563354492,0.25228343290441174,1.03463613986969,-34.06554973826689,0.046493188,-0.03593967670081731
12,-0.5,4297,0.0008448,-0.03865353492466373,-0.24036389803400077,-0.1651748522262599,0.0,-0.01312934027777752,-0.8744119577240332,-0.2661941174199384,-0.5921956074437464,0.01,51,0.0,-0.47228643472207804,-0.0005887682305896235,221184,0.0,0.0,124.59,0.0,0.07599135070066204,0.0,-0.28714844183800725,0.0,0.0,-9.619685770732115e-06,-130.99297816,0.649805696,0.0,-0.08041776638371458,-0.10671663873453258,-5.8273887048494516e-05,-0.16191650448291361,-0.5717516819945669,-0.6388481264852804,-0.3236599757698092,0.0001974823406069643,-0.00047028743806316973,25.12672,0.00029977472,3.8004921674728394,1.0010161399841309,0.2,169954,-5.710226535797119,0.2697601318359375,0.9771847724914551,-34.065683126449585,0.04657544,-0.03442409461422358
13,-0.5,4304,0.0009216,-0.041236378687886766,-0.2505895218932863,-0.1674855953424065,0.0,-0.013216145833333075,-0.8489495418116142,-0.25164142517990423,-0.636550930443336,0.01,55,0.0,-0.5262725187288013,-0.001027661060609552,239616,0.0,0.0,130.26,0.0,0.07648531910022333,0.0,-0.2699896019371919,0.0,0.0,-9.812813365491038e-06,-132.41806132,0.649788032,0.0,-0.07773373999101979,-0.10727802526215571,-6.120018927950227e-05,-0.17681422241277603,-0.5340252099462203,-0.6382542396745433,-0.3356325638875119,0.00013237824249598716,-0.0005123216869537831,25.13824,0.00029975423999999997,3.5735078368868147,1.0010112524032593,0.2,169957,-6.37137508392334,0.25205775669642855,0.9940275549888611,-34.066753659929546,0.04262243,-0.031031693930604627
14,-0.5,4307,0.0009984,-0.03764754034417957,-0.23076279705258795,-0.19645475678457097,0.0,-0.012391493055555336,-0.8545226769321619,-0.3009885057310249,-0.6482515953500316,0.01,59,0.0,-0.5334187075907809,-0.005992480209527109,258048,0.0,0.0,135.49,0.0,0.07861159192798456,0.0,-0.26029807600296934,0.0,-9.49415455882748e-06,-1.0646329827644024e-05,-133.71706577999998,0.649770368,0.0,-0.07931499949717559,-0.10744707236193418,-6.727702291133053e-05,-0.1892290678803277,-0.5159442706748893,-0.6806405663457228,-0.28227717233676075,0.00021864123927015398,-0.000586527022792591,25.14976,0.00029973376,3.0026021003723145,1.0010337829589844,0.2,169960,-5.631735801696777,0.24554443359375,0.9216983318328857,-34.06651941935221,0.04732916,-0.024505111660497885
15,-0.5,4313,0.0010752,-0.048381115025703865,-0.2573759529450926,-0.18196640700652972,0.0,-0.011924913194444251,-0.8510108748033551,-0.2818755602290866,-0.6535194661917316,0.01,64,0.0,-0.5811431132048441,-0.003373469717223488,276480,0.0,0.0,146.09,0.0,0.07616259602543707,0.0,-0.22214818564426983,0.0,-1.627583211908738e-05,-1.0545618908173126e-05,-136.33478542999998,0.6497527040000001,0.0,-0.07724605699928805,-0.10768149354996,-6.86416445079082e-05,-0.16119841323076295,-0.5062123108000833,-0.6568539673101569,-0.4230800201367304,4.66579254457934e-05,-0.0006227611236158654,25.16128,0.00029971328,2.839862803618113,1.000934362411499,0.2,169963,-6.817551136016846,0.24471028645833334,0.802765965461731,-34.06594944000244,0.04365422,-0.021651589078828692
16,-0.5,4318,0.001152,-0.04253958592176099,-0.25401127437459015,-0.2013706551921769,0.0,-0.011469184027777603,-0.8713936356720067,-0.2849349649650091,-0.5970720158823773,0.01,68,0.0,-0.6163944417332476,-0.005136388748483611,294912,0.0,0.0,141.39,0.0,0.08040053717349899,0.0,-0.22348293414435794,0.0,-4.882665557993783e-06,-1.209741288402881e-05,-135.1695882,0.64973504,0.0,-0.0803470499478205,-0.10792140290582222,-7.684532314921976e-05,-0.1827453656148329,-0.48855517042208124,-0.714968667739964,-0.4043409979176726,0.0002571612163188143,-0.0006770211257191363,25.1728,0.0002996928,2.5198385932228784,1.0008327960968018,0.2,169966,-6.8041672706604,0.23748224431818182,0.634252667427063,-34.06439000909979,0.04644549,-0.019707776860079983
17,-0.5,4323,0.0012288,-0.04411011084157414,-0.26564443610415034,-0.23592680684418615,0.0,-0.011588541666666497,-0.8747637726125584,-0.34469562194161407,-0.6398036144497019,0.01,72,0.0,-0.6487099907478887,-0.008187630945771844,313344,0.0,0.0,139.92,0.0,0.08376791677365363,0.0,-0.20976288416333982,0.0,-3.743456262681219e-05,-1.2987399118211126e-05,-134.8259421,0.649717376,0.0,-0.08282651627275711,-0.10802350109990061,-8.291929742134082e-05,-0.1906568110436859,-0.46797952501331497,-0.7430822785764676,-0.3912683733714698,8.897555138294895e-05,-0.0007428199779106692,25.18432,0.00029967232,2.422415928407149,1.000739336013794,0.2,169969,-6.037425994873047,0.24516157670454544,0.5261780619621277,-34.063411019065164,0.04650426,-0.01989078428596258
18,-0.5,4326,0.0013056,-0.04718081309357072,-0.2728705321555013,-0.24383823134118585,0.0,-0.0106011284722221,-0.8678341821394759,-0.36198876022180404,-0.6814294804544796,0.01,76,0.0,-0.6943753578023334,-0.018903269764350136,331776,0.0,0.0,146.55,0.0,0.08566042434722972,0.0,-0.1799087102106656,0.0,-0.00015299358508653112,-1.3396070916800701e-05,-136.49499469,0.649699712,0.0,-0.08084722487730878,-0.1081060368186926,-8.594059318929108e-05,-0.18641614432379391,-0.4333833620254868,-0.74517333575539,-0.4268416920391069,0.00020345033650907376,-0.0007706202341035477,25.19584,0.00029965184,2.1542426347732544,1.000798225402832,0.2,169972,-6.928289413452148,0.233154296875,0.5240170359611511,-34.06383687799627,0.04831413,-0.018877592371692033
19,-0.5,4330,0.0013824,-0.04673158009747287,-0.2847382815240188,-0.2076104600755189,0.0,-0.010394965277777663,-0.8292068182779606,-0.2887825492157258,-0.6387206283097947,0.01,80,0.0,-0.6450031144894626,-0.012741786025986352,350208,0.0,0.0,146.22,0.0,0.08861729302306341,0.0,-0.17270371584204747,0.0,-2.0751713438787396e-05,-1.3991016323882921e-05,-136.34504846,0.6496820480000001,0.0,-0.07820335037629943,-0.10829682837670583,-8.796686638219139e-05,-0.1737338526689226,-0.41637558059948726,-0.7415631430866566,-0.41507550620062195,0.0002077905293036666,-0.0007659797896228364,25.20736,0.00029963136,1.968297373164784,1.000876784324646,0.2,169975,-8.180397987365723,0.24915660511363635,0.49192294478416443,-34.06481274691495,0.0490788,-0.01707549141296609
20,-0.5,4335,0.0014592,-0.04828427105208839,-0.3018275663278843,-0.23253871386671163,0.0,-0.009917534722222128,-0.8350913501928093,-0.3380352581833508,-0.7159536888618885,0.01,85,0.0,-0.7049528231993057,-0.02002030387008611,368640,0.0,0.0,145.85,0.0,0.0889249126791515,0.0,-0.16326001515758298,0.0,-6.605280213989317e-05,-1.533662131474298e-05,-136.31028051,0.649664384,0.0,-0.07841402927613463,-0.10855328779929575,-9.558201243456041e-05,-0.18383035728797525,-0.4203229719052301,-0.7938853227755056,-0.4050790669848323,0.00010362394904303882,-0.0008301776388553626,25.21888,0.00029961087999999997,1.879247004335577,1.0008981227874756,0.2,169978,-8.110654830932617,0.2469149502840909,0.384848952293396,-34.06532356955788,0.047543533,-0.019615669607777487
21,-0.5,4339,0.001536,-0.047689157787823934,-0.28914853128533763,-0.21375668277070164,0.0,-0.010438368055555446,-0.8175599364028323,-0.311634255758116,-0.6035713775976571,0.01,89,0.0,-0.669568775815416,-0.013776754944475007,387072,0.0,0.0,144.08,0.0,0.08880585719651451,0.0,-0.17197412484933355,0.0,-9.494115753720203e-06,-1.646725600428944e-05,-135.84108308999998,0.64964672,0.0,-0.08095600106183859,-0.10825395275272945,-0.00010228526112797001,-0.18627877615257146,-0.4349386870035824,-0.7690322357770436,-0.4037700950220299,0.00016113259092283747,-0.0008756722299849113,25.2304,0.0002995904,1.8760839462280274,1.0008394718170166,0.2,169980,-8.020329475402832,0.22666015625,0.4431546926498413,-34.0645133972168,0.033523194,-0.014441768196411431
22,-0.5,4342,0.0016128,-0.046804897138912976,-0.2842451267863676,-0.2082275850127956,0.0,-0.01035156249999989,-0.800270463186195,-0.2957743252744696,-0.691750789250301,0.01,93,0.0,-0.6553364703286664,-0.020020851457070957,405504,0.0,0.0,144.85,0.0,0.08704205883457733,0.0,-0.164315000648226,0.0,-3.1059630499738785e-05,-1.6137708982450956e-05,-136.06367465,0.649629056,0.0,-0.07643723525991758,-0.10844976669714426,-0.0001016639660004378,-0.1878151077700336,-0.4105160595491516,-0.7340422250322012,-0.4207305062759734,0.00019856741548412375,-0.0008833644361452778,25.24192,0.00029956992,1.8050558241930874,1.0009002685546875,0.2,169983,-8.805140495300293,0.2744140625,0.3075547218322754,-34.06531247225675,0.054704156,-0.01809541965750131
23,-0.5,4345,0.0016896,-0.04322199688935586,-0.3088468117348031,-0.2573959665179544,0.0,-0.010134548611111016,-0.8788025987765615,-0.33533876702429355,-0.6132662088282314,0.01,97,0.0,-0.6960606910560181,-0.014202521698598774,423936,0.0,0.0,132.88,0.0,0.09625040382355161,0.0,-0.15696914583371332,0.0,-7.4597159659283025e-06,-1.9272833253386165e-05,-133.0624545,0.6496113920000001,0.0,-0.08376849733809587,-0.10817005271616771,-0.00011876649644533995,-0.2233525405536854,-0.41483399914775304,-0.8467058335266026,-0.3916311940398557,0.00018283397528446384,-0.001034905279907987,25.25344,0.00029954943999999995,1.4756475361910733,1.0010085105895996,0.2,169986,-9.048388481140137,0.25108753551136365,0.18823891878128052,-34.06594189730558,0.0486271,-0.01759612727486952
24,-0.5,4348,0.0017664,-0.04129467980994643,-0.28965488657480964,-0.24439778791462155,0.0,-0.010319010416666573,-0.8841158651367527,-0.36116179131701487,-0.6391777965511879,0.01,101,0.0,-0.6926297929101396,-0.01240229982626802,442368,0.0,0.0,138.98,0.0,0.09435189616020144,0.0,-0.156790931811675,0.0,-3.119531579108702e-05,-1.9679772513243535e-05,-134.59357396,0.649593728,0.0,-0.08588455108716266,-0.10836747037316381,-0.00012176177272815817,-0.22048714491296925,-0.41495204684252174,-0.8402221142057192,-0.3723309787173735,0.00024685303408962983,-0.0010621512427293664,25.26496,0.00029952896,1.703770899772644,1.0009663105010986,0.2,169988,-5.403830051422119,0.25166015625,0.362278550863266,-34.06612434387207,0.03777835,-0.01451045204885304
25,-0.5,4350,0.0018432,-0.04105853714238925,-0.2832210557176658,-0.24577313744264628,0.0,-0.009570312499999942,-0.8624525870175268,-0.3490139936567011,-0.7268204237706707,0.01,105,0.0,-0.704035515074533,-0.015147023853294167,460800,0.0,0.0,140.62,0.0,0.09055609744276218,0.0,-0.15324042053177656,0.0,-5.83208748139441e-06,-1.9253580332269697e-05,-135.00383011999998,0.649576064,0.0,-0.08013674511118786,-0.10841951649905772,-0.00012166526912259782,-0.20660131706987983,-0.41641265271864014,-0.8343940052802465,-0.3401720477912308,4.611537183841897e-05,-0.001081342725268941,25.27648,0.00029950848,1.5417288108305498,1.0010533332824707,0.2,169991,-10.607926368713379,0.2541281960227273,0.26124051213264465,-34.06735957752574,0.0539064,-0.019145134688270362
26,-0.5,4353,0.00192,-0.045410994633054154,-0.29879368873100387,-0.24279801898729772,0.0,-0.010253906249999896,-0.8232828445431025,-0.35806919902282036,-0.6838454145742581,0.01,110,0.0,-0.7100515204205099,-0.015033940240295751,479232,0.0,0.0,137.91,0.0,0.09195476795398115,0.0,-0.15336650139864422,0.0,-4.136770278111928e-05,-2.0453568521205057e-05,-134.33370750000003,0.6495584,0.0,-0.07889013441965093,-0.10858334618811377,-0.00012715600438130225,-0.2215147869449988,-0.4388870502073782,-0.8036137085614768,-0.38658890855123573,0.0003173825162876811,-0.001094776103287857,25.288,0.000299488,1.5119235949082808,1.0010764598846436,0.2,169994,-11.452638626098633,0.27698863636363635,0.23248693346977234,-34.06725172563033,0.0559384,-0.016748633870685644
27,-0.5,4356,0.0019968,-0.04705922962935298,-0.30002450415569776,-0.1964309554981055,0.0,-0.00977647569444438,-0.7966900838806547,-0.2913901788270668,-0.7132361177826939,0.01,114,0.0,-0.6716116458305571,-0.0195546801585637,497664,0.0,0.0,140.08,0.0,0.09297981918776926,0.0,-0.14230104210771882,0.0,-1.8581576619504227e-05,-2.046176718096905e-05,-134.88724004,0.6495407360000001,0.0,-0.07762636484480175,-0.10872072034020892,-0.0001282223735454241,-0.20874933193851816,-0.3879484054124195,-0.7889518966862976,-0.36750177385028804,0.0001453991410219007,-0.001094913815441531,25.29952,0.00029946752,1.5519341627756755,1.0008620023727417,0.2,169996,-11.470789909362793,0.22493489583333334,0.3591803312301636,-34.0646964179145,0.036166973,-0.01161387800756428
28,-0.5,4310,0.0020736,-0.04244592374038418,-0.3245950417096338,-0.23865523403770647,0.0,-0.009494357638888826,-0.8670106079807095,-0.33373701562633423,-0.686643906223869,0.01,119,0.0,-0.7272735699169364,-0.00903246953650223,516096,0.0,0.0,129.28,0.0,0.0989167512345822,0.0,-0.14789532313315884,0.0,-8.137831981811258e-06,-2.401080821339082e-05,-132.16478955,0.649523072,0.0,-0.08420645647586605,-0.10844005590261509,-0.00014687958429413617,-0.23910337715383045,-0.4146481421460723,-0.8951022502466244,-0.34820550036924686,3.1466964477052293e-05,-0.0012562401924367456,25.31104,0.00029944704,1.4203861355781555,1.0010713338851929,0.2,169998,-7.044330596923828,0.2302001953125,0.2110963761806488,-34.0673641204834,0.03681203,-0.013483667001128196
29,-0.5,4314,0.0021504,-0.04012632852066228,-0.3005055303162396,-0.23111470059661274,0.0,-0.010026041666666579,-0.8497515543698408,-0.3591877642405913,-0.6444404155556651,0.01,123,0.0,-0.7099634135775607,-0.011647842607063868,534528,0.0,0.0,130.92,0.0,0.09831124652175705,0.0,-0.13862470170542837,0.0,-3.8112536357301804e-05,-2.4049409536798587e-05,-132.58294615999998,0.649505408,0.0,-0.0841283329551241,-0.10830694690610455,-0.00014713251513786887,-0.20414805690725568,-0.4035002336336767,-0.8771538427920432,-0.3567111371264569,0.0001529947007333653,-0.0012611849543693922,25.32256,0.00029942656,1.492254376411438,1.0009385347366333,0.2,170000,-11.07209300994873,0.21397569444444445,0.3470207750797272,-34.06601333618164,0.035949823,-0.012239757795921631
30,-0.5,4317,0.0022272,-0.04246692327064369,-0.29494461469746036,-0.2323112654562558,0.0,-0.009136284722222181,-0.839863515855276,-0.3233785163014075,-0.7197189655922772,0.01,128,0.0,-0.7125936944938245,-0.012142270682220497,552960,0.0,0.0,128.65,0.0,0.09628794884615259,0.0,-0.13705017136521838,0.0,-3.7976488884952332e-06,-2.4333456772171016e-05,-132.01264601,0.649487744,0.0,-0.0811367885609173,-0.10834654728264251,-0.00015239977955298215,-0.21348884537099566,-0.3971288785964122,-0.8580289898818321,-0.33812672092363566,8.409282114977638e-05,-0.0012974133497122692,25.33408,0.00029940608,1.272907841205597,1.0008797645568848,0.2,170002,-12.63804817199707,0.2638427734375,0.2131763994693756,-34.06506271362305,0.038580827,-0.012712555238977075
31,-0.5,4320,0.002304,-0.03803969640565764,-0.27286657287050203,-0.22871538977573977,0.0,-0.009624565972222159,-0.832443089402218,-0.3341769910818407,-0.6942958037683529,0.01,132,0.0,-0.6810671861869798,-0.01865632035704233,571392,0.0,0.0,128.09,0.0,0.09288257152268937,0.0,-0.13971184145866944,0.0,-0.00016696415130152472,-2.435376326203429e-05,-131.89812264999998,0.6494700800000001,0.0,-0.07753996141329317,-0.10842266695940952,-0.00015240590878320718,-0.218514851891768,-0.4173503989917363,-0.8583954508145641,-0.323502258249671,0.000238172496513774,-0.0012903917029136584,25.3456,0.0002993856,1.207751366827223,1.0007580518722534,0.2,170004,-10.615913391113281,0.24107530381944445,0.1615907847881317,-34.06312815348307,0.038281396,-0.012204552431487374
32,-0.5,4322,0.0023808,-0.04239549799973549,-0.31523522937070736,-0.24254002482161705,0.0,-0.009364149305555503,-0.8536821915223064,-0.36983473921419885,-0.7082438731765284,0.01,136,0.0,-0.7190794053190569,-0.009155155472927194,589824,0.0,0.0,122.29,0.0,0.0986642911617173,0.0,-0.13190766507323495,0.0,-1.6682706902631457e-05,-2.594315509066129e-05,-130.42451221,0.649452416,0.0,-0.07860693429577244,-0.10821549861173761,-0.0001608554270143067,-0.2349241950460662,-0.40669734436243493,-0.8940764382893707,-0.32836861066888523,0.0001627602646799965,-0.0013706281199350587,25.35712,0.00029936511999999996,1.1130656182765961,1.0011180639266968,0.2,170006,-10.34524917602539,0.2529052734375,0.08419373631477356,-34.06714096069336,0.040303938,-0.012394074071198701
33,-0.5,4325,0.0024576,-0.04161525154446559,-0.3198101571201052,-0.22846891736786937,0.0,-0.009450954861111064,-0.856517869579372,-0.3374977402963294,-0.714541136878988,0.01,140,0.0,-0.6995425014588447,-0.013322660732399646,608256,0.0,0.0,124.4,0.0,0.09859185313239593,0.0,-0.1327695995582619,0.0,-8.951672094149722e-06,-2.6829529976447764e-05,-130.95208356,0.649434752,0.0,-0.08149560947631113,-0.10837286094466568,-0.0001680118409495868,-0.25023550964368896,-0.40989440661482474,-0.8976122509053551,-0.33875155076331814,8.13801080868062e-05,-0.0014020896434651059,25.36864,0.00029934464,1.189665953318278,1.0010017156600952,0.2,170008,-10.514420509338379,0.23084852430555555,0.21627521514892578,-34.066729651557075,0.036536492,-0.012754441756341193
