time/iterations,curriculum/ent_coef,reward_terms/lat_vel,reward_terms/vz,curriculum/ctrl_jitter_ms,time/fps,rollout/ep_len_mean,reward_terms/motor_vel,reward_terms/residual,reward_terms/action_rate,reward_terms/energy,reward_terms/angmom,reward_terms/residual_rate,reward_terms/duty_sym,reward_terms/stop,time/time_elapsed,reward_terms/hip_roll,reward_terms/fwd_speed,ankle/ankle_defl_peak,reward_terms/ang_xy,reward_terms/upright,reward_terms/stance,curriculum/ctrl_drop_prob,reward_terms/torque,reward_terms/assist_pen,reward_terms/alive,reward_terms/foot_slip,reward_terms/coef_rate,reward_terms/height,reward_terms/foot_ahead,reward_terms/air_time,reward_terms/overrun,reward_terms/clearance,curriculum/eff_scale,curriculum/sprint_dist_m,reward_terms/phase_contact,reward_terms/stance_time,rollout/ep_rew_mean,curriculum/stance_ratio,reward_terms/time,time/total_timesteps,ankle/ankle_spring_trq_peak,reward_terms/step_rate,ankle/ankle_spring_energy_peak,train/approx_kl,train/n_updates,train/learning_rate,train/entropy_loss,train/explained_variance,train/std,train/policy_gradient_loss,train/clip_fraction,train/loss,train/clip_range,train/value_loss
186,0.01,-9.206853672582916e-09,-0.20832676067968378,0.0,2764,58.35,-1.0422690439944058e-05,-0.06805597033524628,-0.22002432713363523,-0.0001162528820468303,-0.31626977181532756,0.0,0.0,0.0,1240,-0.006482961773108506,-1.9153782202830771,0.10605385503076908,-0.12070384995036793,-0.4826611014214217,-0.001140375958484381,0.0,-0.0029318775247386287,0.0,0.0,-0.03689255608114592,-1.4389458826918515,-0.07185838836605482,0.0,0.0,0.0,0.0508258412104491,0.056832,33.5248,-0.5004399913030343,-0.010055858793849539,-158.24217651,0.63692864,-0.5,3428352,37.11884926076918,-0.010514322916666596,2.1158451384065704,0.017362338,740,0.00029318016,-34.04954357147217,0.9545307159423828,1.0002245903015137,-0.02751922121969983,0.1525390625,-0.39439794421195984,0.2,0.000828949417336844
187,0.01,-8.841155661847665e-09,-0.20165159878083677,0.0,2764,58.42,-1.061037926332368e-05,-0.06839140225691348,-0.2203083529565146,-0.000117954906565021,-0.3107690159315075,0.0,0.0,0.0,1246,-0.006624864651419304,-1.8905218814715756,0.10819530568580635,-0.12024392867506105,-0.4725230879062793,-0.0010452523805763493,0.0,-0.0029419975793574717,0.0,0.0,-0.04482988482732677,-1.4386049877015357,-0.06959705619009524,0.0,0.0,0.0,0.04995604368223482,0.0571392,33.57088,-0.5044467933591351,-0.009835589948731164,-158.31444702,0.636857984,-0.5,3446784,37.86835699003222,-0.011013454861111006,2.048589802407744,0.016850557,744,0.000293143296,-34.049396705627444,0.9587305188179016,1.0003803968429565,-0.02790380419464782,0.1512939453125,-0.39677906036376953,0.2,0.0007500746287405491
188,0.01,-8.62950301214135e-09,-0.20686741334768216,0.0,2764,58.82,-1.0538580027407679e-05,-0.0682065425620493,-0.22266611668959227,-0.00011470958280908051,-0.30989901585742746,0.0,0.0,0.0,1253,-0.006818579429747078,-1.9031312582146025,0.10597309498764185,-0.11982081830290817,-0.4738849012144881,-0.001468075926732582,0.0,-0.002965559013821559,0.0,0.0,-0.038301403152569996,-1.438166375710702,-0.07079289928490244,0.0,9.765625388051072e-06,0.0,0.05067084028914572,0.0574464,33.61696,-0.49729140513506714,-0.009975563671711521,-158.70868172000002,0.636787328,-0.5,3465216,37.090583245674644,-0.010525173611111037,1.965302162817368,0.01802944,748,0.00029310643199999996,-34.05426158905029,0.9570228457450867,1.0007296800613403,-0.028954327083192767,0.15819091796875,-0.39326998591423035,0.2,0.0007795593322953209
189,0.01,-8.941478649159325e-09,-0.20901515300872717,0.0,2764,59.86,-1.0740706623615983e-05,-0.06836899008769075,-0.22139326442829735,-0.00011862262998254015,-0.32076948969247715,0.0,0.0,0.0,1260,-0.007023732070984271,-1.9023816033986993,0.107598608340879,-0.12368942784584319,-0.476460260088688,-0.0022883514208412326,0.0,-0.0030115232931461266,0.0,0.0,-0.04054052076134043,-1.4275274679656413,-0.0717353570340618,0.0,2.9296876164153218e-05,0.0,0.050258321611025884,0.0577536,33.66304,-0.49906239660713364,-0.010065624425705109,-159.74748601,0.636716672,-0.5,3483648,37.65951291930765,-0.010698784722222129,2.026129652998249,0.017121395,752,0.000293069568,-34.05618171691894,0.9584424495697021,1.0007994174957275,-0.02856234306236729,0.15289306640625,-0.39409035444259644,0.2,0.0007706968521233648
190,0.01,-8.942814414831029e-09,-0.20564640288772973,0.0,2761,57.69,-1.069783789521453e-05,-0.06854008429737925,-0.22250933521778946,-0.00011760957881215621,-0.314765993378207,0.0,0.0,0.0,1268,-0.007063157780047045,-1.8952221302005472,0.11888782040262763,-0.12091967563525724,-0.4714376834836118,-0.0017644460502248157,0.0,-0.002998674222719817,0.0,0.0,-0.039822768661172195,-1.433252952002612,-0.07038010874072076,0.0,0.0,0.0,0.04970416368032735,0.0580608,33.70912,-0.5038171657990145,-0.009635394877275556,-157.57027019999998,0.636646016,-0.5,3502080,41.61073714091967,-0.010731336805555464,2.4814966401016263,0.017407425,756,0.000293032704,-34.049041175842284,0.9583956599235535,1.0002580881118774,-0.028678191744256766,0.15650634765625,-0.39518284797668457,0.2,0.0007634282286744565
191,0.01,-8.736252301789526e-09,-0.21094122026147274,0.0,2761,58.89,-1.0529750780609937e-05,-0.06851068273360111,-0.22090680009205285,-0.00011612652138682796,-0.31796084020784116,0.0,0.0,0.0,1274,-0.006779802610802143,-1.9206862129367854,0.1010049471498522,-0.12162769474112266,-0.48066082410486083,-0.0006295926935048009,0.0,-0.00300020937945552,0.0,0.0,-0.03870154022792941,-1.4332857865091886,-0.07262004242055353,0.0,0.0,0.0,0.05123885811062619,0.058368,33.7552,-0.5002718868549416,-0.009280577848484326,-158.77316697,0.63657536,-0.5,3520512,35.35173150244827,-0.010796440972222135,1.8226751949288085,0.017335279,760,0.00029299584,-34.056834030151364,0.9581418633460999,1.0008177757263184,-0.026026841648854316,0.16385498046875,-0.3910624086856842,0.2,0.0007889038330176845
192,0.01,-8.379779270765798e-09,-0.20965382049056985,0.0,2761,58.95,-1.0671913503207813e-05,-0.068545250018757,-0.22056526966934953,-0.00011726597946067955,-0.31422064284304796,0.0,0.0,0.0,1281,-0.00672616126226539,-1.9097212588454608,0.10869812403007384,-0.12117088835885997,-0.4773555180868328,-0.0011674651195150514,0.0,-0.0030469178019705534,0.0,0.0,-0.041116019774389716,-1.4262252649901592,-0.07238874184098966,0.0,0.0,0.0,0.04976132038928987,0.0586752,33.80128,-0.5004804553417396,-0.009554015069928331,-158.83230738,0.636504704,-0.5,3538944,38.04434341052584,-0.010883246527777678,2.076552477862015,0.016390955,764,0.000292958976,-34.05941886901856,0.961376428604126,1.0009000301361084,-0.027171067229937763,0.15281982421875,-0.39440420269966125,0.2,0.0007176937011536211
193,0.01,-8.94479935828422e-09,-0.2145521552366153,0.0,2762,58.92,-1.0790134951111023e-05,-0.06858704015755243,-0.22034138696855804,-0.00011780179036884958,-0.3217359623438788,0.0,0.0,0.0,1287,-0.006962272251299207,-1.9249713695131527,0.10556947546375053,-0.123079385958277,-0.48034523964188686,-0.0017236077586766589,0.0,-0.0030358960522711385,0.0,0.0,-0.04039043902606805,-1.42266714770417,-0.07274969383166409,0.0,0.0,0.0,0.05101391442368225,0.0589824,33.84736,-0.5013967775583156,-0.01032821061704049,-158.81220664,0.636434048,-0.5,3557376,36.94931641231269,-0.010297309027777703,1.9503600638684224,0.017727654,768,0.00029292211199999997,-34.0582275390625,0.9597402811050415,1.0007741451263428,-0.026991951267700643,0.1602783203125,-0.39258068799972534,0.2,0.0007531066570663824
194,0.01,-8.456965032922671e-09,-0.21078881254773837,0.0,2762,58.96,-1.069966694812191e-05,-0.06855357456740944,-0.22184948927020448,-0.00011906036675773019,-0.31128172780243535,0.0,0.0,0.0,1294,-0.006755901688656246,-1.9104243071869043,0.11064763736971492,-0.11880045414582859,-0.4800859353743565,-0.0011354747148200825,0.0,-0.0030708007218127353,0.0,0.0,-0.033942847455420734,-1.4245480787825153,-0.07267451211742368,0.0,0.0,0.0,0.0510192423720686,0.0592896,33.89344,-0.4955217784072123,-0.010159482867392298,-158.84605850999998,0.636363392,-0.5,3575808,38.72667307940022,-0.010503472222222148,2.165293381363585,0.017358955,772,0.000292885248,-34.0546968460083,0.9574601650238037,1.0005234479904175,-0.027228804689366372,0.1627685546875,-0.3920748829841614,0.2,0.0007776637066854164
195,0.01,-8.400725397933237e-09,-0.21368961730858438,0.0,2762,59.37,-1.0656326544423406e-05,-0.06845478140063466,-0.2235795312237322,-0.00011575325040775393,-0.3099065532751036,0.0,0.0,0.0,1301,-0.006614464167078772,-1.9127885487502203,0.10445690955048226,-0.117922317461313,-0.47596638931758595,-0.0011477876226302925,0.0,-0.003039635602751712,0.0,0.0,-0.03412032862905686,-1.4263625466557412,-0.0735333654715171,0.0,0.0,0.0,0.050179628935566656,0.0595968,33.93952,-0.4991027910195867,-0.009587109310410192,-159.25907339000003,0.636292736,-0.5,3594240,36.55991834266879,-0.01035156249999995,1.9335908242327016,0.017728627,776,0.000292848384,-34.049423408508304,0.9606976509094238,1.0002238750457764,-0.02771789946127683,0.14910888671875,-0.3979776203632355,0.2,0.0007214912475319579
196,0.01,-8.560717367292399e-09,-0.20910752136317365,0.0,2762,58.21,-1.0765959707694304e-05,-0.06854091662236166,-0.22028243287480398,-0.00011859547026946208,-0.3155074939996598,0.0,0.0,0.0,1307,-0.007182460875137571,-1.903023172454943,0.10895804984877883,-0.12158996523219044,-0.47183918575068823,-0.0014965695817344199,0.0,-0.003163745021702081,0.0,0.0,-0.03931687808800352,-1.4131745684938586,-0.07154292187527135,0.0,0.0,0.0,0.04941930213886782,0.059904,33.9856,-0.5027107657095959,-0.010106856785973327,-158.08469613,0.63622208,-0.5,3612672,38.13531744707259,-0.010633680555555467,2.0779051631764083,0.017756741,780,0.00029281151999999995,-34.04021224975586,0.9572123289108276,0.9998588562011719,-0.02727275383658707,0.15582275390625,-0.3925328850746155,0.2,0.0007783864100929349
197,0.01,-8.998129534583229e-09,-0.21838476013649644,0.0,2762,59.05,-1.0808910477096845e-05,-0.068757399397246,-0.21998724517042334,-0.00011994169280103476,-0.3180358973260444,0.0,0.0,0.0,1314,-0.007569035734813582,-1.9440590813679297,0.10203010255601458,-0.11988958932870873,-0.49365786360986674,-0.0018630867612783935,0.0,-0.003119164633851831,0.0,0.0,-0.03652060926675755,-1.4142615222648809,-0.07539525546581674,0.0,0.0,0.0,0.051943540903898154,0.0602112,34.03168,-0.49284983603341115,-0.009556185138838677,-158.93865782,0.636151424,-0.5,3631104,35.7105358946051,-0.010622829861111037,1.830858882859657,0.017719833,784,0.000292774656,-34.03298625946045,0.9561454653739929,0.9993035793304443,-0.028797322465106846,0.15701904296875,-0.39910924434661865,0.2,0.0007844616862712428
198,0.01,-8.780997731799923e-09,-0.21207212446584858,0.0,2763,58.81,-1.0778449296759532e-05,-0.0688974775505261,-0.22132848616626366,-0.00011924581284738595,-0.30921586986726396,0.0,0.0,0.0,1320,-0.006976386461333314,-1.9093951710327748,0.10602360414086684,-0.11900421266266743,-0.47469928214790247,-0.000995603823571038,0.0,-0.003131050955221824,0.0,0.0,-0.03996151235397011,-1.4157049278463292,-0.0727346916473302,0.0,1.193576544109318e-05,0.0,0.05030439043991624,0.0605184,34.07776,-0.49855737614906015,-0.01020288523674632,-158.69741155,0.636080768,-0.5,3649536,37.10826144930339,-0.010373263888888828,1.9674107071650955,0.017708555,788,0.000292737792,-34.031700134277344,0.9638065695762634,0.9995089769363403,-0.027474598586559297,0.15821533203125,-0.39592960476875305,0.2,0.0006637431535637007
199,0.01,-8.74667226355233e-09,-0.2112386235347332,0.0,2763,59.38,-1.1037082649349114e-05,-0.0690566491255339,-0.21950153528840796,-0.0001219040926569225,-0.3117269656683721,0.0,0.0,0.0,1327,-0.007571172673607148,-1.9244196959598183,0.10894005880829802,-0.11847978328938119,-0.48312001678649774,-0.0017317170674700975,0.0,-0.0032192304502211637,0.0,0.0,-0.03915649621980125,-1.4166112778436455,-0.07346852821166389,0.0,1.4105905494135288e-05,0.0,0.05104808654971946,0.0608256,34.12384,-0.4912656053722107,-0.009770486039795086,-159.25814493000001,0.636010112,-0.5,3667968,38.1290205829043,-0.010438368055555487,2.123351977650743,0.017349789,792,0.000292700928,-34.03821868896485,0.9572578072547913,0.9999703764915466,-0.02636833880096674,0.145654296875,-0.3843840956687927,0.2,0.0007850677910028025
200,0.01,-8.809662715991639e-09,-0.2134920983769417,0.0,2763,59.03,-1.10022637250655e-05,-0.06917115682077662,-0.21873765919557034,-0.00012171900043390224,-0.31320354050518023,0.0,0.0,0.0,1333,-0.0077621773514383215,-1.9250562879033428,0.10064083507278646,-0.11993696115143876,-0.48350674156886203,-0.0016596808404379668,0.0,-0.00324224298218803,0.0,0.0,-0.04174684294708809,-1.4009910070594718,-0.07407484471225038,0.0,3.2552052289247513e-06,0.0,0.0506939416352529,0.0611328,34.16992,-0.4997413616199483,-0.009882247843456248,-158.90252756,0.635939456,-0.5,3686400,35.22429227547526,-0.010872395833333222,1.8124994436534723,0.017859127,796,0.000292664064,-34.04576148986816,0.9601885080337524,1.0002788305282593,-0.02732831867178902,0.158935546875,-0.39567437767982483,0.2,0.000733543251408264
201,0.01,-8.5771320660659e-09,-0.21433250892769778,0.0,2763,58.82,-1.1214608796067843e-05,-0.06905689364424131,-0.22031298745071945,-0.00012415485163684884,-0.314169984649603,0.0,0.0,0.0,1340,-0.007135465092238492,-1.9262295274479415,0.10416276548620257,-0.12150981591661394,-0.48463635075320366,-0.001553704017041214,0.0,-0.003250640990986035,0.0,0.0,-0.03915035610878388,-1.407513517463071,-0.07419319407741605,0.0,1.4105905494135288e-05,0.0,0.05031962950201295,0.06144,34.216,-0.4967222069378186,-0.010096006121279465,-158.70907699,0.6358688,-0.5,3704832,36.4569679201709,-0.010948350694444348,1.9318197350747,0.019005856,800,0.00029262719999999996,-34.04027919769287,0.9601534008979797,0.9999544024467468,-0.028114992938935757,0.16988525390625,-0.3914574682712555,0.2,0.0007266104978043586
202,0.01,-8.791360940670628e-09,-0.2179496395410313,0.0,2763,58.71,-1.1087691739924473e-05,-0.06889883801289483,-0.21858963602410098,-0.00012245568388342102,-0.315654487113045,0.0,0.0,0.0,1347,-0.007691313041917211,-1.9433784400048602,0.10489445331267425,-0.11907890240254876,-0.4890355250080333,-0.002963374857664116,0.0,-0.003207639536795876,0.0,0.0,-0.038854107127759996,-1.4080748208243705,-0.07500681356034132,0.0,0.0,0.0,0.05237858874610282,0.0617472,34.26208,-0.49723549663836003,-0.00935816026564377,-158.59063207,0.635798144,-0.5,3723264,36.71305865943599,-0.010742187499999908,1.9311325657944827,0.016732404,804,0.000292590336,-34.037466812133786,0.963773250579834,0.9998099207878113,-0.026076315040700137,0.15911865234375,-0.38863879442214966,0.2,0.0006687513319775462
203,0.01,-8.984964116123895e-09,-0.21802733580633277,0.0,2764,59.6,-1.11623349100671e-05,-0.06897015849512789,-0.21920223415496964,-0.00012522966824728306,-0.3119593820642702,0.0,0.0,0.0,1353,-0.00775496795953215,-1.9277570926426262,0.1061747784710654,-0.11916476294054355,-0.4861832147889834,-0.0018835539518042021,0.0,-0.0033214052368674444,0.0,0.0,-0.039384094022104375,-1.4061326558547196,-0.07571427591858514,0.0,0.0,0.0,0.050316037307920065,0.0620544,34.30816,-0.499493171977677,-0.010999867830024514,-159.48808119999998,0.635727488,-0.5,3741696,37.16117246487289,-0.010579427083333252,2.0053193960884568,0.017330896,808,0.000292553472,-34.03870849609375,0.9634809494018555,0.9998083114624023,-0.027266126312315463,0.15421142578125,-0.39168429374694824,0.2,0.0006794030603487044
204,0.01,-8.807255100372292e-09,-0.224966733769961,0.0,2764,60.21,-1.1086446698691383e-05,-0.06912499526911205,-0.2187916625371148,-0.00012240764303995434,-0.3078857453733232,0.0,0.0,0.0,1360,-0.007546421099023091,-1.9502698588400575,0.09926946411964102,-0.1169959980778299,-0.4914774605143767,-0.0014652544836704128,0.0,-0.0033117572041141533,0.0,0.0,-0.03768492787875499,-1.400646942767155,-0.07809519034249658,0.0,0.0,0.0,0.05168835688946749,0.0623616,34.354240000000004,-0.49125201024489557,-0.010077017698980248,-160.09867585,0.635656832,-0.5,3760128,34.74431244187436,-0.010449218749999928,1.8716746581075072,0.017379655,812,0.000292516608,-34.03493995666504,0.9641767144203186,0.9995554685592651,-0.026542072842130438,0.15938720703125,-0.39206650853157043,0.2,0.000672993843909353
205,0.01,-8.248234340778076e-09,-0.22056213093653926,0.0,2764,59.41,-1.0919189549982984e-05,-0.06944504404330011,-0.22098768674153144,-0.00012262208179274211,-0.31166881404203106,0.0,0.0,0.0,1366,-0.00730802974326754,-1.9400550139088486,0.10963930801134966,-0.11769784389379084,-0.48713259405208664,-0.0021289081952717516,0.0,-0.003273327876615898,0.0,0.0,-0.04185802204126767,-1.4044327637849494,-0.07639500093959677,0.0,0.0,0.0,0.05193514972159278,0.0626688,34.40032,-0.49338190351637934,-0.00989364113775082,-159.2962604,0.635586176,-0.5,3778560,38.37375780397238,-0.010666232638888811,2.1056660576773423,0.0168329,816,0.000292479744,-34.038919639587405,0.962832510471344,0.9998544454574585,-0.02691279104910791,0.14473876953125,-0.39002129435539246,0.2,0.0006962166196899488
206,0.01,-8.604949093120139e-09,-0.21305173286774046,0.0,2764,58.52,-1.1098241715811e-05,-0.06909494194811007,-0.21934816364159282,-0.00012156754560940943,-0.30858711444539116,0.0,0.0,0.0,1373,-0.007660518700018653,-1.9211751436911761,0.10247071912990421,-0.11794884274824897,-0.4765329048519016,-0.0018903954848368126,0.0,-0.003356480576683584,0.0,0.0,-0.03927484479420388,-1.3946522561934744,-0.07370129117898909,0.0,1.085065175882644e-06,0.0,0.050507392598368915,0.062976,34.4464,-0.497285531402598,-0.010133983580292098,-158.3907887,0.63551552,-0.5,3796992,35.864751695466474,-0.010818142361111015,1.8375968382365926,0.017943362,820,0.00029244287999999997,-34.03667373657227,0.9646651744842529,0.9994961023330688,-0.02638701966498047,0.16065673828125,-0.38862791657447815,0.2,0.0006765039928723126
207,0.01,-8.691230675665393e-09,-0.21740572451015783,0.0,2764,58.69,-1.110812551880013e-05,-0.06911030721783619,-0.21940903774086276,-0.00012511991887320653,-0.3127636812344294,0.0,0.0,0.0,1379,-0.007631244365060349,-1.9334965271142361,0.09869258835678135,-0.11870247919446543,-0.4841420197494204,-0.0014983245477171862,0.0,-0.003474101500957471,0.0,0.0,-0.03835039581064076,-1.4006553330468667,-0.07556210840266175,0.0,0.0,0.0,0.05096839073361495,0.0632832,34.49248,-0.4974846193130121,-0.01019583235675883,-158.57073714,0.635444864,-0.5,3815424,34.54240592487347,-0.010687934027777686,1.788611315882713,0.017469134,824,0.000292406016,-34.033897972106935,0.9612579345703125,0.9995686411857605,-0.026669321418739855,0.16402587890625,-0.3884113132953644,0.2,0.0007386252080323174
208,0.01,-8.507536093889425e-09,-0.22563378874977896,0.0,2765,58.37,-1.1190078806230297e-05,-0.0694300506641215,-0.2190442063795982,-0.0001243266151115431,-0.3124645810766173,0.0,0.0,0.0,1386,-0.0077298616977255034,-1.9629129728844512,0.09774072905674122,-0.11683354689351397,-0.4963681142295298,-0.0016815370186763188,0.0,-0.0033701009071430777,0.0,0.0,-0.036211642843620884,-1.4005623808494707,-0.07846261949580385,0.0,0.0,0.0,0.05228383285912294,0.0635904,34.538560000000004,-0.4882330922858337,-0.00984589824737567,-158.25067917,0.635374208,-0.5,3833856,34.209255169859425,-0.010622829861111033,1.6718209881142525,0.017765405,828,0.000292369152,-34.03292980194092,0.9656887054443359,0.9992456436157227,-0.02759954605717212,0.16851806640625,-0.3942048251628876,0.2,0.0006471242668339983
209,0.01,-8.41393801350719e-09,-0.2165048796688459,0.0,2765,59.68,-1.111015331035084e-05,-0.06928424617791275,-0.2177397081682815,-0.0001238115520040578,-0.3043542900389673,0.0,0.0,0.0,1393,-0.007586495992229376,-1.9265694832395452,0.10344193057162815,-0.1144881513189663,-0.4811954961068799,-0.0015773730696032986,0.0,-0.003381636231389657,0.0,0.0,-0.036762701999738766,-1.3967682315829588,-0.0755059616513377,0.0,0.0,0.0,0.051021548578920245,0.0638976,34.58464,-0.49825859568728553,-0.01058157418608769,-159.55349381,0.635303552,-0.5,3852288,36.20467570006985,-0.010481770833333251,1.890284522466027,0.017569501,832,0.000292332288,-34.03318405151367,0.9641544222831726,0.9994255304336548,-0.02623980463249609,0.15196533203125,-0.38701584935188293,0.2,0.0006739089207258075
210,0.01,-8.71148289132746e-09,-0.21978343151625285,0.0,2765,58.42,-1.1395777390466274e-05,-0.06928061400140235,-0.2155806054100844,-0.00012496207584850936,-0.30726914028762586,0.0,0.0,0.0,1399,-0.008002580329496113,-1.9426175417691194,0.10145533846528343,-0.11529159932345798,-0.48854158021628863,-0.00222171826797402,0.0,-0.0033481042985606356,0.0,0.0,-0.03990299614679519,-1.3889558196990581,-0.07651927185032334,0.0,0.0,0.0,0.051880099943488106,0.0642048,34.63072,-0.48837502252315346,-0.009909917398342967,-158.31622587,0.635232896,-0.5,3870720,35.5093684628492,-0.010698784722222122,1.807745759775348,0.017637393,836,0.00029229542399999997,-34.03839664459228,0.9645856022834778,0.999854326248169,-0.026548465131781995,0.15635986328125,-0.394487589597702,0.2,0.0006653904769336805
211,0.01,-8.79210221370088e-09,-0.22546354580089942,0.0,2765,60.12,-1.1428986672564713e-05,-0.06956000893230921,-0.2170061056463758,-0.000130127411870417,-0.3045805737530383,0.0,0.0,0.0,1406,-0.007768992091237232,-1.951414003404922,0.0997620380826309,-0.11350841034888763,-0.4932809067557258,-0.001516032500111653,0.0,-0.0035309916598853333,0.0,0.0,-0.034914210191340424,-1.3798499767728023,-0.07961387761790621,0.0,0.0,0.0,0.05195759685266679,0.064512,34.6768,-0.4870686323414367,-0.011800105069091337,-160.00015604,0.63516224,-0.5,3889152,34.916713328920814,-0.01016710069444436,1.7522530961349796,0.018115357,840,0.00029225856,-34.037169456481934,0.9633191227912903,0.9996519088745117,-0.02700686517637223,0.166015625,-0.39064088463783264,0.2,0.0006865930190542713
212,0.01,-8.474138331804565e-09,-0.2299339156262889,0.0,2765,59.58,-1.1545710250722328e-05,-0.06957070386134792,-0.21725541837751824,-0.00013152417840621195,-0.30974843897561866,0.0,0.0,0.0,1412,-0.0077065416797327336,-1.975865774817172,0.09835262162194391,-0.11653690956266033,-0.5065859546334034,-0.0019768560116642945,0.0,-0.003596846414950503,0.0,0.0,-0.040190952717248145,-1.3891552690653652,-0.08156431407298702,0.0,0.0,0.0,0.053170974383268954,0.0648192,34.722879999999996,-0.48211624621599086,-0.009056511700489663,-159.45546551000004,0.635091584,-0.5,3907584,34.42341756768037,-0.01035156249999992,1.7544333017150395,0.018368423,844,0.000292221696,-34.028110122680665,0.964314877986908,0.999199628829956,-0.027943268575472757,0.16488037109375,-0.39355599880218506,0.2,0.0006872049969388172
213,0.01,-8.209721531075008e-09,-0.22147473475775498,0.0,2766,59.98,-1.164280859090015e-05,-0.06961619113513436,-0.21833652842148588,-0.00013207437736139008,-0.3060547169365557,0.0,0.0,0.0,1419,-0.008104644958112509,-1.9527111174507388,0.09778557677675662,-0.11469572737474798,-0.4935948371108595,-0.001872555692659612,0.0,-0.003592851544004879,0.0,0.0,-0.03754162631598095,-1.3852848639146562,-0.07841183654822587,0.0,0.0,0.0,0.05151351960828673,0.0651264,34.76896,-0.48461588341624917,-0.01013506910627863,-159.86083265999997,0.635020928,-0.5,3926016,34.22495187186482,-0.010579427083333252,1.6733621122429114,0.018458389,848,0.000292184832,-34.02797298431396,0.9650259017944336,0.999712347984314,-0.02583432614337653,0.156982421875,-0.3943542540073395,0.2,0.0006586582603631541
214,0.01,-8.30943974051813e-09,-0.23259667863267441,0.0,2766,60.34,-1.1651994408256399e-05,-0.06950495423503156,-0.2174860374360311,-0.00013333570935078853,-0.30425069409842437,0.0,0.0,0.0,1425,-0.008026220505907561,-1.982192356968128,0.10186716764610707,-0.11465646266602834,-0.5081011044989753,-0.00183023541192527,0.0,-0.003596482765448432,0.0,0.0,-0.039795803554316875,-1.3750039225679043,-0.08214703813342512,0.0,0.0,0.0,0.05343576185543139,0.0654336,34.815039999999996,-0.48282319537577806,-0.009556727697296688,-160.21547157,0.634950272,-0.5,3944448,35.65350867613747,-0.010601128472222129,1.8296220303062887,0.018833268,852,0.000292147968,-34.036482429504396,0.9673530459403992,0.9996541738510132,-0.027865597140043975,0.166015625,-0.3920309245586395,0.2,0.0005970252677798271
215,0.01,-8.321129337058329e-09,-0.22312709704980355,0.0,2766,59.98,-1.1694403444802719e-05,-0.06949182688596965,-0.21692443058782404,-0.00013051439189184266,-0.30661603791060776,0.0,0.0,0.0,1432,-0.007910449816413244,-1.9568030232465168,0.1011853737105595,-0.11657283783704325,-0.49472170901232015,-0.0015878240205604041,0.0,-0.003535594573708103,0.0,0.0,-0.04407005307608339,-1.3751986156550051,-0.07851150256414392,0.0,0.0,0.0,0.051793383787384614,0.0657408,34.86112,-0.48321975529840583,-0.010471439757060984,-159.85594769000002,0.634879616,-0.5,3962880,35.414880798695826,-0.010655381944444356,1.791744557358999,0.017209833,856,0.000292111104,-34.02881412506103,0.9668849110603333,0.9993647933006287,-0.025410297664348037,0.15904541015625,-0.3874776065349579,0.2,0.000626805130741559
216,0.01,-8.699199847442489e-09,-0.2223666736773845,0.0,2766,59.33,-1.1643151151846658e-05,-0.06958894800534114,-0.21528333953967663,-0.00013310699891257865,-0.30337360274975333,0.0,0.0,0.0,1439,-0.008179897702678669,-1.957314165102463,0.10336325025201193,-0.11581185231989595,-0.4990753422729724,-0.0017436501155453068,0.0,-0.003677299267370949,0.0,0.0,-0.04318508233221263,-1.377097569415896,-0.07901585492343356,0.0,0.0,0.0,0.052366478059992574,0.066048,34.9072,-0.4855135680569942,-0.009055426391164979,-159.21658261,0.63480896,-0.5,3981312,36.177137588204175,-0.011002604166666562,1.8696992147376903,0.017431896,860,0.00029207424,-34.02752799987793,0.9697417616844177,0.9994443655014038,-0.02582049205666408,0.15634765625,-0.388533353805542,0.2,0.0005570831635850482
217,0.01,-7.65618547494232e-09,-0.22648061289041854,0.0,2766,60.94,-1.1587297231877761e-05,-0.06953487976018924,-0.21759073351489241,-0.0001329528794290039,-0.29384137226535045,0.0,0.0,0.0,1445,-0.008117632894406064,-1.9492889977521857,0.10128303890071758,-0.11104824502640834,-0.4907458582931788,-0.0016058941065376336,0.0,-0.0036316619549599974,0.0,0.0,-0.0370211281549989,-1.373614947633157,-0.07996677008984236,0.0,0.0,0.0,0.0527497110973453,0.0663552,34.95328,-0.4838442962683176,-0.010213736200562885,-160.82583815,0.634738304,-0.5,3999744,35.44906361525115,-0.00975477430555551,1.8076674065072946,0.017758235,864,0.000292037376,-34.02880363464355,0.9672327041625977,0.9994604587554932,-0.026567896793130784,0.15555419921875,-0.39033856987953186,0.2,0.000612867035670206
218,0.01,-7.889585814031199e-09,-0.2251388576876752,0.0,2764,60.06,-1.1654186285261997e-05,-0.0695867076289693,-0.21878659209093487,-0.0001321711724464467,-0.2987361361488092,0.0,0.0,0.0,1453,-0.008273349598711377,-1.9581815284175468,0.09587973339851355,-0.11281694811325058,-0.49740132917687724,-0.0022146327800425646,0.0,-0.0036341579525603026,0.0,0.0,-0.04026361998097923,-1.3697476109770137,-0.07983877538220076,0.0,0.0,0.0,0.0521518511412365,0.0666624,34.999359999999996,-0.48719568317923734,-0.010126930672817657,-159.94917341,0.634667648,-0.5,4018176,33.55790668947974,-0.01066623263888881,1.7345660520794126,0.017574916,868,0.00029200051199999996,-34.030759239196776,0.9606400728225708,0.999595046043396,-0.02496516042156145,0.15914306640625,-0.3844945728778839,0.2,0.0007434968982124701
