time/iterations,curriculum/ent_coef,reward_terms/lat_vel,reward_terms/vz,curriculum/ctrl_jitter_ms,time/fps,rollout/ep_len_mean,reward_terms/motor_vel,reward_terms/residual,reward_terms/action_rate,reward_terms/energy,reward_terms/angmom,reward_terms/residual_rate,reward_terms/duty_sym,reward_terms/stop,time/time_elapsed,reward_terms/hip_roll,reward_terms/fwd_speed,ankle/ankle_defl_peak,reward_terms/ang_xy,reward_terms/upright,reward_terms/stance,curriculum/ctrl_drop_prob,reward_terms/torque,reward_terms/assist_pen,reward_terms/alive,reward_terms/foot_slip,reward_terms/coef_rate,reward_terms/height,reward_terms/foot_ahead,reward_terms/air_time,reward_terms/overrun,reward_terms/clearance,curriculum/eff_scale,curriculum/sprint_dist_m,reward_terms/phase_contact,reward_terms/stance_time,rollout/ep_rew_mean,curriculum/stance_ratio,reward_terms/time,time/total_timesteps,ankle/ankle_spring_trq_peak,reward_terms/step_rate,ankle/ankle_spring_energy_peak,train/approx_kl,train/n_updates,train/learning_rate,train/entropy_loss,train/explained_variance,train/std,train/policy_gradient_loss,train/clip_fraction,train/loss,train/clip_range,train/value_loss
310,0.01,-9.762365884957455e-09,-0.23547355558595534,0.0,2772,62.3,-1.925815658790253e-05,-0.07397672116021478,-0.2048077271081436,-0.00022678576937715144,-0.2733420367586388,0.0,0.0,0.0,2061,-0.020165250638419147,-2.033560887858836,0.09413681721034478,-0.10522759001345383,-0.5506868874100708,-0.01877263972167307,0.0,-0.006332232601745362,0.0,0.0,-0.08978208599032823,-1.336272548200699,-0.09188551204286219,0.0,1.085065175882644e-06,0.0,0.05581226211522036,0.0949248,39.23872,-0.45766270768249484,-0.01111163023678172,-162.13796367,0.628167296,-0.5,5713920,32.947886023620676,-0.009613715277777731,1.5868138187049698,0.018012885,1236,0.00028860902399999996,-33.963852119445804,0.9686444997787476,0.9967007637023926,-0.02196038725087419,0.177783203125,-0.3795334994792938,0.2,0.0006964031868847087
311,0.01,-1.05180993906288e-08,-0.23331374241483838,0.0,2772,62.35,-1.9496843100813486e-05,-0.07413707924702734,-0.20766445523553884,-0.00022741522680966842,-0.27266575089044465,0.0,0.0,0.0,2067,-0.020474880264625985,-2.027378022277578,0.10026595442520278,-0.10249626822327221,-0.5458224866953081,-0.021276310699228404,0.0,-0.00634707819301961,0.0,0.0,-0.0991581386006301,-1.339418045040024,-0.09059027939918625,0.0,0.0,0.0,0.05567126015815861,0.095232,39.2848,-0.46583605006090717,-0.011474042838219449,-162.18029549000002,0.62809664,-0.5,5732352,35.09308404882097,-0.010036892361111037,1.7741621228547477,0.018685188,1240,0.00028857216,-33.95914573669434,0.9699599742889404,0.996165931224823,-0.02094890975859016,0.1658447265625,-0.38288614153862,0.2,0.0006722996942698956
312,0.01,-1.04916913740427e-08,-0.2384141777265715,0.0,2772,62.79,-1.954758356815707e-05,-0.07420223048493939,-0.20477628360501335,-0.00022909544114579788,-0.2727798726177979,0.0,0.0,0.0,2074,-0.02184260946434828,-2.0473022643365173,0.09639698167317046,-0.10519424844125853,-0.5532034072795988,-0.02520882825725522,0.0,-0.006312789160876468,0.0,0.0,-0.10130786983801572,-1.3366724729843782,-0.09283381571295427,0.0,0.0,0.0,0.05675191485489438,0.0955392,39.33088,-0.45866905482481113,-0.011204945872628337,-162.6215047,0.628025984,-0.5,5750784,33.73894358560966,-0.009754774305555505,1.642684632082425,0.018189816,1244,0.000288535296,-33.950073432922366,0.9692825078964233,0.9959689974784851,-0.021340349817182868,0.1725341796875,-0.37572842836380005,0.2,0.0006832687417045235
313,0.01,-1.0474102463880834e-08,-0.23772533345334784,0.0,2772,62.71,-1.953510047980857e-05,-0.07409440496121754,-0.20449646719966533,-0.00022890682195222603,-0.2828758530963785,0.0,0.0,0.0,2080,-0.021734956059969848,-2.055130284050664,0.10209470125477998,-0.10797327859208274,-0.5599871355114375,-0.02285214859813684,0.0,-0.006403657440972468,0.0,0.0,-0.09552792122260921,-1.337577050282215,-0.09264398549718926,0.0,8.68055051089161e-06,0.0,0.057101591018216435,0.0958464,39.37696,-0.45397265398595177,-0.010892446573254548,-162.55466479000003,0.627955328,-0.5,5769216,35.73314543917299,-0.010525173611111013,1.840304591964905,0.019403616,1248,0.000288498432,-33.95295600891113,0.9729852080345154,0.996383547782898,-0.020937878906261177,0.17186279296875,-0.3808025121688843,0.2,0.000587774597806856
314,0.01,-1.0663322832216474e-08,-0.23533863120433887,0.0,2772,61.59,-1.958677130701158e-05,-0.07439267378617476,-0.20568128988472567,-0.00023174443357184486,-0.2721080022401175,0.0,0.0,0.0,2087,-0.022310558184209104,-2.0391259844730936,0.10230748901793638,-0.1031501759804373,-0.5505534364226579,-0.024814171874017035,0.0,-0.006515717438657687,0.0,0.0,-0.10627322260359648,-1.3416303260518785,-0.09193310414351236,0.0,0.0,0.0,0.05622245017948846,0.0961536,39.42304,-0.45616102702925887,-0.011437150754823556,-161.42425709,0.627884672,-0.5,5787648,35.80762115627773,-0.009472656249999961,1.8382208854744235,0.017393494,1252,0.000288461568,-33.95698642730713,0.975513219833374,0.9963590502738953,-0.01954164281487465,0.1654541015625,-0.372587651014328,0.2,0.0005137834552442655
315,0.01,-1.0702414819670655e-08,-0.2406107650305928,0.0,2772,62.13,-1.9796289793275522e-05,-0.07439246971673101,-0.2051247087813861,-0.00023387575027216374,-0.2774102004095785,0.0,0.0,0.0,2094,-0.023153461000248263,-2.0595057387772826,0.09946911506481923,-0.1058240834256326,-0.5582234856624572,-0.023266945320781517,0.0,-0.006495736808641441,0.0,0.0,-0.11273408529971363,-1.338450629256454,-0.09343992620218648,0.0,0.0,0.0,0.057061151156178075,0.0964608,39.469120000000004,-0.46153794654765473,-0.012821154382739527,-161.97365859000004,0.627814016,-0.5,5806080,34.81419027268673,-0.00979817708333328,1.7321023322901374,0.018887334,1256,0.00028842470399999997,-33.951724243164065,0.9730713367462158,0.9961376190185547,-0.020784621499478816,0.16904296875,-0.3758329749107361,0.2,0.0005801727063953876
316,0.01,-1.1070190537729128e-08,-0.2386790330012446,0.0,2772,62.36,-1.9906216972237895e-05,-0.07464570499620167,-0.20497310146175246,-0.00023144592143339512,-0.27576259278289733,0.0,0.0,0.0,2100,-0.023049614368590116,-2.0569502129043453,0.10159604698293329,-0.10386138933581332,-0.5561607158425873,-0.026342239727300522,0.0,-0.006480673660511825,0.0,0.0,-0.1061269073002003,-1.3332973709642135,-0.09300367621193027,0.0,1.085065175882644e-06,0.0,0.056459370161858285,0.096768,39.5152,-0.4574142174881069,-0.011773521628735276,-162.19245582000002,0.62774336,-0.5,5824512,35.55861644402665,-0.009733072916666613,1.8324417669950948,0.017168628,1260,0.00028838784,-33.94887161254883,0.9765623211860657,0.9958047270774841,-0.01902321702800691,0.1576416015625,-0.3741690516471863,0.2,0.0005094970765640028
317,0.01,-1.0174712359570968e-08,-0.23544014909140396,0.0,2772,61.84,-1.9658086712694388e-05,-0.07446728763626238,-0.20496397720547233,-0.00023238364368157976,-0.2744994893064036,0.0,0.0,0.0,2107,-0.021767182763230433,-2.035883174312332,0.10046085727522377,-0.10383877201962771,-0.5520750464633617,-0.0231782381837694,0.0,-0.006542551858674401,0.0,0.0,-0.10827104025869297,-1.3298553879041337,-0.09190986483745045,0.0,0.0,0.0,0.05617185078240515,0.0970752,39.56128,-0.45898586192069984,-0.012006811139548922,-161.67096189,0.627672704,-0.5,5842944,35.16130004632832,-0.009960937499999937,1.7699227041812235,0.018221024,1264,0.000288350976,-33.94278450012207,0.9719805121421814,0.9957269430160522,-0.01957600940950215,0.15693359375,-0.3791453540325165,0.2,0.0006159365701023489
318,0.01,-9.977180336954327e-09,-0.23336257930780568,0.0,2772,62.99,-2.006460109519073e-05,-0.07439841727199901,-0.2028690878920719,-0.00023555388929115387,-0.2794420634704039,0.0,0.0,0.0,2113,-0.023011319995392285,-2.034540716586047,0.10399030462091621,-0.10439997062495979,-0.548648594176584,-0.027759770694261887,0.0,-0.006531004897724562,0.0,0.0,-0.1131412021202016,-1.3327301478497995,-0.09108771821438363,0.0,0.0,0.0,0.055777750844156655,0.0973824,39.60736,-0.46714037452335155,-0.01263615014775294,-162.81875641,0.627602048,-0.5,5861376,36.39660661732067,-0.009548611111111067,1.9021909866848954,0.019217554,1268,0.000288314112,-33.938147735595706,0.9724865555763245,0.9956029653549194,-0.020978942723013462,0.17230224609375,-0.3802868723869324,0.2,0.0006268064491450787
319,0.01,-1.093090806305608e-08,-0.2348964907870309,0.0,2772,62.86,-2.0116954532107525e-05,-0.07465187417998756,-0.20432886545796586,-0.00023641716675663695,-0.27310780845537064,0.0,0.0,0.0,2120,-0.02186549754458668,-2.048740243678951,0.09633351876350624,-0.10316311000393392,-0.5596835271686149,-0.02527401060115402,0.0,-0.006637319782192283,0.0,0.0,-0.10915841730275279,-1.3324886009348311,-0.09224493391758595,0.0,0.0,0.0,0.056576304442502785,0.0976896,39.65344,-0.45363093453632497,-0.011549454871177053,-162.69121166999997,0.627531392,-0.5,5879808,33.716731567227185,-0.009874131944444399,1.7340816888449784,0.017989988,1272,0.000288277248,-33.92963695526123,0.9769988656044006,0.995029091835022,-0.02089034703094512,0.15816650390625,-0.3802795112133026,0.2,0.0005119264606037177
320,0.01,-1.082934328053812e-08,-0.23544101477941293,0.0,2772,62.32,-2.0325241117441052e-05,-0.07464175378449542,-0.20485955967033032,-0.00023858752805487257,-0.27511075809608615,0.0,0.0,0.0,2127,-0.023188925177875682,-2.0451056157532905,0.10094993569613392,-0.10478181643519026,-0.557772704688491,-0.02815836380823604,0.0,-0.0067022072177966505,0.0,0.0,-0.10660757163890204,-1.3380591432431195,-0.09248146980156467,0.0,0.0,0.0,0.056712314732027744,0.0979968,39.69952,-0.4582693517428549,-0.010910350051643845,-162.16045203,0.627460736,-0.5,5898240,35.33247749364687,-0.010308159722222147,1.798928707807134,0.016103376,1276,0.000288240384,-33.92154808044434,0.9748749136924744,0.9948111772537231,-0.019249737029895186,0.15682373046875,-0.3759017586708069,0.2,0.0005539121106266975
321,0.01,-1.1038466880796085e-08,-0.233334011048835,0.0,2772,61.34,-2.022835206814914e-05,-0.07445208163876782,-0.20445318540413002,-0.00023500895866840913,-0.2730931992258168,0.0,0.0,0.0,2133,-0.02343938384267328,-2.0377080461046067,0.10109907889091163,-0.1044724811133691,-0.549376799549695,-0.028274779815607838,0.0,-0.00665297559575699,0.0,0.0,-0.10527937185066992,-1.3306309439568693,-0.09134041419350511,0.0,0.0,0.0,0.05575931400509382,0.098304,39.745599999999996,-0.4592751041152357,-0.011331899073815698,-161.17548701999996,0.6273900800000001,-0.5,5916672,35.38467761181907,-0.009667968749999941,1.7893978004805347,0.018447338,1280,0.00028820352,-33.92312793731689,0.9727987051010132,0.9950073957443237,-0.02076453196350485,0.1697998046875,-0.37744349241256714,0.2,0.0005938226211583241
322,0.01,-1.0764774882031483e-08,-0.23058209013809305,0.0,2772,61.27,-2.0481469670803408e-05,-0.0748501963627333,-0.2028605542996759,-0.00023700045009464308,-0.27486848370563305,0.0,0.0,0.0,2140,-0.022873890187023363,-2.0269002297746503,0.10199011561874047,-0.10343132635369764,-0.546018694857366,-0.028820785707657268,0.0,-0.006675621783819714,0.0,0.0,-0.114757081251599,-1.333973484462586,-0.0901141136569811,0.0,0.0,0.0,0.05573713125060997,0.0986112,39.79168,-0.46447940488359574,-0.012052926377186345,-161.10628927,0.6273194240000001,-0.5,5935104,35.69654046655916,-0.010026041666666603,1.82418348238292,0.018666083,1284,0.000288166656,-33.92405319213867,0.969132125377655,0.9950889348983765,-0.020993503252975644,0.17237548828125,-0.38031187653541565,0.2,0.0007007566367974505
323,0.01,-1.0361495821860958e-08,-0.23697560788888883,0.0,2773,62.03,-2.052040820907387e-05,-0.07496711433283994,-0.20247799784835205,-0.00024330229010390963,-0.2792526474620409,0.0,0.0,0.0,2146,-0.024031847264016658,-2.0584153079225933,0.09758179322390922,-0.10590074541251902,-0.5591910765988519,-0.031132214286943096,0.0,-0.0069092770723800335,0.0,0.0,-0.12715081461338626,-1.3316998673418299,-0.09310050376394245,0.0,0.0,0.0,0.05638252274478279,0.0989184,39.83776,-0.4621154700951162,-0.01226234430537766,-161.84252659,0.6272487680000001,-0.5,5953536,34.15362762836823,-0.009950086805555465,1.6681444388519924,0.020339826,1288,0.00028812979199999996,-33.92882652282715,0.9682766795158386,0.9953143000602722,-0.022044037008890884,0.18035888671875,-0.3798351287841797,0.2,0.0007088066777214408
324,0.01,-1.0444661402590174e-08,-0.2360099255517757,0.0,2773,62.62,-2.0916223699124495e-05,-0.07497805403169734,-0.20034448683303047,-0.0002493671737559334,-0.2749894318391146,0.0,0.0,0.0,2153,-0.024201422131032373,-2.0516717438013568,0.09919914658586065,-0.10461017411173795,-0.5589119780636842,-0.028123475888516696,0.0,-0.007032516998107339,0.0,0.0,-0.12887201175905927,-1.330082315353927,-0.09302834652969866,0.0,0.0,0.0,0.05681995083446193,0.0992256,39.88384,-0.46462476681310805,-0.012823324592318386,-162.43657603000003,0.6271781120000001,-0.5,5971968,34.71970130505123,-0.009711371527777712,1.7233386046435544,0.018303556,1292,0.00028809292799999997,-33.930834007263186,0.9739456176757812,0.9953120946884155,-0.02027632319368422,0.16650390625,-0.3755508363246918,0.2,0.0005747201619669795
325,0.01,-1.0633301450682235e-08,-0.23438999201367108,0.0,2773,63.09,-2.0576787268089564e-05,-0.07526810517149046,-0.20551836715893954,-0.0002491157995473151,-0.2786782231577008,0.0,0.0,0.0,2160,-0.023262222470208597,-2.0529834011138504,0.11377187352852425,-0.1054935181142707,-0.5588190405336569,-0.02702967319879457,0.0,-0.007134876430432985,0.0,0.0,-0.13180597944680025,-1.335559089153189,-0.09209441940329297,0.0,0.0,0.0,0.05661188820786452,0.0995328,39.92992,-0.46379790906674234,-0.013696803931250341,-162.92271068999997,0.6271074560000001,-0.5,5990400,39.82015573498349,-0.009700520833333271,2.2677364111853135,0.01871118,1296,0.000288056064,-33.92691516876221,0.9741283059120178,0.995210587978363,-0.020097159314900637,0.176513671875,-0.37724313139915466,0.2,0.0005645962097332813
326,0.01,-1.1198113065988694e-08,-0.23375434410123447,0.0,2771,62.52,-2.0966023477013857e-05,-0.07533968607745094,-0.20421793334098726,-0.00024603690747050167,-0.2736231040992425,0.0,0.0,0.0,2167,-0.02382002539737645,-2.035690144094421,0.0979251683923259,-0.10628274620616468,-0.5499289277072266,-0.025601202993007957,0.0,-0.007006487384504499,0.0,0.0,-0.11449303860057577,-1.3334909461814277,-0.09116390214600947,0.0,0.0,0.0,0.05524372946051681,0.09984,39.976,-0.4664652130573333,-0.012366510762755448,-162.35339337,0.6270368000000001,-0.5,6008832,34.273808937314065,-0.010123697916666589,1.6788677775393754,0.018017977,1300,0.0002880192,-33.92975292205811,0.9717889428138733,0.9951308965682983,-0.01820834962418303,0.17760009765625,-0.373904287815094,0.2,0.000616095753503032
327,0.01,-1.092062059532365e-08,-0.23841746512628634,0.0,2771,63.3,-2.131216953604323e-05,-0.07525136017058337,-0.20248952719113963,-0.00025311376307874246,-0.28069712042251466,0.0,0.0,0.0,2174,-0.025593050982126074,-2.0644634191534275,0.1010110836097789,-0.10499647198481966,-0.5631996329220623,-0.0314792318098943,0.0,-0.0072321505900609095,0.0,0.0,-0.12141302458520416,-1.3262018474392558,-0.09360231967699609,0.0,0.0,0.0,0.056521833094007636,0.1001472,40.02208,-0.4596471920809637,-0.012490751213691611,-163.12117108,0.6269661440000001,-0.5,6027264,35.35387926342261,-0.009559461805555489,1.7886520298295248,0.01814975,1304,0.000287982336,-33.93177394866943,0.971371054649353,0.9955262541770935,-0.019391865096986295,0.17386474609375,-0.37521108984947205,0.2,0.0006305620248895138
328,0.01,-1.1044609577083388e-08,-0.23600474681345973,0.0,2771,62.67,-2.1329243956770704e-05,-0.07547134657517943,-0.19966939940554246,-0.0002535404986737317,-0.27639037078764833,0.0,0.0,0.0,2181,-0.025135789965220298,-2.060995023056513,0.09981878051622775,-0.10639771836715481,-0.5590587455705854,-0.03287682506886149,0.0,-0.007235882644976673,0.0,0.0,-0.12778976262509942,-1.3341917839380615,-0.09232938787815144,0.0,7.595485335008965e-06,0.0,0.056781812677402836,0.1004544,40.06816,-0.46096408316109727,-0.01242781721359481,-162.50175278999998,0.6268954880000001,-0.5,6045696,34.936573180679716,-0.009906684027777717,1.744507038957511,0.018555531,1308,0.00028794547199999997,-33.93367443084717,0.9750262498855591,0.9951359629631042,-0.018883195612579583,0.158544921875,-0.37473195791244507,0.2,0.0005584965634625405
329,0.01,-1.0797074636573964e-08,-0.23573171932825307,0.0,2772,62.98,-2.1388342772312012e-05,-0.075515370753007,-0.20139093233793737,-0.0002553473990649555,-0.2732582495140495,0.0,0.0,0.0,2187,-0.026824360865096975,-2.0511162622382852,0.10451708832419279,-0.10434609266470878,-0.5557564406747927,-0.03768013653372122,0.0,-0.007282858109064164,0.0,0.0,-0.1302449928664546,-1.3304407220332064,-0.09216726514031329,0.0,0.0,0.0,0.056187288708668626,0.1007616,40.11424,-0.4671074678355052,-0.012525473237878436,-162.80215220999997,0.626824832,-0.5,6064128,36.58098091346748,-0.009711371527777714,1.9264171594872446,0.017302878,1312,0.000287908608,-33.92307472229004,0.9717037677764893,0.994799017906189,-0.019620225951075553,0.15615234375,-0.374919056892395,0.2,0.0006475417292676866
330,0.01,-1.093251112802174e-08,-0.2344054368623,0.0,2772,63.01,-2.1359607796451986e-05,-0.07564482672157853,-0.2024868613813855,-0.00025455643956136996,-0.27880432305385566,0.0,0.0,0.0,2194,-0.026118694947627367,-2.054684344707204,0.10605099871580542,-0.10406723216577264,-0.554152952416155,-0.03413309390743188,0.0,-0.007197036585888755,0.0,0.0,-0.12478226058306019,-1.3298141838902728,-0.09194586140103714,0.0,1.085065175882644e-06,0.0,0.056597250461149225,0.1010688,40.16032,-0.4662557585116312,-0.01229326876960436,-162.84270938,0.626754176,-0.5,6082560,37.1178495505319,-0.009852430555555488,1.970753537673939,0.019138968,1316,0.000287871744,-33.92339668273926,0.9726158380508423,0.9950612783432007,-0.01956123925046995,0.17838134765625,-0.376184344291687,0.2,0.0006040468229912222
331,0.01,-1.1008986322422698e-08,-0.2351926704749093,0.0,2772,62.54,-2.144950969597682e-05,-0.07532023144037456,-0.20300832545731778,-0.0002548388453207192,-0.2747007724859729,0.0,0.0,0.0,2200,-0.025119206677386985,-2.0549552557863784,0.09517799051775341,-0.10502258502812169,-0.5624405306022009,-0.03236491610067106,0.0,-0.007254272283953376,0.0,0.0,-0.11632257312038045,-1.3312077599001055,-0.09228959238292661,0.0,3.2552052289247513e-06,0.0,0.056644080342918506,0.101376,40.2064,-0.46492186255306867,-0.01252167553078228,-162.37039035,0.62668352,-0.5,6100992,33.312296681213695,-0.010156249999999915,1.687513911665588,0.017931614,1320,0.00028783488,-33.923313522338866,0.9743296504020691,0.9950420260429382,-0.019814795709680765,0.16739501953125,-0.38151636719703674,0.2,0.0005703593662474305
332,0.01,-1.069448638065048e-08,-0.2355729967509597,0.0,2772,63.16,-2.1418798675713595e-05,-0.07550762742490473,-0.20099119904364093,-0.00025676713172235566,-0.27703393341863936,0.0,0.0,0.0,2207,-0.02510548361062361,-2.0579664284695354,0.09833409727868367,-0.1044993861389957,-0.5561788390316404,-0.02944177177252521,0.0,-0.0073283318922265596,0.0,0.0,-0.12751561867853453,-1.3349812641997212,-0.09234718183335869,0.0,0.0,0.0,0.05630940232441829,0.1016832,40.25248,-0.46656882731476557,-0.012349692310736928,-162.97316328000002,0.626612864,-0.5,6119424,34.416934047539286,-0.00966796874999994,1.7050206644132502,0.016873492,1324,0.00028779801599999996,-33.92301578521729,0.973484456539154,0.994992733001709,-0.0173527626786381,0.15736083984375,-0.37189945578575134,0.2,0.0005864813836524263
333,0.01,-1.080851196799518e-08,-0.23505584877991936,0.0,2772,62.97,-2.169743270076192e-05,-0.07544914757890835,-0.20013441104549354,-0.00025963866184276687,-0.2754734408800268,0.0,0.0,0.0,2213,-0.025990329027082697,-2.0581162274089113,0.0997008356264536,-0.10334776074629491,-0.5606631127766054,-0.03022482035934036,0.0,-0.007401226727326386,0.0,0.0,-0.13362197519694113,-1.3379963684775342,-0.09271369336581897,0.0,0.0,0.0,0.05600587341687735,0.1019904,40.298559999999995,-0.4669232297768344,-0.012754422806513807,-162.79756879999996,0.626542208,-0.5,6137856,34.89529246925876,-0.00998263888888881,1.7794119998648226,0.018279877,1328,0.000287761152,-33.918032836914065,0.9724615216255188,0.9948043823242188,-0.019589524937327952,0.16756591796875,-0.37441369891166687,0.2,0.0006154515547677874
334,0.01,-1.0714878537907e-08,-0.23220434367445517,0.0,2772,62.42,-2.1694690128580327e-05,-0.07580882278475598,-0.20104834669963448,-0.0002655413278209325,-0.2760008943657185,0.0,0.0,0.0,2220,-0.0256277011959945,-2.053134583828656,0.09641648775941677,-0.10383424592386264,-0.5569988101094658,-0.03137660088798628,0.0,-0.007588835020238684,0.0,0.0,-0.14126511594900693,-1.3314260112642173,-0.09194942062874231,0.0,0.0,0.0,0.055926651608797985,0.1022976,40.34464,-0.4639617276325253,-0.011976971607913988,-162.257481,0.626471552,-0.5,6156288,33.74577071579587,-0.010004340277777702,1.6462054641373691,0.017909538,1332,0.000287724288,-33.921742820739745,0.9750797748565674,0.9948310852050781,-0.020336231705732642,0.1703125,-0.38026827573776245,0.2,0.0005579049175139517
335,0.01,-1.0901329984271153e-08,-0.23410365302895908,0.0,2772,62.89,-2.2143431130360045e-05,-0.07594230526119392,-0.20180434804963931,-0.00026310306662813117,-0.27578378440237983,0.0,0.0,0.0,2227,-0.025811640492714047,-2.0489093146500537,0.10342640092015243,-0.10386039859447002,-0.5566344923622184,-0.03384769574663024,0.0,-0.007420309805980994,0.0,0.0,-0.12818435604028305,-1.3441383526984512,-0.09233114805338839,0.0,0.0,0.0,0.05643322431185481,0.1026048,40.39072,-0.46614777002872576,-0.012547174910044609,-162.73117491000002,0.626400896,-0.5,6174720,36.19924032205335,-0.010015190972222154,1.872057083109034,0.018506408,1336,0.000287687424,-33.922616958618164,0.9705255627632141,0.9950755834579468,-0.019975652848370374,0.172216796875,-0.3727762997150421,0.2,0.00065558431961108
336,0.01,-1.0945012443161504e-08,-0.23446779336257778,0.0,2772,61.68,-2.2038481324799612e-05,-0.0759689041571811,-0.2003339111080598,-0.00026250959371171794,-0.2726398353482715,0.0,0.0,0.0,2233,-0.026552493868888825,-2.056510163403052,0.10167858243169,-0.10256965173915028,-0.5566586657593965,-0.035260484427272046,0.0,-0.007446767039146093,0.0,0.0,-0.13194237268083348,-1.338265191372415,-0.0923217713426004,0.0,0.0,0.0,0.05637519897864215,0.102912,40.4368,-0.4656101549011432,-0.012563993190673904,-161.50003746,0.62633024,-0.5,6193152,35.587503851091505,-0.009884982638888824,1.8378879948427724,0.018576507,1340,0.00028765056,-33.921773529052736,0.9734079837799072,0.9949417114257812,-0.020218255696818233,0.16883544921875,-0.3765680193901062,0.2,0.000593034565099515
337,0.01,-1.1218232611624084e-08,-0.23734050342868793,0.0,2772,63.37,-2.1919432686059387e-05,-0.07609584502686614,-0.20198238186583606,-0.0002673174230837252,-0.2822044013963545,0.0,0.0,0.0,2240,-0.026703630711082556,-2.0769024621068146,0.10233483694728432,-0.10471932085680008,-0.5715173545332295,-0.03385044139228396,0.0,-0.007656540402799412,0.0,0.0,-0.13723498985004615,-1.3357722931642875,-0.09437245293341655,0.0,0.0,0.0,0.05723522865779015,0.1032192,40.48288,-0.4627169523307664,-0.012492921285835715,-163.174131,0.626259584,-0.5,6211584,35.81719293154951,-0.009895833333333263,1.8357241920594145,0.018894011,1344,0.00028761369599999997,-33.9181324005127,0.9716165065765381,0.9947303533554077,-0.020875874487683178,0.17978515625,-0.378358393907547,0.2,0.0006516827241284772
338,0.01,-1.086711128120239e-08,-0.23671410742842408,0.0,2772,62.3,-2.240720434700744e-05,-0.07616855455541989,-0.19991652506667262,-0.00027136149156633144,-0.28082741141547907,0.0,0.0,0.0,2246,-0.026270066988684074,-2.0671264828226814,0.09921129699355061,-0.10476719307309032,-0.5643487364050929,-0.03458415657260602,0.0,-0.0077656317558472705,0.0,0.0,-0.13281634110830928,-1.3378798752523329,-0.0935964005044279,0.0,0.0,0.0,0.05687750127708329,0.1035264,40.52896,-0.46808242663930866,-0.012587322106507296,-162.11682562,0.626188928,-0.5,6230016,34.723953947742714,-0.009798177083333267,1.7269849563509028,0.017716903,1348,0.000287576832,-33.91699028015137,0.9775644540786743,0.9947179555892944,-0.017717065406031907,0.16226806640625,-0.3759016692638397,0.2,0.0004982747181202285
339,0.01,-1.1229676111873185e-08,-0.23681735684585092,0.0,2772,62.8,-2.2206457396819913e-05,-0.07630594563921814,-0.19949360675529768,-0.0002709093923782885,-0.2812027929453209,0.0,0.0,0.0,2253,-0.026360110806297413,-2.0622473814092013,0.10281277169802089,-0.10461913054081774,-0.5626129756621916,-0.02973058918421622,0.0,-0.00771254678649606,0.0,0.0,-0.13512501829995874,-1.3336082147943609,-0.09377666750883552,0.0,1.085065175882644e-06,0.0,0.05641965592677124,0.1038336,40.57504,-0.46659998524379315,-0.01396156037096969,-162.61445382,0.626118272,-0.5,6248448,35.98447009430731,-0.009450954861111067,1.8546036330735558,0.018770084,1352,0.000287539968,-33.92303276062012,0.9738672971725464,0.9950631856918335,-0.019379998894874007,0.16390380859375,-0.3762609660625458,0.2,0.0005878307565581053
340,0.01,-1.0896090674203507e-08,-0.23215473963969047,0.0,2773,62.97,-2.2582723753687415e-05,-0.07604221355247814,-0.19991091876654604,-0.00027472289445762806,-0.27939892308204883,0.0,0.0,0.0,2259,-0.027279866340072963,-2.0486453854461177,0.10051329353490748,-0.10481440217498314,-0.5587119141618022,-0.035423054601518206,0.0,-0.007882727430441763,0.0,0.0,-0.13045797288438662,-1.3405269090878145,-0.09296681964345654,0.0,1.085065175882644e-06,0.0,0.05531326220375854,0.1041408,40.621120000000005,-0.46721601249653144,-0.012531441390617855,-162.78790736000002,0.626047616,-0.5,6266880,35.179652737217616,-0.010123697916666587,1.768083643848841,0.01866125,1356,0.000287503104,-33.92425403594971,0.9724569916725159,0.9949321150779724,-0.019457231240812688,0.16334228515625,-0.3763105273246765,0.2,0.000632204397697933
341,0.01,-1.1500978436390618e-08,-0.23124865031272876,0.0,2773,62.88,-2.2612832201397424e-05,-0.0763055605139349,-0.20054030290783278,-0.0002716581712521309,-0.2764705673836483,0.0,0.0,0.0,2266,-0.027546056465026045,-2.045537998534924,0.09594168463034855,-0.10484286087670967,-0.5587599503692894,-0.036581395659231006,0.0,-0.00783939221874634,0.0,0.0,-0.12701344062827227,-1.3505762513542765,-0.09189528487389896,0.0,0.0,0.0,0.05535617551873601,0.104448,40.6672,-0.4692540316042531,-0.01293128878751304,-162.69934075,0.62597696,-0.5,6285312,33.579589620621995,-0.009917534722222149,1.6247164227210873,0.01944541,1360,0.00028746624,-33.92212352752686,0.9727894067764282,0.9949860572814941,-0.020412251306697726,0.18101806640625,-0.37894898653030396,0.2,0.0006142807396827266
