curriculum/ctrl_jitter_ms,rollout/ep_rew_mean,time/fps,reward_terms/energy,reward_terms/motor_vel,reward_terms/duty_sym,reward_terms/phase_contact,time/time_elapsed,reward_terms/clearance,reward_terms/foot_slip,reward_terms/foot_ahead,reward_terms/overrun,curriculum/ent_coef,curriculum/stance_ratio,reward_terms/coef_rate,reward_terms/stance,reward_terms/air_time,time/total_timesteps,reward_terms/residual_rate,reward_terms/lat_vel,ankle/ankle_spring_trq_peak,reward_terms/action_rate,reward_terms/height,reward_terms/stop,reward_terms/step_rate,reward_terms/time,rollout/ep_len_mean,curriculum/eff_scale,reward_terms/residual,reward_terms/fwd_speed,curriculum/sprint_dist_m,ankle/ankle_defl_peak,reward_terms/stance_time,curriculum/ctrl_drop_prob,reward_terms/upright,reward_terms/angmom,reward_terms/ang_xy,reward_terms/hip_roll,reward_terms/vz,time/iterations,reward_terms/assist_pen,reward_terms/torque,ankle/ankle_spring_energy_peak,reward_terms/alive,train/explained_variance,train/std,train/clip_range,train/approx_kl,train/entropy_loss,train/learning_rate,train/loss,train/policy_gradient_loss,train/value_loss,train/clip_fraction,train/n_updates
0.0,-20.845414980000005,3752,-0.024791892223070305,-0.004399912690877924,0.0,-0.27316670951957017,58,0.2249398458911361,-0.5716054559092469,0.0,0.0,0.01,0.59326459475,-0.3910574963892865,0.0,0.0005799684828768173,59220594,0.0,-5.119702792392248e-08,26.378695916804194,-0.04719642447758136,-0.023573696354778333,0.0,-0.014040798611110794,-0.5,267.64,0.246675675,-0.10655199245430194,2.907204003961281,62.00135125,0.9207223705690819,0.0,0.0,-0.21966588714228064,-0.068307442884873,-0.2970323986598117,-0.039522382608552446,-0.19533474666493428,12,0.0,-0.2708846411232917,12.14380032358438,0.0,0.9793422818183899,1.0027871131896973,0.2,0.03623709,-34.084717750549316,0.000270398919,10.087484359741211,-0.012529878632631154,20.405088806152342,0.3101318359375,12735
0.0,-24.51562871,3780,-0.02494079923072755,-0.00439787805413469,0.0,-0.2774153333617951,63,0.22559930137937512,-0.5659919650037063,0.0,0.0,0.01,0.59324693075,-0.3848485144520119,0.0,0.0006054675808021178,59239026,0.0,-5.075031518190346e-08,26.611068757534287,-0.046853850615223784,-0.024216030932948537,0.0,-0.014225260416666339,-0.5,265.52,0.246752475,-0.10675442177463154,2.9495043136146104,62.012871249999996,0.928833115446223,0.0,0.0,-0.2303938319016966,-0.0693076347393106,-0.2946046624899633,-0.040487328876452316,-0.1967848281652549,13,0.0,-0.2739780538473346,12.375365996196686,0.0,0.9518378973007202,1.0017608404159546,0.2,0.017183531,-34.07685775756836,0.000270389703,21.137969970703125,-0.010462707967963069,46.73669986724853,0.171630859375,12739
0.0,-16.70660852,3805,-0.0245248495308597,-0.004357880824055501,0.0,-0.2705020782889512,67,0.23240698986333022,-0.56169192475575,0.0,0.0,0.01,0.59322926675,-0.38299862353203223,0.0,0.0006342218451512357,59257458,0.0,-5.0409108557476196e-08,26.48910156590535,-0.04659785650593299,-0.024611801231627296,0.0,-0.013910590277777475,-0.5,274.32,0.246829275,-0.10686847111903675,2.985899243181473,62.02439125,0.9245759708867488,0.0,0.0,-0.22825799399037391,-0.06891662970789995,-0.29163813331108485,-0.03884850282639714,-0.20994291857081587,14,0.0,-0.2665239029345211,12.270282420709014,0.0,0.97065669298172,1.0014314651489258,0.2,0.018711755,-34.07024230957031,0.000270380487,14.801738739013672,-0.016036328580230474,27.025106334686278,0.16650390625,12743
0.0,-22.21422186,3828,-0.025299820112144548,-0.004424680330806089,0.0,-0.27453135280677143,72,0.2154313417932302,-0.5720194861662636,0.0,0.0,0.01,0.5932116027500001,-0.39084905364914124,0.0,0.0006076377079201242,59275890,0.0,-5.1544639550887455e-08,26.427006082325896,-0.047677531893907416,-0.024811127613637685,0.0,-0.014355468749999671,-0.5,269.27,0.246906075,-0.10661288742009158,2.8997379193303714,62.03591125,0.9224085892609388,0.0,0.0,-0.22780466123292553,-0.06762672042220307,-0.297192327417354,-0.04152081769411816,-0.18331483683122712,15,0.0,-0.27841053283957046,12.188420964922548,0.0,0.9843196868896484,1.0014731884002686,0.2,0.021369135,-34.07132987976074,0.000270371271,4.802675247192383,-0.015852079587057234,15.143051481246948,0.19786376953125,12747
0.0,-19.428926309999998,3846,-0.024752778855738348,-0.004388682484343297,0.0,-0.2736813358564685,76,0.2302052249667811,-0.5510510794704515,0.0,0.0,0.01,0.59319393875,-0.38716719098432323,0.0,0.0006125205157635113,59294322,0.0,-4.893193561259063e-08,26.270124172680962,-0.04696542758951142,-0.02522085512064308,0.0,-0.01410590277777747,-0.5,271.91,0.246982875,-0.10687819904675666,2.95340021277738,62.047431249999995,0.9169327808963688,0.0,0.0,-0.23319727739914006,-0.06726518163787892,-0.2954111590337294,-0.038977853705285365,-0.20581911616369433,16,0.0,-0.27122845169360005,12.065813994270567,0.0,0.9549115300178528,1.0008864402770996,0.2,0.017510036,-34.06313018798828,0.000270362055,17.831771850585938,-0.009974798304028809,42.633720016479494,0.1832763671875,12751
0.0,-16.695202979999998,3863,-0.02478464801766315,-0.0043559161272773254,0.0,-0.27283989078889953,81,0.22584075073596954,-0.5736925273066372,0.0,0.0,0.01,0.59317627475,-0.3787305140219036,0.0,0.0005908191475706795,59312754,0.0,-5.015288595696203e-08,26.433978381913548,-0.04653406141537394,-0.026506427871086938,0.0,-0.013910590277777468,-0.5,276.62,0.247059675,-0.10666993742332419,3.030034363914258,62.05895125,0.9226519505030907,0.0,0.0,-0.24504111310639443,-0.0659988325577837,-0.28821041117039586,-0.040158963242660786,-0.20111969890654713,17,0.0,-0.2685364244022066,12.196824155493427,0.0,0.9808068871498108,1.0011537075042725,0.2,0.015362874,-34.06602325439453,0.00027035283899999997,6.507299900054932,-0.0151648395054508,17.365947723388672,0.13505859375,12755
0.0,-22.498959420000002,3879,-0.02507107953238593,-0.004393159098594449,0.0,-0.281264472220558,85,0.2121451635838777,-0.5834496409283615,0.0,0.0,0.01,0.59315861075,-0.3835414742198643,0.0,0.0005457888473756611,59331186,0.0,-5.0038115339164586e-08,26.41912954970653,-0.046576834887605036,-0.028303352742767532,0.0,-0.01406249999999968,-0.5,269.49,0.247136475,-0.10677803201590635,2.9592023297055365,62.07047125,0.9221336666564234,0.0,0.0,-0.2457853887124644,-0.0672162604527733,-0.29112782221085554,-0.04049334653650715,-0.18835089319142936,18,0.0,-0.2775220530833413,12.201273486392624,0.0,0.9845001101493835,1.0015172958374023,0.2,0.025618132,-34.07041721343994,0.000270343623,3.181401252746582,-0.01299843194137793,14.93474771976471,0.213330078125,12759
0.0,-21.321382939999992,3894,-0.025102531916541743,-0.004406335266270327,0.0,-0.27682941720478926,89,0.22174483554251145,-0.5688683007525935,0.0,0.0,0.01,0.59314094675,-0.3885936089173593,0.0,0.0006119779815586904,59349618,0.0,-4.995725192023777e-08,26.205494908542004,-0.046742859496491845,-0.027542512503631534,0.0,-0.014116753472221898,-0.5,268.47,0.247213275,-0.10662264392424917,2.9767599392368838,62.08199125,0.9146769601585342,0.0,0.0,-0.250197071018501,-0.06996185656426403,-0.29301551437560724,-0.04043099906167484,-0.19252940650303374,19,0.0,-0.2755156088385611,11.99486467861913,0.0,0.9664070010185242,1.001596212387085,0.2,0.023777198,-34.07235488891602,0.000270334407,13.283905029296875,-0.011908450175542384,30.838454818725587,0.2138427734375,12763
0.0,-17.76854492,3906,-0.0249538544421811,-0.004374240114893863,0.0,-0.2736972973696016,94,0.2234869867805886,-0.5675924922556673,0.0,0.0,0.01,0.59312328275,-0.3778487455908021,0.0,0.0006190309165200839,59368050,0.0,-5.199094487717075e-08,26.399410614701267,-0.04628827169578356,-0.02692983713677391,0.0,-0.013932291666666362,-0.5,273.81,0.247290075,-0.10684503077230524,3.010621270954891,62.09351125,0.9214453966736917,0.0,0.0,-0.24304534576859954,-0.06741817169726506,-0.2874214647047098,-0.04041955017796565,-0.19685581518554213,20,0.0,-0.2739400164567913,12.16280770154239,0.0,0.983384370803833,1.0019727945327759,0.2,0.024217783,-34.074821090698244,0.000270325191,7.045355796813965,-0.014363768871407955,15.209922170639038,0.21444091796875,12767
0.0,-16.19333937,3918,-0.025191316578718224,-0.004383636507599882,0.0,-0.27556697008468706,98,0.22172266409140534,-0.5683558954170312,0.0,0.0,0.01,0.59310561875,-0.38475994493658244,0.0,0.000623913724363471,59386482,0.0,-5.034602987969343e-08,26.41967819464819,-0.04691529874081532,-0.02636136840730745,0.0,-0.013888888888888576,-0.5,275.83,0.247366875,-0.10682355300903172,2.992566692326522,62.10503125,0.922152816567127,0.0,0.0,-0.24195674655631377,-0.0653055869658446,-0.284246911515887,-0.04037344289930704,-0.17516176710551473,21,0.0,-0.2787535019276835,12.185483710199092,0.0,0.9812029004096985,1.003024697303772,0.2,0.027224606,-34.08484706878662,0.000270315975,9.223082542419434,-0.011683935369364917,18.534494972229005,0.25394287109375,12771
