reward_terms/phase_contact,reward_terms/alive,reward_terms/residual,reward_terms/motor_vel,reward_terms/lat_vel,curriculum/cmd_track_err,reward_terms/upright,reward_terms/hip_roll,reward_terms/stand,reward_terms/stance,time/iterations,reward_terms/assist_pen,reward_terms/time,ankle/ankle_spring_trq_peak,curriculum/swing_frac_mean,curriculum/ent_coef,curriculum/dr_scale,curriculum/swing_frac_min,curriculum/ctrl_jitter_ms,curriculum/ctrl_drop_prob,reward_terms/stand_drift,est/vel_rmse,reward_terms/energy,reward_terms/coef_rate,rollout/ep_len_mean,reward_terms/foot_ahead,reward_terms/overrun,time/time_elapsed,reward_terms/track_lin,reward_terms/torque,time/total_timesteps,rollout/ep_rew_mean,reward_terms/ang_xy,reward_terms/stop,reward_terms/foot_slip,reward_terms/step_rate,reward_terms/angmom,time/fps,curriculum/stance_ratio,reward_terms/vz,reward_terms/fwd_speed,curriculum/eff_scale,ankle/ankle_defl_peak,curriculum/cmd_scale,reward_terms/track_yaw,reward_terms/residual_rate,reward_terms/clearance,reward_terms/air_time,reward_terms/height,reward_terms/action_rate,reward_terms/duty_sym,ankle/ankle_spring_energy_peak,reward_terms/stance_time,train/n_updates,train/loss,train/value_loss,train/clip_range,train/approx_kl,train/entropy_loss,train/clip_fraction,train/policy_gradient_loss,train/explained_variance,train/std,train/learning_rate,curriculum/ctrl_drop_prob_progress,curriculum/dr_scale_progress,curriculum/stance_ratio_progress,curriculum/eff_scale_progress,curriculum/ctrl_jitter_ms_progress
0.0,0.0,-0.09235464377306385,0.0,-9.200409760147816e-09,0.5766701744817516,-0.27546838615654085,-0.07587698863385034,0.3444589142125931,-0.0033752875253731714,11,0.0,0.0,0.0,0.3393012152777778,0.0099778816,0.0,0.2792426215277778,0.0,0.0,-0.03157096679800958,0.4646215949817651,0.0,-0.800852223401969,160.2,0.0,0.0,28,0.6063010649190798,0.0,202752,-57.387295609999995,-0.13472972368222952,0.0,-0.4403739551466453,-0.007052951388888951,-0.17956047936491193,7028,0.7,-0.08644397251376944,0.0,0.0,0.5050388744882615,0.0,1.9999113981380308,0.0,0.0,0.0,-0.020903076999351705,-0.11142548588399631,-0.0077764383168975265,0.0,0.0,21741,192.20533752441406,580.3026000976563,0.2,0.010490446,-36.892399597167966,0.08291015625,-0.012330539227696136,0.8553321361541748,1.0005236864089966,0.0002995392,,,,,
0.0,0.0,-0.09246139507763579,0.0,-7.99160747653488e-09,0.5064118570926804,-0.24644640333228518,-0.07171464322793017,0.4096045755854509,-0.003080441893190512,12,0.0,0.0,0.0,0.33585611979166663,0.009974195200000001,0.0,0.2813042534722222,0.0,0.0,-0.0264942037234627,0.45879153806782585,0.0,-0.8106864678272581,156.01,0.0,0.0,31,0.6693004171658269,0.0,221184,-57.52586446,-0.13988932889681027,0.0,-0.4670996120427827,-0.007096354166666727,-0.15971833454773057,6960,0.7,-0.0744736263063005,0.0,0.0,0.5051809094743795,0.0,1.99989135876133,0.0,0.0,0.0,-0.016559726076481,-0.11135999226640522,-0.004348003838487084,0.0,0.0,21745,200.0915069580078,533.1344024658204,0.2,0.012108022,-36.900620460510254,0.1229736328125,-0.013657704534125514,0.8499033451080322,1.0010607242584229,0.00029949311999999997,,,,,
0.0,0.0,-0.09244338406634413,0.0,-8.472622063647364e-09,0.535119069731356,-0.28986665799677525,-0.0771795518020754,0.4105264846819298,-0.011299730431174927,13,0.0,0.0,0.0,0.3334418402777778,0.0099705088,0.0,0.2609592013888889,0.0,0.0,-0.04303856607799494,0.4382508340437026,0.0,-0.7824164839959307,153.32,0.0,0.0,34,0.6578451321575945,0.0,239616,-57.6988632,-0.13268765351232756,0.0,-0.47448822585356154,-0.007541232638888926,-0.18867650652193052,6899,0.7,-0.08819845051504477,0.0,0.0,0.5050871667318179,0.0,1.9998924391046837,0.0,0.0,0.0,-0.02192058843455322,-0.11019685315884901,-0.003028610646981853,0.0,0.0,21749,179.6715087890625,440.9631713867187,0.2,0.014843893,-36.91159782409668,0.14652099609375,-0.01831907909945585,0.8644561767578125,1.0017642974853516,0.00029944704,,,,,
0.0,0.0,-0.09281024070788985,0.0,-6.989367288192941e-09,0.4713158871361742,-0.2532879827684196,-0.07680379458246017,0.3800443986733136,-0.00488878445529784,14,0.0,0.0,0.0,0.3415256076388889,0.0099668224,0.0,0.2982313368055556,0.0,0.0,-0.037568123653342576,0.42267640254405703,0.0,-0.793190016892846,158.0,0.0,0.0,37,0.6384797415414599,0.0,258048,-56.326010690000004,-0.1425051238699353,0.0,-0.45558810758583185,-0.007204861111111165,-0.16462449365614307,6823,0.7,-0.07789690371406462,0.0,0.0,0.504890274652247,0.0,1.9999111092813442,0.0,0.0,0.0,-0.01847728577915952,-0.10844514191998426,-0.01765873962292627,0.0,0.0,21753,121.99279022216797,362.92451095581055,0.2,0.016595826,-36.91566562652588,0.17017822265625,-0.018441951845306902,0.8624634742736816,1.0020153522491455,0.00029940095999999997,,,,,
0.0,0.0,-0.09254415318490454,0.0,-8.295788439893305e-09,0.6491420064942348,-0.28990813062849896,-0.07523941095091104,0.40699711482224527,-0.002740556727907714,15,0.0,0.0,0.0,0.3191189236111111,0.009963136000000001,0.0,0.2619900173611111,0.0,0.0,-0.03962273406668469,0.39528975892527235,0.0,-0.79665427710983,176.34,0.0,0.0,40,0.700812970768062,0.0,276480,-53.47299158,-0.1350213170176778,0.0,-0.5031916888719141,-0.007736545138888915,-0.1946827661023272,6786,0.7,-0.10122642934731926,0.0,0.0,0.5051676369054896,0.0,1.999898759674773,0.0,0.0,0.0,-0.0249370566960785,-0.1119874768171045,-0.009890969194285837,0.0,0.0,21757,111.98113250732422,311.49980850219725,0.2,0.01944891,-36.92264652252197,0.21925048828125,-0.020028126606484876,0.8833387494087219,1.0025392770767212,0.00029935488,,,,,
0.0,0.0,-0.09242801038697106,0.0,-8.737226955996417e-09,0.48128131841345384,-0.3255876686682274,-0.07571061354967108,0.3938025093970227,-0.00556489516428037,16,0.0,0.0,0.0,0.3382432725694444,0.0099594496,0.0,0.2998046875,0.0,0.0,-0.060212696425630985,0.390013158374501,0.0,-0.7876481470254122,165.67,0.0,0.0,43,0.6270565405718146,0.0,294912,-56.855877409999984,-0.13602521985534388,0.0,-0.4459104676325244,-0.007052951388888952,-0.19795527887604494,6756,0.7,-0.09593920248775628,0.0,0.0,0.5051831316484451,0.0,1.9998767661532975,0.0,0.0,0.0,-0.025480959590120537,-0.11168728693044254,-0.0058001748097168924,0.0,0.0,21761,108.41520690917969,290.43117904663086,0.2,0.020439422,-36.92391414642334,0.214501953125,-0.019228664436377586,0.889137864112854,1.0026094913482666,0.0002993088,,,,,
0.0,0.0,-0.09244646177023265,0.0,-1.144211548065542e-08,0.4959162142182617,-0.3158293959322603,-0.08166347100094379,0.4186284829871746,-0.012828825702931508,17,0.0,0.0,0.0,0.33251953125,0.0099557632,0.0,0.2953016493055556,0.0,0.0,-0.05496451787443103,0.39448135362611036,0.0,-0.8221270435404971,172.55,0.0,0.0,46,0.6737598701398936,0.0,313344,-51.561806290000014,-0.13884428660075684,0.0,-0.4895699451342314,-0.007389322916666711,-0.20661765364545392,6743,0.7,-0.09871422525619697,0.0,0.0,0.5051985222589115,0.0,1.9998513613444109,0.0,0.0,0.0,-0.025701366282386017,-0.11279294785989312,-0.011491467841054294,0.0,0.0,21765,79.19912719726562,234.62787780761718,0.2,0.023226231,-36.92563705444336,0.2475341796875,-0.022847245552111418,0.9050742983818054,1.002799391746521,0.00029926272,,,,,
0.0,0.0,-0.09255405536573864,0.0,-9.768946965770869e-09,0.5545976513537587,-0.28146255428575795,-0.08038662098563715,0.4064450542408926,-0.00913277585061703,18,0.0,0.0,0.0,0.324951171875,0.009952076800000001,0.0,0.3035481770833333,0.0,0.0,-0.05932720056989868,0.39768218459900045,0.0,-0.8003162321204952,169.6,0.0,0.0,49,0.6605288488148152,0.0,331776,-58.73169575,-0.1478471100725506,0.0,-0.49476652621558515,-0.0075846354166667,-0.17518232312437007,6710,0.7,-0.08328009749864067,0.0,0.0,0.5051491762651436,0.0,1.9998586061984658,0.0,0.0,0.0,-0.022430523789439476,-0.11198255780676274,-3.5288609444018734e-05,0.0,0.0,21769,99.96039581298828,275.2837844848633,0.2,0.018979553,-36.92353992462158,0.2325439453125,-0.02031383846187964,0.8728712797164917,1.0024755001068115,0.00029921664,,,,,
0.0,0.0,-0.09206504960365396,0.0,-8.600417603755122e-09,0.576625322045496,-0.3090835339622551,-0.07523821077138168,0.45071786553114257,-0.012776186456357178,19,0.0,0.0,0.0,0.3178439670138889,0.0099483904,0.0,0.3030056423611111,0.0,0.0,-0.0642110296316893,0.3954860916766589,0.0,-0.784984171448169,193.22,0.0,0.0,52,0.6708657765649922,0.0,350208,-49.226238370000004,-0.14367428439072308,0.0,-0.5053265976278102,-0.007324218750000046,-0.1923754808189124,6680,0.7,-0.09469632832582091,0.0,0.0,0.5051831691012262,0.0,1.9998742528710898,0.0,0.0,0.0,-0.026955311800655822,-0.11286652608348856,-0.006072682155666897,0.0,0.0,21773,85.70228576660156,226.21091918945314,0.2,0.02398618,-36.92283325195312,0.2266845703125,-0.02412444617948495,0.8774784803390503,1.0026811361312866,0.00029917056,,,,,
0.0,0.0,-0.09248249649452961,0.0,-7.78112037864439e-09,0.5986852551241211,-0.28292046056319453,-0.07596101240737968,0.46330541102114015,-0.005105004292858727,20,0.0,0.0,0.0,0.3179796006944444,0.009944704,0.0,0.3043619791666667,0.0,0.0,-0.05412083742689046,0.3536137186599213,0.0,-0.8000433444987276,186.02,0.0,0.0,55,0.731178413521425,0.0,368640,-47.468746010000004,-0.13757943122188315,0.0,-0.49519990570624095,-0.0077365451388889134,-0.1856404345667703,6648,0.7,-0.09396759247847819,0.0,0.0,0.5050047182947072,0.0,1.999871518232742,0.0,0.0,0.0,-0.023558281192928514,-0.11296800402848432,-0.004557271831306789,0.0,0.0,21777,87.84951782226562,249.2881103515625,0.2,0.02235668,-36.92537975311279,0.25989990234375,-0.019924061407800765,0.8754507899284363,1.002740502357483,0.00029912448,,,,,
0.0,0.0,-0.09209102489409642,0.0,-8.288757583537145e-09,0.6259615484403037,-0.2892896758956477,-0.08034746935611103,0.46971333237892676,-0.00637897045187776,21,0.0,0.0,0.0,0.3127983940972222,0.009941017600000001,0.0,0.3006727430555556,0.0,0.0,-0.04884757490939958,0.3638407797452591,0.0,-0.8015075214811643,187.71,0.0,0.0,58,0.7243801914996381,0.0,387072,-43.74543025,-0.14828450172950375,0.0,-0.5171433615855748,-0.007519531250000037,-0.1905728565017604,6629,0.7,-0.09498265019603394,0.0,0.0,0.5052221889609403,0.0,1.9998923764727066,0.0,0.0,0.0,-0.023406089689033616,-0.11390151630488707,-0.018158549563792717,0.0,0.0,21781,108.54312896728516,277.38365783691404,0.2,0.018730063,-36.919043159484865,0.20733642578125,-0.021691405063029377,0.8684970736503601,1.0022011995315552,0.0002990784,,,,,
0.0,0.0,-0.09259661232570755,0.0,-8.936987169971868e-09,0.5891428181468364,-0.2526605535327248,-0.07590223337405008,0.4958542424646717,-0.0062504840474792754,22,0.0,0.0,0.0,0.2988009982638889,0.0099373312,0.0,0.2770724826388889,0.0,0.0,-0.043776727078693116,0.3575842024936987,0.0,-0.8054533949300903,179.54,0.0,0.0,61,0.7676932686891196,0.0,405504,-47.221693220000006,-0.13903191832753872,0.0,-0.5192263006585931,-0.007269965277777828,-0.16392647445861505,6611,0.7,-0.08004615825311895,0.0,0.0,0.5050791175169185,0.0,1.9998933287090697,0.0,0.0,0.0,-0.019491629261743,-0.11257467976271575,-0.02376869884964387,0.0,0.0,21785,90.0465316772461,246.82667617797853,0.2,0.01902192,-36.91476268768311,0.19947509765625,-0.021822089597117157,0.862288773059845,1.0021321773529053,0.00029903232,,,,,
0.0,0.0,-0.09239710188088612,0.0,-8.553217874227228e-09,0.5847442157779864,-0.28909783414681456,-0.08674954708006455,0.41537319951952845,-0.0045383824025883295,23,0.0,0.0,0.0,0.3238389756944444,0.0099336448,0.0,0.2966579861111111,0.0,0.0,-0.06000667758926418,0.36770808064107163,0.0,-0.8006279371954306,212.54,0.0,0.0,64,0.699826409728206,0.0,423936,-37.69064906,-0.14176179571478156,0.0,-0.49398169469470926,-0.007497829861111148,-0.1891172209356855,6583,0.7,-0.09902344059071291,0.0,0.0,0.5049500901944537,0.0,1.9998930365636671,0.0,0.0,0.0,-0.02564023771437057,-0.11297502067428541,-0.010337000618831738,0.0,0.0,21789,91.0832748413086,220.2957550048828,0.2,0.023834627,-36.923605346679686,0.239404296875,-0.025600913318339736,0.8844619393348694,1.002853512763977,0.00029898624,,,,,
0.0,0.0,-0.09250681919689603,0.0,-1.0093636827667455e-08,0.5215386821096275,-0.2755083919567147,-0.0872696389494417,0.4579290538478944,-0.010225509771410488,24,0.0,0.0,0.0,0.32175021701388884,0.009929958400000001,0.0,0.3006184895833333,0.0,0.0,-0.042356030351342035,0.37248633247621876,0.0,-0.7990019317914726,189.21,0.0,0.0,67,0.7506085693461232,0.0,442368,-42.79298059999999,-0.14952184845853306,0.0,-0.49418690659533365,-0.0077148437500000255,-0.1715326426290185,6573,0.7,-0.0981318524572688,0.0,0.0,0.5051908951947411,0.0,1.9998752931842487,0.0,0.0,0.0,-0.02365420058809601,-0.11355331232041345,-0.010963761831598072,0.0,0.0,21793,77.02824401855469,202.49252624511718,0.2,0.024719656,-36.92310619354248,0.23255615234375,-0.025293601502198726,0.8934439420700073,1.0023783445358276,0.00029894016,,,,,
0.0,0.0,-0.092992141764835,0.0,-7.222885157947554e-09,0.4862147953372535,-0.2781138863525915,-0.09116810541479653,0.44458678862390816,-0.009962801048162464,25,0.0,0.0,0.0,0.2992892795138889,0.009926272,0.0,0.2912326388888889,0.0,0.0,-0.04083256721479017,0.3493948869896907,0.0,-0.8088525321882477,203.71,0.0,0.0,70,0.7649373056557768,0.0,460800,-36.83926374,-0.147184659055621,0.0,-0.5183314524798179,-0.007324218750000046,-0.1807923113239116,6549,0.7,-0.10101111143734358,0.0,0.0,0.5051561299866885,0.0,1.9999036870630411,0.0,0.0,0.0,-0.023131635816158156,-0.11164268878365793,-0.008205664318856791,0.0,0.0,21797,79.25048828125,210.74340744018554,0.2,0.024412211,-36.91944618225098,0.23271484375,-0.02183764399960637,0.8768409490585327,1.002509593963623,0.00029889407999999997,,,,,
0.0,0.0,-0.09331165626132541,0.0,-7.84253596302184e-09,0.5173684443734679,-0.23969665528264386,-0.09069809017754266,0.4207146913772469,-0.012860785781866446,26,0.0,0.0,0.0,0.31103515625,0.0099225856,0.0,0.2859700520833333,0.0,0.0,-0.046989800119565904,0.35687464111096295,0.0,-0.7928813670847773,201.99,0.0,0.0,73,0.7432123369993995,0.0,479232,-42.85581639,-0.1496005219859483,0.0,-0.5086695372812842,-0.007693142361111135,-0.1531244771677522,6541,0.7,-0.09286359657101168,0.0,0.0,0.5049754978291981,0.0,1.9999104485390997,0.0,0.0,0.0,-0.022035005142349424,-0.11087203272920754,-0.006863224991966157,0.0,0.0,21801,56.254241943359375,155.28867225646974,0.2,0.028628856,-36.93945999145508,0.269384765625,-0.02625854788348079,0.8929036855697632,1.0039609670639038,0.000298848,,,,,
0.0,0.0,-0.09256764023473515,0.0,-7.977552866075237e-09,0.6305568204188485,-0.3085893564790323,-0.07702087484483909,0.4645403000591321,-0.010036354148467066,27,0.0,0.0,0.0,0.31689453125,0.009918899200000001,0.0,0.302734375,0.0,0.0,-0.058979055981125766,0.33498241255625877,0.0,-0.8196382354368281,216.86,0.0,0.0,76,0.6987889671672535,0.0,497664,-39.58305452,-0.15069249557900988,0.0,-0.49164869585614607,-0.007259114583333385,-0.19862118342019047,6529,0.7,-0.106361713275891,0.0,0.0,0.5051260235297591,0.0,1.9998665830004958,0.0,0.0,0.0,-0.02729826016677438,-0.11592539157346365,-0.0016404925662015114,0.0,0.0,21805,66.05299377441406,177.20869140625,0.2,0.025217274,-36.930244064331056,0.26507568359375,-0.021709114039549605,0.8863818645477295,1.0031063556671143,0.00029880191999999997,,,,,
0.0,0.0,-0.09283138238108869,0.0,-6.631447128137848e-09,0.5409483467923925,-0.29589000159522616,-0.07138622146262628,0.4647094419446673,-0.015332099875327715,28,0.0,0.0,0.0,0.3168674045138889,0.0099152128,0.0,0.29931640625,0.0,0.0,-0.06461385634920996,0.3318762136785582,0.0,-0.8048198853850507,199.54,0.0,0.0,81,0.7383201739038673,0.0,516096,-35.47757906000001,-0.13445936027517846,0.0,-0.4973445802524626,-0.007226562500000053,-0.1920358166814769,6323,0.7,-0.0989708020541373,0.0,0.0,0.5046786008710975,0.0,1.9998914900091849,0.0,0.0,0.0,-0.025688807555448875,-0.11564152164955127,-0.0023635136255870035,0.0,0.0,21809,58.29695510864258,155.79899253845215,0.2,0.026357923,-36.92927474975586,0.2612060546875,-0.024817962571978568,0.8898442983627319,1.002921223640442,0.00029875584,,,,,
0.0,0.0,-0.09319255840287906,0.0,-8.457993596448849e-09,0.5712410312695306,-0.2551865723283051,-0.08461982291963877,0.45658570380124774,-0.007950359865507595,29,0.0,0.0,0.0,0.3054470486111111,0.0099115264,0.0,0.2804904513888889,0.0,0.0,-0.04515889376277718,0.3159981320777141,0.0,-0.7951436508865011,203.05,0.0,0.0,84,0.7784494708136823,0.0,534528,-38.51522481,-0.13398333115514205,0.0,-0.5041193067096356,-0.006510416666666729,-0.16103433211684537,6313,0.7,-0.09525877063946367,0.0,0.0,0.505150118319791,0.0,1.9998983311543448,0.0,0.0,0.0,-0.023037272054058977,-0.11251174389398812,-0.00871113248566133,0.0,0.0,21813,60.51008605957031,151.61881408691406,0.2,0.030054396,-36.92618389129639,0.28858642578125,-0.025954300782177597,0.8975474834442139,1.0028458833694458,0.00029870976,,,,,
