reward_terms/energy,ankle/ankle_spring_energy_peak,reward_terms/foot_ahead,time/fps,reward_terms/stand,ankle/ankle_spring_trq_peak,reward_terms/fwd_speed,reward_terms/upright,est/vel_rmse,reward_terms/stop,curriculum/ent_coef,reward_terms/duty_sym,reward_terms/overrun,reward_terms/motor_vel,reward_terms/foot_slip,reward_terms/coef_rate,reward_terms/clearance,reward_terms/step_rate,reward_terms/torque,reward_terms/residual_rate,curriculum/swing_frac_min,reward_terms/hip_roll,time/iterations,reward_terms/phase_contact,reward_terms/height,time/time_elapsed,curriculum/ctrl_jitter_ms,reward_terms/action_rate,reward_terms/time,curriculum/swing_frac_mean,time/total_timesteps,reward_terms/angmom,curriculum/stance_ratio,rollout/ep_rew_mean,curriculum/dr_scale,reward_terms/ang_xy,curriculum/cmd_scale,curriculum/cmd_track_err,reward_terms/vz,reward_terms/stance,reward_terms/track_yaw,ankle/ankle_defl_peak,reward_terms/stance_time,curriculum/ctrl_drop_prob,reward_terms/stand_drift,reward_terms/lat_vel,reward_terms/alive,reward_terms/air_time,reward_terms/residual,rollout/ep_len_mean,curriculum/eff_scale,reward_terms/assist_pen,reward_terms/track_lin,train/explained_variance,train/approx_kl,train/clip_range,train/n_updates,train/std,train/clip_fraction,train/learning_rate,train/policy_gradient_loss,train/value_loss,train/loss,train/entropy_loss,curriculum/ctrl_drop_prob_progress,curriculum/stance_ratio_progress,curriculum/eff_scale_progress,curriculum/ctrl_jitter_ms_progress,curriculum/dr_scale_progress
0.0,0.0,0.0,7044,0.6138786029266508,0.0,0.0,-5.785163424382611e-08,0.5242326873882204,0.0,0.01,0.0,0.0,0.0,-0.49719792292283316,-1.5983328639053596,0.0,-0.0041666666666666935,0.0,0.0,0.0900607638888889,-0.020301262628030295,11,0.0,-0.005584276146901871,28,0.0,-0.24174150737126748,0.0,0.12245008680555555,202752,-0.03775031607746146,0.7,-43.49071427,0.0,-1.3877871729079839e-06,0.0,0.5752516489674271,-0.022149222697259843,-0.006105323001326953,1.9999909958860635,0.5050692932362508,0.0,0.0,-0.04451603827076053,-3.4119032360989738e-09,0.0,0.0,-0.06064819933738952,228.44,0.0,0.0,0.8933866493872361,0.7547353506088257,0.003487605,0.2,40,1.0015180110931396,0.0080078125,0.00029963136,-0.010102181765250861,296.2410430908203,138.26390075683594,-36.91009578704834,,,,,
0.0,0.0,0.0,6970,0.6675533718252908,0.0,0.0,-5.530065543326391e-08,0.5107084886801152,0.0,0.01,0.0,0.0,0.0,-0.4244212591164833,-1.5905390743194494,0.0,-0.004112413194444473,0.0,0.0,0.1042209201388889,-0.02119308303631571,12,0.0,-0.005708498811884028,31,0.0,-0.24304674520492822,0.0,0.1353081597222222,221184,-0.03890117363493029,0.7,-28.380971280000004,0.0,-1.4402937965109042e-06,0.0,0.6155388846203665,-0.022970564112995813,-0.00437296719433939,1.9999910545066422,0.5052208176158731,0.0,0.0,-0.04107744633190084,-3.3887642957144574e-09,0.0,0.0,-0.06085358997065645,267.39,0.0,0.0,0.9709930526503354,0.7806029915809631,0.0043389476,0.2,44,1.0017069578170776,0.0128173828125,0.000299594496,-0.010624696407467127,276.61369094848635,121.20244598388672,-36.912100601196286,,,,,
0.0,0.0,0.0,6925,0.7052349179829708,0.0,0.0,-5.748284335383366e-08,0.5087148132621814,0.0,0.01,0.0,0.0,0.0,-0.45806040596422704,-1.5879697840988523,0.0,-0.003906250000000024,0.0,0.0,0.0905490451388889,-0.019359131303920057,13,0.0,-0.0054153714393660474,34,0.0,-0.24143512849548054,0.0,0.12046983506944445,239616,-0.03708902224650232,0.7,-4.546196999999998,0.0,-1.4034533124671745e-06,0.0,0.6263995209330241,-0.02215369988021328,-0.007265003771552195,1.9999907778998112,0.505169822017531,0.0,0.0,-0.020119533218613726,-3.1722112373967943e-09,0.0,0.0,-0.06056569768165222,294.51,0.0,0.0,1.0027523678134749,0.7795905470848083,0.003784417,0.2,48,1.001646876335144,0.009521484375,0.000299557632,-0.009867229592055082,297.95949401855466,140.735595703125,-36.91326961517334,,,,,
0.0,0.0,0.0,6889,0.6881835467674123,0.0,0.0,-5.784611759959045e-08,0.4952167809594625,0.0,0.01,0.0,0.0,0.0,-0.4457270964336697,-1.592548372023025,0.0,-0.003700086805555576,0.0,0.0,0.10259331597222222,-0.021188387841336316,14,0.0,-0.005401265012736415,37,0.0,-0.24258103518205093,0.0,0.12752278645833334,258048,-0.03797416225848977,0.7,-22.864489910000003,0.0,-1.4280560482793836e-06,0.0,0.5039746591987898,-0.02303687435068582,-0.007611480632570102,1.9999915690004915,0.5050157641791797,0.0,0.0,-0.027702876254191856,-2.8871510398694887e-09,0.0,0.0,-0.06090611312765407,240.79,0.0,0.0,1.0186671633711022,0.7985572814941406,0.0037912657,0.2,52,1.0012305974960327,0.009033203125,0.00029952076799999997,-0.01078868841577787,288.41067123413086,124.97891235351562,-36.907279586791994,,,,,
0.0,0.0,0.0,6854,0.7270064982641884,0.0,0.0,-5.7285425799148044e-08,0.48216438371548825,0.0,0.01,0.0,0.0,0.0,-0.4830521798181764,-1.6014831532644065,0.0,-0.004383680555555587,0.0,0.0,0.09928385416666667,-0.021054549363304264,15,0.0,-0.004995887387998618,40,0.0,-0.24179095025387184,0.0,0.13121202256944445,276480,-0.03679706767910809,0.7,15.929542379999997,0.0,-1.360344654815731e-06,0.0,0.5372391120101467,-0.021176516618853294,-0.0063605107356190784,1.9999908361053456,0.5046949824829123,0.0,0.0,-0.02297771254395714,-3.1041993983965165e-09,0.0,0.0,-0.06061578954180886,289.81,0.0,0.0,1.0703962742676416,0.809563398361206,0.004862695,0.2,56,1.0012726783752441,0.0152099609375,0.000299483904,-0.012657047226093709,276.78610076904295,121.8027114868164,-36.906531715393065,,,,,
0.0,0.0,0.0,6810,0.7985362928097415,0.0,0.0,-5.972547551265947e-08,0.46630519046839725,0.0,0.01,0.0,0.0,0.0,-0.44835806420212837,-1.5918007935932261,0.0,-0.003765190972222245,0.0,0.0,0.0998263888888889,-0.019942856184764757,16,0.0,-0.005202223196200559,43,0.0,-0.2454559945895564,0.0,0.1220431857638889,294912,-0.03643653707323588,0.7,41.18602334000001,0.0,-1.445374515455479e-06,0.0,0.6211622325659815,-0.021588270370609855,-0.0037146279749941144,1.999991089543017,0.5047336605971441,0.0,0.0,-0.023896776818016538,-2.977001601108127e-09,0.0,0.0,-0.06106954159716877,326.81,0.0,0.0,1.1458315158965797,0.8189016580581665,0.0043039643,0.2,60,1.0015219449996948,0.01099853515625,0.00029944704,-0.012407362851081415,266.8183448791504,126.96881866455078,-36.910681915283206,,,,,
0.0,0.0,0.0,6746,0.8259378462544112,0.0,0.0,-5.684748368989758e-08,0.4618026889466665,0.0,0.01,0.0,0.0,0.0,-0.49384675118683535,-1.592522284596496,0.0,-0.0037868923611111324,0.0,0.0,0.08729383680555555,-0.019667053620222266,17,0.0,-0.004879683530354202,46,0.0,-0.2428971707138359,0.0,0.11287434895833333,313344,-0.03426379316374855,0.7,16.816382190000002,0.0,-1.2821370963772762e-06,0.0,0.5571766246758074,-0.01960639620885164,-0.0016590405642278219,1.9999914165204689,0.5051977313782695,0.0,0.0,-0.0206951333592767,-2.583474386372199e-09,0.0,0.0,-0.060687992719242335,296.31,0.0,0.0,1.1393372630804723,0.8309013247489929,0.0042124502,0.2,64,1.001387357711792,0.0101318359375,0.00029941017599999996,-0.01220357877900824,278.13914642333987,122.00214385986328,-36.90894660949707,,,,,
0.0,0.0,0.0,6717,0.77108460920261,0.0,0.0,-5.695811017529572e-08,0.4501789776865134,0.0,0.01,0.0,0.0,0.0,-0.4764956085074923,-1.6010025261232907,0.0,-0.004144965277777803,0.0,0.0,0.10308159722222222,-0.01683830512928426,18,0.0,-0.005536589228624075,49,0.0,-0.24422866602680504,0.0,0.1347113715277778,331776,-0.03694796918130256,0.7,42.93006553999999,0.0,-1.3804610207544506e-06,0.0,0.6297935490667075,-0.02271604793820767,-0.004311427356946974,1.9999911329376623,0.5052094859484285,0.0,0.0,-0.020850168634813517,-3.1554964021716413e-09,0.0,0.0,-0.061020065394819314,354.5,0.0,0.0,1.0664367225181572,0.8429348468780518,0.003887462,0.2,68,1.0016579627990723,0.00926513671875,0.00029937331199999997,-0.011442535475362092,264.8998291015625,122.71205139160156,-36.910281372070315,,,,,
0.0,0.0,0.0,6694,0.981633523705348,0.0,0.0,-5.66019219055217e-08,0.4601187627577395,0.0,0.01,0.0,0.0,0.0,-0.48877527464371184,-1.5958810594392523,0.0,-0.003938802083333356,0.0,0.0,0.09380425347222222,-0.022330287071011166,19,0.0,-0.00478699779243478,52,0.0,-0.2440363383684472,0.0,0.1198459201388889,350208,-0.033785917462352676,0.7,35.32241199999999,0.0,-1.377126993258115e-06,0.0,0.5913843439073487,-0.02062069200072312,-0.006615086176450643,1.999991749658596,0.5050648706947163,0.0,0.0,-0.019283191153692168,-2.829254589365005e-09,0.0,0.0,-0.06096321481301693,325.91,0.0,0.0,1.3393402590242434,0.8385856747627258,0.0046954667,0.2,72,1.0014132261276245,0.0129638671875,0.000299336448,-0.012089116105926223,274.4913833618164,126.48234558105469,-36.908423614501956,,,,,
0.0,0.0,0.0,6675,0.9639604182318932,0.0,0.0,-5.981702080064658e-08,0.43461963502251294,0.0,0.01,0.0,0.0,0.0,-0.5134799859934177,-1.5939824935151474,0.0,-0.004036458333333359,0.0,0.0,0.1081271701388889,-0.02181683535169029,20,0.0,-0.004326801139424997,55,0.0,-0.24246960132889214,0.0,0.1286349826388889,368640,-0.03231009730252093,0.7,26.13901456,0.0,-1.2419756524823693e-06,0.0,0.6015910847784638,-0.017799658142317227,-0.003174529033570254,1.999991701887303,0.5050912581170984,0.0,0.0,-0.018225021391198734,-2.6686705558154617e-09,0.0,0.0,-0.06119282770330525,283.63,0.0,0.0,1.338174773894592,0.853952169418335,0.0038126796,0.2,76,1.0009194612503052,0.008349609375,0.000299299584,-0.01117656733840704,285.4296569824219,132.09814453125,-36.90223846435547,,,,,
0.0,0.0,0.0,6654,0.9100180208966981,0.0,0.0,-5.983091858676461e-08,0.4443847797084882,0.0,0.01,0.0,0.0,0.0,-0.4932390471442594,-1.6020531390488604,0.0,-0.004264322916666697,0.0,0.0,0.1076931423611111,-0.022595765044398673,21,0.0,-0.004256370004920964,58,0.0,-0.24149846953877616,0.0,0.12801106770833331,387072,-0.0315330930944934,0.7,29.935818089999998,0.0,-1.2687386800314331e-06,0.0,0.5180546639437644,-0.018221606671103854,-0.0029325143766094383,1.9999915963554895,0.5049374586610548,0.0,0.0,-0.015596142002856965,-2.710445930134327e-09,0.0,0.0,-0.06098606895843111,297.08,0.0,0.0,1.2871789747763673,0.8657665252685547,0.004146251,0.2,80,1.0012218952178955,0.010009765625,0.00029926272,-0.012383109005168081,273.5277786254883,128.1376953125,-36.90340995788574,,,,,
0.0,0.0,0.0,6640,0.9678460990125518,0.0,0.0,-5.8576843097302614e-08,0.4201644019672765,0.0,0.01,0.0,0.0,0.0,-0.5007548670908681,-1.5945506839338452,0.0,-0.003797743055555577,0.0,0.0,0.1003689236111111,-0.025777587186323635,22,0.0,-0.004486219450436163,61,0.0,-0.2434669948652314,0.0,0.11930338541666666,405504,-0.03346248837486307,0.7,47.786634209999995,0.0,-1.2478887567936182e-06,0.0,0.666814693497814,-0.01913414865045487,-0.003835201056950161,1.9999919585716555,0.504881904170855,0.0,0.0,-0.01774013247496415,-2.619958312288043e-09,0.0,0.0,-0.061339194871636894,320.52,0.0,0.0,1.3523020706817814,0.8785406351089478,0.004328984,0.2,84,1.001641035079956,0.0115966796875,0.00029922585599999996,-0.012059512489940971,252.85157623291016,110.97196960449219,-36.908953475952146,,,,,
0.0,0.0,0.0,6621,1.0134502442277753,0.0,0.0,-6.735731770083947e-08,0.4268295960973352,0.0,0.01,0.0,0.0,0.0,-0.48758607722123387,-1.590502454684331,0.0,-0.0035373263888889093,0.0,0.0,0.0983615451388889,-0.023595525448527544,23,0.0,-0.003749856676553908,64,0.0,-0.24233767948189447,0.0,0.10283745659722222,423936,-0.02763433705221739,0.7,55.74762819000001,0.0,-1.2594797395056438e-06,0.0,0.5642582262989835,-0.015085886838445183,-0.0034334832332901144,1.9999921319693708,0.5051640569144235,0.0,0.0,-0.015074809158162512,-2.5928145742822484e-09,0.0,0.0,-0.06126658318751331,323.08,0.0,0.0,1.4276685051580005,0.8860489130020142,0.004653157,0.2,88,1.001710057258606,0.01319580078125,0.000299188992,-0.01247308317106217,252.78195724487304,112.76445007324219,-36.91291427612305,,,,,
0.0,0.0,0.0,6607,1.0193669248246031,0.0,0.0,-6.441445765768816e-08,0.4100944109121199,0.0,0.01,0.0,0.0,0.0,-0.4699122793983919,-1.5897615666245377,0.0,-0.0031575520833333473,0.0,0.0,0.08821614583333333,-0.03040379654455022,24,0.0,-0.0033580818599055905,66,0.0,-0.2429907715695484,0.0,0.09990776909722221,442368,-0.025843503569708305,0.7,68.2378739,0.0,-1.2151826517620312e-06,0.0,0.47663053529174704,-0.014444914569273564,-0.006861678767600929,1.9999923511185986,0.5050621377950059,0.0,0.0,-0.01739020918559092,-2.33127057073806e-09,0.0,0.0,-0.06139401213452543,338.87,0.0,0.0,1.4760463901759378,0.8996675610542297,0.004685187,0.2,92,1.0016319751739502,0.01417236328125,0.000299152128,-0.012641356009407901,235.86783294677736,107.11795043945312,-36.911109352111815,,,,,
0.0,0.0,0.0,6585,1.0651850565827652,0.0,0.0,-7.747253664604809e-08,0.4049373106063303,0.0,0.01,0.0,0.0,0.0,-0.47523323514730137,-1.5989042395736142,0.0,-0.003125000000000015,0.0,0.0,0.0876736111111111,-0.028198024574955054,25,0.0,-0.0037156849244543533,69,0.0,-0.2438075167644629,0.0,0.09307183159722221,460800,-0.024890554292732868,0.7,88.72747342000002,0.0,-1.2523243894047588e-06,0.0,0.5669989960140794,-0.013662468724206475,-0.001074853375491006,1.999991511951333,0.5049553391540816,0.0,0.0,-0.020017055155990737,-2.483837402324962e-09,0.0,0.0,-0.06169634194337988,370.68,0.0,0.0,1.5518369112180486,0.8990629315376282,0.004770742,0.2,96,1.0013108253479004,0.01380615234375,0.000299115264,-0.012528244440909475,245.95037155151368,116.54571533203125,-36.90752735137939,,,,,
0.0,0.0,0.0,6572,1.1296883443419143,0.0,0.0,-7.536454864020954e-08,0.37153294323017094,0.0,0.01,0.0,0.0,0.0,-0.4720708664868126,-1.5757029568439114,0.0,-0.003135850694444458,0.0,0.0,0.07801649305555555,-0.030891007288203338,26,0.0,-0.0029238972981424794,72,0.0,-0.24449762453659662,0.0,0.08135308159722222,479232,-0.019924862555411357,0.7,99.04349126999999,0.0,-1.1233613859694535e-06,0.0,0.43017194743631015,-0.010699181498796161,-0.0012477459660234272,1.999991943220247,0.5050986322183333,0.0,0.0,-0.018400419875699132,-2.1523722900499705e-09,0.0,0.0,-0.061906624970625,383.68,0.0,0.0,1.5950821613310024,0.9033653140068054,0.0055504977,0.2,100,1.0011430978775024,0.02039794921875,0.0002990784,-0.012854468252044171,256.47599334716796,121.74730682373047,-36.90540943145752,,,,,
0.0,0.0,0.0,6559,1.0082293329797751,0.0,0.0,-8.05232203502403e-08,0.4070696082318192,0.0,0.01,0.0,0.0,0.0,-0.4638270207856184,-1.6017789071746455,0.0,-0.002929687500000012,0.0,0.0,0.0681423611111111,-0.030950157931983593,27,0.0,-0.0039791651905706224,75,0.0,-0.24333873664933783,0.0,0.0903049045138889,497664,-0.023910487960132856,0.7,118.9758709,0.0,-1.1455977828314015e-06,0.0,0.6114607956053277,-0.013599443811660736,-0.006742544134711644,1.9999913181730011,0.5049752858947169,0.0,0.0,-0.03051570569244696,-2.328442423201253e-09,0.0,0.0,-0.06184388241116994,411.19,0.0,0.0,1.4128721405239288,0.8981644511222839,0.006121962,0.2,104,1.0015215873718262,0.02958984375,0.00029904153599999997,-0.013649184734094887,257.1659965515137,114.66378784179688,-36.90834121704101,,,,,
0.0,0.0,0.0,6024,1.0982002445959627,0.0,0.0,-7.72499063628849e-08,0.397802314088505,0.0,0.01,0.0,0.0,0.0,-0.4855551757703103,-1.5924820007564215,0.0,-0.0030815972222222356,0.0,0.0,0.07476128472222222,-0.028500493757844383,28,0.0,-0.0037818268472248995,85,0.0,-0.24504725576844605,0.0,0.08821614583333334,516096,-0.02288176081572372,0.7,146.56498212000002,0.0,-1.236903195635393e-06,0.0,0.49378334965701487,-0.012494470560362974,-0.0010603420265437092,1.9999919997031297,0.5051947861200413,0.0,0.0,-0.023225238536472105,-2.6851398377245484e-09,0.0,0.0,-0.061678013886153585,452.69,0.0,0.0,1.5892582294184912,0.9115622043609619,0.007147193,0.2,108,1.0016337633132935,0.04571533203125,0.000299004672,-0.014788654708536342,239.3846206665039,109.58589172363281,-36.90991611480713,,,,,
0.0,0.0,0.0,6031,0.9934471588626157,0.0,0.0,-8.512660704615183e-08,0.3920977675989972,0.0,0.01,0.0,0.0,0.0,-0.4456035603482779,-1.573959903186531,0.0,-0.002582465277777785,0.0,0.0,0.04969618055555555,-0.025854538990628465,29,0.0,-0.0041533564601663065,88,0.0,-0.24246263100002766,0.0,0.08314344618055555,534528,-0.01886534201516878,0.7,174.08959178,0.0,-1.1615164975467731e-06,0.0,0.43736478458014344,-0.010726731258390302,-0.0025419109517684137,1.9999910573790336,0.5051064205783481,0.0,0.0,-0.0298892212536828,-2.312529608552971e-09,0.0,0.0,-0.06206851536881529,481.38,0.0,0.0,1.4779633682181565,0.9013056755065918,0.006410087,0.2,112,1.0017813444137573,0.0345458984375,0.000298967808,-0.0137931908830069,285.19391174316405,119.61893463134766,-36.913503646850586,,,,,
