curriculum/eff_scale,reward_terms/action_rate,reward_terms/duty_sym,curriculum/ctrl_drop_prob,reward_terms/air_time,reward_terms/residual_rate,reward_terms/step_rate,reward_terms/alive,curriculum/ctrl_jitter_ms,reward_terms/fwd_speed,reward_terms/stop,reward_terms/torque,reward_terms/coef_rate,rollout/ep_len_mean,reward_terms/height,curriculum/stance_ratio,reward_terms/foot_ahead,reward_terms/angmom,reward_terms/hip_roll,reward_terms/energy,reward_terms/overrun,reward_terms/upright,reward_terms/clearance,reward_terms/phase_contact,reward_terms/assist_pen,reward_terms/stance_time,reward_terms/foot_slip,reward_terms/vz,rollout/ep_rew_mean,reward_terms/residual,reward_terms/time,reward_terms/ang_xy,ankle/ankle_spring_trq_peak,reward_terms/stance,ankle/ankle_defl_peak,curriculum/sprint_dist_m,time/time_elapsed,reward_terms/lat_vel,time/fps,reward_terms/motor_vel,time/total_timesteps,ankle/ankle_spring_energy_peak,curriculum/ent_coef,time/iterations,train/value_loss,train/n_updates,train/clip_range,train/learning_rate,train/loss,train/explained_variance,train/std,train/policy_gradient_loss,train/entropy_loss,train/approx_kl,train/clip_fraction
0.24243225,-0.04204137845813155,-0.04297193539724369,0.0,0.0041682901533527505,0.0,-0.007345920138888936,0.0,0.0,1.3630213491486411,0.0,-0.06963913435808006,-0.19936929316243168,195.92,-0.03841369036995634,0.5942405825,0.0,-0.11605044982830985,-0.023194652770633917,-0.0070321350866492365,0.0,-0.1532815071535805,0.10028717393073003,-0.09364470988869479,0.0,-0.00911575063623281,-0.1236830940345152,-0.12852299910268974,-91.35054457,-0.1056301756788952,-0.5,-0.1415703598741691,0.0,-3.1617540960452464e-05,0.5194146696232196,61.3648375,51,-2.3008525146658066e-08,3922,-0.0010619211030479714,58202172,0.0,0.01,11,0.5805941984057427,12513,0.2,0.00027090813,-0.1957998275756836,0.9949323534965515,0.9901728630065918,-0.008123260014690459,-33.74007377624512,0.018173892,0.198193359375
0.24250905,-0.043221305111763565,-0.04433479762015274,0.0,0.004169375480463107,0.0,-0.0076497395833333625,0.0,0.0,1.3370750686315334,0.0,-0.07047850387197709,-0.21063828291519263,194.63,-0.03760116558189597,0.5942229185,0.0,-0.11621588764699599,-0.024204284089698352,-0.00724109594477746,0.0,-0.15013855143169388,0.09875800478211204,-0.0966545897437595,0.0,-0.009157797426774373,-0.12635766049076003,-0.12722979647069343,-91.64145869,-0.10565648181766667,-0.5,-0.14694659020187345,0.0,-4.876497459038971e-05,0.520017654362736,61.3763575,56,-2.4551260506060353e-08,3934,-0.0010916024235501215,58220604,0.0,0.01,12,0.07460958398878574,12517,0.2,0.000270898914,-0.3457781970500946,0.9994074106216431,0.9906229972839355,-0.018020920269191266,-33.74545249938965,0.019548435,0.18250732421875
0.24258585,-0.04247444587253221,-0.04190873024802401,0.0,0.004193789244810533,0.0,-0.0076714409722222505,0.0,0.0,1.356361968203442,0.0,-0.07097179584949026,-0.210006868773287,192.97,-0.03894362899120954,0.5942052545000001,0.0,-0.1174281455985574,-0.024243556650799192,-0.007349868382229775,0.0,-0.15504410322834358,0.10128244377642096,-0.09747904879624862,0.0,-0.008900229146497117,-0.1295820570096732,-0.1305539738874517,-91.53699271999999,-0.10560308972847636,-0.5,-0.14962960196144015,0.0,-5.947336121908113e-05,0.5186148775093286,61.3878775,60,-2.4049440111971582e-08,3948,-0.001112178441583856,58239036,0.0,0.01,13,0.9510453693568707,12521,0.2,0.000270889698,-0.2894696593284607,0.9938719868659973,0.9907715320587158,-0.00698753846809268,-33.749631309509276,0.022451181,0.263330078125
0.24266265,-0.04292443009127377,-0.04236130624293768,0.0,0.004102101245532847,0.0,-0.00753038194444448,0.0,0.0,1.3380566264086065,0.0,-0.07047730193327825,-0.2105137109721931,195.36,-0.037922273845609124,0.5941875905,0.0,-0.11498511553209576,-0.02370258348895169,-0.007261329331214369,0.0,-0.1492350022242055,0.09958532537978826,-0.09549653189370667,0.0,-0.00871495510768404,-0.12913096573691102,-0.12708078239318288,-91.13685951999997,-0.10574715784995423,-0.5,-0.14670591693450696,0.0,-0.00013155181687380277,0.5194037305221125,61.3993975,65,-2.4867712043634335e-08,3960,-0.0011029113749311448,58257468,0.0,0.01,14,1.2412748068571091,12525,0.2,0.000270880482,0.7641925811767578,0.9922207593917847,0.9904531240463257,-0.006628055637702346,-33.7483772277832,0.022055093,0.20394287109375
0.24273945,-0.04205398293573579,-0.03589212234215007,0.0,0.004132482517484782,0.0,-0.007725694444444469,0.0,0.0,1.3528557862401933,0.0,-0.06995386918461952,-0.21010871941522516,193.76,-0.03775287434754246,0.5941699265,0.0,-0.1157847752160302,-0.024230654532621784,-0.007253319710397834,0.0,-0.15038598935369255,0.10048414738794882,-0.0956808725099316,0.0,-0.007707471483930324,-0.12180809299939521,-0.12827429458196463,-90.90208142000002,-0.10607223941673023,-0.5,-0.14888530304125708,0.0,-7.413697265234327e-05,0.5211501003297281,61.4109175,69,-2.4463911844112905e-08,3971,-0.0011015383164183375,58275900,0.0,0.01,15,0.15199087522923946,12529,0.2,0.00027087126599999997,-0.3111095726490021,0.9986712336540222,0.9901771545410156,-0.012681533332215621,-33.74718246459961,0.020243276,0.15880126953125
0.24281625,-0.04214140657197164,-0.03489563534670276,0.0,0.004169374985697989,0.0,-0.007801649305555575,0.0,0.0,1.3762514066934672,0.0,-0.07130716581304798,-0.21136223743717242,192.33,-0.039486276044346076,0.5941522625,0.0,-0.11999188890243444,-0.024276296704463296,-0.007385376426560853,0.0,-0.15537049967871622,0.0998151893006027,-0.09612148083846994,0.0,-0.007727815717872646,-0.12751771830971978,-0.13395656331320602,-90.77134671,-0.10598999109060585,-0.5,-0.1496241734983471,0.0,-0.00014342661250018167,0.5207618791637448,61.4224375,74,-2.4511378119130428e-08,3977,-0.0011199087629764862,58294332,0.0,0.01,16,0.049301008321344854,12533,0.2,0.00027086205,-0.352386474609375,0.999594509601593,0.990231990814209,-0.016941531375050545,-33.74804859161377,0.02346466,0.20245361328125
0.24289305,-0.041606406238858,-0.03274030793342957,0.0,0.0038606730102199232,0.0,-0.0076714409722222505,0.0,0.0,1.3644983290578416,0.0,-0.07033957876600425,-0.21030367656689322,192.22,-0.03882543160634049,0.5941345985,0.0,-0.11772510420940693,-0.02554337410324978,-0.0073255638880752715,0.0,-0.15339931944308657,0.10299696593607183,-0.09771095566878285,0.0,-0.007426575269265514,-0.1275688429660897,-0.13289244575907153,-90.55099412000001,-0.10616472847774397,-0.5,-0.14876330043440752,0.0,-0.00012076383866311225,0.5200241654532429,61.4339575,78,-2.412923831393652e-08,3985,-0.0011106137015249977,58312764,0.0,0.01,17,0.04083429519087076,12537,0.2,0.000270852834,-0.33956941962242126,0.9996727108955383,0.9897575378417969,-0.015597086865454912,-33.74371891021728,0.02260388,0.20394287109375
0.24296985,-0.042183484240724725,-0.03660790078231505,0.0,0.004131940277552025,0.0,-0.007834201388888906,0.0,0.0,1.3730269644079576,0.0,-0.07137556476660316,-0.21041809693699312,192.85,-0.03938281224145994,0.5941169345,0.0,-0.11951131199312609,-0.025014105414715184,-0.007395704815938013,0.0,-0.1553350280200244,0.10224120193150127,-0.0973498718514686,0.0,-0.007843782292588407,-0.12977108086544328,-0.13324572070117813,-90.9460281,-0.1061144821896566,-0.5,-0.14973878453103065,0.0,-0.00020633408596177464,0.5207822331277845,61.445477499999996,83,-2.396399576518219e-08,3993,-0.0011267935908459608,58331196,0.0,0.01,18,0.029066101741045715,12541,0.2,0.000270843618,-0.3525410592556,0.9998243451118469,0.9900050163269043,-0.015358465653844178,-33.74414138793945,0.021681428,0.22613525390625
0.24304665,-0.04166212450817652,-0.03117279664515222,0.0,0.003887799665487061,0.0,-0.007736545138888915,0.0,0.0,1.3529169730731196,0.0,-0.0713373905527412,-0.22015537822306278,191.08,-0.03865737796489243,0.5940992705,0.0,-0.11881792175856076,-0.025956204789966093,-0.007434281123191074,0.0,-0.15326939755116017,0.1030650755855102,-0.1000403935695884,0.0,-0.00687644708604138,-0.13431530551448637,-0.13366430532841428,-90.55804770000003,-0.10623547974447069,-0.5,-0.1533431903936749,0.0,-0.00018376075638149248,0.520649469366184,61.4569975,87,-2.35524188050393e-08,4000,-0.0011357690119522122,58349628,0.0,0.01,19,0.0327541253529489,12545,0.2,0.000270834402,-0.35338640213012695,0.9998006224632263,0.9898582696914673,-0.0159885847941041,-33.744263076782225,0.023766788,0.23594970703125
0.24312345,-0.041909875004306776,-0.03275487443001361,0.0,0.004159066987793065,0.0,-0.007725694444444468,0.0,0.0,1.3889089299275117,0.0,-0.07126211900377034,-0.20801573463371512,191.14,-0.03995736244139672,0.5940816065,0.0,-0.1212154064700886,-0.02503268606872055,-0.007293359898411519,0.0,-0.15735587324953826,0.10318347755597063,-0.09677692481032993,0.0,-0.007243741319851122,-0.13374028619603764,-0.13605027597987787,-90.66726059000003,-0.10639582414510636,-0.5,-0.14667969725320176,0.0,-0.00011605946057383296,0.5179375074560704,61.4685175,92,-2.4161061898295934e-08,4006,-0.0011037395383652984,58368060,0.0,0.01,20,0.029077304992824793,12549,0.2,0.000270825186,-0.34999579191207886,0.9998263716697693,0.9895426630973816,-0.01617357477080077,-33.738597297668456,0.021515746,0.21302490234375
