reward_terms/overrun,reward_terms/clearance,ankle/ankle_spring_energy_peak,curriculum/sprint_dist_m,reward_terms/air_time,reward_terms/coef_rate,reward_terms/phase_contact,ankle/ankle_defl_peak,rollout/ep_len_mean,reward_terms/stance_time,ankle/ankle_spring_trq_peak,reward_terms/stop,reward_terms/step_rate,curriculum/eff_scale,reward_terms/duty_sym,rollout/ep_rew_mean,reward_terms/energy,time/total_timesteps,curriculum/stance_ratio,reward_terms/motor_vel,reward_terms/vz,curriculum/ctrl_jitter_ms,time/fps,reward_terms/alive,reward_terms/height,reward_terms/lat_vel,reward_terms/assist_pen,reward_terms/residual,reward_terms/upright,reward_terms/torque,reward_terms/stance,reward_terms/foot_ahead,reward_terms/action_rate,time/iterations,curriculum/ctrl_drop_prob,reward_terms/foot_slip,reward_terms/residual_rate,reward_terms/ang_xy,time/time_elapsed,reward_terms/time,reward_terms/angmom,curriculum/ent_coef,reward_terms/hip_roll,reward_terms/fwd_speed,train/loss,train/explained_variance,train/clip_fraction,train/approx_kl,train/learning_rate,train/clip_range,train/std,train/n_updates,train/value_loss,train/entropy_loss,train/policy_gradient_loss
0.0,0.10907075206133451,0.0,60.11485,0.0036550525724629145,-0.3122693960680465,-0.15667103896563134,0.5233800936526201,214.77,-0.012911992470940782,0.0,0.0,-0.008127170138888891,0.234099,-0.028516544814459532,-87.56671320000001,-0.010568145644251683,56202192,0.59615723,-0.0018688383295272831,-0.14316657386379134,0.0,3747,0.0,-0.030046916420394126,-2.3582154610658042e-08,0.0,-0.10651271718462087,-0.1672021074435833,-0.11161347100098012,-0.04390781039023075,0.0,-0.04518322540444336,11,0.0,-0.21166215333490554,0.0,-0.24907914928901137,54,-0.5,-0.10824325314978783,0.01,-0.00992017992322442,1.4569962615013528,-0.20063158869743347,0.9976644515991211,0.1640380859375,0.020609342,0.00027190811999999997,0.2,1.001682162284851,12128,0.39198640286922454,-34.073133659362796,-0.016061361273750664
0.0,0.10819686198443729,0.0,60.12637,0.0034434643134267796,-0.328295490977921,-0.16433593611025946,0.5230199470085773,213.75,-0.013472837687004358,0.0,0.0,-0.008127170138888893,0.2341758,-0.02959482667124054,-87.77087126999999,-0.01098904681971823,56220624,0.5961395660000001,-0.0019530033555655035,-0.14436105129683663,0.0,3774,0.0,-0.03036619187987531,-2.410507507832684e-08,0.0,-0.10637420730671182,-0.16872450697403005,-0.11518316295603898,-0.05312807503502683,0.0,-0.04587568207176519,12,0.0,-0.2227740162020556,0.0,-0.2595369912978888,58,-0.5,-0.10988062066047385,0.01,-0.010871384526932794,1.4273221355123031,-0.278741717338562,0.9987298846244812,0.2361328125,0.025454495,0.000271898904,0.2,1.002166748046875,12132,0.22846057638525963,-34.07866172790527,-0.016376423370093107
0.0,0.10711360325351976,0.0,60.13789,0.0035682472258081865,-0.33243529374193687,-0.1648436637506312,0.5244216214570694,214.23,-0.01383863938260927,0.0,0.0,-0.008420138888888876,0.2342526,-0.030838259660336535,-88.15861009,-0.011000416822700297,56239056,0.596121902,-0.0019507333099242938,-0.14458127454544828,0.0,3799,0.0,-0.03045014905453098,-2.444700261574647e-08,0.0,-0.10647163219627083,-0.16913345247311815,-0.11554772906757527,-0.04524461450910115,0.0,-0.04586103736232691,13,0.0,-0.21974879288551624,0.0,-0.261540314486012,63,-0.5,-0.11008433668216527,0.01,-0.009906378690597956,1.4339186347041961,-0.24775837361812592,0.9986553192138672,0.2661376953125,0.02637234,0.000271889688,0.2,1.0023752450942993,12136,0.274762486666441,-34.08124561309815,-0.017538713989779353
0.0,0.11017065109298804,0.0,60.149409999999996,0.003563906680533869,-0.32805245866861654,-0.16003335987179376,0.5252496356640568,213.15,-0.01294739251736448,0.0,0.0,-0.008485243055555536,0.2343294,-0.02912459251130575,-87.45578429000001,-0.010883749076653246,56257488,0.596104238,-0.001931604696932652,-0.1570227625843819,0.0,3822,0.0,-0.033362440876792084,-2.3945449642291523e-08,0.0,-0.10630276903034905,-0.17815907079304844,-0.11530276148671664,-0.0499386125136732,0.0,-0.04566625271985692,14,0.0,-0.2178203827972561,0.0,-0.2594080152617012,67,-0.5,-0.11423640615115718,0.01,-0.010491730410276925,1.486329416201974,0.1707606315612793,0.9939504861831665,0.23253173828125,0.029822925,0.000271880472,0.2,1.0020475387573242,12140,1.3284023880958558,-34.07727680206299,-0.005007300770375878
0.0,0.10777328360464714,0.0,60.16093,0.00358506551452188,-0.3248265423177749,-0.1595369462094497,0.521731234522283,213.17,-0.012753708550008014,0.0,0.0,-0.008268229166666662,0.2344062,-0.02796595472139786,-87.49141580999999,-0.010734904550613322,56275920,0.596086574,-0.0019083758610291134,-0.15090628520033872,0.0,3841,0.0,-0.03156685694612768,-2.3940868454518002e-08,0.0,-0.10640101350484323,-0.17311206637802112,-0.11387260279065768,-0.04573587659193378,0.0,-0.04555887066188515,15,0.0,-0.22361610495600148,0.0,-0.25835326146963755,71,-0.5,-0.1108727049997788,0.01,-0.01000878737407704,1.455611831118275,-0.29517436027526855,0.9991315007209778,0.2283447265625,0.025355374,0.000271871256,0.2,1.0018919706344604,12144,0.18004466369748115,-34.075883293151854,-0.019669991376576944
0.0,0.10860169197497517,0.0,60.17245,0.003467335766698751,-0.3295387575346754,-0.16148952489745827,0.5216480861324898,212.74,-0.012730651745288115,0.0,0.0,-0.00871310763888886,0.234483,-0.027838154356208185,-87.69477873,-0.010960261516101676,56294352,0.5960689100000001,-0.0019516244097089244,-0.1465389849538818,0.0,3857,0.0,-0.031174616809064574,-2.4123886229754145e-08,0.0,-0.10638580957123676,-0.16878333787745017,-0.11516324636380221,-0.046997934932562976,0.0,-0.04523555975831821,16,0.0,-0.2137424460368008,0.0,-0.25839406365493195,76,-0.5,-0.11118390018361797,0.01,-0.010125414124740119,1.449601783607208,-0.3022809326648712,0.9992195963859558,0.243212890625,0.024002617,0.00027186204,0.2,1.0017142295837402,12148,0.168826662003994,-34.07148132324219,-0.01904521936085075
0.0,0.10896138184409478,0.0,60.18397,0.003562821760877139,-0.32579094691140686,-0.16337029576687312,0.5226430783549305,212.12,-0.01356737271837321,0.0,0.0,-0.008105468750000002,0.2345598,-0.02804492975801356,-87.32880981,-0.011017298687323691,56312784,0.596051246,-0.0019511057641853936,-0.14780278342125186,0.0,3873,0.0,-0.031039067898159228,-2.4370229630349746e-08,0.0,-0.10638023107946802,-0.16719824902551875,-0.11522216974072763,-0.042009410522235925,0.0,-0.045627235366823476,17,0.0,-0.21763192804954146,0.0,-0.257491694285735,80,-0.5,-0.1122666600084678,0.01,-0.009567533160307574,1.4539480916686331,1.106494426727295,0.9937455654144287,0.29739990234375,0.02978912,0.00027185282399999996,0.2,1.0025041103363037,12152,1.4872008591890336,-34.07915363311768,-0.007527976843994111
0.0,0.10818612583181737,0.0,60.19549,0.0034950050111446115,-0.32760875647002335,-0.1645083820844343,0.5243011517251139,213.76,-0.01311774852931396,0.0,0.0,-0.008398437499999988,0.2346366,-0.030558805880719624,-87.36523480000001,-0.011068321681469272,56331216,0.596033582,-0.0019551396587675915,-0.14160960310593773,0.0,3885,0.0,-0.030109193358002235,-2.4547121106674344e-08,0.0,-0.10656266095616065,-0.1639776149110716,-0.11559620691323808,-0.042185506215385776,0.0,-0.045570035482457937,18,0.0,-0.22180770905898994,0.0,-0.2602002835504904,85,-0.5,-0.11085206378760877,0.01,-0.009741394367884685,1.4463936886818882,-0.15820735692977905,0.9974472522735596,0.26728515625,0.025654625,0.000271843608,0.2,1.0027732849121094,12156,0.5683060467243195,-34.085770797729495,-0.011883412243332715
0.0,0.10940091465805055,0.0,60.20701,0.0036062245910418117,-0.3234385572658106,-0.15979678485292237,0.522607152773115,213.02,-0.0125608372796301,0.0,0.0,-0.008680555555555526,0.2347134,-0.02697897649411513,-87.46938362,-0.010963047816078065,56349648,0.596015918,-0.001945555753886707,-0.14867532293241667,0.0,3897,0.0,-0.03132808912986967,-2.3646271413354804e-08,0.0,-0.10655644527814946,-0.168310595584824,-0.11518961403438739,-0.04529266354593917,0.0,-0.045069116848339565,19,0.0,-0.21973329019564555,0.0,-0.25852535009346433,89,-0.5,-0.11070989469946088,0.01,-0.010015075775255596,1.464419028794916,-0.27477818727493286,0.9987919330596924,0.21597900390625,0.022672402,0.000271834392,0.2,1.0021506547927856,12160,0.24978569895029068,-34.079443550109865,-0.01845556526677683
0.0,0.10973962563798412,0.0,60.21853,0.0034852393275488997,-0.3282330688349077,-0.16307069913987277,0.5229056145422011,212.39,-0.012612514783136753,0.0,0.0,-0.008268229166666662,0.2347902,-0.02692502285163065,-87.39099595999998,-0.01101476007799181,56368080,0.5959982540000001,-0.0019430977166008815,-0.1420187946602819,0.0,3908,0.0,-0.029848660583254878,-2.4938217918846115e-08,0.0,-0.10661274162165874,-0.16546243125449822,-0.11635472314927456,-0.04260054587996264,0.0,-0.04564709471848009,20,0.0,-0.2214497152136791,0.0,-0.26105988272499236,94,-0.5,-0.11481128850489096,0.01,-0.009627306035148152,1.439289657894951,-0.28329747915267944,0.9989327788352966,0.24847412109375,0.025958225,0.000271825176,0.2,1.0020482540130615,12164,0.21252940818667412,-34.07729225158691,-0.017600572505034506
