reward_terms/progress,reward_terms/track_yaw,time/iterations,reward_terms/alive,reward_terms/fwd_speed,reward_terms/yaw_rate,reward_terms/lat_vel,reward_terms/height,reward_terms/stance,reward_terms/upright,reward_terms/foot_slip,reward_terms/stance_time,reward_terms/track_vx,reward_terms/torque,curriculum/ent_coef,reward_terms/pos_pen,reward_terms/ang_xy,rollout/ep_len_mean,reward_terms/track_pos,reward_terms/heading_pen,rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,reward_terms/vz,reward_terms/track_heading,reward_terms/hip_roll,reward_terms/air_time,time/fps,reward_terms/clearance,reward_terms/action_rate,train/entropy_loss,train/policy_gradient_loss,train/learning_rate,train/loss,train/std,train/clip_fraction,train/explained_variance,train/clip_range,train/approx_kl,train/value_loss,train/n_updates
0.0,0.0,11,0.5,0.042286993853737326,0.0,-8.541802253607e-09,-0.09323542051838346,-2.0446411060975186e-05,-0.8431929546845369,-0.31441624020699416,-0.07140192423848968,0.0,-0.1756918714418052,0.01,0.0,-0.2731323409367092,4.01,0.0,0.0,-106.59700543000002,67584,205,-0.420844862772261,0.0,-0.05660666003792092,5.072497287761147e-05,328,0.03358403242366902,-0.01063816262909909,-19.7430477142334,0.07519855163991451,0.000298976,15.72349739074707,0.8568379282951355,0.34765625,0.3892952799797058,0.2,0.37076485,32.42535400390625,6228
0.0,0.0,12,0.5,0.05127491602150644,0.0,-9.693179879750331e-09,-0.09136670857158463,-4.6549455395079235e-05,-0.8469977474167946,-0.320931473638508,-0.07343705389795753,0.0,-0.17375939670458349,0.01,0.0,-0.28070544936323505,3.94,0.0,0.0,-106.48458383,73728,224,-0.42038577448986314,0.0,-0.05465618260561114,4.828607663175225e-05,329,0.03274083603953365,-0.010651901388975012,-19.74329376220703,0.025715180207043886,0.0002988736,17.21865463256836,0.856846809387207,0.1904296875,0.3873016834259033,0.2,0.12597989,33.606889724731445,6229
0.0,0.0,13,0.5,0.05210507707100947,0.0,-8.211543573867066e-09,-0.09040020078309575,-1.830914530871026e-05,-0.8514718584839721,-0.32113998385878256,-0.0745639374528412,0.0,-0.1730321454840175,0.01,0.0,-0.27955973661243133,4.01,0.0,0.0,-106.71634277000001,79872,242,-0.42017846885382343,0.0,-0.05334812134657879,4.355815701890642e-05,329,0.032542103102827485,-0.01052146118288119,-19.74346923828125,0.0615174793638289,0.0002987712,15.352993965148926,0.8568519353866577,0.294921875,0.3895934820175171,0.2,0.1573548,33.05394744873047,6230
0.0,0.0,14,0.5,0.050686031472840086,0.0,-7.489281457832801e-09,-0.08806514281933203,-1.4833849660440675e-05,-0.8420420605314723,-0.33367339792832795,-0.07793556771979611,0.0,-0.173712733553248,0.01,0.0,-0.2817219565765093,4.09,0.0,0.0,-106.94796294,86016,260,-0.4136612458536615,0.0,-0.05199580477075336,2.52574425340868e-05,329,0.031503036892111334,-0.010368638478517949,-19.74360466003418,0.17049746122211218,0.0002986688,17.374116897583008,0.856853187084198,0.4130859375,0.37890034914016724,0.2,0.50011194,33.65863227844238,6231
0.0,0.0,15,0.5,0.045877972201126015,0.0,-7.248364021563567e-09,-0.0864523589447207,-1.7514522818377714e-05,-0.8410181171920507,-0.3312058041252966,-0.07952107444885682,0.0,-0.17165519845157473,0.01,0.0,-0.2799120710356261,3.85,0.0,0.0,-106.55850255000001,92160,279,-0.40790988418975993,0.0,-0.049841040037279856,1.5059441614458741e-05,330,0.030111068169949254,-0.010320626186319647,-19.743667602539062,0.1958836787380278,0.0002985664,16.43037223815918,0.8568463325500488,0.458984375,0.39138758182525635,0.2,0.8651294,33.466684341430664,6232
0.0,0.0,16,0.5,0.04047731540204579,0.0,-6.821638616892934e-09,-0.08632533136775705,-2.105628030575163e-05,-0.8433068325077621,-0.33128276681536184,-0.08000239028916599,0.0,-0.16674318232850113,0.01,0.0,-0.26994886924787725,3.99,0.0,0.0,-106.65938316999998,98304,297,-0.4120858540917754,0.0,-0.049693154770478476,7.253839575925085e-05,330,0.030249709337366804,-0.010050596348484458,-19.743886947631836,0.15896290494129062,0.00029846399999999997,17.026405334472656,0.8568544387817383,0.4365234375,0.38703739643096924,0.2,0.7766044,33.677907943725586,6233
0.0,0.0,17,0.5,0.043375125394863705,0.0,-6.1728740415909295e-09,-0.08664817531964474,-2.6373145469775562e-06,-0.8420992779644657,-0.34962647636110344,-0.083544686273893,0.0,-0.1639755033904955,0.01,0.0,-0.27469682590138517,3.97,0.0,0.0,-106.63344286000003,104448,315,-0.4148666497441272,0.0,-0.048074774319752295,6.914847237034467e-06,330,0.028479093668179894,-0.01017320783722199,-19.74407958984375,0.24325914960354567,0.0002983616,16.569557189941406,0.856855571269989,0.470703125,0.3922678828239441,0.2,1.2021513,33.5452766418457,6234
0.0,0.0,18,0.5,0.03935837817708716,0.0,-6.044750470105616e-09,-0.08851089428321475,-9.912293245334998e-06,-0.8476921204412998,-0.34900402472356307,-0.08398034484151501,0.0,-0.16259489092332183,0.01,0.0,-0.2593931258161282,4.09,0.0,0.0,-107.05217091,110592,334,-0.4199393129538402,0.0,-0.048483611382790025,1.1447605146364883e-05,331,0.029028026195804513,-0.010063057330705893,-19.744171142578125,0.3037822430487722,0.00029825919999999995,17.512868881225586,0.856847882270813,0.474609375,0.3958197236061096,0.2,0.98053235,32.18195152282715,6235
0.0,0.0,19,0.5,0.019685737834327525,0.0,-5.620750322459512e-09,-0.09100935245278262,-3.400644255900293e-07,-0.8415191429178366,-0.35030463601915107,-0.0893369451550154,0.0,-0.1607493760977635,0.01,0.0,-0.2561714406923338,4.17,0.0,0.0,-107.29445919,116736,352,-0.42258556051393836,0.0,-0.047347283830541265,1.5234210686593534e-05,331,0.028816642415022246,-0.010350448959690305,-19.74424171447754,0.2286132189910859,0.0002981568,17.502038955688477,0.8568435311317444,0.4365234375,0.3894740343093872,0.2,0.6856036,34.4620304107666,6236
0.0,0.0,20,0.5,0.012793605365088959,0.0,-5.7058874011320906e-09,-0.09356102644667158,-1.7320300269997137e-08,-0.840802888571167,-0.35973745714300565,-0.09097842466256018,0.0,-0.15892748472044727,0.01,0.0,-0.25031046635977716,4.14,0.0,0.0,-107.10613039,122880,371,-0.42894059643291343,0.0,-0.0474388048678531,2.7631319954462362e-05,331,0.028598254644911867,-0.010163391267853452,-19.744354248046875,0.0660982490517199,0.0002980544,17.530778884887695,0.8568427562713623,0.3662109375,0.35567212104797363,0.2,0.1514753,35.2646484375,6237
0.0,0.0,21,0.5,0.006383684734673159,0.0,-5.5033590152988154e-09,-0.09526369137866426,-1.1852433845503276e-06,-0.8369923712380104,-0.3771001342220615,-0.09512075549255129,0.0,-0.15725391102190658,0.01,0.0,-0.24422294093428198,4.26,0.0,0.0,-107.48109301999999,129024,389,-0.430390930642778,0.0,-0.04655288430561682,4.861940272574305e-06,331,0.02765746609993207,-0.010237306696989251,-19.744495391845703,0.020586625207215548,0.000297952,18.30194664001465,0.8568440675735474,0.3056640625,0.39675354957580566,0.2,0.0641698,35.8344669342041,6238
0.0,0.0,22,0.5,0.0024788783808935484,0.0,-5.417296501434511e-09,-0.09568563636264259,-2.2678183837477747e-06,-0.8267888333614138,-0.3766805292005959,-0.09643522937937037,0.0,-0.15683230056811207,0.01,0.0,-0.24297053975325786,4.2,0.0,0.0,-107.52647443000002,135168,408,-0.4293332385951874,0.0,-0.04616257590360317,2.8963921398495917e-06,331,0.027384861189901327,-0.010211682654866378,-19.74462127685547,0.05094065808225423,0.0002978496,23.072982788085938,0.8568446636199951,0.2880859375,0.33754003047943115,0.2,0.081495516,40.27719497680664,6239
0.0,0.0,23,0.5,0.002762840713870313,0.0,-5.587339502060567e-09,-0.09528987759305026,-6.96152215049617e-07,-0.8275312451106887,-0.3822963241780583,-0.09785136065724483,0.0,-0.15872796418637702,0.01,0.0,-0.24337181522590848,4.25,0.0,0.0,-107.61517427000003,141312,426,-0.4279279651969375,0.0,-0.04613725569163806,1.4297838863198999e-05,331,0.02765163239407903,-0.010258296868026382,-19.744813919067383,0.09589650761336088,0.00029774719999999997,18.651025772094727,0.856848955154419,0.4208984375,0.39014601707458496,0.2,0.22347921,36.70300483703613,6240
0.0,0.0,24,0.5,0.0017880003798911288,0.0,-6.367508896682143e-09,-0.09895564638738431,-7.5109179679287284e-06,-0.8320942410595863,-0.3911013015496522,-0.09841571218642015,0.0,-0.15813422367783603,0.01,0.0,-0.2506958190485407,4.21,0.0,0.0,-107.41492945,147456,445,-0.43694291166963256,0.0,-0.04720420757301261,1.8988713337522413e-06,331,0.02830322183495004,-0.010387506984401456,-19.74493408203125,0.16020876937545836,0.00029764479999999996,18.57042121887207,0.8568465709686279,0.42578125,0.3645157217979431,0.2,0.58352643,38.20535469055176,6241
0.0,0.0,25,0.5,0.001962020452811225,0.0,-6.555618584739074e-09,-0.10153401536748284,-1.4283148793000714e-05,-0.8301253943532734,-0.3879870287505616,-0.0991578188158758,0.0,-0.16053115301577248,0.01,0.0,-0.2549382740281273,4.28,0.0,0.0,-107.76263991999998,153600,463,-0.4389403253023109,0.0,-0.047879295905329494,2.9592686614981206e-07,331,0.02877517487324184,-0.010517039418110647,-19.745070457458496,0.1530825465451926,0.0002975424,19.653594970703125,0.8568491339683533,0.4169921875,0.3060618042945862,0.2,0.41102543,41.50479507446289,6242
0.0,0.0,26,0.5,0.0027045704552791463,0.0,-7.085968033129045e-09,-0.10393943258527803,-1.2423643713030585e-05,-0.8385351803822277,-0.4011125400521563,-0.09571432271763924,0.0,-0.16437079281428416,0.01,0.0,-0.25474938253511575,4.3,0.0,0.0,-107.86229891,159744,482,-0.44885048927465365,0.0,-0.051085918164210126,1.5888502867522811e-06,330,0.030819431509480192,-0.010611200526181211,-19.745208740234375,0.1580104329623282,0.00029744,19.384201049804688,0.8568507432937622,0.4619140625,0.32168471813201904,0.2,0.73159367,37.74362754821777,6243
0.0,0.0,27,0.5,0.0037963941181010027,0.0,-7.590810913275345e-09,-0.10466369099873458,-3.564278177088963e-05,-0.8300306692969688,-0.4039323997359667,-0.096092973540022,0.0,-0.16895502893287592,0.01,0.0,-0.259420752380949,4.31,0.0,0.0,-107.97422322999996,165888,501,-0.44633336954617236,0.0,-0.05259873030751793,1.076720759439736e-06,330,0.03100308036299837,-0.010655900166061293,-19.745361328125,0.06078666355460882,0.0002973376,17.91598129272461,0.8568516373634338,0.3916015625,0.38032352924346924,0.2,0.20407629,37.02606201171875,6244
0.0,0.0,28,0.5,0.005895175682326077,0.0,-8.410147524362899e-09,-0.10505423138410774,-4.643884030684711e-05,-0.8290031082056891,-0.402106749593816,-0.0928373713711233,0.0,-0.1687231365552078,0.01,0.0,-0.2548579208555603,4.27,0.0,0.0,-107.99815236000002,172032,520,-0.45195025360010305,0.0,-0.0548422910609272,4.6274838383230415e-07,330,0.03260451921900175,-0.01049300676106476,-19.7454833984375,0.03918815916404128,0.0002972352,19.75151252746582,0.856857419013977,0.3359375,0.3659256100654602,0.2,0.15613537,39.473289489746094,6245
0.0,0.0,29,0.5,0.008023680782082442,0.0,-9.117293889885714e-09,-0.10885431628944303,-3.6088938472092495e-05,-0.8133917326223781,-0.3975617378389001,-0.09292014099956818,0.0,-0.1746276952328051,0.01,0.0,-0.2583382104149962,4.35,0.0,0.0,-107.83391099000002,178176,538,-0.4555969854993245,0.0,-0.05767903361997428,3.6320669662126075e-06,330,0.03413010262386588,-0.01079463099114923,-19.74560546875,0.11991007719188929,0.0002971328,18.86262321472168,0.85685795545578,0.3330078125,0.3658468723297119,0.2,0.14156292,37.950401306152344,6246
0.0,0.0,30,0.5,0.0070324742157551285,0.0,-9.09362562668607e-09,-0.10858662452691713,-7.223661493211275e-05,-0.8177199977562912,-0.39382945770891903,-0.09229008396607868,0.0,-0.17248717444195918,0.01,0.0,-0.26172459022681754,4.43,0.0,0.0,-107.84949227999999,184320,557,-0.45674559560877515,0.0,-0.05690901391853092,1.005283397092831e-06,330,0.03381499527047826,-0.01092168473759403,-19.745681762695312,0.06110546994023025,0.00029703039999999997,19.224973678588867,0.8568596243858337,0.26953125,0.3856922388076782,0.2,0.08354373,38.40571212768555,6247
0.0,0.0,31,0.5,0.005660726059762377,0.0,-9.040991953294273e-09,-0.10924836278302617,-4.575564876278941e-05,-0.8070959852538739,-0.4025216745646243,-0.09186660326223621,0.0,-0.17687971185339357,0.01,0.0,-0.2581680037888255,4.36,0.0,0.0,-107.95801793000003,190464,576,-0.45865949822394647,0.0,-0.059534269391055515,2.1947981999020533e-06,330,0.034497796862505654,-0.010955994012982181,-19.745704650878906,0.039344376884400845,0.00029692799999999996,19.350143432617188,0.8568612933158875,0.3193359375,0.32688063383102417,0.2,0.08956205,45.39462089538574,6248
0.0,0.0,32,0.5,0.008681527159629545,0.0,-1.0524729867132769e-08,-0.11102260026564216,-0.00013199643868415573,-0.7934521740289795,-0.4037474748789076,-0.09078334915474788,0.0,-0.18119822638520533,0.01,0.0,-0.25959315751744566,4.29,0.0,0.0,-107.71971809,196608,595,-0.4621401908104781,0.0,-0.06510507365051754,1.0592664234490706e-06,330,0.03612989082149374,-0.010999583916815549,-19.745763778686523,0.04857792623806745,0.0002968256,19.334135055541992,0.8568590879440308,0.2998046875,0.37596023082733154,0.2,0.11683131,39.70690727233887,6249
0.0,0.0,33,0.5,0.013711324114732687,0.0,-1.152020212857958e-08,-0.11594557994720217,-5.159437188514456e-05,-0.7815691397949736,-0.39138800714524224,-0.08308419235037635,0.0,-0.18944924348726835,0.01,0.0,-0.24363028325811864,4.45,0.0,0.0,-107.99587435000001,202752,614,-0.4708029138304401,0.0,-0.07466263853028583,0.0,329,0.04082194384030272,-0.010997373903870601,-19.745834350585938,0.08230548584833741,0.0002967232,24.80181312561035,0.8568556308746338,0.4013671875,0.3077949285507202,0.2,0.39507815,44.016441345214844,6250
0.0,0.0,34,0.5,0.019842570648347862,0.0,-1.2226307046231371e-08,-0.11636362909954272,-0.00010487292903927487,-0.7674353464010234,-0.3940160847139888,-0.08120254262502334,0.0,-0.19372964943087378,0.01,0.0,-0.24609163338651885,4.41,0.0,0.0,-108.08456086999999,208896,633,-0.475964846578743,0.0,-0.08133131835318892,3.6924226674421696e-06,329,0.04182551836300496,-0.011043705163557169,-19.746018409729004,0.11420443886891007,0.0002966208,18.318279266357422,0.8568608164787292,0.3349609375,0.33830899000167847,0.2,0.19183351,36.8979434967041,6251
0.0,0.0,35,0.5,0.016465456382070552,0.0,-1.4749073507123902e-08,-0.12524053345633399,-0.00010161303041423159,-0.7724805788746408,-0.3798682957765291,-0.0691460536056911,0.0,-0.20220460787544103,0.01,0.0,-0.2326683251433818,4.37,0.0,0.0,-108.12289695999999,215040,652,-0.4900047169111039,0.0,-0.09422581825308013,3.7382620468954833e-06,329,0.04622727232592838,-0.011065941265400616,-19.746322631835938,0.08302130689844489,0.0002965184,19.363378524780273,0.8568733930587769,0.365234375,0.3625450134277344,0.2,0.24338445,39.02473258972168,6252
0.0,0.0,36,0.5,0.021599618772433413,0.0,-1.5310579622232053e-08,-0.125344384673483,-0.00017855110140604726,-0.7522321428724282,-0.3740161054383854,-0.06605638493707766,0.0,-0.21175384543839956,0.01,0.0,-0.22974225463514145,4.5,0.0,0.0,-108.11842876,221184,672,-0.4799126433118077,0.0,-0.1028103233576091,4.651284023974948e-06,329,0.04743107023733953,-0.010949777284293208,-19.74675178527832,0.1384671414270997,0.000296416,18.790111541748047,0.8569004535675049,0.400390625,0.3803696036338806,0.2,0.35444283,37.69114112854004,6253
0.0,0.0,37,0.5,0.028297257780719603,0.0,-1.71258169090498e-08,-0.12538296114910746,-0.00020917801147670074,-0.7688798056489484,-0.3898650977982845,-0.06420359828185246,0.0,-0.2167879360534568,0.01,0.0,-0.22914174838884008,4.34,0.0,0.0,-107.88718766999999,227328,691,-0.4801255472873614,0.0,-0.10540554735488016,2.3037197311707954e-05,328,0.047213330509984046,-0.010901753587292451,-19.74711799621582,0.0861473847180605,0.00029631359999999997,18.026691436767578,0.8569152355194092,0.3984375,0.3776278495788574,0.2,0.1833778,35.827388763427734,6254
0.0,0.0,38,0.5,0.027660123066408887,0.0,-1.7697673811662108e-08,-0.12787818034035286,-4.960129228381188e-05,-0.7700757606766806,-0.39955417405095,-0.06220299710951188,0.0,-0.2248614940411582,0.01,0.0,-0.22753014412972894,4.42,0.0,0.0,-108.00490622000001,233472,710,-0.47525160135110217,0.0,-0.10971354271141653,5.2350837495419125e-06,328,0.04809893843606983,-0.01106436937060648,-19.747472763061523,0.09477857407182455,0.0002962112,18.224149703979492,0.8569323420524597,0.412109375,0.3842930793762207,0.2,0.33107343,36.88552474975586,6255
0.0,0.0,39,0.5,0.02500214614989918,0.0,-1.9473466250805276e-08,-0.12952736273131485,-3.256885706799549e-05,-0.8004292174887735,-0.3923933485301743,-0.05589826829027395,0.0,-0.2344856266705585,0.01,0.0,-0.22334545746751922,4.49,0.0,0.0,-108.48363770999998,239616,729,-0.4741398170550515,0.0,-0.10816025799529776,2.196174965204992e-05,328,0.05018483965189394,-0.011093155317395187,-19.747873306274414,0.17615212313830853,0.0002961088,18.34772491455078,0.8569546341896057,0.4541015625,0.3879941701889038,0.2,0.85234135,35.53663444519043,6256
0.0,0.0,40,0.5,0.02916089491244464,0.0,-2.01795393817964e-08,-0.12519770647465847,-2.973021499524271e-05,-0.8197187731426037,-0.3964974908816285,-0.0536382895400831,0.0,-0.2329710758085972,0.01,0.0,-0.22808211327257086,4.42,0.0,0.0,-108.19695232999997,245760,749,-0.4686531928553839,0.0,-0.10946940249900484,2.9021589844156627e-05,327,0.04879071625763148,-0.010896497862415455,-19.74838924407959,0.07596170622855425,0.0002960064,17.074552536010742,0.8569802641868591,0.353515625,0.3923395276069641,0.2,0.35891008,34.64592170715332,6257
0.0,0.0,41,0.5,0.029953253324971483,0.0,-2.33364316709836e-08,-0.12575876561941854,-3.6804460597346086e-05,-0.8076929414801935,-0.402231845050935,-0.05335410384414025,0.0,-0.23825625703291964,0.01,0.0,-0.22936212028374633,4.36,0.0,0.0,-107.88375857000001,251904,768,-0.4648644156987529,0.0,-0.10973528807230226,4.313060789806485e-05,327,0.04901881666928762,-0.010913572883430827,-19.74884605407715,0.042157397139817476,0.000295904,16.358854293823242,0.8569990992546082,0.384765625,0.39406681060791016,0.2,0.34797606,33.46479415893555,6258
0.0,0.0,42,0.5,0.033289130193810586,0.0,-2.1587819769446043e-08,-0.12466287654889745,-9.884162798153729e-05,-0.8115968966398026,-0.3963354251083134,-0.050739535644493315,0.0,-0.23748496145773182,0.01,0.0,-0.23248565314727457,4.41,0.0,0.0,-108.13267844,258048,788,-0.46409057428712264,0.0,-0.10764532663267058,2.5680118893185754e-05,327,0.049497763305552216,-0.010859772535772342,-19.749168395996094,0.05817747861146927,0.0002958016,17.478120803833008,0.8570135831832886,0.3876953125,0.39589768648147583,0.2,0.19789402,35.383140563964844,6259
0.0,0.0,43,0.5,0.029376814654169525,0.0,-2.1240970798985544e-08,-0.12771000601197927,-1.5749471275034515e-05,-0.7964068714608,-0.3924558885415475,-0.05151877767496916,0.0,-0.2408194940102376,0.01,0.0,-0.23562274451412135,4.36,0.0,0.0,-108.12602177000001,264192,807,-0.46735014696546157,0.0,-0.11247333445368542,5.935006817761698e-05,327,0.050482526482167035,-0.011144363877184309,-19.749399185180664,0.17615985963493586,0.0002956992,16.778474807739258,0.857022762298584,0.3974609375,0.3950849771499634,0.2,0.3308659,33.76122283935547,6260
0.0,0.0,44,0.5,0.03220071237741736,0.0,-2.215720190008032e-08,-0.12583795034433096,-1.4117793112192958e-05,-0.7981408061513826,-0.39790537585792446,-0.0507996498899585,0.0,-0.24190654026115335,0.01,0.0,-0.2401838048747177,4.4,0.0,0.0,-108.29243924999999,270336,827,-0.4626974288880444,0.0,-0.11194535940626084,3.4188356580679194e-05,326,0.05037195582367141,-0.010849016060165554,-19.74964427947998,0.1292602214962244,0.00029559679999999997,16.224376678466797,0.8570314645767212,0.3544921875,0.3959372043609619,0.2,0.31088176,32.3620662689209,6261
0.0,0.0,45,0.5,0.029563975350287524,0.0,-2.3990853046695648e-08,-0.1256633875052491,-1.4583671856133648e-05,-0.7958689648335016,-0.3851963273689141,-0.04986911871210539,0.0,-0.2416885554609127,0.01,0.0,-0.23867404902339318,4.46,0.0,0.0,-108.20761952,276480,846,-0.46397043843801605,0.0,-0.10678729501504886,4.610553856025184e-05,326,0.05083922566127716,-0.010983394007696148,-19.749887466430664,0.11128631886094809,0.0002954944,16.247102737426758,0.8570377826690674,0.3876953125,0.39751285314559937,0.2,0.2744858,32.552452087402344,6262
0.0,0.0,46,0.5,0.027223690968717382,0.0,-2.128541245050003e-08,-0.12717461763048638,-1.77589978703405e-05,-0.779697366019466,-0.3780211351427813,-0.048628403973409305,0.0,-0.23988067911099295,0.01,0.0,-0.24275249125546272,4.38,0.0,0.0,-108.06998937999998,282624,866,-0.4677886323197043,0.0,-0.11130620961858274,3.703451217264223e-05,326,0.05200017090969159,-0.011159855602301115,-19.75016212463379,0.10763784730806947,0.000295392,18.216367721557617,0.8570475578308105,0.3681640625,0.399594247341156,0.2,0.24199909,37.3591365814209,6263
