curriculum/dr_scale,ankle/ankle_defl_peak,time/iterations,curriculum/eff_scale,reward_terms/step_rate,reward_terms/stance,reward_terms/upright,reward_terms/clearance,reward_terms/angmom,reward_terms/energy,reward_terms/time,reward_terms/fwd_speed,reward_terms/stop,reward_terms/stance_time,reward_terms/hip_roll,reward_terms/torque,reward_terms/ang_xy,est/vel_rmse,time/time_elapsed,reward_terms/assist_pen,reward_terms/lat_vel,curriculum/ent_coef,reward_terms/residual,curriculum/ctrl_drop_prob,curriculum/cmd_track_err,ankle/ankle_spring_energy_peak,rollout/ep_rew_mean,time/fps,reward_terms/overrun,reward_terms/phase_contact,reward_terms/coef_rate,reward_terms/track_yaw,curriculum/cmd_scale,reward_terms/foot_ahead,reward_terms/vz,reward_terms/residual_rate,time/total_timesteps,curriculum/stance_ratio,reward_terms/action_rate,curriculum/swing_frac_mean,reward_terms/stand,reward_terms/height,curriculum/ctrl_jitter_ms,reward_terms/duty_sym,rollout/ep_len_mean,ankle/ankle_spring_trq_peak,reward_terms/track_lin,curriculum/swing_frac_min,reward_terms/alive,reward_terms/foot_slip,reward_terms/stand_drift,reward_terms/air_time,reward_terms/motor_vel,train/clip_range,train/learning_rate,train/n_updates,train/policy_gradient_loss,train/value_loss,train/explained_variance,train/loss,train/entropy_loss,train/clip_fraction,train/std,train/approx_kl,curriculum/ctrl_drop_prob_progress,curriculum/stance_ratio_progress,curriculum/ctrl_jitter_ms_progress,curriculum/eff_scale_progress,curriculum/dr_scale_progress
0.0,0.505194918242396,11,0.0,-0.005772569444444496,-0.1733164552657444,-0.1392576131012395,0.0,-0.1167411576821323,0.0,0.0,0.0,0.0,0.0,-0.16904997628919646,0.0,-0.1044101984494432,0.1294237859511877,29,0.0,-0.33355382906241693,0.01,-0.10563893368119247,0.0,0.3754997857966055,0.0,45.33782836999999,6829,0.0,0.0,-0.3558183353560763,0.4222502352267037,0.0,0.0,-0.10613871370292892,0.0,202752,0.7,-0.05616025730104157,0.148681640625,0.8560760333484302,-0.02271822312582091,0.0,0.0,312.78,0.0,2.075319696068564,0.14561631944444445,0.0,-0.43302749428052345,-0.06411122041522886,0.0,0.0,0.2,0.0002995392,73605,-0.017144497064873577,66.92457847595215,0.9830573201179504,21.222675323486328,-36.9259111404419,0.2751953125,1.002958059310913,0.02861822,,,,,
0.0,0.5050340365772762,12,0.0,-0.005208333333333374,-0.24971695192133414,-0.17830718816074065,0.0,-0.12851255677004592,0.0,0.0,0.0,0.0,0.0,-0.18574151324350247,0.0,-0.11148487969873538,0.1521785953489784,32,0.0,-0.428294946588873,0.01,-0.10527937445638066,0.0,0.3088192312630001,0.0,50.52379966,6778,0.0,0.0,-0.37757160768246867,0.43444464124409726,0.0,0.0,-0.1299434624317718,0.0,221184,0.7,-0.05802731665594266,0.14990234375,0.7380433343369446,-0.030544301432153118,0.0,0.0,322.2,0.0,1.93306311974211,0.140625,0.0,-0.42654849186896243,-0.07804399046162701,0.0,0.0,0.2,0.00029949311999999997,73609,-0.015533444844186306,66.4851842880249,0.9835842847824097,19.495132446289062,-36.92677059173584,0.29053955078125,1.0028080940246582,0.035743814,,,,,
0.0,0.5052074268343008,13,0.0,-0.004882812500000038,-0.19864882453975877,-0.15982169006248784,0.0,-0.1175534867700781,0.0,0.0,0.0,0.0,0.0,-0.17241441060046814,0.0,-0.1055264507651241,0.14258225317426407,35,0.0,-0.39286205762541365,0.01,-0.10556911547598541,0.0,0.4440879333986437,0.0,51.56943262,6747,0.0,0.0,-0.3715105193220398,0.40978944585122107,0.0,0.0,-0.10986479418871392,0.0,239616,0.7,-0.05802073961722091,0.1338161892361111,0.8150752406665307,-0.025381972271914174,0.0,0.0,323.15,0.0,1.9703722753807211,0.13172743055555555,0.0,-0.4323302444575121,-0.06974678149078949,0.0,0.0,0.2,0.00029944704,73613,-0.018739539221860467,50.383919143676756,0.9886170625686646,16.90176010131836,-36.929761505126955,0.32716064453125,1.0031052827835083,0.03438846,,,,,
0.0,0.5050675570093,14,0.0,-0.005577256944444493,-0.1484172481970638,-0.13519338612530252,0.0,-0.1038946060110312,0.0,0.0,0.0,0.0,0.0,-0.1591219362539966,0.0,-0.0951712029033562,0.1262411621158812,38,0.0,-0.3374151160924841,0.01,-0.10535063573254572,0.0,0.31993287810777543,0.0,53.11533323999999,6710,0.0,0.0,-0.36294856432388456,0.4399089335657166,0.0,0.0,-0.1054709009527546,0.0,258048,0.7,-0.05605103153644675,0.1421169704861111,0.7847955209564588,-0.023040680246390298,0.0,0.0,311.12,0.0,1.9906347187442626,0.14208984375,0.0,-0.45794991110216643,-0.06966826604983448,0.0,0.0,0.2,0.00029940095999999997,73617,-0.018354354438519006,50.78576168261076,0.9883401393890381,14.410269737243652,-36.92962746871145,0.3043662623355263,1.0031628608703613,0.042931646,,,,,
0.0,0.5050763566333946,15,0.0,-0.004969618055555594,-0.18247053464021024,-0.16647388628965853,0.0,-0.12842738394319983,0.0,0.0,0.0,0.0,0.0,-0.17646090916165838,0.0,-0.10799619495504055,0.1464874775875858,41,0.0,-0.4030682098920776,0.01,-0.10539366623834508,0.0,0.3505593544048414,0.0,52.682453970000005,6660,0.0,0.0,-0.39096872554512396,0.4321774838101436,0.0,0.0,-0.11960400759290638,0.0,276480,0.7,-0.0597981552553868,0.14510091145833334,0.5362618392824466,-0.027766569544555857,0.0,0.0,305.45,0.0,1.6467431867304079,0.1349826388888889,0.0,-0.45183513575423073,-0.07746976998153816,0.0,0.0,0.2,0.00029935488,73621,-0.01783134340075776,55.18552646636963,0.9873136281967163,15.667145729064941,-36.93753890991211,0.33892822265625,1.0036364793777466,0.037606746,,,,,
0.0,0.5044848515126915,16,0.0,-0.00531684027777782,-0.17864041228941094,-0.14954943465154816,0.0,-0.11197705620797654,0.0,0.0,0.0,0.0,0.0,-0.13922238593579236,0.0,-0.09638155598047854,0.14352027973773004,44,0.0,-0.29959203687701036,0.0099963136,-0.10532678081692814,0.0,0.404198633765489,0.0,17.532616110000003,6610,0.0,0.0,-0.3854375373263894,0.42448940589670725,0.0,0.0,-0.10674768992547351,0.0,294912,0.7,-0.05757422798091319,0.13975694444444445,0.7148086801398672,-0.023846988570858412,0.0,0.0,307.58,0.0,1.873456463226134,0.13416883680555555,0.0,-0.4177057645620625,-0.04933732206034033,0.0,0.0,0.2,0.0002993088,73625,-0.013340609602164478,49.971464443206784,0.9853596687316895,14.749595642089844,-36.928044128417966,0.35357666015625,1.0030099153518677,0.038351603,,,,,
0.0,0.5050496532943629,17,0.0,-0.005360243055555599,-0.16942067275911465,-0.1449755216687388,0.0,-0.11630924199028723,0.0,0.0,0.0,0.0,0.0,-0.16365689496763552,0.0,-0.09801432610666079,0.1245618345342853,47,0.0,-0.3660636427773455,0.0099926272,-0.10567839641255183,0.0,0.38907405488674696,0.0,23.24968271,6562,0.0,0.0,-0.36411335673110967,0.46292784195114023,0.0,0.0,-0.11098780512173534,0.0,313344,0.7,-0.05673827603853164,0.1491156684027778,0.6399596384720749,-0.02433612264032932,0.0,0.0,303.79,0.0,1.6512060941546136,0.14393446180555555,0.0,-0.41532431877067005,-0.06529357215315289,0.0,0.0,0.2,0.00029926272,73629,-0.0037907975835396964,53.13840866088867,0.9871526956558228,15.542953491210938,-36.92468822703642,0.3676183363970588,1.002612590789795,0.04492969,,,,,
0.0,0.5049052255213107,18,0.0,-0.005316840277777821,-0.19950447259738396,-0.14424195405101425,0.0,-0.1083707052202336,0.0,0.0,0.0,0.0,0.0,-0.1429774176167309,0.0,-0.10054838339734873,0.1522612715246056,50,0.0,-0.30753607830507856,0.0099889408,-0.1053392274165215,0.0,0.44811147187364675,0.0,21.50112544,6532,0.0,0.0,-0.3795015482141731,0.4457195259808746,0.0,0.0,-0.10599466073158867,0.0,331776,0.7,-0.05725452466590275,0.1393500434027778,0.7450854418839811,-0.023330647372635575,0.0,0.0,308.61,0.0,1.9535470084563795,0.1366644965277778,0.0,-0.41960681462144234,-0.05039629087908895,0.0,0.0,0.2,0.00029921664,73633,-0.018792083812877537,42.12597055435181,0.9902651309967041,13.558496475219727,-36.92880821228027,0.33831787109375,1.0029337406158447,0.039167855,,,,,
0.0,0.5050591535574321,19,0.0,-0.005088975694444485,-0.17528021498112886,-0.1605617940997673,0.0,-0.11508076279464981,0.0,0.0,0.0,0.0,0.0,-0.1538041516018507,0.0,-0.09995983839984618,0.14716139426224645,53,0.0,-0.36431145058518605,0.0099852544,-0.1055647278990769,0.0,0.3188417168748889,0.0,37.12550482,6501,0.0,0.0,-0.3649421521959945,0.441452323693901,0.0,0.0,-0.1181235589142172,0.0,350208,0.7,-0.05671685215279609,0.14143880208333331,0.6789647567781391,-0.02675069085162315,0.0,0.0,304.49,0.0,1.8467370827832807,0.1384548611111111,0.0,-0.42169755056510205,-0.07333804360955502,0.0,0.0,0.2,0.00029917056,73637,-0.020527628099080174,44.95378017425537,0.9896911382675171,15.025788307189941,-36.929456901550296,0.31312255859375,1.0031732320785522,0.033546966,,,,,
0.0,0.5049609898043474,20,0.0,-0.005414496527777824,-0.21049379440507654,-0.1446183949366837,0.0,-0.10437752557957264,0.0,0.0,0.0,0.0,0.0,-0.14517876695709162,0.0,-0.08942773197601665,0.13010795697946337,56,0.0,-0.3547042738321497,0.009981568,-0.10533702339878806,0.0,0.41483168168596835,0.0,36.59801196,6492,0.0,0.0,-0.3762391438133958,0.4280106296759253,0.0,0.0,-0.11226471990943468,0.0,368640,0.7,-0.05758814670913691,0.13929578993055555,0.7474310825615134,-0.025294735001132718,0.0,0.0,311.82,0.0,1.9536638744430002,0.13232421875,0.0,-0.43235544394074765,-0.05816852431902021,0.0,0.0,0.2,0.00029912448,73641,-0.025340579880867152,36.533569526672366,0.9918614625930786,12.801368713378906,-36.927874374389646,0.311083984375,1.0026719570159912,0.0349286,,,,,
0.0,0.505032480590845,21,0.0,-0.005034722222222262,-0.19474450811083072,-0.13497484992986217,0.0,-0.1099871123848974,0.0,0.0,0.0,0.0,0.0,-0.1598475348453277,0.0,-0.09594758258559771,0.12850827135190482,59,0.0,-0.32811495729131124,0.0099778816,-0.10570666353081712,0.0,0.2844153370975821,0.0,37.9022712,6469,0.0,0.0,-0.37584900874545907,0.4730864035951802,0.0,0.0,-0.09476387695909667,0.0,387072,0.7,-0.05689170093280796,0.12703450520833334,0.7464099271547241,-0.021916078134411203,0.0,0.0,301.37,0.0,1.9182731266209945,0.12407769097222222,0.0,-0.4572030505842486,-0.06513203848403454,0.0,0.0,0.2,0.0002990784,73645,-0.02112104492262006,47.26149291992188,0.9894624352455139,16.088356018066406,-36.9228572845459,0.3180908203125,1.002692461013794,0.035744958,,,,,
0.0,0.5050441786114446,22,0.0,-0.005186631944444487,-0.18458136085072357,-0.14687148020218135,0.0,-0.10612778116065982,0.0,0.0,0.0,0.0,0.0,-0.15497256323268094,0.0,-0.0973962664723694,0.12531732722328925,62,0.0,-0.3505131597429665,0.009974195200000001,-0.10527442614216015,0.0,0.35695454394116344,0.0,45.53935954000001,6455,0.0,0.0,-0.3832592738196424,0.4471788147431062,0.0,0.0,-0.10916404973383378,0.0,405504,0.7,-0.05743742966222179,0.1378851996527778,0.8896525571729446,-0.024469449601366277,0.0,0.0,309.9,0.0,2.0148709459464373,0.13487413194444445,0.0,-0.4275190485604373,-0.06851408828917983,0.0,0.0,0.2,0.00029903232,73649,-0.022191169392317533,48.87023773193359,0.9892123937606812,16.876140594482422,-36.92190284729004,0.28203125,1.002216100692749,0.027681813,,,,,
0.0,0.5048103992404782,23,0.0,-0.005230034722222266,-0.2069480571071346,-0.18291773891960555,0.0,-0.13469916645135763,0.0,0.0,0.0,0.0,0.0,-0.1721874379136071,0.0,-0.10732143975971258,0.14203883432003112,65,0.0,-0.41384514229390035,0.0099705088,-0.1048385126960013,0.0,0.4551687334431991,0.0,56.72741344999999,6452,0.0,0.0,-0.3745139616211317,0.4669627426677615,0.0,0.0,-0.12028555242459688,0.0,423936,0.7,-0.06102605750345613,0.15342881944444445,0.705391638495208,-0.028408313433321834,0.0,0.0,321.44,0.0,1.971587063204773,0.1376410590277778,0.0,-0.4405464630078957,-0.0819868041566067,0.0,0.0,0.2,0.00029898624,73653,-0.021520924620563164,43.310001850128174,0.991022527217865,15.516273498535156,-36.91243305206299,0.30751953125,1.001854658126831,0.04008533,,,,,
0.0,0.505204248030086,24,0.0,-0.005273437500000042,-0.17120337958733942,-0.15293998670122472,0.0,-0.11813254206087971,0.0,0.0,0.0,0.0,0.0,-0.15830916131466494,0.0,-0.09566438328201571,0.14198875764170105,68,0.0,-0.36867630583712463,0.0099668224,-0.10520066858967408,0.0,0.3813672209681567,0.0,53.53096745,6431,0.0,0.0,-0.37076235453329515,0.4735759399339909,0.0,0.0,-0.11217781139004862,0.0,442368,0.7,-0.05798080107658928,0.14708116319444445,0.7371674067800268,-0.025982251588814363,0.0,0.0,321.36,0.0,1.9824869892661852,0.14680989583333334,0.0,-0.40750967439735386,-0.07250653893598742,0.0,0.0,0.2,0.00029894016,73657,-0.011086212799829595,43.74521939894732,0.9895258545875549,15.179911613464355,-36.92117489085478,0.36392750459558826,1.0026556253433228,0.047038086,,,,,
0.0,0.5046895351243881,25,0.0,-0.0048936631944444834,-0.21450641142144547,-0.13196544688179246,0.0,-0.10484604304262873,0.0,0.0,0.0,0.0,0.0,-0.1422406795608461,0.0,-0.09216677124243015,0.1157761140474457,71,0.0,-0.315189903623877,0.009963136000000001,-0.10584162034428529,0.0,0.34764474394506173,0.0,53.72859598,6434,0.0,0.0,-0.3541634837528723,0.4498199521372927,0.0,0.0,-0.10113156241452631,0.0,460800,0.7,-0.053997185442267566,0.12833658854166666,0.81183293369841,-0.023366067176042768,0.0,0.0,300.22,0.0,1.9885986611751005,0.1257595486111111,0.0,-0.41419513196726643,-0.061548312193644795,0.0,0.0,0.2,0.00029889407999999997,73660,-0.010343529501308997,40.06813100179036,0.9914017915725708,15.785082817077637,-36.924889373779294,0.3087890625,1.002373218536377,0.039250087,,,,,
0.0,0.5045020983418859,26,0.0,-0.005034722222222262,-0.24689340995467265,-0.15126692649333293,0.0,-0.11326735190696577,0.0,0.0,0.0,0.0,0.0,-0.15205332614501488,0.0,-0.09151183704052339,0.12665775123259929,74,0.0,-0.360045307222741,0.0099594496,-0.1058016307849762,0.0,0.45771977951161597,0.0,48.33376199000001,6436,0.0,0.0,-0.3767966255541283,0.4278124685555684,0.0,0.0,-0.10292785886682565,0.0,479232,0.7,-0.057935414537477824,0.1288791232638889,0.8500430550858157,-0.024789459990830008,0.0,0.0,312.67,0.0,2.064089796003477,0.12782118055555555,0.0,-0.4182530972345859,-0.06532258155890618,0.0,0.0,0.2,0.000298848,73663,-0.009577262525757154,44.737230936686196,0.9904282689094543,17.008949279785156,-36.91617298126221,0.2946370442708333,1.0020524263381958,0.044043913,,,,,
0.0,0.5050777558127122,27,0.0,-0.005099826388888929,-0.27974135577245424,-0.14989807792630463,0.0,-0.12809901305064428,0.0,0.0,0.0,0.0,0.0,-0.15970364668753007,0.0,-0.09648889390219191,0.12994067258525946,77,0.0,-0.3663669471479174,0.0099557632,-0.10572696249614738,0.0,0.3307058163562836,0.0,55.63640895,6425,0.0,0.0,-0.37134762797211457,0.4275010125614904,0.0,0.0,-0.11203041220717919,0.0,497664,0.7,-0.05566800030504912,0.1396484375,0.9667887858239597,-0.025583923013143915,0.0,0.0,330.81,0.0,2.170390420324351,0.13557942708333334,0.0,-0.41131464555012587,-0.07300378855937845,0.0,0.0,0.2,0.00029880191999999997,73666,-0.006093034899095073,43.82644112904867,0.9906346797943115,16.825435638427734,-36.925185203552246,0.3313395182291667,1.0025522708892822,0.04461334,,,,,
0.0,0.5051888222805944,28,0.0,-0.004969618055555593,-0.3688622369574628,-0.1542466731537166,0.0,-0.11914184108375786,0.0,0.0,0.0,0.0,0.0,-0.13999496643816156,0.0,-0.08686561685139495,0.1362665873676055,85,0.0,-0.36008606503120155,0.009952076800000001,-0.10551033881379736,0.0,0.37355247302249683,0.0,81.68582755,6057,0.0,0.0,-0.37262611546011715,0.430860678646698,0.0,0.0,-0.10789998152767105,0.0,516096,0.7,-0.055956503289847546,0.1314019097222222,0.917196483220398,-0.026411684710317514,0.0,0.0,331.01,0.0,2.2242386100456066,0.12901475694444445,0.0,-0.4239808309042801,-0.067137131217334,0.0,0.0,0.2,0.00029875584,73669,-0.00958895543590188,43.85377438863119,0.9915415048599243,16.0203800201416,-36.92883841196696,0.3193766276041667,1.0029546022415161,0.045622032,,,,,
0.0,0.5049476025739031,29,0.0,-0.004730902777777814,-0.2807017561735488,-0.14085615344141464,0.0,-0.11477507534340053,0.0,0.0,0.0,0.0,0.0,-0.14705466066329081,0.0,-0.08595465681812581,0.12442104179293045,88,0.0,-0.3485042107966969,0.0099483904,-0.10578015853624116,0.0,0.3131100316703692,0.0,83.81115908,6067,0.0,0.0,-0.3723245320350871,0.44198685517739333,0.0,0.0,-0.09924955418253084,0.0,534528,0.7,-0.05525875929104185,0.12841796875,0.8031605362280314,-0.023474884387366682,0.0,0.0,333.23,0.0,2.0710027143418372,0.12581380208333334,0.0,-0.4032096389119801,-0.069587944381247,0.0,0.0,0.2,0.00029870976,73672,-0.0106989293292697,58.42345455714634,0.9869217276573181,21.747472763061523,-36.93600409371512,0.3308628627232143,1.0032826662063599,0.040770724,,,,,
