reward_terms/overrun,rollout/ep_rew_mean,reward_terms/stance_time,reward_terms/angmom,reward_terms/air_time,time/total_timesteps,reward_terms/hip_roll,curriculum/ctrl_drop_prob,reward_terms/motor_vel,reward_terms/lat_vel,reward_terms/ang_xy,time/fps,curriculum/sprint_dist_m,reward_terms/vz,reward_terms/height,reward_terms/stance,reward_terms/time,reward_terms/upright,rollout/ep_len_mean,curriculum/ctrl_jitter_ms,reward_terms/foot_slip,reward_terms/phase_contact,reward_terms/coef_rate,reward_terms/energy,reward_terms/action_rate,curriculum/eff_scale,reward_terms/clearance,reward_terms/stop,curriculum/ent_coef,curriculum/stance_ratio,time/time_elapsed,reward_terms/residual,reward_terms/torque,reward_terms/fwd_speed,reward_terms/alive,reward_terms/assist_pen,time/iterations,train/entropy_loss,train/approx_kl,train/explained_variance,train/policy_gradient_loss,train/clip_fraction,train/clip_range,train/learning_rate,train/std,train/n_updates,train/value_loss,train/loss
0.0,-165.34979009999998,-0.11213220572648828,-0.17365852148930738,7.5954594649374485e-06,202752,-0.060595023316381086,0.0,-3.3314978375019122e-06,-2.32975826330021e-08,-0.29893710118133754,4478,25.1152,-0.11742048293731494,-0.01948410133502997,-0.00063395115762896,-0.5,-0.48367735251876887,262.84,0.0,-0.6588409822355507,-0.6892750791995207,-1.4993520981137962,-2.723005655622317e-05,-0.133395106818185,0.000768,0.011684028608050508,0.0,0.01,0.6498233600000001,45,-0.10162546531125086,-0.00031932768297723363,-0.3833976244619062,0.0,0.0,11,-34.06766414642334,0.020142112,0.9117197394371033,-0.00725024847779423,0.2475341796875,0.2,0.00029995392,1.0014671087265015,6332,25.435735845565794,6.880943775177002
0.0,-168.86800576000002,-0.10759634891777144,-0.16712680190111917,0.0,221184,-0.06890887908121107,0.0,-3.866152179672445e-06,-2.239909297259202e-08,-0.3082285756969035,4484,25.12672,-0.11734955334329451,-0.01607422617494378,-0.0010040654152842958,-0.5,-0.40326665489792163,276.52,0.0,-0.6486597245387961,-0.7083007409349595,-1.5291338333713334,-3.081920441761054e-05,-0.13074875229014998,0.0008448,0.006894071757822925,0.0,0.01,0.649805696,49,-0.10201913697191173,-0.0003457374414638421,-0.6189258635992219,0.0,0.0,12,-34.07673931121826,0.023304958,0.8953099250793457,-0.0053577801212668415,0.30291748046875,0.2,0.000299949312,1.0020514726638794,6336,21.08921537399292,5.591672420501709
0.0,-170.20102065999998,-0.13756551276472034,-0.1627228548679097,0.0,239616,-0.05748135699876215,0.0,-3.886322906466021e-06,-1.9449870738794273e-08,-0.2753070020322949,4490,25.13824,-0.11455995669668358,-0.016795902937122156,-0.00035445750931230644,-0.5,-0.3863616250662189,282.19,0.0,-0.5983268506036297,-0.7191294727044313,-1.5079337001131716,-3.150864658271461e-05,-0.12954059923971814,0.0009216,0.0053873628839159835,0.0,0.01,0.649788032,53,-0.10304870985520276,-0.00035314821479711967,-0.6109117064177259,0.0,0.0,13,-34.08238983154297,0.029616546,0.8834420442581177,-0.001187609345652163,0.32325439453125,0.2,0.00029994470399999997,1.0024232864379883,6340,16.551984357833863,4.620059490203857
0.0,-173.90623445,-0.18633474590347354,-0.17002848424993336,5.967856850475073e-06,258048,-0.058145684616541383,0.0,-4.339434464555564e-06,-1.841897077141169e-08,-0.28946997233548744,4494,25.14976,-0.11509035915046874,-0.013435556633556472,-3.239005670197729e-05,-0.5,-0.3692680067812082,296.54,0.0,-0.6030597086502563,-0.7190892258543093,-1.5440825624729406,-3.480146416724004e-05,-0.128624995851374,0.0009984,0.005151301934021455,0.0,0.01,0.649770368,57,-0.10346285882006756,-0.00037785108252976315,-0.7515573492356945,0.0,0.0,14,-34.083596801757814,0.028512254,0.8869794607162476,-0.010274273087270558,0.31201171875,0.2,0.000299940096,1.0027925968170166,6344,11.286512064933778,3.339491844177246
0.0,-172.26787816,-0.12905720733558862,-0.1829568581958949,4.340263937289516e-06,276480,-0.049880423854870286,0.0,-4.8045178034000365e-06,-1.924421250046776e-08,-0.305793452031839,4502,25.16128,-0.12039527742577238,-0.017790286719916865,-3.932403556102169e-05,-0.5,-0.3804677484687314,289.79,0.0,-0.6272409411574258,-0.7147420235285694,-1.531672455413127,-3.862648467541465e-05,-0.1316587296197041,0.0010752,0.006150416985309937,0.0,0.01,0.6497527040000001,61,-0.10288848737600277,-0.0004220739567828344,-0.7582891168686662,0.0,0.0,15,-34.059722900390625,0.021256316,0.8972569108009338,0.015429641120135784,0.2481689453125,0.2,0.000299935488,1.000429391860962,6345,13.660334825515747,5.22392463684082
0.0,-170.12469956,-0.15175751213003727,-0.1811044166682365,4.340254236012697e-06,294912,-0.057131132802075615,0.0,-5.069175510661784e-06,-1.905292412115664e-08,-0.3013536576240055,4501,25.1728,-0.13016505585672805,-0.017407007551833168,-0.0010362184357107043,-0.5,-0.3995530338018968,281.42,0.0,-0.6285776329846519,-0.721697673229768,-1.5408497971234167,-4.071135850413519e-05,-0.13293216201597083,0.001152,0.008901883014508371,0.0,0.01,0.64973504,65,-0.10301037022762384,-0.000444192127812845,-0.7371450242599633,0.0,0.0,16,-34.07944825116326,0.047174383,0.8976579308509827,-0.01395981473272995,0.2292193244485294,0.2,0.00029993088,1.0021039247512817,6349,8.36804583493401,2.8599274158477783
0.0,-171.97859131,-0.16321246336641101,-0.19152990605914744,6.510400756572683e-06,313344,-0.054096577584224204,0.0,-5.466429642308821e-06,-1.9363291168902452e-08,-0.318312823288391,4500,25.18432,-0.13849705030806125,-0.01758100178727261,-0.0007785061859227052,-0.5,-0.4044972725333827,288.56,0.0,-0.6100577138472116,-0.717656382007982,-1.53911845842097,-4.373986974130716e-05,-0.13289291529183778,0.0012288,0.005873986056046784,0.0,0.01,0.649717376,69,-0.10242563129824032,-0.0004781882626864531,-0.8789206288068082,0.0,0.0,17,-34.08555183410645,0.037342474,0.8675825595855713,-0.003936602093745023,0.3857421875,0.2,0.000299926272,1.0029789209365845,6353,8.129224729537963,2.354851722717285
0.0,-169.22792289999998,-0.1622247638006229,-0.1743992108134766,0.0,331776,-0.05110540305364529,0.0,-5.586979899944627e-06,-1.9922829738669644e-08,-0.2963256666202091,4505,25.19584,-0.11995899526811361,-0.020697779233522298,-0.0001704873204023014,-0.5,-0.4551525421057759,277.92,0.0,-0.5822995040353075,-0.7143571057299236,-1.5124449614954638,-4.5634829409796374e-05,-0.13891359515280965,0.0013056,0.005168846402000525,0.0,0.01,0.649699712,73,-0.10085408504333689,-0.0005109932395987034,-0.8284954535487111,0.0,0.0,18,-34.05888748168945,0.02587408,0.8613128662109375,0.016915908141527325,0.2764892578125,0.2,0.000299921664,1.0003652572631836,6354,11.109666347503662,5.102441310882568
0.0,-167.19380116,-0.11392347406945191,-0.18849028170014734,0.0,350208,-0.0503922187643648,0.0,-5.761984108520609e-06,-1.8372471475264524e-08,-0.29810114397755455,4502,25.20736,-0.1364244724567421,-0.01872859239236278,-0.002471151118830001,-0.5,-0.4806995393704913,269.42,0.0,-0.5781873256204829,-0.7119748790626965,-1.5132221939513737,-4.691494581712034e-05,-0.13838913220086396,0.0013824,0.004605619672210886,0.0,0.01,0.6496820480000001,77,-0.10143783008746553,-0.0005166694098117493,-0.9771207481588766,0.0,0.0,19,-34.084259605407716,0.034461834,0.8703868389129639,-0.02545314806047827,0.27044677734375,0.2,0.000299917056,1.0028599500656128,6358,6.022719311714172,1.7037092447280884
0.0,-166.87403117999997,-0.12625339089653506,-0.19215663868478286,0.0,368640,-0.05861508083700352,0.0,-6.357000816794106e-06,-1.9414194126280165e-08,-0.3038589843972335,4501,25.21888,-0.12718935671953446,-0.0210650985331207,-0.0004007052275267115,-0.5,-0.4500609738345001,268.18,0.0,-0.5874701777333597,-0.697708422062414,-1.5133982728964959,-5.203401950231133e-05,-0.1401215380095298,0.0014592,0.008506087528999206,0.0,0.01,0.649664384,81,-0.10142148981089252,-0.0005640591318497247,-0.686343528779076,0.0,0.0,20,-34.0811882019043,0.05447276,0.8762133121490479,-0.005116641579661518,0.3541412353515625,0.2,0.000299912448,1.0023648738861084,6362,4.908107355237007,1.5238109827041626
0.0,-165.80752596,-0.14217960151371598,-0.205845128476099,0.0,387072,-0.05376759533011051,0.0,-6.846134347914224e-06,-1.9649176405638774e-08,-0.3261075367087993,4504,25.2304,-0.14671419838097222,-0.02169829162046313,-0.0001355755883211485,-0.5,-0.3976936795375281,264.32,0.0,-0.5810316172714363,-0.6970710763027191,-1.5081218466725617,-5.472920420194238e-05,-0.1397834353768306,0.001536,0.006792020538964803,0.0,0.01,0.64964672,85,-0.1005527398897944,-0.0005845595595392445,-1.025886353884494,0.0,0.0,21,-34.06697518484933,0.04686533,0.8515271544456482,0.013141812557088477,0.305908203125,0.2,0.00029990784,1.0010361671447754,6364,5.779108047485352,1.9529129266738892
0.0,-166.44812747,-0.1225124691781174,-0.18888567307082,0.0,405504,-0.05831357557483595,0.0,-7.240385426619793e-06,-2.233321929709425e-08,-0.3052643532060522,4505,25.24192,-0.14018269337980135,-0.024551002335918167,-0.00018801153792002067,-0.5,-0.42478389772503783,266.98,0.0,-0.5830618796084777,-0.6973228000554237,-1.5110293070745113,-5.849360973628806e-05,-0.14271158657760916,0.0016128,0.00927683405078523,0.0,0.01,0.649629056,90,-0.099983800396775,-0.0006467924854607652,-0.8191611401450982,0.0,0.0,22,-34.08725142478943,0.052650966,0.8223726749420166,-0.016151391973835416,0.283721923828125,0.2,0.00029990323199999996,1.0028645992279053,6368,4.272080719470978,1.340653657913208
0.0,-167.60712848000003,-0.14596406355526093,-0.19070256974688193,0.0,423936,-0.05242211388014485,0.0,-7.2210885218234596e-06,-2.2052767899663304e-08,-0.3081819339823277,4508,25.25344,-0.1310436989887045,-0.02217803012807631,-0.00018597233852489677,-0.5,-0.46119397111727545,271.4,0.0,-0.603278386867941,-0.697789004804119,-1.4928400240454849,-5.945870650727829e-05,-0.14408231074558953,0.0016896,0.007695735061682597,0.0,0.01,0.6496113920000001,94,-0.09969678922175694,-0.0006653268895588194,-0.925667421910135,0.0,0.0,23,-34.09291172027588,0.046143375,0.7855477333068848,-0.01239730097586289,0.3279571533203125,0.2,0.000299898624,1.0033636093139648,6372,4.151665657758713,1.1018259525299072
