reward_terms/ang_xy,reward_terms/foot_slip,reward_terms/yaw_rate,reward_terms/stance_time,time/total_timesteps,time/time_elapsed,reward_terms/alive,curriculum/ent_coef,rollout/ep_rew_mean,reward_terms/track_vx,reward_terms/upright,reward_terms/pos_pen,reward_terms/fwd_speed,reward_terms/vz,reward_terms/stance,reward_terms/height,reward_terms/hip_roll,rollout/ep_len_mean,reward_terms/torque,reward_terms/progress,time/fps,reward_terms/lat_vel,time/iterations,curriculum/cmd_vx_frac,reward_terms/air_time,reward_terms/track_yaw,reward_terms/heading_pen,reward_terms/action_rate,reward_terms/clearance,reward_terms/track_heading,reward_terms/track_pos,train/learning_rate,train/std,train/explained_variance,train/clip_fraction,train/n_updates,train/approx_kl,train/policy_gradient_loss,train/clip_range,train/value_loss,train/entropy_loss,train/loss
-0.7592402072070478,-1.199897439190526,0.0,-5.167627144449701e-05,270336,216,0.5,0.01,-170.03325045000003,0.0,-0.5998476607338687,0.0,0.5728599049204982,-0.1962373708920457,-0.041544888567955775,-0.015446321401863342,-0.055365027027429924,23.34,-0.6459093801640875,0.0,1249,-2.7474029724566225e-08,11,0.03072,1.7903626333766926e-05,0.0,0.0,-0.6027757261272768,0.05979056542686731,0.0,0.0,0.00029692799999999996,0.9890758395195007,-3.7955846786499023,0.0,40,0.00046244604,-0.001176198486064095,0.2,5459.719746907552,-8.447638630867004,2618.170166015625
-0.7515790069481681,-1.1967961280101365,0.0,-5.6965962964265295e-05,294912,235,0.5,0.01,-165.54432716,0.0,-0.6020586182977373,0.0,0.5657847244149731,-0.19919516091170134,-0.04455348080568752,-0.01510395532638194,-0.051222723981609285,21.78,-0.6428857028330257,0.0,1249,-2.6911174065298595e-08,12,0.033792,2.0345022979502875e-05,0.0,0.0,-0.6003108101734634,0.05956364338875427,0.0,0.0,0.0002966208,0.9885581135749817,-3.2708382606506348,0.0,44,0.0002861278,-0.0010530345850080873,0.2,5093.727559407552,-8.444995085398356,2423.373046875
-0.7535882444478804,-1.1918507611762827,0.0,-0.00027587838242955814,319488,255,0.5,0.01,-163.88948337000002,0.0,-0.5897196750606667,0.0,0.5477243410228414,-0.19264944116927063,-0.039062348211668714,-0.014611191877183849,-0.052608940614924486,21.6,-0.6417820484622118,0.0,1250,-2.651405572116581e-08,13,0.036864,2.9296854336280376e-05,0.0,0.0,-0.5989056085445176,0.05904189928464738,0.0,0.0,0.00029631359999999997,0.9880690574645996,-2.775909185409546,0.0,48,0.00031331394,-0.0011004416446667165,0.2,4709.8170979817705,-8.442318161328634,2176.8486328125
-0.7442656660874988,-1.1966670862063695,0.0,-9.440079156775028e-05,344064,275,0.5,0.01,-165.87982155,0.0,-0.5868293772152703,0.0,0.5620809465577886,-0.19708205741871346,-0.04075360024778477,-0.016578512983839812,-0.05556090276570149,22.32,-0.6392223000605567,0.0,1250,-2.6684735529084306e-08,14,0.039936,3.5807259943491467e-05,0.0,0.0,-0.595641986317825,0.0595106240141941,0.0,0.0,0.0002960064,0.9874365925788879,-1.6703059673309326,0.0,52,0.0003543292,-0.0011957269913788575,0.2,4252.302886962891,-8.439561049143473,1938.3211669921875
-0.7511345785004386,-1.1841114485683757,0.0,-0.0002421056475820175,368640,294,0.5,0.01,-162.39594767999998,0.0,-0.5772616798053626,0.0,0.5566246586597109,-0.19811221943122703,-0.042403774484490314,-0.016239533944651278,-0.054898998726193866,20.65,-0.6370223344790209,0.0,1251,-2.7249112621036676e-08,15,0.043008,3.255206441584354e-05,0.0,0.0,-0.5977158770579459,0.060453797987631085,0.0,0.0,0.0002956992,0.9866068959236145,-0.7960013151168823,0.0,56,0.00047826278,-0.0014182145653952223,0.2,3845.025349934896,-8.435051918029785,1772.9407958984375
-0.7454398078602394,-1.1895837821843895,0.0,-6.184879506084447e-05,393216,314,0.5,0.01,-167.52810555,0.0,-0.5835030272352023,0.0,0.5653200148989862,-0.1995824638214099,-0.0440026309425777,-0.017251892303204616,-0.055353862653243185,22.61,-0.6368187573442263,0.0,1249,-2.6677368960132905e-08,16,0.04608,3.987629073283946e-05,0.0,0.0,-0.597910631967153,0.06176300998660039,0.0,0.0,0.000295392,0.9856409430503845,-0.4613454341888428,0.0,60,0.00035156845,-0.0011276363463063415,0.2,3539.621124267578,-8.429606397946676,1657.398193359375
-0.734424538803465,-1.1901749555497643,0.0,-0.00024007110672149187,417792,334,0.5,0.01,-167.21932071999998,0.0,-0.5720457011749857,0.0,0.5983204813009623,-0.20909869848909787,-0.04141723206938296,-0.020246329993094312,-0.05777866011012837,24.15,-0.6317726058867171,0.0,1249,-2.6922414818369416e-08,17,0.049152,2.2786441453111667e-05,0.0,0.0,-0.5951798174009184,0.06426432487910974,0.0,0.0,0.0002950848,0.9843661785125732,-0.36925244331359863,1.0172526041666666e-05,64,0.0005331849,-0.0016741691846012448,0.2,3307.3577575683594,-8.422837654749552,1566.3970947265625
-0.7137531699045833,-1.1848163977383617,0.0,-3.6620961812635265e-05,442368,354,0.5,0.01,-166.87287598000003,0.0,-0.5495550736757364,0.0,0.5830101192731812,-0.21353067587167984,-0.045343554835374535,-0.021636730543089903,-0.05928494461146549,23.75,-0.6295814417307394,0.0,1248,-2.6677720215338773e-08,18,0.052224,4.150386666879058e-05,0.0,0.0,-0.59216823349783,0.06480609292301474,0.0,0.0,0.00029477759999999996,0.9827821850776672,-0.2153388261795044,0.00020345052083333334,68,0.0009412589,-0.0021636915140940496,0.2,3017.4524943033853,-8.414119482040405,1431.8309326171875
-0.6996008131362234,-1.1822170040117117,0.0,-0.00015380827608169056,466944,374,0.5,0.01,-164.65775921,0.0,-0.526345604745189,0.0,0.5642358253974543,-0.21545817677397736,-0.05178369716122575,-0.023018185786661302,-0.06299534148980158,22.57,-0.6264686489339849,0.0,1246,-2.605532514240299e-08,19,0.055296,2.6041644256717216e-05,0.0,0.0,-0.585269206098341,0.06366702002065887,0.0,0.0,0.0002944704,0.9809370636940002,-0.23605084419250488,0.0004984537760416666,72,0.0011795093,-0.002392686995638845,0.2,2841.9415181477866,-8.403691371281942,1356.9866943359375
-0.6973633336953556,-1.1821611434647055,0.0,-0.0002246089764715483,491520,394,0.5,0.01,-162.04207546999996,0.0,-0.5232148609125308,0.0,0.5806623908551055,-0.22650385524043734,-0.046283014411274276,-0.026965637623467847,-0.06586232136881609,22.34,-0.6261336210819007,0.0,1247,-2.7080312882856418e-08,20,0.058368,3.255203531201308e-05,0.0,0.0,-0.5875948546570081,0.06572608413704846,0.0,0.0,0.00029416319999999997,0.9787631630897522,-0.26522743701934814,0.0006510416666666666,76,0.0011899757,-0.002454884951778998,0.2,2656.9583638509116,-8.39131764570872,1273.428466796875
-0.6748477264405864,-1.177162461778843,0.0,-0.0005574536262429319,516096,414,0.5,0.01,-164.0205752,0.0,-0.5132272075708381,0.0,0.5624431256460286,-0.22792437293914306,-0.03759988026186678,-0.02936047951117215,-0.06643389014134503,22.44,-0.6250404707125813,0.0,1246,-2.7293482455429624e-08,21,0.06144,4.1503859392832965e-05,0.0,0.0,-0.5827393374552988,0.06260569565535998,0.0,0.0,0.000293856,0.9765591621398926,-0.2898588180541992,0.0004679361979166667,80,0.0011355365,-0.0023914435053787506,0.2,2481.8368021647134,-8.377678632736206,1200.033203125
-0.6636077105649936,-1.1713346249778764,0.0,-0.0007141102287278045,540672,433,0.5,0.01,-161.72423731,0.0,-0.5080975477029132,0.0,0.5543682443768819,-0.23071618193451515,-0.03284595856878512,-0.03208731643950848,-0.06554298772406529,22.34,-0.6209854540327172,0.0,1246,-2.6976211983465365e-08,22,0.064512,8.219397083545725e-05,0.0,0.0,-0.581420110166088,0.06346586692257779,0.0,0.0,0.0002935488,0.9741880893707275,-0.22027122974395752,0.00014241536458333334,84,0.0008301639,-0.002013206365518272,0.2,2343.1403605143228,-8.363789280255636,1119.36376953125
