reward_terms/hip_roll,reward_terms/motor_vel,reward_terms/ang_xy,time/iterations,rollout/ep_rew_mean,reward_terms/residual,reward_terms/upright,reward_terms/stance,reward_terms/height,reward_terms/coef_rate,curriculum/eff_scale,reward_terms/overrun,reward_terms/stop,reward_terms/phase_contact,reward_terms/action_rate,reward_terms/time,reward_terms/lat_vel,reward_terms/vz,time/total_timesteps,time/fps,reward_terms/angmom,reward_terms/foot_slip,reward_terms/stance_time,reward_terms/torque,curriculum/ent_coef,reward_terms/air_time,reward_terms/alive,curriculum/stance_ratio,reward_terms/energy,time/time_elapsed,rollout/ep_len_mean,reward_terms/clearance,reward_terms/fwd_speed,train/approx_kl,train/loss,train/entropy_loss,train/policy_gradient_loss,train/clip_range,train/explained_variance,train/clip_fraction,train/value_loss,train/learning_rate,train/n_updates,train/std
-0.01886771384412384,0.0,-0.5756591278931981,11,-129.59596169,-0.5104506977325146,-0.328104556717974,-0.004730118311038335,-0.015603397129239922,-0.9327421163048891,0.0,0.0,0.0,-0.4380952743381171,-0.11025129374780054,0.0,-3.639959743177378e-09,-0.07762980642082101,202752,2940,-0.22954507040154748,-0.7022912587773908,-0.023426621140161943,0.0,0.01,8.463537475715081e-05,0.5,0.65,0.0,68,30.55,0.03616826186127685,-0.18586020072975085,0.033995096,4.205800533294678,-34.065207958221436,0.002301130327396095,0.2,-3.2917633056640625,0.261566162109375,13.760276675224304,0.0003,33461,1.0008858442306519
-0.01886780175215724,0.0,-0.5678816978261693,12,-129.81221467,-0.5110789943046798,-0.3491704895344317,-0.009421664193124573,-0.015230118476888814,-0.9245985052758725,0.0,0.0,0.0,-0.4405636317041669,-0.10851543273136574,0.0,-3.336215592188946e-09,-0.0766289681390428,221184,2944,-0.23200525600624777,-0.7078057796260536,-0.027553136736969464,0.0,0.01,3.0381892833651767e-05,0.5,0.65,0.0,75,31.02,0.03539075709364683,-0.23320303831737232,0.045482665,3.9989969730377197,-34.06337801615397,0.01177931142350038,0.2,-4.361123561859131,0.3109537760416667,9.681272824605307,0.0003,33463,1.0007925033569336
-0.017112189843713776,0.0,-0.5472477023077325,13,-128.85117891,-0.5090161763737578,-0.30888990308840897,-0.006392628950362607,-0.013639798238897568,-0.9209474479818033,0.0,0.0,0.0,-0.434535572975464,-0.1081474355461347,0.0,-3.747739515054406e-09,-0.075500803528363,239616,2946,-0.22115895224426174,-0.7018386408679009,-0.01969832544758295,0.0,0.01,2.278643660247326e-05,0.5,0.65,0.0,81,30.06,0.03389975225320623,-0.25135351095828073,0.045953088,3.6018385887145996,-34.0660457611084,0.013258908409625292,0.2,-5.363616466522217,0.3295491536458333,9.64351256688436,0.0003,33465,1.0010273456573486
-0.015734173969242253,0.0,-0.5499859065993215,14,-123.72968648,-0.5086178158895363,-0.2924531538400132,-0.00668464799130775,-0.013560803121879704,-0.9186516410369463,0.0,0.0,0.0,-0.42547574818902567,-0.11070402641637549,0.0,-3.389184113897794e-09,-0.07962910666686046,258048,2949,-0.22660239801770032,-0.7088822146796192,-0.02002493276732922,0.0,0.01,5.5338479190443955e-05,0.5,0.65,0.0,87,24.91,0.03653612485021449,-0.20355871413910126,0.03232584,3.0698530673980713,-34.066592407226565,0.018423527665436267,0.2,-5.218670845031738,0.334619140625,7.153064250946045,0.0003,33466,1.001051425933838
-0.01511216177928217,0.0,-0.5537032883312736,15,-127.47883285999998,-0.5087145524719816,-0.28515510830175317,-0.0041073260234932235,-0.013486508501139098,-0.9157136248406922,0.0,0.0,0.0,-0.424908732410242,-0.1130018587014011,0.0,-3.3700106678078985e-09,-0.08107050607151678,276480,2950,-0.23215422661699828,-0.7068958283364135,-0.02033688970227053,0.0,0.01,5.750861924348606e-05,0.5,0.65,0.0,93,29.01,0.036901917471747675,-0.16659510697642127,0.03673032,3.2006678581237793,-34.06105295817057,0.018922382111971576,0.2,-6.017505645751953,0.3189290364583333,10.04065227508545,0.0003,33467,1.000544786453247
-0.015368418873048434,0.0,-0.5525830843548977,16,-129.04315675,-0.5100180424201715,-0.3039872491798987,-0.005771202517166804,-0.013408216623123982,-0.8947918577452901,0.0,0.0,0.0,-0.42243885501818196,-0.11138854994022257,0.0,-3.411627666472043e-09,-0.07793437750435832,294912,2952,-0.23326029538409973,-0.7194940638840628,-0.01824053641757928,0.0,0.01,9.765622154292133e-05,0.5,0.65,0.0,99,30.39,0.03622887232866203,-0.17554445681148864,0.027084459,3.2675998210906982,-34.06672134399414,0.013942299317568541,0.2,-3.255119800567627,0.309423828125,10.471380233764648,0.0003,33468,1.0010011196136475
-0.015120614207931753,0.0,-0.5414844634609559,17,-126.98567455999999,-0.5088923817593064,-0.2771378803815607,-0.004851956166521392,-0.012210356402694317,-0.8963984578857433,0.0,0.0,0.0,-0.41956366853631255,-0.1114813228103784,0.0,-3.33003157876246e-09,-0.07641437977094606,313344,2954,-0.22758556751977008,-0.712121474554137,-0.01902992451666958,0.0,0.01,2.4956566954238548e-05,0.5,0.65,0.0,106,28.26,0.035142883115817106,-0.16679645648096983,0.09195427,9.965715408325195,-34.0671329498291,0.008126397306720415,0.2,-6.736865520477295,0.2969970703125,18.299067974090576,0.0003,33470,1.001025676727295
-0.014998662651620361,0.0,-0.5450574147328457,18,-128.73246236,-0.5107755859860771,-0.30611583447095025,-0.00535712733567381,-0.01365024341148659,-0.8969129984515172,0.0,0.0,0.0,-0.42482469175424403,-0.1106837089084571,0.0,-3.3898317614228276e-09,-0.0801758224006729,331776,2956,-0.23418638820395987,-0.7260836705933019,-0.02140350972573894,0.0,0.01,3.472217293973598e-05,0.5,0.65,0.0,112,30.32,0.03531526508190738,-0.18628176090973392,0.028729038,2.532454013824463,-34.0619421005249,0.02025647833943367,0.2,-3.9070119857788086,0.32391357421875,7.225521087646484,0.0003,33471,1.0006295442581177
-0.01524282139801722,0.0,-0.5250627381305955,19,-128.640309,-0.5102635590311896,-0.28590311270052604,-0.0060908903381141945,-0.012765614621241072,-0.8834737683026642,0.0,0.0,0.0,-0.42493683767421453,-0.11062930995999845,0.0,-3.5412268307926284e-09,-0.07544583547780709,350208,2958,-0.2228753668646512,-0.7198659701730943,-0.019840469548297632,0.0,0.01,2.061630625070797e-05,0.5,0.65,0.0,118,30.25,0.03360873220865797,-0.19312998485889074,0.025463551,4.046631813049316,-34.06122970581055,0.013804009882733226,0.2,-4.665947914123535,0.27789306640625,12.25799012184143,0.0003,33472,1.0005427598953247
-0.015264442483384813,0.0,-0.5117382402934382,20,-127.17218338,-0.5103821565965021,-0.282839590076085,-0.008845605215420872,-0.014064955065915275,-0.8819978858352461,0.0,0.0,0.0,-0.42688344007821155,-0.11013767647721913,0.0,-3.6423402549201647e-09,-0.07515058063935179,368640,2959,-0.2138774808608675,-0.7047710177518608,-0.02546220866659294,0.0,0.01,3.255206199052433e-05,0.5,0.65,0.0,124,28.84,0.03246146195830863,-0.25497691120933347,0.040329162,2.8352019786834717,-34.0662111554827,0.0030723123012908866,0.2,-5.545664310455322,0.2517787388392857,8.36094263621739,0.0003,33474,1.0010273456573486
-0.015472642668340805,0.0,-0.5320590433433751,21,-130.46443471999999,-0.5102707144849661,-0.30567079231892946,-0.0063340509266049776,-0.013163876554140233,-0.8723084303666325,0.0,0.0,0.0,-0.42262879815236803,-0.11074498727886295,0.0,-3.5834375531107494e-09,-0.07737635748223137,387072,2960,-0.23322019744404543,-0.7324186207561728,-0.025704724340660807,0.0,0.01,3.9062462747097015e-05,0.5,0.65,0.0,130,32.02,0.03523941048880688,-0.20728439725182965,0.021760112,8.11090087890625,-34.06153964996338,0.007390213664621115,0.2,-4.332906723022461,0.2501220703125,13.797943592071533,0.0003,33475,1.0005710124969482
-0.013738559983687216,0.0,-0.5200195939775611,22,-128.82532272,-0.5106551678936756,-0.2909297953499706,-0.006524454851488058,-0.012939348406194321,-0.8646781897698664,0.0,0.0,0.0,-0.4196414155083918,-0.11065620101116938,0.0,-3.426720766662544e-09,-0.08051942188395683,405504,2958,-0.22929180034168917,-0.7067349258720577,-0.02066403737505122,0.0,0.01,6.618919885820812e-05,0.5,0.65,0.0,137,30.38,0.035067314246621586,-0.19462582720676738,0.046986695,10.39818000793457,-34.06559262956892,0.0009956825857183763,0.2,-3.793023109436035,0.25034877232142855,31.800631386893137,0.0003,33477,1.0009366273880005
-0.014094653295642976,0.0,-0.5379847136023614,23,-128.6899991,-0.510505185435169,-0.30018276951268397,-0.005020520476463088,-0.013404585190611757,-0.8684355818421677,0.0,0.0,0.0,-0.4174667361083631,-0.11251323209043101,0.0,-3.872152745663295e-09,-0.07919461829073308,423936,2959,-0.23535228486075083,-0.7230218801694416,-0.01685924400064525,0.0,0.01,4.231766797602177e-05,0.5,0.65,0.0,143,30.45,0.035838782849961046,-0.18091787615066432,0.05216183,1.9875935316085815,-34.06314214070638,0.004918514828508099,0.2,-4.367712497711182,0.2908528645833333,7.072513580322266,0.0003,33479,1.0008337497711182
-0.013470907819516622,0.0,-0.519660659600807,24,-128.21074591,-0.5109030714526167,-0.27915685215730535,-0.0032277620502065285,-0.012219187169318914,-0.8744170319682085,0.0,0.0,0.0,-0.4254628861108077,-0.11166759973507633,0.0,-3.3437821008113815e-09,-0.0748375642241401,442368,2961,-0.226784672917483,-0.7352218640317933,-0.020630398858985346,0.0,0.01,1.9531241074825328e-05,0.5,0.65,0.0,149,29.95,0.03424816959402052,-0.1972053428612231,0.024967046,3.012542247772217,-34.061370849609375,0.010994900949299335,0.2,-5.0947675704956055,0.2686767578125,7.564227938652039,0.0003,33480,1.000612497329712
-0.014173197598378123,0.0,-0.5183857971466816,25,-129.6830694,-0.512136169022225,-0.2824582225051437,-0.004386217073929796,-0.012128654268803715,-0.8707383944636724,0.0,0.0,0.0,-0.425969796810586,-0.10996310978960194,0.0,-3.1742766942872985e-09,-0.07497508663971313,460800,2962,-0.23042352501664526,-0.721591045344453,-0.024634846251703695,0.0,0.01,8.355030311375028e-05,0.5,0.65,0.0,155,31.49,0.033373961758622415,-0.18246371512702664,0.04988534,3.1519434452056885,-34.06649398803711,0.00921362234900395,0.2,-4.108882904052734,0.2740478515625,7.763697465260823,0.0003,33482,1.0010201930999756
-0.01434869327382779,0.0,-0.5290565440277738,26,-127.77605363,-0.5118040948125664,-0.2882376176867078,-0.0047290311448544625,-0.012921954144621975,-0.8793413050207722,0.0,0.0,0.0,-0.4204305192498907,-0.11180427375711186,0.0,-3.3734179726089516e-09,-0.07789150714514342,479232,2963,-0.237996606438777,-0.7309138072344871,-0.019686390715327837,0.0,0.01,4.340274285318123e-05,0.5,0.65,0.0,161,29.64,0.03592488930998707,-0.15288417604418694,0.026185343,2.6589202880859375,-34.0597178141276,0.017263016663491726,0.2,-5.674928188323975,0.2840169270833333,6.000372568766276,0.0003,33483,1.000437617301941
-0.016322832284363233,0.0,-0.5176743812118083,27,-129.98570766999998,-0.5129170326501712,-0.31457841651161744,-0.007729091578361098,-0.014326525941507283,-0.8671068922722948,0.0,0.0,0.0,-0.4251169491094084,-0.10727692258568469,0.0,-3.81468855677599e-09,-0.07480478792405557,497664,2965,-0.22972477520658435,-0.7249789844252792,-0.02604380483939571,0.0,0.01,7.161456354272862e-05,0.5,0.65,0.0,167,32.02,0.03320592866690344,-0.2451893448601529,0.026050165,10.153743743896484,-34.06472244262695,0.00791669087484479,0.2,-5.120468616485596,0.28115234375,16.233872413635254,0.0003,33484,1.0008447170257568
-0.012629317295958349,0.0,-0.5330573538672199,28,-127.88508558000001,-0.5116057050068156,-0.3076609360952857,-0.002068001778188903,-0.012643316066708326,-0.8666660856999733,0.0,0.0,0.0,-0.42780894965366684,-0.10956118024168258,0.0,-3.4129079708982344e-09,-0.07284324371852892,516096,2965,-0.23992011717952128,-0.7277010336966977,-0.02207245449891262,0.0,0.01,1.4105876390304831e-05,0.5,0.65,0.0,174,29.84,0.033135275609533714,-0.1878551392057315,0.040456932,1.9462485313415527,-34.0709810256958,0.001032684900565073,0.2,-4.26856803894043,0.252899169921875,6.166112124919891,0.0003,33486,1.0014727115631104
-0.013804861818273615,0.0,-0.5281986888143707,29,-130.42628589,-0.5125945252105155,-0.30454951340710296,-0.004454757691012678,-0.01270727977891249,-0.8692128130952266,0.0,0.0,0.0,-0.4352790117267123,-0.10947808112527907,0.0,-3.148669846792659e-09,-0.07261225099798874,534528,2966,-0.23238430626657156,-0.7314553694119263,-0.020299452652883094,0.0,0.01,2.278643660247326e-05,0.5,0.65,0.0,180,32.54,0.033096760609700994,-0.20361448902555743,0.024164809,8.104225158691406,-34.06505126953125,0.011005409713834523,0.2,-5.658612251281738,0.268017578125,16.957372856140136,0.0003,33487,1.000859022140503
-0.014362811234536156,0.0,-0.5376873556379881,30,-128.43735931,-0.5132104517914002,-0.3197837447902832,-0.004993592799821801,-0.01320009318318575,-0.8708494167809433,0.0,0.0,0.0,-0.4285082872185304,-0.1097446082777961,0.0,-3.5373620272984372e-09,-0.07699668959594627,552960,2967,-0.23990140549065023,-0.7131263756576187,-0.022345892507776927,0.0,0.01,2.7126697306003836e-05,0.5,0.65,0.0,186,30.82,0.03480170188231757,-0.1860573459146905,0.06343023,1.3113300800323486,-34.068878173828125,0.008485574585696062,0.2,-4.067567825317383,0.2882080078125,4.028920491536458,0.0003,33489,1.0012987852096558
-0.012752031482099883,0.0,-0.5406961909653679,31,-125.09290408999999,-0.5128127310190629,-0.30075980021377313,-0.0032994551404824254,-0.011912503530988112,-0.8574842178065653,0.0,0.0,0.0,-0.4270369953256705,-0.1091764082222984,0.0,-3.1865838516008517e-09,-0.07390405709210825,571392,2968,-0.24218356269977548,-0.7185098237746352,-0.017405034060680516,0.0,0.01,7.595465932455328e-06,0.5,0.65,0.0,192,27.19,0.03270074496949079,-0.1713095942848959,0.03294043,1.8734745979309082,-34.061370849609375,0.023051754261056583,0.2,-4.267126560211182,0.3014322916666667,4.815812110900879,0.0003,33490,1.000593900680542
-0.015826374975714527,0.0,-0.5420331354045005,32,-132.40460933,-0.5137734621087191,-0.3497267075531666,-0.006735557505889184,-0.014030049539427412,-0.8707742502029888,0.0,0.0,0.0,-0.4374816146628748,-0.10771159869637854,0.0,-3.7019163037961523e-09,-0.07384691605730613,589824,2967,-0.23766158956878553,-0.7093373077714807,-0.027520581737108942,0.0,0.01,1.6276016443346936e-05,0.5,0.65,0.0,198,34.61,0.03118191488679318,-0.2657507213932803,0.032731947,1.906339168548584,-34.06233596801758,0.019699106846625607,0.2,-3.356090545654297,0.2921549479166667,5.432860215504964,0.0003,33491,1.000659465789795
-0.014924410116160088,0.0,-0.5651594535272709,33,-130.94255551999998,-0.5144882370626019,-0.3409034586199048,-0.005444242973609466,-0.013202993938546223,-0.86381090254035,0.0,0.0,0.0,-0.4383490975572097,-0.10727583408166448,0.0,-3.3794875593360918e-09,-0.07092223632541102,608256,2968,-0.24301505173470728,-0.7089117069460239,-0.026904808067936554,0.0,0.01,2.604164183139801e-05,0.5,0.65,0.0,204,33.49,0.03153499697571664,-0.20717871202129612,0.026566673,1.7968971729278564,-34.06688213348389,0.014863115618936718,0.2,-3.8209352493286133,0.28997802734375,4.42715847492218,0.0003,33492,1.0010640621185303
-0.01640064712641076,0.0,-0.5741158468024641,34,-132.31544296,-0.5142338545080464,-0.3578196351848339,-0.006875351607656292,-0.013880132340684167,-0.8562278646674228,0.0,0.0,0.0,-0.44281410056477744,-0.10486830506766466,0.0,-3.7635163844486905e-09,-0.07182121589468592,626688,2969,-0.24723654042600382,-0.6958829446540761,-0.028097838050194293,0.0,0.01,2.1701361725313796e-05,0.5,0.65,0.0,211,34.75,0.029075594172517476,-0.2668804612112483,0.024569806,4.225696563720703,-34.066391944885254,0.008825440221698955,0.2,-4.499267101287842,0.2552490234375,14.765135049819946,0.0003,33493,1.0009615421295166
-0.018603316094369257,0.0,-0.5561184572246083,35,-135.13587504999998,-0.5153446686376911,-0.36206159758451845,-0.007554685730827436,-0.014570714022566815,-0.868501889640585,0.0,0.0,0.0,-0.44738052219401125,-0.10419584194327806,0.0,-3.6917096453659404e-09,-0.06982146261949468,645120,2970,-0.23899442372607954,-0.6941500912792836,-0.030486074003015853,0.0,0.01,2.38715017783559e-05,0.5,0.65,0.0,217,37.68,0.03147683909013174,-0.24008020492111193,0.08232634,1.6063506603240967,-34.07124010721842,0.010001451785986623,0.2,-4.250776290893555,0.3057047526041667,4.406428297360738,0.0003,33495,1.0014081001281738
-0.01724734158855915,0.0,-0.5641253208959426,36,-133.12136133999996,-0.5150950819540895,-0.3737951583251601,-0.00946003314679731,-0.014469372103512049,-0.8577307886439469,0.0,0.0,0.0,-0.44126106843205265,-0.10419611736322368,0.0,-3.415690118217627e-09,-0.07365964139817444,663552,2970,-0.24408579674937136,-0.6764381114639335,-0.02031572723838811,0.0,0.01,4.8828107537701726e-05,0.5,0.65,0.0,223,35.71,0.03414914119402597,-0.18821968105590905,0.028397346,3.4978818893432617,-34.06885986328125,0.014432420954108238,0.2,-2.822619676589966,0.312548828125,5.0913190841674805,0.0003,33496,1.001234531402588
-0.01777892518819986,0.0,-0.5604669430311848,37,-128.76980536,-0.5137612993375696,-0.3415630237974131,-0.00911289726623305,-0.012227175730904725,-0.8516349209478287,0.0,0.0,0.0,-0.44267407402534836,-0.1039953184148467,0.0,-3.7362352026548825e-09,-0.06840068272790378,681984,2971,-0.23745157953003856,-0.665714440307722,-0.02234209350070968,0.0,0.01,4.123263190396958e-05,0.5,0.65,0.0,229,31.33,0.029644341823827462,-0.22953179850159655,0.024405073,1.7330570220947266,-34.06586837768555,0.01194132084492594,0.2,-4.544632434844971,0.2860107421875,4.977933645248413,0.0003,33497,1.0009334087371826
-0.01725425471278018,0.0,-0.5587940684067614,38,-129.7901052,-0.5144977672927635,-0.3455437340499195,-0.008778137489717263,-0.012426933507887773,-0.8668864230900927,0.0,0.0,0.0,-0.4439177569768259,-0.10315969233738612,0.0,-3.2422507011959996e-09,-0.06966645411231988,700416,2970,-0.23780733948202615,-0.6719352528862715,-0.020587537683443062,0.0,0.01,1.736110102178322e-05,0.5,0.65,0.0,235,32.27,0.03264662374502178,-0.19247062900977124,0.055926245,1.7930172681808472,-34.07121721903483,0.0099293093662709,0.2,-4.566483974456787,0.2631429036458333,4.420841574668884,0.0003,33499,1.0013599395751953
-0.018514422362377866,0.0,-0.5807527080331853,39,-131.04681358,-0.5146760484713088,-0.3644958592457077,-0.007969872168443705,-0.013280095499316955,-0.8592619743695322,0.0,0.0,0.0,-0.44143947758764146,-0.103251946796818,0.0,-3.6913633017751744e-09,-0.0725896925394276,718848,2971,-0.2537530048308044,-0.6821198260008594,-0.024470999935551338,0.0,0.01,3.797740727249119e-05,0.5,0.65,0.0,241,33.62,0.0326211983058466,-0.1804270029245848,0.049858335,4.711355209350586,-34.05968475341797,0.019573994912207127,0.2,-3.6891632080078125,0.352294921875,12.510907173156738,0.0003,33500,1.0004336833953857
-0.017782502887060878,0.0,-0.5660186658247081,40,-132.80968168,-0.5157820349752638,-0.3730961007553588,-0.007097494796408629,-0.014364420427248337,-0.8651721679816772,0.0,0.0,0.0,-0.4406907166925896,-0.10342566421159476,0.0,-3.694056303102472e-09,-0.07257646849423026,737280,2972,-0.2450946324501846,-0.6693738209492202,-0.021482176495030418,0.0,0.01,3.580726721944908e-05,0.5,0.65,0.0,248,35.4,0.03293984872516576,-0.17888351918725787,0.02128761,3.7502455711364746,-34.05896250406901,0.011435102671384811,0.2,-4.833972454071045,0.23567708333333334,5.942166010538737,0.0003,33501,1.0003962516784668
-0.017542380997607417,0.0,-0.5819472503391057,41,-136.09166692,-0.5165435234257023,-0.36566056454377965,-0.004361356528891617,-0.012485751487327109,-0.8588431985056538,0.0,0.0,0.0,-0.4429481935543246,-0.10189329652781275,0.0,-3.623030955376173e-09,-0.0686039722346769,755712,2973,-0.24530787265899598,-0.6762954579685555,-0.026661751555770427,0.0,0.01,5.7508648347316514e-05,0.5,0.65,0.0,254,38.65,0.03075235083162025,-0.20164547160770302,0.020834187,9.400568008422852,-34.060112953186035,0.006707541993819177,0.2,-3.284714698791504,0.2318115234375,25.8149676322937,0.0003,33502,1.0004913806915283
-0.015738095852754725,0.0,-0.5813441897729205,42,-132.95479784,-0.5161407634363139,-0.3606738340096996,-0.0046026974413241545,-0.011568668200727397,-0.8561929832353131,0.0,0.0,0.0,-0.43807533299962576,-0.10355539090726287,0.0,-3.3686926579523774e-09,-0.0692191803056333,774144,2973,-0.25234247101947316,-0.6743986560935222,-0.023515052598668262,0.0,0.01,3.0381931638759044e-05,0.5,0.65,0.0,260,35.77,0.032585866276695935,-0.16635992827998838,0.03816063,1.354518175125122,-34.06939442952474,0.0011400093014041583,0.2,-4.827759742736816,0.2915852864583333,4.752259598837958,0.0003,33504,1.0013413429260254
