time/iterations,reward_terms/hip_roll,reward_terms/pos_pen,reward_terms/ang_xy,reward_terms/foot_slip,time/fps,reward_terms/height,reward_terms/overrun,reward_terms/stop,reward_terms/air_time,reward_terms/time,curriculum/ent_coef,reward_terms/track_vx,reward_terms/track_pos,rollout/ep_rew_mean,reward_terms/lat_vel,reward_terms/clearance,reward_terms/progress,reward_terms/alive,rollout/ep_len_mean,reward_terms/fwd_speed,reward_terms/torque,reward_terms/vz,reward_terms/track_heading,reward_terms/action_rate,reward_terms/upright,time/time_elapsed,reward_terms/stance_time,reward_terms/yaw_rate,time/total_timesteps,reward_terms/track_yaw,curriculum/sprint_dist_m,reward_terms/heading_pen,reward_terms/stance,train/loss,train/entropy_loss,train/learning_rate,train/value_loss,train/policy_gradient_loss,train/n_updates,train/approx_kl,train/explained_variance,train/clip_fraction,train/clip_range,train/std
620,-0.2381483583329879,0.0,-3.918985798782177e-07,-0.2979599487044676,248,-0.01793256456651907,0.0,0.0,0.0,-0.5,0.01,0.0,0.0,-205.03688101000006,-1.0086240411164142e-09,0.006727464816652649,0.0,0.0,168.94,0.44806421713269695,-0.31630745135689603,-0.07638307539236959,0.0,-0.009131980199709382,-2.394054523561754e-07,9596,-0.18490034274846326,0.0,2380800,0.0,100.0,0.0,0.0,2.174025535583496,-24.458422088623045,0.000240576,11.05342435836792,0.005235880427062511,1622,0.026269173,-0.047721266746520996,0.256640625,0.2,0.9503841400146484
621,-0.23667190482453976,0.0,-4.190479469752767e-07,-0.2743038299088674,248,-0.01882873994028645,0.0,0.0,1.5624999586078855e-05,-0.5,0.01,0.0,0.0,-203.88186442999992,-1.3038565201807386e-09,0.007332713693456371,0.0,0.0,163.32,0.4379151904563935,-0.3027363534415786,-0.08026148707079063,0.0,-0.009093113753584002,-2.3005631607873008e-07,9610,-0.16772112871809033,0.0,2384640,0.0,100.0,0.0,0.0,0.9472651481628418,-24.4597839779324,0.00024048,2.48622292942471,0.01379501467777623,1624,0.06001162,0.20909595489501953,0.3630642361111111,0.2,0.9507624506950378
622,-0.23944401511345842,0.0,-4.185963621741771e-07,-0.25813970178039264,248,-0.01895764768059308,0.0,0.0,2.7879900025094256e-05,-0.5,0.01,0.0,0.0,-203.57838173,-1.4956209163638059e-09,0.007307992981331221,0.0,0.0,161.21,0.41689273398507665,-0.28876677681812846,-0.08057353229909839,0.0,-0.009100988806535268,-2.2266909717947646e-07,9625,-0.19101949912057128,0.0,2388480,0.0,100.0,0.0,-5.749991461621428e-10,26.92758560180664,-24.4609375,0.000240384,48.26445293426514,0.03715917025692761,1625,0.028963076,0.4393739700317383,0.26416015625,0.2,0.9506913423538208
623,-0.23940925360152918,0.0,-4.3487511078557254e-07,-0.2403125305013448,248,-0.017738778321799133,0.0,0.0,0.0,-0.5,0.01,0.0,0.0,-201.22885809,-1.2945943035355446e-09,0.00721814082388506,0.0,0.0,156.98,0.39788335164337135,-0.2760298536699911,-0.07841104513791185,0.0,-0.009045451049343158,-2.1489817639848633e-07,9640,-0.19513778721954714,0.0,2392320,0.0,100.0,0.0,0.0,29.54892921447754,-24.462177594502766,0.00024028800000000001,37.79137992858887,0.009140835686897239,1626,0.025414227,0.4062691926956177,0.2639973958333333,0.2,0.9508040547370911
624,-0.23821238156834987,0.0,-4.1880796605827106e-07,-0.23834503693966033,248,-0.017816181319025345,0.0,0.0,0.0,-0.5,0.01,0.0,0.0,-198.51857618999998,-1.3457080440165982e-09,0.007172908571415389,0.0,0.0,148.42,0.39518609854001496,-0.2724085522636114,-0.07988992867199601,0.0,-0.009061766659078652,-2.139982176550142e-07,9654,-0.21002013363436678,0.0,2396160,0.0,100.0,0.0,-0.0003625695685441007,12.980344772338867,-24.462975093296595,0.00024019200000000002,31.48028482709612,0.006719740606578333,1627,0.022477444,0.44668126106262207,0.26395089285714285,0.2,0.9508442282676697
625,-0.24038981261636272,0.0,-4.236365856268063e-07,-0.2351849351069502,248,-0.018152285065681225,0.0,0.0,0.0,-0.5,0.01,0.0,0.0,-198.41605500000003,-1.4893400982645711e-09,0.006972041196495247,0.0,0.0,147.27,0.3969653217885815,-0.27427013514748905,-0.07860784984172149,0.0,-0.009051760174906168,-2.1564560813826675e-07,9669,-0.19769276340240233,0.0,2400000,0.0,100.0,0.0,0.0,12.458849906921387,-24.46703588962555,0.00024009599999999997,52.60289645195007,-0.015256767786922865,1631,0.022172779,0.39401739835739136,0.2701416015625,0.2,0.9512319564819336
626,-0.2401366155933193,0.0,-4.5707136923857233e-07,-0.23280956670951983,248,-0.01800276165114375,0.0,0.0,1.4260243674252123e-05,-0.5,0.01,0.0,0.0,-196.34652982,-1.4576827978154827e-09,0.007203860472443684,0.0,0.0,140.47,0.3888895433582615,-0.26877138700389125,-0.07952844428508012,0.0,-0.009014520302013395,-2.0976272023233456e-07,9684,-0.1939346823165343,0.0,2403840,0.0,100.0,0.0,-2.413229479588534e-05,15.377070426940918,-24.466234922409058,0.00023999999999999998,55.33908253908157,-0.013512307647033595,1635,0.022778526,0.40486299991607666,0.27252197265625,0.2,0.9513134360313416
627,-0.23848174495870975,0.0,-4.343915217465208e-07,-0.2304508674146349,248,-0.01776557400144221,0.0,0.0,9.191167705199298e-07,-0.5,0.01,0.0,0.0,-197.96340830999998,-1.3879457148160543e-09,0.007146652526418397,0.0,0.0,140.31,0.39939013080886504,-0.27183360127893147,-0.07760143888979769,0.0,-0.009012340217747338,-2.1516806032092338e-07,9699,-0.18581308819293457,0.0,2407680,0.0,100.0,0.0,-1.5729505421105067e-08,39.542335510253906,-24.468571543693542,0.00023990399999999999,68.27366125583649,-0.01476050345809199,1639,0.01471035,0.3811945915222168,0.171142578125,0.2,0.9514899849891663
628,-0.23845259116165904,0.0,-4.412660318559512e-07,-0.23810474515403177,248,-0.01780575783941683,0.0,0.0,0.0,-0.5,0.01,0.0,0.0,-195.26772424000004,-1.6232248926842896e-09,0.0073096924105278144,0.0,0.0,142.29,0.400689440706194,-0.2736196467844756,-0.07979240531283259,0.0,-0.009127512880237415,-2.166293383552162e-07,9713,-0.19346434892539843,0.0,2411520,0.0,100.0,0.0,0.0,37.49385070800781,-24.46575891971588,0.000239808,55.81464332342148,-0.015960125134370173,1643,0.026469123,0.40860992670059204,0.2686767578125,0.2,0.9512283802032471
629,-0.2408514084408888,0.0,-4.1759120601940357e-07,-0.22387953133094127,248,-0.017887061540482686,0.0,0.0,1.5931371964660347e-05,-0.5,0.01,0.0,0.0,-196.15025774000003,-1.42887283730213e-09,0.007185948228113889,0.0,0.0,146.71,0.38210202389751274,-0.2661240601465539,-0.07838567012062062,0.0,-0.00898754079225396,-2.063413006829684e-07,9728,-0.20011262175997516,0.0,2415360,0.0,100.0,0.0,0.0,25.709978103637695,-24.46905517578125,0.000239712,30.920732568811488,-0.011057104380732333,1647,0.0336563,0.4371100068092346,0.23835358796296297,0.2,0.9516516923904419
630,-0.23868811556080857,0.0,-4.1706768622493176e-07,-0.2399544764199079,248,-0.017818693697181906,0.0,0.0,1.4705881111177744e-05,-0.5,0.01,0.0,0.0,-201.15707317000005,-1.2939510585749515e-09,0.007303245696022258,0.0,0.0,152.52,0.4071638975971566,-0.27870699691391343,-0.07786648010551399,0.0,-0.009051668492476588,-2.1748864351183636e-07,9743,-0.1928581562149126,0.0,2419200,0.0,100.0,0.0,-1.6606477829701154e-06,11.007552146911621,-24.46775069603553,0.000239616,36.313051810631386,0.002490603759025152,1649,0.031707495,0.47971010208129883,0.21920072115384615,0.2,0.9512069225311279
631,-0.23784476322077433,0.0,-4.2545359060781675e-07,-0.24497953425932412,248,-0.017705059929237356,0.0,0.0,3.0637134377862896e-07,-0.5,0.01,0.0,0.0,-199.78903368,-1.2594238466362948e-09,0.007249108741244638,0.0,0.0,152.37,0.40776585637928736,-0.2833902242855451,-0.0771489972173647,0.0,-0.00913293367536091,-2.1833429321150575e-07,9758,-0.18842676525892305,0.0,2423040,0.0,100.0,0.0,-0.00015799619518421288,29.058979034423828,-24.46956843137741,0.00023952,55.51359522342682,-0.013811660930514336,1653,0.02627293,0.29648637771606445,0.28192138671875,0.2,0.9513425827026367
632,-0.24093878514743847,0.0,-4.2574647618269e-07,-0.2428468862944919,248,-0.018345152503560277,0.0,0.0,0.0,-0.5,0.01,0.0,0.0,-202.57154344999998,-1.4517461760835858e-09,0.007157305374501492,0.0,0.0,154.3,0.41019133763082194,-0.27966315650577905,-0.0781354984767648,0.0,-0.009092085040026959,-2.1964257087619524e-07,9772,-0.18226428092046534,0.0,2426880,0.0,100.0,0.0,0.0,32.57896423339844,-24.468663334846497,0.00023942399999999996,39.867766201496124,-0.019126276281895116,1657,0.016096994,0.47328561544418335,0.234130859375,0.2,0.9514716267585754
633,-0.23850433774348564,0.0,-4.24727212532897e-07,-0.22906113616950347,248,-0.017022978905580063,0.0,0.0,2.849264545183556e-05,-0.5,0.01,0.0,0.0,-202.14876698999996,-1.2001886427771445e-09,0.007148862815749304,0.0,0.0,158.57,0.3994208845693297,-0.27028675356303217,-0.07655752080141988,0.0,-0.00902352228846437,-2.115482662543888e-07,9787,-0.1804816159156724,0.0,2430720,0.0,100.0,0.0,0.0,6.251445293426514,-24.474017560482025,0.00023932799999999997,29.01277408003807,-0.013662905676028458,1661,0.021766864,0.5110844969749451,0.2178955078125,0.2,0.95180344581604
634,-0.23723667612361224,0.0,-4.327280329780628e-07,-0.23108600524805903,248,-0.017813519662334836,0.0,0.0,1.2561271661052519e-05,-0.5,0.01,0.0,0.0,-197.06923110999998,-1.3985923589308569e-09,0.0073586649557018605,0.0,0.0,155.65,0.3947310413803639,-0.27111582078246327,-0.07972799485563584,0.0,-0.009065731319065155,-2.0974386339446473e-07,9802,-0.18936757188232262,0.0,2434560,0.0,100.0,0.0,0.0,5.2211222648620605,-24.469112992286682,0.00023923199999999998,13.924648106098175,-0.014809646061621606,1665,0.034150638,0.2808225750923157,0.30035400390625,0.2,0.9515559673309326
635,-0.2372587389610904,0.0,-4.157948283910589e-07,-0.2410222075039762,248,-0.017383511186928505,0.0,0.0,1.4093132032191053e-05,-0.5,0.01,0.0,0.0,-197.18607401999998,-1.1898647968030468e-09,0.007301595270913613,0.0,0.0,157.84,0.411230092181948,-0.27636078040524426,-0.07784813109704193,0.0,-0.009026496923261376,-2.1495854867640037e-07,9817,-0.19085174941404723,0.0,2438400,0.0,100.0,0.0,0.0,14.809300422668457,-24.46371332804362,0.00023913599999999998,43.73094924290975,-0.0014501296100206673,1667,0.040762488,0.45012134313583374,0.2516276041666667,0.2,0.95107501745224
636,-0.23711084114456754,0.0,-4.0828416578389963e-07,-0.25758313946854583,248,-0.016484246765640836,0.0,0.0,1.5318621972612308e-06,-0.5,0.01,0.0,0.0,-197.84475771,-1.113903579618465e-09,0.006314837860811678,0.0,0.0,159.32,0.4085373058142107,-0.28412612712511287,-0.07295558980958722,0.0,-0.008972467098463463,-2.1755803463509375e-07,9831,-0.1905615598080832,0.0,2442240,0.0,100.0,0.0,0.0,9.827805519104004,-24.463674198497426,0.00023904,30.21868506344882,0.0011007863689552653,1669,0.045188677,0.3726179003715515,0.25035511363636365,0.2,0.9510201215744019
637,-0.23723527184077345,0.0,-4.1262143613212625e-07,-0.26621511675825915,248,-0.018026953331976226,0.0,0.0,2.573528783578499e-05,-0.5,0.01,0.0,0.0,-198.55283378000001,-1.0002648417747942e-09,0.007168021146371244,0.0,0.0,155.33,0.43594749068114297,-0.2946916789249035,-0.07671829582159315,0.0,-0.009137612511524427,-2.2832566181446714e-07,9846,-0.18173233212910764,0.0,2446080,0.0,100.0,0.0,0.0,21.81882095336914,-24.46195125579834,0.000238944,28.16987196604411,0.008427916249881187,1670,0.021529278,0.37490570545196533,0.19856770833333334,0.2,0.9508306980133057
638,-0.23687158519580226,0.0,-3.9346172369058245e-07,-0.25570379793860115,248,-0.016681672061951227,0.0,0.0,0.0,-0.5,0.01,0.0,0.0,-200.11747759000002,-1.0054863987527218e-09,0.006667037815236951,0.0,0.0,160.88,0.43241209720738333,-0.28664731706886826,-0.07303957422699447,0.0,-0.009071279756841927,-2.257264991476089e-07,9861,-0.17915149802054084,0.0,2449920,0.0,100.0,0.0,0.0,21.06255531311035,-24.46148763384138,0.000238848,49.008918217250276,0.0023877572800431934,1671,0.020554185,0.3502272963523865,0.22488839285714285,0.2,0.9508359432220459
639,-0.23759870467987362,0.0,-4.190347521880465e-07,-0.25247865595724217,248,-0.017422821799782787,0.0,0.0,0.0,-0.5,0.01,0.0,0.0,-199.44541814000002,-1.1472818459956995e-09,0.006888753483105504,0.0,0.0,162.35,0.4232228131485908,-0.2853421743971279,-0.07570279526548238,0.0,-0.0091157087625258,-2.2380309981722525e-07,9875,-0.17748705108445365,0.0,2453760,0.0,100.0,0.0,0.0,13.210987091064453,-24.462794065475464,0.00023875199999999995,15.554875940084457,0.0014211233938112855,1673,0.034732036,0.33169931173324585,0.2998046875,0.2,0.9509851932525635
640,-0.23463643266993997,0.0,-3.9737439904701254e-07,-0.26672680024225115,248,-0.016989542710678658,0.0,0.0,0.0,-0.5,0.01,0.0,0.0,-197.38106852,-1.0500424602056528e-09,0.00640552123583971,0.0,0.0,160.73,0.42469327930609574,-0.2927042572625321,-0.07394529544590597,0.0,-0.00914483234184316,-2.248070517949334e-07,9890,-0.18947985959313932,0.0,2457600,0.0,100.0,0.0,0.0,4.563638687133789,-24.4579345703125,0.000238656,13.960253763198853,0.006495518377050757,1675,0.047257185,0.37171733379364014,0.278515625,0.2,0.9506164193153381
641,-0.23657681698826286,0.0,-4.1165741960871015e-07,-0.27714700117286845,248,-0.0184924540516592,0.0,0.0,2.7573528681315626e-05,-0.5,0.01,0.0,0.0,-194.69063365999995,-1.1105718421876224e-09,0.00722818443812015,0.0,0.0,159.49,0.4469318662308072,-0.30318634027575964,-0.07863162629653075,0.0,-0.00925454422030478,-2.348720276901171e-07,9905,-0.17692441503922438,0.0,2461440,0.0,100.0,0.0,-3.7602612605866777e-07,23.42462921142578,-24.454701900482178,0.00023856000000000002,35.05107641220093,0.0039881153497844934,1676,0.02557192,0.44878900051116943,0.2626953125,0.2,0.9504382014274597
642,-0.23285189924583613,0.0,-3.8838026929577645e-07,-0.2859276199770431,248,-0.017336807948853047,0.0,0.0,2.1446076240025312e-06,-0.5,0.01,0.0,0.0,-195.63897510000004,-1.0241833954929297e-09,0.006618144098171992,0.0,0.0,160.1,0.4435812768506908,-0.3032383703288436,-0.0749605924062351,0.0,-0.009247674010176355,-2.352876901146624e-07,9919,-0.188117278593591,0.0,2465280,0.0,100.0,0.0,0.0,8.813152313232422,-24.454870768955775,0.00023846400000000003,23.943237440926687,0.0024087453660156044,1677,0.023928495,0.46595120429992676,0.27120535714285715,0.2,0.9504737854003906
643,-0.23563196767301514,0.0,-4.0739483422570824e-07,-0.26890556036151186,248,-0.0179032668801768,0.0,0.0,1.3786764340657813e-05,-0.5,0.01,0.0,0.0,-199.24039273,-1.3777128344287872e-09,0.006984742227314459,0.0,0.0,160.89,0.4364376375648221,-0.2982984445933721,-0.07706818367870462,0.0,-0.009273331603616174,-2.3444804235523903e-07,9934,-0.18777825998913375,0.0,2469120,0.0,100.0,0.0,0.0,8.89692211151123,-24.45467584783381,0.00023836799999999998,19.100669600746848,0.0032697381790388713,1679,0.039087396,0.39328253269195557,0.23011363636363635,0.2,0.9505001902580261
644,-0.23578554514545733,0.0,-4.0259801386427865e-07,-0.26524947190056863,248,-0.018251799675865488,0.0,0.0,1.0723038120012657e-05,-0.5,0.01,0.0,0.0,-202.08224156999998,-1.2373439786329955e-09,0.007030099057937287,0.0,0.0,162.14,0.43224736602883307,-0.2974678547534716,-0.07788922384080076,0.0,-0.009320730800421817,-2.3243848085295395e-07,9949,-0.19273841097344507,0.0,2472960,0.0,100.0,0.0,0.0,14.240675926208496,-24.455313301086427,0.00023827199999999998,25.708165550231932,0.002642149128951132,1681,0.04440784,0.3715841770172119,0.2990234375,0.2,0.9504631757736206
645,-0.23626268384435586,0.0,-3.9067626018959873e-07,-0.2752485133034614,248,-0.017817690622948388,0.0,0.0,2.1063111679859802e-05,-0.5,0.01,0.0,0.0,-202.8913538,-1.0556368957369644e-09,0.006880463616897614,0.0,0.0,161.74,0.44202396922113857,-0.297205243479253,-0.07663547467228228,0.0,-0.009260258504032013,-2.318646988596988e-07,9963,-0.18623309386146894,0.0,2476800,0.0,100.0,0.0,0.0,21.25603675842285,-24.454785982767742,0.000238176,35.26834066708883,-0.0038835671730339527,1683,0.041071273,0.3633379340171814,0.24104817708333334,0.2,0.9504225850105286
646,-0.23645033672369423,0.0,-4.166569432859538e-07,-0.2617028930172264,248,-0.017247625922037595,0.0,0.0,2.343749937911828e-05,-0.5,0.01,0.0,0.0,-203.15067534999997,-1.234758178230806e-09,0.006912536435867553,0.0,0.0,162.3,0.434616678362885,-0.29165159479543934,-0.07613723923768362,0.0,-0.009290641042231994,-2.2845474402815632e-07,9978,-0.1823496879680339,0.0,2480640,0.0,100.0,0.0,0.0,6.12070894241333,-24.452255075628106,0.00023808,33.93443211642179,0.007976488252593712,1685,0.0431923,0.429004430770874,0.2903053977272727,0.2,0.9501523971557617
647,-0.2367645460196102,0.0,-4.123644490733644e-07,-0.25119279121406946,248,-0.017683402175814798,0.0,0.0,1.5318621972612308e-06,-0.5,0.01,0.0,0.0,-201.62502939,-1.1636833040787766e-09,0.007246979098850515,0.0,0.0,159.4,0.42033072734036453,-0.28283245850152894,-0.07777023894463349,0.0,-0.009235236498450506,-2.2281769690948827e-07,9993,-0.17731965761387414,0.0,2484480,0.0,100.0,0.0,0.0,4.63799524307251,-24.45047721862793,0.000237984,12.334031772613525,0.010622572782449425,1687,0.045882627,0.5046519637107849,0.274609375,0.2,0.9501472115516663
648,-0.23766062794563353,0.0,-4.038671448468408e-07,-0.24370976521449064,248,-0.018063728272873874,0.0,0.0,1.3786764340657813e-05,-0.5,0.01,0.0,0.0,-200.18976222,-1.203256853095533e-09,0.00688791134594004,0.0,0.0,160.11,0.405282548593977,-0.2774151221759867,-0.07827820094077818,0.0,-0.009235729757033156,-2.1966420094571569e-07,10008,-0.1981803622574253,0.0,2488320,0.0,100.0,0.0,0.0,13.940165519714355,-24.450158437093098,0.000237888,25.946845054626465,0.005381836245457332,1688,0.027432904,0.4962228536605835,0.2721354166666667,0.2,0.9501259922981262
649,-0.2358275370445635,0.0,-4.2771909328217856e-07,-0.25187993219794336,248,-0.017604885268186096,0.0,0.0,0.0,-0.5,0.01,0.0,0.0,-200.84682738,-1.3977060882064843e-09,0.0070187706153625245,0.0,0.0,159.99,0.417716430640751,-0.2829766599902225,-0.07754699362165214,0.0,-0.009230603481832677,-2.2323422077538047e-07,10023,-0.1813110038331878,0.0,2492160,0.0,100.0,0.0,-3.586222331239715e-08,23.352964401245117,-24.453381156921388,0.00023779200000000002,39.658726596832274,-0.008164068893529474,1691,0.0324673,0.41257941722869873,0.24541015625,0.2,0.9504653215408325
650,-0.23791874946119915,0.0,-3.8500895198907035e-07,-0.2661974704344293,248,-0.017084295092276415,0.0,0.0,3.680555494847121e-05,-0.5,0.01,0.0,0.0,-202.07367527999997,-1.1058978683642628e-09,0.006277852696594407,0.0,0.0,159.6,0.43154286084767135,-0.2887319376645835,-0.0736068255326435,0.0,-0.00927873234651542,-2.2986798477006777e-07,10037,-0.1861470878506247,0.0,2496000,0.0,100.0,0.0,0.0,15.629562377929688,-24.45371518816267,0.00023769599999999997,36.84341185433524,0.004353230918890664,1692,0.016284084,0.45313310623168945,0.18443080357142858,0.2,0.9503440856933594
651,-0.23572437566651103,0.0,-4.247456828731043e-07,-0.2694126650608738,248,-0.017922213997384542,0.0,0.0,0.0,-0.5,0.01,0.0,0.0,-203.23451276,-1.1830934600711057e-09,0.006780004376908772,0.0,0.0,158.95,0.4441650157871286,-0.2975625682401427,-0.07497964495086376,0.0,-0.009370291583723676,-2.36484564139598e-07,10052,-0.17606866171698637,0.0,2499840,0.0,100.0,0.0,0.0,11.583809852600098,-24.454363505045574,0.00023759999999999997,27.01209608713786,0.0013546212058928278,1694,0.046091467,0.3215671181678772,0.2575954861111111,0.2,0.9504420161247253
652,-0.2355535310708336,0.0,-3.9506709515103836e-07,-0.27026876172168407,248,-0.017285157437756275,0.0,0.0,0.0,-0.5,0.01,0.0,0.0,-199.80028841000004,-1.1222514750687734e-09,0.00667438297780117,0.0,0.0,158.63,0.4446910567630569,-0.2966869740410312,-0.07436111062496041,0.0,-0.009439133643309365,-2.3678388931540913e-07,10067,-0.17119079664176745,0.0,2503680,0.0,100.0,0.0,-6.055126326901463e-08,11.662946701049805,-24.456256985664368,0.00023750399999999998,37.901084780693054,-0.002714405913138762,1696,0.03607346,0.5018184185028076,0.2484130859375,0.2,0.9506106972694397
653,-0.2361854979728241,0.0,-4.074320663863418e-07,-0.27799660976009055,248,-0.018180221102697756,0.0,0.0,1.3786764340657813e-05,-0.5,0.01,0.0,0.0,-199.8653427,-1.5469914804526986e-09,0.006446547584532538,0.0,0.0,156.45,0.4463482078404343,-0.3019291589274626,-0.07478382593660084,0.0,-0.00934072134830217,-2.384579394329682e-07,10082,-0.19019511513278559,0.0,2507520,0.0,100.0,0.0,0.0,4.24002742767334,-24.45789670944214,0.000237408,21.546602419444493,-0.011413087087151195,1700,0.039359175,0.381878137588501,0.2748325892857143,0.2,0.950958251953125
654,-0.2361962872676339,0.0,-3.9124774521866996e-07,-0.2746864624681058,248,-0.017787787979753618,0.0,0.0,1.8382335410398595e-06,-0.5,0.01,0.0,0.0,-200.87079078,-1.2565751152655823e-09,0.006339497301310988,0.0,0.0,156.21,0.4390155493238709,-0.29681048006050914,-0.07374757196900618,0.0,-0.009339806052199457,-2.3765714490077265e-07,10096,-0.1935568365852644,0.0,2511360,0.0,100.0,0.0,-1.4603336761111546e-06,9.772298812866211,-24.45326385498047,0.000237312,42.42255048751831,0.0018682929687201977,1702,0.04569408,0.3913388252258301,0.253515625,0.2,0.9503243565559387
655,-0.2377935967956967,0.0,-3.9661808657885856e-07,-0.26581265578407554,248,-0.01786303570968988,0.0,0.0,0.0,-0.5,0.01,0.0,0.0,-200.64329804000002,-1.0785642343474856e-09,0.006525650983516143,0.0,0.0,160.18,0.43553223649695766,-0.29122493906391156,-0.07532837541037246,0.0,-0.009361810936066556,-2.3522369888963384e-07,10111,-0.18679541433370017,0.0,2515200,0.0,100.0,0.0,0.0,10.95352840423584,-24.450415512611126,0.000237216,26.62017430930302,-0.016291742863390465,1706,0.04065021,0.5199234485626221,0.33270474137931033,0.2,0.950393795967102
656,-0.23741960544601695,0.0,-4.05296138919191e-07,-0.25000133878066993,248,-0.017521037129724488,0.0,0.0,3.819444941149818e-06,-0.5,0.01,0.0,0.0,-205.23489652,-1.3828989668656758e-09,0.006653536043327427,0.0,0.0,159.13,0.433872294903628,-0.28169388267354006,-0.0758653680398032,0.0,-0.009397424166398206,-2.3038169996413438e-07,10126,-0.18869889987549018,0.0,2519040,0.0,100.0,0.0,0.0,9.421045303344727,-24.45318603515625,0.00023712,18.768861666321754,-0.015419253366417252,1710,0.029339446,0.40700238943099976,0.30145263671875,0.2,0.95072340965271
657,-0.23715671549531864,0.0,-4.111901903921091e-07,-0.2549933962762323,248,-0.017404824034931272,0.0,0.0,0.0,-0.5,0.01,0.0,0.0,-204.66251281999996,-1.108229951703365e-09,0.006797861380970338,0.0,0.0,160.91,0.4339071430841506,-0.28650963302580934,-0.07635295817514103,0.0,-0.009341918253984251,-2.320834677136114e-07,10140,-0.1770663799845824,0.0,2522880,0.0,100.0,0.0,0.0,31.76670265197754,-24.45683926343918,0.00023702399999999996,48.306072652339935,-0.011700207185640465,1714,0.028128816,0.3691141605377197,0.32037353515625,0.2,0.9508747458457947
658,-0.23560039520769996,0.0,-4.188288753077633e-07,-0.25408012197701396,248,-0.016995653216441753,0.0,0.0,2.6654407345488963e-05,-0.5,0.01,0.0,0.0,-200.77145150000004,-1.171570102727855e-09,0.006603749987780195,0.0,0.0,162.02,0.43601483211124314,-0.2871071451955843,-0.07534568148602742,0.0,-0.00932482226130915,-2.2978778169911073e-07,10155,-0.17530551239754902,0.0,2526720,0.0,100.0,0.0,-1.3754784562292556e-06,11.15611743927002,-24.45402227129255,0.00023692800000000002,24.908431393759592,-0.0025466884087238994,1716,0.03926749,0.4312761425971985,0.23005022321428573,0.2,0.9504948854446411
659,-0.237756410958281,0.0,-4.1391303355011235e-07,-0.2690780189421444,248,-0.017696554364628615,0.0,0.0,3.0637243945224615e-06,-0.5,0.01,0.0,0.0,-200.55573981999999,-1.2793450388126988e-09,0.006695960627547415,0.0,0.0,161.19,0.4398237301073058,-0.29194753889422986,-0.07657456048381318,0.0,-0.009335760220239167,-2.3246139591262854e-07,10170,-0.18143762390722465,0.0,2530560,0.0,100.0,0.0,-2.5530027335333524e-07,13.177058219909668,-24.454810672336155,0.00023683199999999997,24.174171871609158,0.0033414626183609166,1718,0.052262407,0.49138128757476807,0.2191840277777778,0.2,0.9504769444465637
660,-0.23462525741739,0.0,-3.9237318373057335e-07,-0.30328915740683576,248,-0.017362283964796613,0.0,0.0,3.0637134377862896e-07,-0.5,0.01,0.0,0.0,-199.27216108000002,-1.3188151818118056e-09,0.006038408614529793,0.0,0.0,162.43,0.4624462131371644,-0.31518590380665373,-0.07248930592477539,0.0,-0.009328411722990603,-2.4523812631493026e-07,10185,-0.18596547665114868,0.0,2534400,0.0,100.0,0.0,-0.0004198220137015057,7.44529390335083,-24.453863525390624,0.00023673600000000003,23.955831146240236,0.0029868489131331445,1719,0.027639145,0.41116225719451904,0.264453125,0.2,0.9503390789031982
661,-0.23609010761037474,0.0,-4.0471642788129834e-07,-0.28011181478477076,248,-0.017149835826962063,0.0,0.0,9.191167705199298e-07,-0.5,0.01,0.0,0.0,-199.67757346,-1.1034555991241963e-09,0.006247721159319772,0.0,0.0,160.68,0.4405553304189504,-0.3018762514189766,-0.07318272665836914,0.0,-0.009302461260278179,-2.3552660355205045e-07,10199,-0.1815129588613896,0.0,2538240,0.0,100.0,0.0,0.0,18.541492462158203,-24.453646977742512,0.00023663999999999998,20.637866139411926,0.002842536947961586,1721,0.03816749,0.39467519521713257,0.2718098958333333,0.2,0.9503258466720581
662,-0.23701444325299192,0.0,-3.881811154845877e-07,-0.2674460621494693,248,-0.017656770530820386,0.0,0.0,0.0,-0.5,0.01,0.0,0.0,-201.83181815,-1.3548785482385238e-09,0.006462975824488031,0.0,0.0,159.49,0.4337599569627898,-0.29001953119048923,-0.07598026011847833,0.0,-0.0093213561715709,-2.3297908103506263e-07,10214,-0.18470157937174983,0.0,2542080,0.0,100.0,0.0,-1.434409408296862e-06,13.117650985717773,-24.448710632324218,0.000236544,16.147052478790282,0.004618746507912874,1722,0.022949737,0.5099809169769287,0.237890625,0.2,0.9499886631965637
663,-0.2368544767707772,0.0,-4.0067142069180735e-07,-0.25462445165348396,248,-0.017308991310287836,0.0,0.0,1.4093135684436443e-05,-0.5,0.01,0.0,0.0,-199.89456106999998,-1.1081850554296482e-09,0.006456420358882012,0.0,0.0,159.86,0.43316713226496767,-0.28352500096982375,-0.07448080795332367,0.0,-0.009472105949879043,-2.3255752613631895e-07,10229,-0.1934742931315869,0.0,2545920,0.0,100.0,0.0,0.0,14.398637771606445,-24.446158790588377,0.000236448,60.95610122680664,0.001748332951683551,1724,0.049441583,0.34667861461639404,0.291796875,0.2,0.9498670101165771
