reward_terms/overrun,reward_terms/motor_vel,reward_terms/stance_time,reward_terms/ang_xy,curriculum/ent_coef,reward_terms/foot_ahead,reward_terms/coef_rate,time/fps,reward_terms/residual,time/time_elapsed,reward_terms/air_time,rollout/ep_rew_mean,reward_terms/fwd_speed,reward_terms/torque,reward_terms/phase_contact,curriculum/eff_scale,reward_terms/foot_slip,reward_terms/lat_vel,rollout/ep_len_mean,time/total_timesteps,reward_terms/step_rate,reward_terms/upright,reward_terms/energy,reward_terms/clearance,reward_terms/vz,curriculum/sprint_dist_m,reward_terms/residual_rate,reward_terms/stance,reward_terms/action_rate,reward_terms/stop,curriculum/stance_ratio,reward_terms/time,reward_terms/hip_roll,reward_terms/height,curriculum/ctrl_jitter_ms,curriculum/ctrl_drop_prob,reward_terms/angmom,reward_terms/alive,time/iterations,reward_terms/assist_pen,train/explained_variance,train/clip_range,train/std,train/approx_kl,train/learning_rate,train/n_updates,train/entropy_loss,train/value_loss,train/loss,train/clip_fraction,train/policy_gradient_loss
0.0,-5.979346977706924e-05,-7.730931328195664e-06,-0.8077842433493102,0.01,0.0,-0.20942830359921594,3985,-0.10884978724145501,50,0.00012858057743869722,-144.19177614999998,-0.9923459542736605,-0.002298025470691342,-0.30418212071541084,0.006144,-0.3344357824973453,-4.1467505031289015e-08,177.94,202752,0.0,-0.5250255932171561,-0.000281002656119232,0.06529481620891721,-0.14777347156055004,25.6912,0.0,-0.0003830917581383821,-0.021993211449405182,0.0,0.64858688,-0.5,-0.02524025715036658,-0.017400801949917267,0.0,0.0,-0.25691399149484667,0.0,11,0.0,0.830879807472229,0.2,0.9243528246879578,0.004459827,0.0002993856,25525,-18.735261917114258,178.92239646911622,25.373456954956055,0.012158203125,-0.0038478108239360155
0.0,-6.64454726456689e-05,-0.000498587692466875,-0.7646662395655284,0.01,0.0,-0.20162708971017043,4009,-0.10869648482727066,55,4.2317642105950247e-05,-145.18271095,-1.045521034897324,-0.002421534258733554,-0.30532026860073214,0.0067584,-0.351754430842546,-4.0617296871061876e-08,181.84,221184,0.0,-0.5412880009411271,-0.00030340712521736393,0.06369414574790173,-0.1644707065426022,25.76032,0.0,-0.0001943642819651974,-0.02273798093072825,0.0,0.648445568,-0.5,-0.024101264317601657,-0.024182470774355327,0.0,0.0,-0.2338409684824206,0.0,12,0.0,0.8006343841552734,0.2,0.9246025681495667,0.0066925697,0.00029932415999999997,25529,-18.73896427154541,111.36247272491455,16.965736389160156,0.03438720703125,-0.005380591901484877
0.0,-7.227499747729445e-05,-4.014681972977188e-05,-0.74883904266389,0.01,0.0,-0.20764011126947987,4026,-0.1086747534418443,59,9.765617627029617e-05,-145.69964885000002,-1.1207136341852872,-0.0024623512554577728,-0.30535705659631124,0.0073728,-0.3425161244147682,-4.389226064897263e-08,183.97,239616,0.0,-0.5786826468062108,-0.00032683443188236914,0.06478770229350227,-0.17579897168893138,25.829439999999998,0.0,-0.0011781592048563522,-0.022428326206727443,0.0,0.648304256,-0.5,-0.02771065608330061,-0.025135501447327444,0.0,0.0,-0.24771453537973986,0.0,13,0.0,0.7567057609558105,0.2,0.9249365925788879,0.008320789,0.00029926272,25533,-18.742941474914552,69.15538139343262,14.583409309387207,0.047412109375,-0.005847156670643017
0.0,-7.793972231596511e-05,-0.00017347400555283658,-0.7152954769050502,0.01,0.0,-0.19908250319282286,4042,-0.10862762042952961,63,9.711362266292174e-05,-147.29011962,-1.1014883476842285,-0.0026635550818195535,-0.3057112225720104,0.0079872,-0.35507774515357704,-3.687842825209294e-08,190.3,258048,0.0,-0.6069365598745919,-0.00034474327836094476,0.05719965684918623,-0.1676214185450143,25.89856,0.0,-0.0008825636717610532,-0.022675157692564906,0.0,0.6481629440000001,-0.5,-0.02586919305805217,-0.023480071186110858,0.0,0.0,-0.19900850857168434,0.0,14,0.0,0.7623438239097595,0.2,0.9255374073982239,0.009639727,0.00029920128,25537,-18.74994249343872,40.92032270431518,8.625978469848633,0.07435302734375,-0.007833119056886061
0.0,-8.668604717134999e-05,-0.00038560431049619283,-0.7201702665989728,0.01,0.0,-0.20482559299850311,4056,-0.10869866418062252,68,7.215701690357592e-05,-145.72232022,-1.0875507470560777,-0.002760934336168617,-0.3156693068188326,0.0086016,-0.3782317648385852,-3.9154027529850984e-08,184.03,276480,0.0,-0.6034280124340676,-0.0003766034884918946,0.0569372223086482,-0.16468167467843992,25.96768,0.0,-0.0032905042981703006,-0.023448718076839733,0.0,0.6480216320000001,-0.5,-0.02595376008754986,-0.025194816647903958,0.0,0.0,-0.20000635764503422,0.0,15,0.0,0.7880980372428894,0.2,0.9264122247695923,0.0116090495,0.00029913984,25541,-18.760825443267823,27.168917322158812,7.242073059082031,0.119140625,-0.009187286836095154
0.0,-9.166860820469138e-05,-0.0002514633880410757,-0.7234936876569162,0.01,0.0,-0.19928761365950298,4069,-0.10865604729713223,72,6.510381354019046e-06,-146.62125152,-1.1565623543293277,-0.0030076628164120277,-0.30988589270016664,0.009216,-0.3721492629683542,-4.23446716452543e-08,187.59,294912,0.0,-0.627168763756508,-0.00040565974538627717,0.05675382580056951,-0.16864461412304826,26.0368,0.0,-0.0034824117906991645,-0.022882906961682027,0.0,0.6478803200000001,-0.5,-0.021757316236024313,-0.028528986483112726,0.0,0.0,-0.21432736434544675,0.0,16,0.0,0.7252798080444336,0.2,0.9273893237113953,0.012902697,0.0002990784,25545,-18.77548179626465,22.68882360458374,5.770077705383301,0.15374755859375,-0.00785921302740462
0.0,-9.718403452948991e-05,-4.014701375530826e-05,-0.6922225978595477,0.01,0.0,-0.19072386309555367,4076,-0.10860291148726764,76,7.595449763660629e-06,-147.02930356,-1.1474355652061827,-0.003060919031619971,-0.3142670025449469,0.0098304,-0.3858366010183571,-4.30129883264775e-08,189.27,313344,0.0,-0.6326160455665378,-0.0004260005373435181,0.05628549642977649,-0.1745184379496156,26.10592,0.0,-0.0010678437891246887,-0.023159813456070835,0.0,0.6477390080000001,-0.5,-0.02253700177588512,-0.029375843672117152,0.0,0.0,-0.1830520413174064,0.0,17,0.0,0.8014207482337952,0.2,0.9284425973892212,0.015155787,0.00029901696,25549,-18.789251232147215,12.772769713401795,3.5272879600524902,0.1546875,-0.009824663738254458
0.0,-0.00010333925246180416,-0.00015706212596139975,-0.6915399899267577,0.01,0.0,-0.19300104983325733,4085,-0.10836665364143006,81,1.6275958235686023e-05,-147.39728251,-1.1704883153202748,-0.00331231845455159,-0.31931905539588645,0.0104448,-0.3919334384003564,-3.6202352169485306e-08,190.66,331776,0.0,-0.6404604050094951,-0.00046496401505859413,0.05742940275875049,-0.17271569593947278,26.17504,0.0,-0.006372479873807144,-0.023187360313127712,0.0,0.6475976960000001,-0.5,-0.021688790444803513,-0.027942983818974323,0.0,0.0,-0.20528110446068792,0.0,18,0.0,0.7601532340049744,0.2,0.9295765161514282,0.01850884,0.00029895552,25553,-18.807176494598387,11.85187520980835,3.3788349628448486,0.211181640625,-0.004867825191468
0.0,-0.00010848492981338101,-0.000434567556819982,-0.6806112032386464,0.01,0.0,-0.19544488696029963,4092,-0.10837348344128567,85,1.3020733604207635e-05,-147.00911101999998,-1.1677411221116234,-0.003580045935351319,-0.3239559918932556,0.0110592,-0.40133325006890685,-3.478534815906785e-08,189.09,350208,0.0,-0.6531698561242948,-0.0004954558123795359,0.054852528513046374,-0.16323727080019843,26.24416,0.0,-0.0024573728249454433,-0.0235410825872698,0.0,0.647456384,-0.5,-0.02168256624257233,-0.029433941007337996,0.0,0.0,-0.19579033885095287,0.0,19,0.0,0.7184917330741882,0.2,0.9306840896606445,0.021311963,0.00029889407999999997,25557,-18.821182632446288,11.444086241722108,3.396691083908081,0.25303955078125,-0.005020371486898512
0.0,-0.00011346978312435377,-0.00037787354732346203,-0.6616434145787898,0.01,0.0,-0.18861127267292957,4098,-0.1085202314368166,89,6.835922572968734e-05,-147.22002204999998,-1.1798317292525429,-0.0036919682573589552,-0.3199304508375156,0.0116736,-0.3973440804137871,-3.4802045962235444e-08,189.93,368640,0.0,-0.6343794028808021,-0.0005118558646500893,0.05721188777782525,-0.17680608905742393,26.31328,0.0,-0.0027904111071775854,-0.023338408982716784,0.0,0.647315072,-0.5,-0.022537509482636022,-0.03084801727336502,0.0,0.0,-0.18071509912672962,0.0,20,0.0,0.40964269638061523,0.2,0.9322115182876587,0.020223428,0.00029883264,25561,-18.84103488922119,14.575644898414613,3.4200680255889893,0.28560791015625,-0.0011214439058676363
0.0,-0.00012098233594210958,-0.0003415230959136453,-0.6759820207704486,0.01,0.0,-0.1856099432161178,4103,-0.10795875873354908,94,4.123247344978154e-05,-144.90233053,-1.1139197627048623,-0.004184274003163565,-0.34086714965923065,0.012288,-0.4144560910319491,-3.7359420913571196e-08,180.74,387072,0.0,-0.595560707831508,-0.0005619773181613847,0.05649674377487793,-0.1575546260528569,26.3824,0.0,-0.006775604848057265,-0.02354367226030395,0.0,0.64717376,-0.5,-0.021451835671440326,-0.030855870184615934,0.0,0.0,-0.18757754735641108,0.0,21,0.0,0.5674693584442139,0.2,0.9339115023612976,0.02103953,0.0002987712,25565,-18.865600204467775,7.921094059944153,2.676069736480713,0.198291015625,-0.014118865632917732
0.0,-0.00012658262383868435,-0.000585934194128236,-0.6377685509528194,0.01,0.0,-0.18205051018204596,4108,-0.10798747320161503,98,0.00016059008258808818,-144.73488856,-1.1459991245025978,-0.004050549560143652,-0.3638140466680885,0.0129024,-0.4272342752154471,-4.0396198342094535e-08,180.07,405504,0.0,-0.5767536317641638,-0.0005774972877864363,0.05702191503521613,-0.16370129374616485,26.45152,0.0,-0.002619201428006986,-0.023986068742432184,0.0,0.647032448,-0.5,-0.020698542185163402,-0.03171957876115685,0.0,0.0,-0.18028242029950847,0.0,22,0.0,0.40522438287734985,0.2,0.9339736104011536,0.024645895,0.00029870976,25566,-18.87925148010254,46.766222381591795,17.074295043945312,0.26484375,0.006477923970669508
0.0,-0.0001319065851783645,-0.0005122852970897737,-0.6334961489221639,0.01,0.0,-0.1763361322489653,4113,-0.10773399635106046,103,0.0001340059324219409,-142.80731971,-1.0545275880868281,-0.0046603496913150836,-0.35375444525426114,0.0135168,-0.42319459769781576,-3.672011270816538e-08,172.43,423936,0.0,-0.5423552738972289,-0.0006185844169767206,0.05686266072107301,-0.1635295642284911,26.52064,0.0,-0.002191776102582168,-0.023504858151090192,0.0,0.646891136,-0.5,-0.019648931854827568,-0.027322685549072228,0.0,0.0,-0.18316314932958547,0.0,23,0.0,0.08285319805145264,0.2,0.9358590841293335,0.01927365,0.00029864831999999996,25570,-18.894124031066895,17.136821699142455,3.9039018154144287,0.188818359375,-0.008235863770823925
