reward_terms/residual_rate,reward_terms/lat_vel,reward_terms/overrun,reward_terms/air_time,reward_terms/motor_vel,reward_terms/height,reward_terms/ang_xy,time/time_elapsed,reward_terms/stop,curriculum/stance_ratio,reward_terms/fwd_speed,curriculum/sprint_dist_m,reward_terms/action_rate,reward_terms/torque,reward_terms/energy,reward_terms/phase_contact,rollout/ep_rew_mean,reward_terms/step_rate,time/fps,reward_terms/upright,reward_terms/assist_pen,reward_terms/foot_slip,reward_terms/time,reward_terms/stance_time,reward_terms/hip_roll,curriculum/ctrl_drop_prob,reward_terms/vz,reward_terms/residual,rollout/ep_len_mean,curriculum/ctrl_jitter_ms,reward_terms/stance,curriculum/eff_scale,reward_terms/foot_ahead,reward_terms/alive,reward_terms/clearance,reward_terms/angmom,curriculum/ent_coef,reward_terms/coef_rate,time/total_timesteps,time/iterations,train/approx_kl,train/clip_range,train/policy_gradient_loss,train/loss,train/clip_fraction,train/explained_variance,train/value_loss,train/n_updates,train/entropy_loss,train/std,train/learning_rate
-1.6987830492466987,-3.542827746962066e-08,0.0,0.00021592825457143286,-1.3041219091322212e-05,-0.031197189691063387,-0.4547265587339161,45,0.0,0.6498233600000001,0.4454274331199011,25.1152,-0.1031732659524508,-0.00043029535421126283,-6.439230836811e-05,-0.4177830405629671,-142.53886047999998,0.0,4455,-0.41617498957375265,0.0,-0.6718835325855727,-0.5,0.0,-0.05704532652119046,0.0,-0.18824636251777366,-0.10407073094947733,172.03,0.0,-0.0007695747774159089,0.000768,0.0,0.0,0.0903524200363434,-0.14468266713981492,0.01,-1.2778915480441306,202752,11,0.025687695,0.2,0.0199605148518458,16.149978637695312,0.283447265625,-0.22707796096801758,36.80425548553467,146773,-34.0679931640625,1.0011457204818726,0.000299852544
-1.689728354969985,-3.5163309122082076e-08,0.0,0.0002685540433352192,-1.451301538389623e-05,-0.02731974682835768,-0.45507326314250446,49,0.0,0.649805696,0.4104460776785927,25.12672,-0.10326181978916754,-0.00047985611685134936,-7.141286906321703e-05,-0.40883443475423004,-143.64961373999998,0.0,4463,-0.4123049384630313,0.0,-0.6491383328588871,-0.5,-3.7976488884952332e-06,-0.05573964661886499,0.0,-0.19704847417503724,-0.10448979329931762,176.27,0.0,-0.0016664308513805691,0.0008448,0.0,0.0,0.09282231611148037,-0.1394745407788142,0.01,-1.2643220159722448,221184,12,0.030488428,0.2,0.02286401204764843,14.640134811401367,0.3287109375,-0.24670767784118652,32.31046485900879,146774,-34.07233352661133,1.0015099048614502,0.0002998377984
-1.6925098108111265,-3.642028656237365e-08,0.0,0.00020399251176665226,-1.532030164431402e-05,-0.03381778081992737,-0.4571699595441989,53,0.0,0.649788032,0.38523005968096663,25.13824,-0.10249199489401624,-0.0005247005419479604,-7.660412770082287e-05,-0.40883719998962564,-142.8666597,0.0,4470,-0.41589836115674034,0.0,-0.6747126360915345,-0.5,0.0,-0.06049833637870109,0.0,-0.21858120247682658,-0.10456642172515337,173.11,0.0,-0.0030109228147717757,0.0009216,0.0,0.0,0.09347624450782471,-0.14450951219575656,0.01,-1.2677526355551798,239616,13,0.026620632,0.2,0.018981628527399153,14.563797950744629,0.29931640625,-0.31930649280548096,31.340449333190918,146775,-34.07077598571777,1.0013837814331055,0.0002998230528
-1.686812211416368,-3.5811413229139854e-08,0.0,0.0003114142196459903,-1.6610346095977457e-05,-0.03210716347443126,-0.4620681959817829,57,0.0,0.649770368,0.3578110036984766,25.14976,-0.10112114661950966,-0.0005737061057511489,-8.340110828603609e-05,-0.4019498696432152,-142.73525405,0.0,4477,-0.43197611614253634,0.0,-0.6043592435220285,-0.5,0.0,-0.05680906090781103,0.0,-0.2258216070669555,-0.10416062878879187,174.19,0.0,-0.0012669252557742474,0.0009984,0.0,0.0,0.094562278958449,-0.14739636123354632,0.01,-1.2503634066545815,258048,14,0.022252139,0.2,0.017022111685946584,13.046096801757812,0.2535400390625,-0.5241522789001465,29.12754487991333,146776,-34.072221755981445,1.001457929611206,0.00029980830719999996
-1.6812781302752777,-3.687378772971393e-08,0.0,0.00021809835258560875,-1.8665371458183255e-05,-0.03336315701593321,-0.46604393441608977,61,0.0,0.6497527040000001,0.5813283626082761,25.16128,-0.10144309329503089,-0.0006061898069802745,-9.20944284056734e-05,-0.4015340881654196,-144.45635237,0.0,4481,-0.4010946499512921,0.0,-0.6827585184124038,-0.5,0.0,-0.06903724694854461,0.0,-0.20390712826058344,-0.10478498313440192,182.82,0.0,-0.002987148418793365,0.0010752,0.0,0.0,0.09989430366905723,-0.1492024247060583,0.01,-1.2507483518218245,276480,15,0.02887813,0.2,0.021235815482214093,10.7769193649292,0.3023681640625,-0.875330924987793,24.320419311523438,146777,-34.07106971740723,1.001420497894287,0.0002997935616
-1.6780876589156688,-3.742281932005566e-08,0.0,0.00024088480859063566,-1.999524906643416e-05,-0.035123330048792055,-0.46664646971209933,65,0.0,0.64973504,0.5195767906512742,25.1728,-0.10058794731329598,-0.0006677845392755514,-9.977298965977532e-05,-0.38899389053557243,-144.90280298,0.0,4487,-0.39779119127925777,0.0,-0.6604579999001037,-0.5,0.0,-0.06823185650358599,0.0,-0.20390765118419607,-0.10483174830485419,186.35,0.0,-0.0023187703728846463,0.001152,0.0,0.0,0.09797557678732181,-0.14626035266043647,0.01,-1.2477153402120882,294912,16,0.028484002,0.2,0.02214351234336694,13.39766788482666,0.2997233072916667,-0.21080172061920166,27.94213803609212,146778,-34.064772288004555,1.0008989572525024,0.000299778816
-1.6940597161512838,-3.607017066075993e-08,0.0,0.0003049038124218997,-2.1636863478501287e-05,-0.025900261107197012,-0.4621026534065636,69,0.0,0.649717376,0.35459405451255077,25.18432,-0.10241526349407287,-0.0006944495928419168,-0.00010513044877641717,-0.4047826769951381,-145.37549219,0.0,4491,-0.3507235129051048,0.0,-0.6381453436839541,-0.5,-7.4597159659283025e-06,-0.052997901724450375,0.0,-0.18040924172216694,-0.10449808383427545,184.35,0.0,-0.002769296688949071,0.0012288,0.0,0.0,0.08877072352529587,-0.13708500853852,0.01,-1.2731499777553814,313344,17,0.029705875,0.2,0.0203765089972876,12.339652061462402,0.31414794921875,-0.8711872100830078,26.090567588806152,146779,-34.07139587402344,1.0014351606369019,0.00029976407039999996
-1.6897054798521873,-3.5336913372563156e-08,0.0,0.0002490228831043674,-2.257762774497868e-05,-0.02298866382329918,-0.46009240634260173,73,0.0,0.649699712,0.26420464719656533,25.19584,-0.10373148831637703,-0.0007726313831799886,-0.0001131511889003966,-0.4117517488463036,-143.69508059999998,0.0,4493,-0.341331571510193,0.0,-0.6466984070173976,-0.5,-8.585555931656725e-05,-0.05207687484526413,0.0,-0.17716572562868593,-0.10430666974568045,179.06,0.0,-0.006714465963530357,0.0013056,0.0,0.0,0.08676261221014818,-0.13482532158913685,0.01,-1.2758666785769217,331776,18,0.03599006,0.2,0.028196416678838432,10.588860511779785,0.34326171875,-1.8439149856567383,23.419883251190186,146780,-34.07162666320801,1.0014032125473022,0.00029974932479999997
-1.6895722843313168,-3.692309926854447e-08,0.0,0.00031358432736144296,-2.3777513665979783e-05,-0.027935549500124793,-0.45872661650217617,77,0.0,0.6496820480000001,0.34449429211113136,25.20736,-0.10202127468793204,-0.0008060736400916428,-0.00011841522825132122,-0.3960403998835662,-143.60161511,0.0,4494,-0.36231521130083544,0.0,-0.6571562792755681,-0.5,-4.760704016209477e-05,-0.05609347260959409,0.0,-0.18587312548793228,-0.10453794333817755,176.91,0.0,-0.005555560573956536,0.0013824,0.0,0.0,0.08686016268250311,-0.14149600863096162,0.01,-1.2705974095378574,350208,19,0.03230632,0.2,0.023967992863617837,11.224632263183594,0.33660888671875,-0.651321530342102,25.192381381988525,146781,-34.0709924697876,1.0013611316680908,0.0002997345792
-1.6845487621764612,-3.652938696717055e-08,0.0,0.0002674690298994796,-2.5016783281134444e-05,-0.02319275822565403,-0.44404904216205765,81,0.0,0.649664384,0.3061228612019988,25.21888,-0.10372762065786433,-0.0008343900417493993,-0.00012481212262803378,-0.3957826329666162,-144.32863554,0.0,4497,-0.3307073399896187,0.0,-0.6434998860572672,-0.5,-1.057926177357634e-05,-0.0550587256626395,0.0,-0.17380757236371064,-0.10486686101713055,183.41,0.0,-0.007593389605987086,0.0014592,0.0,0.0,0.08917335207716728,-0.12284671483993662,0.01,-1.2626058027269849,368640,20,0.03497371,0.2,0.025187143124639988,9.33156681060791,0.34375,-1.8374826908111572,19.854039669036865,146782,-34.072086334228516,1.0014574527740479,0.0002997198336
-1.664251006434475,-3.641968860734152e-08,0.0,0.0003770607905203684,-2.6655001771163953e-05,-0.031409196044227,-0.4569216840969512,85,0.0,0.64964672,0.4975294527803482,25.2304,-0.10103290215344536,-0.0008855195130303772,-0.00013182180593440727,-0.4043153351781449,-144.30280478000003,0.0,4500,-0.3346074230274419,0.0,-0.6606615348297944,-0.5,-6.103393388912082e-06,-0.06763133129347267,0.0,-0.18447232811046163,-0.10478650840140169,188.72,0.0,-0.0024086132091227894,0.001536,0.0,0.0,0.09302981521926383,-0.13228082768561975,0.01,-1.2649379532903664,387072,21,0.031932276,0.2,0.02192454660932223,9.923910140991211,0.2992350260416667,-0.39462780952453613,21.622434616088867,146783,-34.06674830118815,1.0010251998901367,0.00029970508799999996
-1.6643458134359959,-3.806136899684317e-08,0.0,0.00022569392199835015,-2.8480995530370154e-05,-0.03352211721254215,-0.4894705902328817,90,0.0,0.649629056,0.480384299787887,25.24192,-0.09996888567445564,-0.000948784244410231,-0.00014056747396203092,-0.4002436908702179,-148.42366457000003,0.0,4503,-0.34855287508477106,0.0,-0.6737494719252829,-0.5,-7.4597159659283025e-06,-0.0726578419310982,0.0,-0.20254934458006518,-0.10512390671582227,200.71,0.0,-0.009870609642048188,0.0016128,0.0,0.0,0.09403223852333802,-0.1442741456466221,0.01,-1.239740970799026,405504,22,0.022287596,0.2,0.014309573220089078,11.737184524536133,0.25274658203125,0.6249202489852905,25.363402843475342,146784,-34.071266174316406,1.001387357711792,0.0002996903424
-1.6823017500953124,-3.599030789281468e-08,0.0,0.0002913404961064872,-3.0143501541630685e-05,-0.023400677848683344,-0.467884368341827,94,0.0,0.6496113920000001,0.34958233574305203,25.25344,-0.10302579526997162,-0.0009890283762176496,-0.0001478857699890602,-0.4095710695783727,-151.23472525,0.0,4505,-0.2968064372210345,0.0,-0.6709802159079641,-0.5,0.0,-0.058852544842483825,0.0,-0.1537922686617325,-0.10510534730180898,210.74,0.0,-0.005785586163052029,0.0016896,0.0,0.0,0.0900155690770346,-0.11511742984952712,0.01,-1.263341133828895,423936,23,0.022567784,0.2,0.01619845221284777,10.411284446716309,0.251953125,-0.7110806703567505,23.04336166381836,146785,-34.07150936126709,1.0014209747314453,0.0002996755968
