reward_terms/residual,reward_terms/motor_vel,curriculum/cmd_scale,curriculum/swing_frac_min,reward_terms/assist_pen,reward_terms/stop,curriculum/swing_frac_mean,curriculum/eff_scale,time/fps,curriculum/cmd_track_err,reward_terms/foot_ahead,curriculum/stance_ratio,reward_terms/lat_vel,reward_terms/upright,ankle/ankle_spring_trq_peak,reward_terms/phase_contact,reward_terms/stance,rollout/ep_rew_mean,reward_terms/overrun,reward_terms/alive,reward_terms/angmom,reward_terms/coef_rate,reward_terms/foot_slip,reward_terms/residual_rate,reward_terms/stance_time,curriculum/ctrl_drop_prob,reward_terms/clearance,curriculum/dr_scale,reward_terms/fwd_speed,reward_terms/action_rate,reward_terms/vz,reward_terms/ang_xy,curriculum/ent_coef,rollout/ep_len_mean,reward_terms/stand,reward_terms/height,reward_terms/track_lin,ankle/ankle_spring_energy_peak,time/iterations,reward_terms/duty_sym,ankle/ankle_defl_peak,time/time_elapsed,reward_terms/hip_roll,est/vel_rmse,time/total_timesteps,reward_terms/stand_drift,reward_terms/air_time,reward_terms/torque,reward_terms/step_rate,reward_terms/energy,reward_terms/track_yaw,curriculum/ctrl_jitter_ms,reward_terms/time,train/clip_range,train/explained_variance,train/entropy_loss,train/std,train/value_loss,train/approx_kl,train/loss,train/learning_rate,train/clip_fraction,train/n_updates,train/policy_gradient_loss,curriculum/dr_scale_progress,curriculum/ctrl_jitter_ms_progress,curriculum/stance_ratio_progress,curriculum/ctrl_drop_prob_progress,curriculum/eff_scale_progress
-0.09621345346839792,0.0,0.0,0.0842556423611111,0.0,0.0,0.17784288194444445,0.0,7251,0.40333244801202134,0.0,0.7,-0.3870734275731248,-0.0689869687258344,0.0,0.0,-0.0018581707613192365,-19.30765249,0.0,0.0,-0.04299884120678735,-0.47196331918537154,-0.5481107673148914,0.0,0.0,0.0,0.0,0.0,0.0,-0.06773995671273962,-0.04105986735249193,-0.09654364597185003,0.01,146.09,0.22649864119715138,-0.01596589687338227,1.8697130304605392,0.0,11,-2.4843219833108618e-05,0.5051969743814589,27,-0.3050393652428821,0.33109693904635257,202752,-0.03405526831483508,0.0,0.0,-0.005349392361111157,0.0,1.9999684713957397,0.0,0.0,0.2,0.9081521034240723,-36.92842845916748,1.003869652748108,141.34685249328612,0.03088454,34.573482513427734,0.0002995392,0.31986083984375,39085,0.002411129139363766,,,,,
-0.09558985395315187,0.0,0.0,0.1178927951388889,0.0,0.0,0.20024956597222224,0.0,7154,0.5059058450820713,0.0,0.7,-0.37516220618684437,-0.06796216347501985,0.0,0.0,-0.002360413413842077,-26.180286440000003,0.0,0.0,-0.0423436097528858,-0.45519550541935444,-0.5548855128879183,0.0,0.0,0.0,0.0,0.0,0.0,-0.0704512185072644,-0.05019053731807778,-0.10872670514311139,0.01,155.03,0.2650468040624755,-0.016259036333937205,1.893931925037943,0.0,12,-0.0003872061450537689,0.5051869775998925,30,-0.29752737257826467,0.4060367427969069,221184,-0.03567754060708726,0.0,0.0,-0.005870225694444498,0.0,1.9999611434917937,0.0,0.0,0.2,0.9339664578437805,-36.937453269958496,1.0035427808761597,69.83441352844238,0.059324365,21.971933364868164,0.00029949311999999997,0.3694000244140625,39089,0.004055896992213093,,,,,
-0.09638938993948235,0.0,0.0,0.1155056423611111,0.0,0.0,0.20038519965277776,0.0,7150,0.41458669308312635,0.0,0.7,-0.4015666613651407,-0.05229127558744043,0.0,0.0,-0.003596334393388479,-19.488412249999996,0.0,0.0,-0.041768537216120595,-0.46449242616072006,-0.5242413434055124,0.0,0.0,0.0,0.0,0.0,0.0,-0.0678475454401592,-0.04269794552028856,-0.10526293386659252,0.01,155.81,0.25595121048339053,-0.015204246892671925,1.966723095215838,0.0,13,-4.503880781884046e-05,0.5051552726604371,33,-0.31974109180983457,0.3626246928463897,239616,-0.03877610737520204,0.0,0.0,-0.006076388888888945,0.0,1.9999673655566832,0.0,0.0,0.2,0.9430552124977112,-36.89176559448242,1.0000792741775513,93.15697479248047,0.023075162,45.73313903808594,0.00029944704,0.2320556640625,39090,0.013616842741612345,,,,,
-0.09618560364330905,0.0,0.0,0.1171875,0.0,0.0,0.20960828993055555,0.0,7127,0.4318152223028868,0.0,0.7,-0.3794499815560464,-0.05956289835187813,0.0,0.0,-0.0028173492717727556,-22.050248590000002,0.0,0.0,-0.0436067227724766,-0.4540057917607439,-0.5267183743912786,0.0,0.0,0.0,0.0,0.0,0.0,-0.06824706254408985,-0.04100416577556126,-0.10439043084594103,0.01,150.52,0.2503351378343248,-0.014438874993774822,1.9100895133774425,0.0,14,-1.9975402089250985e-05,0.5048532361480639,36,-0.30069531702210034,0.3296695302070519,258048,-0.03413688937932392,0.0,0.0,-0.005891927083333388,0.0,1.9999654681386307,0.0,0.0,0.2,0.9506425857543945,-36.89439137776693,1.000273585319519,75.65187327067058,0.030261287,33.9058837890625,0.00029940095999999997,0.3101399739583333,39091,0.02254111475000779,,,,,
-0.09580732167579237,0.0,0.0,0.126953125,0.0,0.0,0.22989908854166666,0.0,7082,0.3887138026620723,0.0,0.7,-0.3484300748249007,-0.0731948965437721,0.0,0.0,-0.0010916385952725767,-27.434753130000008,0.0,0.0,-0.04691044856206965,-0.48816829043634713,-0.531506685669142,0.0,0.0,0.0,0.0,0.0,0.0,-0.06956376388460189,-0.048150466140591965,-0.11973189349424233,0.01,147.86,0.23024830984314576,-0.014402736105470208,1.9006824287705237,0.0,15,-0.0003386146629349581,0.5050780872350474,39,-0.28868630072632295,0.37150494732136047,276480,-0.03126265842263878,0.0,0.0,-0.006087239583333391,0.0,1.9999591800749412,0.0,0.0,0.2,0.9407581686973572,-36.93056678771973,1.0033214092254639,67.72497304280598,0.0469383,25.401798248291016,0.00029935488,0.3390096028645833,39094,-0.0011421621893532574,,,,,
-0.09725208886262234,0.0,0.0,0.1273871527777778,0.0,0.0,0.2128634982638889,0.0,7067,0.3811666016256765,0.0,0.7,-0.3709637027980063,-0.070175322002126,0.0,0.0,-0.0017694193691096538,-13.921605420000002,0.0,0.0,-0.050553361629152305,-0.45388957390714385,-0.5030352012915196,0.0,0.0,0.0,0.0,0.0,0.0,-0.06575505778762747,-0.05168641884591078,-0.11397090339283894,0.01,148.7,0.2540011133456235,-0.016252143506482436,2.03064059068797,0.0,16,-0.0002375580969995966,0.5050431877899444,41,-0.306282794561239,0.3153435557017693,294912,-0.03186032921671708,0.0,0.0,-0.006271701388888949,0.0,1.9999586192774064,0.0,0.0,0.2,0.9326066970825195,-36.900108337402344,1.0005828142166138,91.92045593261719,0.02780427,41.37566375732422,0.0002993088,0.297607421875,39095,0.016788198923071224,,,,,
-0.0965753720609038,0.0,0.0,0.11729600694444445,0.0,0.0,0.2208930121527778,0.0,7021,0.3219271340262613,0.0,0.7,-0.36209841035704415,-0.06494274251550351,0.0,0.0,-0.0005532700724151049,-21.966074600000006,0.0,0.0,-0.046082278178050835,-0.464298517428461,-0.5284824281542604,0.0,0.0,0.0,0.0,0.0,0.0,-0.06500827210150482,-0.051087879678692834,-0.11138197262024807,0.01,144.75,0.2771485184754095,-0.014677795872390367,2.001789781791452,0.0,17,-7.044450342996028e-05,0.5048495515638503,44,-0.2920654317273273,0.3111218581632985,313344,-0.030370941666302855,0.0,0.0,-0.006325954861111171,0.0,1.999959846908664,0.0,0.0,0.2,0.922810971736908,-36.939544439315796,1.0037459135055542,78.95901823043823,0.05185164,27.801034927368164,0.00029926272,0.3630828857421875,39099,-0.002143023069947958,,,,,
-0.09687107896017981,0.0,0.0,0.13096788194444445,0.0,0.0,0.20567491319444442,0.0,7024,0.40235499565221133,0.0,0.7,-0.37798259899058784,-0.057850596474623206,0.0,0.0,-0.0018017232338954309,-12.830835410000002,0.0,0.0,-0.04201071106324236,-0.4497395702220981,-0.5379835618520509,0.0,0.0,0.0,0.0,0.0,0.0,-0.06371599561440024,-0.05132906543239616,-0.10212988438650716,0.01,149.55,0.2649062389078279,-0.01631377678487763,2.048701930391378,0.0,18,-7.398444770645291e-06,0.5051884211652455,47,-0.30793107307852297,0.3240881622402146,331776,-0.030625731184491023,0.0,0.0,-0.00632595486111117,0.0,1.9999606744820788,0.0,0.0,0.2,0.9436051249504089,-36.90111064910889,1.0007082223892212,88.01318550109863,0.022787014,35.81110382080078,0.00029921664,0.2679443359375,39100,0.015445031458511949,,,,,
-0.09671951048246828,0.0,0.0,0.12337239583333333,0.0,0.0,0.20613606770833331,0.0,7012,0.36413467728412924,0.0,0.7,-0.3877639788266233,-0.06045519690324998,0.0,0.0,-0.0003546548621404648,-15.736025409999995,0.0,0.0,-0.04432769165616444,-0.4648998873303887,-0.5501023573492871,0.0,0.0,0.0,0.0,0.0,0.0,-0.06433657184582847,-0.04888128455870192,-0.10963088987478424,0.01,147.95,0.24860947294624783,-0.01592913075946481,2.0780522261987504,0.0,19,0.0,0.5049399947670495,49,-0.3206187553879094,0.3153492379123533,350208,-0.03580568248752431,0.0,0.0,-0.005924479166666721,0.0,1.999962751276688,0.0,0.0,0.2,0.9452314376831055,-36.92212330211293,1.0023524761199951,66.97097119418058,0.048733763,25.843854904174805,0.00029917056,0.2948330965909091,39103,-0.0011184957217086446,,,,,
-0.09608222002561241,0.0,0.0,0.15022786458333334,0.0,0.0,0.239990234375,0.0,6994,0.3736516762463677,0.0,0.7,-0.3638055360098874,-0.06505785380620277,0.0,0.0,-0.0009231120838524359,-25.947202389999998,0.0,0.0,-0.05050336175704783,-0.46413663413458905,-0.5439189376068406,0.0,0.0,0.0,0.0,0.0,0.0,-0.06875984527515283,-0.053209391153335825,-0.11822318499982822,0.01,149.23,0.2341965702111914,-0.015198917722108067,1.9454162362205696,0.0,20,-0.0006599745574846799,0.5050259777049911,52,-0.3129936923888968,0.3096755176924504,368640,-0.03386327676605358,0.0,0.0,-0.006597222222222286,0.0,1.999958444250265,0.0,0.0,0.2,0.9595587849617004,-36.92656881159002,1.0027645826339722,50.37149151888761,0.054255392,20.498327255249023,0.00029912448,0.3637029474431818,39106,0.001468922413716262,,,,,
-0.09745988988914614,0.0,0.0,0.12711588541666666,0.0,0.0,0.19346788194444442,0.0,6973,0.447869682708032,0.0,0.7,-0.3891903831866753,-0.05988166320472266,0.0,0.0,-0.0012623702099932833,-14.98543748,0.0,0.0,-0.045328589432592215,-0.4345194078528636,-0.5212682028559513,0.0,0.0,0.0,0.0,0.0,0.0,-0.06247406026037864,-0.0477514302861431,-0.10143706270783909,0.01,147.81,0.2796975070213986,-0.016720177998504206,2.0956400134245556,0.0,21,-0.00020830502494243163,0.5051361517773535,55,-0.31360609499263326,0.2815957857752009,387072,-0.03289765497200598,0.0,0.0,-0.0060546875000000566,0.0,1.9999617803253875,0.0,0.0,0.2,0.9575531482696533,-36.9102414449056,1.0014588832855225,52.244967778523765,0.060239583,22.799686431884766,0.0002990784,0.318359375,39108,0.01045858891059955,,,,,
-0.09565654273841503,0.0,0.0,0.1615668402777778,0.0,0.0,0.2370062934027778,0.0,6966,0.39855241744595543,0.0,0.7,-0.36345022970193275,-0.059944002565156196,0.0,0.0,-0.001159052479034184,-20.511178300000005,0.0,0.0,-0.04917245761234851,-0.4861561312754381,-0.5196176661429622,0.0,0.0,0.0,0.0,0.0,0.0,-0.06984560303665321,-0.04731259205955235,-0.10456481689697665,0.01,156.04,0.22976741385692426,-0.014622763699118465,1.9230896770993067,0.0,22,-0.00013837295248079624,0.5052166376252546,58,-0.31168842799882973,0.2975549064785861,405504,-0.037278735496637884,0.0,0.0,-0.006749131944444511,0.0,1.999955050752646,0.0,0.0,0.2,0.9603732824325562,-36.91046142578125,1.0014234781265259,53.497803370157875,0.06456997,24.922510147094727,0.00029903232,0.3277180989583333,39110,0.015493388811592013,,,,,
-0.09657586808416185,0.0,0.0,0.14990234375,0.0,0.0,0.20450846354166666,0.0,6970,0.43694622757455887,0.0,0.7,-0.39789350784795874,-0.06402132672998907,0.0,0.0,-0.0006126977974676545,-13.881815029999999,0.0,0.0,-0.05467655862367614,-0.4424780536386247,-0.5396814145527549,0.0,0.0,0.0,0.0,0.0,0.0,-0.06394131163116826,-0.047428142775288125,-0.10644984021570983,0.01,153.21,0.26497690932669987,-0.01638786134873814,2.1028562743248504,0.0,23,0.0,0.5051750788531487,60,-0.32498735571917164,0.29506432333077637,423936,-0.036338351145547294,0.0,0.0,-0.006727430555555622,0.0,1.9999622185642068,0.0,0.0,0.2,0.957921028137207,-36.898878733317055,1.000558853149414,51.692465464274086,0.02714701,24.5699462890625,0.00029898624,0.3041178385416667,39111,0.020223841381569702,,,,,
-0.09665365542245671,0.0,0.0,0.1397026909722222,0.0,0.0,0.19810655381944445,0.0,6960,0.4024113784895758,0.0,0.7,-0.39361785294060314,-0.049690400814223504,0.0,0.0,-0.0003189314853646889,-13.344978070000002,0.0,0.0,-0.040686716730257706,-0.4328763076724765,-0.5457235691489717,0.0,0.0,0.0,0.0,0.0,0.0,-0.06369997376590351,-0.04169439491195385,-0.09275057773546455,0.01,152.42,0.26151480072942757,-0.015419168479238209,2.185327818789379,0.0,24,0.0,0.505020672855532,63,-0.3402170572983296,0.2663530581892209,442368,-0.041099257999312216,0.0,0.0,-0.006130642361111169,0.0,1.9999614014937412,0.0,0.0,0.2,0.9546858668327332,-36.91596548897879,1.001924753189087,52.39258466448103,0.043564655,22.87649917602539,0.00029894016,0.33175223214285715,39113,0.007255298784002662,,,,,
-0.09634695489727639,0.0,0.0,0.15001085069444445,0.0,0.0,0.21077473958333331,0.0,6957,0.4047260150647731,0.0,0.7,-0.3718507935225494,-0.050237513438268495,0.0,0.0,-0.0012446750417289822,-16.915650189999997,0.0,0.0,-0.04083531799070574,-0.4363824406520995,-0.5244652656039798,0.0,0.0,0.0,0.0,0.0,0.0,-0.06469723923710557,-0.04632296569543227,-0.10134015417819171,0.01,150.68,0.25632994191882164,-0.01519846753967213,2.113123720143168,0.0,25,0.0,0.5050467492099848,66,-0.3315138067845851,0.24875417625573254,460800,-0.040267347884808055,0.0,0.0,-0.006651475694444509,0.0,1.9999617112144403,0.0,0.0,0.2,0.9679059386253357,-36.91614087422689,1.0018205642700195,37.81030019124349,0.056064866,17.033008575439453,0.00029889407999999997,0.3533935546875,39115,0.014819602287995318,,,,,
-0.09619073033803427,0.0,0.0,0.1452365451388889,0.0,0.0,0.20708550347222224,0.0,6960,0.42047693099182565,0.0,0.7,-0.3935311482520676,-0.055348962493014284,0.0,0.0,-0.0023918085959864174,-14.12829521,0.0,0.0,-0.04466731278781953,-0.44446031287385146,-0.5387196333133173,0.0,0.0,0.0,0.0,0.0,0.0,-0.06624491255660564,-0.04751733333181542,-0.09719552303730838,0.01,157.79,0.24273504820986588,-0.016571449456740026,2.0155129562338403,0.0,26,0.0,0.5047899837918806,68,-0.3384547675723597,0.28774401530249,479232,-0.040146743981411596,0.0,0.0,-0.006640625000000064,0.0,1.9999646835649634,0.0,0.0,0.2,0.9667388200759888,-36.90153884887695,1.0007538795471191,38.253030141194664,0.025256999,17.51613998413086,0.000298848,0.2853190104166667,39116,0.01804326653170089,,,,,
-0.09652284345149535,0.0,0.0,0.14615885416666666,0.0,0.0,0.2107204861111111,0.0,6950,0.43090005395813996,0.0,0.7,-0.3998754208765555,-0.04806376435385731,0.0,0.0,-0.003409889226927608,-13.4367058,0.0,0.0,-0.04439923692306391,-0.44315113037793324,-0.4890752766901699,0.0,0.0,0.0,0.0,0.0,0.0,-0.0660731938781794,-0.036477952749616585,-0.09269522768588644,0.0099963136,157.42,0.26648686783309283,-0.014284346538138556,2.1825608905260387,0.0,27,0.0,0.5051950157295895,71,-0.33369374937980645,0.30022250953830654,497664,-0.039898967976866616,0.0,0.0,-0.006098090277777834,0.0,1.9999673375086222,0.0,0.0,0.2,0.9610978364944458,-36.91304473876953,1.0016757249832153,38.52839965820313,0.032777596,19.150224685668945,0.00029880191999999997,0.362744140625,39117,0.021208948083221914,,,,,
-0.09577606798045554,0.0,0.0,0.1599392361111111,0.0,0.0,0.22672526041666666,0.0,6663,0.3792604563153787,0.0,0.7,-0.3846803598535795,-0.04448694697786718,0.0,0.0,-0.0032413550850101274,-10.908901140000003,0.0,0.0,-0.04423112114919153,-0.45111179377295785,-0.5280189277494254,0.0,0.0,0.0,0.0,0.0,0.0,-0.06659078263509295,-0.037356572261568556,-0.0963758428937531,0.0099926272,159.74,0.2476106788098685,-0.014220337573510964,2.107698965591687,0.0,28,0.0,0.505219285137889,77,-0.345759994681083,0.2746027504785295,516096,-0.04401638940576838,0.0,0.0,-0.0063368055555556154,0.0,1.9999656773804755,0.0,0.0,0.2,0.9675108790397644,-36.90401649475098,1.001009225845337,33.7415132522583,0.028105564,15.541498184204102,0.00029875584,0.3255615234375,39118,0.020430885575478896,,,,,
-0.09767125081681328,0.0,0.0,0.15858289930555555,0.0,0.0,0.196044921875,0.0,6674,0.37805662074912116,0.0,0.7,-0.422537236531783,-0.04150360344571703,0.0,0.0,-0.002002190299349484,-5.557267990000001,0.0,0.0,-0.041575614983310666,-0.4356567947874557,-0.524716851282587,0.0,0.0,0.0,0.0,0.0,0.0,-0.06070534220044326,-0.03752318721327355,-0.0910939709913595,0.0099889408,159.82,0.26587512522693557,-0.015602373415171539,2.364998761330769,0.0,29,-7.250048731680798e-06,0.5051916647594252,80,-0.3866923966327502,0.24912756444527007,534528,-0.05479230511502471,0.0,0.0,-0.006011284722222277,0.0,1.9999666293580078,0.0,0.0,0.2,0.9562521576881409,-36.89877700805664,1.0006266832351685,47.453269958496094,0.041535754,20.46169662475586,0.00029870976,0.34619140625,39119,0.02733158671374743,,,,,
