curriculum/ctrl_drop_prob,curriculum/ent_coef,reward_terms/assist_pen,reward_terms/clearance,reward_terms/torque,reward_terms/stance,reward_terms/action_rate,reward_terms/residual,reward_terms/stop,reward_terms/time,reward_terms/height,reward_terms/foot_slip,reward_terms/hip_roll,curriculum/ctrl_jitter_ms,reward_terms/angmom,rollout/ep_rew_mean,reward_terms/stance_time,reward_terms/vz,curriculum/stance_ratio,time/time_elapsed,reward_terms/alive,time/total_timesteps,reward_terms/air_time,reward_terms/lat_vel,reward_terms/energy,curriculum/sprint_dist_m,reward_terms/overrun,reward_terms/upright,reward_terms/fwd_speed,time/iterations,curriculum/eff_scale,reward_terms/motor_vel,reward_terms/ang_xy,reward_terms/phase_contact,time/fps,reward_terms/coef_rate,rollout/ep_len_mean,train/learning_rate,train/loss,train/value_loss,train/clip_range,train/entropy_loss,train/n_updates,train/approx_kl,train/std,train/clip_fraction,train/policy_gradient_loss,train/explained_variance
0.0,0.01,0.0,0.015463483334310416,-0.00035047038000420624,-0.0016225525933878718,-0.13160243543930272,-0.10179838715587902,0.0,-0.5,-0.02212756223063342,-0.6024061690785961,-0.09180274615525694,0.0,-0.30329710360929285,-168.97140599,-0.052921139078939125,-0.1435231429236548,0.6498233600000001,48,0.0,202752,2.6584156633665163e-05,-2.6506523389753248e-08,-2.7358624488551763e-05,25.1152,0.0,-0.44345202607394707,-0.3826277930011428,11,0.000768,-3.1765876692480996e-06,-0.2623982477265714,-0.6800696770711016,4194,-1.5159669528963644,278.23,0.00029995392,8.811666488647461,31.689688873291015,0.2,-34.07138633728027,6332,0.013865789,1.0013254880905151,0.19273681640625,-0.011727408814476804,0.9118539690971375
0.0,0.01,0.0,0.009369426120663963,-0.0003732796297481014,-0.0012734223798871955,-0.13134793057057884,-0.10138359854483485,0.0,-0.5,-0.019776810301093076,-0.5633759957572035,-0.07594195835096035,0.0,-0.29214455373523596,-166.49875004,-0.09321078668451971,-0.1272122622387099,0.649805696,52,0.0,221184,1.5733472537249327e-05,-2.5528457962040525e-08,-2.8935888396860004e-05,25.12672,0.0,-0.4292463142203331,-0.5117844572476452,12,0.0008448,-3.3340480101050364e-06,-0.2595886758275898,-0.6835270300969931,4225,-1.4881103265757714,267.76,0.000299949312,8.634184837341309,29.45360803604126,0.2,-34.06773853302002,6336,0.01753864,1.0014050006866455,0.26014404296875,-0.00639049238525331,0.9015109539031982
0.0,0.01,0.0,0.014538012028806477,-0.0004106359334488209,-0.0011739839592318556,-0.13088526060972389,-0.10108014766667435,0.0,-0.5,-0.025541616694467265,-0.6085810764507054,-0.07933474745305545,0.0,-0.2989119483181006,-170.40161408999995,-0.09348653576711917,-0.1577720118899906,0.649788032,56,0.0,239616,3.7977200311919055e-06,-2.6527156831381274e-08,-3.2040696056648603e-05,25.13824,0.0,-0.42442505214264187,-0.42347207402730364,13,0.0009216,-3.701925901523351e-06,-0.26777633488945746,-0.6690750757075442,4250,-1.4672097148725218,283.51,0.00029994470399999997,7.624510765075684,22.81453146934509,0.2,-34.07310733795166,6340,0.019518718,1.0018999576568604,0.25592041015625,-0.01076136955525726,0.8888326287269592
0.0,0.01,0.0,0.01711934171748474,-0.0004483763874987781,-0.0011161158713261189,-0.1329803622186676,-0.10115297353157889,0.0,-0.5,-0.022890690990772605,-0.5870381599241181,-0.09131396891341598,0.0,-0.3164181723652071,-172.56827133,-0.07755557815835346,-0.15377532756801252,0.649770368,60,0.0,258048,3.146695477577547e-05,-2.742102259262994e-08,-3.5828502504117896e-05,25.14976,0.0,-0.40866393299035475,-0.283072844916931,14,0.0009984,-4.15259050035527e-06,-0.26828015041225506,-0.6639970166166107,4273,-1.4733338762150652,292.62,0.000299940096,6.54962682723999,18.39286026954651,0.2,-34.07577610015869,6344,0.020545077,1.0020959377288818,0.22901611328125,-0.012944140867330135,0.8811987042427063
0.0,0.01,0.0,0.011591525482970334,-0.00046358726596744556,-0.0010492116345069144,-0.13168986830596086,-0.1010922978117983,0.0,-0.5,-0.021302222512518725,-0.5698633545768702,-0.07688344766294594,0.0,-0.29440018810548885,-169.00683202999997,-0.10927293118988422,-0.13862442129935054,0.6497527040000001,64,0.0,276480,4.882798142110308e-06,-2.3725050536080623e-08,-3.7829813399427714e-05,25.16128,0.0,-0.41068093961646895,-0.520584302644068,15,0.0010752,-4.4216939994732385e-06,-0.25538021343441614,-0.6770084919359438,4292,-1.4640306709113302,278.1,0.000299935488,4.101174354553223,14.432597160339355,0.2,-34.07817916870117,6348,0.02223519,1.0022492408752441,0.2392333984375,-0.012093013862613588,0.8874717354774475
0.0,0.01,0.0,0.011611611842077133,-0.0005099817410728148,-0.0011748383642074488,-0.1303385024023154,-0.10115794934526334,0.0,-0.5,-0.018303695378682185,-0.564436340830893,-0.09712972750894051,0.0,-0.2951778811624472,-172.14159012999997,-0.10329202562247196,-0.12739360355851911,0.64973504,68,0.0,294912,9.765596284220615e-06,-2.2655442810326667e-08,-4.2309375231026193e-05,25.1728,0.0,-0.4068124519521884,-0.5631832382254713,16,0.001152,-5.031305569443964e-06,-0.26976352876881315,-0.6645748129133138,4316,-1.4492770001360689,290.06,0.00029993088,7.574010848999023,18.18130087852478,0.2,-34.057382583618164,6349,0.028746964,1.0003089904785156,0.28271484375,0.020653131417930126,0.8974253535270691
0.0,0.01,0.0,0.009048118255007884,-0.0005426607052720295,-0.0006984594320156424,-0.13101656745679613,-0.10036259716187888,0.0,-0.5,-0.01830938735594449,-0.5714503862614968,-0.0886032424286369,0.0,-0.3037921906504241,-167.45733187999997,-0.08785081993038249,-0.1344919877362237,0.649717376,72,0.0,313344,5.967866551751892e-06,-2.4528726578401268e-08,-4.47629155720396e-05,25.18432,0.0,-0.36588569771978685,-0.65132467385301,17,0.0012288,-5.360286778693628e-06,-0.27708933004427583,-0.6715872195137094,4330,-1.4334104649848969,271.36,0.000299926272,3.1518092155456543,10.942209649086,0.2,-34.0802080154419,6353,0.022779524,1.0025461912155151,0.22193603515625,-0.01803036000346765,0.8860982060432434
0.0,0.01,0.0,0.015231713923882543,-0.0006091404222135093,-0.0012335323998669085,-0.13191017619889045,-0.09983583095919286,0.0,-0.5,-0.02057274541325047,-0.5742222607836429,-0.09698153761811036,0.0,-0.2951172574215398,-168.10224393000004,-0.09792475044216392,-0.12352516390501031,0.649699712,76,0.0,331776,9.223062079399824e-06,-2.6677490498379054e-08,-4.9532265196813226e-05,25.19584,0.0,-0.362520907677258,-0.4452522808351927,18,0.0013056,-6.04448429599984e-06,-0.27441107950045696,-0.6512662102551823,4348,-1.4057096803129376,273.83,0.000299921664,5.5742878913879395,14.477623701095581,0.2,-34.056976318359375,6354,0.025545932,1.000364065170288,0.282470703125,0.018299552844837308,0.8757579326629639
0.0,0.01,0.0,0.018759161285798118,-0.0006325689225623479,-0.0006000701086534212,-0.13017085739618345,-0.10088019667605862,0.0,-0.5,-0.025832937502904527,-0.5687136783409192,-0.10089991296242677,0.0,-0.31352747113168383,-170.11693272000005,-0.08444304899603594,-0.16238088805301698,0.6496820480000001,80,0.0,350208,3.1466945074498653e-05,-2.7266007445178855e-08,-5.147645462291269e-05,25.20736,0.0,-0.3666430965969817,-0.46055828092806994,19,0.0013824,-6.140639363382559e-06,-0.2638011442267465,-0.6445437172167119,4361,-1.4128364748792575,282.63,0.000299917056,2.8031399250030518,9.599385571479797,0.2,-34.078519630432126,6358,0.026311308,1.0021274089813232,0.25689697265625,-0.020812392607331275,0.8592737913131714
0.0,0.01,0.0,0.013132181481740383,-0.0006826988320821892,-0.0011080036947713361,-0.12981705634999496,-0.09998096121444165,0.0,-0.5,-0.022280384826744108,-0.6043710816811829,-0.09686037314660928,0.0,-0.30334134333415136,-168.43233085000003,-0.07783550027266352,-0.14517249545990982,0.649664384,84,0.0,368640,7.052925260116656e-06,-2.6025275740356822e-08,-5.525439300464732e-05,25.21888,0.0,-0.33708418463193696,-0.6519864994408855,20,0.0014592,-6.659682849351302e-06,-0.27893662718630563,-0.6537888656792751,4374,-1.4037047263399647,275.56,0.000299912448,2.046644926071167,7.153145575523377,0.2,-34.08468589782715,6362,0.041939013,1.0031700134277344,0.320947265625,-0.016117099684197455,0.858654260635376
0.0,0.01,0.0,0.013932010487300963,-0.0007183484390882281,-0.001641648840018411,-0.13299240877722507,-0.09999017130574789,0.0,-0.5,-0.021440332355154086,-0.5749772665485772,-0.08250096434994471,0.0,-0.306000934157342,-169.44275973,-0.09148661837389227,-0.1333622558130662,0.64964672,88,0.0,387072,4.8828000823656716e-05,-2.6881329187895472e-08,-5.763100572358923e-05,25.2304,0.0,-0.36456647786734936,-0.546668260371418,21,0.001536,-6.8985657258771225e-06,-0.27804539539901707,-0.6596823308929158,4386,-1.4019148847870175,279.77,0.00029990784,1.6497706174850464,5.587451065287871,0.2,-34.08947731466854,6366,0.043013595,1.003017783164978,0.34176815257352944,-0.010525436291251989,0.8628169298171997
0.0,0.01,0.0,0.01322565791651856,-0.0007330936629346152,-0.00435492453448592,-0.13064309614042155,-0.10063635745942923,0.0,-0.5,-0.025796543980883803,-0.5914352146881229,-0.1031292665572996,0.0,-0.29420319681322576,-170.44679398,-0.10390291704162438,-0.15446280048674646,0.649629056,92,0.0,405504,2.3328932002186775e-05,-2.587640235772214e-08,-6.047569519488714e-05,25.24192,0.0,-0.3461782289359944,-0.6690350324420204,22,0.0016128,-7.331843640211812e-06,-0.2661183360924689,-0.6600220314317726,4399,-1.4130254701998644,283.46,0.00029990323199999996,2.013519048690796,5.2872509360313416,0.2,-34.06959342956543,6368,0.03230773,1.001306414604187,0.284454345703125,0.007794289733283222,0.843102753162384
0.0,0.01,0.0,0.013785906698383563,-0.0007625519546902724,-0.0034798534524196397,-0.12813109110194543,-0.1009068365358045,0.0,-0.5,-0.024974633938066534,-0.5775230801240095,-0.10448374239053461,0.0,-0.31069737130711145,-170.42239464,-0.1009403973164606,-0.13896791783966927,0.6496113920000001,96,0.0,423936,0.0,-2.42741987995791e-08,-6.350543025460292e-05,25.25344,0.0,-0.3780812692171421,-0.6672252359032194,23,0.0016896,-7.646460559489515e-06,-0.2776716453994669,-0.6638879928658953,4410,-1.394945182855938,283.26,0.000299898624,1.062772274017334,3.6402156511942545,0.2,-34.09490763346354,6371,0.04585174,1.0036613941192627,0.356591796875,-0.006680463533848524,0.8148820996284485
0.0,0.01,0.0,0.012593380093128295,-0.0008140300598751708,-0.005653990651236666,-0.13059703846504445,-0.10109528131586257,0.0,-0.5,-0.02149716721115229,-0.5746261327497286,-0.09272301400793544,0.0,-0.29313187772765065,-170.0643839,-0.09398619575949851,-0.14659978383422334,0.649593728,100,0.0,442368,1.2478257607047757e-05,-2.6287561019498258e-08,-6.574945377508855e-05,25.26496,0.0,-0.350100236013731,-0.6946956260460031,24,0.0017664,-7.842173670042823e-06,-0.2678718549742566,-0.6580702411407744,4422,-1.4144404392416456,281.81,0.000299894016,1.164433240890503,3.560678924833025,0.2,-34.074707576206755,6373,0.043761324,1.0017268657684326,0.2997349330357143,0.007748341088050178,0.7894707322120667
0.0,0.01,0.0,0.012563438718912794,-0.0008572345100063226,-0.002691191529174472,-0.13095469828578443,-0.10017185910138585,0.0,-0.5,-0.02479167434534145,-0.5883959162702056,-0.09055905518191446,0.0,-0.3311396994182496,-168.52935564999996,-0.08567958489422584,-0.16042337480718713,0.649576064,103,0.0,460800,3.3094557390237846e-05,-2.645582701524345e-08,-6.98529346617775e-05,25.27648,0.0,-0.3605026932340476,-0.8271474023967712,25,0.0018432,-8.505335511350113e-06,-0.2893165562661375,-0.6477082745557092,4430,-1.3786516508988538,275.53,0.00029988940799999996,0.6929330229759216,2.619584450354943,0.2,-34.094500908484825,6376,0.042570014,1.0033820867538452,0.33988131009615385,-0.012088912252623301,0.7076473832130432
