rollout/ep_rew_mean,curriculum/sprint_dist_m,reward_terms/overrun,reward_terms/vz,reward_terms/residual,reward_terms/coef_rate,time/time_elapsed,reward_terms/foot_slip,reward_terms/clearance,reward_terms/action_rate,ankle/ankle_defl_peak,reward_terms/torque,ankle/ankle_spring_trq_peak,reward_terms/upright,curriculum/ctrl_drop_prob,reward_terms/phase_contact,reward_terms/stance,reward_terms/energy,time/total_timesteps,reward_terms/time,ankle/ankle_spring_energy_peak,reward_terms/duty_sym,reward_terms/stance_time,reward_terms/assist_pen,reward_terms/step_rate,curriculum/eff_scale,reward_terms/lat_vel,reward_terms/height,curriculum/stance_ratio,time/fps,time/iterations,reward_terms/air_time,reward_terms/stop,curriculum/ent_coef,curriculum/ctrl_jitter_ms,reward_terms/alive,reward_terms/hip_roll,rollout/ep_len_mean,reward_terms/fwd_speed,reward_terms/ang_xy,reward_terms/motor_vel,reward_terms/angmom,reward_terms/foot_ahead,reward_terms/residual_rate,train/explained_variance,train/n_updates,train/value_loss,train/entropy_loss,train/std,train/approx_kl,train/clip_range,train/learning_rate,train/policy_gradient_loss,train/loss,train/clip_fraction
-148.37554032000003,27.6496,0.0,-0.12390192691945318,-0.07372991732959616,-1.4449350534325085,1062,-0.49591918267394736,0.021323135835302084,-0.1832055740992253,0.5192898046659224,-0.0013396201500105798,0.0,-0.26235102224302875,0.0,-0.5867163746195754,-0.10016594253593386,-6.012110228635969e-05,4257792,-0.5,0.0,0.0,-0.01670417252333007,0.0,-0.004144965277777806,0.017664,-4.923699833226865e-09,-0.027776692620425855,0.6459372800000001,4007,231,0.00011338950328839321,0.0,0.01,0.0,0.0,-0.031000556912168426,194.29,-1.2975023840064308,-0.12244503835186389,-6.320368799984375e-06,-0.23879656879473268,0.0,0.0,0.7767704725265503,920,0.0003538248536642641,-34.078391456604,1.0022516250610352,0.017518971,0.2,0.00029788032,-0.02608840521425009,-0.3933636248111725,0.16954345703125
-144.67486743,27.66112,0.0,-0.09872381810366795,-0.07358474440685386,-1.4385975923949479,1066,-0.48513997996370073,0.01942889322168253,-0.18310503718699614,0.5191009403599497,-0.0016263398412352818,0.0,-0.2252806053247603,0.0,-0.5833313067409494,-0.0800050742748773,-6.327772293283417e-05,4276224,-0.5,0.0,0.0,-0.01601367234737457,0.0,-0.0047851562500000385,0.0177408,-4.47819990010312e-09,-0.021490272051772907,0.645919616,4007,232,0.00010579397591451804,0.0,0.01,0.0,0.0,-0.028351122897362056,179.46,-1.0924322083246696,-0.11229293790537936,-6.5450889732218565e-06,-0.18776926640354127,0.0,0.0,0.7494337558746338,924,0.0003787934794672765,-34.08506469726562,1.0027503967285156,0.015900856,0.2,0.00029787110399999997,-0.027818290726281704,-0.3934326767921448,0.15843505859375
-146.8858997,27.67264,0.0,-0.09558239962984444,-0.07358664550073496,-1.4445627277846915,1071,-0.49019613242614113,0.018955362272115202,-0.1835604175840712,0.518534856252489,-0.0015333068964029186,0.0,-0.19845573763939928,0.0,-0.599172126987029,-0.08629023569784106,-6.37976117492408e-05,4294656,-0.5,0.0,0.0,-0.0226753072897231,0.0,-0.004166666666666696,0.0178176,-4.658006364692283e-09,-0.02047210124139457,0.645901952,4008,233,0.0001003686726714174,0.0,0.01,0.0,0.0,-0.02938531812928805,188.3,-1.1183540653060577,-0.10383179724863137,-6.75606206610149e-06,-0.1751820059247587,0.0,0.0,0.7320084571838379,928,0.0004170918895397335,-34.0842472076416,1.0024745464324951,0.016503226,0.2,0.000297861888,-0.02602591619361192,-0.3923097252845764,0.163720703125
-147.64118937000003,27.68416,0.0,-0.11339227982538608,-0.07329439830310668,-1.4313172236062333,1076,-0.47046233649354796,0.022219888144743894,-0.18449690982813796,0.5190381820516892,-0.001554614686518527,0.0,-0.2328025667170367,0.0,-0.5924344128144369,-0.05004839580254038,-6.0729258103750104e-05,4313088,-0.5,0.0,0.0,-0.015581130685556369,0.0,-0.004383680555555588,0.0178944,-5.5475700880693545e-09,-0.02620881642157269,0.645884288,4008,234,0.00012532519758678973,0.0,0.01,0.0,0.0,-0.027135669961867396,191.44,-1.2136704308007416,-0.11365560318247885,-6.354593650104407e-06,-0.21169731431794042,0.0,0.0,0.7753637433052063,932,0.0003766441092011519,-34.082207679748535,1.002596378326416,0.01512667,0.2,0.000297852672,-0.027784508583135904,-0.3960905075073242,0.16536865234375
-145.71862397,27.69568,0.0,-0.09072175888487588,-0.07401126771720495,-1.4352759137498805,1080,-0.5011432943724496,0.01617669689137167,-0.1831053208197755,0.5193178371071743,-0.0016048156927654907,0.0,-0.16994124210555966,0.0,-0.6030716571476246,-0.05487301465421812,-6.311514287578828e-05,4331520,-0.5,0.0,0.0,-0.019817776866451215,0.0,-0.004264322916666698,0.0179712,-5.2355308509212375e-09,-0.018416095452001346,0.6458666240000001,4008,235,0.0001280379268185546,0.0,0.01,0.0,0.0,-0.02757390368308236,183.52,-1.096901844625366,-0.1022788910418733,-6.451580527982625e-06,-0.16168624004525414,0.0,0.0,0.7762662768363953,936,0.00036041832499904557,-34.0849630355835,1.0025569200515747,0.016195664,0.2,0.00029784345599999997,-0.027201979793608187,-0.3927401304244995,0.16837158203125
-145.97099577,27.7072,0.0,-0.09786937752637331,-0.07369567544157131,-1.4235363389137816,1085,-0.4559194608561464,0.019983833522617764,-0.18442333554036605,0.51927589459004,-0.0015574522829058994,0.0,-0.2039957534205958,0.0,-0.6035182094763498,-0.0916825333572691,-6.133873023157156e-05,4349952,-0.5,0.0,-1.2231092505442484e-06,-0.019607405234839663,0.0,-0.0038736979166666915,0.018048,-3.981955489228948e-09,-0.020872567974346473,0.64584896,4008,236,0.00013292073466194174,0.0,0.01,0.0,0.0,-0.027760989879860823,184.76,-1.1314430291900461,-0.10532215959633934,-6.404853505928197e-06,-0.18159367109140068,0.0,0.0,0.7658325433731079,940,0.00033892759383888913,-34.07983055114746,1.002183198928833,0.016517,0.2,0.00029783424,-0.027016869210638107,-0.39866718649864197,0.15850830078125
-147.49622728,27.71872,0.0,-0.1112987806474323,-0.07371759088885392,-1.4341984890759147,1089,-0.4728747983547817,0.01930260884419437,-0.18650437318417135,0.5186553474074178,-0.0015615945723768685,0.0,-0.24323758830822825,0.0,-0.6082707374702454,-0.08659677149789953,-6.650939312386932e-05,4368384,-0.5,0.0,-0.00016411179523785613,-0.02388758935234768,0.0,-0.003938802083333359,0.0181248,-4.049610768321712e-09,-0.026376209766364657,0.645831296,4008,237,6.510399786445002e-05,0.0,0.01,0.0,0.0,-0.028974692300280356,190.79,-1.1957836646449673,-0.11314512969013585,-6.7968505798708825e-06,-0.22192806440251125,0.0,0.0,0.6175534129142761,944,0.0004950600559823215,-34.07929649353027,1.002211093902588,0.015878323,0.2,0.000297825024,-0.01958683122647926,-0.37833306193351746,0.15235595703125
-148.47210389,27.73024,0.0,-0.121698238177887,-0.07405465972378539,-1.448025659832059,1094,-0.479162515023497,0.020849929150360335,-0.18647814824873607,0.5193525693041566,-0.001586901619443829,0.0,-0.2613462781279543,0.0,-0.5978291535962112,-0.0873359927839552,-6.505425568013568e-05,4386816,-0.5,0.0,0.0,-0.022654684612967282,0.0,-0.004188368055555584,0.0182016,-4.057450567924022e-09,-0.02762753678174444,0.645813632,4009,238,7.920981928085287e-05,0.0,0.01,0.0,0.0,-0.026746566456454422,194.75,-1.2852037429753096,-0.12386647759353558,-6.763481469051825e-06,-0.2335352546497521,0.0,0.0,0.7688280344009399,948,0.0003756092541152611,-34.07934494018555,1.002211332321167,0.016013017,0.2,0.000297815808,-0.02749659540131688,-0.3955531120300293,0.1635498046875
-146.63552573999996,27.74176,0.0,-0.11874437791344766,-0.07359378775239235,-1.4317563456561049,1098,-0.46027026781202607,0.019828340720818006,-0.18444987454294445,0.5193686787647124,-0.00154986167670966,0.0,-0.2266070839621811,0.0,-0.6033806596229885,-0.10807086137884803,-6.282434053795246e-05,4405248,-0.5,0.0,0.0,-0.021210727462958958,0.0,-0.004003906250000027,0.0182784,-4.018388740131383e-09,-0.027579772167888962,0.645795968,4009,239,6.239132684034605e-05,0.0,0.01,0.0,0.0,-0.02927251942580859,187.36,-1.230528013580446,-0.11571169827347123,-6.635177645355406e-06,-0.21605652685803556,0.0,0.0,0.7942872047424316,952,0.00033720090432325377,-34.073343658447264,1.0016168355941772,0.016036987,0.2,0.000297806592,-0.026718729478307068,-0.3939862847328186,0.16417236328125
-147.76261595000003,27.75328,0.0,-0.11275415520512604,-0.07396675579117118,-1.4417153413262151,1103,-0.5094484564475066,0.021786284929854176,-0.18415053220870836,0.519191179651979,-0.0015075823926201945,0.0,-0.21951917191751083,0.0,-0.5871011303264247,-0.09407979458333998,-6.70611134967249e-05,4423680,-0.5,0.0,0.0,-0.02052957926126611,0.0,-0.004177517361111141,0.0183552,-5.168117617145875e-09,-0.02501261333089925,0.645778304,4009,240,0.00012532524609317383,0.0,0.01,0.0,0.0,-0.02995626530189998,191.8,-1.2213323607706554,-0.11500153722488599,-6.938413214698892e-06,-0.20690881038992218,0.0,0.0,0.7930914163589478,956,0.00035802470811177047,-34.07281608581543,1.0018502473831177,0.016443893,0.2,0.000297797376,-0.025424860179191454,-0.3953477740287781,0.1627685546875
-146.55459144,27.7648,0.0,-0.12974148480790096,-0.07334919101681378,-1.4344271293335251,1108,-0.4809554964331826,0.021215957843791426,-0.18420211724258692,0.5193922131627836,-0.0014824407844741085,0.0,-0.28109146567037746,0.0,-0.5799336453141355,-0.10185643241136534,-6.434112765329016e-05,4442112,-0.5,0.0,0.0,-0.01807285172657834,0.0,-0.004264322916666698,0.018432,-5.265045682086329e-09,-0.02997840963755807,0.64576064,4009,241,0.0001274953926137338,0.0,0.01,0.0,0.0,-0.030086080883997484,186.92,-1.2697281245957042,-0.12306261516632744,-6.850384212699105e-06,-0.2435798488990369,0.0,0.0,0.7491629719734192,960,0.0003689883349579759,-34.078655052185056,1.0022284984588623,0.016110534,0.2,0.00029778815999999996,-0.02571627472061664,-0.38867393136024475,0.17183837890625
-146.44920625999998,27.77632,0.0,-0.11318076285438207,-0.07409956978174811,-1.4391999260239599,1112,-0.48406122830616805,0.021406548695658893,-0.18484992303378595,0.5189459258516025,-0.0014480262961480011,0.0,-0.23587323468424756,0.0,-0.6063170702293594,-0.1484728698155491,-6.432340786934136e-05,4460544,-0.5,0.0,0.0,-0.018843790183180116,0.0,-0.004003906250000027,0.0185088,-3.2606638611182303e-09,-0.024632359055085047,0.645742976,4009,242,9.548590686689649e-05,0.0,0.01,0.0,0.0,-0.032977241369983756,186.57,-1.2461162840219202,-0.11888382005240279,-6.836884930083089e-06,-0.22581121251562036,0.0,0.0,0.755871593952179,964,0.00037493628333322703,-34.07939472198486,1.0022934675216675,0.015101224,0.2,0.000297778944,-0.026072762277908623,-0.3932020664215088,0.1586669921875
-147.45162219000002,27.78784,0.0,-0.11586351003023079,-0.07397217922231929,-1.437444595021266,1117,-0.4973107397465211,0.021935566305305014,-0.18429469047485628,0.5193027484107362,-0.0014152874458946698,0.0,-0.2439403621286615,0.0,-0.5966784203001892,-0.15230340866357295,-6.207025164827098e-05,4478976,-0.5,0.0,0.0,-0.020159569176030345,0.0,-0.003960503472222249,0.0185856,-4.330632532296651e-09,-0.027332036666981266,0.645725312,4009,243,0.00011610218401377399,0.0,0.01,0.0,0.0,-0.03438585330492902,190.6,-1.2871794677979924,-0.10467760452711677,-6.61780068209341e-06,-0.22894750336922712,0.0,0.0,0.7578224539756775,968,0.00035370308614801615,-34.08109264373779,1.002480387687683,0.016156312,0.2,0.000297769728,-0.025600437505636363,-0.3906448781490326,0.14844970703125
-145.71065557000003,27.79936,0.0,-0.10712206683213267,-0.0738177033449652,-1.4293648558467482,1121,-0.49216931369517386,0.021741789628959014,-0.18428318585036538,0.5190329563183581,-0.0014979098888870967,0.0,-0.2167384349219875,0.0,-0.5884425773715541,-0.1344181651998821,-6.104822779710071e-05,4497408,-0.5,0.0,0.0,-0.01594001308290495,0.0,-0.0041232638888889185,0.0186624,-3.7083672737260385e-09,-0.024537762332335587,0.645707648,4009,244,0.00011664469881604116,0.0,0.01,0.0,0.0,-0.0331222627108657,183.69,-1.182745308653289,-0.10397084947546639,-6.743577497056355e-06,-0.1965315458264518,0.0,0.0,0.7979201078414917,972,0.00032401490461779757,-34.08242130279541,1.0023765563964844,0.01676949,0.2,0.000297760512,-0.027050833660177888,-0.391720175743103,0.16607666015625
-144.27590259000002,27.81088,0.0,-0.10292903462228138,-0.07374370833045732,-1.4446186547753617,1127,-0.43287755657545135,0.02449919065951539,-0.1835681291171373,0.5194773448512484,-0.0013612939805324725,0.0,-0.22888998441744965,0.0,-0.575252616792878,-0.14510842901156285,-6.436332639495218e-05,4515840,-0.5,0.0,0.0,-0.01216276242889257,0.0,-0.003851996527777803,0.0187392,-4.057540748781369e-09,-0.022123072525590787,0.645689984,4005,245,6.781663978472352e-05,0.0,0.01,0.0,0.0,-0.03596698309808033,177.9,-1.1627128480185234,-0.11264195765303077,-6.9486959125827295e-06,-0.20626038030611715,0.0,0.0,0.785284698009491,976,0.0003628565114922822,-34.07664203643799,1.001955270767212,0.015632113,0.2,0.00029775129599999997,-0.026547733263578267,-0.38931360840797424,0.15684814453125
-146.01841445,27.822400000000002,0.0,-0.11835762807299544,-0.07400934519443018,-1.4398077001726663,1132,-0.48675823604298135,0.023392435404457804,-0.18354821649962458,0.5192583892833265,-0.001575737064876228,0.0,-0.2264651062226531,0.0,-0.5836117422685227,-0.12495802492578131,-6.42730037876636e-05,4534272,-0.5,0.0,0.0,-0.01437276893799814,0.0,-0.004296875000000032,0.018816,-3.2843876449326346e-09,-0.026987000493965217,0.6456723200000001,4005,246,0.00019314197642314766,0.0,0.01,0.0,0.0,-0.03298850859502386,184.93,-1.1880503570280405,-0.11051668886770659,-6.9231941457699024e-06,-0.2030916402143899,0.0,0.0,0.7890393733978271,980,0.0004012206511106342,-34.07577667236328,1.0019878149032593,0.016555313,0.2,0.00029774208,-0.026490717637352647,-0.39316973090171814,0.1530029296875
-144.16584199000002,27.83392,0.0,-0.09994933937456743,-0.07419215334666149,-1.443538271871851,1136,-0.5079633575873693,0.02384828740844356,-0.1820674815409469,0.5194750727157175,-0.0014601646243171099,0.0,-0.2210794138451323,0.0,-0.5858944869416731,-0.13339012219903712,-6.789195778289738e-05,4552704,-0.5,0.0,0.0,-0.01187698014837224,0.0,-0.004166666666666696,0.0188928,-3.056965595833e-09,-0.021074733023386017,0.645654656,4005,247,9.657096557526125e-05,0.0,0.01,0.0,0.0,-0.03380601257654748,177.38,-1.1434747310293398,-0.1144984422995755,-7.091343837105843e-06,-0.19850537375731175,0.0,0.0,0.7617349028587341,984,0.00039443098939955233,-34.07709732055664,1.0020899772644043,0.01659442,0.2,0.000297732864,-0.025284697068855166,-0.3915792405605316,0.1607666015625
-146.28060376000002,27.84544,0.0,-0.11249963928614459,-0.07395543820587093,-1.4630929676734998,1141,-0.4711061636271383,0.02482009479722795,-0.18228338526324248,0.5183757250264689,-0.0013778334898725741,0.0,-0.2352476535654239,0.0,-0.5730880995038644,-0.15629412768427764,-6.340765030667335e-05,4571136,-0.5,0.0,0.0,-0.0158368001947464,0.0,-0.0040581597222222494,0.0189696,-4.039924972863378e-09,-0.025918125457880616,0.645636992,4005,248,0.0001296655391342938,0.0,0.01,0.0,0.0,-0.03648239561896301,185.94,-1.2294541881250878,-0.10699890049053683,-6.875084853416123e-06,-0.22016881087477638,0.0,0.0,0.7699125409126282,988,0.00035353674902580676,-34.073293685913086,1.001643180847168,0.015820365,0.2,0.00029772364799999997,-0.025952787406276913,-0.39218682050704956,0.16878662109375
-145.77525125000003,27.85696,0.0,-0.10675384386767539,-0.07438481197857649,-1.4232532825556021,1145,-0.474764861202059,0.02333390045127815,-0.1827015645803879,0.5183990834662907,-0.0013192180546799464,0.0,-0.2231165206099985,0.0,-0.5840134315859848,-0.1255536973140271,-6.603256633719122e-05,4589568,-0.5,0.0,0.0,-0.01921040673914831,0.0,-0.0041232638888889185,0.0190464,-3.5712112931515526e-09,-0.02500307554907871,0.645619328,4005,249,9.711349978008204e-05,0.0,0.01,0.0,0.0,-0.032583982562826706,183.85,-1.1802477587401228,-0.10305190271244777,-7.2396139931446465e-06,-0.20602492682682944,0.0,0.0,0.7967313528060913,992,0.00033735000615706665,-34.07257499694824,1.0019776821136475,0.016635964,0.2,0.000297714432,-0.02676693918183446,-0.39240872859954834,0.1643310546875
-145.87292018,27.868479999999998,0.0,-0.10898151008472869,-0.0743028107800479,-1.4425285505401861,1150,-0.48007555621661513,0.02439602500672067,-0.18641054313846364,0.5193655742761691,-0.0014109014160883183,0.0,-0.21252413420393504,0.0,-0.5738081401634193,-0.14219467949739373,-6.33734040998196e-05,4608000,-0.5,0.0,0.0,-0.014795947022826618,0.0,-0.004253472222222253,0.0191232,-3.787768245287929e-09,-0.02602865974758811,0.6456016640000001,4005,250,0.00018988676796046397,0.0,0.01,0.0,0.0,-0.035220168723097446,184.38,-1.2105470165553973,-0.09755334798445275,-6.809335059926298e-06,-0.2042875799855657,0.0,0.0,0.7739046812057495,996,0.00037812616064911706,-34.08182258605957,1.0024495124816895,0.016842961,0.2,0.000297705216,-0.028294456307776272,-0.4014793336391449,0.160546875
-145.31235377000002,27.88,0.0,-0.11637023640398178,-0.07383847220800645,-1.453149635813541,1154,-0.4574117444134403,0.02212067027099314,-0.1821697788150661,0.5193800891176857,-0.0013814178378696907,0.0,-0.21724463602348748,0.0,-0.5784971327221181,-0.14524876703254982,-6.31011452898316e-05,4626432,-0.5,0.0,0.0,-0.017851499085534468,0.0,-0.00431857638888892,0.0192,-3.362119620319913e-09,-0.027342373881149504,0.645584,4005,251,0.00016167502164737217,0.0,0.01,0.0,0.0,-0.031107777940020842,182.05,-1.2165197349797114,-0.10291299464823894,-6.8716752334021255e-06,-0.21219597379837674,0.0,0.0,0.791175127029419,1000,0.00034365757746854795,-34.082639503479,1.0025126934051514,0.016847346,0.2,0.000297696,-0.027534643071703613,-0.3931131958961487,0.17196044921875
-145.81207872,27.89152,0.0,-0.10882902045003003,-0.0743246133059488,-1.4538917230995358,1159,-0.49603729108547195,0.023024758542706143,-0.1839984671566636,0.5194689599987703,-0.001343065822942844,0.0,-0.21072932122573917,0.0,-0.5788539743417572,-0.11416252020993227,-6.295036922956695e-05,4644864,-0.5,0.0,0.0,-0.019204174396387923,0.0,-0.004047309027777805,0.0192768,-3.163120692826331e-09,-0.02502323721462881,0.645566336,4005,252,8.355017052963376e-05,0.0,0.01,0.0,0.0,-0.02892631674453501,184.04,-1.2135055903593848,-0.09719489146146945,-6.9123582939207895e-06,-0.2160295535982381,0.0,0.0,0.7157247066497803,1004,0.0004385091917356476,-34.08179264068603,1.0024679899215698,0.01593171,0.2,0.000297686784,-0.02382779971230775,-0.3917665481567383,0.164453125
-144.59306821,27.90304,0.0,-0.10003925442483007,-0.07483193681738953,-1.4380795935181676,1164,-0.4821822382755315,0.02274350467681673,-0.18262000742806428,0.5194454871839559,-0.0013653816269065988,0.0,-0.19091719554072606,0.0,-0.5936400180203987,-0.16430319242288458,-6.53951105849947e-05,4663296,-0.5,0.0,0.0,-0.021707153513691284,0.0,-0.004286024305555587,0.0193536,-3.541442017788437e-09,-0.02115360008514351,0.645548672,4005,253,0.000159504884828089,0.0,0.01,0.0,0.0,-0.03215349836523062,179.19,-1.1632285780567893,-0.10188068117616646,-7.0789686247560066e-06,-0.1896383721268453,0.0,0.0,0.7992511987686157,1008,0.0003386164898984134,-34.08228454589844,1.002535104751587,0.01710246,0.2,0.000297677568,-0.027951073931762948,-0.39520975947380066,0.1615966796875
-145.75099953999998,27.91456,0.0,-0.10896083730434541,-0.0750593240259517,-1.4429384554434144,1168,-0.48783696252704395,0.021904671138164952,-0.18055991196769489,0.5192618467534718,-0.0013170740470407958,0.0,-0.21192197709537616,0.0,-0.5887447419128915,-0.13368031287309162,-6.34482899277358e-05,4681728,-0.5,0.0,0.0,-0.013322834192270724,0.0,-0.004090711805555584,0.0194304,-3.767119762866363e-09,-0.025628119880247276,0.6455310080000001,4006,254,0.00012749543788635897,0.0,0.01,0.0,0.0,-0.033730069808392306,183.72,-1.1925241591747158,-0.09946689255939069,-6.96864171753097e-06,-0.2103637867009198,0.0,0.0,0.7798849940299988,1012,0.00035032155574299395,-34.08096122741699,1.0022432804107666,0.016320616,0.2,0.00029766835199999996,-0.027307870145887137,-0.392175555229187,0.15654296875
-143.69226764,27.92608,0.0,-0.09225515108848323,-0.07493236443563639,-1.4429955352557995,1173,-0.476056989480085,0.026070410814456022,-0.1821001147269304,0.5193626445637728,-0.0013211619633688814,0.0,-0.19367240832940089,0.0,-0.5656789311353028,-0.16140959976028357,-6.334186794639763e-05,4700160,-0.5,0.0,0.0,-0.01249899801849905,0.0,-0.004231770833333364,0.0195072,-3.6853493868547486e-09,-0.02092004932880623,0.645513344,4006,255,0.0002522782144498908,0.0,0.01,0.0,0.0,-0.038137016721890855,175.6,-1.1244626582145552,-0.09429749344581452,-7.265552512966494e-06,-0.18284466252318612,0.0,0.0,0.7585831880569458,1016,0.00034878303413279357,-34.078100776672365,1.0020469427108765,0.015482718,0.2,0.000297659136,-0.026264442765386774,-0.39090269804000854,0.1521728515625
-140.92411927999999,27.9376,0.0,-0.09297361756761005,-0.07521907831349194,-1.4376239766512429,1177,-0.46130092932038835,0.022310241423417806,-0.18017537213126722,0.5188625818363539,-0.0015576791345164433,0.0,-0.17633317448407276,0.0,-0.5902884774606234,-0.13788356196323753,-6.761294763216132e-05,4718592,-0.5,0.0,0.0,-0.014721216289520575,0.0,-0.00391710069444447,0.019584,-3.9448798666438364e-09,-0.02080075021397037,0.64549568,4006,256,0.00012966554236805273,0.0,0.01,0.0,0.0,-0.03185860966291866,164.41,-1.072478369577083,-0.09663857300907414,-7.228583661144872e-06,-0.17673836663964776,0.0,0.0,0.7825489640235901,1020,0.0003566982879419811,-34.075686073303224,1.0019593238830566,0.014856905,0.2,0.00029764992,-0.027145364950411022,-0.3934943974018097,0.14754638671875
-143.65260696,27.94912,0.0,-0.0951646705100868,-0.07491410295874407,-1.4493872851514704,1182,-0.4786084663209166,0.02543047900787844,-0.1787148542534401,0.5194674660655394,-0.0014949251157872136,0.0,-0.20021635445868535,0.0,-0.5783886348440654,-0.16509502154359032,-6.777528317001141e-05,4737024,-0.5,0.0,0.0,-0.02531148067727271,0.0,-0.003776041666666691,0.0196608,-4.0370844392116595e-09,-0.021557094452322272,0.645478016,4006,257,0.00015787730161618028,0.0,0.01,0.0,0.0,-0.03780691489480434,175.41,-1.1291450394926767,-0.1028514619733138,-7.048538199258532e-06,-0.2018677572576794,0.0,0.0,0.7884568572044373,1024,0.00036086502077523617,-34.08124675750732,1.0023945569992065,0.01668391,0.2,0.000297640704,-0.02856378728756681,-0.3971775472164154,0.1662109375
-142.90349641,27.96064,0.0,-0.09152075008747601,-0.0751726856860615,-1.4403590955709957,1187,-0.49167074703955016,0.026107714970951157,-0.18157086159792682,0.5194033360892167,-0.001338463900216086,0.0,-0.19012029931051602,0.0,-0.5703347755859365,-0.14524377633955776,-6.534696051788617e-05,4755456,-0.5,0.0,-7.161494930991283e-07,-0.012727947937997265,0.0,-0.004220920138888919,0.0197376,-3.862822374590918e-09,-0.019792834760875195,0.6454603520000001,4006,258,0.00016058995970524848,0.0,0.01,0.0,0.0,-0.031891779316471,172.37,-1.1190999070275134,-0.10117744226756273,-7.245404896924683e-06,-0.18506972306591063,0.0,0.0,0.7859479188919067,1028,0.0003512619325192645,-34.08028717041016,1.0022679567337036,0.01585688,0.2,0.00029763148799999997,-0.026622720528393984,-0.39464956521987915,0.1479736328125
-143.29695428,27.97216,0.0,-0.09763974053809836,-0.07503897711092149,-1.4410495843273519,1191,-0.4610543137635572,0.02983197987866763,-0.18021573285091125,0.5195011689337745,-0.001256116564337291,0.0,-0.21057456160065577,0.0,-0.5666947332616368,-0.1310712892200416,-6.575791597707193e-05,4773888,-0.5,0.0,0.0,-0.016074023717212386,0.0,-0.003971354166666693,0.0198144,-3.268980083435925e-09,-0.02327473557739267,0.645442688,4006,259,0.0003553596616256982,0.0,0.01,0.0,0.0,-0.03218230257313581,174.02,-1.1368149871376658,-0.09667986273330212,-7.194592310396737e-06,-0.19890234375429544,0.0,0.0,0.7905032634735107,1032,0.0003595116068026982,-34.078826141357425,1.0022242069244385,0.017431611,0.2,0.000297622272,-0.027038568491116168,-0.39200901985168457,0.16336669921875
-143.14474936,27.98368,0.0,-0.09473040600052687,-0.07512753784694694,-1.445327851487467,1196,-0.46946517814611727,0.02673433038930213,-0.1800733973778457,0.5194519576427372,-0.001144895937521765,0.0,-0.18954121195172738,0.0,-0.5668087951403199,-0.17560657585222061,-6.28713439878144e-05,4792320,-0.5,0.0,0.0,-0.015355173398145579,0.0,-0.00405815972222225,0.0198912,-3.1798427292812177e-09,-0.022075906387623294,0.645425024,4006,260,0.00016981305735599663,0.0,0.01,0.0,0.0,-0.035981366113068486,173.34,-1.1082035113534299,-0.08912774960311809,-7.083176365573145e-06,-0.1946652818281119,0.0,0.0,0.7869023680686951,1036,0.0003463298053247854,-34.07349033355713,1.0016497373580933,0.016612146,0.2,0.000297613056,-0.027430321276187896,-0.3972455859184265,0.1627685546875
-142.31714834000002,27.9952,0.0,-0.09606915659594036,-0.07508605812087235,-1.448460097631432,1200,-0.45792513110604804,0.027347005620843558,-0.18142799021701386,0.5195027324375987,-0.001198630521151602,0.0,-0.1757480574154678,0.0,-0.5682127133611287,-0.15595343306375503,-6.200951023675309e-05,4810752,-0.5,0.0,0.0,-0.0096002434923624,0.0,-0.004166666666666696,0.019968,-3.3221604414620148e-09,-0.022652918734281755,0.64540736,4006,261,0.00027940485678199265,0.0,0.01,0.0,0.0,-0.032660850212135786,170.06,-1.1291681512281162,-0.08255368578970933,-7.068922086695896e-06,-0.18498089768288753,0.0,0.0,0.7173320055007935,1040,0.000541799102211371,-34.0734203338623,1.001966118812561,0.015437977,0.2,0.00029760383999999997,-0.01949367115739733,-0.3855041563510895,0.1656982421875
-145.23427818000002,28.00672,0.0,-0.12465854724940306,-0.0754089383484242,-1.4511718965485163,1205,-0.46347923916213296,0.02727891090867203,-0.1795872306776818,0.519285666948418,-0.0012514981404795117,0.0,-0.2362920986717314,0.0,-0.5570927925988634,-0.18706843141814325,-6.258132191437247e-05,4829184,-0.5,0.0,0.0,-0.015858634701645415,0.0,-0.003993055555555583,0.0200448,-3.4309121299271104e-09,-0.030023050316958788,0.6453896960000001,4006,262,0.0002473953936714679,0.0,0.01,0.0,0.0,-0.03561413798825507,181.76,-1.295512969551381,-0.09955746664479705,-6.875223747215648e-06,-0.244380482443703,0.0,0.0,0.7992795705795288,1044,0.00034058085293509066,-34.07949714660644,1.0022523403167725,0.016465606,0.2,0.000297594624,-0.02530412276973948,-0.39291661977767944,0.16953125
-142.41731475,28.01824,0.0,-0.0880504871215633,-0.07536811169303043,-1.4374131951151847,1209,-0.44950031530198065,0.02430328125300158,-0.17946993020963523,0.5194403265726307,-0.0012687024469719384,0.0,-0.1857304638382033,0.0,-0.5712080890524985,-0.1571467449962388,-6.431255044851639e-05,4847616,-0.5,0.0,0.0,-0.013235351350481829,0.0,-0.004101562500000029,0.0201216,-3.227249501173858e-09,-0.020376483589662615,0.645372032,4006,263,9.765601134859025e-05,0.0,0.01,0.0,0.0,-0.03319584682404803,170.46,-1.1089380381189118,-0.09114506066594828,-7.057660208552791e-06,-0.18556603539639552,0.0,0.0,0.768066942691803,1048,0.0003666488657472655,-34.082004165649415,1.0025293827056885,0.01616074,0.2,0.000297585408,-0.024541680817492306,-0.39250147342681885,0.16490478515625
