rollout/ep_rew_mean,curriculum/eff_scale,reward_terms/residual_rate,rollout/ep_len_mean,time/iterations,reward_terms/residual,reward_terms/upright,reward_terms/foot_slip,reward_terms/angmom,reward_terms/height,reward_terms/phase_contact,reward_terms/step_rate,ankle/ankle_defl_peak,ankle/ankle_spring_energy_peak,reward_terms/stop,curriculum/sprint_dist_m,ankle/ankle_spring_trq_peak,curriculum/ctrl_drop_prob,reward_terms/foot_ahead,reward_terms/lat_vel,reward_terms/time,curriculum/stance_ratio,reward_terms/duty_sym,curriculum/ent_coef,time/fps,reward_terms/vz,reward_terms/ang_xy,time/time_elapsed,reward_terms/air_time,reward_terms/clearance,reward_terms/motor_vel,reward_terms/stance,reward_terms/hip_roll,reward_terms/coef_rate,curriculum/ctrl_jitter_ms,reward_terms/alive,reward_terms/energy,reward_terms/torque,reward_terms/fwd_speed,reward_terms/action_rate,reward_terms/assist_pen,reward_terms/stance_time,time/total_timesteps,reward_terms/overrun,train/entropy_loss,train/clip_fraction,train/approx_kl,train/n_updates,train/clip_range,train/std,train/policy_gradient_loss,train/value_loss,train/explained_variance,train/learning_rate,train/loss
-159.06054105,0.24250905,0.0,238.02,12,-0.11010171874015925,-0.9664605031873431,-0.22510465126805976,-0.2734864650721892,-0.08339597224453553,-0.5580633605506002,-0.004144965277777807,0.13305952087892908,3.0984826247244985,0.0,61.3763575,46.57083230762518,0.0,0.0,-4.063760923748856e-08,-0.5,0.5942229185,0.0,0.01,3995,-0.20399735674487232,-0.11907487160345459,55,0.0002832022049309065,0.07694630124482398,-0.00029536341211541556,-0.3178483511870638,-0.24589342633954347,-0.7591552545934667,0.0,0.0,-0.001908513364796875,-0.02493321193914919,-1.9233909767440573,-0.03059989166422752,0.0,-0.0006290627708141175,58220604,0.0,-34.082305145263675,0.2202880859375,0.021205377,12628,0.2,1.002312421798706,-0.010191673517692835,0.00012080419692210853,0.9833613038063049,0.000270898914,-0.3622901439666748
-161.47418072,0.24258585,0.0,247.75,13,-0.10994564897497748,-0.9752305567353446,-0.24806396988756627,-0.2816553722071242,-0.08592976254236923,-0.5396729426314636,-0.0043511284722222545,0.13430350092592624,3.2331089524389696,0.0,61.3878775,47.00622532407419,0.0,0.0,-4.534726253101482e-08,-0.5,0.5942052545000001,0.0,0.01,4007,-0.20828835754141356,-0.12387082925715018,59,0.00027343669595817727,0.07715310818776885,-0.0002932956042277488,-0.30266503549844154,-0.2625001273039945,-0.7832082784692068,0.0,0.0,-0.001946936841485238,-0.026703509888412538,-1.9827923259682732,-0.03112556285634193,0.0,-0.000807285051754055,58239036,0.0,-34.07552528381348,0.188623046875,0.019573485,12632,0.2,1.0020462274551392,-0.010489867004798726,0.00011490097604109906,0.9837338924407959,0.000270889698,-0.3593582510948181
-160.46254878,0.24266265,0.0,243.62,14,-0.10995876721263846,-0.997483792208774,-0.20337576203562585,-0.28871821011912624,-0.08612888625552792,-0.5308205460144984,-0.004188368055555586,0.12019204370551922,2.62832789800272,0.0,61.3993975,42.06721529693173,0.0,0.0,-4.147232435798267e-08,-0.5,0.5941875905,0.0,0.01,4019,-0.20922481155493095,-0.12421861960825122,64,0.0003342004104827841,0.07983012075078931,-0.00029563551440380166,-0.3113579855194788,-0.2428615151857463,-0.7675989927020228,0.0,0.0,-0.001991969861003582,-0.026451082608548795,-2.0025516979889835,-0.031020695105503513,0.0,-0.0016387149516958743,58257468,0.0,-34.080759811401364,0.17813720703125,0.019368926,12636,0.2,1.0024993419647217,-0.011613287986256183,9.815649700612994e-05,0.9866973757743835,0.000270880482,-0.35346609354019165
-159.90477054000002,0.24273945,0.0,241.4,15,-0.10971578382235274,-1.0129074797084137,-0.21523429260894755,-0.28592330487002066,-0.08898920753467546,-0.5413398345019279,-0.004231770833333363,0.11834134167485014,2.594170275005909,0.0,61.4109175,41.41946958619755,0.0,0.0,-4.134492412035747e-08,-0.5,0.5941699265,0.0,0.01,4030,-0.21510270668185827,-0.1197444922825545,68,0.0003906239289790392,0.07944150422696578,-0.0002968797135977084,-0.30192149118389455,-0.23915185404155834,-0.7597812502783342,0.0,0.0,-0.0019748655662974275,-0.02534078352029763,-2.0080826100237967,-0.03048255154157756,0.0,-0.0008311554556712508,58275900,0.0,-34.08366241455078,0.16510009765625,0.018450787,12640,0.2,1.0025265216827393,-0.008322789729572833,0.00012217036201036535,0.9794145822525024,0.00027087126599999997,-0.3543471693992615
-160.36209853,0.24281625,0.0,243.25,16,-0.10999546448703673,-0.9994856935474687,-0.2139047484295457,-0.2780482966402257,-0.08779765989032406,-0.5421179262125686,-0.004101562500000029,0.12503729531290825,2.7656397897032985,0.0,61.4224375,43.76305335951788,0.0,0.0,-4.137001471173683e-08,-0.5,0.5941522625,0.0,0.01,4038,-0.21214490709326145,-0.11637891166525699,73,0.0003130416541049878,0.07958940271393808,-0.0002972917182549432,-0.30231274399089914,-0.24688898730670056,-0.7719568038466236,0.0,0.0,-0.0019606867725317652,-0.02616757044091479,-1.9727108258444435,-0.03078419394954273,0.0,-0.0011119161823040082,58294332,0.0,-34.07862777709961,0.18443603515625,0.020778367,12644,0.2,1.0020885467529297,-0.009313143650069832,9.758598716871347e-05,0.9849457144737244,0.00027086205,-0.3606780469417572
-160.66232055000003,0.24289305,0.0,244.54,17,-0.10979306042517914,-0.9784325598501279,-0.21255410803573568,-0.27877774077284645,-0.08570802505595128,-0.5474725383865392,-0.0041775173611111405,0.11897105291791543,2.7324872223896497,0.0,61.4339575,41.6398685212704,0.0,0.0,-4.077327530641445e-08,-0.5,0.5941345985,0.0,0.01,4046,-0.20913562449855638,-0.11795338768097571,77,0.0003683801041916013,0.07767660051898745,-0.0002962565645089367,-0.3077515926417893,-0.24234825227917747,-0.7636352065048195,0.0,0.0,-0.001935953190492285,-0.02555015631586692,-1.9342576260576425,-0.030398508914479982,0.0,-0.0008405143647299459,58312764,0.0,-34.08123912811279,0.17899169921875,0.020453814,12648,0.2,1.0025794506072998,-0.010839597950689495,9.293401635659392e-05,0.9861183166503906,0.000270852834,-0.35037437081336975
-159.9999109,0.24296985,0.0,241.82,18,-0.10988481855103294,-0.9886100356562904,-0.21064707689296466,-0.2790972869979884,-0.0859962473256392,-0.5381280406452039,-0.004296875000000032,0.12822922988769914,2.8774880690684346,0.0,61.445477499999996,44.8802304606947,0.0,0.0,-4.048207717454034e-08,-0.5,0.5941169345,0.0,0.01,4054,-0.20863830326900767,-0.11811469135466653,81,0.00040147464541304443,0.07959987747031257,-0.00029472987621393987,-0.30046160033793456,-0.23892271952713232,-0.757689791144696,0.0,0.0,-0.0019556814374057045,-0.025245341680024062,-1.9619149443162387,-0.030816781612620747,0.0,-0.0007649668906297949,58331196,0.0,-34.08584499359131,0.194482421875,0.020641293,12652,0.2,1.0027399063110352,-0.009272281150333583,9.577529308444355e-05,0.986617922782898,0.000270843618,-0.3632371425628662
-160.84155466,0.24304665,0.0,245.15,19,-0.10972611036388401,-0.9945295936264001,-0.2187876269185823,-0.2856958367296101,-0.08697923082292151,-0.533864141105955,-0.004264322916666698,0.11976280946734934,2.5360071013750027,0.0,61.4569975,41.91698331357227,0.0,0.0,-4.295397937390071e-08,-0.5,0.5940992705,0.0,0.01,4061,-0.20996446406418995,-0.1222860645920984,86,0.00031195656629279256,0.07941639893200206,-0.00029774887569830214,-0.31952225498047215,-0.2508847494268037,-0.7684559299121194,0.0,0.0,-0.0019913882832770773,-0.026650127060167755,-1.9859621056404866,-0.03171203724760027,0.0,-0.0008421411136320481,58349628,0.0,-34.08266906738281,0.18399658203125,0.018228918,12656,0.2,1.0025815963745117,-0.010428398521617055,8.956516485341126e-05,0.98604816198349,0.000270834402,-0.3688299059867859
-160.32681323,0.24312345,0.0,243.1,20,-0.109747010810452,-0.9900760875740277,-0.21112315466712278,-0.2862211899237248,-0.08608300230528339,-0.5343112490950108,-0.004296875000000031,0.12768105770812982,2.8529475874932824,0.0,61.4685175,44.68837019784544,0.0,0.0,-4.1641373650953157e-08,-0.5,0.5940816065,0.0,0.01,4067,-0.2125976113655611,-0.1212689612384395,90,0.00036349728017941944,0.07920753889083328,-0.00029546445848424173,-0.29337996910896413,-0.24520649522068355,-0.762240179789572,0.0,0.0,-0.00195435925032031,-0.02562977691696694,-1.9793006139863927,-0.03087923961930627,0.0,-0.001044777794353043,58368060,0.0,-34.083164596557616,0.1887939453125,0.02242048,12660,0.2,1.0024737119674683,-0.010443266131915152,0.00011465919596957974,0.982620120048523,0.000270825186,-0.357210248708725
-160.87137575,0.24320025,0.0,245.26,21,-0.11007027230851495,-0.9620490371659071,-0.23278455628025002,-0.2735352277354188,-0.0838342853780794,-0.5576339491493539,-0.004210069444444475,0.12370156837127426,2.765971465199529,0.0,61.4800375,43.295548929945994,0.0,0.0,-4.317212705939035e-08,-0.5,0.5940639425,0.0,0.01,4072,-0.2043131556970085,-0.11896481263016136,95,0.0003038185241166502,0.07618714756079899,-0.0002959070796943075,-0.3137738651023264,-0.25229070290698824,-0.7604858700385975,0.0,0.0,-0.0019448467551422344,-0.025967188342997275,-1.9328109621411018,-0.030055958106549166,0.0,-0.0010553569655813691,58386492,0.0,-34.07736434936523,0.18577880859375,0.019627377,12664,0.2,1.0019309520721436,-0.009410736779682339,0.00011740190093405545,0.9816244840621948,0.00027081596999999996,-0.3624895513057709
-161.42374321,0.24327705,0.0,247.58,22,-0.10980660477887838,-0.9885563920181275,-0.2222618588423189,-0.27576386725253055,-0.08533933078145009,-0.5465443644783755,-0.004242621527777809,0.12119314449277829,2.6312877552001974,0.0,61.4915575,42.4176005724724,0.0,0.0,-4.212982068263106e-08,-0.5,0.5940462785,0.0,0.01,4074,-0.20510287166423813,-0.118943621414998,99,0.0003868262509867135,0.0801216565302293,-0.00029629892002083,-0.2994306264424828,-0.2562319986148649,-0.7653831051433003,0.0,0.0,-0.0019620670820414995,-0.025883088874131096,-1.9842090304158448,-0.031024360970228045,0.0,-0.0002897084406059649,58404924,0.0,-34.07680873870849,0.18809814453125,0.01890515,12668,0.2,1.002047061920166,-0.010745619295630605,9.471180328546325e-05,0.9857008457183838,0.000270806754,-0.3628476560115814
-160.31726626,0.24335385,0.0,243.05,23,-0.11006960807610805,-0.9775579962339788,-0.22070584889395567,-0.28113643919196746,-0.08553351242973577,-0.5415007401395002,-0.004286024305555587,0.1296938873724262,2.947947768295621,0.0,61.5030775,45.39286058034917,0.0,0.0,-4.0992200868824595e-08,-0.5,0.5940286145,0.0,0.01,4079,-0.2083981465268985,-0.12298970880323427,103,0.0003342004589891682,0.07715111984220685,-0.00029595771517116807,-0.30268566532928903,-0.24677609144007706,-0.7657458062335392,0.0,0.0,-0.0019923094393023183,-0.026624280399604704,-1.9606868423636408,-0.03092586234723736,0.0,-0.0012649110819135483,58423356,0.0,-34.077516746521,0.16768798828125,0.018280428,12672,0.2,1.002150297164917,-0.009950658027082681,0.00011089446052210405,0.9833779335021973,0.000270797538,-0.3592757284641266
-161.00155093,0.24343065,0.0,245.8,24,-0.11009510042039096,-0.9886089100625325,-0.20455105027258272,-0.27896637407895764,-0.08622398214451257,-0.5351471799767548,-0.004242621527777809,0.12491685065704126,2.788845275789535,0.0,61.5145975,43.72089772996444,0.0,0.0,-4.1910984683362225e-08,-0.5,0.5940109505,0.0,0.01,4083,-0.20623131274713916,-0.1200267018237095,108,0.0003851986354372154,0.08086261078308807,-0.0003011171414157355,-0.3113680882737362,-0.25377087701769563,-0.7555411224947799,0.0,0.0,-0.002012345120482961,-0.026621756100730046,-1.973154748781801,-0.03070411869144967,0.0,-0.00055771938059479,58441788,0.0,-34.08002605438232,0.17601318359375,0.021404693,12676,0.2,1.0023103952407837,-0.010386606329120696,0.00010018682733061723,0.9848648309707642,0.000270788322,-0.36530008912086487
-161.2839406,0.24350745,0.0,246.86,25,-0.1100518117047126,-0.9632462536647632,-0.23782962302523275,-0.28192964591754754,-0.08319632208383235,-0.5532928134039924,-0.00434027777777781,0.1278461181222632,2.8607867385504138,0.0,61.5261175,44.74614134279212,0.0,0.0,-4.264007754456814e-08,-0.5,0.5939932865,0.0,0.01,4087,-0.20539943827979218,-0.12579784441089106,112,0.000304903582825015,0.07667154147768646,-0.00029659104760962346,-0.3164517289937786,-0.2535317852679511,-0.7688029967901711,0.0,0.0,-0.001982682987347951,-0.026625213001590372,-1.9465141371094536,-0.03129838579263079,0.0,-0.0010309427970140758,58460220,0.0,-34.08004627227783,0.1602294921875,0.017591363,12680,0.2,1.0022763013839722,-0.0100102091091685,9.265421977033839e-05,0.9853833913803101,0.000270779106,-0.3567546308040619
-160.86629868,0.24358425,0.0,245.26,26,-0.10994978614676504,-1.0072546578788928,-0.22620333833887252,-0.28749185171438857,-0.08933933314226236,-0.5465191185639364,-0.004264322916666698,0.13032275992720554,3.066053597054854,0.0,61.5376375,45.61296597452194,0.0,0.0,-4.370728238742039e-08,-0.5,0.5939756225,0.0,0.01,4090,-0.21684183965404955,-0.12101699490679313,117,0.0003287751589798265,0.07942487539648005,-0.0002991879408723482,-0.31130526895336863,-0.2513577981129238,-0.7750378432646637,0.0,0.0,-0.0020154137769938384,-0.026705235561523294,-1.9982271073194324,-0.030259238128739558,0.0,-0.001918255555210635,58478652,0.0,-34.08173828125,0.1646240234375,0.018905845,12684,0.2,1.0024864673614502,-0.010733212274499238,0.00012278659123694525,0.9823113679885864,0.00027076989,-0.3624500632286072
-160.57186855999998,0.24366105,0.0,244.07,27,-0.11000484542671807,-0.9968125905484216,-0.22317897725362268,-0.28913468658905206,-0.08899391273133127,-0.5478080561246523,-0.00419921875000003,0.12947300137944234,3.0213319318101712,0.0,61.5491575,45.31555048280482,0.0,0.0,-4.139837314407395e-08,-0.5,0.5939579585,0.0,0.01,4093,-0.21699694628422703,-0.12154872282902073,121,0.0003108714590780437,0.08026463755127658,-0.000297250005435366,-0.3207987383977886,-0.2494003521385866,-0.7676045182259329,0.0,0.0,-0.0020211971631203317,-0.02650181673523594,-1.9934646172503419,-0.030882481932945256,0.0,-0.0005277443916485128,58497084,0.0,-34.08406410217285,0.1933837890625,0.020062331,12688,0.2,1.0026304721832275,-0.010674301395192742,0.00014831869812041986,0.9861768484115601,0.000270760674,-0.364664226770401
-160.53246095999998,0.24373785,0.0,243.87,28,-0.11000366438506722,-0.9761998190915163,-0.2197790333419617,-0.28345058056865835,-0.08669848120231295,-0.5496507240869816,-0.00419921875000003,0.12414628308457434,2.7545412252754415,0.0,61.560677500000004,43.45119907960102,0.0,0.0,-4.210118948492691e-08,-0.5,0.5939402945,0.0,0.01,4040,-0.20935227691462158,-0.12345725650823675,127,0.0002696389371218781,0.07780005937538075,-0.0002998544556295491,-0.3258671979386061,-0.24979516687296036,-0.7570763439642179,0.0,0.0,-0.0020195706595851678,-0.026995717704147586,-1.9485497614328393,-0.030469148539253463,0.0,-0.0009880838414473045,58515516,0.0,-34.07864685058594,0.1628662109375,0.016744278,12692,0.2,1.0020941495895386,-0.008734634995926171,9.194111116812564e-05,0.9854167699813843,0.00027075145799999997,-0.36099570989608765
-159.73992654999995,0.24381465,0.0,240.69,29,-0.10981361193508278,-0.9992140716170044,-0.22415459213362354,-0.2909638793889668,-0.08913177296989458,-0.5356016684931754,-0.004188368055555586,0.1282938745147734,2.937461687572813,0.0,61.5721975,44.902856080170686,0.0,0.0,-4.448170376881379e-08,-0.5,0.5939226305,0.0,0.01,4044,-0.21592268855274777,-0.1216192798365206,132,0.00032280726979176205,0.08014354741362267,-0.00029813225421845623,-0.2973753219665819,-0.24530960566780768,-0.7637552936376477,0.0,0.0,-0.0020385490585046583,-0.027196193584433332,-1.9981932370868114,-0.030930164009464564,0.0,-0.0014884338662442234,58533948,0.0,-34.07927913665772,0.17130126953125,0.018015705,12696,0.2,1.0025041103363037,-0.011045936518348754,0.00011283201529295183,0.9817894101142883,0.000270742242,-0.36097824573516846
-160.31231679,0.24389145,0.0,243.04,30,-0.10982726688263769,-0.9851387486925645,-0.20125589602026805,-0.2896800087079195,-0.08678798910976784,-0.5494937888538607,-0.004286024305555586,0.1250580166706558,2.8369391555083343,0.0,61.5837175,43.770305834729534,0.0,0.0,-4.275549859714932e-08,-0.5,0.5939049665,0.0,0.01,4047,-0.21609314453808895,-0.12190798793320577,136,0.0003531891464566191,0.07946870709421011,-0.0003012823320661294,-0.3049691913407721,-0.2367669213167025,-0.761066148134413,0.0,0.0,-0.0020209256683533464,-0.026313550651313782,-1.9689042215941295,-0.03106325288424406,0.0,-0.0009662465389636862,58552380,0.0,-34.089456939697264,0.17249755859375,0.01840005,12700,0.2,1.0030385255813599,-0.010514639504253864,0.0001110253229853697,0.9821362495422363,0.000270733026,-0.3616477847099304
-160.68440886,0.24396825,0.0,244.58,31,-0.11014370803311739,-0.9998156439089843,-0.22548826540714836,-0.29015272671134773,-0.08928781610367603,-0.5414184162164015,-0.00407986111111114,0.13475580347790783,3.177974949301721,0.0,61.595237499999996,47.164531217267744,0.0,0.0,-4.104514189545268e-08,-0.5,0.5938873025,0.0,0.01,4050,-0.2137125811762375,-0.1245659720850752,141,0.00022135341229538122,0.07986047007144957,-0.0002988527886524691,-0.3039162449448772,-0.24668165046081347,-0.7629598854251411,0.0,0.0,-0.002063412530577583,-0.027399015440411213,-1.9917835228985876,-0.030632236098668417,0.0,-0.0013728751962642288,58570812,0.0,-34.080147171020506,0.15765380859375,0.01794744,12704,0.2,1.0022704601287842,-0.009254136483650654,0.000116452292422764,0.9812737703323364,0.00027072381,-0.35513076186180115
