curriculum/ent_coef,reward_terms/coef_rate,reward_terms/torque,time/iterations,curriculum/sprint_dist_m,reward_terms/upright,reward_terms/air_time,reward_terms/foot_slip,reward_terms/stance_time,reward_terms/ang_xy,reward_terms/assist_pen,reward_terms/height,time/total_timesteps,rollout/ep_rew_mean,time/fps,reward_terms/lat_vel,time/time_elapsed,reward_terms/alive,reward_terms/motor_vel,reward_terms/hip_roll,reward_terms/energy,curriculum/ctrl_jitter_ms,reward_terms/fwd_speed,reward_terms/vz,curriculum/eff_scale,curriculum/stance_ratio,reward_terms/action_rate,reward_terms/foot_ahead,reward_terms/stop,curriculum/ctrl_drop_prob,reward_terms/residual,reward_terms/overrun,rollout/ep_len_mean,reward_terms/stance,reward_terms/phase_contact,reward_terms/time,reward_terms/clearance,reward_terms/angmom,train/entropy_loss,train/approx_kl,train/std,train/loss,train/clip_fraction,train/value_loss,train/clip_range,train/explained_variance,train/learning_rate,train/policy_gradient_loss,train/n_updates
0.01,-1.3636688896503761,-0.00027905887936934454,11,25.1152,-0.3822814721083079,0.0010259322718613679,-0.4088497837242568,-0.011276968271381015,-0.3185028982909967,0.0,-0.026474584170447832,202752,-154.63421642,4446,-3.0540727524222243e-08,45,0.0,-4.009846974791149e-06,-0.23290508353633876,-2.9624177552326092e-05,0.0,-1.0434229164916142,-0.20542878446062002,0.000768,0.6498233600000001,-0.1297183059250552,0.0,0.0,0.0,-0.10232425827770099,0.0,218.76,-0.04116699602601509,-0.3582248006013413,-0.5,0.05702264889106027,-0.1841974303123508,-34.069820976257326,0.013111807,1.0014309883117676,11.533600807189941,0.123291015625,38.46374778747558,0.2,0.8572989702224731,0.0002995392,-0.016972725850064308,7412
0.01,-1.3300325712818633,-0.00031671482444790757,12,25.12672,-0.38093486492822787,0.0011116529995989469,-0.41101800641208236,-0.003958588351249798,-0.33733297046008465,0.0,-0.02790702126576254,221184,-154.03926042,4450,-3.5807707294171923e-08,49,0.0,-4.494024795128497e-06,-0.22878145939943245,-3.3564023501893566e-05,0.0,-1.0238760115829644,-0.20929413193547242,0.0008448,0.649805696,-0.1301297153899432,0.0,0.0,0.0,-0.10159832389956647,0.0,217.97,-0.04330371311275802,-0.3554502035955654,-0.5,0.05990687761327208,-0.19615258547406342,-34.076185607910155,0.015522251,1.0021193027496338,7.5973358154296875,0.160888671875,24.21075520515442,0.2,0.8591126799583435,0.00029949311999999997,-0.01760897124186158,7416
0.01,-1.3894282923226495,-0.0003213621319368296,13,25.13824,-0.4191143201788464,0.0009114577422021992,-0.44818537503565486,-0.00502317376958672,-0.32066273306689175,0.0,-0.023501654666418757,239616,-152.5830876,4454,-3.001437072759554e-08,53,0.0,-4.811010334017752e-06,-0.22784888971911713,-3.568154916061034e-05,0.0,-0.9398434595778546,-0.20303114078236575,0.0009216,0.649788032,-0.1301318609760963,0.0,0.0,0.0,-0.10177855731729146,0.0,210.45,-0.08224650764685679,-0.3861897214276791,-0.5,0.0555202232529832,-0.18618824725808264,-34.08167991638184,0.018664878,1.0025603771209717,8.870759010314941,0.2160400390625,27.42454924583435,0.2,0.7962384223937988,0.00029944704,-0.015173160610720516,7420
0.01,-1.3513001835469833,-0.00035411194492645083,14,25.14976,-0.3820479835540349,0.0009488927219839146,-0.4178846841761267,-0.007813424410414882,-0.3272836848122729,0.0,-0.02372446124343514,258048,-151.79339668,4457,-3.451696894288819e-08,57,0.0,-5.281705295981927e-06,-0.2258957427020855,-3.894529829147609e-05,0.0,-1.0459772017964688,-0.19693832290102095,0.0009984,0.649770368,-0.1303171936809708,0.0,0.0,0.0,-0.10114607123381385,0.0,207.35,-0.046805935497445404,-0.3699976482665708,-0.5,0.0536810966770551,-0.18454384867133733,-34.08553409576416,0.029366562,1.0028417110443115,4.39224910736084,0.27059326171875,13.947129344940185,0.2,0.8244535326957703,0.00029940095999999997,-0.020697272778488696,7424
0.01,-1.3739506458128075,-0.00039128953792504534,15,25.16128,-0.3927099207352975,0.0010118267253144747,-0.4497989732331001,-0.006028354261717241,-0.331252816480497,0.0,-0.02876065793822188,276480,-153.15663884000003,4467,-2.9672909372496517e-08,61,0.0,-5.627560591532584e-06,-0.23047053045921137,-4.196250195896419e-05,0.0,-1.0146592109279902,-0.21124913211806223,0.0010752,0.6497527040000001,-0.13093914810249133,0.0,0.0,0.0,-0.10134731744927859,0.0,212.75,-0.08503466167335093,-0.3710736739063732,-0.5,0.05825395315900929,-0.18541752150984245,-34.060693359375,0.025007475,1.0005371570587158,4.795583724975586,0.283984375,13.673800277709962,0.2,0.8097252249717712,0.00029935488,0.01678355559706688,7425
0.01,-1.366853881497347,-0.00043250992402073485,16,25.1728,-0.41225038013488935,0.0006928164964645273,-0.46112040374339447,-0.007607669002027251,-0.33223611838192185,0.0,-0.023681585307589372,294912,-155.06533172000002,4469,-3.348869120337661e-08,65,0.0,-6.175393169223966e-06,-0.20451500758104768,-4.623271779146542e-05,0.0,-0.8880339298707967,-0.19253378183239428,0.001152,0.64973504,-0.1367598933729496,0.0,0.0,0.0,-0.10015329985458102,0.0,220.85,-0.07481196546212218,-0.3838721605062858,-0.5,0.056310109719885225,-0.16910134737808924,-34.08556957244873,0.028742542,1.0030015707015991,3.5796053409576416,0.25035400390625,12.385867857933045,0.2,0.7359491586685181,0.0002993088,-0.027565805078484117,7429
0.01,-1.3343439200695313,-0.00044845320426747785,17,25.18432,-0.36090301371132855,0.000687391125312489,-0.44758417175677245,-0.015000105668958794,-0.32263213584941514,0.0,-0.023075784860482444,313344,-156.9743567,4474,-3.357404917478581e-08,70,0.0,-6.470420949317265e-06,-0.22324786155201204,-4.859577582801428e-05,0.0,-0.9051300314405007,-0.18613822117072118,0.0012288,0.649717376,-0.13156963773155422,0.0,0.0,0.0,-0.10146845900351889,0.0,228.92,-0.062406881039655575,-0.3722528965363535,-0.5,0.0530469040135854,-0.16832252508942344,-34.08622690836589,0.041723393,1.0026825666427612,2.924835443496704,0.33543294270833335,8.796054395039876,0.2,0.7498070001602173,0.00029926272,-0.011727661918848753,7432
0.01,-1.3523055159193642,-0.00047287498802627465,18,25.19584,-0.39779374371657805,0.0007552077650972125,-0.46055392430553904,-0.0057500366415802594,-0.3366020005565808,0.0,-0.025552440839223426,331776,-154.56952814,4478,-3.190022523061009e-08,74,0.0,-6.903392393060497e-06,-0.22249597232656748,-5.16369301728246e-05,0.0,-1.0096662224184147,-0.20179729945610128,0.0013056,0.649699712,-0.1350179931447573,0.0,0.0,0.0,-0.10073918066579292,0.0,219.28,-0.07422539870112937,-0.3686969491386018,-0.5,0.05902926170760189,-0.17681411750021317,-34.08177216847738,0.045904916,1.002450704574585,2.165418863296509,0.3620402018229167,6.897977193196614,0.2,0.7964798212051392,0.00029921664,0.0014250143043075998,7435
0.01,-1.3194915020044162,-0.0005235935392969374,19,25.20736,-0.37055345281374585,0.0009651686090769039,-0.43315617699579406,-0.007416835564072244,-0.34274367401074535,0.0,-0.028806086636270798,350208,-152.8889903,4482,-3.3321939724660095e-08,78,0.0,-7.399982330942046e-06,-0.21017542059817265,-5.5705498795353914e-05,0.0,-1.091299981591419,-0.20595143716640282,0.0013824,0.6496820480000001,-0.13484221081513725,0.0,0.0,0.0,-0.10073112141816015,0.0,211.8,-0.06599265576621738,-0.358023127287429,-0.5,0.058838864693025766,-0.18922256251277494,-34.09317474365234,0.044290442,1.0032074451446533,1.1986885070800781,0.32566731770833335,4.30474967956543,0.2,0.6908155679702759,0.00029917056,-0.014565912758310635,7438
0.01,-1.2775381577178972,-0.0005714606452024483,20,25.21888,-0.375886937053052,0.0011480029788799584,-0.4141783089631208,-0.0022961340566527927,-0.35454336757496946,0.0,-0.030496297151767476,368640,-153.50574325999997,4488,-4.0546693444780075e-08,82,0.0,-7.969276659655071e-06,-0.22224620090791658,-5.887322536798843e-05,0.0,-1.0286355368741746,-0.21949080580053232,0.0014592,0.649664384,-0.12907868339395695,0.0,0.0,0.0,-0.10139775145058853,0.0,214.24,-0.08001640643535898,-0.3351842364494586,-0.5,0.06338137386857454,-0.18205967950825966,-34.0601552327474,0.030855225,1.0004900693893433,1.6551225185394287,0.295166015625,3.814616839090983,0.2,0.706714928150177,0.00029912448,0.021618257276713848,7439
0.01,-1.2302817028059414,-0.0006007561370258546,21,25.2304,-0.3275077276106502,0.0008430984679661277,-0.3757921744647207,-0.0030559486250341353,-0.3420820991224935,0.0,-0.03313428824849614,387072,-151.62640293,4492,-4.1834866216075505e-08,86,0.0,-8.627304535666057e-06,-0.22103176291352683,-6.345545745662593e-05,0.0,-1.1759484473797397,-0.20703975686101714,0.001536,0.64964672,-0.13054452645856596,0.0,0.0,0.0,-0.10127017085922016,0.0,207.09,-0.03759863278410768,-0.31472358188368743,-0.5,0.060934989724936765,-0.17801430978712113,-34.083488888210724,0.04105716,1.0025867223739624,1.2781777381896973,0.3296169704861111,3.8587484094831677,0.2,0.693575918674469,0.0002990784,0.0019853307037717765,7441
0.01,-1.2888875887122113,-0.0005816923019725784,22,25.24192,-0.3600522528274815,0.0006732851971820411,-0.410510943794709,-0.008687039880896918,-0.33537895079142405,0.0,-0.024421027205562967,405504,-153.12680091000001,4497,-3.348886309116298e-08,90,0.0,-8.758027012649197e-06,-0.2179023732501823,-6.383343149968166e-05,0.0,-0.9558742137808527,-0.19189789129545065,0.0016128,0.649629056,-0.13172984673513052,0.0,0.0,0.0,-0.1011122283454536,0.0,212.7,-0.12245375562040303,-0.3559143123426698,-0.5,0.05570513460707421,-0.17536104589892187,-34.08095645904541,0.04186311,1.0022838115692139,0.8532944917678833,0.33349609375,3.026614874601364,0.2,0.6393362879753113,0.00029903232,0.005126238625962287,7443
0.01,-1.2590247056477148,-0.0006600497691950949,23,25.25344,-0.3521393870005827,0.0011962882579407757,-0.3930346899001736,-0.0034798070264514536,-0.36134520839232925,0.0,-0.029540236089389493,423936,-150.19749894,4502,-4.028194503866265e-08,94,0.0,-9.37896746686592e-06,-0.2075694195272968,-6.946578169072642e-05,0.0,-1.2227524923049797,-0.21435872626215052,0.0016896,0.6496113920000001,-0.13288667205031843,0.0,0.0,0.0,-0.1003174251169518,0.0,201.0,-0.030395598336739358,-0.32552437290215486,-0.5,0.06348058275927798,-0.18403033805726982,-34.080240885416664,0.06741862,1.0022315979003906,1.006601333618164,0.33642578125,2.9349514643351235,0.2,0.5094565153121948,0.00029898624,0.011681076333237192,7445
0.01,-1.2611145313991006,-0.0006864056014363371,24,25.26496,-0.36042388647157353,0.0009743915612084998,-0.38607613130190716,-0.00447942215962232,-0.3503200369369758,0.0,-0.02820936681168479,442368,-151.98591283000005,4507,-3.0270549456247e-08,98,0.0,-1.0166169656301522e-05,-0.21326531066362583,-7.287499833956304e-05,0.0,-0.9715241539365473,-0.1988277963686621,0.0017664,0.649593728,-0.13359935784306767,0.0,0.0,0.0,-0.10027612358077997,0.0,208.12,-0.07486264204011822,-0.33816445386698246,-0.5,0.06248697834550565,-0.17969011089829076,-34.070579528808594,0.021442838,1.0013670921325684,0.8273950219154358,0.26068115234375,2.55636727809906,0.2,0.20819300413131714,0.00029894016,0.014189738547429442,7446
0.01,-1.3181011548759132,-0.0007274468218575131,25,25.27648,-0.3900410031480939,0.000767685928925251,-0.4471941606038473,-0.006453297658784625,-0.3517669968625264,0.0,-0.030794013064116714,460800,-154.27096251,4511,-4.7680979138481064e-08,102,0.0,-1.046841644262457e-05,-0.19902679163126885,-7.664660970484351e-05,0.0,-0.9855980446906906,-0.20578807256619458,0.0018432,0.649576064,-0.13755940721404608,0.0,0.0,0.0,-0.10046054523776374,0.0,217.3,-0.11340874431722117,-0.36155713836518755,-0.5,0.061270725875963286,-0.16906556928128014,-34.07253360748291,0.031557515,1.0015331506729126,0.8136264085769653,0.334228515625,2.5298039317131042,0.2,-0.020375490188598633,0.00029889407999999997,0.018829605542123318,7447
0.01,-1.340749500738439,-0.0008194162114574883,26,25.288,-0.40517752888496716,0.000937499015385078,-0.434545366457083,-0.0005353426515486919,-0.3857145485803566,0.0,-0.028710752351284428,479232,-152.65739717000002,4515,-3.736553685927164e-08,106,0.0,-1.1156040631847758e-05,-0.19681626015340958,-8.300404965045873e-05,0.0,-0.8873884544122731,-0.22297472500446666,0.00192,0.6495584,-0.13963255548452783,0.0,0.0,0.0,-0.09909627323105832,0.0,210.85,-0.11245396886910158,-0.3468166000659445,-0.5,0.06798030088882907,-0.17564350431315404,-34.06144905090332,0.024020066,1.000584602355957,0.9736281633377075,0.22216796875,2.7559680938720703,0.2,-0.15031492710113525,0.000298848,0.01846361020579934,7448
0.01,-1.3179552932354595,-0.0008254604417562732,27,25.29952,-0.3452225622225345,0.0011431195469210958,-0.42403421399683616,-0.0014933200113268362,-0.36830521981987235,0.0,-0.021614997877894712,497664,-150.7636316,4518,-4.0734499316737525e-08,110,0.0,-1.2176243824648282e-05,-0.18111792504627527,-8.812874680527933e-05,0.0,-0.8399654949423347,-0.19066023485088038,0.0019968,0.6495407360000001,-0.1420640948405873,0.0,0.0,0.0,-0.09868868687875888,0.0,203.77,-0.058842583018515936,-0.3536337649759087,-0.5,0.062205558994252494,-0.15224334901903291,-34.07625961303711,0.029391252,1.0018082857131958,1.1419165134429932,0.3272705078125,3.167554259300232,0.2,-0.4425112009048462,0.00029880191999999997,0.02136667864397168,7449
0.01,-1.3465935532095226,-0.0008845133900284545,28,25.31104,-0.387888093896011,0.0006640616629738361,-0.4576721977731414,-0.00028347241459414363,-0.38831254531532067,0.0,-0.025686153238758266,516096,-147.79625044,4517,-3.843951946648306e-08,114,0.0,-1.2670256234330123e-05,-0.18451833192299513,-9.198420494384097e-05,0.0,-0.8695975628749051,-0.2233153008703938,0.0020736,0.649523072,-0.14345589221396904,0.0,0.0,0.0,-0.09806871036725387,0.0,191.47,-0.0589666602161922,-0.344430909119705,-0.5,0.06935321838265947,-0.17912734166232053,-34.09006436665853,0.066127315,1.0029871463775635,0.9956083297729492,0.3728434244791667,2.921066244443258,0.2,-0.4122281074523926,0.00029875584,0.01544754346832633,7451
0.01,-1.334310284616289,-0.000911803636461219,29,25.32256,-0.3800652919029595,0.0010454633900533533,-0.4506981777951142,-0.00030096871584343415,-0.37797310819888774,0.0,-0.02692397416293364,534528,-151.35604648000003,4520,-3.6543488544203086e-08,118,0.0,-1.3074966351611941e-05,-0.17848178601414144,-9.48416465923402e-05,0.0,-0.9809738240941811,-0.21599537535459054,0.0021504,0.649505408,-0.1443384033396287,0.0,0.0,0.0,-0.09819761045448946,0.0,205.88,-0.06629999255027948,-0.33790150490520304,-0.5,0.06936155906300855,-0.18680932897282446,-34.0844970703125,0.030388614,1.0024927854537964,0.8260115385055542,0.338916015625,2.5095026969909666,0.2,-1.6428518295288086,0.00029870976,0.021749798953533173,7452
0.01,-1.3932784735331833,-0.000939395649688756,30,25.33408,-0.39760883893349475,0.0008268219114850379,-0.5070552405833763,-0.0002498353327003618,-0.4083836278421371,0.0,-0.02659825909387073,552960,-149.63196689999998,4522,-3.8798741457854795e-08,122,0.0,-1.3570853585579364e-05,-0.1732529274454665,-9.975732752184617e-05,0.0,-0.9623581663772003,-0.22735983339043989,0.0022272,0.649487744,-0.14700028483496316,0.0,0.0,0.0,-0.09758213546151845,0.0,198.84,-0.046222160865682836,-0.36497965547965516,-0.5,0.06561468208431219,-0.18856732997795167,-34.078152656555176,0.029909944,1.001987099647522,0.719333291053772,0.3328857421875,2.2136467695236206,0.2,-0.7921944856643677,0.00029866368,0.018418540275888517,7453
0.01,-1.360593787415878,-0.0009767034559125384,31,25.3456,-0.4006288268037613,0.0007720260538109061,-0.4854042729938106,-0.0010822168664566965,-0.4043542466891513,0.0,-0.0209475072568648,571392,-153.2671327,4525,-3.3944793376796294e-08,126,0.0,-1.428598326591243e-05,-0.15953653740610746,-0.00010337280980647192,0.0,-0.8633333422029632,-0.20917990843249054,0.002304,0.6494700800000001,-0.14567174357592996,0.0,0.0,0.0,-0.09786503284541143,0.0,213.61,-0.0547845938225375,-0.3535768259421765,-0.5,0.06222590491774368,-0.18209684095030443,-34.08857803344726,0.031571183,1.0028142929077148,0.5678318738937378,0.35244140625,1.9701674938201905,0.2,-1.1764709949493408,0.0002986176,0.022679662238806485,7454
0.01,-1.3852451314683494,-0.0010694873829662811,32,25.35712,-0.40851388457197635,0.0005821389721758249,-0.46583648536231426,-0.0005330374891248842,-0.4108337424288469,0.0,-0.02619196051970026,589824,-151.43124499,4528,-4.111726397381854e-08,130,0.0,-1.5053935706747663e-05,-0.18017819625987685,-0.00010960343143574949,0.0,-0.8699973178812963,-0.2312537816903748,0.0023808,0.649452416,-0.14746000160111242,0.0,0.0,0.0,-0.09784565382007786,0.0,206.02,-0.08929277424523069,-0.34754513665668646,-0.5,0.06826633657834376,-0.18963690057141036,-34.09377924601237,0.06763802,1.0032148361206055,0.6748980283737183,0.3601481119791667,2.264450470606486,0.2,-0.23702919483184814,0.00029857152,0.013291797755906979,7456
0.01,-1.3799893466484106,-0.0010695667471478426,33,25.36864,-0.41495358877725247,0.000925020715739164,-0.4896032969532141,-0.0005479570762771699,-0.388307897839561,0.0,-0.021950638499161915,608256,-149.7434239,4530,-3.6495178423061856e-08,134,0.0,-1.541553544632801e-05,-0.17752244091849131,-0.0001120918929000771,0.0,-0.7276407770634544,-0.20540411311417245,0.0024576,0.649434752,-0.14609217847610523,0.0,0.0,0.0,-0.09781997237703272,0.0,199.75,-0.09166170348785549,-0.3709056658223321,-0.5,0.06426688124396278,-0.17334800948205223,-34.075584411621094,0.027398642,1.0017532110214233,0.5555800199508667,0.3128662109375,1.8287106454372406,0.2,-0.811862587928772,0.00029852544,0.01849156804382801,7457
0.01,-1.3729948278359512,-0.0011423585110662143,34,25.38016,-0.43080561059693856,0.0007269955498890744,-0.5038617653932472,-0.00038099343752643716,-0.44020539095483424,0.0,-0.023932227774576577,626688,-148.68134667999996,4532,-3.893637791137089e-08,138,0.0,-1.604315853558003e-05,-0.17968225661325482,-0.00011649721884327021,0.0,-0.7789274794934583,-0.2119679266793047,0.0025344,0.649417088,-0.14708558662850596,0.0,0.0,0.0,-0.09746801320747914,0.0,195.01,-0.07958096061405072,-0.3544455715029269,-0.5,0.06639199389429883,-0.18950708604583796,-34.08747787475586,0.02937973,1.0027657747268677,0.6442214846611023,0.330712890625,1.9339058876037598,0.2,-0.7987998723983765,0.00029847935999999996,0.019511338975280523,7458
0.01,-1.3832519901718574,-0.0012372967208192345,35,25.39168,-0.45859484943143375,0.0005560972074615873,-0.48052032106575726,-0.0003643100499175489,-0.46208713892127307,0.0,-0.02916513291345788,645120,-146.95839707000002,4533,-4.0770226082863254e-08,142,0.0,-1.721931112750581e-05,-0.20461983334376674,-0.0001231870190558288,0.0,-0.7644677220652438,-0.22939927522214024,0.0026112,0.6493994240000001,-0.14403137650422213,0.0,0.0,0.0,-0.09789597788218808,0.0,188.18,-0.11418817908485017,-0.34294185675435945,-0.5,0.07042791352170569,-0.19749453652531807,-34.09385299682617,0.06946522,1.003225326538086,0.2988222539424896,0.3713785807291667,1.4622857173283894,0.2,-1.4618215560913086,0.00029843328,0.014298121677711606,7460
