reward_terms/alive,reward_terms/fwd_speed,reward_terms/motor_vel,reward_terms/foot_ahead,reward_terms/energy,reward_terms/air_time,reward_terms/clearance,reward_terms/phase_contact,time/iterations,reward_terms/foot_slip,reward_terms/stance_time,curriculum/ent_coef,curriculum/ctrl_drop_prob,reward_terms/lat_vel,reward_terms/stop,curriculum/stance_ratio,reward_terms/vz,reward_terms/upright,rollout/ep_len_mean,time/total_timesteps,reward_terms/stance,reward_terms/hip_roll,time/fps,reward_terms/angmom,curriculum/eff_scale,reward_terms/torque,reward_terms/residual,reward_terms/assist_pen,curriculum/sprint_dist_m,curriculum/ctrl_jitter_ms,rollout/ep_rew_mean,reward_terms/step_rate,time/time_elapsed,reward_terms/ang_xy,reward_terms/residual_rate,reward_terms/height,reward_terms/coef_rate,reward_terms/action_rate,reward_terms/overrun,reward_terms/time,train/entropy_loss,train/approx_kl,train/clip_range,train/n_updates,train/learning_rate,train/policy_gradient_loss,train/explained_variance,train/clip_fraction,train/value_loss,train/loss,train/std
0.0,0.403700623417207,-1.2840442749963075e-05,0.0,-6.472857046152362e-05,0.00022515134575466314,0.09714580332503418,-0.3925415624389597,11,-0.6411445944500104,0.0,0.01,0.0,-3.477569175684548e-08,0.0,0.6498233600000001,-0.2051830085020027,-0.46097098547080084,177.76,202752,-0.0016752234176039189,-0.05329496823987828,4063,-0.14896838485810202,0.000768,-0.0004438448279953045,-0.10425346239093997,0.0,25.1152,0.0,-143.58479474,0.0,49,-0.4532011474635621,-1.6244827111204987,-0.030369169866607506,-1.262371853260702,-0.10330242680293343,0.0,-0.5,-34.07003936767578,0.024629226,0.2,146771,0.000299852544,0.017735900916159154,-0.009268760681152344,0.281298828125,39.6317138671875,19.015262603759766,1.0014638900756836
0.0,0.4728240113275364,-1.420432556758156e-05,0.0,-7.163752837602649e-05,0.00042588893039565947,0.09940322219432102,-0.3954289041646229,12,-0.6491192484848312,0.0,0.01,0.0,-3.640092494550347e-08,0.0,0.649805696,-0.21943940515652227,-0.4596036335461771,163.58,221184,-0.002133117295995419,-0.05934714300250911,4098,-0.1637780954477965,0.0008448,-0.0004920107840531694,-0.10403211124939943,0.0,25.12672,0.0,-139.69825436000002,0.0,53,-0.44221286802275456,-1.6203608005916743,-0.031258038551513996,-1.2604657225116416,-0.1033528682997708,0.0,-0.5,-34.07128829956055,0.02766418,0.2,146772,0.0002998377984,0.01965461913496256,-0.5195441246032715,0.29755859375,33.6875503540039,15.391263008117676,1.0015146732330322
0.0,0.40995008434805313,-1.535654975366541e-05,0.0,-7.814800008829702e-05,0.000280489776438723,0.09358921954238035,-0.4124143059903753,13,-0.6555493041664407,-1.2342485004208154e-05,0.01,0.0,-3.496290426953393e-08,0.0,0.649788032,-0.1912419725913967,-0.4248678235563435,165.89,239616,-0.0017662972251208044,-0.057738277369052744,4130,-0.14963187051246002,0.0009216,-0.0005422354559860357,-0.10407761280829794,0.0,25.13824,0.0,-139.96272085,0.0,58,-0.44078474849849997,-1.6144138980894553,-0.02821014146177195,-1.2727095921464802,-0.10430640710431383,0.0,-0.5,-34.065550804138184,0.028577615,0.2,146773,0.0002998230528,0.02016970096156001,-0.2487952709197998,0.298828125,29.904234886169434,13.4216890335083,1.0010807514190674
0.0,0.42095104502507036,-1.6745043982614324e-05,0.0,-8.608406764202712e-05,0.0001931418664753437,0.09188523439573905,-0.40936083127901357,14,-0.6695650204412287,-6.727384041166968e-05,0.01,0.0,-3.502982573283759e-08,0.0,0.649770368,-0.1806420859870466,-0.40002246214778825,166.73,258048,-0.004512932906456484,-0.055945201364560444,4158,-0.14849145026869706,0.0009984,-0.0005945435750756485,-0.10401717693566699,0.0,25.14976,0.0,-140.36159729000002,0.0,62,-0.4597552079814077,-1.6172842746109288,-0.025766816113627966,-1.2558632555544744,-0.10352652427122287,0.0,-0.5,-34.06112798055013,0.02531892,0.2,146774,0.00029980830719999996,0.01817325750986735,-0.1145622730255127,0.259033203125,35.28259404500326,16.78120994567871,1.000691294670105
0.0,0.48991389415583875,-1.7698946278161995e-05,0.0,-8.997351731806931e-05,0.0002652988219374998,0.10139352995063265,-0.40221256779957837,15,-0.661483859649064,-4.068747835440768e-07,0.01,0.0,-3.656688694049714e-08,0.0,0.6497527040000001,-0.2304562401254619,-0.4614006824706991,166.66,276480,-0.0014807275890540187,-0.06434331106701817,4181,-0.16165316570266158,0.0010752,-0.0006230114687294261,-0.10415175873871287,0.0,25.16128,0.0,-140.80534329999998,0.0,66,-0.4522533955189606,-1.6115621752277134,-0.035734958920891596,-1.2569030979058113,-0.10174324119664917,0.0,-0.5,-34.06717014312744,0.022219159,0.2,146775,0.0002997935616,0.016061653033830225,-0.3973759412765503,0.25616455078125,30.151575565338135,13.368896484375,1.001242995262146
0.0,0.31577270889715703,-1.9547402303471885e-05,0.0,-9.966527453298455e-05,0.00028048974733489257,0.08349106050131604,-0.39719155277480955,16,-0.6450914848844257,0.0,0.01,0.0,-3.3839208111704266e-08,0.0,0.64973504,-0.1671651326846599,-0.36124192550348116,169.69,294912,-0.0037752136060628244,-0.055578321838613984,4202,-0.1312086541256848,0.001152,-0.0006741471154956126,-0.10423930607086679,0.0,25.1728,0.0,-140.80549413000003,0.0,70,-0.4452478241490179,-1.6146079581392139,-0.02423417119807499,-1.255349839543889,-0.10341814336389327,0.0,-0.5,-34.06988334655762,0.029360967,0.2,146776,0.000299778816,0.019194568740203977,-0.7902160882949829,0.3170166015625,25.41575002670288,12.23279094696045,1.0014641284942627
0.0,0.5738682517835743,-2.079541218171648e-05,0.0,-0.00010510568962612147,0.00033637078013271093,0.09805399136450965,-0.3999748063419697,17,-0.6433009064708072,0.0,0.01,0.0,-3.603546474064522e-08,0.0,0.649717376,-0.17798385981781145,-0.36329244232794233,182.44,313344,-0.006577579649009941,-0.07195488736483209,4222,-0.13351192757091226,0.0012288,-0.000702835052463356,-0.10456077782752353,0.0,25.18432,0.0,-141.03384092,0.0,74,-0.45175430928228644,-1.5941449643726815,-0.026190881715343402,-1.2454344965100264,-0.10045753870734032,0.0,-0.5,-34.05677604675293,0.022811309,0.2,146777,0.00029976407039999996,0.016937920125201344,0.2879234552383423,0.219970703125,33.745062828063965,17.64914321899414,1.0003700256347656
0.0,0.22307747881008902,-2.0639982560391034e-05,0.0,-0.00010865460981887592,0.00022026866402787468,0.07938412476376597,-0.4271365050811783,18,-0.6486193722821535,0.0,0.01,0.0,-3.309694695127697e-08,0.0,0.649699712,-0.1593780606132422,-0.3807958495259838,167.23,331776,-0.004500011670539804,-0.046802723162963154,4237,-0.126591968545162,0.0013056,-0.0007770273769546614,-0.10371649701991276,0.0,25.19584,0.0,-141.12203875,0.0,78,-0.4617309136860921,-1.6277349010922704,-0.02255740108133464,-1.2904629421713045,-0.10600309414226324,0.0,-0.5,-34.06257247924805,0.0373023,0.2,146778,0.00029974932479999997,0.023830149943629902,0.70595782995224,0.3197428385416667,42.58506393432617,20.05994987487793,1.0008447170257568
0.0,0.4656558258461575,-2.2437159950933648e-05,0.0,-0.00011667413775134921,0.00039876229129731655,0.09427898267289318,-0.3929595504701925,19,-0.6304725563171705,0.0,0.01,0.0,-3.615579974061481e-08,0.0,0.6496820480000001,-0.20374606573250534,-0.38838487536852806,178.6,350208,-0.013237965496841276,-0.07190201984227024,4253,-0.13055459526711044,0.0013824,-0.0008097196811045078,-0.10433647732789347,0.0,25.20736,0.0,-142.36537948,0.0,82,-0.443316119619372,-1.6095844342688714,-0.032382494858262084,-1.2618543866696872,-0.10285263558279621,0.0,-0.5,-34.06998252868652,0.024396654,0.2,146779,0.0002997345792,0.019494017004035413,-1.038038969039917,0.27984619140625,22.57659339904785,10.553010940551758,1.0014702081680298
0.0,0.6732930091473748,-2.4744670034070035e-05,0.0,-0.00012540862979526157,0.0005761709924425102,0.10293087662906561,-0.3751757571332193,20,-0.6081363631509693,0.0,0.01,0.0,-3.6740892564259915e-08,0.0,0.649664384,-0.19738813229912278,-0.3552937417668041,162.24,368640,-0.006478366925468694,-0.07631878503931502,4267,-0.1330533847644103,0.0014592,-0.0008572779342870874,-0.10432302168657778,0.0,25.21888,0.0,-138.25416986000002,0.0,86,-0.4494293734636174,-1.597245257555933,-0.02883477401881701,-1.238882561037659,-0.10057529470891907,0.0,-0.5,-34.063000996907554,0.027610669,0.2,146780,0.0002997198336,0.014643381893013915,0.5364700555801392,0.2881673177083333,34.085211435953774,16.35426902770996,1.000869870185852
0.0,0.4850430913312944,-2.4436047620378233e-05,0.0,-0.00012885122338334581,0.0004947908681869092,0.08902610701386879,-0.39160351763739176,21,-0.6281085469257845,0.0,0.01,0.0,-3.629782529881162e-08,0.0,0.64964672,-0.17748690784731253,-0.3647437616765063,195.41,387072,-0.018796807461577695,-0.0717654760761244,4280,-0.10950473171965311,0.001536,-0.0009227711943178428,-0.10408079011351129,0.0,25.2304,0.0,-142.53675314,0.0,90,-0.44503422613689003,-1.6079805272865801,-0.023870148896531763,-1.2524889847934146,-0.10172425872194425,0.0,-0.5,-34.072532653808594,0.02384009,0.2,146781,0.00029970508799999996,0.015725839138031005,0.8096520900726318,0.26484375,42.703939056396486,18.81345558166504,1.0016417503356934
0.0,0.7034603264892924,-2.680595269740351e-05,0.0,-0.00013965523447151686,0.00043294188475960656,0.10308289128555488,-0.3954511416208046,22,-0.6883851389182423,-1.8445956003334788e-05,0.01,0.0,-3.8669658521815724e-08,0.0,0.649629056,-0.1987773178698735,-0.34242207265817143,198.92,405504,-0.0067976726004964055,-0.09325658137400678,4292,-0.1443619705103214,0.0016128,-0.0009690680736137962,-0.1049615498977645,0.0,25.24192,0.0,-143.5810594,0.0,94,-0.46257038766847663,-1.5704128369222863,-0.038816174591964875,-1.226309035629312,-0.09926491937634337,0.0,-0.5,-34.07264391581217,0.05749993,0.2,146783,0.0002996903424,0.00779552854752789,0.7531930208206177,0.2649332682291667,34.085978190104164,16.07267189025879,1.0016928911209106
0.0,0.4548631736176133,-2.8363202242754752e-05,0.0,-0.00014620431087980035,0.00023383193507066203,0.09432390839410519,-0.3834799624334162,23,-0.6338616944093274,-4.068747835440768e-07,0.01,0.0,-3.711509877427867e-08,0.0,0.6496113920000001,-0.1922273192629549,-0.3651942711892167,199.68,423936,-0.004434714764589922,-0.06726367919758733,4303,-0.1265354834482152,0.0016896,-0.0010307703491542269,-0.10442161565542006,0.0,25.25344,0.0,-147.50247456999998,0.0,98,-0.4598609583089165,-1.6137751904599733,-0.03084349371072692,-1.2358909519111976,-0.10209783547438439,0.0,-0.5,-34.06952730814616,0.050060123,0.2,146785,0.0002996755968,0.0053841290064156055,0.6120163798332214,0.2856038411458333,32.70901584625244,15.480155944824219,1.0014708042144775
0.0,0.5692505961898005,-2.963497454296757e-05,0.0,-0.0001504076362382959,0.00039930477699575323,0.09341273451296103,-0.3905791847061143,24,-0.6507645331900445,0.0,0.01,0.0,-3.718726119921599e-08,0.0,0.649593728,-0.16445033792253866,-0.3004114597418411,196.08,442368,-0.006332179874359602,-0.078167684918579,4313,-0.1219790295697102,0.0017664,-0.0010166822759408278,-0.10482356802847947,0.0,25.26496,0.0,-144.169089,0.0,102,-0.445837236429281,-1.5832053410480078,-0.024862930813525027,-1.2588499647706497,-0.10104829711247156,0.0,-0.5,-34.069010162353514,0.027797457,0.2,146786,0.00029966085119999996,0.020064426772296428,0.6845136880874634,0.30478515625,25.866318893432616,12.421581268310547,1.0014212131500244
0.0,0.24471577505986808,-2.8834782212013642e-05,0.0,-0.0001502269415843658,0.00023437444663917026,0.0882781260925391,-0.3881276587740983,25,-0.6277525407954817,0.0,0.01,0.0,-3.4673561605693275e-08,0.0,0.649576064,-0.19923581927698852,-0.35422314106410063,191.18,460800,-0.011970475885233124,-0.06695630013620574,4322,-0.12883816973931217,0.0018432,-0.0010745336004707397,-0.10405034446253451,0.0,25.27648,0.0,-145.33935934000002,0.0,106,-0.44088587042206323,-1.6195972106150256,-0.030547473457374193,-1.2546277431160189,-0.10330473027641597,0.0,-0.5,-34.0730583190918,0.023978911,0.2,146787,0.0002996461056,0.016387752071022988,0.7853477001190186,0.27822265625,31.932768249511717,14.69212532043457,1.0016100406646729
0.0,0.4906867162552166,-3.130974723737916e-05,0.0,-0.00016246481275897587,0.00024848033596451086,0.0889880502693124,-0.40090251142599787,26,-0.6644100859709955,0.0,0.01,0.0,-3.65310547402491e-08,0.0,0.6495584,-0.1903375828058835,-0.3431031902376297,184.73,479232,-0.004545083669925157,-0.07508213108456395,4330,-0.1299937635411098,0.00192,-0.0011508415016493595,-0.10426367231759566,0.0,25.288,0.0,-144.02120292,0.0,110,-0.45715572149571304,-1.6060529772327892,-0.03397931945553457,-1.2570032241303126,-0.10397092205470694,0.0,-0.5,-34.07068920135498,0.02512306,0.2,146788,0.00029963136,0.01599185331724584,0.15535825490951538,0.2913818359375,22.219998359680176,10.326494216918945,1.0013880729675293
0.0,0.290852681469584,-3.236763045914508e-05,0.0,-0.00016973813977009795,0.00036838049547643296,0.08424101668252992,-0.38886948394047166,27,-0.623073918719579,0.0,0.01,0.0,-3.769376396946076e-08,0.0,0.6495407360000001,-0.16646826764576378,-0.311048037101944,196.66,497664,-0.01643354296176478,-0.07335905616566998,4339,-0.1180248864980491,0.0019968,-0.0011961885641647836,-0.10442320912290519,0.0,25.29952,0.0,-145.65553612000002,0.0,114,-0.45220683599164996,-1.5991086344668863,-0.024225641180154564,-1.2546133184126214,-0.1016385782323321,0.0,-0.5,-34.07357597351074,0.029570863,0.2,146789,0.0002996166144,0.017143099918030202,0.5017858147621155,0.31256103515625,21.955358028411865,10.275635719299316,1.0015850067138672
0.0,0.6069211664065489,-3.509685851804187e-05,0.0,-0.00018032130612790002,0.0004817699825960315,0.09749116656910349,-0.38629718441441685,28,-0.6278651821810126,-6.103393388912082e-06,0.01,0.0,-3.79745772862083e-08,0.0,0.649523072,-0.1828145931081514,-0.28690063977895774,214.61,516096,-0.014703878982454698,-0.08430883140683455,4342,-0.13210211345895517,0.0020736,-0.0012696615313750016,-0.10507322939260919,0.0,25.31104,0.0,-146.25508857,0.0,118,-0.47224778718239335,-1.5807719044163715,-0.0281232620433106,-1.2349019682813656,-0.10168805223280447,0.0,-0.5,-34.071964263916016,0.031173382,0.2,146790,0.00029960186879999997,0.022105761105194688,0.6890308856964111,0.32550048828125,23.91199827194214,11.26361083984375,1.0014548301696777
0.0,0.40780276018062606,-3.629663311945824e-05,0.0,-0.00018618105351363596,0.0002756071723221491,0.08904784652381377,-0.3771506865561889,29,-0.6543615778961271,-1.4241341786045166e-05,0.01,0.0,-3.665174866735721e-08,0.0,0.649505408,-0.1697792072519906,-0.2927669871987598,193.78,534528,-0.00903497513474679,-0.07704885504812242,4350,-0.1324227648202875,0.0021504,-0.0012889701582700693,-0.10483620684559176,0.0,25.32256,0.0,-146.83980594000002,0.0,122,-0.4628340248622433,-1.5836861303699583,-0.02672568579411241,-1.2457854380926259,-0.10224497364351574,0.0,-0.5,-34.076673126220705,0.031290196,0.2,146791,0.0002995871232,0.02078702962026,0.819151759147644,0.3375,29.07971534729004,13.80548095703125,1.0018012523651123
0.0,0.6721494049381566,-3.8896297650397997e-05,0.0,-0.00019787724608252507,0.0004611536731115646,0.09146954852589498,-0.3907782202083889,30,-0.6658076437399139,0.0,0.01,0.0,-3.919679061414055e-08,0.0,0.649487744,-0.15123562695099543,-0.2532468729489261,218.59,552960,-0.0077771556872748265,-0.08447993826575405,4356,-0.1213695219329829,0.0022272,-0.001353675197563431,-0.10544705142289375,0.0,25.33408,0.0,-148.94794791,0.0,126,-0.46492930794765436,-1.5763995119799066,-0.023768804732075516,-1.2434903704347307,-0.10247084323193807,0.0,-0.5,-34.07557754516601,0.031511918,0.2,146792,0.0002995723776,0.018704232573509217,0.6909162998199463,0.334765625,26.239575958251955,11.97465705871582,1.0017869472503662
0.0,1.0913780234984283,-4.1134020368535325e-05,0.0,-0.00020785151076316687,0.0005870216118637472,0.10472667248935479,-0.3802841086484733,31,-0.7060835279447353,-8.951672094149722e-06,0.01,0.0,-4.1122059259103585e-08,0.0,0.6494700800000001,-0.17668038038861555,-0.2655545273094196,242.38,571392,-0.004978022651577837,-0.11827155680367435,4363,-0.13324438637265001,0.002304,-0.0013848805321363877,-0.10596520311016548,0.0,25.3456,0.0,-150.16736534,0.0,130,-0.46583640724864606,-1.5243085760731938,-0.03508326211978858,-1.1945523546523278,-0.09533916207127238,0.0,-0.5,-34.065415700276695,0.031955514,0.2,146793,0.000299557632,0.015411259916921457,0.8115599155426025,0.2932942708333333,31.391498565673828,14.500077247619629,1.000902533531189
0.0,0.7698719915428771,-4.1908790345115904e-05,0.0,-0.00021282220682565284,0.0004595259896531287,0.0980543243909559,-0.38259953185302165,32,-0.6885171265275201,0.0,0.01,0.0,-3.966760560195393e-08,0.0,0.649452416,-0.18016072991683266,-0.27706224336160024,246.52,589824,-0.010638995605377384,-0.09182117409225694,4368,-0.12836902349698,0.0023808,-0.0014475514650155736,-0.10561385758428131,0.0,25.35712,0.0,-153.37123,0.0,135,-0.4599568539975596,-1.5606339785457872,-0.031833773623821456,-1.2269662933527388,-0.09963030120984522,0.0,-0.5,-34.07949956258138,0.05942978,0.2,146795,0.0002995428864,0.006298037711530924,0.8595768213272095,0.2965901692708333,29.386043548583984,12.897791862487793,1.0020174980163574
0.0,0.7235786419364842,-4.2066578867501235e-05,0.0,-0.00021635811343038015,0.0005034713216850327,0.10056102613356988,-0.3892955436459561,33,-0.6793197737271982,0.0,0.01,0.0,-3.760150651911345e-08,0.0,0.649434752,-0.16652964592613573,-0.2746217929807245,230.16,608256,-0.0059975756207038995,-0.09601901010180203,4373,-0.12603767643452965,0.0024576,-0.0014944695890015559,-0.10536237881347696,0.0,25.36864,0.0,-149.41655843,0.0,139,-0.4613229787926232,-1.561541534696973,-0.03347000814706923,-1.2355799766993603,-0.09856399174794307,0.0,-0.5,-34.078285217285156,0.054434977,0.2,146797,0.0002995281408,0.008691981939288477,0.8456570506095886,0.2965087890625,26.879149119059246,12.1055908203125,1.0019927024841309
0.0,0.6835502149321887,-4.3654567990847754e-05,0.0,-0.0002233177150110713,0.00036404008278623223,0.09075096155305679,-0.38924853902038675,34,-0.6857698871010454,0.0,0.01,0.0,-3.756880440368099e-08,0.0,0.649417088,-0.16022202497774654,-0.2596875100887006,221.27,626688,-0.011226364315875186,-0.09321967586930552,4378,-0.1277404597840083,0.0025344,-0.0015293605666846523,-0.10562546228721155,0.0,25.38016,0.0,-149.32964028000004,0.0,143,-0.4674266958703557,-1.5598571447905563,-0.030328624611691574,-1.2251534229756618,-0.09934668985396272,0.0,-0.5,-34.07417373657226,0.026931193,0.2,146798,0.0002995133952,0.017805911740288137,0.7865544557571411,0.304296875,26.979457092285156,13.038579940795898,1.0016463994979858
0.0,1.198046879455996,-4.79118573192412e-05,0.0,-0.00023933737599776157,0.0007861317329419156,0.10512934379760813,-0.3858200393745127,35,-0.718259195954996,-0.00012830878323357966,0.01,0.0,-4.1621895709517105e-08,0.0,0.6493994240000001,-0.14762868985225186,-0.23294845822687238,243.93,645120,-0.005294217154961568,-0.117564081453194,4382,-0.12105948788522165,0.0026112,-0.0015921853171904415,-0.1063249379575483,0.0,25.39168,0.0,-151.14713725,0.0,147,-0.4579357933130297,-1.5250345893624901,-0.0320228659773491,-1.1905634130407212,-0.09586158591359085,0.0,-0.5,-34.08160845438639,0.068467535,0.2,146800,0.0002994986496,0.008671563351526856,0.7943955063819885,0.3280029296875,24.34749190012614,11.099130630493164,1.0022586584091187
