reward_terms/ang_xy,reward_terms/foot_ahead,reward_terms/clearance,reward_terms/vz,reward_terms/torque,reward_terms/stance_time,reward_terms/action_rate,curriculum/stance_ratio,curriculum/ent_coef,time/total_timesteps,curriculum/sprint_dist_m,curriculum/eff_scale,rollout/ep_len_mean,reward_terms/assist_pen,reward_terms/hip_roll,reward_terms/stop,reward_terms/air_time,reward_terms/overrun,time/time_elapsed,reward_terms/foot_slip,reward_terms/step_rate,reward_terms/residual,time/iterations,reward_terms/fwd_speed,reward_terms/stance,curriculum/ctrl_drop_prob,reward_terms/angmom,reward_terms/residual_rate,reward_terms/phase_contact,reward_terms/upright,reward_terms/motor_vel,rollout/ep_rew_mean,reward_terms/energy,reward_terms/alive,curriculum/ctrl_jitter_ms,reward_terms/coef_rate,reward_terms/height,time/fps,reward_terms/lat_vel,reward_terms/time,train/learning_rate,train/std,train/policy_gradient_loss,train/entropy_loss,train/n_updates,train/approx_kl,train/clip_fraction,train/clip_range,train/explained_variance,train/value_loss,train/loss
-0.3521592891449418,0.0,0.09874469440058652,-0.20341002044430478,-0.0004018714097270761,-3.7434446211490365e-05,-0.09674876868887021,0.6498233600000001,0.01,202752,25.1152,0.000768,143.5,0.0,-0.05840541000200434,0.0,0.0002484803488995466,0.0,45,-0.5522422029164544,0.0,-0.10255370949477383,11,0.38551139022454417,-0.010030236176283526,0.0,-0.1549919437203807,0.0,-0.37371041297765395,-0.6842679332481962,-9.926653131146407e-06,-134.1798971,-5.428456783015627e-05,0.0,0.0,-1.2146438129662018,-0.026513617067296325,4466,-3.901343346507933e-08,-0.5,0.000299852544,1.0011541843414307,0.002535670530050993,-34.06860224405924,152186,0.04687216,0.2646891276041667,0.2,0.0015982389450073242,87.25437672932942,37.512969970703125
-0.35758876163039566,0.0,0.1030938985718039,-0.2134309609720894,-0.00043776400620763943,-0.00010280962386685942,-0.09572528036181668,0.649805696,0.01,221184,25.12672,0.0008448,152.57,0.0,-0.07097549154615213,0.0,0.00025770346918660734,0.0,49,-0.5721567464876718,0.0,-0.10289367910285024,12,0.5697928051902381,-0.007746882314358268,0.0,-0.15428870469789416,0.0,-0.38179141854219156,-0.634598189953206,-1.1252588052433828e-05,-134.60440648,-6.047922780504063e-05,0.0,0.0,-1.210771826980289,-0.030481198573859454,4471,-4.14113464756181e-08,-0.5,0.0002998377984,1.0015740394592285,0.0002764144779316017,-34.07251412527902,152188,0.045723446,0.2815638950892857,0.2,-0.09871971607208252,71.91089575631278,31.778860092163086
-0.36937297091419685,0.0,0.09523966080321955,-0.1795771785139025,-0.00048621343116163573,0.0,-0.09530733421667416,0.649788032,0.01,239616,25.13824,0.0009216,150.24,0.0,-0.06985145813922425,0.0,0.0002490228734030906,0.0,53,-0.5722467813451262,0.0,-0.10264368820378232,13,0.5192901817801836,-0.007899580547684568,0.0,-0.14535943641003224,0.0,-0.3755445084830777,-0.6066339833007984,-1.210836205489194e-05,-134.13977445999998,-6.596736903852614e-05,0.0,0.0,-1.211964404701521,-0.027312099169876477,4477,-4.018664357781691e-08,-0.5,0.0002998230528,1.001366376876831,0.006033012216600279,-34.0713742574056,152190,0.04639449,0.272705078125,0.2,0.6351507902145386,132.03527323404947,59.864471435546875
-0.3674567695402586,0.0,0.10261368413468094,-0.21291259083880884,-0.0005350854693611616,0.0,-0.09534418447971185,0.649770368,0.01,258048,25.14976,0.0009984,159.16,0.0,-0.06865912680593964,0.0,0.0002566183587380995,0.0,57,-0.5643023262848835,0.0,-0.10302811792951845,14,0.46328960449313705,-0.005841622337143886,0.0,-0.15141576478195348,0.0,-0.36542091059133885,-0.6380291035093526,-1.3267943206157192e-05,-136.0312893,-7.221927475002738e-05,0.0,0.0,-1.1895756037701517,-0.0289528481413124,4477,-4.282795627511506e-08,-0.5,0.00029980830719999996,1.0025373697280884,-0.01853335351468279,-34.08522063035231,152193,0.043519747,0.29781400240384615,0.2,0.6030544638633728,95.46215292123648,34.211578369140625
-0.381384369144233,0.0,0.10235864055206352,-0.20756742285192417,-0.0006076523881052803,0.0,-0.09511675046737397,0.6497527040000001,0.01,276480,25.16128,0.0010752,153.39,0.0,-0.06965297068286161,0.0,0.0002853725778145923,0.0,61,-0.5552395904333158,0.0,-0.10280124756176873,15,0.45373306836033284,-0.007236141482736002,0.0,-0.15955622498281716,0.0,-0.36309223541182784,-0.6198694058975754,-1.4179334826034995e-05,-135.25324943999996,-7.821511947107056e-05,0.0,0.0,-1.1933698533756574,-0.029654282171628323,4481,-4.296966685926021e-08,-0.5,0.0002997935616,1.0016974210739136,-0.009071181528270245,-34.07411575317383,152195,0.042319786,0.268951416015625,0.2,0.6014246940612793,62.60720348358154,27.938858032226562
-0.36976024048832906,0.0,0.1033996729184146,-0.1929198297661823,-0.0006164506159435691,0.0,-0.09246377808519471,0.64973504,0.01,294912,25.1728,0.001152,168.8,0.0,-0.0837044561619713,0.0,0.000378145907436394,0.0,65,-0.5750625521248813,0.0,-0.10317956522908217,16,0.5825231996040338,-0.00527074345128788,0.0,-0.13714283755299211,0.0,-0.37007151807932637,-0.5534878927495938,-1.5693831033654042e-05,-136.16250185999996,-8.471942363325269e-05,0.0,0.0,-1.1754266969086917,-0.027749844569453827,4486,-4.1466981924433574e-08,-0.5,0.000299778816,1.0014257431030273,0.004685496057694157,-34.07119115193685,152197,0.0496481,0.2932535807291667,0.2,0.42978471517562866,62.486626942952476,28.547048568725586
-0.357863115841429,0.0,0.08839439538580232,-0.1670752617538977,-0.0006459832865805781,0.0,-0.09813834200479434,0.649717376,0.01,313344,25.18432,0.0012288,173.7,0.0,-0.06717658805443857,0.0,0.00030002106925369136,0.0,69,-0.5957336509720239,0.0,-0.10317403111570667,17,0.43458174741036704,-0.006867017504558713,0.0,-0.1295567430802677,0.0,-0.38531485476653576,-0.48025893876410325,-1.631030649206734e-05,-139.3219539,-8.841270972561314e-05,0.0,0.0,-1.205705775582107,-0.021999000955163186,4490,-3.9149963091320867e-08,-0.5,0.00029976407039999996,1.0017492771148682,0.0033166218282920973,-34.07557242257254,152199,0.046769176,0.30848911830357145,0.2,0.6888030171394348,77.53358786446708,32.67586898803711
-0.37105575834939214,0.0,0.09213965377292661,-0.17273063394868557,-0.0007057632792373579,0.0,-0.0948023199900028,0.649699712,0.01,331776,25.19584,0.0013056,178.25,0.0,-0.07985382105090082,0.0,0.00039821966978100437,0.0,73,-0.6107352754326903,0.0,-0.10364819988204474,18,0.47659547057954743,-0.008460898557494736,0.0,-0.13733965864766506,0.0,-0.37637833241639534,-0.5025121722769222,-1.740714574932084e-05,-140.12862998000003,-9.480096284409223e-05,0.0,0.0,-1.2006673971738195,-0.024966421494610334,4493,-4.105082990722402e-08,-0.5,0.00029974932479999997,1.0015100240707397,0.004272108936371903,-34.0721861521403,152201,0.049919173,0.276611328125,0.2,0.3480546474456787,62.845568339029946,28.249984741210938
-0.3859795130406868,0.0,0.09416918256264732,-0.16962767493449515,-0.0007388044276248351,0.0,-0.09576834583975911,0.6496820480000001,0.01,350208,25.20736,0.0013824,192.55,0.0,-0.08074873851032768,0.0,0.00035210434968272847,0.0,77,-0.6068711423313774,0.0,-0.10364132541595453,19,0.4476759516984873,-0.011120502420673072,0.0,-0.13822249149745874,0.0,-0.3799621691082632,-0.4584727992535443,-1.8386359465691293e-05,-142.42176118,-0.00010066309820372457,0.0,0.0,-1.2002762920283285,-0.024939985071993756,4493,-4.18313711743828e-08,-0.5,0.0002997345792,1.0015662908554077,0.01141606061719358,-34.073241551717125,152203,0.058398146,0.3416748046875,0.2,0.6107571721076965,58.78201548258463,27.282184600830078
-0.38261819398305774,0.0,0.10559328564572518,-0.18453192540326216,-0.000822834935800675,-0.0003181954444799986,-0.09317858941663275,0.649664384,0.01,368640,25.21888,0.0014592,195.42,0.0,-0.09677679023448632,0.0,0.0004654938853087111,0.0,81,-0.6329922374808438,0.0,-0.10420635305657293,20,0.6461168975020749,-0.009480589309593562,0.0,-0.13994230824414838,0.0,-0.3691854672436884,-0.436707206131022,-2.0118067017132505e-05,-141.52629696,-0.00010914091910006829,0.0,0.0,-1.175681732192401,-0.0297602179621791,4496,-4.4842307319738666e-08,-0.5,0.0002997198336,1.0015747547149658,0.008924936759285629,-34.07314682006836,152205,0.057322778,0.3242594401041667,0.2,0.5131528377532959,68.23982683817546,29.178415298461914
-0.3689567251756051,0.0,0.10774456093782074,-0.20032585837599537,-0.0008391445131188902,0.0,-0.09531370608934318,0.64964672,0.01,387072,25.2304,0.001536,206.77,0.0,-0.0890036453803863,0.0,0.00043022927194316353,0.0,86,-0.6008680287312962,0.0,-0.1037198380361266,21,0.573543766520339,-0.009121158679783227,0.0,-0.14386447175066008,0.0,-0.38196051504802175,-0.4893565863169951,-2.069943164629909e-05,-145.27219256,-0.00011195116956899681,0.0,0.0,-1.2020979342560247,-0.02846365960149093,4497,-4.531267557009531e-08,-0.5,0.00029970508799999996,1.0017390251159668,0.007681616465561092,-34.07477060953776,152207,0.057421945,0.3169759114583333,0.2,0.6235445737838745,63.99322827657064,30.290159225463867
-0.3832710154919742,0.0,0.09780935226831129,-0.18425698021788556,-0.0008977808240213517,0.0,-0.09435386155650088,0.649629056,0.01,405504,25.24192,0.0016128,215.02,0.0,-0.09556731170762515,0.0,0.0003841138612996373,0.0,90,-0.6641878799169161,0.0,-0.10437403272268828,22,0.6787782586240259,-0.0015825282383454277,0.0,-0.14759107760899112,0.0,-0.386288858329792,-0.4277665399211753,-2.2145002844942857e-05,-144.95392378,-0.00011960459779378504,0.0,0.0,-1.190468477604459,-0.03326075804478064,4500,-4.283864094966835e-08,-0.5,0.0002996903424,1.0018763542175293,0.010572913413246473,-34.07696406046549,152209,0.06849679,0.3285725911458333,0.2,0.5902577638626099,55.525821685791016,25.387781143188477
-0.38101676089328174,0.0,0.10510875049786515,-0.20748243161112037,-0.0009338896436886465,0.0,-0.09568567537618422,0.6496113920000001,0.01,423936,25.25344,0.0016896,218.45,0.0,-0.10031459364759288,0.0,0.0006222862413980894,0.0,94,-0.6093838649967827,0.0,-0.1039309115487621,23,0.6233580142428912,-0.007796531459782862,0.0,-0.1396424062217168,0.0,-0.36929617289712424,-0.43126268912423193,-2.314013298113254e-05,-145.77018116000002,-0.00012487704046110123,0.0,0.0,-1.1951478258309445,-0.03088577781106563,4503,-4.533813018521587e-08,-0.5,0.0002996755968,1.0014816522598267,0.01975822923704982,-34.07168731689453,152210,0.028962255,0.3291015625,0.2,0.5194348096847534,46.09453811645508,21.632863998413086
-0.37714272532610865,0.0,0.09686783351379205,-0.1719070537912499,-0.000965787677924731,-1.708959462121129e-05,-0.09253830612604326,0.649593728,0.01,442368,25.26496,0.0017664,205.77,0.0,-0.10090373066945174,0.0,0.0006542957368462036,0.0,98,-0.690242240142211,0.0,-0.10429416084851807,24,0.7160896595003323,-0.006292869366669353,0.0,-0.1384437982712146,0.0,-0.3904889640610072,-0.4190074465646061,-2.4219646772207914e-05,-143.00628443,-0.0001311697269860318,0.0,0.0,-1.1712154361807923,-0.03530101292798882,4505,-4.3321713761567455e-08,-0.5,0.00029966085119999996,1.0015617609024048,0.01865148562937975,-34.07298736572265,152211,0.028791856,0.321484375,0.2,0.5440206527709961,50.31332015991211,23.549299240112305
