reward_terms/overrun,curriculum/swing_frac_mean,curriculum/eff_scale,reward_terms/action_rate,reward_terms/height,curriculum/ent_coef,reward_terms/alive,curriculum/cmd_track_err,time/fps,reward_terms/track_yaw,reward_terms/upright,reward_terms/stand_drift,reward_terms/lat_vel,reward_terms/ang_xy,reward_terms/time,est/vel_rmse,rollout/ep_len_mean,reward_terms/fwd_speed,reward_terms/foot_slip,reward_terms/foot_ahead,curriculum/stance_ratio,reward_terms/stop,reward_terms/residual,reward_terms/stance,reward_terms/air_time,reward_terms/stand,curriculum/dr_scale,reward_terms/stance_time,reward_terms/assist_pen,reward_terms/step_rate,curriculum/ctrl_drop_prob,reward_terms/track_lin,ankle/ankle_spring_trq_peak,time/iterations,reward_terms/hip_roll,curriculum/ctrl_jitter_ms,reward_terms/duty_sym,reward_terms/angmom,rollout/ep_rew_mean,time/time_elapsed,reward_terms/vz,time/total_timesteps,reward_terms/phase_contact,curriculum/cmd_scale,ankle/ankle_defl_peak,curriculum/swing_frac_min,reward_terms/torque,reward_terms/motor_vel,reward_terms/coef_rate,reward_terms/clearance,ankle/ankle_spring_energy_peak,reward_terms/energy,reward_terms/residual_rate,train/approx_kl,train/std,train/n_updates,train/clip_range,train/loss,train/value_loss,train/learning_rate,train/explained_variance,train/clip_fraction,train/policy_gradient_loss,train/entropy_loss,curriculum/ctrl_jitter_ms_progress,curriculum/eff_scale_progress,curriculum/stance_ratio_progress,curriculum/ctrl_drop_prob_progress,curriculum/dr_scale_progress
0.0,0.22786458333333334,0.0,-0.09493893034297993,-0.03506999645657363,0.01,0.0,0.3977889695508525,6776,1.5941934109483733,-0.35641817829178196,-0.07123392744191522,-0.1898221280278279,-0.14906277259291864,0.0,0.4863167726961214,230.72,0.0,-0.505827390034117,0.0,0.7,0.0,-0.09666024114984949,-0.05795191582788969,0.0,0.33957288487639153,0.0,0.0,0.0,-0.005132378472222265,0.0,0.8181370551674936,0.0,11,-0.043584433472702064,0.0,0.0,-0.21223782624551654,-41.089016349999994,29,-0.17242641765824315,202752,0.0,0.0,0.5049574956535137,0.14892578125,0.0,0.0,-0.6541631333461413,0.0,0.0,0.0,0.0,0.01797009,1.0019266605377197,56302,0.2,117.91415405273438,335.25087966918943,0.0002995392,0.9118728041648865,0.22376708984375,-0.007796555815730244,-36.91540012359619,,,,,
0.0,0.2309299045138889,0.0,-0.09553244613844974,-0.037294212407520885,0.01,0.0,0.34341633668531596,6719,1.5761419086357717,-0.37259330841832705,-0.07465363418364977,-0.18359709284170853,-0.16258947661860984,0.0,0.4754765284839382,227.99,0.0,-0.5050934264152107,0.0,0.7,0.0,-0.09647782585803893,-0.057160307787805724,0.0,0.3729638508697759,0.0,0.0,0.0,-0.005381944444444491,0.0,0.9229108836979434,0.0,12,-0.04491170749307546,0.0,0.0,-0.22409468365062357,-44.49079967000001,32,-0.18765324324669908,221184,0.0,0.0,0.5052227615984198,0.1640082465277778,0.0,0.0,-0.6612255763119979,0.0,0.0,0.0,0.0,0.02142257,1.0020838975906372,56306,0.2,86.17139434814453,268.35236129760744,0.00029949311999999997,0.9094812273979187,0.2256591796875,-0.01072799381799996,-36.914779853820804,,,,,
0.0,0.2292209201388889,0.0,-0.09357630137299985,-0.037545218726678466,0.01,0.0,0.35687186241107277,6701,1.5762055911984267,-0.38234571270883316,-0.08873922239672175,-0.22310171795601658,-0.15918678413305742,0.0,0.463705576802296,230.04,0.0,-0.506150087627378,0.0,0.7,0.0,-0.09674064159894374,-0.0682431397113897,0.0,0.35120218251348967,0.0,0.0,0.0,-0.00486111111111115,0.0,0.9106479885965322,0.0,13,-0.04469628120615986,0.0,0.0,-0.2150418112814382,-38.845749700000006,35,-0.17976442176011329,239616,0.0,0.0,0.5051856413806268,0.16270616319444445,0.0,0.0,-0.6410740387389955,0.0,0.0,0.0,0.0,0.030313259,1.002538800239563,56310,0.2,71.29246520996094,204.2618377685547,0.00029944704,0.9247047305107117,0.312939453125,-0.003997928241733462,-36.921142387390134,,,,,
0.0,0.2168511284722222,0.0,-0.09410785896813388,-0.03345516945382925,0.01,0.0,0.4424340460860197,6658,1.6115144136318413,-0.3550285210641182,-0.073324980878585,-0.21408530525980923,-0.15528988141592825,0.0,0.41170760543188034,227.44,0.0,-0.5305471881731304,0.0,0.7,0.0,-0.096826724831507,-0.05936082895794111,0.0,0.36477388927571924,0.0,0.0,0.0,-0.005555555555555605,0.0,1.0039507793380391,0.0,14,-0.0462779967847639,0.0,0.0,-0.20283662824522855,-36.808826939999996,38,-0.16346706104782638,258048,0.0,0.0,0.5051133018891452,0.17708333333333334,0.0,0.0,-0.6558898434037155,0.0,0.0,0.0,0.0,0.02185724,1.0027353763580322,56314,0.2,82.62726593017578,220.30814208984376,0.00029940095999999997,0.9273423552513123,0.2454833984375,-0.01621905518695712,-36.9257396697998,,,,,
0.0,0.2201877170138889,0.0,-0.09931355349760856,-0.03041205053225367,0.01,0.0,0.2786987366431301,6624,1.5820713289539785,-0.3605012601890862,-0.06866935438487741,-0.26723711492287916,-0.16398722792211382,0.0,0.41625196164330497,226.73,0.0,-0.5554873672401592,0.0,0.7,0.0,-0.09664420932060097,-0.06750693094754397,0.0,0.387717652044888,0.0,0.0,0.0,-0.005859375000000052,0.0,1.0922032532638035,0.0,15,-0.049680295615819374,0.0,0.0,-0.17138684781135755,-36.89538083,41,-0.15441839597233883,276480,0.0,0.0,0.505077869581088,0.1809353298611111,0.0,0.0,-0.6608112731216135,0.0,0.0,0.0,0.0,0.025256082,1.0034432411193848,56318,0.2,84.08340454101562,235.4399169921875,0.00029935488,0.9268966913223267,0.227880859375,-0.018731140706222504,-36.93077983856201,,,,,
0.0,0.21563042534722224,0.0,-0.09345208518138055,-0.03356091902729967,0.0099963136,0.0,0.2931840305443189,6588,1.6063744296452507,-0.3520851581777359,-0.07836398379452174,-0.20671164236507159,-0.15867457521235542,0.0,0.39121505041907617,231.15,0.0,-0.49480863476339326,0.0,0.7,0.0,-0.09710369988204767,-0.06585131402085155,0.0,0.38570326799845095,0.0,0.0,0.0,-0.004969618055555596,0.0,0.9594137722291392,0.0,16,-0.049404520604040034,0.0,0.0,-0.20745880804704747,-29.5032739,44,-0.16484159596345593,294912,0.0,0.0,0.5051846115005052,0.1794162326388889,0.0,0.0,-0.629164472835359,0.0,0.0,0.0,0.0,0.027696958,1.0027753114700317,56322,0.2,69.22264862060547,202.8121025085449,0.0002993088,0.9293234348297119,0.26298828125,-0.017053843702888115,-36.929291534423825,,,,,
0.0,0.2172580295138889,0.0,-0.09459081519110109,-0.033397650596786406,0.0099926272,0.0,0.38525382367694355,6564,1.6171000210986604,-0.35155480896336533,-0.07847800803818303,-0.2098061728441767,-0.15769350958746825,0.0,0.3837305271849367,223.73,0.0,-0.5494211708545147,0.0,0.7,0.0,-0.09685816315402797,-0.07013451731482673,0.0,0.37412345161855054,0.0,0.0,0.0,-0.005175781250000042,0.0,1.0172370710174696,0.0,17,-0.048432363285548015,0.0,0.0,-0.2013727360228525,-34.42018222000001,47,-0.16395482652070933,313344,0.0,0.0,0.5045845970789025,0.17225477430555555,0.0,0.0,-0.6614278305575765,0.0,0.0,0.0,0.0,0.028992802,1.002577304840088,56326,0.2,81.42522430419922,213.1361427307129,0.00029926272,0.9319067001342773,0.281689453125,-0.017414234415628015,-36.92178745269776,,,,,
0.0,0.2197265625,0.0,-0.09569178942927697,-0.034373286135989584,0.0099889408,0.0,0.3238075283916247,6542,1.6031906355324486,-0.36253510427328606,-0.07608830190556863,-0.23809376519059,-0.1565841868369625,0.0,0.3774826007584841,224.4,0.0,-0.5182492259766445,0.0,0.7,0.0,-0.09711080682950174,-0.06250803455386134,0.0,0.3317157640889184,0.0,0.0,0.0,-0.00568576388888894,0.0,0.9647076063904699,0.0,18,-0.04807934706083958,0.0,0.0,-0.1944680615367344,-34.54952293,50,-0.16949037828846722,331776,0.0,0.0,0.5051991081099961,0.18223741319444445,0.0,0.0,-0.6494678421310769,0.0,0.0,0.0,0.0,0.030781064,1.0027718544006348,56330,0.2,103.45779418945312,241.71891326904296,0.00029921664,0.9104432463645935,0.2859375,-0.01692157461657189,-36.92488174438476,,,,,
0.0,0.22154405381944445,0.0,-0.09503104436794235,-0.033363215462067795,0.0099852544,0.0,0.42406189538557604,6494,1.602123731986957,-0.35631455926332295,-0.07528990597051412,-0.2582686386468994,-0.1598424354592548,0.0,0.3754241650510284,227.1,0.0,-0.545580631140981,0.0,0.7,0.0,-0.09694904172830185,-0.05090578055454819,0.0,0.36988172634062066,0.0,0.0,0.0,-0.006000434027777833,0.0,0.9791018620240496,0.0,19,-0.04733044226447723,0.0,0.0,-0.202438148124656,-39.40178685,53,-0.17293090338478878,350208,0.0,0.0,0.5052042664481013,0.1911349826388889,0.0,0.0,-0.6504084100563147,0.0,0.0,0.0,0.0,0.034983475,1.003503680229187,56334,0.2,67.64617919921875,182.54817962646484,0.00029917056,0.9262068867683411,0.29979248046875,-0.018693917867494747,-36.93404712677002,,,,,
0.0,0.23600260416666669,0.0,-0.0947293191887573,-0.0374073830222966,0.009981568,0.0,0.3341444623010499,6462,1.5703002693023278,-0.395163780903921,-0.08447868788571782,-0.25469968109786784,-0.1698537089656034,0.0,0.3751691794242805,237.7,0.0,-0.5337693076449004,0.0,0.7,0.0,-0.09672036249754691,-0.06343126001836673,0.0,0.34806732958247893,0.0,0.0,0.0,-0.005696614583333385,0.0,0.9749021119915571,0.0,20,-0.05355315047043641,0.0,0.0,-0.22459578826568352,-34.835112679999995,57,-0.19016674353959573,368640,0.0,0.0,0.5051792854443221,0.19466145833333334,0.0,0.0,-0.6517411649325308,0.0,0.0,0.0,0.0,0.030108696,1.0031505823135376,56338,0.2,67.3853759765625,180.06741027832032,0.00029912448,0.9353169202804565,0.27606201171875,-0.01759477733867243,-36.93058853149414,,,,,
0.0,0.2208930121527778,0.0,-0.0969139713813329,-0.029815760059318203,0.0099778816,0.0,0.2858797574764325,6421,1.6085868137959887,-0.36098805371664816,-0.06847199270094156,-0.2820656936232415,-0.17521121639326084,0.0,0.3636992316195175,230.18,0.0,-0.5408063815042863,0.0,0.7,0.0,-0.09684821225374979,-0.0826460635873322,0.0,0.4204306319194165,0.0,0.0,0.0,-0.006054687500000055,0.0,1.2668427406271265,0.0,21,-0.05281214638913019,0.0,0.0,-0.16087265947157334,-30.920667910000002,60,-0.15587970765754966,387072,0.0,0.0,0.5049654096666107,0.20469835069444445,0.0,0.0,-0.645490175853169,0.0,0.0,0.0,0.0,0.035360087,1.0030230283737183,56342,0.2,59.252681732177734,174.8962188720703,0.0002990784,0.9286205768585205,0.28238525390625,-0.018261423602234574,-36.928594970703124,,,,,
0.0,0.2218967013888889,0.0,-0.09325396868724126,-0.033538965403384954,0.009974195200000001,0.0,0.3389269155528993,6411,1.5961373099340164,-0.3671365245915197,-0.08392641280453142,-0.25756408500569744,-0.16328423145056367,0.0,0.3660668051324688,234.96,0.0,-0.5101578204010622,0.0,0.7,0.0,-0.09726014660945109,-0.07274643077236603,0.0,0.4230237963072768,0.0,0.0,0.0,-0.006098090277777834,0.0,1.119308782685418,0.0,22,-0.046493691919892506,0.0,0.0,-0.20483943617790745,-18.318215130000002,63,-0.17567692665381435,405504,0.0,0.0,0.5051704416348047,0.20426432291666666,0.0,0.0,-0.6235780384109115,0.0,0.0,0.0,0.0,0.032047704,1.0034942626953125,56346,0.2,86.27637481689453,231.73512115478516,0.00029903232,0.9267394542694092,0.29000244140625,-0.016429288755171002,-36.93454513549805,,,,,
0.0,0.22029622395833334,0.0,-0.09493082146250122,-0.033515666284596686,0.0099705088,0.0,0.35541078197638826,6386,1.6174668134086576,-0.3766203871555096,-0.08388999296514649,-0.2878277379512851,-0.16510786541583394,0.0,0.3552387247853263,243.47,0.0,-0.5633420037241419,0.0,0.7,0.0,-0.09707867705286968,-0.0927208499871442,0.0,0.35742385211840405,0.0,0.0,0.0,-0.0061089409722222794,0.0,1.18204309817924,0.0,23,-0.05331996064399183,0.0,0.0,-0.17776186703691535,-16.239050719999998,66,-0.17715971116296683,423936,0.0,0.0,0.5050305045966915,0.2043185763888889,0.0,0.0,-0.6384091205024277,0.0,0.0,0.0,0.0,0.03402732,1.003273844718933,56350,0.2,68.58128356933594,200.35236511230468,0.00029898624,0.9380583763122559,0.30546875,-0.016618449077941477,-36.933592796325684,,,,,
0.0,0.22998046875,0.0,-0.09161264448681306,-0.034411578721678465,0.0099668224,0.0,0.38867857333704375,6379,1.5688810733507956,-0.3907899044030296,-0.08804434437147218,-0.2797107062192093,-0.1783970058494706,0.0,0.32877552170916946,235.75,0.0,-0.5307733380157784,0.0,0.7,0.0,-0.09722568648591381,-0.08551758923926714,0.0,0.41599294764140526,0.0,0.0,0.0,-0.006130642361111167,0.0,1.157960443982281,0.0,24,-0.05379404545760413,0.0,0.0,-0.20036832181503905,-26.412938600000007,69,-0.17716437933433676,442368,0.0,0.0,0.5052095570754914,0.22840711805555555,0.0,0.0,-0.6268120369354562,0.0,0.0,0.0,0.0,0.030480087,1.0025032758712769,56354,0.2,70.03292083740234,176.1900863647461,0.00029894016,0.922749400138855,0.274658203125,-0.01811487365048379,-36.92369556427002,,,,,
0.0,0.2272406684027778,0.0,-0.09605510078788067,-0.03500093117304411,0.009963136000000001,0.0,0.3085320724144987,6365,1.5797608936803333,-0.3866449737444289,-0.0855219567308391,-0.3154434563308477,-0.17967504786080404,0.0,0.33947757198329465,240.53,0.0,-0.5331215378356312,0.0,0.7,0.0,-0.09689103673780944,-0.0796543049906227,0.0,0.3697350995485009,0.0,0.0,0.0,-0.006152343750000058,0.0,1.166143495409497,0.0,25,-0.05571312677949961,0.0,0.0,-0.19155269749271822,-20.820098279999996,72,-0.18310774280461306,460800,0.0,0.0,0.5048721947414145,0.2182074652777778,0.0,0.0,-0.6279514637467685,0.0,0.0,0.0,0.0,0.031899534,1.002760648727417,56358,0.2,77.16146850585938,184.17274017333983,0.00029889407999999997,0.9294869303703308,0.287646484375,-0.01808023074408993,-36.92342185974121,,,,,
0.0,0.2173394097222222,0.0,-0.0968141011652325,-0.028272179610967563,0.0099594496,0.0,0.3286159417862431,6367,1.6208053452567488,-0.31514851048601145,-0.07044134662692732,-0.22765675285133058,-0.16394632102956327,0.0,0.3628520481066535,246.06,0.0,-0.5446496349694656,0.0,0.7,0.0,-0.09675076616826957,-0.07483972030448409,0.0,0.38341261891186756,0.0,0.0,0.0,-0.005924479166666721,0.0,1.0807888414495743,0.0,26,-0.05598488725978415,0.0,0.0,-0.17624445079837728,-23.085960729999993,75,-0.14210546342289138,479232,0.0,0.0,0.5051261392460302,0.2151150173611111,0.0,0.0,-0.6508380803367829,0.0,0.0,0.0,0.0,0.03597016,1.0035544633865356,56362,0.2,61.10401153564453,160.9851318359375,0.000298848,0.9378400444984436,0.2999267578125,-0.02165249064564705,-36.93587245941162,,,,,
0.0,0.2267795138888889,0.0,-0.09496370314849162,-0.027707457578389785,0.0099557632,0.0,0.32033473796645,6345,1.5987383583857584,-0.35179275989269754,-0.08122146334991351,-0.28745513437960785,-0.17920309144622742,0.0,0.350029889601591,252.46,0.0,-0.5435174613270662,0.0,0.7,0.0,-0.09685577754259074,-0.10757488671265932,0.0,0.3479133943280708,0.0,0.0,0.0,-0.006521267361111174,0.0,1.1635955317304365,0.0,27,-0.06508960897478851,0.0,0.0,-0.15704029774638065,-24.635589179999997,78,-0.14471230281946829,497664,0.0,0.0,0.5050877773452962,0.21956380208333334,0.0,0.0,-0.6386889396569859,0.0,0.0,0.0,0.0,0.026865944,1.002672553062439,56366,0.2,75.27208709716797,191.25430755615236,0.00029880191999999997,0.9309436678886414,0.27713623046875,-0.01497291426640004,-36.9254093170166,,,,,
0.0,0.2111545138888889,0.0,-0.09831591906924017,-0.02325125315010144,0.009952076800000001,0.0,0.3408345806238893,6081,1.5938981445914706,-0.34896576768316157,-0.06610130925970514,-0.3166028592192669,-0.17829924473417474,0.0,0.324400184605513,259.29,0.0,-0.5330876525442582,0.0,0.7,0.0,-0.09734056196958546,-0.10997355519456137,0.0,0.39641412478330584,0.0,0.0,0.0,-0.00620659722222228,0.0,1.3769674955203173,0.0,28,-0.06388185725896055,0.0,0.0,-0.11568778507303176,-8.208200389999996,84,-0.12877167172397375,516096,0.0,0.0,0.5050956620174185,0.1808810763888889,0.0,0.0,-0.6216589057056648,0.0,0.0,0.0,0.0,0.02865551,1.0027104616165161,56370,0.2,62.36581039428711,168.49679145812988,0.00029875584,0.9342501163482666,0.2660400390625,-0.022096810664515944,-36.92369003295899,,,,,
0.0,0.23160807291666666,0.0,-0.09608762944631666,-0.026692848839347486,0.0099483904,0.0,0.32717130938284866,6072,1.579310531115419,-0.3703229650273612,-0.07609224618572989,-0.3015317587735309,-0.18102437549376513,0.0,0.348428105112185,252.54,0.0,-0.5351314901434584,0.0,0.7,0.0,-0.09741764378058623,-0.11413412932778019,0.0,0.38765775060204016,0.0,0.0,0.0,-0.006184895833333391,0.0,1.1753882930573132,0.0,29,-0.06648242107745356,0.0,-5.044498665465797e-05,-0.14829907701716866,-14.32721162,88,-0.1471733066682634,534528,0.0,0.0,0.5052216007079943,0.2261284722222222,0.0,0.0,-0.6396434027962871,0.0,0.0,0.0,0.0,0.035662178,1.0033901929855347,56374,0.2,57.826026916503906,154.56464691162108,0.00029870976,0.9480817317962646,0.30440673828125,-0.0232146410504356,-36.932365036010744,,,,,
