reward_terms/lat_vel,reward_terms/foot_ahead,curriculum/ent_coef,reward_terms/stance_time,reward_terms/torque,time/fps,reward_terms/residual,rollout/ep_len_mean,reward_terms/height,curriculum/eff_scale,reward_terms/ang_xy,reward_terms/vz,reward_terms/step_rate,reward_terms/clearance,reward_terms/phase_contact,reward_terms/stance,reward_terms/time,curriculum/ctrl_jitter_ms,reward_terms/overrun,reward_terms/energy,reward_terms/coef_rate,reward_terms/hip_roll,reward_terms/angmom,reward_terms/assist_pen,reward_terms/air_time,curriculum/ctrl_drop_prob,rollout/ep_rew_mean,reward_terms/foot_slip,reward_terms/alive,curriculum/stance_ratio,curriculum/sprint_dist_m,time/total_timesteps,reward_terms/fwd_speed,reward_terms/motor_vel,reward_terms/action_rate,reward_terms/stop,time/time_elapsed,time/iterations,reward_terms/upright,train/learning_rate,train/entropy_loss,train/policy_gradient_loss,train/n_updates,train/value_loss,train/explained_variance,train/std,train/approx_kl,train/clip_fraction,train/clip_range,train/loss
-0.08217184991282837,0.0,0.0098414848,0.0,-0.3653076919102384,4289,-0.11203651466818607,1324.47,-0.012907238111027333,0.4232448,-0.2710262717819869,-0.05572905636733811,0.0,0.10935106267012673,-0.1959347042668242,-0.020508105555059566,-0.5,4.0,0.0,-0.058700396072407436,-0.4396780625616732,-0.18383027954975442,-0.05734532275179627,0.0,0.0021902119915466756,0.05,438.40517299999993,-0.4959983531856175,0.0,0.552653696,88.48671999999999,101597184,4.089045110399177,-0.012542022490593763,-0.11245472523640691,0.0,23684,5512,-0.052151532652904224,0.000266140416,-34.08225631713867,-0.022095818165689708,46458,289.45681228637693,0.9293726682662964,1.0024493932724,0.026381537,0.24368896484375,0.2,164.1570281982422
-0.07572834715248253,0.0,0.0098396416,0.0,-0.3826327983921992,4289,-0.11284380125100024,1328.56,-0.012848624011876109,0.4233216,-0.2818645531482618,-0.053232242663561344,0.0,0.12673738282875804,-0.18636630148593333,-0.011309129386799243,-0.5,4.0,0.0,-0.06278333742291535,-0.43842470025084457,-0.19002698693317185,-0.05761179733760857,0.0,0.002784287078409559,0.05,438.42929179000004,-0.5029047720414569,0.0,0.552636032,88.49824000000001,101615616,4.524414418742429,-0.013502218118437338,-0.11282212258027359,0.0,23688,5513,-0.04144262485006529,0.000266134272,-34.083045196533206,-0.02037776365177706,46462,347.1167556762695,0.8718456029891968,1.0025272369384766,0.024321344,0.25142822265625,0.2,167.4237060546875
-0.07733436563674821,0.0,0.0098377984,0.0,-0.3812119309433668,4289,-0.11222467418620449,1338.57,-0.015559411832218392,0.4233984,-0.28216020051320245,-0.061117886190400594,0.0,0.12515276323847602,-0.1873430989683678,-0.011457345471349877,-0.5,4.0,0.0,-0.06171977250944459,-0.4405970217983677,-0.18560145445266982,-0.05996452928405999,0.0,0.00252115800524027,0.05,432.68712221000004,-0.5103183568707899,0.0,0.552618368,88.50976,101634048,4.322197822145053,-0.013195671316471218,-0.11222548991789003,0.0,23692,5514,-0.048945008708261024,0.000266128128,-34.08483657836914,-0.019189920707140116,46466,309.46797637939454,0.8621677756309509,1.0026235580444336,0.023766419,0.23597412109375,0.2,125.4854736328125
-0.07770705472488598,0.0,0.0098359552,0.0,-0.375194796802236,4289,-0.11217475294896244,1327.47,-0.012372866663914362,0.4234752,-0.27311408185527714,-0.05470970410256128,0.0,0.12083871381127959,-0.1976029101114625,-0.017949718629699796,-0.5,4.0,0.0,-0.06054722760820836,-0.46782075954470476,-0.18627492782431343,-0.05788635043492904,0.0,0.0026367176065428388,0.05,424.02301793,-0.523100281836504,0.0,0.552600704,88.52127999999999,101652480,4.215833056634625,-0.012863286017707328,-0.11262320479845649,0.0,23697,5515,-0.04917377643889083,0.000266121984,-34.07739810943603,-0.01865247040987015,46470,263.09868850708006,0.9125155806541443,1.001932978630066,0.024275979,0.21068115234375,0.2,132.8935089111328
-0.0743219217313003,0.0,0.009834112,0.0,-0.3821695377519098,4289,-0.11278291611293227,1323.62,-0.012578166627751063,0.423552,-0.2732208345620542,-0.04880414528722751,0.0,0.1064032604465511,-0.18638704555505306,-0.013165984549534675,-0.5,4.0,0.0,-0.06269789501113646,-0.45249342478391813,-0.189052097812829,-0.05419260850866687,0.0,0.002060003594831667,0.05,421.52075532000003,-0.4945901210982309,0.0,0.55258304,88.5328,101670912,4.524982145078656,-0.013409618924260385,-0.11245493885555463,0.0,23701,5516,-0.03401928788929192,0.00026611584,-34.07572154998779,-0.019297327392268925,46474,416.2423690795898,0.8346933126449585,1.0018174648284912,0.021936025,0.229833984375,0.2,227.58499145507812
-0.08351872594407132,0.0,0.0098322688,0.0,-0.3878527609373476,4289,-0.11263478625994224,1349.68,-0.014459270687100524,0.4236288,-0.29439411359057005,-0.060040316186450955,0.0,0.13920969237760938,-0.19217797362423844,-0.0155037166141652,-0.5,4.0,0.0,-0.06334791790588135,-0.4453319461232295,-0.18758741878087276,-0.0608750165151547,0.0,0.002878688097957315,0.05,432.1498684300001,-0.5146625695407546,0.0,0.552565376,88.54432,101689344,4.554413669064597,-0.013489969084153947,-0.11241054921240504,0.0,23706,5517,-0.05155023497106033,0.000266109696,-34.070867919921874,-0.017790966818574817,46478,203.35645217895507,0.8970312476158142,1.0015357732772827,0.021092314,0.18961181640625,0.2,121.10326385498047
-0.07782566106568373,0.0,0.0098304256,0.0,-0.372954022187531,4289,-0.11200560485929863,1399.49,-0.01581120206650388,0.4237056,-0.28393178976654015,-0.06690435556547733,0.0,0.14043278620912902,-0.1922174830835902,-0.021385610460040044,-0.5,4.0,0.0,-0.0602867103521606,-0.46089210525497953,-0.18648595909689142,-0.06670324816741256,0.0,0.0028987616210037637,0.05,464.7764703100001,-0.5004470625121245,0.0,0.552547712,88.55584,101707776,4.325719717478842,-0.012844265458006024,-0.11304969754938332,0.0,23710,5518,-0.0659817941035518,0.00026610355199999997,-34.08135509490967,-0.017837744136340917,46482,259.3044403076172,0.8972421884536743,1.00249445438385,0.024154384,0.24833984375,0.2,117.87193298339844
-0.07022089419745028,0.0,0.0098285824,-1.627583211908738e-05,-0.38281217927580635,4289,-0.11228130404614306,1448.29,-0.01892986885710674,0.4237824,-0.29144134987045,-0.07319734115331965,0.0,0.12784803674201206,-0.19439921545635352,-0.012364077908365618,-0.5,4.0,0.0,-0.062047259794519354,-0.4746708187671427,-0.1912335476279942,-0.0678952230319055,0.0,0.002519530111587503,0.05,493.16264019999994,-0.5252197525128188,0.0,0.552530048,88.56736000000001,101726208,4.393790595529751,-0.01320856939501848,-0.11398013845577104,0.0,23715,5519,-0.060028889646192095,0.00026609740799999997,-34.08347415924072,-0.02078736210241914,46486,295.8026977539063,0.9042519330978394,1.0024728775024414,0.02632008,0.26544189453125,0.2,113.65415954589844
-0.06952457336360064,0.0,0.0098267392,0.0,-0.37425303737980853,4289,-0.11206936324705276,1527.75,-0.016473651328508573,0.4238592,-0.27737672436543526,-0.06595230819141663,0.0,0.11524632778701621,-0.19055939999829738,-0.02342206617662549,-0.5,4.0,0.0,-0.060452817244956755,-0.4638730722478588,-0.18633640277210517,-0.06266774539573473,0.0,0.0021430113087666947,0.05,538.2677813500001,-0.5092643662400783,0.0,0.552512384,88.57888,101744640,4.100529735378147,-0.012756476945116953,-0.1131217327802722,0.0,23719,5520,-0.06180148594671031,0.000266091264,-34.07830333709717,-0.02116956713143736,46490,328.4459655761719,0.9077778458595276,1.0020291805267334,0.021420572,0.22783203125,0.2,132.9869842529297
-0.07350868024121383,0.0,0.009824896,0.0,-0.38318861149644295,4289,-0.11239974331462291,1456.55,-0.015568994985243532,0.423936,-0.2825778248819997,-0.06278649090386382,0.0,0.1156865863885965,-0.18592826559294073,-0.018878695838283614,-0.5,4.0,0.0,-0.06233752873063683,-0.45925268385477597,-0.1896858452433631,-0.06194724642790276,0.0,0.0024815530729635307,0.05,499.6538295700001,-0.503908005415562,0.0,0.55249472,88.59039999999999,101763072,4.458031636939031,-0.01322885205785183,-0.11193616061755837,0.0,23723,5521,-0.054021710616705396,0.00026608512,-34.07910804748535,-0.021233930042944847,46494,245.09586334228516,0.9253727197647095,1.0022659301757812,0.023229927,0.222900390625,0.2,97.47428131103516
-0.07649932455722083,0.0,0.0098230528,0.0,-0.3795085917770169,4289,-0.11240149420775951,1446.96,-0.015311164745399876,0.4240128,-0.29005297105027383,-0.06356992540645993,0.0,0.11768727148809112,-0.19317244473921377,-0.012752823756269406,-0.5,4.0,0.0,-0.0614219725037073,-0.4674395024301117,-0.18706836946237126,-0.06281495351118575,0.0,0.00239908796760978,0.05,494.7763626799999,-0.5046946535902275,0.0,0.552477056,88.60192,101781504,4.371701661741609,-0.013103188177350773,-0.11375917121732668,0.0,23728,5522,-0.052418417279320374,0.000266078976,-34.078017234802246,-0.021791415149345995,46498,259.2155448913574,0.9087072610855103,1.0019395351409912,0.023624528,0.222412109375,0.2,121.45633697509766
