reward_terms/action_rate,reward_terms/time,reward_terms/step_rate,curriculum/ctrl_jitter_ms,reward_terms/motor_vel,reward_terms/foot_ahead,curriculum/sprint_dist_m,curriculum/ctrl_drop_prob,reward_terms/clearance,reward_terms/lat_vel,reward_terms/residual,rollout/ep_rew_mean,reward_terms/energy,reward_terms/air_time,time/time_elapsed,reward_terms/ang_xy,curriculum/ent_coef,reward_terms/hip_roll,rollout/ep_len_mean,reward_terms/overrun,reward_terms/residual_rate,reward_terms/stance,reward_terms/assist_pen,curriculum/eff_scale,time/iterations,reward_terms/angmom,time/fps,reward_terms/upright,reward_terms/stance_time,reward_terms/vz,curriculum/stance_ratio,reward_terms/fwd_speed,reward_terms/foot_slip,reward_terms/coef_rate,reward_terms/stop,reward_terms/torque,reward_terms/height,reward_terms/phase_contact,time/total_timesteps,reward_terms/alive,train/approx_kl,train/entropy_loss,train/loss,train/policy_gradient_loss,train/value_loss,train/learning_rate,train/std,train/clip_range,train/n_updates,train/explained_variance,train/clip_fraction
-0.03335026671812808,-0.5,0.0,0.0,-6.563055983717616e-07,0.0,25.1152,0.0,0.05837866775093947,-1.0908978273790961e-08,0.0,-182.09094548000002,-6.064974373869005e-06,0.0,48,-2.5141142071012723e-06,0.01,-0.0046511817940128415,330.45,0.0,0.0,0.0,0.0,0.000768,11,0.0,4166,-4.248017424694447e-08,-0.0770755269461208,-0.21336184008485912,0.6498233600000001,-1.7921855825473985,-0.49779717294946835,-1.326583033463168,0.0,-9.452973065459306e-05,-0.0626864849728403,-0.49477198407009776,202752,0.0,0.0035535328,-11.358945894241334,80.37065124511719,-0.0035750337061472236,185.2574234008789,0.00029990784,1.0019183158874512,0.2,40,0.5265457630157471,0.0094970703125
-0.03279505275500526,-0.5,0.0,0.0,-7.164147770402412e-07,0.0,25.12672,0.0,0.0595791656295483,-1.0350586243283526e-08,0.0,-181.4933337,-6.684151069003147e-06,0.0,52,-2.3870691355487333e-06,0.01,-0.004458537753295746,328.15,0.0,0.0,-5.730063042410525e-08,0.0,0.0008448,12,0.0,4173,-4.2569970115502406e-08,-0.07179138352997445,-0.22591925555757733,0.649805696,-1.8318933647632951,-0.49071271526747584,-1.325916052670223,0.0,-0.00010474726703697494,-0.06716239676342114,-0.489224161438599,221184,0.0,0.0018450983,-11.358107471466065,81.02005767822266,-0.0026569811278022827,175.75640563964845,0.000299898624,1.001617431640625,0.2,44,0.49281787872314453,0.0029052734375
-0.032610357020022074,-0.5,0.0,0.0,-7.70050090700403e-07,0.0,25.13824,0.0,0.05830336645780195,-9.866007204700622e-09,0.0,-181.07903065,-7.152273393219262e-06,0.0,57,-2.467635625362524e-06,0.01,-0.0041155203824962,326.61,0.0,0.0,0.0,0.0,0.0009216,13,0.0,4178,-4.112067168628796e-08,-0.07112542460931258,-0.21638590479210146,0.649788032,-1.7753731549775555,-0.46063847539553116,-1.3241471283587198,0.0,-0.00011482633707481366,-0.06328366696003324,-0.4863357321297613,239616,0.0,0.0024497013,-11.35862832069397,79.18002319335938,-0.002532312273979187,176.54325485229492,0.00029988940799999996,1.0020110607147217,0.2,48,0.44916272163391113,0.00386962890625
-0.0327881076930262,-0.5,0.0,0.0,-8.241056340081755e-07,0.0,25.14976,0.0,0.059739977834873025,-1.0060658491880844e-08,0.0,-180.97726398000003,-7.785204581605055e-06,0.0,61,-2.2550700733149654e-06,0.01,-0.0042193877956448874,326.19,0.0,0.0,0.0,0.0,0.0009984,14,0.0,4183,-4.086013106046957e-08,-0.06713169904994881,-0.21859242526046788,0.649770368,-1.785497674491637,-0.46117646013373215,-1.3108341918125586,0.0,-0.00012346659928251424,-0.06458667859353812,-0.484253929141756,258048,0.0,0.0019341381,-11.360315895080566,69.4967269897461,-0.0027525220124516637,160.02487716674804,0.000299880192,1.0022940635681152,0.2,52,0.4180546998977661,0.00252685546875
-0.03248104196260343,-0.5,0.0,0.0,-8.480391396776478e-07,0.0,25.16128,0.0,0.06049264474676081,-8.415235298961482e-09,0.0,-180.54368926000004,-8.154913432437144e-06,0.0,66,-2.2996000604950037e-06,0.01,-0.004258884001992113,324.42,0.0,0.0,-9.338999176674023e-07,0.0,0.0010752,15,0.0,4188,-4.1043077784016946e-08,-0.06556512899502802,-0.22796699301030784,0.6497527040000001,-1.8172434074468566,-0.45551246210379354,-1.3256231829469163,0.0,-0.00013351449242316412,-0.06818725751913704,-0.48538850379619514,276480,0.0,0.0029505643,-11.361726140975952,70.25482940673828,-0.0032522212248295547,150.36145782470703,0.000299870976,1.0029492378234863,0.2,56,0.3617473244667053,0.006201171875
-0.0324291037952543,-0.5,0.0,0.0,-9.191105644012425e-07,0.0,25.1728,0.0,0.05977848171316505,-9.087120525746103e-09,0.0,-180.28445390999997,-8.801691969264626e-06,0.0,70,-2.2148710462942063e-06,0.01,-0.005058051405084411,323.23,0.0,0.0,-2.9613051166666114e-07,0.0,0.001152,16,0.0,4193,-4.092693977417257e-08,-0.06475784244119293,-0.21583576971744636,0.64973504,-1.7882513457787743,-0.44231802646407353,-1.33343805193109,0.0,-0.00014587969738738755,-0.06483676743437457,-0.4831517264182823,294912,0.0,0.00287852,-11.361468935012818,68.05974578857422,-0.004003950103651732,151.37127075195312,0.00029986176,1.0025020837783813,0.2,60,0.31682121753692627,0.0068359375
-0.03239866560512819,-0.5,0.0,0.0,-9.476315645361787e-07,0.0,25.18432,0.0,0.05879419269840312,-8.920292035925386e-09,0.0,-179.74240885000003,-9.002546482411787e-06,0.0,74,-1.928263088865454e-06,0.01,-0.0043658566704908,321.13,0.0,0.0,0.0,0.0,0.0012288,17,0.0,4196,-3.7881674967718556e-08,-0.0673682423075661,-0.22437016355733178,0.649717376,-1.742829433028209,-0.4435824111629836,-1.3208847007224946,0.0,-0.00014623835736123848,-0.06464710781023592,-0.49355342700033034,313344,0.0,0.0025724054,-11.359393835067749,59.762611389160156,-0.0031970401178114116,136.28774070739746,0.000299852544,1.0019512176513672,0.2,64,0.2641843557357788,0.00537109375
-0.03314428745637161,-0.5,0.0,0.0,-9.824385149724606e-07,0.0,25.19584,0.0,0.05811157193479967,-8.73935904660418e-09,0.0,-179.76528322,-9.473277769988626e-06,0.0,79,-1.9768598370674886e-06,0.01,-0.004080134674732941,321.22,0.0,0.0,-4.849940863795091e-06,0.0,0.0013056,18,0.0,4198,-3.959094104883982e-08,-0.06286344693216961,-0.21373392975960417,0.649699712,-1.744068589960434,-0.4202945607014026,-1.321362834256551,0.0,-0.00015961403802593118,-0.06438806514091645,-0.49126691015045776,331776,0.0,0.0029335956,-11.356931781768798,59.154964447021484,-0.003349668998271227,132.68916664123535,0.000299843328,1.0014044046401978,0.2,68,0.20737922191619873,0.0064208984375
-0.032482401372104425,-0.5,0.0,0.0,-1.0259512476574215e-06,0.0,25.20736,0.0,0.06018288807164301,-8.390401765325032e-09,0.0,-179.34033757,-1.0198554734518203e-05,0.0,83,-1.8968894925239373e-06,0.01,-0.003680450245050117,319.55,0.0,0.0,0.0,0.0,0.0013824,19,0.0,4201,-3.896885438594985e-08,-0.06420065630259665,-0.2189312698097158,0.6496820480000001,-1.7608768463955482,-0.44257075498788956,-1.3130907757044734,0.0,-0.00017506605724885866,-0.06469288482550756,-0.4926749575578311,350208,0.0,0.0031936138,-11.355420684814453,56.679595947265625,-0.0039030226587783547,122.8173152923584,0.000299834112,1.0008879899978638,0.2,72,0.15001535415649414,0.007763671875
-0.032583866568898,-0.5,0.0,0.0,-1.0788731182723788e-06,0.0,25.21888,0.0,0.061458722715331336,-8.187471315315423e-09,0.0,-179.27727423000005,-1.0670509656758688e-05,0.0,87,-1.8386376665915014e-06,0.01,-0.004492843233111289,319.31,0.0,0.0,0.0,0.0,0.0014592,20,0.0,4204,-3.7720717468984875e-08,-0.060803176578095496,-0.22661837060997347,0.649664384,-1.7496271371060361,-0.4029681565018269,-1.3120437191114678,0.0,-0.00018600641081370454,-0.06668784727894908,-0.48630415784111264,368640,0.0,0.0033985202,-11.35573353767395,52.10490036010742,-0.00338899054331705,115.18110618591308,0.00029982489599999996,1.0018632411956787,0.2,76,0.11495548486709595,0.0075927734375
-0.03217452848264399,-0.5,0.0,0.0,-1.1138914531524056e-06,0.0,25.2304,0.0,0.06096774379378426,-8.063867296838164e-09,0.0,-179.55751731,-1.0949744093718553e-05,0.0,92,-1.8321698629418339e-06,0.01,-0.004334074165288125,320.47,0.0,0.0,0.0,0.0,0.001536,21,0.0,4206,-3.8003421806006024e-08,-0.059996702283064626,-0.22679350332942397,0.64964672,-1.7288148557987388,-0.3807833947705888,-1.3067977538777886,0.0,-0.00019082582280437933,-0.06719674644896509,-0.47999879426268394,387072,0.0,0.003250872,-11.358399200439454,47.892356872558594,-0.0036527713120449333,113.74596977233887,0.00029981568,1.0022364854812622,0.2,80,0.1041143536567688,0.006591796875
-0.032185906027540845,-0.5,0.0,0.0,-1.176994486726548e-06,0.0,25.24192,0.0,0.058460000170960674,-8.477203292785034e-09,0.0,-179.81508656000003,-1.1578279612238008e-05,0.0,96,-1.732552897512658e-06,0.01,-0.00458054600943641,321.64,0.0,0.0,0.0,0.0,0.0016128,22,0.0,4208,-3.717186452904274e-08,-0.06175016855478235,-0.2156279490708752,0.649629056,-1.6995834453174323,-0.40889288494903453,-1.3216438378244098,0.0,-0.00020058050834963887,-0.06280491323494716,-0.49484222202671746,405504,0.0,0.0028413453,-11.357359409332275,48.151123046875,-0.0036304259207099675,108.96112098693848,0.000299806464,1.0021188259124756,0.2,84,0.09531432390213013,0.00599365234375
-0.03230063211453472,-0.5,0.0,0.0,-1.1698974677525598e-06,0.0,25.25344,0.0,0.0597403409823242,-6.9136393466847775e-09,0.0,-179.43220845,-1.1886087632558971e-05,0.0,100,-1.6980176181628133e-06,0.01,-0.0046391003446663685,320.12,0.0,0.0,0.0,0.0,0.0016896,23,0.0,4208,-3.766504807801444e-08,-0.06007821356858282,-0.22301777661988118,0.6496113920000001,-1.721498291732068,-0.3970480476827738,-1.2963785058497397,0.0,-0.00021357445752142045,-0.06539147779633997,-0.4879804103828843,423936,0.0,0.0040102988,-11.360138320922852,42.63716125488281,-0.004150104476138949,92.07376670837402,0.000299797248,1.0025513172149658,0.2,88,0.08225256204605103,0.01175537109375
-0.03279793367818162,-0.5,0.0,0.0,-1.243276596969906e-06,0.0,25.26496,0.0,0.06272213087205512,-7.451312064568265e-09,0.0,-178.73330767,-1.2601232196690854e-05,0.0,105,-1.71234674958734e-06,0.01,-0.00455367044700317,317.22,0.0,0.0,-2.2418278129478858e-08,0.0,0.0017664,24,0.0,4210,-3.846098249936762e-08,-0.059757036195757486,-0.22636541017486836,0.649593728,-1.7538965529467676,-0.3969694502726477,-1.3029547887250392,0.0,-0.00022521371542651405,-0.06746694522278229,-0.4848883248176825,442368,0.0,0.003470786,-11.359679031372071,41.590328216552734,-0.004182585200760513,93.59007987976074,0.000299788032,1.001969575881958,0.2,92,0.07402563095092773,0.0086181640625
