reward_terms/duty_sym,reward_terms/coef_rate,rollout/ep_rew_mean,reward_terms/motor_vel,reward_terms/upright,curriculum/ctrl_jitter_ms,reward_terms/time,reward_terms/stop,reward_terms/ang_xy,reward_terms/overrun,curriculum/sprint_dist_m,curriculum/ctrl_drop_prob,reward_terms/vz,rollout/ep_len_mean,curriculum/ent_coef,reward_terms/stance,curriculum/eff_scale,reward_terms/fwd_speed,time/iterations,reward_terms/residual,time/total_timesteps,reward_terms/action_rate,reward_terms/torque,ankle/ankle_spring_trq_peak,reward_terms/air_time,time/fps,reward_terms/foot_slip,reward_terms/angmom,ankle/ankle_spring_energy_peak,curriculum/stance_ratio,time/time_elapsed,reward_terms/step_rate,reward_terms/residual_rate,reward_terms/alive,reward_terms/foot_ahead,ankle/ankle_defl_peak,reward_terms/assist_pen,reward_terms/phase_contact,reward_terms/hip_roll,reward_terms/clearance,reward_terms/lat_vel,reward_terms/stance_time,reward_terms/height,reward_terms/energy,train/clip_fraction,train/std,train/policy_gradient_loss,train/loss,train/clip_range,train/entropy_loss,train/learning_rate,train/explained_variance,train/approx_kl,train/n_updates,train/value_loss
0.0,-1.5829004401975864,-148.06739646,-8.592447165449976e-08,-0.07332517474295261,0.0,-0.5,0.0,-0.03427361955731582,0.0,25.1152,0.0,-0.08230817016333168,193.0,0.01,-0.0024493502308618057,0.000768,-1.2272976357678036,11,-0.06059921527671549,202752,-0.2146863724974556,-3.175617063221838e-05,0.0,7.92098871897906e-05,3799,-0.20894564085982964,-0.13179234479428284,0.0,0.6498233600000001,53,-0.0024305555555555612,0.0,0.0,0.0,0.519247715000584,0.0,-0.6248242506503536,-0.003829533157285858,0.006256802781710616,-2.3094012514290628e-09,-0.02574452133073161,-0.021117747517710467,-9.102880250941267e-07,0.020068359375,1.0015356540679932,-0.008751193876378238,163.94863891601562,0.2,-34.07058887481689,0.00029990784,0.7171276211738586,0.005132317,40,367.53950653076174
0.0,-1.5741669600097903,-147.62809096,-9.699452046041332e-08,-0.09306207201990538,0.0,-0.5,0.0,-0.04326788838318227,0.0,25.12672,0.0,-0.08864963364469826,191.34,0.01,-0.0038064976872949404,0.0008448,-1.2693283208200201,12,-0.06072082855798565,221184,-0.21232537902370957,-3.386761528323561e-05,0.0,7.920990659234424e-05,3822,-0.21380544890722758,-0.14945455291801166,0.0,0.649805696,57,-0.002430555555555561,0.0,0.0,0.0,0.5186277682828196,0.0,-0.6231174468815248,-0.0059492613924983576,0.007223136652909804,-2.262446200544352e-09,-0.02532147701195855,-0.02273794265457198,-1.0258043039240185e-06,0.00843505859375,1.0013881921768188,-0.007667185831815004,155.22366333007812,0.2,-34.06992034912109,0.000299898624,0.689104437828064,0.0037115335,44,341.0553283691406
0.0,-1.584166703190949,-147.43918706,-1.0319826458572294e-07,-0.07889089202017713,0.0,-0.5,0.0,-0.03723292931613256,0.0,25.13824,0.0,-0.07822748654842589,190.51,0.01,-0.0014856235770231512,0.0009216,-1.1728924867806176,13,-0.06054609949157566,239616,-0.21153463847904344,-4.080836399643602e-05,0.0,5.859360680915415e-05,3844,-0.22951388493068933,-0.12566040745977758,0.0,0.649788032,62,-0.0023003472222222258,0.0,0.0,0.0,0.518557611636966,0.0,-0.6348203397262165,-0.005774705550054597,0.005489928922861919,-2.0983143406342195e-09,-0.021631713684958715,-0.019670921243038788,-1.1532113172003998e-06,0.015380859375,1.0013182163238525,-0.00836937369313091,152.24851989746094,0.2,-34.06838455200195,0.00029988940799999996,0.6575310826301575,0.004752405,48,327.44624786376954
0.0,-1.5714748807631955,-147.19190265999998,-1.2282995336652085e-07,-0.07384585782344139,0.0,-0.5,0.0,-0.03817376887324654,0.0,25.14976,0.0,-0.07826694003135772,189.5,0.01,-0.0009650249395635278,0.0009984,-1.2214407699426426,14,-0.06077139360136627,258048,-0.21333076887981736,-4.250249545667526e-05,0.0,6.45614539583524e-05,3864,-0.19917262986235873,-0.12995807880235047,0.0,0.649770368,66,-0.0022026909722222244,0.0,0.0,0.0,0.5194037305221125,0.0,-0.6313963926795121,-0.0047726755365800075,0.007239491314213053,-2.403759144013635e-09,-0.02301652223104611,-0.01968874087717316,-1.2756605857445229e-06,0.010986328125,1.001296877861023,-0.007234578055795282,146.57571411132812,0.2,-34.06963596343994,0.000299880192,0.6475383043289185,0.0039116554,52,314.14110260009767
0.0,-1.5635047921775629,-147.74355916,-1.2711596749449127e-07,-0.09901371523594252,0.0,-0.5,0.0,-0.04478920313879765,0.0,25.16128,0.0,-0.09082829131935886,191.69,0.01,-0.0018648747885651393,0.0010752,-1.2389317898311298,15,-0.06057586046179807,276480,-0.21173801486170452,-4.391562267718275e-05,0.0,4.937052532720069e-05,3880,-0.22636874711125118,-0.14621163856970912,0.0,0.6497527040000001,71,-0.0024739583333333397,0.0,0.0,0.0,0.519225130598203,0.0,-0.6210141641331959,-0.005727657285344559,0.008352437623262734,-2.272261720765478e-09,-0.023058978593326174,-0.023241684238053808,-1.3928895315114216e-06,0.0114013671875,1.001563549041748,-0.007612585532478988,122.07174682617188,0.2,-34.071617698669435,0.000299870976,0.5738357305526733,0.004222049,56,285.05895309448243
0.0,-1.5760533876487532,-147.63937639999997,-1.2743271722385673e-07,-0.07509456791239645,0.0,-0.5,0.0,-0.03628352613579866,0.0,25.1728,0.0,-0.07759124154307348,191.43,0.01,-0.0019764712068822492,0.001152,-1.1892776106593244,16,-0.06050708054845963,294912,-0.21358518075561295,-4.80924580886898e-05,0.0,2.7669186238199472e-05,3893,-0.20952782176202564,-0.12478868663014782,0.0,0.64973504,75,-0.002463107638888895,0.0,0.0,0.0,0.5185302969836167,0.0,-0.6386457815634662,-0.004865602743167649,0.00480470888089585,-2.0709238545777847e-09,-0.02304026132818156,-0.019671924444928553,-1.4155193950165048e-06,0.01729736328125,1.0014748573303223,-0.008612582797650249,115.90479278564453,0.2,-34.071413230896,0.00029986176,0.5275095701217651,0.005057926,60,267.3071060180664
0.0,-1.5656830757583893,-147.16055012,-1.417496268753614e-07,-0.06207549196896889,0.0,-0.5,0.0,-0.03366377193109465,0.0,25.18432,0.0,-0.07135587067731908,189.47,0.01,-0.0011498010551134422,0.0012288,-1.1813304364432213,17,-0.060544547248713894,313344,-0.2126772380006736,-5.3228468353088624e-05,0.0,4.5030241987357535e-05,3902,-0.2248552622917726,-0.11281761702996401,0.0,0.649717376,80,-0.0023328993055555594,0.0,0.0,0.0,0.5193455586525438,0.0,-0.6291170987704192,-0.0036694764432657506,0.006783310810713709,-2.1860249782043205e-09,-0.023863283660224017,-0.01821115698030594,-1.6065792305283678e-06,0.01258544921875,1.0017539262771606,-0.008127998979762196,114.86325073242188,0.2,-34.0727840423584,0.000299852544,0.4808959364891052,0.004438323,64,251.21415252685546
0.0,-1.5750500667479825,-148.53317826999998,-1.517368190229527e-07,-0.08232236650404204,0.0,-0.5,0.0,-0.03716930075066101,0.0,25.19584,0.0,-0.08545726302763582,194.98,0.01,-0.0016773043300892917,0.0013056,-1.2305424394800195,18,-0.06069021834874081,331776,-0.21264972053295583,-5.111960146942937e-05,0.0,0.00010199626558460295,3913,-0.21823577198981386,-0.13562151971483957,0.0,0.649699712,84,-0.002549913194444451,0.0,0.0,0.0,0.5194442183729528,0.0,-0.6231749287539793,-0.003955761127428001,0.00853249082007412,-2.3319323257067524e-09,-0.023974912397938572,-0.021827506542082546,-1.6170823941013462e-06,0.01644287109375,1.001763939857483,-0.008266065130010247,112.06475830078125,0.2,-34.074762153625485,0.000299843328,0.41876858472824097,0.0046603656,68,236.9582832336426
0.0,-1.5675832634472124,-147.44357893999998,-1.5900147785609135e-07,-0.08302632336436636,0.0,-0.5,0.0,-0.03629376247812701,0.0,25.20736,0.0,-0.08316011456175579,190.51,0.01,-0.0016743452816987536,0.0013824,-1.211798317418604,19,-0.060480242357482145,350208,-0.21339997850429543,-5.6525014536072655e-05,0.0,8.951801767883201e-05,3922,-0.22624176692478346,-0.12942661173298267,0.0,0.6496820480000001,89,-0.002452256944444449,0.0,0.0,0.0,0.5192061569104998,0.0,-0.6225248435209667,-0.004098917226407556,0.008055067755141284,-2.1330441215024814e-09,-0.02319244310072261,-0.02106075952447881,-1.7014463295638115e-06,0.0181640625,1.0018049478530884,-0.009375677909702063,100.06449127197266,0.2,-34.073682403564455,0.000299834112,0.3621859550476074,0.0051221587,72,215.47094039916993
0.0,-1.5646997536106093,-147.45337914,-1.7673002079039827e-07,-0.07216009075084867,0.0,-0.5,0.0,-0.040966209618056686,0.0,25.21888,0.0,-0.07761933580712842,190.61,0.01,-0.0019846683891809463,0.0014592,-1.181229533479406,20,-0.06050266759825497,368640,-0.2135725003129756,-6.720154543442199e-05,0.0,0.00012424014857970178,3931,-0.21583413794458137,-0.11825826094818868,0.0,0.649664384,93,-0.002777777777777788,0.0,0.0,0.0,0.5186788595176248,0.0,-0.6160972597472769,-0.004042943702292416,0.009483673327349566,-2.2423097734513485e-09,-0.022594981057207204,-0.019392249906196573,-2.0750912671924785e-06,0.02149658203125,1.0022377967834473,-0.009440814971458166,94.6571044921875,0.2,-34.078826141357425,0.00029982489599999996,0.30657118558883667,0.0057216454,76,203.27869567871093
0.0,-1.5734014378985206,-147.29084079,-1.797990200622412e-07,-0.07292726374308338,0.0,-0.5,0.0,-0.03628228821729846,0.0,25.2304,0.0,-0.07813231650721217,189.97,0.01,-0.00225524413065605,0.001536,-1.1873722126778032,21,-0.06050351788701629,387072,-0.2135941582021295,-6.08766111099971e-05,0.0,0.0001915143414710959,3937,-0.22438874300225503,-0.1214910443401602,0.0,0.64964672,98,-0.003081597222222237,0.0,0.0,0.0,0.5191108694219647,0.0,-0.5923958618858735,-0.004220431161092236,0.01150181480610367,-2.092544193136141e-09,-0.021270389031592965,-0.019409436473592598,-1.9652757580720376e-06,0.030029296875,1.0018470287322998,-0.010236424568574876,96.90731048583984,0.2,-34.076862525939944,0.00029981568,0.2692546844482422,0.0063684294,80,193.9050163269043
0.0,-1.5743499333656419,-146.86626537999996,-1.9024291301147975e-07,-0.05615759953337948,0.0,-0.5,0.0,-0.030119292922237598,0.0,25.24192,0.0,-0.07050219406215547,188.22,0.01,-0.002612616219473614,0.0016128,-1.163608333905622,22,-0.06042482427590085,405504,-0.21170506443972698,-6.763020637170461e-05,0.0,0.0001361759398908665,3943,-0.2274542607975144,-0.1053919287594698,0.0,0.649629056,102,-0.0025607638888888963,0.0,0.0,0.0,0.5193463859543914,0.0,-0.6135424081803316,-0.004272036401824982,0.007422246636075556,-2.020579610316136e-09,-0.02059208302267103,-0.01762344176124956,-2.0404714017192908e-06,0.023828125,1.001873254776001,-0.009542349295224994,78.95178985595703,0.2,-34.07469215393066,0.000299806464,0.2111419439315796,0.0053838613,84,184.18646774291992
0.0,-1.5585839293790578,-147.23694444,-1.8691589960525717e-07,-0.0758565526270068,0.0,-0.5,0.0,-0.03137524960116746,0.0,25.25344,0.0,-0.08176801197504947,189.67,0.01,-0.0019452492598596943,0.0016896,-1.1993567264275429,23,-0.060519718906531725,423936,-0.21102911278864728,-7.097446403406084e-05,0.0,0.00022135371303496262,3950,-0.24653926800345383,-0.12510039529205977,0.0,0.6496113920000001,107,-0.0025716145833333407,0.0,0.0,0.0,0.5194731643356943,0.0,-0.5932467443474825,-0.0038649581728414906,0.011074691446610182,-2.064658102885981e-09,-0.023520408222490612,-0.02109609896387187,-2.0523032384036785e-06,0.02420654296875,1.002575159072876,-0.010297455522231758,80.8025131225586,0.2,-34.081353950500485,0.000299797248,0.2085135579109192,0.005782732,88,166.9004364013672
0.0,-1.5663750489876358,-147.73562682,-2.1484448181332285e-07,-0.09589954296738694,0.0,-0.5,0.0,-0.04059843455864784,0.0,25.26496,0.0,-0.09128494829165493,191.8,0.01,-0.0022222581125747767,0.0017664,-1.2651786772481026,24,-0.0606549274114658,442368,-0.2135144901637673,-6.469421054323062e-05,0.0,0.0002170134329288784,3956,-0.24074792104207232,-0.1424298282052389,0.0,0.649593728,111,-0.002907986111111123,0.0,0.0,0.0,0.5188144098804683,0.0,-0.6131458949149545,-0.004218521883350797,0.010137894936139178,-2.3056368504489727e-09,-0.020479374010594457,-0.023462124123168414,-2.2398839293792065e-06,0.03115234375,1.0023291110992432,-0.010508390609174967,78.46880340576172,0.2,-34.08000583648682,0.000299788032,0.17937016487121582,0.006499997,92,160.9218406677246
0.0,-1.5604236620190894,-147.40388010999996,-2.1701545456745227e-07,-0.08972138347122877,0.0,-0.5,0.0,-0.03708138003175671,0.0,25.27648,0.0,-0.08643711056797529,190.48,0.01,-0.0013898788780211176,0.0018432,-1.2190653948092276,25,-0.06079884321129314,460800,-0.21332331565533727,-7.557286970641284e-05,0.0,0.00017035549778180817,3961,-0.24601280842757017,-0.13564163026223153,0.0,0.649576064,116,-0.0027235243055555645,0.0,0.0,0.0,0.5194294737007721,0.0,-0.6059756495525758,-0.00350202845192624,0.01172554402787079,-2.2256871236680013e-09,-0.022474269217733916,-0.022077117593273306,-2.2847418503124174e-06,0.03802490234375,1.0025149583816528,-0.011095695651602,62.1413688659668,0.2,-34.08241558074951,0.000299778816,0.15831613540649414,0.007436511,96,144.59247932434081
0.0,-1.5719137591628556,-148.11031089999997,-2.2150896875143204e-07,-0.09679950532224672,0.0,-0.5,0.0,-0.038834723658073216,0.0,25.288,0.0,-0.09264568076507065,193.29,0.01,-0.004473285999091662,0.00192,-1.2390242664396387,26,-0.0607996719648103,479232,-0.212617410129219,-7.473910973694603e-05,0.0,0.000209960494733726,3965,-0.2479332830534082,-0.14427963661517393,0.0,0.6495584,120,-0.0029188368055555677,0.0,0.0,0.0,0.5188063714922069,0.0,-0.5907710471597502,-0.004369064784147061,0.012811563078547005,-2.3802254008256755e-09,-0.02242096798888977,-0.023979525995591926,-2.343704272143834e-06,0.0381591796875,1.0022082328796387,-0.011258394399192184,72.0574722290039,0.2,-34.08037986755371,0.00029976959999999996,0.14934438467025757,0.007379642,100,139.50099334716796
0.0,-1.5521972161603559,-148.70449146999997,-2.2295287708023798e-07,-0.09377605921316057,0.0,-0.5,0.0,-0.03603124087793108,0.0,25.29952,0.0,-0.08989255868323152,195.58,0.01,-0.002018353697661941,0.0019968,-1.2523782156226053,27,-0.060578074445921955,497664,-0.21196906400236357,-7.942400577823979e-05,0.0,0.00015407950074101487,3969,-0.2288589236431033,-0.14476959122406002,0.0,0.6495407360000001,125,-0.002929687500000012,0.0,0.0,0.0,0.5192719632576567,0.0,-0.6013735289026163,-0.0040744847690003675,0.010358916628485284,-2.1990766198643164e-09,-0.02385013332402903,-0.023515559808191817,-2.3616207407355272e-06,0.0326904296875,1.002211332321167,-0.011629750952124596,53.83046340942383,0.2,-34.07845668792724,0.000299760384,0.11973518133163452,0.007069013,104,124.6378131866455
0.0,-1.5887188505762955,-146.45817287,-2.402857096013797e-07,-0.06868507785710648,0.0,-0.5,0.0,-0.03313877157201995,0.0,25.31104,0.0,-0.0740274869335733,186.63,0.01,-0.004681117804984053,0.0020736,-1.1874535194178888,28,-0.06090959643296859,516096,-0.21347856440465765,-9.186473510934091e-05,0.0,0.00011284692057718833,3927,-0.24663979463004157,-0.12106584574565919,0.0,0.649523072,131,-0.002582465277777785,0.0,0.0,0.0,0.5188339998200011,0.0,-0.6182983362027134,-0.004508235429507031,0.008895297562951217,-1.992104728639308e-09,-0.021375775560348604,-0.019100424927517377,-2.6132624077910743e-06,0.03712158203125,1.002506136894226,-0.011596229329006747,50.55961608886719,0.2,-34.08173599243164,0.000299751168,0.12837064266204834,0.006837395,108,119.81078758239747
0.0,-1.5586426885693478,-147.9177877,-2.5807963007973516e-07,-0.09337548974269405,0.0,-0.5,0.0,-0.03631114248401485,0.0,25.32256,0.0,-0.09483912270118862,192.42,0.01,-0.0022651631742582157,0.0021504,-1.2628344329008392,29,-0.060757734673467886,534528,-0.21354421763041398,-8.46721525438983e-05,0.0,0.00019314193438428143,3932,-0.2505834431649122,-0.14157480904434416,0.0,0.649505408,135,-0.0030056423611111247,0.0,0.0,0.0,0.519250390940912,0.0,-0.6119146216661941,-0.004828801238513511,0.010016528307202703,-2.3332074215564252e-09,-0.022108736557937745,-0.024631073289503737,-2.743214453561464e-06,0.03975830078125,1.0023088455200195,-0.011692531104199589,47.69456481933594,0.2,-34.078772735595706,0.000299741952,0.10640847682952881,0.0068059713,112,115.53081245422364
0.0,-1.5635782172262571,-147.76194141,-2.4612037440168983e-07,-0.061566555568827445,0.0,-0.5,0.0,-0.028048119420818238,0.0,25.33408,0.0,-0.0701872287003846,191.89,0.01,-0.0023711878272506463,0.0022272,-1.1682597439824607,30,-0.0606902167173482,552960,-0.21188100091679643,-8.775407330004704e-05,0.0,0.00014865421690046787,3937,-0.22731685080899958,-0.10965885686815334,0.0,0.649487744,140,-0.0023328993055555594,0.0,0.0,0.0,0.5188295289436212,0.0,-0.5997348289208713,-0.004998581037479663,0.009512859797964601,-1.9324699188227736e-09,-0.023129104293831106,-0.01770147811953199,-2.7201982597077053e-06,0.0432373046875,1.002225399017334,-0.012104052340146155,45.85094451904297,0.2,-34.078470420837405,0.000299732736,0.10803896188735962,0.0075456714,116,103.47080612182617
0.0,-1.5608301117445622,-147.99687147999998,-2.6572691608268494e-07,-0.08328113296960586,0.0,-0.5,0.0,-0.03563712619832432,0.0,25.3456,0.0,-0.08475201563418748,192.74,0.01,-0.0023653993838604636,0.002304,-1.24341869297192,31,-0.06087512413860162,571392,-0.21301466216036655,-8.519749294288415e-05,0.0,9.874104095312457e-05,3942,-0.23110653054488722,-0.13222229554188467,0.0,0.6494700800000001,144,-0.0027452256944444546,0.0,0.0,0.0,0.5193137127889187,0.0,-0.6082127917265248,-0.004205849705817849,0.01042384630024353,-2.2751511588618257e-09,-0.022940035498726905,-0.021658481514297105,-2.817627967754493e-06,0.0494140625,1.0025990009307861,-0.01345556256128475,45.14900588989258,0.2,-34.08237476348877,0.00029972352,0.0984618067741394,0.0077246292,120,94.14332656860351
0.0,-1.551013923047963,-146.88126328,-2.7525718174539713e-07,-0.07609622978425007,0.0,-0.5,0.0,-0.03424267427366165,0.0,25.35712,0.0,-0.07763831013816255,188.36,0.01,-0.0030298898576000587,0.0023808,-1.185633835662807,32,-0.06093379777230174,589824,-0.2103520938278524,-9.735363084293903e-05,0.0,0.00014865420719919106,3946,-0.24073808402444077,-0.12054952627106869,0.0,0.649452416,149,-0.0027126736111111206,0.0,0.0,0.0,0.5192546334285773,0.0,-0.604525527729644,-0.0037997216051031263,0.010860464777604733,-2.2366447303275296e-09,-0.022433306240903523,-0.019646100986962733,-3.019812832560596e-06,0.04920654296875,1.0022656917572021,-0.013589551881887018,37.872074127197266,0.2,-34.08213119506836,0.000299714304,0.09126919507980347,0.0074967607,124,84.78546257019043
