reward_terms/hip_roll,ankle/ankle_spring_trq_peak,curriculum/swing_frac_mean,reward_terms/air_time,curriculum/dr_scale,reward_terms/fwd_speed,reward_terms/torque,reward_terms/time,reward_terms/phase_contact,reward_terms/assist_pen,time/iterations,rollout/ep_len_mean,reward_terms/stand_drift,reward_terms/vz,reward_terms/residual_rate,ankle/ankle_defl_peak,reward_terms/height,reward_terms/ang_xy,curriculum/stance_ratio,curriculum/eff_scale,reward_terms/foot_ahead,reward_terms/residual,ankle/ankle_spring_energy_peak,curriculum/cmd_scale,reward_terms/track_lin,time/total_timesteps,reward_terms/stop,reward_terms/stand,curriculum/ctrl_jitter_ms,reward_terms/step_rate,time/fps,curriculum/swing_frac_min,curriculum/cmd_track_err,time/time_elapsed,reward_terms/action_rate,reward_terms/stance_time,reward_terms/angmom,curriculum/ctrl_drop_prob,est/vel_rmse,reward_terms/clearance,reward_terms/duty_sym,curriculum/ent_coef,reward_terms/track_yaw,reward_terms/stance,reward_terms/motor_vel,reward_terms/energy,reward_terms/coef_rate,reward_terms/upright,reward_terms/alive,reward_terms/lat_vel,rollout/ep_rew_mean,reward_terms/foot_slip,reward_terms/overrun,train/approx_kl,train/policy_gradient_loss,train/std,train/loss,train/n_updates,train/value_loss,train/clip_fraction,train/explained_variance,train/clip_range,train/entropy_loss,train/learning_rate,curriculum/dr_scale_progress,curriculum/ctrl_jitter_ms_progress,curriculum/ctrl_drop_prob_progress,curriculum/stance_ratio_progress,curriculum/eff_scale_progress
-0.038225236931982855,0.0,0.11569552951388888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,201.62,-0.023230179159290616,-0.022080403931776686,0.0,0.5048693795606194,-0.002859347837717741,-0.055896083137715484,0.7,0.0,0.0,-0.10056367734689384,0.0,0.0,1.8655781879131683,202752,0.0,0.575304300559245,0.0,-0.002756076388888898,6740,0.014702690972222222,0.2792372267664462,30,-0.07321587493478812,0.0,-0.0352660258379057,0.0,0.3007243833413613,0.0,0.0,0.01,1.614101734133315,-0.022467161991604034,0.0,0.0,-0.52497069686472,-0.29641520697264173,0.0,-0.12049014426095396,34.945435960000005,-0.24927247317571435,0.0,0.0139259,-0.0148425777326338,0.9999173283576965,258.70379638671875,56431,659.6331207275391,0.13837890625,0.9421454668045044,0.2,-36.87363395690918,0.0002995392,,,,,
-0.039243154281327464,0.0,0.11756727430555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,196.53,-0.017668520109551607,-0.01854118884094128,0.0,0.5049573255655718,-0.002004002412387558,-0.054934685186548246,0.7,0.0,0.0,-0.10076886081254231,0.0,0.0,1.9852417323651481,221184,0.0,0.6327405908996699,0.0,-0.0029079861111111233,6660,0.010633680555555556,0.29462569761133517,33,-0.07481833717897875,0.0,-0.032767717933453434,0.0,0.27149201800887834,0.0,0.0,0.01,1.603644844542292,-0.011001111705506803,0.0,0.0,-0.5240021474539676,-0.2883915981630343,0.0,-0.10230266013917932,33.00372108,-0.25491344485007084,0.0,0.014994671,-0.014107754023279994,1.0003286600112915,191.384521484375,56435,527.5310119628906,0.1610107421875,0.9486004114151001,0.2,-36.879224967956546,0.00029949311999999997,,,,,
-0.035165999352693114,0.0,0.09876844618055557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,198.53,-0.018962969540295745,-0.01650271602801033,0.0,0.5052224851681485,-0.0019051383588175046,-0.05214610459352734,0.7,0.0,0.0,-0.10130601170674838,0.0,0.0,1.8873265985586467,239616,0.0,0.5970533585223285,0.0,-0.0024956597222222285,6632,0.010091145833333334,0.2728935577921511,36,-0.07124583554085348,0.0,-0.03265799312740421,0.0,0.27968628952361135,0.0,0.0,0.01,1.612995901031712,-0.019918123388596973,0.0,0.0,-0.5053708352460352,-0.30030894029044636,0.0,-0.10702640506454601,35.21396706,-0.23339241832392116,0.0,0.015138872,-0.009770308865699916,1.0004117488861084,188.2438507080078,56439,520.1019134521484,0.18245849609375,0.9494855403900146,0.2,-36.881947898864745,0.00029944704,,,,,
-0.041131055650082404,0.0,0.11773003472222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,207.53,-0.01779498174607403,-0.016637842546122234,0.0,0.5050254071993056,-0.001584982114428825,-0.05526095253660174,0.7,0.0,0.0,-0.10058350898465221,0.0,0.0,2.0051918297556526,258048,0.0,0.6252570918695007,0.0,-0.0027343750000000094,6597,0.0087890625,0.2736474301157027,39,-0.074549785585943,0.0,-0.03218686016305459,0.0,0.2523186124912146,0.0,0.0,0.01,1.6101585439708197,-0.007886102307256337,0.0,0.0,-0.5295260386815652,-0.28998622692539694,0.0,-0.09869542205519025,52.377226820000004,-0.26067843455910444,0.0,0.013693054,-0.012314138322835788,1.0006744861602783,169.3252410888672,56443,446.50354919433596,0.16722412109375,0.9495733380317688,0.2,-36.88301315307617,0.00029940095999999997,,,,,
-0.04104035650203681,0.0,0.10508897569444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,206.23,-0.016427808980712603,-0.014676673513992294,0.0,0.5050710776415965,-0.0014706698950402472,-0.04940987702367676,0.7,0.0,0.0,-0.10161922854075722,0.0,0.0,1.9413485045898793,276480,0.0,0.6039213751877448,0.0,-0.0026041666666666748,6576,0.010959201388888888,0.30098112064527993,42,-0.07181686907266233,0.0,-0.02908111868079065,0.0,0.2366264918865201,0.0,0.0,0.01,1.6481812278456927,-0.006819876837967969,0.0,0.0,-0.5022367294758411,-0.28272285897905536,0.0,-0.09213239338042506,46.74771767,-0.24318941451450315,0.0,0.015819868,-0.013939282344654202,1.0010817050933838,147.7710418701172,56447,439.89733123779297,0.17896728515625,0.9443665146827698,0.2,-36.89056262969971,0.00029935488,,,,,
-0.04334630937962068,0.0,0.1123046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,226.58,-0.018272996404765745,-0.017451915541266877,0.0,0.5052148964226275,-0.0020749886695420224,-0.05468038641175943,0.7,0.0,0.0,-0.1014385697924263,0.0,0.0,1.8475032106760843,294912,0.0,0.5721774312044673,0.0,-0.0027126736111111206,6562,0.018174913194444444,0.36973397646591233,44,-0.07179109895143754,0.0,-0.035233614592660695,0.0,0.2739042657844498,0.0,0.0,0.01,1.6240383651176773,-0.010613935116507791,0.0,0.0,-0.503524363781756,-0.2881028170651681,0.0,-0.09058820104711454,61.21334226999999,-0.25841785480030166,0.0,0.020560756,-0.0157168140867725,1.0011694431304932,151.89024353027344,56451,390.0573272705078,0.2181640625,0.9520493745803833,0.2,-36.89225883483887,0.0002993088,,,,,
-0.04571954562813358,0.0,0.11311848958333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,208.57,-0.018866184148602874,-0.02099310718661731,0.0,0.5051231412163117,-0.0026183238323802694,-0.05276583023137584,0.7,0.0,0.0,-0.10121306887938765,0.0,0.0,2.0355049500678306,313344,0.0,0.5213560985783194,0.0,-0.002571614583333341,6530,0.0068359375,0.2767720153636579,47,-0.07307226690385649,0.0,-0.030378287229359185,0.0,0.2762780062473513,0.0,0.0,0.01,1.6219702401364346,-0.0259385358810718,0.0,0.0,-0.5105953408397401,-0.30063038645291434,0.0,-0.10727202778181717,46.47418224999999,-0.22126186325661987,0.0,0.020312522,-0.014155504712834954,1.001536250114441,121.16016387939453,56455,307.8618812561035,0.2279541015625,0.9568356275558472,0.2,-36.89888362884521,0.00029926272,,,,,
-0.046861810832483274,0.0,0.11680772569444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,197.74,-0.01515045507200452,-0.01654696939515911,0.0,0.5049186658411076,-0.0019740996064256406,-0.05027747769641902,0.7,0.0,0.0,-0.10148730473397582,0.0,0.0,1.9561253989480565,331776,0.0,0.6416564394619734,0.0,-0.002484809027777784,6515,0.004611545138888889,0.27478806664426975,50,-0.07108867499136767,0.0,-0.02718058690853971,0.0,0.23142690625618723,0.0,0.0,0.01,1.6547462767629917,-0.006917249483952402,0.0,0.0,-0.5053959620021744,-0.2692483195316765,0.0,-0.08551910980733529,39.59066258,-0.19415890293257293,0.0,0.022894476,-0.01603838863084093,1.002345085144043,101.27413177490234,56459,284.2654830932617,0.21640625,0.9545815587043762,0.2,-36.91007480621338,0.00029921664,,,,,
-0.045043491728859256,0.0,0.11070421006944445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,221.92,-0.020559845972104356,-0.015765771545837734,0.0,0.5051165464092692,-0.0017972388814732785,-0.052041943989506345,0.7,0.0,0.0,-0.10166628443762589,0.0,0.0,1.9142355580846366,350208,0.0,0.5734109702340192,0.0,-0.002289496527777781,6487,0.004014756944444444,0.32967010987122425,53,-0.07065061602902406,0.0,-0.036001730901450424,0.0,0.23778653772575822,0.0,0.0,0.01,1.6074089063785335,-0.013452268069478825,0.0,0.0,-0.5018044747141323,-0.3059438113850109,0.0,-0.10461227435212281,53.53704258,-0.2045650977850752,0.0,0.019119447,-0.015312754944898189,1.002421498298645,126.43318939208984,56463,347.1201766967773,0.2092529296875,0.955597996711731,0.2,-36.91571674346924,0.00029917056,,,,,
-0.04677424340082734,0.0,0.10674370659722222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,221.34,-0.019533902282791882,-0.017800581528195338,0.0,0.5051845625659284,-0.0020251976110661316,-0.04632365345053678,0.7,0.0,0.0,-0.10215187736240655,0.0,0.0,1.9060425643927172,368640,0.0,0.6472670401792551,0.0,-0.0024956597222222285,6478,0.008897569444444444,0.27805916585019413,56,-0.06941661351997656,0.0,-0.0324206028729169,0.0,0.25091372345220503,0.0,0.0,0.01,1.6623926693496225,-0.01129938673750037,0.0,0.0,-0.5066990556893302,-0.2876694407870403,0.0,-0.0910578157133652,59.95563918,-0.20980755805369544,0.0,0.019860184,-0.014130277547519655,1.0015666484832764,106.0639419555664,56467,274.89756240844724,0.2239013671875,0.9650024175643921,0.2,-36.90852451324463,0.00029912448,,,,,
-0.04984999296718827,0.0,0.1044650607638889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,221.55,-0.01607960308985537,-0.01678532068585551,0.0,0.5051718103078131,-0.002097761626457997,-0.04778293247234482,0.7,0.0,0.0,-0.10248127266972344,0.0,0.0,2.020786068742607,387072,0.0,0.7070922253115729,0.0,-0.0023003472222222253,6466,0.007921006944444444,0.3463397043000151,59,-0.06938391579899822,0.0,-0.0296723963537976,0.0,0.24604030816017802,0.0,0.0,0.01,1.676771969724617,-0.02074421277003074,0.0,0.0,-0.4888876045215241,-0.2662758832659927,0.0,-0.07792463857969978,63.03816548,-0.19498479964084592,0.0,0.021557141,-0.012192018143832684,1.0018826723098755,126.27774047851562,56471,326.89769134521487,0.23759765625,0.9588214755058289,0.2,-36.90902805328369,0.0002990784,,,,,
-0.048513092102377024,0.0,0.09798177083333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,226.62,-0.01854480239424254,-0.017250600807490343,0.0,0.5048598337568146,-0.002053558887033363,-0.0447275892908632,0.7,0.0,0.0,-0.10254472362221512,0.0,0.0,1.950656740104673,405504,0.0,0.6531819287236024,0.0,-0.0023328993055555594,6454,0.006076388888888889,0.3054386340519057,62,-0.06887072388289119,0.0,-0.028176953713687423,0.0,0.260406120404635,0.0,0.0,0.01,1.6652139357706695,-0.018137352675428476,0.0,0.0,-0.4982823690611039,-0.28733848471273227,0.0,-0.08860487659705,73.04220433,-0.2085947770335602,0.0,0.019157764,-0.015094415890052915,1.0020902156829834,133.27911376953125,56475,353.84078216552734,0.198095703125,0.9598875045776367,0.2,-36.9126838684082,0.00029903232,,,,,
-0.05693758392803014,0.0,0.126708984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,190.73,-0.015078898110147855,-0.01789522549621929,0.0,0.5051580070411472,-0.0020209359152429025,-0.051341189721896364,0.7,0.0,0.0,-0.10245227285654175,0.0,0.0,2.0122487489807757,423936,0.0,0.6213487082768763,0.0,-0.0026692708333333416,6445,0.006564670138888889,0.31189822095227404,65,-0.06747239231424713,0.0,-0.031528341301056216,0.0,0.24280807757431308,0.0,0.0,0.01,1.6707726198064146,-0.018958764372993396,0.0,0.0,-0.5103966924996834,-0.2642079855992019,0.0,-0.0709349521213212,40.6086393,-0.22973127769605675,0.0,0.020898858,-0.017189375287853182,1.002421259880066,97.08660125732422,56479,251.51680068969728,0.20904541015625,0.9654371738433838,0.2,-36.91682453155518,0.00029898624,,,,,
-0.0564168205700892,0.0,0.11783854166666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,217.26,-0.019405976183062196,-0.019409752205108335,0.0,0.5050884523742445,-0.002504654597601984,-0.049980988342998856,0.7,0.0,0.0,-0.10206402237780564,0.0,0.0,2.034623128061389,442368,0.0,0.6408010181284456,0.0,-0.0026909722222222313,6440,0.009928385416666666,0.2987911686533127,68,-0.06860644510995086,0.0,-0.032299975788376414,0.0,0.24310329551212692,0.0,0.0,0.01,1.6742069362151668,-0.00958258538452247,0.0,0.0,-0.50697882751303,-0.2537252159796055,0.0,-0.07557561150229615,62.87678385,-0.23281896504071117,0.0,0.024088169,-0.016173256351612507,1.002018690109253,92.20342254638672,56483,241.54682693481445,0.26126708984375,0.967567503452301,0.2,-36.91508102416992,0.00029894016,,,,,
-0.05628626897823871,0.0,0.10484483506944443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,222.45,-0.017658864449810064,-0.016415990164494635,0.0,0.5050388309787595,-0.002262095455078673,-0.04543875629634368,0.7,0.0,0.0,-0.10258889553393491,0.0,0.0,1.9487094669030536,460800,0.0,0.6639401373860645,0.0,-0.0022026909722222244,6435,0.007486979166666667,0.3621844704500428,71,-0.06820610548345776,0.0,-0.03460035646217152,0.0,0.2504349590455357,0.0,0.0,0.01,1.6782715565186566,-0.012494907527704081,0.0,0.0,-0.48144996257727457,-0.25372326736084533,0.0,-0.071109789906073,67.80965135,-0.23006369443861363,0.0,0.022454241,-0.018146353051997723,1.00242280960083,87.06810760498047,56487,231.79104614257812,0.23582763671875,0.9677391052246094,0.2,-36.91834316253662,0.00029889407999999997,,,,,
-0.060312133930176856,0.0,0.09771050347222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,239.93,-0.020472000391529924,-0.018393990161517243,0.0,0.5046225624138391,-0.0024857481006405314,-0.04312968075411604,0.7,0.0,0.0,-0.10278155440684755,0.0,0.0,1.9483635473973449,479232,0.0,0.6983909495774179,0.0,-0.002029079861111111,6427,0.004611545138888889,0.28683229615584566,74,-0.06868379325644075,0.0,-0.03329924581875478,0.0,0.2428437309972009,0.0,0.0,0.01,1.6891372421738715,-0.018134339394995792,0.0,0.0,-0.4838666161497508,-0.25800329660308025,0.0,-0.07437276785783418,75.63746556,-0.20059204368483402,0.0,0.021260116,-0.01419335770769976,1.0022917985916138,96.46222686767578,56491,272.20741577148436,0.2298095703125,0.9606143236160278,0.2,-36.92002010345459,0.000298848,,,,,
-0.064061992909927,0.0,0.11919487847222221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,219.05,-0.01661245521426692,-0.018677822220235302,0.0,0.5051061697588315,-0.002334419481760574,-0.05005398924137982,0.7,0.0,0.0,-0.10210892234876609,0.0,0.0,2.0321613398921015,497664,0.0,0.7007192338868246,0.0,-0.002615017361111119,6425,0.002983940972222222,0.28039607620623774,77,-0.06869766963043161,0.0,-0.034341938727414575,0.0,0.23636788435735376,0.0,0.0,0.01,1.7006926808424268,-0.017173207476340935,0.0,0.0,-0.5086541679891875,-0.22853225896339988,0.0,-0.05704874453089632,62.69703762000001,-0.2211126294935851,0.0,0.021814922,-0.018114611553028227,1.0022989511489868,79.64828491210938,56495,220.01552124023436,0.2155517578125,0.9677563309669495,0.2,-36.91900691986084,0.00029880191999999997,,,,,
-0.06111093793423276,0.0,0.09903971354166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,251.26,-0.023645853392828084,-0.018150817383774467,0.0,0.5045563451841768,-0.002916522920362506,-0.043775052839165066,0.7,0.0,0.0,-0.10310171281110925,0.0,0.0,1.8275010424007259,516096,0.0,0.7330218734557135,0.0,-0.0020724826388888885,6058,0.004774305555555556,0.28328679365910064,85,-0.06700924747356603,0.0,-0.03806040412642709,0.0,0.27935943703112265,0.0,0.0,0.01,1.7069008536783932,-0.02990010705053963,0.0,0.0,-0.47323928350912214,-0.24538495462964358,0.0,-0.06402757808078262,96.60349690000002,-0.2098067706819824,0.0,0.022293895,-0.01625164771685377,1.0021151304244995,87.06845092773438,56499,221.60434494018554,0.2315673828125,0.971430242061615,0.2,-36.91792888641358,0.00029875584,,,,,
-0.06602101421142753,0.0,0.103515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,249.51,-0.022119578084993635,-0.020512333643685505,0.0,0.5051364695721021,-0.0032081839817668777,-0.04459529780061399,0.7,0.0,0.0,-0.10276010837161148,0.0,0.0,1.8895846281173772,534528,0.0,0.7396911744773884,0.0,-0.002148437500000001,6063,0.004828559027777778,0.28048950722367527,88,-0.06965369687915537,0.0,-0.03805068691992354,0.0,0.26337735717001054,0.0,0.0,0.01,1.7304402833614954,-0.052835638284511995,0.0,0.0,-0.48338052663288295,-0.2102046923637759,0.0,-0.0636406858066849,90.49581583000001,-0.2106474766258804,0.0,0.021806326,-0.011127896595280618,1.0020899772644043,88.71147918701172,56503,258.17065811157227,0.26595458984375,0.9614977240562439,0.2,-36.91894931793213,0.00029870976,,,,,
