reward_terms/energy,reward_terms/ang_xy,reward_terms/stance_time,reward_terms/action_rate,curriculum/ctrl_drop_prob,reward_terms/fwd_speed,reward_terms/foot_slip,rollout/ep_len_mean,reward_terms/hip_roll,reward_terms/alive,rollout/ep_rew_mean,reward_terms/stop,time/fps,reward_terms/lat_vel,reward_terms/angmom,reward_terms/clearance,reward_terms/height,time/time_elapsed,curriculum/stance_ratio,reward_terms/air_time,reward_terms/residual_rate,time/total_timesteps,curriculum/sprint_dist_m,reward_terms/time,reward_terms/step_rate,curriculum/ctrl_jitter_ms,reward_terms/assist_pen,reward_terms/vz,curriculum/ent_coef,reward_terms/torque,time/iterations,reward_terms/residual,reward_terms/upright,curriculum/eff_scale,reward_terms/foot_ahead,reward_terms/stance,reward_terms/coef_rate,reward_terms/overrun,reward_terms/motor_vel,reward_terms/phase_contact,train/entropy_loss,train/std,train/loss,train/value_loss,train/clip_range,train/approx_kl,train/clip_fraction,train/explained_variance,train/policy_gradient_loss,train/n_updates,train/learning_rate
-0.001729572386304275,-1.8090261403773564e-05,-0.08769001771967548,-0.06633539038776119,0.0053107200000000005,3.284313199716382,-0.49645773364098744,3537.72,-0.1593860493010385,0.0,1112.3636708000001,0.003744054926586087,4276,-6.979213514529165e-08,0.0,0.1372465532451655,-0.018222695366701992,2314,0.640532096,0.0003021915973578062,0.0,9897984,31.17472,-0.5,0.0,0.4248576,0.0,-0.055434937678515664,0.01,-0.015291122620539895,537,-0.09145574215946688,-2.9296308577763646e-07,0.0411648,0.0,-0.38246314091226014,-0.68196886958575,-0.11845727167034117,-0.00038635611196806077,-0.18865633848090702,-19.81094083786011,0.9962700605392456,25.077503204345703,80.45939598083496,0.2,0.00271445,0.0034912109375,0.9963595867156982,-0.002097133547067642,2139,0.000295060224
-0.0018195547941403994,-1.9119895178919545e-05,-0.07485242929801138,-0.06427245869987189,0.005322240000000001,3.178973578689325,-0.44181516234219986,3573.74,-0.15405219010129365,0.0,1061.39345136,0.008518146832861806,4277,-7.403404374770037e-08,0.0,0.13408278560806197,-0.017498811774270002,2318,0.640514432,0.00032389290410921804,0.0,9916416,31.18624,-0.5,0.0,0.4257792,0.0,-0.0538512518814126,0.01,-0.015052731205531392,538,-0.09237049765747368,-2.927295236199371e-07,0.0412416,0.0,-0.3049478887604742,-0.6485534059243695,-0.08778825153308552,-0.0004099509471526487,-0.16622156795459586,-19.81151428222656,0.9962868690490723,33.45820617675781,116.03229560852051,0.2,0.003623146,0.00679931640625,0.9947285056114197,-0.0028021376696415246,2143,0.00029505100799999997
-0.0019215179795765782,-2.0530630263291235e-05,-0.05556043825991866,-0.06395884913186664,0.00533376,3.5621276511688222,-0.45700208833231404,3578.83,-0.14897138801634774,0.0,1092.2589239699998,0.0037705228616580367,4277,-7.348272368511536e-08,0.0,0.160956246316799,-0.013653501789846714,2322,0.640496768,0.00031304221354528435,0.0,9934848,31.19776,-0.5,0.0,0.4267008,0.0,-0.05828528589211871,0.01,-0.014669741437450272,539,-0.09163608969960914,-2.9142665317182306e-07,0.0413184,0.0,-0.2198361953742589,-0.6524291009673827,-0.3010420813984306,-0.0004396963911239207,-0.1320541835367452,-19.811400127410888,0.9962971806526184,24.000003814697266,75.24868183135986,0.2,0.0037470814,0.0061767578125,0.9970982670783997,-0.003018353471998125,2147,0.000295041792
-0.001966822533550247,-2.139254453287667e-05,-0.028945719050372846,-0.06529939030005479,0.005345280000000001,2.866756354498789,-0.4493654470987726,3639.85,-0.13695249255240885,0.0,1049.9560195800002,0.012074550607576208,4277,-7.173799441043168e-08,0.0,0.12657721991896148,-0.01151894008030184,2327,0.640479104,0.00010416653498800265,0.0,9953280,31.20928,-0.5,0.0,0.4276224,0.0,-0.053961968033097586,0.01,-0.015390843933181471,540,-0.09183446991624034,-2.976499267695517e-07,0.0413952,0.0,-0.14350975813939557,-0.6602440469865639,-0.4098352512355028,-0.0004551865182000915,-0.09405636350724716,-19.81160831451416,0.9962707757949829,33.83857345581055,98.56041679382324,0.2,0.001762669,0.00079345703125,0.9964487552642822,-0.0019786059157922862,2151,0.00029503257599999995
-0.0018574118876765978,-2.008244067880365e-05,-0.02787841709666989,-0.06358533004411412,0.0053568,3.1657777438868338,-0.48364781660455936,3505.19,-0.13592731250913723,0.0,1101.55693287,0.01325612763150542,4277,-7.73568550297637e-08,0.0,0.13495699636903186,-0.012803694668999034,2331,0.64046144,0.00011990000752525197,0.0,9971712,31.2208,-0.5,0.0,0.428544,0.0,-0.060476331819332464,0.01,-0.01523267657710413,541,-0.092768633994984,-3.0588455482813393e-07,0.041472,0.0,-0.20450533276172012,-0.6477693374499829,-0.39391134656650345,-0.00042296935230327584,-0.1276100365857874,-19.811436939239503,0.9962980151176453,20.820735931396484,76.30604648590088,0.2,0.0034384392,0.0072265625,0.9966837167739868,-0.0026075487083289774,2155,0.00029502335999999997
-0.0021082329206483274,-2.1867925432654698e-05,-0.027858614766349394,-0.06203271158555802,0.00536832,4.23369284630426,-0.46023973351144637,3470.69,-0.13907506116140603,0.0,1112.90719248,0.0023346998522554086,4277,-8.275488396024294e-08,0.0,0.1791837045452915,-0.008483226843105424,2335,0.640443776,0.00012207014434453513,0.0,9990144,31.23232,-0.5,0.0,0.4294656,0.0,-0.05253520017122727,0.01,-0.015357341946175765,542,-0.0931481137725472,-3.02388801439817e-07,0.0415488,0.0,-0.12639263732156814,-0.6268418674231903,-0.09774394185861845,-0.0004873667708223519,-0.12794476043801348,-19.81217679977417,0.9963861703872681,34.016700744628906,119.50601463317871,0.2,0.0043264115,0.011572265625,0.9956713914871216,-0.0031586176017299296,2159,0.000295014144
-0.0021089431504358372,-2.173180207460408e-05,-0.027786729449871927,-0.06409522467938847,0.00537984,3.5217964250461513,-0.47186894612295815,3374.72,-0.15470970116959404,0.0,1160.6560074200002,0.012004397101723227,4277,-7.885757903234947e-08,0.0,0.15491435556052954,-0.00933609812113162,2339,0.640426112,9.277332638804283e-05,0.0,10008576,31.24384,-0.5,0.0,0.4303872,0.0,-0.04873403507087688,0.01,-0.015892979084427585,543,-0.09234084910353672,-2.974887914182289e-07,0.0416256,0.0,-0.2042416424215176,-0.6433519180974867,-0.236051319916128,-0.0004872193835747836,-0.10288785317778565,-19.812816429138184,0.9964165687561035,31.446048736572266,86.52167797088623,0.2,0.0033422788,0.00850830078125,0.9955832958221436,-0.0025895208469592034,2163,0.000295004928
-0.0018682637899256854,-1.9613599381428062e-05,-0.03139661102452212,-0.0659513641086442,0.00539136,2.5063424532455603,-0.5070763141981871,3283.28,-0.12696897027376408,0.0,1138.0653002599997,0.007797332030862448,4277,-7.289250445546001e-08,0.0,0.11144880098058607,-0.016028265391556464,2344,0.6404084480000001,9.874109916078548e-05,0.0,10027008,31.25536,-0.5,0.0,0.4313088,0.0,-0.07002449782566916,0.01,-0.016253591860806983,544,-0.09166576999901412,-3.066451791616777e-07,0.0417024,0.0,-0.13045260875077266,-0.6465682829290844,-0.3758300379261518,-0.0004179644126967206,-0.13321485198915847,-19.813235473632812,0.9964137077331543,34.53760528564453,91.59981689453124,0.2,0.0032691765,0.00570068359375,0.9962767958641052,-0.002474660414736718,2167,0.000294995712
-0.0019991377537546436,-2.13092896504011e-05,-0.027919107084421232,-0.06311318213219935,0.0054028800000000005,3.5458839119384256,-0.4689767051064783,3186.02,-0.14041851608386313,0.0,1190.8801864799998,0.015342888784989826,4277,-8.579726704368936e-08,0.0,0.15419364185760823,-0.014242382428131438,2348,0.640390784,9.602851221441395e-05,0.0,10045440,31.26688,-0.5,0.0,0.4322304,0.0,-0.0625460082085077,0.01,-0.01571809460891109,545,-0.09270886277506306,-3.066865683861042e-07,0.0417792,0.0,-0.12795462940816418,-0.6199575287544113,-0.278624223614845,-0.0004547350330229054,-0.1253569935783628,-19.813595581054688,0.996527910232544,23.520769119262695,68.91503276824952,0.2,0.0025360864,0.0022705078125,0.9970595240592957,-0.002517593011725694,2171,0.000294986496
-0.0021486431995056798,-2.2680230586426682e-05,-0.027811143269193254,-0.06434858737675728,0.0054144,3.8175556735826057,-0.4769551295631012,3120.69,-0.14724697861321767,0.0,1190.5362685400003,0.008463437271080808,4277,-7.96164893073374e-08,0.0,0.16915543967010416,-0.010073108800589684,2352,0.64037312,9.006064566266205e-05,0.0,10063872,31.278399999999998,-0.5,0.0,0.433152,0.0,-0.058750683772624795,0.01,-0.015899487689984105,546,-0.0922308553163057,-3.109705066738583e-07,0.041856,0.0,-0.13461399471488986,-0.6363894271299955,-0.09984995892467632,-0.0004944372017126988,-0.10993573567340366,-19.815475177764892,0.9967601299285889,13.86047077178955,47.55168924331665,0.2,0.0062759817,0.0331787109375,0.9980056285858154,-0.00509132225997746,2175,0.00029497728
-0.001852622822549264,-1.9309328340588287e-05,-0.04142943519885497,-0.06617444594556515,0.005425920000000001,2.9134746802338363,-0.49586221291555066,3161.95,-0.14358897620967798,0.0,1227.13439614,0.0033050678783354067,4277,-7.092706901379446e-08,0.0,0.1309734676361677,-0.015318010535695006,2356,0.640355456,0.00027614986174739897,0.0,10082304,31.28992,-0.5,0.0,0.4340736,0.0,-0.07109358340434252,0.01,-0.01596706692623766,547,-0.09212624740302966,-3.184829943904569e-07,0.0419328,0.0,-0.2008324579564641,-0.6534678225576719,-0.18203727908871292,-0.000411942453178102,-0.16181181023889085,-19.81511163711548,0.9966354966163635,62.05267333984375,261.97393264770506,0.2,0.004357735,0.01297607421875,0.9888743162155151,-0.0017847377923317254,2179,0.00029496806399999996
-0.0020703923197018335,-2.180600125380903e-05,-0.05852741844783951,-0.06290363684750366,0.005437440000000001,3.9767869867567205,-0.439246976460055,3238.83,-0.14957154329064828,0.0,1180.4693886100001,0.004950350532606733,4277,-7.576997543172335e-08,0.0,0.17141038455652438,-0.016110196064130375,2361,0.6403377920000001,0.00022081149250475896,0.0,10100736,31.30144,-0.5,0.0,0.4349952,0.0,-0.05552560746657651,0.01,-0.016059539632886463,548,-0.09257913138289495,-2.990769746243985e-07,0.0420096,0.0,-0.2149397393796141,-0.6254792395782158,-0.1557643022692447,-0.0004725004314298203,-0.158633950845326,-19.814828205108643,0.9966092109680176,35.220699310302734,96.32300071716308,0.2,0.0032586441,0.00506591796875,0.9957574009895325,-0.0031382364337332546,2183,0.000294958848
-0.0019148808369768918,-2.0048981978419347e-05,-0.05565253266508484,-0.0645226233018889,0.00544896,2.985580011582526,-0.4557778009613678,3207.04,-0.15828847127682494,0.0,1161.2643146399998,0.012081768795726474,4277,-7.456309969341066e-08,0.0,0.14142299250459178,-0.017812165338620803,2365,0.640320128,0.0002994789683725685,0.0,10119168,31.31296,-0.5,0.0,0.4359168,0.0,-0.062153850605524585,0.01,-0.0159030686490178,549,-0.09192812660650408,-2.9695310588642115e-07,0.0420864,0.0,-0.28003778655352085,-0.6586123585467074,-0.1678275775908985,-0.0004358790777995981,-0.1347438882467846,-19.815155601501466,0.9966560006141663,21.470256805419922,50.7970588684082,0.2,0.0056262477,0.01787109375,0.9979447722434998,-0.004089230811223388,2187,0.000294949632
-0.0017326875356926943,-1.7933235496697768e-05,-0.055632459106467046,-0.06228406272531609,0.00546048,2.601406477558138,-0.4418321937031569,3144.13,-0.1591784017227912,0.0,1209.62892796,0.03137454647425961,4277,-7.265809527254201e-08,0.0,0.1188520195104461,-0.020722018504016244,2369,0.640302464,0.00017144074404819144,0.0,10137600,31.32448,-0.5,0.0,0.4368384,0.0,-0.05808995888027246,0.01,-0.01666595357278688,550,-0.0926918401659141,-3.240753578401767e-07,0.0421632,0.0,-0.3041009255424802,-0.6475066257259864,-0.21307080787832589,-0.0003850224981496004,-0.14503920316965538,-19.81574935913086,0.996707022190094,18.477968215942383,48.08928737640381,0.2,0.0040796967,0.00888671875,0.9981537461280823,-0.0031931603560224177,2191,0.000294940416
-0.0021308634918875496,-2.288902526440715e-05,-0.055581325684518866,-0.062017894815497576,0.005472,3.93788293117119,-0.46370942690303596,3166.58,-0.17129612913712355,0.0,1228.0339172899999,0.0015567648052468885,4278,-9.04726371038939e-08,0.0,0.18912482264673416,-0.013043270560802194,2373,0.6402848,0.00013671857110845545,0.0,10156032,31.336,-0.5,0.0,0.43776,0.0,-0.05711127042099717,0.01,-0.015969619072611872,551,-0.0930448856160107,-3.1334291749003335e-07,0.04224,0.0,-0.236378270796397,-0.624339163055945,-0.1656186610036069,-0.0004884323964024046,-0.12993085346851527,-19.81659288406372,0.9967377781867981,41.356300354003906,114.79437503814697,0.2,0.006232475,0.024609375,0.9958663582801819,-0.0038534534047357737,2195,0.00029493119999999997
-0.002032521936777105,-2.0124354605231933e-05,-0.0558302122032425,-0.06329032831889854,0.00548352,3.477018728174601,-0.4499998822495876,3167.29,-0.16851144676563823,0.0,1224.96412579,0.0015472780640406083,4278,-8.43901610759875e-08,0.0,0.1655018120846448,-0.015492603772687803,2378,0.6402671360000001,0.00019693988401235806,0.0,10174464,31.34752,-0.5,0.0,0.4386816,0.0,-0.060412580409840246,0.01,-0.016385236463645512,552,-0.09298975018606263,-3.03782871790831e-07,0.0423168,0.0,-0.23086669864633158,-0.6237098497805731,-0.09909759258859521,-0.0004620812240548534,-0.14470185972354224,-19.81606845855713,0.9966980218887329,13.8230619430542,37.03751811981201,0.2,0.004299771,0.008642578125,0.9984308481216431,-0.00327615913702175,2199,0.000294921984
-0.002074075085618729,-2.0962474633728198e-05,-0.05586059400229715,-0.0654849149495697,0.0054950400000000005,2.0914652067715775,-0.4525902500507261,3177.2,-0.1679968440969827,0.0,1235.5081686899998,0.0019060248889051145,4278,-7.612427950565009e-08,0.0,0.10525342762549729,-0.01254046025692891,2382,0.640249472,0.0002083331508199788,0.0,10192896,31.35904,-0.5,0.0,0.4396032,0.0,-0.05131549737942714,0.01,-0.016019592242117756,553,-0.09189789481519607,-2.848403139636634e-07,0.0423936,0.0,-0.22594337552257532,-0.646184496230818,-0.7070259207997497,-0.0004750389993211663,-0.10342476160105002,-19.81643581390381,0.9966676831245422,21.643484115600586,58.70573406219482,0.2,0.0042820713,0.01190185546875,0.997758686542511,-0.003365074540488422,2203,0.000294912768
-0.0017817435700312443,-1.82667206574866e-05,-0.05555555555555555,-0.06200124608352098,0.005506560000000001,2.4636508825656844,-0.4505017644150211,3029.74,-0.1775458529835188,0.0,1304.96918075,0.014988728284493059,4278,-8.445795880248936e-08,0.0,0.11474312047423868,-0.019368314897405065,2386,0.640231808,0.00015190959351861643,0.0,10211328,31.370559999999998,-0.5,0.0,0.4405248,0.0,-0.06350176546834407,0.01,-0.015888782269658924,554,-0.09301325825434205,-3.071510442241376e-07,0.0424704,0.0,-0.31019744612768774,-0.6211972499505962,-0.47500460303709424,-0.00039713268197505777,-0.13943116037927378,-19.81687459945679,0.9967811703681946,10.475411415100098,26.81572208404541,0.2,0.005471323,0.01822509765625,0.9990793466567993,-0.003744410572107881,2207,0.00029490355199999997
-0.0021087105851482764,-2.2228699951671572e-05,-0.05565239726436428,-0.06158735349156405,0.005518080000000001,3.932053244200347,-0.45731640721748235,3016.43,-0.19914251785295234,0.0,1290.4653608100002,0.003787137993131303,4278,-1.2169791328470631e-07,0.0,0.1937005995986255,-0.01486242240294249,2391,0.640214144,0.00012966563614706197,0.0,10229760,31.382080000000002,-0.5,0.0,0.4414464,0.0,-0.06109808154607552,0.01,-0.015618154310079436,555,-0.09258420767520475,-3.012375093196825e-07,0.0425472,0.0,-0.2395769210255972,-0.6293025621825854,-0.19960081393224788,-0.0004764536039808798,-0.13500762438699787,-19.817751121520995,0.9967608451843262,16.4361572265625,46.60294952392578,0.2,0.0062621264,0.023681640625,0.9980670809745789,-0.004404619545675814,2211,0.000294894336
-0.0021541996430676463,-2.207287352035509e-05,-0.05575873364513326,-0.061853965253891356,0.0055296,3.4542524879674934,-0.4543510978657741,2884.4,-0.19036670274689976,0.0,1329.2688925100001,0.0011516262371051463,4278,-9.669397002430264e-08,0.0,0.1701576671775074,-0.013064445564719376,2395,0.6401964800000001,0.0002332898212545034,0.0,10248192,31.3936,-0.5,0.0,0.442368,0.0,-0.05548689125822755,0.01,-0.016521629685988293,556,-0.09235429311582571,-3.1188958363270274e-07,0.042624,0.0,-0.22276447394469498,-0.614947319917444,-0.12693722779963929,-0.0004903952057594479,-0.1308692886289962,-19.818107414245606,0.9969382286071777,24.949081420898438,57.73847427368164,0.2,0.005639838,0.01807861328125,0.9972781538963318,-0.003395732888020575,2215,0.00029488512
-0.0020295149754475444,-2.116621918528412e-05,-0.05565375369042158,-0.06480923099620642,0.00554112,2.8166898082677627,-0.4645131078532492,2899.87,-0.18721325838053826,0.0,1337.5961318500003,0.002815065224343653,4278,-8.094081767111583e-08,0.0,0.13777120891668906,-0.015483896269765112,2399,0.640178816,0.00023817239626724686,0.0,10266624,31.40512,-0.5,0.0,0.4432896,0.0,-0.06493839050464555,0.01,-0.01642939609094775,557,-0.09223484323262358,-3.130447028085302e-07,0.0427008,0.0,-0.27307515898186213,-0.6403514860822415,-0.45199656899086704,-0.0004527934618097475,-0.12000433007304993,-19.81966209411621,0.996951162815094,46.713932037353516,133.93155212402343,0.2,0.0021515435,0.0018798828125,0.9946705102920532,-0.0012031017919071018,2219,0.000294875904
-0.002057158963066975,-2.0398075775132524e-05,-0.0557560210258493,-0.06165171756822893,0.00555264,3.32745925656472,-0.475086514033366,2876.76,-0.19298798891680993,0.0,1321.88603236,0.005202872046716352,4278,-8.534733648670144e-08,0.0,0.16411102940017622,-0.015963430365303705,2403,0.640161152,0.00030653194537282817,0.0,10285056,31.41664,-0.5,0.0,0.4442112,0.0,-0.05988511696952655,0.01,-0.01695813470750265,558,-0.09255080889851858,-3.1996771252520197e-07,0.0427776,0.0,-0.2741131758143635,-0.6131699473275803,-0.2574570970082597,-0.00046239809730010985,-0.13855675444569526,-19.819723701477052,0.9969775676727295,24.987028121948242,77.01275043487549,0.2,0.0029358112,0.005712890625,0.9965115189552307,-0.0023365189146716146,2223,0.000294866688
-0.002145391284815727,-2.128665814767919e-05,-0.0128375873189523,-0.062178986157060044,0.00556416,3.6561750920682132,-0.4476501400589668,3055.51,-0.15348332913263063,0.0,1222.23878249,0.012770577010760708,4278,-9.807034193572682e-08,0.0,0.1810737491080704,-0.011365387147800231,2408,0.640143488,7.107189675379131e-05,0.0,10303488,31.42816,-0.5,0.0,0.4451328,0.0,-0.06341735882940623,0.01,-0.01608048499711841,559,-0.09288166513446786,-3.053779001461794e-07,0.0428544,0.0,-0.09936388854747051,-0.6088266598683061,-0.16540453201071298,-0.0004920996073107474,-0.09669085265825644,-19.820216560363768,0.9969717860221863,15.075725555419922,54.19248466491699,0.2,0.0059825024,0.0215087890625,0.9976934790611267,-0.004132986534386873,2227,0.000294857472
-0.0022729168761572984,-2.3555182845244544e-05,0.0,-0.06151543432691648,0.00557568,3.525881536164732,-0.4193964740730987,3083.23,-0.17037964797175664,0.0,1250.24518641,0.025758100247344432,4278,-9.490304615010348e-08,0.0,0.17617900327539598,-0.010002133931726588,2412,0.6401258240000001,3.2551955276479325e-06,0.0,10321920,31.43968,-0.5,0.0,0.4460544,0.0,-0.05408282402553275,0.01,-0.016601214581839902,560,-0.09318444256907576,-3.124333758161039e-07,0.0429312,0.0,-0.13001809084263283,-0.6090857213365983,-0.4029896377785616,-0.0005278673741113465,-0.05431854833262784,-19.819536209106445,0.9969102740287781,23.751516342163086,62.64836597442627,0.2,0.003341511,0.00513916015625,0.9974468946456909,-0.002584406943060458,2231,0.00029484825599999996
-0.0023399872419895217,-2.356247257958011e-05,-7.4597159659283025e-06,-0.062354914782080585,0.0055872000000000005,3.1514239398136357,-0.4807694647479244,3075.98,-0.14604938395213815,0.0,1267.91232033,0.006663993125068101,4278,-8.740581855211967e-08,0.0,0.15429755600847728,-0.006040137090917861,2416,0.64010816,2.658409842600425e-05,0.0,10340352,31.4512,-0.5,0.0,0.446976,0.0,-0.05530185241253802,0.01,-0.017318027554822993,561,-0.09327106363418734,-3.3200959156226303e-07,0.043008,0.0,-0.025951167999789113,-0.5997394670146048,-0.5893134100161261,-0.0005336969224791154,-0.06306398443869213,-19.820307159423827,0.9970131516456604,87.14606475830078,212.05020904541016,0.2,0.00657383,0.03115234375,0.9931522011756897,-0.0033892485429532827,2235,0.00029483904
-0.002297486942163139,-2.3501258182181876e-05,-6.049191708573037e-05,-0.06169855844286438,0.005598720000000001,3.7465203355632735,-0.48746390603092504,3137.62,-0.1547410544099707,0.0,1269.7849664,0.003179672887352906,4278,-9.909184045817804e-08,0.0,0.19257942407841602,-0.00907390479713018,2420,0.640090496,5.8593690886886586e-05,0.0,10358784,31.46272,-0.5,0.0,0.4478976,0.0,-0.07140219878492877,0.01,-0.017001540897585682,562,-0.09325883146172534,-3.206927257978651e-07,0.0430848,0.0,-0.026756637522836565,-0.6127511535598672,-0.3787106554599274,-0.0005246910171162323,-0.06907430612783277,-19.821272754669188,0.9971001744270325,26.04111099243164,89.47753562927247,0.2,0.004821668,0.01500244140625,0.9967089891433716,-0.0030178828979842364,2239,0.000294829824
-0.0022508817945852827,-2.3560845873467354e-05,-0.0006964760072555186,-0.06205257379327663,0.00561024,3.2577819337057004,-0.48326590289975246,3099.18,-0.1455020523527394,0.0,1235.5894822700002,0.0024597466965185204,4278,-9.873275167124979e-08,0.0,0.16524187032394536,-0.009293519410303826,2425,0.640072832,1.302078211059173e-05,0.0,10377216,31.47424,-0.5,0.0,0.4488192,0.0,-0.06471834126799009,0.01,-0.016876625034061423,563,-0.09343208368950205,-3.248784038436959e-07,0.0431616,0.0,-0.00747395566315042,-0.6036844225178041,-0.27940685703027146,-0.0005112440977156045,-0.09764127252966459,-19.822078514099122,0.9971774220466614,24.55400276184082,62.30611248016358,0.2,0.0050852625,0.0156494140625,0.997244119644165,-0.0037849445478059353,2243,0.000294820608
-0.002230841730120993,-2.2705865864112597e-05,-0.00011189705886257191,-0.05908164761192228,0.00562176,4.104320319736595,-0.46597996721105894,3021.79,-0.15906286249124854,0.0,1299.2093011,0.00860714023380699,4278,-9.985428574919907e-08,0.0,0.20577777337158232,-0.009604346996989453,2429,0.6400551680000001,1.0850596784924468e-05,0.0,10395648,31.48576,-0.5,0.0,0.4497408,0.0,-0.06643491068895066,0.01,-0.016785886187299856,564,-0.0940364215011319,-3.3715265275144645e-07,0.0432384,0.0,-0.07304805415147662,-0.5946198944346311,-0.19601594128355396,-0.00050929627688854,-0.08538870623237271,-19.82276668548584,0.9971840977668762,33.24700164794922,91.99882774353027,0.2,0.0036478422,0.006982421875,0.9958390593528748,-0.002777022507507354,2247,0.00029481139199999997
-0.0025456411750492155,-2.614763058267579e-05,0.0,-0.06051534691556126,0.005633280000000001,4.183745158650677,-0.46638801833145827,3017.09,-0.1623863931050747,0.0,1308.1344199999999,0.0012933162792323478,4278,-1.0297014949734572e-07,0.0,0.21463232933868295,-0.004041655641838408,2433,0.640037504,1.4648404127607742e-05,0.0,10414080,31.49728,-0.5,0.0,0.4506624,0.0,-0.055295397708506444,0.01,-0.017384425847488602,565,-0.09371631802692974,-3.23794961847079e-07,0.0433152,0.0,-0.014404184870740652,-0.5970955234841255,-0.2191398605696569,-0.0005949358277193825,-0.05832572786425968,-19.823836612701417,0.9973219633102417,21.414690017700195,68.92827568054199,0.2,0.0032195016,0.00537109375,0.9965521693229675,-0.003282968094572425,2251,0.000294802176
-0.002157440449282374,-2.1092461253055736e-05,-0.0054235758159645936,-0.0627513497660724,0.0056448,2.827359006090428,-0.47272552976061644,3002.74,-0.13860948151442865,0.0,1304.7140935499997,0.007816261256021303,4278,-8.200373285611862e-08,0.0,0.14478383718161297,-0.010501212677428524,2438,0.64001984,0.00017632347751512297,0.0,10432512,31.5088,-0.5,0.0,0.451584,0.0,-0.06707929947372487,0.01,-0.01706159531354592,566,-0.09297295444831978,-3.1963311596507713e-07,0.043392,0.0,-0.05427738472029697,-0.6178287519862411,-0.4085942544466144,-0.0004876403049731858,-0.09609832289232771,-19.824346923828124,0.9972812533378601,73.65447235107422,128.56921463012696,0.2,0.00752739,0.03299560546875,0.9959819912910461,-0.0033935305546037853,2255,0.00029479296
-0.00216365144526432,-2.230645227166711e-05,-0.027777777777777776,-0.060023768817227756,0.00565632,3.7873743936846105,-0.464179982539794,3007.5,-0.16126686358476106,0.0,1303.9855060399998,0.007232758002463922,4278,-9.635906986523561e-08,0.0,0.18949391223693018,-0.012917406658405876,2442,0.640002176,0.00013454850543186895,0.0,10450944,31.520319999999998,-0.5,0.0,0.4525056,0.0,-0.0657920600758079,0.01,-0.017143048676146036,567,-0.09432065206757176,-3.3028173178227786e-07,0.0434688,0.0,-0.14665567454452666,-0.6052347062356148,-0.27643942424510715,-0.0004911945451389825,-0.10957300629615625,-19.823798179626465,0.9972754120826721,33.73693084716797,93.16106071472169,0.2,0.0032972426,0.00579833984375,0.9961317181587219,-0.0032108485465869308,2259,0.00029478374399999997
-0.0023443091497557505,-2.4177614196996074e-05,-0.041842985490802675,-0.06175630643542832,0.00566784,4.090542018009311,-0.4303569077050586,3006.93,-0.19271758618408222,0.0,1328.7593153200003,0.001351110993131733,4278,-9.483397647898924e-08,0.0,0.2162630714200995,-0.013329304332392246,2446,0.6399845120000001,0.00017849378895738887,0.0,10469376,31.53184,-0.5,0.0,0.4534272,0.0,-0.06110062837326229,0.01,-0.01735870753732198,568,-0.09347591167472084,-3.1377555741979966e-07,0.0435456,0.0,-0.21675333010533482,-0.5978819835800072,-0.06850027074156591,-0.000539593627117449,-0.09903662603077487,-19.825137519836424,0.9974249601364136,11.75632095336914,33.13126621246338,0.2,0.007168457,0.0357177734375,0.9986470341682434,-0.0049609008885454385,2263,0.000294774528
-0.002011065027345708,-2.0108075497861724e-05,-0.07398219958284041,-0.06168954920338196,0.0056793600000000005,2.504753872905919,-0.42514486533787593,3004.03,-0.21171519078638024,0.0,1334.9155880299995,0.0033865496415704808,4278,-8.558186737096565e-08,0.0,0.12972166556230805,-0.01835084499251342,2451,0.639966848,0.0003396264089840568,0.0,10487808,31.54336,-0.5,0.0,0.4543488,0.0,-0.06112975364939287,0.01,-0.01626568429516778,569,-0.09292365197924063,-2.964366645435288e-07,0.0436224,0.0,-0.35676509812516877,-0.615514560750764,-0.31361776571781896,-0.0004523542302660528,-0.14903824737324572,-19.825582599639894,0.9973961114883423,19.344165802001953,61.399434852600095,0.2,0.005440069,0.0217041015625,0.9977487325668335,-0.0027425851963926106,2267,0.000294765312
-0.0019960868105771824,-2.074171757025522e-05,-0.08351277569373552,-0.06132232284776287,0.005690880000000001,2.4809227836771743,-0.45100788252748064,2961.58,-0.21714023313787653,0.0,1317.2849348400005,0.003668497553855952,4278,-8.553318808519697e-08,0.0,0.1281079926798367,-0.0187525789639697,2455,0.639949184,0.0002539059755185412,0.0,10506240,31.55488,-0.5,0.0,0.4552704,0.0,-0.05851003667189399,0.01,-0.01659285682871205,570,-0.09265128527903638,-3.00971340027344e-07,0.0436992,0.0,-0.36707226656492237,-0.60693914705877,-0.5836239438653291,-0.00044759737460208095,-0.1614017968180498,-19.825496101379393,0.997332751750946,26.79973793029785,120.29358863830566,0.2,0.0053228643,0.01734619140625,0.9962952733039856,-0.0028258420061320066,2271,0.00029475609599999996
